energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-2.87243622,1.80728310,0.27206375,0.21515284,0.00033327,0.95863291,0.01354815,0.10113880,2.02178618,0.35650478
-2.86643322,1.75368973,0.26363201,0.20127021,0.00031482,0.93558133,0.01299984,0.10032702,1.97617498,0.34554661
-2.86043022,1.69678968,0.25516432,0.18771006,0.00029614,0.91023435,0.01241906,0.09943353,1.92434670,0.33391896
-2.85442721,1.63671635,0.24662381,0.17453164,0.00027735,0.88263553,0.01181087,0.09840982,1.86656360,0.32165254
-2.84842421,1.57366520,0.23797604,0.16178514,0.00025857,0.85287363,0.01118071,0.09721161,1.80319303,0.30879169
-2.84242121,1.50789366,0.22919145,0.14951233,0.00023994,0.82108193,0.01053423,0.09580023,1.73470105,0.29539410
-2.83641821,1.43971854,0.22024749,0.13774722,0.00022157,0.78743594,0.00987726,0.09414384,1.66164269,0.28152985
-2.83041521,1.36951094,0.21113024,0.12651666,0.00020358,0.75214958,0.00921565,0.09221836,1.58464932,0.26728008
-2.82441221,1.29768908,0.20183576,0.11584101,0.00018608,0.71547014,0.00855521,0.09000814,1.50441373,0.25273515
-2.81840920,1.22470945,0.19237089,0.10573473,0.00016919,0.67767225,0.00790154,0.08750630,1.42167371,0.23799249
-2.81240620,1.15105674,0.18275363,0.09620700,0.00015298,0.63905105,0.00725997,0.08471486,1.33719460,0.22315426
-2.80640320,1.07723300,0.17301312,0.08726233,0.00013756,0.59991497,0.00663542,0.08164448,1.25175181,0.20832486
-2.80040020,1.00374655,0.16318926,0.07890121,0.00012297,0.56057840,0.00603231,0.07831404,1.16611377,0.19360850
-2.79439720,0.93110116,0.15333204,0.07112073,0.00010930,0.52135446,0.00545454,0.07474991,1.08102598,0.17910674
-2.78839420,0.85978578,0.14350068,0.06391532,0.00009656,0.48254809,0.00490535,0.07098505,0.99719669,0.16491640
-2.78239120,0.79026539,0.13376263,0.05727749,0.00008479,0.44444985,0.00438736,0.06705801,0.91528458,0.15112754
-2.77638819,0.72297307,0.12419256,0.05119867,0.00007400,0.40733044,0.00390253,0.06301171,0.83588876,0.13782183
-2.77038519,0.65830371,0.11487154,0.04567012,0.00006418,0.37143604,0.00345217,0.05889233,0.75954126,0.12507131
-2.76438219,0.59660942,0.10588628,0.04068393,0.00005533,0.33698477,0.00303698,0.05474806,0.68670211,0.11293741
-2.75837919,0.53819670,0.09732879,0.03623410,0.00004741,0.30416407,0.00265707,0.05062804,0.61775694,0.10147042
-2.75237619,0.48332558,0.08929643,0.03231775,0.00004038,0.27312918,0.00231205,0.04658133,0.55301709,0.09070928
-2.74637319,0.43221046,0.08189236,0.02893639,0.00003420,0.24400264,0.00200105,0.04265608,0.49272191,0.08068172
-2.74037019,0.38502272,0.07522655,0.02609733,0.00002883,0.21687470,0.00172285,0.03889887,0.43704318,0.07140471
-2.73436718,0.34189494,0.06941732,0.02381511,0.00002420,0.19180465,0.00147594,0.03535428,0.38609121,0.06288517
-2.72836418,0.30292636,0.06459345,0.02211303,0.00002028,0.16882284,0.00125856,0.03206466,0.33992234,0.05512091
-2.72236118,0.26818965,0.06089665,0.02102478,0.00001700,0.14793344,0.00106882,0.02907018,0.29854758,0.04810173
-2.71635818,0.23773838,0.05848457,0.02059599,0.00001432,0.12911759,0.00090477,0.02640902,0.26194193,0.04181069
-2.71035518,0.21161511,0.05753399,0.02088577,0.00001220,0.11233699,0.00076443,0.02411777,0.23005394,0.03622540
-2.70435218,0.18985967,0.05824418,0.02196821,0.00001060,0.09753758,0.00064588,0.02223201,0.20281536,0.03131940
-2.69834917,0.17251725,0.06084012,0.02393365,0.00000950,0.08465339,0.00054730,0.02078691,0.18015030,0.02706349
-2.69234617,0.15964600,0.06557551,0.02688977,0.00000889,0.07361021,0.00046702,0.01981795,0.16198364,0.02342699
-2.68634317,0.15132373,0.07273508,0.03096226,0.00000875,0.06432908,0.00040354,0.01936155,0.14824837,0.02037899
-2.68034017,0.14765339,0.08263616,0.03629520,0.00000911,0.05672938,0.00035556,0.01945570,0.13889156,0.01788935
-2.67433717,0.14876694,0.09562911,0.04305078,0.00000998,0.05073156,0.00032201,0.02014033,0.13387867,0.01592967
-2.66833417,0.15482734,0.11209630,0.05140848,0.00001141,0.04625923,0.00030203,0.02145757,0.13319606,0.01447400
-2.66233117,0.16602851,0.13244947,0.06156355,0.00001344,0.04324077,0.00029503,0.02345171,0.13685142,0.01349938
-2.65632816,0.18259292,0.15712523,0.07372471,0.00001615,0.04161025,0.00030062,0.02616889,0.14487223,0.01298624
-2.65032516,0.20476685,0.18657851,0.08811106,0.00001962,0.04130767,0.00031867,0.02965638,0.15730204,0.01291848
-2.64432216,0.23281331,0.22127389,0.10494828,0.00002396,0.04227874,0.00034923,0.03396168,0.17419474,0.01328348
-2.63831916,0.26700269,0.26167483,0.12446394,0.00002928,0.04447389,0.00039259,0.03913106,0.19560696,0.01407183
-2.63231616,0.30760136,0.30823097,0.14688233,0.00003573,0.04784688,0.00044921,0.04520801,0.22158885,0.01527691
-2.62631316,0.35485874,0.36136359,0.17241872,0.00004345,0.05235296,0.00051968,0.05223125,0.25217359,0.01689436
-2.62031016,0.40899309,0.42144984,0.20127331,0.00005261,0.05794670,0.00060477,0.06023264,0.28736590,0.01892134
-2.61430715,0.47017676,0.48880599,0.23362520,0.00006339,0.06457964,0.00070532,0.06923493,0.32713034,0.02135580
-2.60830415,0.53852151,0.56367048,0.26962659,0.00007598,0.07219782,0.00082224,0.07924944,0.37137965,0.02419564
-2.60230115,0.61406477,0.64618745,0.30939757,0.00009059,0.08073947,0.00095651,0.09027394,0.41996394,0.02743783
-2.59629815,0.69675742,0.73639147,0.35302184,0.00010742,0.09013289,0.00110909,0.10229066,0.47266119,0.03107761
-2.59029515,0.78645403,0.83419449,0.40054364,0.00012669,0.10029465,0.00128092,0.11526462,0.52916983,0.03510775
-2.58429215,0.88290630,0.93937556,0.45196625,0.00014862,0.11112835,0.00147286,0.12914251,0.58910381,0.03951787
-2.57828914,0.98576023,1.05157431,0.50725228,0.00017343,0.12252388,0.00168569,0.14385201,0.65199068,0.04429395
-2.57228614,1.09455746,1.17028882,0.56632581,0.00020134,0.13435749,0.00192004,0.15930185,0.71727312,0.04941799
-2.56628314,1.20874132,1.29487826,0.62907656,0.00023254,0.14649244,0.00217640,0.17538253,0.78431409,0.05486787
-2.56028014,1.32766722,1.42457072,0.69536584,0.00026726,0.15878047,0.00245502,0.19196779,0.85240564,0.06061738
-2.55427714,1.45061757,1.55847620,0.76503426,0.00030566,0.17106405,0.00275596,0.20891686,0.92078130,0.06663653
-2.54827414,1.57682041,1.69560456,0.83791054,0.00034792,0.18317915,0.00307901,0.22607729,0.98863181,0.07289194
-2.54227114,1.70547110,1.83488787,0.91382114,0.00039421,0.19495878,0.00342369,0.24328847,1.05512353,0.07934749
-2.53626813,1.83575607,1.97520634,0.99259994,0.00044464,0.20623677,0.00378923,0.26038560,1.11941901,0.08596509
-2.53026513,1.96687723,2.11541677,1.07409728,0.00049933,0.21685201,0.00417451,0.27720392,1.18069888,0.09270546
-2.52426213,2.09807578,2.25438221,1.15818751,0.00055835,0.22665265,0.00457813,0.29358310,1.23818403,0.09952906
-2.51825913,2.22865392,2.39100143,1.24477435,0.00062173,0.23550035,0.00499831,0.30937156,1.29115730,0.10639687
-2.51225613,2.35799295,2.52423655,1.33379322,0.00068950,0.24327415,0.00543293,0.32443041,1.33898347,0.11327121
-2.50625313,2.48556648,2.65313754,1.42520998,0.00076159,0.24987391,0.00587951,0.33863701,1.38112676,0.12011632
-2.50025013,2.61094769,2.77686206,1.51901557,0.00083793,0.25522306,0.00633521,0.35188774,1.41716491,0.12689882
-2.49424712,2.73380969,2.89468957,1.61521641,0.00091836,0.25927069,0.00679683,0.36409994,1.44679914,0.13358786
-2.48824412,2.85391882,3.00602883,1.71382052,0.00100268,0.26199261,0.00726082,0.37521299,1.46985967,0.14015515
-2.48224112,2.97112066,3.11041837,1.81481980,0.00109060,0.26339159,0.00772331,0.38518830,1.48630619,0.14657463
-2.47623812,3.08531953,3.20751983,1.91816901,0.00118177,0.26349654,0.00818011,0.39400827,1.49622364,0.15282191
-2.47023512,3.19645230,3.29710472,2.02376256,0.00127575,0.26236087,0.00862676,0.40167444,1.49981332,0.15887360
-2.46423212,3.30445804,3.37903530,2.13141028,0.00137200,0.26005992,0.00905858,0.40820464,1.49737983,0.16470635
-2.45822911,3.40924533,3.45324099,2.24081357,0.00146989,0.25668768,0.00947070,0.41362962,1.48931461,0.17029596
-2.45222611,3.51065931,3.51969183,2.35154364,0.00156872,0.25235305,0.00985817,0.41798911,1.47607691,0.17561636
-2.44622311,3.60845065,3.57837096,2.46302328,0.00166766,0.24717554,0.01021601,0.42132781,1.45817318,0.18063872
-2.44022011,3.70224881,3.62924787,2.57451395,0.00176579,0.24128096,0.01053930,0.42369123,1.43613589,0.18533080
-2.43421711,3.79154158,3.67225461,2.68510943,0.00186213,0.23479701,0.01082332,0.42512203,1.41050300,0.18965642
-2.42821411,3.87566283,3.70726655,2.79373716,0.00195560,0.22784913,0.01106359,0.42565669,1.38179883,0.19357534
-2.42221111,3.95378976,3.73408940,2.89916817,0.00204506,0.22055674,0.01125607,0.42532303,1.35051740,0.19704351
-2.41620810,4.02495060,3.75245348,3.00003579,0.00212934,0.21302998,0.01139719,0.42413852,1.31710888,0.20001363
-2.41020510,4.08804293,3.76201598,3.09486305,0.00220726,0.20536717,0.01148401,0.42210964,1.28196957,0.20243624
-2.40420210,4.14186237,3.76237132,3.18209809,0.00227761,0.19765292,0.01151433,0.41923210,1.24543590,0.20426102
-2.39819910,4.18514046,3.75306921,3.26015643,0.00233926,0.18995707,0.01148671,0.41549218,1.20778219,0.20543855
-2.39219610,4.21659020,3.73363947,3.32746855,0.00239112,0.18233434,0.01140062,0.41086883,1.16922225,0.20592222
-2.38619310,4.23495711,3.70362219,3.38253077,0.00243219,0.17482475,0.01125643,0.40533652,1.12991431,0.20567034
-2.38019010,4.23907327,3.66260147,3.42395718,0.00246164,0.16745459,0.01105547,0.39886866,1.08996870,0.20464821
-2.37418709,4.22791163,3.61024065,3.45053041,0.00247876,0.16023802,0.01079999,0.39144130,1.04945768,0.20283021
-2.36818409,4.20063781,3.54631698,3.46124870,0.00248304,0.15317899,0.01049316,0.38303687,1.00842656,0.20020162
-2.36218109,4.15665662,3.47075340,3.45536714,0.00247416,0.14627352,0.01013899,0.37364786,0.96690546,0.19676016
-2.35617809,4.09565095,3.38364574,3.43243110,0.00245205,0.13951199,0.00974226,0.36327997,0.92492078,0.19251715
-2.35017509,4.01761100,3.28528324,3.39230024,0.00241685,0.13288160,0.00930838,0.35195485,0.88250587,0.18749819
-2.34417209,3.92285235,3.17616158,3.33516198,0.00236895,0.12636850,0.00884332,0.33971196,0.83971022,0.18174337
-2.33816908,3.81202198,3.05698717,3.26153388,0.00230894,0.11995991,0.00835340,0.32660971,0.79660670,0.17530691
-2.33216608,3.68609208,2.92867265,3.17225479,0.00223766,0.11364579,0.00784522,0.31272565,0.75329672,0.16825633
-2.32616308,3.54634199,2.79232376,3.06846535,0.00215615,0.10742019,0.00732542,0.29815581,0.70991296,0.16067114
-2.32016008,3.39432940,2.64921823,2.95157889,0.00206560,0.10128227,0.00680062,0.28301322,0.66661994,0.15264116
-2.31415708,3.23185216,2.50077791,2.82324406,0.00196737,0.09523684,0.00627723,0.26742565,0.62361240,0.14426448
-2.30815408,3.06090292,2.34853559,2.68530109,0.00186294,0.08929457,0.00576134,0.25153285,0.58111183,0.13564521
-2.30215108,2.88361864,2.19409827,2.53973373,0.00175384,0.08347182,0.00525862,0.23548323,0.53936160,0.12689117
-2.29614807,2.70222737,2.03910869,2.38861890,0.00164167,0.07779026,0.00477425,0.21943033,0.49862095,0.11811147
-2.29014507,2.51899480,1.88520701,2.23407633,0.00152802,0.07227610,0.00431284,0.20352926,0.45915842,0.10941432
-2.28414207,2.33617266,1.73399441,2.07822011,0.00141448,0.06695927,0.00387841,0.18793303,0.42124501,0.10090488
-2.27813907,2.15595115,1.58700008,1.92311401,0.00130255,0.06187242,0.00347438,0.17278934,0.38514761,0.09268341
-2.27213607,1.98041678,1.44565294,1.77073196,0.00119367,0.05704990,0.00310358,0.15823747,0.35112281,0.08484379
-2.26613307,1.81151712,1.31125887,1.62292493,0.00108916,0.05252665,0.00276826,0.14440580,0.31941160,0.07747221
-2.26013007,1.65103297,1.18498408,1.48139480,0.00099021,0.04833722,0.00247017,0.13140968,0.29023478,0.07064635
-2.25412706,1.50055841,1.06784470,1.34767560,0.00089790,0.04451478,0.00221059,0.11934994,0.26378953,0.06443475
-2.24812406,1.36148849,0.96070237,1.22312188,0.00081314,0.04109027,0.00199040,0.10831183,0.24024681,0.05889655
-2.24212106,1.23501404,0.86426519,1.10890393,0.00073671,0.03809161,0.00181013,0.09836448,0.21974964,0.05408141
-2.23611806,1.12212265,0.77909340,1.00600885,0.00066924,0.03554300,0.00167005,0.08956083,0.20241218,0.05002965
-2.23011506,1.02360481,0.70560847,0.91524651,0.00061124,0.03346437,0.00157018,0.08193787,0.18831926,0.04677247
-2.22411206,0.94006371,0.64410475,0.83725929,0.00056308,0.03187083,0.00151037,0.07551725,0.17752641,0.04433226
-2.21810905,0.87192754,0.59476227,0.77253411,0.00052499,0.03077227,0.00149032,0.07030599,0.17005995,0.04272292
-2.21210605,0.81946271,0.55765968,0.72141564,0.00049712,0.03017300,0.00150958,0.06629747,0.16591718,0.04195009
-2.20610305,0.78278703,0.53278617,0.68411928,0.00047951,0.03007142,0.00156756,0.06347237,0.16506641,0.04201135
-2.20010005,0.76188149,0.52005165,0.66074301,0.00047210,0.03045977,0.00166350,0.06179975,0.16744689,0.04289633
-2.19409705,0.75660005,0.51929435,0.65127710,0.00047477,0.03132397,0.00179648,0.06123800,0.17296840,0.04458669
-2.18809405,0.76667675,0.53028562,0.65561105,0.00048730,0.03264342,0.00196532,0.06173583,0.18151084,0.04705606
-2.18209105,0.79173002,0.55273156,0.67353738,0.00050942,0.03439102,0.00216857,0.06323321,0.19292360,0.05026989
-2.17608804,0.83126411,0.58627186,0.70475232,0.00054079,0.03653316,0.00240444,0.06566220,0.20702515,0.05418536
-2.17008504,0.88466804,0.63047592,0.74885338,0.00058101,0.03902988,0.00267073,0.06894785,0.22360270,0.05875126
-2.16408204,0.95121276,0.68483706,0.80533446,0.00062963,0.04183520,0.00296482,0.07300903,0.24241245,0.06390799
-2.15807904,1.03004708,0.74876541,0.87357909,0.00068616,0.04489753,0.00328360,0.07775929,0.26318038,0.06958777
-2.15207604,1.12019357,0.82158048,0.95285281,0.00075003,0.04816032,0.00362343,0.08310782,0.28560384,0.07571496
-2.14607304,1.22054530,0.90250424,1.04229560,0.00082068,0.05156281,0.00398016,0.08896040,0.30935412,0.08220667
-2.14007004,1.32986453,0.99065578,1.14091552,0.00089749,0.05504106,0.00434915,0.09522045,0.33408001,0.08897362
-2.13406703,1.44678423,1.08504835,1.24758480,0.00097981,0.05852904,0.00472526,0.10179022,0.35941241,0.09592132
-2.12806403,1.56981340,1.18458970,1.36103914,0.00106699,0.06195994,0.00510297,0.10857192,0.38497001,0.10295140
-2.12206103,1.69734680,1.28808626,1.47988140,0.00115837,0.06526754,0.00547642,0.11546898,0.41036577,0.10996332
-2.11605803,1.82767949,1.39425163,1.60259026,0.00125332,0.06838768,0.00583957,0.12238733,0.43521419,0.11685617
-2.11005503,1.95902634,1.50171967,1.72753437,0.00135118,0.07125973,0.00618628,0.12923658,0.45913903,0.12353060
-2.10405203,2.08954643,1.60906198,1.85299209,0.00145136,0.07382806,0.00651050,0.13593122,0.48178116,0.12989087
-2.09804902,2.21737187,1.71480973,1.97717677,0.00155327,0.07604333,0.00680639,0.14239160,0.50280633,0.13584684
-2.09204602,2.34064030,1.81747900,2.09826711,0.00165639,0.07786375,0.00706851,0.14854489,0.52191241,0.14131582
-2.08604302,2.45753028,1.91559919,2.21444171,0.00176020,0.07925602,0.00729195,0.15432570,0.53883584,0.14622429
-2.08004002,2.56629816,2.00774326,2.32391705,0.00186424,0.08019611,0.00747252,0.15967663,0.55335704,0.15050932
-2.07403702,2.66531550,2.09255903,2.42498724,0.00196806,0.08066970,0.00760684,0.16454850,0.56530447,0.15411971
-2.06803402,2.75310533,2.16880012,2.51606455,0.00207124,0.08067237,0.00769243,0.16890044,0.57455722,0.15701676
-2.06203102,2.82837618,2.23535560,2.59571881,0.00217335,0.08020943,0.00772785,0.17269969,0.58104601,0.15917467
-2.05602801,2.89005245,2.29127702,2.66271440,0.00227393,0.07929550,0.00771270,0.17592130,0.58475269,0.16058053
-2.05002501,2.93730001,2.33580197,2.71604318,0.00237251,0.07795376,0.00764765,0.17854771,0.58570818,0.16123401
-2.04402201,2.96954607,2.36837318,2.75495220,0.00246854,0.07621503,0.00753439,0.18056814,0.58398908,0.16114667
-2.03801901,2.98649264,2.38865251,2.77896487,0.00256141,0.07411656,0.00737561,0.18197806,0.57971324,0.16034105
-2.03201601,2.98812305,2.39652942,2.78789488,0.00265043,0.07170080,0.00717487,0.18277866,0.57303440,0.15884950
-2.02601301,2.97470142,2.39212354,2.78185228,0.00273480,0.06901396,0.00693655,0.18297629,0.56413629,0.15671289
-2.02001001,2.94676518,2.37578152,2.76124147,0.00281366,0.06610468,0.00666563,0.18258213,0.55322653,0.15397926
-2.01400700,2.90511098,2.34806827,2.72675126,0.00288604,0.06302258,0.00636758,0.18161185,0.54053048,0.15070239
-2.00800400,2.85077460,2.30975304,2.67933737,0.00295091,0.05981708,0.00604824,0.18008555,0.52628545,0.14694052
-2.00200100,2.78500561,2.26179099,2.62019813,0.00300718,0.05653617,0.00571355,0.17802768,0.51073541,0.14275504
-1.99599800,2.70923776,2.20530095,2.55074430,0.00305377,0.05322552,0.00536951,0.17546720,0.49412634,0.13820940
-1.98999500,2.62505610,2.14154014,2.47256416,0.00308960,0.04992762,0.00502194,0.17243768,0.47670232,0.13336811
-1.98399200,2.53416183,2.07187685,2.38738509,0.00311367,0.04668125,0.00467639,0.16897759,0.45870243,0.12829590
-1.97798899,2.43833600,1.99776183,2.29703297,0.00312508,0.04352106,0.00433801,0.16513041,0.44035840,0.12305699
-1.97198599,2.33940300,1.92069929,2.20339075,0.00312311,0.04047743,0.00401145,0.16094480,0.42189289,0.11771457
-1.96598299,2.23919485,1.84221828,2.10835735,0.00310720,0.03757641,0.00370080,0.15647456,0.40351836,0.11233025
-1.95997999,2.13951695,1.76384521,2.01380809,0.00307706,0.03483986,0.00340952,0.15177846,0.38543634,0.10696370
-1.95397699,2.04211622,1.68707793,1.92155771,0.00303266,0.03228574,0.00314043,0.14691985,0.36783691,0.10167227
-1.94797399,1.94865197,1.61336211,1.83332675,0.00297424,0.02992839,0.00289569,0.14196604,0.35089833,0.09651064
-1.94197099,1.86067009,1.54407001,1.75071196,0.00290237,0.02777895,0.00267680,0.13698750,0.33478660,0.09153048
-1.93596798,1.77958088,1.48048211,1.67516133,0.00281788,0.02584577,0.00248463,0.13205670,0.31965491,0.08678011
-1.92996498,1.70664063,1.42377151,1.60795388,0.00272190,0.02413478,0.00231948,0.12724690,0.30564289,0.08230406
-1.92396198,1.64293715,1.37499138,1.55018444,0.00261583,0.02264985,0.00218108,0.12263071,0.29287556,0.07814274
-1.91795898,1.58937913,1.33506504,1.50275329,0.00250125,0.02139313,0.00206867,0.11827851,0.28146213,0.07433198
-1.91195598,1.54668935,1.30477879,1.46636060,0.00237995,0.02036525,0.00198107,0.11425687,0.27149455,0.07090262
-1.90595298,1.51540142,1.28477702,1.44150507,0.00225383,0.01956552,0.00191672,0.11062696,0.26304594,0.06788018
-1.89994997,1.49585984,1.27555942,1.42848652,0.00212484,0.01899197,0.00187375,0.10744304,0.25616905,0.06528446
-1.89394697,1.48822300,1.27747965,1.42741189,0.00199495,0.01864142,0.00185002,0.10475110,0.25089468,0.06312933
-1.88794397,1.49246878,1.29074547,1.43820380,0.00186609,0.01850938,0.00184324,0.10258766,0.24723040,0.06142257
-1.88194097,1.50840217,1.31541943,1.46061124,0.00174008,0.01858997,0.00185097,0.10097883,0.24515950,0.06016580
-1.87593797,1.53566460,1.35142013,1.49422166,0.00161858,0.01887576,0.00187068,0.09993969,0.24464032,0.05935463
-1.86993497,1.57374440,1.39852344,1.53847368,0.00150306,0.01935761,0.00189987,0.09947387,0.24560613,0.05897887
-1.86393197,1.62198803,1.45636366,1.59267007,0.00139478,0.02002450,0.00193603,0.09957350,0.24796545,0.05902297
-1.85792896,1.67961173,1.52443432,1.65599037,0.00129476,0.02086335,0.00197676,0.10021948,0.25160299,0.05946663
-1.85192596,1.74571327,1.60208873,1.72750284,0.00120374,0.02185895,0.00201979,0.10138202,0.25638125,0.06028551
-1.84592296,1.81928374,1.68854054,1.80617566,0.00112222,0.02299385,0.00206300,0.10302143,0.26214264,0.06145218
-1.83991996,1.89921931,1.78286463,1.89088725,0.00105046,0.02424840,0.00210449,0.10508924,0.26871224,0.06293718
-1.83391696,1.98433312,1.88399886,1.98043610,0.00098846,0.02560084,0.00214259,0.10752946,0.27590112,0.06471018
-1.82791396,2.07336759,1.99074746,2.07355031,0.00093603,0.02702748,0.00217590,0.11028010,0.28351011,0.06674132
-1.82191096,2.16500751,2.10178679,2.16889749,0.00089280,0.02850301,0.00220329,0.11327478,0.29133409,0.06900254
-1.81590795,2.25789431,2.21567430,2.26509561,0.00085825,0.03000090,0.00222393,0.11644454,0.29916655,0.07146904
-1.80990495,2.35064210,2.33086151,2.36072552,0.00083173,0.03149388,0.00223730,0.11971958,0.30680444,0.07412062
-1.80390195,2.44185575,2.44571170,2.45434573,0.00081257,0.03295455,0.00224319,0.12303123,0.31405318,0.07694304
-1.79789895,2.53015139,2.55852279,2.54451010,0.00080001,0.03435602,0.00224169,0.12631368,0.32073161,0.07992929
-1.79189595,2.61417947,2.66755550,2.62978869,0.00079334,0.03567265,0.00223319,0.12950586,0.32667688,0.08308056
-1.78589295,2.69265026,2.77106689,2.70879200,0.00079185,0.03688076,0.00221838,0.13255302,0.33174908,0.08640711
-1.77988994,2.76436143,2.86734846,2.78019838,0.00079494,0.03795938,0.00219824,0.13540829,0.33583532,0.08992872
-1.77388694,2.82822698,2.95476808,2.84278405,0.00080206,0.03889096,0.00217399,0.13803388,0.33885340,0.09367478
-1.76788394,2.88330673,3.03181428,2.89545497,0.00081280,0.03966200,0.00214713,0.14040213,0.34075456,0.09768401
-1.76188094,2.92883498,3.09714136,2.93727928,0.00082685,0.04026357,0.00211936,0.14249615,0.34152551,0.10200360
-1.75587794,2.96424715,3.14961321,2.96751894,0.00084405,0.04069170,0.00209260,0.14431011,0.34118939,0.10668790
-1.74987494,2.98920269,3.18834392,2.98565898,0.00086434,0.04094767,0.00206896,0.14584915,0.33980566,0.11179658
-1.74387194,3.00360305,3.21273284,2.99143248,0.00088778,0.04103805,0.00205071,0.14712891,0.33746889,0.11739225
-1.73786893,3.00760297,3.22249237,2.98483992,0.00091454,0.04097464,0.00204025,0.14817457,0.33430640,0.12353763
-1.73186593,3.00161427,3.21766634,2.96616107,0.00094486,0.04077413,0.00204012,0.14901956,0.33047484,0.13029237
-1.72586293,2.98630097,3.19863792,2.93595845,0.00097901,0.04045768,0.00205290,0.14970396,0.32615574,0.13770957
-1.71985993,2.96256556,3.16612601,2.89507130,0.00101729,0.04005029,0.00208124,0.15027252,0.32155021,0.14583211
-1.71385693,2.93152624,3.12116972,2.84459983,0.00105997,0.03958002,0.00212780,0.15077260,0.31687293,0.15468911
-1.70785393,2.89448567,3.06510131,2.78587973,0.00110729,0.03907714,0.00219520,0.15125187,0.31234571,0.16429248
-1.70185093,2.85289224,2.99950846,2.72044757,0.00115935,0.03857322,0.00228599,0.15175614,0.30819072,0.17463393
-1.69584792,2.80829531,2.92618710,2.64999831,0.00121619,0.03810006,0.00240259,0.15232718,0.30462381,0.18568253
-1.68984492,2.76229597,2.84708696,2.57633628,0.00127764,0.03768880,0.00254724,0.15300085,0.30184795,0.19738299
-1.68384192,2.71649562,2.76425184,2.50132170,0.00134341,0.03736895,0.00272192,0.15380546,0.30004720,0.20965486
-1.67783892,2.67244432,2.67975729,2.42681472,0.00141300,0.03716751,0.00292833,0.15476053,0.29938135,0.22239277
-1.67183592,2.63159117,2.59564812,2.35461935,0.00148571,0.03710820,0.00316780,0.15587604,0.29998131,0.23546761
-1.66583292,2.59523871,2.51387831,2.28642952,0.00156069,0.03721081,0.00344121,0.15715210,0.30194550,0.24872898
-1.65982991,2.56450325,2.43625563,2.22377929,0.00163689,0.03749073,0.00374898,0.15857916,0.30533724,0.26200846
-1.65382691,2.54028251,2.36439298,2.16799919,0.00171312,0.03795852,0.00409097,0.16013863,0.31018319,0.27512400
-1.64782391,2.52323184,2.29966805,2.12018022,0.00178807,0.03861975,0.00446644,0.16180399,0.31647282,0.28788496
-1.64182091,2.51374945,2.24319239,2.08114668,0.00186037,0.03947491,0.00487400,0.16354222,0.32415889,0.30009776
-1.63581791,2.51197114,2.19579066,2.05143857,0.00192860,0.04051949,0.00531159,0.16531550,0.33315880,0.31157182
-1.62981491,2.51777410,2.15799013,2.03130385,0.00199137,0.04174415,0.00577649,0.16708311,0.34335680,0.32212560
-1.62381191,2.53078933,2.13002027,2.02070046,0.00204736,0.04313508,0.00626524,0.16880341,0.35460680,0.33159234
-1.61780890,2.55042164,2.11182168,2.01930764,0.00209535,0.04467434,0.00677373,0.17043575,0.36673586,0.33982540
-1.61180590,2.57587615,2.10306345,2.02654552,0.00213431,0.04634037,0.00729720,0.17194233,0.37954805,0.34670276
-1.60580290,2.60618987,2.10316772,2.04160218,0.00216340,0.04810850,0.00783030,0.17328977,0.39282871,0.35213069
-1.59979990,2.64026692,2.11133997,2.06346647,0.00218202,0.04995156,0.00836716,0.17445053,0.40634894,0.35604625
-1.59379690,2.67691590,2.12660376,2.09096553,0.00218986,0.05184047,0.00890151,0.17540387,0.41987029,0.35841864
-1.58779390,2.71488810,2.14783822,2.12280511,0.00218685,0.05374484,0.00942674,0.17613659,0.43314954,0.35924935
-1.58179090,2.75291506,2.17381698,2.15761150,0.00217324,0.05563364,0.00993608,0.17664329,0.44594350,0.35857119
-1.57578789,2.78974438,2.20324725,2.19397337,0.00214952,0.05747581,0.01042272,0.17692636,0.45801382,0.35644613
-1.56978489,2.82417287,2.23480764,2.23048228,0.00211648,0.05924090,0.01087994,0.17699559,0.46913168,0.35296241
-1.56378189,2.85507600,2.26718390,2.26577060,0.00207510,0.06089958,0.01130129,0.17686744,0.47908234,0.34823077
-1.55777889,2.88143321,2.29910155,2.29854578,0.00202657,0.06242431,0.01168075,0.17656409,0.48766948,0.34238028
-1.55177589,2.90234857,2.32935476,2.32762021,0.00197224,0.06378974,0.01201285,0.17611227,0.49471915,0.33555389
-1.54577289,2.91706648,2.35683093,2.35193592,0.00191356,0.06497326,0.01229281,0.17554187,0.50008338,0.32790388
-1.53976988,2.92498251,2.38053068,2.37058376,0.00185203,0.06595534,0.01251667,0.17488448,0.50364325,0.31958758
-1.53376688,2.92564919,2.39958307,2.38281695,0.00178917,0.06671984,0.01268138,0.17417185,0.50531130,0.31076334
-1.52776388,2.91877730,2.41325605,2.38805888,0.00172643,0.06725431,0.01278488,0.17343436,0.50503330,0.30158701
-1.52176088,2.90423275,2.42096236,2.38590550,0.00166522,0.06755009,0.01282614,0.17269956,0.50278917,0.29220908
-1.51575788,2.88202972,2.42226112,2.37612271,0.00160679,0.06760237,0.01280517,0.17199076,0.49859309,0.28277232
-1.50975488,2.85232055,2.41685563,2.35863928,0.00155227,0.06741019,0.01272300,0.17132585,0.49249271,0.27341018
