energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.71785893,1.58255305,0.01256298,0.00000000,0.00875108,0.31288959,0.76190949,0.00000000,0.72277450,0.36089250
-5.71185593,1.66124624,0.01292094,0.00000000,0.00948492,0.33463714,0.79474394,0.00000000,0.75877257,0.37844067
-5.70585293,1.74544382,0.01327256,0.00000000,0.01021768,0.35940497,0.82804838,0.00000000,0.79690602,0.39812510
-5.69984992,1.83432629,0.01361790,0.00000000,0.01094037,0.38689234,0.86156057,0.00000000,0.83671955,0.41976972
-5.69384692,1.92691921,0.01395678,0.00000000,0.01164355,0.41672870,0.89498733,0.00000000,0.87769372,0.44314521
-5.68784392,2.02209942,0.01428858,0.00000000,0.01231760,0.44847783,0.92800496,0.00000000,0.91924999,0.46796953
-5.68184092,2.11860702,0.01461217,0.00000000,0.01295286,0.48164406,0.96026121,0.00000000,0.96075850,0.49391032
-5.67583792,2.21506351,0.01492582,0.00000000,0.01353989,0.51568085,0.99137913,0.00000000,1.00154869,0.52058913
-5.66983492,2.30999653,0.01522716,0.00000000,0.01406970,0.55000168,1.02096283,0.00000000,1.04092279,0.54758783
-5.66383192,2.40187105,0.01551322,0.00000000,0.01453394,0.58399303,1.04860531,0.00000000,1.07817207,0.57445720
-5.65782891,2.48912649,0.01578049,0.00000000,0.01492515,0.61702931,1.07389824,0.00000000,1.11259526,0.60072744
-5.65182591,2.57021890,0.01602504,0.00000000,0.01523693,0.64848936,1.09644342,0.00000000,1.14351880,0.62592061
-5.64582291,2.64366669,0.01624267,0.00000000,0.01546413,0.67777383,1.11586561,0.00000000,1.17031800,0.64956437
-5.63981991,2.70809835,0.01642915,0.00000000,0.01560296,0.70432298,1.13182617,0.00000000,1.19243823,0.67120665
-5.63381691,2.76229994,0.01658041,0.00000000,0.01565110,0.72763397,1.14403689,0.00000000,1.20941533,0.69043064
-5.62781391,2.80526016,0.01669281,0.00000000,0.01560780,0.74727714,1.15227338,0.00000000,1.22089395,0.70686929
-5.62181091,2.83621077,0.01676337,0.00000000,0.01547387,0.76291015,1.15638717,0.00000000,1.22664304,0.72021873
-5.61580790,2.85465988,0.01678999,0.00000000,0.01525166,0.77428958,1.15631580,0.00000000,1.22656756,0.73024986
-5.60980490,2.86041640,0.01677162,0.00000000,0.01494504,0.78127918,1.15209033,0.00000000,1.22071545,0.73681742
-5.60380190,2.85360365,0.01670845,0.00000000,0.01455929,0.78385430,1.14383941,0.00000000,1.20927960,0.73986596
-5.59779890,2.83466111,0.01660195,0.00000000,0.01410095,0.78210219,1.13178973,0.00000000,1.19259413,0.73943243
-5.59179590,2.80433365,0.01645491,0.00000000,0.01357770,0.77621804,1.11626236,0.00000000,1.17112530,0.73564499
-5.58579290,2.76364815,0.01627138,0.00000000,0.01299813,0.76649688,1.09766498,0.00000000,1.14545692,0.72871803
-5.57978989,2.71387822,0.01605655,0.00000000,0.01237160,0.75332157,1.07648013,0.00000000,1.11627100,0.71894365
-5.57378689,2.65649834,0.01581658,0.00000000,0.01170798,0.73714747,1.05324983,0.00000000,1.08432431,0.70667970
-5.56778389,2.59312927,0.01555832,0.00000000,0.01101745,0.71848432,1.02855720,0.00000000,1.05042175,0.69233520
-5.56178089,2.52547714,0.01528903,0.00000000,0.01031029,0.69787640,1.00300573,0.00000000,1.01538785,0.67635358
-5.55577789,2.45526902,0.01501606,0.00000000,0.00959668,0.67588161,0.97719732,0.00000000,0.98003748,0.65919465
-5.54977489,2.38418790,0.01474652,0.00000000,0.00888650,0.65305059,0.95170987,0.00000000,0.94514722,0.64131617
-5.54377189,2.31381025,0.01448693,0.00000000,0.00818920,0.62990681,0.92707577,0.00000000,0.91142851,0.62315585
-5.53776888,2.24554896,0.01424292,0.00000000,0.00751360,0.60692849,0.90376209,0.00000000,0.87950396,0.60511471
-5.53176588,2.18060449,0.01401897,0.00000000,0.00686781,0.58453314,0.88215371,0.00000000,0.84988776,0.58754255
-5.52576288,2.11992646,0.01381818,0.00000000,0.00625916,0.56306537,0.86254001,0.00000000,0.82297098,0.57072623
-5.51975988,2.06418727,0.01364215,0.00000000,0.00569408,0.54278849,0.84510603,0.00000000,0.79901248,0.55488123
-5.51375688,2.01376902,0.01349088,0.00000000,0.00517812,0.52387996,0.82992838,0.00000000,0.77813573,0.54014691
-5.50775388,1.96876405,0.01336285,0.00000000,0.00471590,0.50643107,0.81697617,0.00000000,0.76033150,0.52658549
-5.50175088,1.92898867,0.01325504,0.00000000,0.00431113,0.49045037,0.80611691,0.00000000,0.74546634,0.51418479
-5.49574787,1.89400940,0.01316316,0.00000000,0.00396663,0.47587076,0.79712702,0.00000000,0.73329622,0.50286440
-5.48974487,1.86317977,0.01308186,0.00000000,0.00368433,0.46255966,0.78970639,0.00000000,0.72348478,0.49248496
-5.48374187,1.83568590,0.01300505,0.00000000,0.00346533,0.45033163,0.78349620,0.00000000,0.71562510,0.48285980
-5.47773887,1.81059821,0.01292619,0.00000000,0.00330993,0.43896273,0.77809910,0.00000000,0.70926414,0.47376846
-5.47173587,1.78692659,0.01283868,0.00000000,0.00321764,0.42820595,0.77310060,0.00000000,0.70392854,0.46497125
-5.46573287,1.76367629,0.01273618,0.00000000,0.00318726,0.41780682,0.76809072,0.00000000,0.69915083,0.45622401
-5.45972986,1.73990173,0.01261295,0.00000000,0.00321681,0.40751860,0.76268459,0.00000000,0.69449477,0.44729253
-5.45372686,1.71475587,0.01246415,0.00000000,0.00330366,0.39711630,0.75654128,0.00000000,0.68957894,0.43796574
-5.44772386,1.68753280,0.01228608,0.00000000,0.00344446,0.38640903,0.74937974,0.00000000,0.68409752,0.42806721
-5.44172086,1.65770213,0.01207639,0.00000000,0.00363518,0.37525025,0.74099125,0.00000000,0.67783771,0.41746439
-5.43571786,1.62493365,0.01183416,0.00000000,0.00387114,0.36354559,0.73124796,0.00000000,0.67069314,0.40607545
-5.42971486,1.58911203,0.01155997,0.00000000,0.00414704,0.35125811,0.72010716,0.00000000,0.66267303,0.39387326
-5.42371186,1.55034110,0.01125587,0.00000000,0.00445695,0.33841096,0.70761134,0.00000000,0.65390687,0.38088673
-5.41770885,1.50893847,0.01092530,0.00000000,0.00479444,0.32508757,0.69388426,0.00000000,0.64464488,0.36719956
-5.41170585,1.46542121,0.01057291,0.00000000,0.00515256,0.31142952,0.67912338,0.00000000,0.63525426,0.35294651
-5.40570285,1.42048399,0.01020435,0.00000000,0.00552401,0.29763242,0.66358937,0.00000000,0.62621190,0.33830769
-5.39969985,1.37497106,0.00982609,0.00000000,0.00590119,0.28394008,0.64759320,0.00000000,0.61809375,0.32350119
-5.39369685,1.32984397,0.00944508,0.00000000,0.00627638,0.27063744,0.63148186,0.00000000,0.61156170,0.30877452
-5.38769385,1.28614663,0.00906853,0.00000000,0.00664187,0.25804244,0.61562329,0.00000000,0.60734823,0.29439526
-5.38169085,1.24496942,0.00870362,0.00000000,0.00699012,0.24649733,0.60039145,0.00000000,0.60623965,0.28064152
-5.37568784,1.20741386,0.00835726,0.00000000,0.00731398,0.23635966,0.58615213,0.00000000,0.60905821,0.26779244
-5.36968484,1.17455915,0.00803586,0.00000000,0.00760681,0.22799315,0.57325019,0.00000000,0.61664370,0.25611919
-5.36368184,1.14743155,0.00774515,0.00000000,0.00786270,0.22175868,0.56199877,0.00000000,0.62983462,0.24587671
-5.35767884,1.12697735,0.00749002,0.00000000,0.00807662,0.21800556,0.55267053,0.00000000,0.64944946,0.23729643
-5.35167584,1.11403981,0.00727446,0.00000000,0.00824456,0.21706300,0.54549147,0.00000000,0.67626800,0.23058006
-5.34567284,1.10934021,0.00710144,0.00000000,0.00836364,0.21923203,0.54063700,0.00000000,0.71101286,0.22589458
-5.33966983,1.11346299,0.00697298,0.00000000,0.00843222,0.22477770,0.53823044,0.00000000,0.75433138,0.22336830
-5.33366683,1.12684458,0.00689008,0.00000000,0.00844990,0.23392177,0.53834356,0.00000000,0.80677784,0.22308818
-5.32766383,1.14976574,0.00685289,0.00000000,0.00841753,0.24683560,0.54099890,0.00000000,0.86879617,0.22509805
-5.32166083,1.18234682,0.00686069,0.00000000,0.00833719,0.26363368,0.54617355,0.00000000,0.94070322,0.22939786
-5.31565783,1.22454561,0.00691209,0.00000000,0.00821209,0.28436758,0.55380398,0.00000000,1.02267297,0.23594380
-5.30965483,1.27615746,0.00700506,0.00000000,0.00804644,0.30902054,0.56379147,0.00000000,1.11472183,0.24464918
-5.30365183,1.33681734,0.00713713,0.00000000,0.00784529,0.33750292,0.57600791,0.00000000,1.21669560,0.25538596
-5.29764882,1.40600377,0.00730548,0.00000000,0.00761439,0.36964877,0.59030152,0.00000000,1.32825849,0.26798707
-5.29164582,1.48304454,0.00750701,0.00000000,0.00735993,0.40521355,0.60650219,0.00000000,1.44888483,0.28224915
-5.28564282,1.56712428,0.00773853,0.00000000,0.00708837,0.44387357,0.62442644,0.00000000,1.57785406,0.29793610
-5.27963982,1.65729400,0.00799675,0.00000000,0.00680623,0.48522711,0.64388149,0.00000000,1.71424954,0.31478303
-5.27363682,1.75248281,0.00827843,0.00000000,0.00651988,0.52879768,0.66466872,0.00000000,1.85696184,0.33250090
-5.26763382,1.85151189,0.00858036,0.00000000,0.00623537,0.57403941,0.68658621,0.00000000,2.00469682,0.35078163
-5.26163082,1.95311084,0.00889941,0.00000000,0.00595827,0.62034474,0.70943052,0.00000000,2.15598889,0.36930380
-5.25562781,2.05593650,0.00923256,0.00000000,0.00569356,0.66705443,0.73299773,0.00000000,2.30921945,0.38773868
-5.24962481,2.15859390,0.00957687,0.00000000,0.00544549,0.71346969,0.75708383,0.00000000,2.46264061,0.40575670
-5.24362181,2.25965943,0.00992946,0.00000000,0.00521757,0.75886622,0.78148463,0.00000000,2.61440366,0.42303409
-5.23761881,2.35770553,0.01028749,0.00000000,0.00501254,0.80250988,0.80599535,0.00000000,2.76259184,0.43925956
-5.23161581,2.45132662,0.01064812,0.00000000,0.00483234,0.84367348,0.83040994,0.00000000,2.90525668,0.45414090
-5.22561281,2.53916558,0.01100846,0.00000000,0.00467821,0.88165411,0.85452054,0.00000000,3.04045687,0.46741122
-5.21960980,2.61994000,0.01136555,0.00000000,0.00455069,0.91579053,0.87811705,0.00000000,3.16629869,0.47883466
-5.21360680,2.69246765,0.01171630,0.00000000,0.00444979,0.94547991,0.90098714,0.00000000,3.28097668,0.48821140
-5.20760380,2.75569026,0.01205750,0.00000000,0.00437502,0.97019325,0.92291672,0.00000000,3.38281336,0.49538174
-5.20160080,2.80869497,0.01238579,0.00000000,0.00432553,0.98948908,0.94369120,0.00000000,3.47029688,0.50022911
-5.19559780,2.85073284,0.01269768,0.00000000,0.00430026,1.00302460,0.96309748,0.00000000,3.54211515,0.50268200
-5.18959480,2.88123390,0.01298955,0.00000000,0.00429801,1.01056418,0.98092678,0.00000000,3.59718571,0.50271453
-5.18359180,2.89981817,0.01325770,0.00000000,0.00431759,1.01198458,0.99697843,0.00000000,3.63468022,0.50034592
-5.17758879,2.90630263,0.01349845,0.00000000,0.00435788,1.00727698,1.01106432,0.00000000,3.65404284,0.49563869
-5.17158579,2.90070372,0.01370814,0.00000000,0.00441798,0.99654555,1.02301418,0.00000000,3.65500216,0.48869577
-5.16558279,2.88323551,0.01388329,0.00000000,0.00449721,0.98000286,1.03268122,0.00000000,3.63757613,0.47965666
-5.15957979,2.85430365,0.01402069,0.00000000,0.00459521,0.95796221,1.03994808,0.00000000,3.60207009,0.46869280
-5.15357679,2.81449511,0.01411748,0.00000000,0.00471193,0.93082732,1.04473269,0.00000000,3.54906790,0.45600229
-5.14757379,2.76456422,0.01417128,0.00000000,0.00484768,0.89907975,1.04699364,0.00000000,3.47941657,0.44180427
-5.14157079,2.70541519,0.01418031,0.00000000,0.00500308,0.86326470,1.04673476,0.00000000,3.39420492,0.42633304
-5.13556778,2.63808166,0.01414348,0.00000000,0.00517902,0.82397554,1.04400856,0.00000000,3.29473683,0.40983220
-5.12956478,2.56370360,0.01406043,0.00000000,0.00537661,0.78183789,1.03891801,0.00000000,3.18249998,0.39254901
-5.12356178,2.48350213,0.01393166,0.00000000,0.00559713,0.73749359,1.03161663,0.00000000,3.05913103,0.37472902
-5.11755878,2.39875282,0.01375851,0.00000000,0.00584185,0.69158530,1.02230640,0.00000000,2.92637810,0.35661117
-5.11155578,2.31075797,0.01354315,0.00000000,0.00611202,0.64474199,1.01123361,0.00000000,2.78606173,0.33842343
-5.10555278,2.22081853,0.01328859,0.00000000,0.00640867,0.59756592,0.99868254,0.00000000,2.64003536,0.32037910
-5.09954977,2.13020624,0.01299860,0.00000000,0.00673253,0.55062129,0.98496706,0.00000000,2.49014644,0.30267364
-5.09354677,2.04013670,0.01267760,0.00000000,0.00708387,0.50442487,0.97042058,0.00000000,2.33819903,0.28548230
-5.08754377,1.95174402,0.01233057,0.00000000,0.00746239,0.45943870,0.95538454,0.00000000,2.18591919,0.26895825
-5.08154077,1.86605767,0.01196286,0.00000000,0.00786711,0.41606492,0.94019606,0.00000000,2.03492365,0.25323143
-5.07553777,1.78398223,0.01158008,0.00000000,0.00829629,0.37464275,0.92517530,0.00000000,1.88669286,0.23840794
-5.06953477,1.70628071,0.01118789,0.00000000,0.00874732,0.33544744,0.91061302,0.00000000,1.74254875,0.22457000
-5.06353177,1.63356173,0.01079186,0.00000000,0.00921668,0.29869103,0.89675920,0.00000000,1.60363782,0.21177636
-5.05752876,1.56627133,0.01039728,0.00000000,0.00969996,0.26452481,0.88381301,0.00000000,1.47091969,0.20006323
-5.05152576,1.50468932,0.01000903,0.00000000,0.01019183,0.23304308,0.87191500,0.00000000,1.34516129,0.18944561
-5.04552276,1.44893067,0.00963142,0.00000000,0.01068614,0.20428802,0.86114169,0.00000000,1.22693648,0.17991889
-5.03951976,1.39895168,0.00926810,0.00000000,0.01117600,0.17825539,0.85150293,0.00000000,1.11663078,0.17146087
-5.03351676,1.35456072,0.00892201,0.00000000,0.01165390,0.15490078,0.84294238,0.00000000,1.01445083,0.16403398
-5.02751376,1.31543331,0.00859527,0.00000000,0.01211188,0.13414604,0.83534076,0.00000000,0.92043794,0.15758768
-5.02151076,1.28113077,0.00828925,0.00000000,0.01254175,0.11588582,0.82852213,0.00000000,0.83448491,0.15206098
-5.01550775,1.25112181,0.00800453,0.00000000,0.01293527,0.09999387,0.82226254,0.00000000,0.75635546,0.14738508
-5.00950475,1.22480621,0.00774099,0.00000000,0.01328440,0.08632889,0.81630084,0.00000000,0.68570535,0.14348591
-5.00350175,1.20153960,0.00749786,0.00000000,0.01358152,0.07473991,0.81035097,0.00000000,0.62210434,0.14028662
-4.99749875,1.18065838,0.00727385,0.00000000,0.01381969,0.06507097,0.80411521,0.00000000,0.56505827,0.13770986
-4.99149575,1.16150382,0.00706722,0.00000000,0.01399286,0.05716508,0.79729762,0.00000000,0.51403032,0.13567984
-4.98549275,1.14344437,0.00687596,0.00000000,0.01409603,0.05086738,0.78961712,0.00000000,0.46846107,0.13412407
-4.97948974,1.12589536,0.00669784,0.00000000,0.01412547,0.04602760,0.78081945,0.00000000,0.42778650,0.13297472
-4.97348674,1.10833541,0.00653059,0.00000000,0.01407884,0.04250168,0.77068754,0.00000000,0.39145387,0.13216953
-4.96748374,1.09031911,0.00637196,0.00000000,0.01395521,0.04015282,0.75904991,0.00000000,0.35893483,0.13165242
-4.96148074,1.07148547,0.00621985,0.00000000,0.01375521,0.03885185,0.74578653,0.00000000,0.32973595,0.13137349
-4.95547774,1.05156223,0.00607233,0.00000000,0.01348090,0.03847718,0.73083225,0.00000000,0.30340638,0.13128879
-4.94947474,1.03036604,0.00592776,0.00000000,0.01313582,0.03891428,0.71417749,0.00000000,0.27954296,0.13135961
-4.94347174,1.00779885,0.00578476,0.00000000,0.01272481,0.04005499,0.69586650,0.00000000,0.25779278,0.13155160
-4.93746873,0.98384092,0.00564225,0.00000000,0.01225389,0.04179668,0.67599330,0.00000000,0.23785364,0.13183358
-4.93146573,0.95854124,0.00549947,0.00000000,0.01173011,0.04404128,0.65469564,0.00000000,0.21947256,0.13217634
-4.92546273,0.93200589,0.00535588,0.00000000,0.01116130,0.04669458,0.63214749,0.00000000,0.20244288,0.13255140
-4.91945973,0.90438531,0.00521123,0.00000000,0.01055589,0.04966551,0.60855048,0.00000000,0.18660016,0.13292991
-4.91345673,0.87586116,0.00506541,0.00000000,0.00992266,0.05286583,0.58412484,0.00000000,0.17181738,0.13328173
-4.90745373,0.84663360,0.00491850,0.00000000,0.00927053,0.05620999,0.55910032,0.00000000,0.15799969,0.13357480
-4.90145073,0.81690963,0.00477069,0.00000000,0.00860830,0.05961537,0.53370758,0.00000000,0.14507905,0.13377493
-4.89544772,0.78689306,0.00462222,0.00000000,0.00794449,0.06300286,0.50817047,0.00000000,0.13300908,0.13384586
-4.88944472,0.75677655,0.00447337,0.00000000,0.00728715,0.06629766,0.48269948,0.00000000,0.12176017,0.13374985
-4.88344172,0.72673599,0.00432445,0.00000000,0.00664370,0.06943041,0.45748670,0.00000000,0.11131521,0.13344854
-4.87743872,0.69692720,0.00417577,0.00000000,0.00602083,0.07233841,0.43270225,0.00000000,0.10166584,0.13290420
-4.87143572,0.66748499,0.00402763,0.00000000,0.00542438,0.07496706,0.40849238,0.00000000,0.09280939,0.13208125
-4.86543272,0.63852426,0.00388037,0.00000000,0.00485934,0.07727113,0.38497900,0.00000000,0.08474647,0.13094784
-4.85942971,0.61014282,0.00373431,0.00000000,0.00432980,0.07921609,0.36226064,0.00000000,0.07747914,0.12947763
-4.85342671,0.58242543,0.00358985,0.00000000,0.00383898,0.08077913,0.34041441,0.00000000,0.07100964,0.12765136
-4.84742371,0.55544859,0.00344746,0.00000000,0.00338927,0.08194993,0.31949888,0.00000000,0.06533954,0.12545829
-4.84142071,0.52928551,0.00330769,0.00000000,0.00298231,0.08273109,0.29955740,0.00000000,0.06046922,0.12289738
-4.83541771,0.50401080,0.00317121,0.00000000,0.00261902,0.08313801,0.28062168,0.00000000,0.05639754,0.11997803
-4.82941471,0.47970429,0.00303883,0.00000000,0.00229979,0.08319846,0.26271524,0.00000000,0.05312173,0.11672040
-4.82341171,0.45645379,0.00291148,0.00000000,0.00202447,0.08295151,0.24585654,0.00000000,0.05063714,0.11315523
-4.81740870,0.43435640,0.00279027,0.00000000,0.00179256,0.08244614,0.23006151,0.00000000,0.04893708,0.10932315
-4.81140570,0.41351821,0.00267637,0.00000000,0.00160325,0.08173927,0.21534544,0.00000000,0.04801250,0.10527351
-4.80540270,0.39405252,0.00257111,0.00000000,0.00145551,0.08089354,0.20172399,0.00000000,0.04785147,0.10106279
-4.79939970,0.37607648,0.00247586,0.00000000,0.00134820,0.07997478,0.18921354,0.00000000,0.04843867,0.09675265
-4.79339670,0.35970661,0.00239202,0.00000000,0.00128007,0.07904933,0.17783066,0.00000000,0.04975466,0.09240773
-4.78739370,0.34505329,0.00232096,0.00000000,0.00124983,0.07818128,0.16759106,0.00000000,0.05177515,0.08809325
-4.78139070,0.33221476,0.00226397,0.00000000,0.00125616,0.07742982,0.15850797,0.00000000,0.05447027,0.08387270
-4.77538769,0.32127112,0.00222222,0.00000000,0.00129770,0.07684683,0.15059026,0.00000000,0.05780397,0.07980553
-4.76938469,0.31227851,0.00219666,0.00000000,0.00137305,0.07647475,0.14384048,0.00000000,0.06173363,0.07594509
-4.76338169,0.30526432,0.00218800,0.00000000,0.00148072,0.07634490,0.13825296,0.00000000,0.06620997,0.07233691
-4.75737869,0.30022344,0.00219666,0.00000000,0.00161908,0.07647636,0.13381229,0.00000000,0.07117739,0.06901738
-4.75137569,0.29711613,0.00222274,0.00000000,0.00178631,0.07687540,0.13049221,0.00000000,0.07657481,0.06601286
-4.74537269,0.29586778,0.00226596,0.00000000,0.00198037,0.07753560,0.12825521,0.00000000,0.08233706,0.06333936
-4.73936968,0.29637055,0.00232569,0.00000000,0.00219892,0.07843852,0.12705279,0.00000000,0.08839694,0.06100267
-4.73336668,0.29848705,0.00240094,0.00000000,0.00243924,0.07955513,0.12682661,0.00000000,0.09468784,0.05899908
-4.72736368,0.30205609,0.00249037,0.00000000,0.00269827,0.08084765,0.12751036,0.00000000,0.10114702,0.05731649
-4.72136068,0.30690012,0.00259236,0.00000000,0.00297253,0.08227206,0.12903252,0.00000000,0.10771938,0.05593592
-4.71535768,0.31283428,0.00270501,0.00000000,0.00325813,0.08378081,0.13131972,0.00000000,0.11436168,0.05483341
-4.70935468,0.31967654,0.00282627,0.00000000,0.00355079,0.08532598,0.13430072,0.00000000,0.12104708,0.05398210
-4.70335168,0.32725868,0.00295398,0.00000000,0.00384590,0.08686245,0.13791078,0.00000000,0.12776970,0.05335438
-4.69734867,0.33543732,0.00308598,0.00000000,0.00413855,0.08835110,0.14209622,0.00000000,0.13454915,0.05292419
-4.69134567,0.34410472,0.00322017,0.00000000,0.00442365,0.08976181,0.14681891,0.00000000,0.14143461,0.05266907
-4.68534267,0.35319868,0.00335467,0.00000000,0.00469601,0.09107618,0.15206058,0.00000000,0.14850842,0.05257210
-4.67933967,0.36271095,0.00348787,0.00000000,0.00495050,0.09228982,0.15782644,0.00000000,0.15588867,0.05262357
-4.67333667,0.37269373,0.00361854,0.00000000,0.00518215,0.09341397,0.16414818,0.00000000,0.16373072,0.05282221
-4.66733367,0.38326371,0.00374588,0.00000000,0.00538630,0.09447661,0.17108580,0.00000000,0.17222739,0.05317602
-4.66133067,0.39460340,0.00386963,0.00000000,0.00555877,0.09552271,0.17872840,0.00000000,0.18160750,0.05370267
-4.65532766,0.40695936,0.00399010,0.00000000,0.00569594,0.09661379,0.18719340,0.00000000,0.19213278,0.05442932
-4.64932466,0.42063733,0.00410814,0.00000000,0.00579489,0.09782669,0.19662446,0.00000000,0.20409287,0.05539205
-4.64332166,0.43599408,0.00422522,0.00000000,0.00585355,0.09925156,0.20718779,0.00000000,0.21779861,0.05663474
