energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,2.72329130,0.01246920,0.42475931,0.48095329,0.40953000,0.94433148,1.02229537,0.00301837,0.99033876
-5.99399700,2.77951889,0.01224471,0.44177101,0.47948230,0.41641485,0.95955724,1.05539150,0.00319638,0.99817134
-5.98799400,2.82689076,0.01198732,0.45683453,0.47680630,0.42232156,0.97161326,1.08416852,0.00337955,1.00354699
-5.98199100,2.86445289,0.01169812,0.46968631,0.47294037,0.42712747,0.98023787,1.10808038,0.00356898,1.00630250
-5.97598799,2.89147324,0.01137930,0.48011102,0.46792763,0.43073507,0.98525415,1.12668330,0.00376661,1.00633653
-5.96998499,2.90748171,0.01103412,0.48795035,0.46184167,0.43307834,0.98658169,1.13965413,0.00397534,1.00361996
-5.96398199,2.91230417,0.01066686,0.49311009,0.45478852,0.43412850,0.98424575,1.14680553,0.00419908,0.99820493
-5.95797899,2.90608842,0.01028282,0.49556536,0.44690781,0.43389887,0.97838362,1.14809710,0.00444287,0.99023205
-5.95197599,2.88932011,0.00988816,0.49536354,0.43837310,0.43244853,0.96924726,1.14364174,0.00471286,0.97993498
-5.94597299,2.86282716,0.00948985,0.49262461,0.42939106,0.42988438,0.95720224,1.13370664,0.00501636,0.96764202
-5.93996998,2.82777158,0.00909552,0.48753896,0.42019942,0.42636157,0.94272249,1.11870864,0.00536172,0.95377416
-5.93396698,2.78562818,0.00871328,0.48036239,0.41106356,0.42208187,0.92638100,1.09920392,0.00575825,0.93883937
-5.92796398,2.73815038,0.00835167,0.47140872,0.40227174,0.41729012,0.90883642,1.07587233,0.00621606,0.92342300
-5.92196098,2.68732361,0.00801936,0.46104002,0.39412901,0.41226864,0.89081610,1.04949670,0.00674578,0.90817447
-5.91595798,2.63530799,0.00772513,0.44965499,0.38694978,0.40732980,0.87309582,1.02093812,0.00735832,0.89379029
-5.90995498,2.58437179,0.00747756,0.43767579,0.38104945,0.40280688,0.85647696,0.99110790,0.00806448,0.88099418
-5.90395198,2.53681840,0.00728497,0.42553394,0.37673514,0.39904362,0.84176190,0.96093756,0.00887454,0.87051465
-5.89794897,2.49490923,0.00715518,0.41365580,0.37429587,0.39638272,0.82972846,0.93134779,0.00979783,0.86306099
-5.89194597,2.46078572,0.00709533,0.40244828,0.37399262,0.39515385,0.82110423,0.90321793,0.01084222,0.85929846
-5.88594297,2.43639357,0.00711177,0.39228524,0.37604854,0.39566151,0.81654201,0.87735695,0.01201368,0.85982376
-5.87993997,2.42341202,0.00720985,0.38349520,0.38063973,0.39817336,0.81659700,0.85447722,0.01331570,0.86514167
-5.87393697,2.42319147,0.00739376,0.37635089,0.38788712,0.40290948,0.82170688,0.83517210,0.01474894,0.87564400
-5.86793397,2.43670161,0.00766643,0.37106082,0.39784959,0.41003291,0.83217540,0.81989815,0.01631075,0.89159157
-5.86193097,2.46449271,0.00802934,0.36776352,0.41051890,0.41964206,0.84816039,0.80896260,0.01799486,0.91310030
-5.85592796,2.50667131,0.00848247,0.36652426,0.42581665,0.43176524,0.86966639,0.80251659,0.01979116,0.94013198
-5.84992496,2.56289182,0.00902418,0.36733471,0.44359342,0.44635751,0.89654266,0.80055426,0.02168558,0.97249012
-5.84392196,2.63236414,0.00965116,0.37011519,0.46363033,0.46330016,0.92848628,0.80291762,0.02366012,1.00982143
-5.83791896,2.71387731,0.01035841,0.37471959,0.48564302,0.48240269,0.96505063,0.80930694,0.02569302,1.05162279
-5.83191596,2.80583824,0.01113923,0.38094262,0.50928798,0.50340746,1.00565868,0.81929604,0.02775910,1.09725365
-5.82591296,2.90632397,0.01198528,0.38852902,0.53417113,0.52599657,1.04962084,0.83235182,0.02983025,1.14595346
-5.81990995,3.01314539,0.01288667,0.39718437,0.55985826,0.54980094,1.09615647,0.84785704,0.03187604,1.19686348
-5.81390695,3.12391996,0.01383208,0.40658705,0.58588712,0.57441115,1.14441832,0.86513546,0.03386447,1.24905216
-5.80790395,3.23615025,0.01480892,0.41640067,0.61178067,0.59938949,1.19351885,0.88347815,0.03576286,1.30154318
-5.80190095,3.34730528,0.01580355,0.42628667,0.63706088,0.62428301,1.24255748,0.90216983,0.03753876,1.35334489
-5.79589795,3.45490134,0.01680150,0.43591636,0.66126275,0.64863674,1.29064742,0.92051432,0.03916091,1.40348013
-5.78989495,3.55657891,0.01778773,0.44498202,0.68394780,0.67200681,1.33694126,0.93785788,0.04060021,1.45101513
-5.78389195,3.65017279,0.01874695,0.45320658,0.70471658,0.69397281,1.38065409,0.95360968,0.04183061,1.49508633
-5.77788894,3.73377255,0.01966389,0.46035160,0.72321968,0.71414904,1.42108340,0.96725855,0.04282999,1.53492414
-5.77188594,3.80577127,0.02052365,0.46622315,0.73916674,0.73219415,1.45762485,0.97838564,0.04358078,1.56987256
-5.76588294,3.86490076,0.02131196,0.47067551,0.75233323,0.74781893,1.48978363,0.98667244,0.04407059,1.59940410
-5.75987994,3.91025246,0.02201553,0.47361262,0.76256460,0.76079198,1.51718090,0.99190421,0.04429249,1.62312944
-5.75387694,3.94128352,0.02262231,0.47498744,0.76977775,0.77094323,1.53955542,0.99396890,0.04424526,1.64080152
-5.74787394,3.95780882,0.02312174,0.47479911,0.77395986,0.77816518,1.55676052,0.99285183,0.04393328,1.65231422
-5.74187094,3.95997982,0.02350501,0.47308855,0.77516464,0.78241205,1.56875693,0.98862681,0.04336635,1.65769589
-5.73586793,3.94825209,0.02376521,0.46993252,0.77350628,0.78369700,1.57560204,0.98144421,0.04255924,1.65709822
-5.72986493,3.92334371,0.02389751,0.46543675,0.76915150,0.78208769,1.57743651,0.97151695,0.04153110,1.65078124
-5.72386193,3.88618723,0.02389923,0.45972841,0.76231010,0.77770054,1.57446910,0.95910517,0.04030480,1.63909546
-5.71785893,3.83787781,0.02376987,0.45294855,0.75322453,0.77069396,1.56696069,0.94450050,0.03890606,1.62246200
-5.71185593,3.77962054,0.02351116,0.44524475,0.74215905,0.76126113,1.55520855,0.92801086,0.03736262,1.60135199
-5.70585293,3.71267960,0.02312694,0.43676442,0.72938899,0.74962250,1.53953160,0.90994644,0.03570340,1.57626622
-5.69984992,3.63833163,0.02262308,0.42764921,0.71519068,0.73601844,1.52025761,0.89060762,0.03395755,1.54771601
-5.69384692,3.55782533,0.02200735,0.41803044,0.69983235,0.72070248,1.49771280,0.87027528,0.03215376,1.51620629
-5.68784392,3.47234895,0.02128917,0.40802609,0.68356661,0.70393510,1.47221431,0.84920380,0.03031949,1.48222141
