energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.80790395,3.28742868,0.03398928,0.32049175,1.66388570,1.79132201,1.10330429,0.00000000,0.56557167,0.26574967
-5.80190095,3.35471701,0.03675027,0.32086846,1.75149112,1.78891162,1.15308597,0.00000000,0.59640074,0.28211504
-5.79589795,3.42301052,0.03950451,0.32087906,1.83830858,1.78704283,1.20294462,0.00000000,0.62841243,0.29896690
-5.78989495,3.49147333,0.04221498,0.32055265,1.92331101,1.78548401,1.25240452,0.00000000,0.66144644,0.31619219
-5.78389195,3.55923327,0.04484340,0.31990878,2.00547306,1.78400219,1.30098678,0.00000000,0.69532037,0.33366370
-5.77788894,3.62539170,0.04735104,0.31895712,2.08379300,1.78236253,1.34821621,0.00000000,0.72982986,0.35124179
-5.77188594,3.68903638,0.04969974,0.31769796,2.15731474,1.78032922,1.39362841,0.00000000,0.76474924,0.36877647
-5.76588294,3.74925661,0.05185282,0.31612336,2.22514885,1.77766758,1.43677677,0.00000000,0.79983248,0.38611001
-5.75987994,3.80515945,0.05377605,0.31421879,2.28649176,1.77414693,1.47723891,0.00000000,0.83481449,0.40307980
-5.75387694,3.85588610,0.05543861,0.31196524,2.34064194,1.76954396,1.51462242,0.00000000,0.86941268,0.41952135
-5.74787394,3.90062718,0.05681386,0.30934135,2.38701259,1.76364594,1.54856950,0.00000000,0.90332884,0.43527132
-5.74187094,3.93863621,0.05788009,0.30632567,2.42514028,1.75625371,1.57876035,0.00000000,0.93625120,0.45017047
-5.73586793,3.96924050,0.05862107,0.30289868,2.45468905,1.74718390,1.60491528,0.00000000,0.96785686,0.46406640
-5.72986493,3.99184900,0.05902645,0.29904451,2.47545035,1.73627037,1.62679553,0.00000000,0.99781458,0.47681590
-5.72386193,4.00595713,0.05909198,0.29475229,2.48733878,1.72336482,1.64420299,0.00000000,1.02578800,0.48828712
-5.71785893,4.01114865,0.05881948,0.29001702,2.49038432,1.70833655,1.65697899,0.00000000,1.05143945,0.49836111
-5.71185593,4.00709524,0.05821676,0.28483997,2.48472181,1.69107181,1.66500253,0.00000000,1.07443440,0.50693322
-5.70585293,3.99355419,0.05729720,0.27922871,2.47057842,1.67147280,1.66818822,0.00000000,1.09444659,0.51391390
-5.69984992,3.97036528,0.05607929,0.27319665,2.44826018,1.64945675,1.66648433,0.00000000,1.11116394,0.51922943
-5.69384692,3.93744742,0.05458600,0.26676250,2.41813843,1.62495550,1.65987131,0.00000000,1.12429508,0.52282217
-5.68784392,3.89479603,0.05284405,0.25994935,2.38063712,1.59791571,1.64836094,0.00000000,1.13357661,0.52465089
-5.68184092,3.84248164,0.05088310,0.25278388,2.33622166,1.56830011,1.63199637,0.00000000,1.13878065,0.52469079
-5.67583792,3.78065023,0.04873493,0.24529548,2.28538981,1.53608975,1.61085308,0.00000000,1.13972268,0.52293368
-5.66983492,3.70952545,0.04643257,0.23751563,2.22866503,1.50128737,1.58504081,0.00000000,1.13626929,0.51938806
-5.66383192,3.62941260,0.04400953,0.22947732,2.16659237,1.46392169,1.55470616,0.00000000,1.12834540,0.51407934
-5.65782891,3.54070413,0.04149900,0.22121488,2.09973667,1.42405250,1.52003580,0.00000000,1.11594078,0.50705010
-5.65182591,3.44388603,0.03893320,0.21276389,2.02868289,1.38177603,1.48125980,0.00000000,1.09911533,0.49836034
-5.64582291,3.33954434,0.03634274,0.20416142,1.95403795,1.33723036,1.43865489,0.00000000,1.07800289,0.48808787
-5.63981991,3.22837104,0.03375618,0.19544638,1.87643363,1.29060036,1.39254710,0.00000000,1.05281321,0.47632851
-5.63381691,3.11116846,0.03119959,0.18666000,1.79652967,1.24212173,1.34331347,0.00000000,1.02383192,0.46319627
-5.62781391,2.98885129,0.02869631,0.17784638,1.71501662,1.19208375,1.29138255,0.00000000,0.99141831,0.44882327
-5.62181091,2.86244565,0.02626676,0.16905294,1.63261776,1.14083035,1.23723338,0.00000000,0.95600099,0.43335944
-5.61580790,2.73308455,0.02392835,0.16033084,1.55008946,1.08875940,1.18139271,0.00000000,0.91807133,0.41697183
-5.60980490,2.60199958,0.02169552,0.15173513,1.46821975,1.03631988,1.12443053,0.00000000,0.87817502,0.39984355
-5.60380190,2.47050861,0.01957976,0.14332477,1.38782473,0.98400710,1.06695378,0.00000000,0.83690187,0.38217227
-5.59779890,2.33999961,0.01758983,0.13516230,1.30974276,0.93235595,1.00959844,0.00000000,0.79487431,0.36416823
-5.59179590,2.21191114,0.01573189,0.12731327,1.23482637,0.88193238,0.95302025,0.00000000,0.75273477,0.34605185
-5.58579290,2.08770970,0.01400974,0.11984540,1.16393209,0.83332340,0.89788415,0.00000000,0.71113256,0.32805081
-5.57978989,1.96886490,0.01242509,0.11282744,1.09790842,0.78712596,0.84485293,0.00000000,0.67071052,0.31039684
-5.57378689,1.85682293,0.01097778,0.10632781,1.03758227,0.74393498,0.79457539,0.00000000,0.63209185,0.29332207
-5.56778389,1.75297929,0.00966608,0.10041307,0.98374419,0.70433103,0.74767430,0.00000000,0.59586754,0.27705524
-5.56178089,1.65865145,0.00848691,0.09514620,0.93713291,0.66886796,0.70473452,0.00000000,0.56258458,0.26181756
-5.55577789,1.57505221,0.00743614,0.09058489,0.89841937,0.63806090,0.66629165,0.00000000,0.53273543,0.24781868
-5.54977489,1.50326446,0.00650877,0.08677972,0.86819097,0.61237484,0.63282138,0.00000000,0.50674866,0.23525248
-5.54377189,1.44421797,0.00569916,0.08377245,0.84693620,0.59221428,0.60472988,0.00000000,0.48498116,0.22429307
-5.53776888,1.39866866,0.00500122,0.08159438,0.83503013,0.57791392,0.58234540,0.00000000,0.46771186,0.21509097
-5.53176588,1.36718082,0.00440856,0.08026491,0.83272121,0.56973083,0.56591115,0.00000000,0.45513706,0.20776950
-5.52576288,1.35011276,0.00391467,0.07979026,0.84011970,0.56783813,0.55557972,0.00000000,0.44736733,0.20242167
-5.51975988,1.34760595,0.00351296,0.08016257,0.85718805,0.57232021,0.55140906,0.00000000,0.44442615,0.19910738
-5.51375688,1.35957818,0.00319691,0.08135916,0.88373382,0.58316983,0.55336012,0.00000000,0.44624995,0.19785126
-5.50775388,1.38572066,0.00296012,0.08334229,0.91940524,0.60028682,0.56129624,0.00000000,0.45268990,0.19864112
-5.50175088,1.42549938,0.00279633,0.08605916,0.96368985,0.62347869,0.57498418,0.00000000,0.46351503,0.20142697
-5.49574787,1.47816075,0.00269949,0.08944243,1.01591666,0.65246292,0.59409711,0.00000000,0.47841696,0.20612096
-5.48974487,1.54274149,0.00266371,0.09341103,1.07526177,0.68687100,0.61821926,0.00000000,0.49701595,0.21259793
-5.48374187,1.61808287,0.00268331,0.09787148,1.14075789,0.72625415,0.64685233,0.00000000,0.51886830,0.22069694
-5.47773887,1.70284898,0.00275280,0.10271948,1.21130770,0.77009050,0.67942374,0.00000000,0.54347504,0.23022356
-5.47173587,1.79554894,0.00286683,0.10784195,1.28570098,0.81779375,0.71529633,0.00000000,0.57029163,0.24095306
-5.46573287,1.89456268,0.00302018,0.11311931,1.36263539,0.86872296,0.75377965,0.00000000,0.59873871,0.25263440
-5.45972986,1.99816976,0.00320776,0.11842806,1.44074043,0.92219331,0.79414251,0.00000000,0.62821358,0.26499506
-5.45372686,2.10458077,0.00342454,0.12364355,1.51860427,0.97748766,0.83562656,0.00000000,0.65810216,0.27774650
-5.44772386,2.21197051,0.00366560,0.12864279,1.59480266,1.03386848,0.87746062,0.00000000,0.68779134,0.29059026
-5.44172086,2.31851223,0.00392605,0.13330733,1.66792913,1.09058994,0.91887549,0.00000000,0.71668119,0.30322449
-5.43571786,2.42241207,0.00420109,0.13752608,1.73662581,1.14690992,0.95911875,0.00000000,0.74419688,0.31535080
-5.42971486,2.52194280,0.00448598,0.14119790,1.79961371,1.20210154,0.99746932,0.00000000,0.76980003,0.32668110
-5.42371186,2.61547600,0.00477607,0.14423403,1.85572159,1.25546399,1.03325124,0.00000000,0.79299908,0.33694448
-5.41770885,2.70151174,0.00506683,0.14656007,1.90391250,1.30633255,1.06584642,0.00000000,0.81335841,0.34589360
-5.41170585,2.77870508,0.00535387,0.14811768,1.94330705,1.35408742,1.09470599,0.00000000,0.83050614,0.35331068
-5.40570285,2.84588865,0.00563303,0.14886574,1.97320270,1.39816139,1.11935989,0.00000000,0.84414026,0.35901259
-5.39969985,2.90209087,0.00590035,0.14878107,1.99308833,1.43804628,1.13942455,0.00000000,0.85403300,0.36285515
-5.39369685,2.94654940,0.00615223,0.14785866,2.00265384,1.47329801,1.15460853,0.00000000,0.86003352,0.36473631
-5.38769385,2.97871959,0.00638538,0.14611133,2.00179430,1.50354053,1.16471584,0.00000000,0.86206876,0.36459805
-5.38169085,2.99827809,0.00659698,0.14356902,1.99060878,1.52846847,1.16964723,0.00000000,0.86014261,0.36242722
-5.37568784,3.00512167,0.00678467,0.14027758,1.96939399,1.54784883,1.16939931,0.00000000,0.85433361,0.35825492
-5.36968484,2.99936164,0.00694664,0.13629720,1.93863307,1.56152173,1.16406164,0.00000000,0.84479117,0.35215477
-5.36368184,2.98131425,0.00708169,0.13170054,1.89898002,1.56940036,1.15381217,0.00000000,0.83173068,0.34424002
-5.35767884,2.95148774,0.00718928,0.12657063,1.85124062,1.57147023,1.13891104,0.00000000,0.81542770,0.33465961
-5.35167584,2.91056648,0.00726955,0.12099861,1.79635031,1.56778795,1.11969314,0.00000000,0.79621136,0.32359337
-5.34567284,2.85939297,0.00732338,0.11508138,1.73535020,1.55847939,1.09655965,0.00000000,0.77445727,0.31124664
-5.33966983,2.79894804,0.00735239,0.10891927,1.66936169,1.54373750,1.06996879,0.00000000,0.75058009,0.29784433
-5.33366683,2.73033010,0.00735896,0.10261376,1.59956077,1.52381959,1.04042615,0.00000000,0.72502586,0.28362480
-5.32766383,2.65473358,0.00734621,0.09626534,1.52715256,1.49904407,1.00847458,0.00000000,0.69826428,0.26883371
-5.32166083,2.57342707,0.00731795,0.08997149,1.45334676,1.46978670,0.97468401,0.00000000,0.67078095,0.25371800
-5.31565783,2.48773147,0.00727868,0.08382492,1.37933458,1.43647606,0.93964123,0.00000000,0.64306952,0.23852025
-5.30965483,2.39899811,0.00723344,0.07791199,1.30626742,1.39958826,0.90393975,0.00000000,0.61562401,0.22347347
-5.30365183,2.30858718,0.00718778,0.07231138,1.23523761,1.35964075,0.86816978,0.00000000,0.58893096,0.20879652
-5.29764882,2.21784628,0.00714756,0.06709300,1.16726140,1.31718518,0.83290835,0.00000000,0.56346163,0.19469012
-5.29164582,2.12808931,0.00711888,0.06231710,1.10326411,1.27279917,0.79870972,0.00000000,0.53966417,0.18133364
-5.28564282,2.04057552,0.00710784,0.05803366,1.04406746,1.22707710,0.76609589,0.00000000,0.51795573,0.16888254
-5.27963982,1.95648892,0.00712039,0.05428189,0.99037907,1.18061994,0.73554747,0.00000000,0.49871464,0.15746654
-5.27363682,1.87691820,0.00716209,0.05108997,0.94278382,1.13402423,0.70749491,0.00000000,0.48227268,0.14718842
-5.26763382,1.80283717,0.00723795,0.04847501,0.90173724,1.08787041,0.68231020,0.00000000,0.46890761,0.13812347
-5.26163082,1.73508638,0.00735217,0.04644305,0.86756060,1.04271089,0.66029916,0.00000000,0.45883619,0.13031946
-5.25562781,1.67435604,0.00750794,0.04498929,0.84043788,0.99905800,0.64169465,0.00000000,0.45220782,0.12379715
-5.24962481,1.62117104,0.00770729,0.04409849,0.82041466,0.95737242,0.62665085,0.00000000,0.44909918,0.11855122
-5.24362181,1.57587845,0.00795089,0.04374543,0.80739890,0.91805240,0.61523886,0.00000000,0.44951006,0.11455163
-5.23761881,1.53863845,0.00823794,0.04389558,0.80116391,0.88142430,0.60744399,0.00000000,0.45336078,0.11174538
-5.23161581,1.50941912,0.00856610,0.04450593,0.80135370,0.84773485,0.60316496,0.00000000,0.46049143,0.11005851
-5.22561281,1.48799579,0.00893145,0.04552595,0.80749077,0.81714554,0.60221523,0.00000000,0.47066313,0.10939851
-5.21960980,1.47395561,0.00932851,0.04689868,0.81898670,0.78972954,0.60432674,0.00000000,0.48356160,0.10965700
-5.21360680,1.46670748,0.00975038,0.04856204,0.83515543,0.76547141,0.60915604,0.00000000,0.49880312,0.11071263
-5.20760380,1.46549767,0.01018883,0.05045025,0.85522939,0.74426974,0.61629299,0.00000000,0.51594281,0.11243427
-5.20160080,1.46943103,0.01063454,0.05249533,0.87837823,0.72594273,0.62527173,0.00000000,0.53448528,0.11468435
-5.19559780,1.47749733,0.01107739,0.05462878,0.90372996,0.71023672,0.63558389,0.00000000,0.55389729,0.11732235
-5.18959480,1.48860223,0.01150672,0.05678327,0.93039391,0.69683727,0.64669356,0.00000000,0.57362221,0.12020839
-5.18359180,1.50160191,0.01191171,0.05889431,0.95748510,0.68538265,0.65805361,0.00000000,0.59309573,0.12320677
-5.17758879,1.51534012,0.01228172,0.06090195,0.98414903,0.67547898,0.66912276,0.00000000,0.61176239,0.12618946
-5.17158579,1.52868652,0.01260666,0.06275235,1.00958617,0.66671663,0.67938284,0.00000000,0.62909224,0.12903932
-5.16558279,1.54057456,0.01287738,0.06439914,1.03307515,0.65868719,0.68835538,0.00000000,0.64459701,0.13165303
-5.15957979,1.55003754,0.01308595,0.06580466,1.05399365,0.65100022,0.69561702,0.00000000,0.65784508,0.13394365
-5.15357679,1.55624124,0.01322597,0.06694081,1.07183608,0.64329919,0.70081298,0.00000000,0.66847475,0.13584253
-5.14757379,1.55851170,0.01329279,0.06778970,1.08622716,0.63527586,0.70366791,0.00000000,0.67620495,0.13730073
-5.14157079,1.55635706,0.01328372,0.06834384,1.09693071,0.62668261,0.70399382,0.00000000,0.68084329,0.13828971
-5.13556778,1.54948226,0.01319803,0.06860601,1.10385320,0.61734209,0.70169449,0.00000000,0.68229076,0.13880124
-5.12956478,1.53779623,0.01303708,0.06858878,1.10704180,0.60715392,0.69676644,0.00000000,0.68054301,0.13884671
-5.12356178,1.52141119,0.01280415,0.06831365,1.10667690,0.59609826,0.68929614,0.00000000,0.67568822,0.13845560
-5.11755878,1.50063414,0.01250437,0.06780982,1.10305950,0.58423596,0.67945386,0.00000000,0.66790156,0.13767341
-5.11155578,1.47595109,0.01214450,0.06711280,1.09659405,0.57170569,0.66748443,0.00000000,0.65743668,0.13655897
-5.10555278,1.44800496,0.01173265,0.06626274,1.08776749,0.55871801,0.65369525,0.00000000,0.64461444,0.13518131
-5.09954977,1.41756806,0.01127801,0.06530265,1.07712570,0.54554683,0.63844244,0.00000000,0.62980973,0.13361631
-5.09354677,1.38551071,0.01079049,0.06427659,1.06524834,0.53251873,0.62211554,0.00000000,0.61343675,0.13194310
-5.08754377,1.35276745,0.01028042,0.06322787,1.05272350,0.52000066,0.60512172,0.00000000,0.59593360,0.13024054
-5.08154077,1.32030237,0.00975815,0.06219743,1.04012336,0.50838659,0.58787015,0.00000000,0.57774692,0.12858391
-5.07553777,1.28907507,0.00923379,0.06122235,1.02798198,0.49808358,0.57075721,0.00000000,0.55931704,0.12704183
-5.06953477,1.26000878,0.00871685,0.06033464,1.01677630,0.48949807,0.55415336,0.00000000,0.54106453,0.12567375
-5.06353177,1.23396169,0.00821606,0.05956033,1.00691111,0.48302269,0.53839186,0.00000000,0.52337846,0.12452790
-5.05752876,1.21170259,0.00773911,0.05891890,0.99870861,0.47902409,0.52376008,0.00000000,0.50660679,0.12363989
-5.05152576,1.19389147,0.00729250,0.05842302,0.99240269,0.47783219,0.51049335,0.00000000,0.49104914,0.12303200
-5.04552276,1.18106537,0.00688150,0.05807862,0.98813796,0.47973114,0.49877148,0.00000000,0.47695206,0.12271307
-5.03951976,1.17362971,0.00651002,0.05788526,0.98597320,0.48495202,0.48871799,0.00000000,0.46450667,0.12267900
-5.03351676,1.17185468,0.00618069,0.05783674,0.98588860,0.49366754,0.48040162,0.00000000,0.45384854,0.12291385
-5.02751376,1.17587641,0.00589487,0.05792194,0.98779606,0.50598854,0.47383985,0.00000000,0.44505948,0.12339135
-5.02151076,1.18570217,0.00565274,0.05812577,0.99155149,0.52196234,0.46900409,0.00000000,0.43817088,0.12407669
-5.01550775,1.20121882,0.00545344,0.05843014,0.99696826,0.54157276,0.46582585,0.00000000,0.43316821,0.12492864
-5.00950475,1.22220366,0.00529520,0.05881504,1.00383069,0.56474153,0.46420364,0.00000000,0.42999617,0.12590164
-5.00350175,1.24833692,0.00517545,0.05925947,1.01190669,0.59133107,0.46400997,0.00000000,0.42856418,0.12694790
-4.99749875,1.27921494,0.00509105,0.05974229,1.02095881,0.62114820,0.46509800,0.00000000,0.42875178,0.12801939
-4.99149575,1.31436348,0.00503837,0.06024298,1.03075300,0.65394874,0.46730767,0.00000000,0.43041363,0.12906953
-4.98549275,1.35325064,0.00501347,0.06074212,1.04106493,0.68944274,0.47047092,0.00000000,0.43338404,0.13005463
-4.97948974,1.39529889,0.00501225,0.06122182,1.05168356,0.72730019,0.47441593,0.00000000,0.43748076,0.13093496
-4.97348674,1.43989615,0.00503051,0.06166592,1.06241221,0.76715699,0.47897031,0.00000000,0.44250820,0.13167552
-4.96748374,1.48640582,0.00506407,0.06206004,1.07306754,0.80862128,0.48396338,0.00000000,0.44825996,0.13224644
-4.96148074,1.53417587,0.00510888,0.06239154,1.08347687,0.85127979,0.48922760,0.00000000,0.45452101,0.13262305
-4.95547774,1.58254719,0.00516105,0.06264940,1.09347459,0.89470440,0.49459942,0.00000000,0.46106966,0.13278582
-4.94947474,1.63086158,0.00521689,0.06282406,1.10289839,0.93845867,0.49991982,0.00000000,0.46767943,0.13271993
-4.94347174,1.67846947,0.00527297,0.06290727,1.11158596,0.98210449,0.50503473,0.00000000,0.47412122,0.13241494
-4.93746873,1.72473792,0.00532614,0.06289202,1.11937298,1.02520873,0.50979563,0.00000000,0.48016579,0.13186420
-4.93146573,1.76905887,0.00537350,0.06277246,1.12609273,1.06734983,0.51406050,0.00000000,0.48558681,0.13106446
-4.92546273,1.81085799,0.00541248,0.06254408,1.13157781,1.10812437,0.51769524,0.00000000,0.49016444,0.13001541
-4.91945973,1.84960389,0.00544077,0.06220382,1.13566405,1.14715352,0.52057574,0.00000000,0.49368958,0.12871941
-4.91345673,1.88481791,0.00545639,0.06175043,1.13819655,1.18408925,0.52259040,0.00000000,0.49596843,0.12718128
-4.90745373,1.91608386,0.00545764,0.06118486,1.13903754,1.21862026,0.52364316,0.00000000,0.49682752,0.12540828
-4.90145073,1.94305774,0.00544311,0.06051072,1.13807559,1.25047742,0.52365688,0.00000000,0.49611869,0.12341013
-4.89544772,1.96547671,0.00541173,0.05973480,1.13523553,1.27943867,0.52257667,0.00000000,0.49372391,0.12119918
-4.88944472,1.98316701,0.00536269,0.05886751,1.13048824,1.30533304,0.52037321,0.00000000,0.48955963,0.11879059
-4.88344172,1.99605022,0.00529551,0.05792337,1.12385972,1.32804396,0.51704552,0.00000000,0.48358027,0.11620254
-4.87743872,2.00414734,0.00521002,0.05692125,1.11543841,1.34751123,0.51262307,0.00000000,0.47578072,0.11345633
-4.87143572,2.00758039,0.00510634,0.05588456,1.10538022,1.36373202,0.50716692,0.00000000,0.46619748,0.11057650
-4.86543272,2.00657100,0.00498489,0.05484123,1.09391064,1.37676032,0.50076976,0.00000000,0.45490848,0.10759073
-4.85942971,2.00143591,0.00484639,0.05382341,1.08132353,1.38670504,0.49355471,0.00000000,0.44203132,0.10452962
-4.85342671,1.99257917,0.00469184,0.05286701,1.06797625,1.39372666,0.48567268,0.00000000,0.42772008,0.10142631
-4.84742371,1.98048125,0.00452247,0.05201091,1.05428134,1.39803226,0.47729862,0.00000000,0.41216076,0.09831590
-4.84142071,1.96568507,0.00433977,0.05129598,1.04069477,1.39986927,0.46862638,0.00000000,0.39556552,0.09523471
-4.83541771,1.94877952,0.00414544,0.05076390,1.02770119,1.39951770,0.45986271,0.00000000,0.37816599,0.09221940
-4.82941471,1.93038082,0.00394130,0.05045573,1.01579692,1.39728133,0.45122036,0.00000000,0.36020594,0.08930597
-4.82341171,1.91111242,0.00372936,0.05041043,1.00547111,1.39347786,0.44291064,0.00000000,0.34193369,0.08652874
-4.81740870,1.89158402,0.00351166,0.05066321,0.99718618,1.38842834,0.43513586,0.00000000,0.32359448,0.08391919
-4.81140570,1.87237061,0.00329031,0.05124396,0.99135822,1.38244626,0.42808182,0.00000000,0.30542328,0.08150496
-4.80540270,1.85399214,0.00306742,0.05217565,0.98833831,1.37582650,0.42191067,0.00000000,0.28763818,0.07930886
-4.79939970,1.83689468,0.00284504,0.05347292,0.98839553,1.36883470,0.41675461,0.00000000,0.27043479,0.07734803
-4.79339670,1.82143378,0.00262512,0.05514087,0.99170251,1.36169722,0.41271048,0.00000000,0.25398158,0.07563323
-4.78739370,1.80786063,0.00240952,0.05717403,0.99832416,1.35459233,0.40983562,0.00000000,0.23841665,0.07416838
-4.78139070,1.79631172,0.00219991,0.05955574,1.00820999,1.34764270,0.40814506,0.00000000,0.22384560,0.07295033
-4.77538769,1.78680224,0.00199778,0.06225790,1.02119061,1.34090986,0.40761025,0.00000000,0.21034077,0.07196880
-4.76938469,1.77922375,0.00180441,0.06524100,1.03697830,1.33439068,0.40815925,0.00000000,0.19794171,0.07120666
-4.76338169,1.77334618,0.00162088,0.06845475,1.05517204,1.32801617,0.40967854,0.00000000,0.18665668,0.07064037
-4.75737869,1.76882421,0.00144801,0.07183896,1.07526652,1.32165285,0.41201621,0.00000000,0.17646520,0.07024067
-4.75137569,1.76520789,0.00128643,0.07532492,1.09666510,1.31510659,0.41498650,0.00000000,0.16732128,0.06997350
-4.74537269,1.76195715,0.00113652,0.07883714,1.11869612,1.30812899,0.41837550,0.00000000,0.15915726,0.06980101
-4.73936968,1.75845988,0.00099846,0.08229535,1.14063204,1.30042614,0.42194783,0.00000000,0.15188806,0.06968274
-4.73336668,1.75405276,0.00087224,0.08561678,1.16171073,1.29166940,0.42545396,0.00000000,0.14541557,0.06957691
-4.72736368,1.74804431,0.00075769,0.08871861,1.18115819,1.28150803,0.42863804,0.00000000,0.13963309,0.06944163
-4.72136068,1.73973931,0.00065445,0.09152046,1.19821181,1.26958295,0.43124590,0.00000000,0.13442956,0.06923628
-4.71535768,1.72846353,0.00056207,0.09394688,1.21214347,1.25554141,0.43303288,0.00000000,0.12969355,0.06892262
-4.70935468,1.71358809,0.00047999,0.09592967,1.22228150,1.23905165,0.43377139,0.00000000,0.12531688,0.06846600
-4.70335168,1.69455228,0.00040756,0.09741002,1.22803092,1.21981727,0.43325772,0.00000000,0.12119767,0.06783630
-4.69734867,1.67088419,0.00034409,0.09834033,1.22889106,1.19759044,0.43131814,0.00000000,0.11724298,0.06700875
-4.69134567,1.64221819,0.00028885,0.09868562,1.22447014,1.17218351,0.42781385,0.00000000,0.11337079,0.06596459
-4.68534267,1.60830862,0.00024110,0.09842453,1.21449616,1.14347851,0.42264474,0.00000000,0.10951145,0.06469146
-4.67933967,1.56903926,0.00020009,0.09754983,1.19882391,1.11143407,0.41575196,0.00000000,0.10560862,0.06318361
-4.67333667,1.52442821,0.00016512,0.09606845,1.17743784,1.07608949,0.40711894,0.00000000,0.10161961,0.06144187
-4.66733367,1.47462794,0.00013549,0.09400101,1.15045073,1.03756587,0.39677128,0.00000000,0.09751527,0.05947346
-4.66133067,1.41992079,0.00011056,0.09138090,1.11809844,0.99606410,0.38477511,0.00000000,0.09327947,0.05729154
-4.65532766,1.36071008,0.00008972,0.08825299,1.08073089,0.95186005,0.37123437,0.00000000,0.08890822,0.05491465
-4.64932466,1.29750722,0.00007242,0.08467195,1.03879980,0.90529706,0.35628695,0.00000000,0.08440842,0.05236598
-4.64332166,1.23091571,0.00005816,0.08070036,0.99284374,0.85677616,0.34009994,0.00000000,0.07979652,0.04967251
