energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,0.30775153,0.03851709,0.00000000,0.16624863,0.00000000,0.14292235,0.06508000
-5.99399700,0.30192492,0.03960380,0.00000000,0.16146530,0.00000000,0.14101983,0.06440850
-5.98799400,0.29862309,0.04107864,0.00000000,0.15791322,0.00000000,0.14001431,0.06440095
-5.98199100,0.29814429,0.04297931,0.00000000,0.15575908,0.00000000,0.14007076,0.06511582
-5.97598799,0.30076550,0.04533705,0.00000000,0.15516325,0.00000000,0.14135358,0.06660341
-5.96998499,0.30673677,0.04817511,0.00000000,0.15627736,0.00000000,0.14402321,0.06890457
-5.96398199,0.31627563,0.05150734,0.00000000,0.15924183,0.00000000,0.14823259,0.07204954
-5.95797899,0.32956183,0.05533693,0.00000000,0.16418352,0.00000000,0.15412367,0.07605686
-5.95197599,0.34673254,0.05965532,0.00000000,0.17121339,0.00000000,0.16182406,0.08093246
-5.94597299,0.36787819,0.06444140,0.00000000,0.18042432,0.00000000,0.17144376,0.08666898
-5.93996998,0.39303904,0.06966111,0.00000000,0.19188906,0.00000000,0.18307221,0.09324538
-5.93396698,0.42220278,0.07526736,0.00000000,0.20565839,0.00000000,0.19677559,0.10062685
-5.92796398,0.45530305,0.08120050,0.00000000,0.22175949,0.00000000,0.21259446,0.10876507
-5.92196098,0.49221919,0.08738923,0.00000000,0.24019451,0.00000000,0.23054177,0.11759891
-5.91595798,0.53277713,0.09375198,0.00000000,0.26093947,0.00000000,0.25060125,0.12705548
-5.90995498,0.57675146,0.10019887,0.00000000,0.28394336,0.00000000,0.27272628,0.13705163
-5.90395198,0.62386867,0.10663402,0.00000000,0.30912761,0.00000000,0.29683913,0.14749577
-5.89794897,0.67381154,0.11295834,0.00000000,0.33638583,0.00000000,0.32283070,0.15829007
-5.89194597,0.72622449,0.11907257,0.00000000,0.36558399,0.00000000,0.35056078,0.16933293
-5.88594297,0.78071998,0.12488063,0.00000000,0.39656097,0.00000000,0.37985884,0.18052170
-5.87993997,0.83688568,0.13029296,0.00000000,0.42912962,0.00000000,0.41052539,0.19175547
-5.87393697,0.89429242,0.13522992,0.00000000,0.46307838,0.00000000,0.44233402,0.20293800
-5.86793397,0.95250278,0.13962499,0.00000000,0.49817355,0.00000000,0.47503412,0.21398054
-5.86193097,1.01108019,0.14342776,0.00000000,0.53416223,0.00000000,0.50835433,0.22480460
-5.85592796,1.06959852,0.14660643,0.00000000,0.57077617,0.00000000,0.54200687,0.23534450
-5.84992496,1.12765196,0.14914982,0.00000000,0.60773629,0.00000000,0.57569261,0.24554961
-5.84392196,1.18486507,0.15106886,0.00000000,0.64475823,0.00000000,0.60910693,0.25538634
-5.83791896,1.24090291,0.15239731,0.00000000,0.68155856,0.00000000,0.64194642,0.26483963
-5.83191596,1.29548090,0.15319181,0.00000000,0.71786185,0.00000000,0.67391609,0.27391409
-5.82591296,1.34837434,0.15353119,0.00000000,0.75340821,0.00000000,0.70473715,0.28263457
-5.81990995,1.39942700,0.15351505,0.00000000,0.78796123,0.00000000,0.73415493,0.29104625
-5.81390695,1.44855865,0.15326164,0.00000000,0.82131589,0.00000000,0.76194678,0.29921411
-5.80790395,1.49577088,0.15290509,0.00000000,0.85330619,0.00000000,0.78792952,0.30722193
-5.80190095,1.54115087,0.15259201,0.00000000,0.88381199,0.00000000,0.81196608,0.31517049
-5.79589795,1.58487241,0.15247766,0.00000000,0.91276459,0.00000000,0.83397097,0.32317530
-5.78989495,1.62719391,0.15272164,0.00000000,0.94015077,0.00000000,0.85391408,0.33136361
-5.78389195,1.66845279,0.15348333,0.00000000,0.96601460,0.00000000,0.87182246,0.33987078
-5.77788894,1.70905603,0.15491710,0.00000000,0.99045683,0.00000000,0.88777994,0.34883606
-5.77188594,1.74946663,0.15716746,0.00000000,1.01363163,0.00000000,0.90192411,0.35839780
-5.76588294,1.79018604,0.16036427,0.00000000,1.03574032,0.00000000,0.91444074,0.36868820
-5.75987994,1.83173283,0.16461810,0.00000000,1.05702232,0.00000000,0.92555572,0.37982762
-5.75387694,1.87461799,0.17001587,0.00000000,1.07774339,0.00000000,0.93552457,0.39191870
-5.74787394,1.91931780,0.17661702,0.00000000,1.09818148,0.00000000,0.94461993,0.40504047
-5.74187094,1.96624498,0.18445011,0.00000000,1.11861084,0.00000000,0.95311759,0.41924255
-5.73586793,2.01571963,0.19351015,0.00000000,1.13928485,0.00000000,0.96128160,0.43453979
-5.72986493,2.06794114,0.20375676,0.00000000,1.16041865,0.00000000,0.96934915,0.45090757
-5.72386193,2.12296256,0.21511317,0.00000000,1.18217218,0.00000000,0.97751610,0.46827805
-5.71785893,2.18066903,0.22746624,0.00000000,1.20463477,0.00000000,0.98592382,0.48653759
-5.71185593,2.24076161,0.24066755,0.00000000,1.22781205,0.00000000,0.99464821,0.50552556
-5.70585293,2.30274778,0.25453555,0.00000000,1.25161617,0.00000000,1.00369146,0.52503483
-5.69984992,2.36593973,0.26885881,0.00000000,1.27585982,0.00000000,1.01297725,0.54481401
-5.69384692,2.42946108,0.28340043,0.00000000,1.30025494,0.00000000,1.02234958,0.56457147
-5.68784392,2.49226233,0.29790329,0.00000000,1.32441608,0.00000000,1.03157562,0.58398128
-5.68184092,2.55314502,0.31209635,0.00000000,1.34786881,0.00000000,1.04035249,0.60269080
-5.67583792,2.61079407,0.32570158,0.00000000,1.37006292,0.00000000,1.04831775,0.62032994
-5.66983492,2.66381719,0.33844146,0.00000000,1.39038993,0.00000000,1.05506316,0.63652167
-5.66383192,2.71079012,0.35004677,0.00000000,1.40820436,0.00000000,1.06015125,0.65089343
-5.65782891,2.75030592,0.36026445,0.00000000,1.42284790,0.00000000,1.06313370,0.66308924
-5.65182591,2.78102620,0.36886522,0.00000000,1.43367534,0.00000000,1.06357095,0.67278182
-5.64582291,2.80173242,0.37565076,0.00000000,1.44008124,0.00000000,1.06105194,0.67968433
-5.63981991,2.81137465,0.38046001,0.00000000,1.44152610,0.00000000,1.05521310,0.68356129
-5.63381691,2.80911593,0.38317461,0.00000000,1.43756075,0.00000000,1.04575574,0.68423817
-5.62781391,2.79437015,0.38372300,0.00000000,1.42784794,0.00000000,1.03246099,0.68160920
-5.62181091,2.76683158,0.38208322,0.00000000,1.41218010,0.00000000,1.01520167,0.67564313
-5.61580790,2.72649491,0.37828409,0.00000000,1.39049232,0.00000000,0.99395054,0.66638655
-5.60980490,2.67366472,0.37240495,0.00000000,1.36287021,0.00000000,0.96878463,0.65396472
-5.60380190,2.60895395,0.36457372,0.00000000,1.32955200,0.00000000,0.93988546,0.63857974
-5.59779890,2.53327144,0.35496354,0.00000000,1.29092494,0.00000000,0.90753534,0.62050613
-5.59179590,2.44779899,0.34378795,0.00000000,1.24751624,0.00000000,0.87210988,0.60008402
-5.58579290,2.35395899,0.33129495,0.00000000,1.19997876,0.00000000,0.83406710,0.57771014
-5.57978989,2.25337390,0.31775998,0.00000000,1.14907225,0.00000000,0.79393389,0.55382691
-5.57378689,2.14781930,0.30347819,0.00000000,1.09564101,0.00000000,0.75229016,0.52891014
-5.56778389,2.03917244,0.28875627,0.00000000,1.04058871,0.00000000,0.70975172,0.50345572
-5.56178089,1.92935817,0.27390406,0.00000000,0.98485167,0.00000000,0.66695233,0.47796575
-5.55577789,1.82029457,0.25922622,0.00000000,0.92937148,0.00000000,0.62452586,0.45293468
-5.54977489,1.71383995,0.24501430,0.00000000,0.87506819,0.00000000,0.58308916,0.42883591
-5.54377189,1.61174342,0.23153935,0.00000000,0.82281484,0.00000000,0.54322620,0.40610920
-5.53776888,1.51560033,0.21904542,0.00000000,0.77341448,0.00000000,0.50547408,0.38514944
-5.53176588,1.42681421,0.20774391,0.00000000,0.72758017,0.00000000,0.47031126,0.36629699
-5.52576288,1.34656599,0.19780920,0.00000000,0.68591868,0.00000000,0.43814826,0.34982989
-5.51975988,1.27579148,0.18937536,0.00000000,0.64891824,0.00000000,0.40932104,0.33595820
-5.51375688,1.21516723,0.18253422,0.00000000,0.61694059,0.00000000,0.38408709,0.32482044
-5.50775388,1.16510496,0.17733470,0.00000000,0.59021727,0.00000000,0.36262407,0.31648231
-5.50175088,1.12575429,0.17378345,0.00000000,0.56885014,0.00000000,0.34503098,0.31093759
-5.49574787,1.09701310,0.17184666,0.00000000,0.55281580,0.00000000,0.33133150,0.30811109
-5.48974487,1.07854494,0.17145304,0.00000000,0.54197347,0.00000000,0.32147926,0.30786361
-5.48374187,1.06980236,0.17249777,0.00000000,0.53607593,0.00000000,0.31536467,0.30999850
-5.47773887,1.07005516,0.17484735,0.00000000,0.53478284,0.00000000,0.31282286,0.31426972
-5.47173587,1.07842222,0.17834511,0.00000000,0.53767592,0.00000000,0.31364259,0.32039102
-5.46573287,1.09390581,0.18281718,0.00000000,0.54427524,0.00000000,0.31757539,0.32804592
-5.45972986,1.11542689,0.18807881,0.00000000,0.55405606,0.00000000,0.32434487,0.33689815
-5.45372686,1.14186028,0.19394070,0.00000000,0.56646564,0.00000000,0.33365574,0.34660210
-5.44772386,1.17206843,0.20021513,0.00000000,0.58093934,0.00000000,0.34520222,0.35681312
-5.44172086,1.20493273,0.20672176,0.00000000,0.59691556,0.00000000,0.35867558,0.36719713
-5.43571786,1.23938138,0.21329278,0.00000000,0.61384920,0.00000000,0.37377073,0.37743924
-5.42971486,1.27441304,0.21977726,0.00000000,0.63122310,0.00000000,0.39019150,0.38725134
-5.42371186,1.30911569,0.22604457,0.00000000,0.64855739,0.00000000,0.40765467,0.39637806
-5.41770885,1.34268038,0.23198669,0.00000000,0.66541664,0.00000000,0.42589273,0.40460132
-5.41170585,1.37440958,0.23751938,0.00000000,0.68141457,0.00000000,0.44465519,0.41174307
-5.40570285,1.40372045,0.24258217,0.00000000,0.69621667,0.00000000,0.46370885,0.41766645
-5.39969985,1.43014318,0.24713722,0.00000000,0.70954070,0.00000000,0.48283687,0.42227526
-5.39369685,1.45331508,0.25116715,0.00000000,0.72115538,0.00000000,0.50183704,0.42551194
-5.38769385,1.47297098,0.25467197,0.00000000,0.73087761,0.00000000,0.52051936,0.42735428
-5.38169085,1.48893102,0.25766529,0.00000000,0.73856853,0.00000000,0.53870331,0.42781110
-5.37568784,1.50108652,0.26017011,0.00000000,0.74412882,0.00000000,0.55621494,0.42691710
-5.36968484,1.50938521,0.26221442,0.00000000,0.74749362,0.00000000,0.57288428,0.42472743
