energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.93060570,0.46496167,0.00000000,0.00445855,0.12933189,0.18904264,0.33002689
-5.99399700,0.97020940,0.48889147,0.00000000,0.00517963,0.13189489,0.20086885,0.35087781
-5.98799400,1.01822210,0.51714728,0.00000000,0.00598639,0.13555170,0.21461398,0.37492460
-5.98199100,1.07533363,0.55003952,0.00000000,0.00688145,0.14042947,0.23041922,0.40235415
-5.97598799,1.14208079,0.58779994,0.00000000,0.00786597,0.14663701,0.24839627,0.43329656
-5.96998499,1.21882557,0.63057115,0.00000000,0.00893951,0.15426166,0.26862242,0.46781817
-5.96398199,1.30573616,0.67839758,0.00000000,0.01009973,0.16336623,0.29113598,0.50591554
-5.95797899,1.40277093,0.73121815,0.00000000,0.01134225,0.17398619,0.31593216,0.54751081
-5.95197599,1.50966580,0.78886090,0.00000000,0.01266050,0.18612712,0.34295961,0.59244838
-5.94597299,1.62592546,0.85103973,0.00000000,0.01404562,0.19976242,0.37211757,0.64049318
-5.93996998,1.75081883,0.91735346,0.00000000,0.01548643,0.21483150,0.40325390,0.69133061
-5.93396698,1.88337913,0.98728734,0.00000000,0.01696950,0.23123829,0.43616417,0.74456826
-5.92796398,2.02240917,1.06021735,0.00000000,0.01847922,0.24885049,0.47059180,0.79973954
-5.92196098,2.16649225,1.13541716,0.00000000,0.01999804,0.26749945,0.50622956,0.85630932
-5.91595798,2.31400891,1.21206811,0.00000000,0.02150676,0.28698095,0.54272256,0.91368149
-5.90995498,2.46316011,1.28927211,0.00000000,0.02298483,0.30705701,0.57967270,0.97120864
-5.90395198,2.61199658,1.36606733,0.00000000,0.02441084,0.32745871,0.61664476,1.02820358
-5.89794897,2.75845451,1.44144675,0.00000000,0.02576296,0.34789028,0.65317416,1.08395268
-5.89194597,2.90039702,1.51437893,0.00000000,0.02701950,0.36803441,0.68877615,1.13773074
-5.88594297,3.03566068,1.58383091,0.00000000,0.02815944,0.38755864,0.72295648,1.18881708
-5.87993997,3.16210619,1.64879242,0.00000000,0.02916302,0.40612294,0.75522309,1.23651235
-5.87393697,3.27767162,1.70830082,0.00000000,0.03001229,0.42338819,0.78509871,1.28015574
-5.86793397,3.38042676,1.76146592,0.00000000,0.03069164,0.43902524,0.81213374,1.31914180
-5.86193097,3.46862652,1.80749377,0.00000000,0.03118824,0.45272444,0.83591910,1.35293638
-5.85592796,3.54076146,1.84570855,0.00000000,0.03149248,0.46420512,0.85609845,1.38109109
-5.84992496,3.59560313,1.87557154,0.00000000,0.03159823,0.47322470,0.87237928,1.40325553
-5.84392196,3.63224249,1.89669644,0.00000000,0.03150307,0.47958696,0.88454232,1.41918680
-5.83791896,3.65011926,1.90886014,0.00000000,0.03120838,0.48314916,0.89244885,1.42875590
-5.83191596,3.64904083,1.91200853,0.00000000,0.03071932,0.48382758,0.89604544,1.43195051
-5.82591296,3.62918961,1.90625690,0.00000000,0.03004463,0.48160121,0.89536597,1.42887404
-5.81990995,3.59111814,1.89188476,0.00000000,0.02919646,0.47651331,0.89053058,1.41974096
-5.81390695,3.53573194,1.86932537,0.00000000,0.02818995,0.46867083,0.88174170,1.40486846
-5.80790395,3.46426069,1.83915025,0.00000000,0.02704282,0.45824150,0.86927720,1.38466487
-5.80190095,3.37821872,1.80204937,0.00000000,0.02577481,0.44544882,0.85348093,1.35961522
-5.79589795,3.27935653,1.75880787,0.00000000,0.02440720,0.43056505,0.83475107,1.33026471
-5.78989495,3.16960527,1.71028028,0.00000000,0.02296215,0.41390254,0.81352677,1.29720065
-5.78389195,3.05101670,1.65736347,0.00000000,0.02146217,0.39580376,0.79027368,1.26103383
-5.77788894,2.92570093,1.60096942,0.00000000,0.01992951,0.37663035,0.76546892,1.22238002
-5.77188594,2.79576473,1.54199887,0.00000000,0.01838568,0.35675186,0.73958633,1.18184234
-5.76588294,2.66325277,1.48131717,0.00000000,0.01685093,0.33653444,0.71308226,1.13999538
-5.75987994,2.53009405,1.41973289,0.00000000,0.01534392,0.31633006,0.68638285,1.09737146
-5.75387694,2.39805551,1.35798025,0.00000000,0.01388137,0.29646666,0.65987293,1.05444961
-5.74787394,2.26870424,1.29670561,0.00000000,0.01247786,0.27723949,0.63388721,1.01164748
-5.74187094,2.14337929,1.23645854,0.00000000,0.01114569,0.25890415,0.60870371,0.96931648
-5.73586793,2.02317370,1.17768728,0.00000000,0.00989487,0.24167126,0.58453984,0.92773986
-5.72986493,1.90892673,1.12073856,0.00000000,0.00873315,0.22570313,0.56155097,0.88713378
-5.72386193,1.80122575,1.06586144,0.00000000,0.00766616,0.21111223,0.53983142,0.84765097
-5.71785893,1.70041720,1.01321450,0.00000000,0.00669759,0.19796162,0.51941772,0.80938656
-5.71185593,1.60662519,0.96287588,0.00000000,0.00582946,0.18626708,0.50029379,0.77238560
-5.70585293,1.51977657,0.91485535,0.00000000,0.00506236,0.17600076,0.48239778,0.73665187
-5.69984992,1.43963077,0.86910773,0.00000000,0.00439579,0.16709613,0.46563007,0.70215724
-5.69384692,1.36581280,0.82554699,0.00000000,0.00382843,0.15945397,0.44986214,0.66885132
-5.68784392,1.29784785,0.78406008,0.00000000,0.00335849,0.15294905,0.43494579,0.63667072
-5.68184092,1.23519592,0.74452027,0.00000000,0.00298397,0.14743719,0.42072238,0.60554771
-5.67583792,1.17728507,0.70679913,0.00000000,0.00270291,0.14276250,0.40703177,0.57541782
-5.66983492,1.12354203,0.67077689,0.00000000,0.00251358,0.13876433,0.39372042,0.54622620
-5.66383192,1.07341922,0.63635093,0.00000000,0.00241471,0.13528384,0.38064868,0.51793254
-5.65782891,1.02641741,0.60344205,0.00000000,0.00240551,0.13216989,0.36769675,0.49051456
-5.65182591,0.98210338,0.57199857,0.00000000,0.00248581,0.12928408,0.35476934,0.46396984
-5.64582291,0.94012237,0.54199817,0.00000000,0.00265596,0.12650481,0.34179887,0.43831632
-5.63981991,0.90020518,0.51344769,0.00000000,0.00291681,0.12373026,0.32874710,0.41359130
-5.63381691,0.86217007,0.48638091,0.00000000,0.00326955,0.12088028,0.31560536,0.38984935
-5.62781391,0.82591988,0.46085461,0.00000000,0.00371553,0.11789722,0.30239332,0.36715906
-5.62181091,0.79143469,0.43694334,0.00000000,0.00425603,0.11474565,0.28915645,0.34559902
-5.61580790,0.75876090,0.41473288,0.00000000,0.00489197,0.11141122,0.27596253,0.32525322
