energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.84992496,1.94224197,0.00735412,0.20562992,0.49903528,0.29302522,0.46947267,0.70740598,0.01711062,0.70066253
-5.84392196,1.85801521,0.00734637,0.19180395,0.47511212,0.28446861,0.43749775,0.67786871,0.01705095,0.67088576
-5.83791896,1.78173761,0.00732443,0.17932642,0.45399359,0.27630524,0.40839931,0.65135097,0.01693849,0.64402377
-5.83191596,1.71275809,0.00728675,0.16810528,0.43542543,0.26842697,0.38200581,0.62769253,0.01676847,0.61979377
-5.82591296,1.65041582,0.00723264,0.15803318,0.41913459,0.26074178,0.35811902,0.60671814,0.01653830,0.59792419
-5.81990995,1.59407877,0.00716225,0.14899421,0.40484329,0.25317869,0.33652634,0.58824766,0.01624769,0.57817114
-5.81390695,1.54317759,0.00707670,0.14087023,0.39228188,0.24569159,0.31701257,0.57210521,0.01589878,0.56033233
-5.80790395,1.49723377,0.00697796,0.13354677,0.38120029,0.23826161,0.29937053,0.55812743,0.01549603,0.54425797
-5.80190095,1.45588117,0.00686892,0.12691820,0.37137742,0.23089817,0.28341027,0.54617037,0.01504614,0.52985832
-5.79589795,1.41888057,0.00675321,0.12089207,0.36262840,0.22363872,0.26896650,0.53611511,0.01455778,0.51710763
-5.78989495,1.38612685,0.00663512,0.11539244,0.35480946,0.21654700,0.25590413,0.52787190,0.01404135,0.50604444
-5.78389195,1.35764903,0.00651947,0.11036225,0.34782035,0.20971031,0.24412191,0.52138285,0.01350855,0.49676830
-5.77788894,1.33360352,0.00641139,0.10576465,0.34160441,0.20323563,0.23355404,0.51662309,0.01297199,0.48943326
-5.77188594,1.31426106,0.00631616,0.10158339,0.33614644,0.19724495,0.22416998,0.51360045,0.01244475,0.48423831
-5.76588294,1.29998829,0.00623901,0.09782224,0.33146846,0.19186995,0.21597261,0.51235376,0.01193992,0.48141544
-5.75987994,1.29122493,0.00618489,0.09450374,0.32762397,0.18724635,0.20899499,0.51294987,0.01147013,0.48121576
-5.75387694,1.28845752,0.00615829,0.09166713,0.32469068,0.18350808,0.20329592,0.51547933,0.01104711,0.48389432
-5.74787394,1.29219107,0.00616302,0.08936589,0.32276245,0.18078154,0.19895471,0.52005126,0.01068134,0.48969437
-5.74187094,1.30291966,0.00620209,0.08766486,0.32194063,0.17918016,0.19606534,0.52678715,0.01038162,0.49883164
-5.73586793,1.32109734,0.00627747,0.08663703,0.32232531,0.17879946,0.19473042,0.53581423,0.01015486,0.51147935
-5.72986493,1.34711045,0.00639007,0.08636036,0.32400690,0.17971277,0.19505503,0.54725833,0.01000579,0.52775458
-5.72386193,1.38125237,0.00653956,0.08691455,0.32705832,0.18196782,0.19714090,0.56123669,0.00993689,0.54770664
-5.71785893,1.42370191,0.00672441,0.08837787,0.33152820,0.18558416,0.20108090,0.57785097,0.00994826,0.57130786
-5.71185593,1.47450590,0.00694182,0.09082428,0.33743540,0.19055170,0.20695416,0.59718063,0.01003768,0.59844725
-5.70585293,1.53356698,0.00718776,0.09432079,0.34476496,0.19683027,0.21482178,0.61927717,0.01020067,0.62892742
-5.69984992,1.60063692,0.00745710,0.09892516,0.35346576,0.20435020,0.22472334,0.64415930,0.01043068,0.66246486
-5.69384692,1.67531584,0.00774367,0.10468392,0.36344989,0.21301400,0.23667419,0.67180942,0.01071932,0.69869372
-5.68784392,1.75705745,0.00804046,0.11163089,0.37459371,0.22269901,0.25066351,0.70217144,0.01105666,0.73717303
-5.68184092,1.84518015,0.00833981,0.11978604,0.38674072,0.23326096,0.26665319,0.73515029,0.01143156,0.77739706
-5.67583792,1.93888370,0.00863361,0.12915486,0.39970582,0.24453829,0.28457747,0.77061298,0.01183207,0.81880869
-5.66983492,2.03727082,0.00891356,0.13972816,0.41328105,0.25635711,0.30434339,0.80839132,0.01224582,0.86081512
-5.66383192,2.13937294,0.00917143,0.15148233,0.42724242,0.26853659,0.32583193,0.84828613,0.01266045,0.90280550
-5.65782891,2.24417917,0.00939929,0.16438009,0.44135748,0.28089467,0.34889984,0.89007287,0.01306402,0.94416975
-5.65182591,2.35066740,0.00958981,0.17837165,0.45539347,0.29325383,0.37338216,0.93350836,0.01344539,0.98431791
-5.64582291,2.45783617,0.00973645,0.19339637,0.46912557,0.30544661,0.39909537,0.97833824,0.01379455,1.02269911
-5.63981991,2.56473606,0.00983369,0.20938477,0.48234492,0.31732092,0.42584104,1.02430504,0.01410300,1.05881956
-5.63381691,2.67049938,0.00987720,0.22626086,0.49486609,0.32874466,0.45340998,1.07115608,0.01436391,1.09225870
-5.62781391,2.77436666,0.00986397,0.24394483,0.50653363,0.33960966,0.48158684,1.11865117,0.01457231,1.12268279
-5.62181091,2.87570888,0.00979241,0.26235574,0.51722748,0.34983465,0.51015485,1.16656945,0.01472521,1.14985538
-5.61580790,2.97404437,0.00966233,0.28141444,0.52686689,0.35936717,0.53890075,1.21471504,0.01482158,1.17364421
-5.60980490,3.06904945,0.00947501,0.30104624,0.53541276,0.36818441,0.56761965,1.26292125,0.01486232,1.19402408
-5.60380190,3.16056225,0.00923304,0.32118333,0.54286825,0.37629278,0.59611955,1.31105294,0.01485003,1.21107561
-5.59779890,3.24857933,0.00894028,0.34176685,0.54927759,0.38372628,0.62422547,1.35900698,0.01478890,1.22497985
-5.59179590,3.33324503,0.00860165,0.36274823,0.55472317,0.39054378,0.65178281,1.40671058,0.01468434,1.23600894
-5.58579290,3.41483387,0.00822299,0.38408983,0.55932100,0.39682522,0.67865975,1.45411758,0.01454273,1.24451312
-5.57978989,3.49372651,0.00781080,0.40576468,0.56321470,0.40266693,0.70474869,1.50120283,0.01437101,1.25090466
-5.57378689,3.57038019,0.00737207,0.42775519,0.56656831,0.40817626,0.72996625,1.54795476,0.01417640,1.25563936
-5.56778389,3.64529474,0.00691401,0.45005086,0.56955816,0.41346572,0.75425208,1.59436665,0.01396595,1.25919638
-5.56178089,3.71897572,0.00644383,0.47264492,0.57236420,0.41864695,0.77756624,1.64042677,0.01374627,1.26205725
-5.55577789,3.79189594,0.00596857,0.49553009,0.57516108,0.42382475,0.79988531,1.68610810,0.01352325,1.26468491
-5.54977489,3.86445752,0.00549484,0.51869351,0.57810951,0.42909137,0.82119734,1.73135799,0.01330176,1.26750379
-5.54377189,3.93695575,0.00502875,0.54211118,0.58134803,0.43452150,0.84149597,1.77608844,0.01308550,1.27088169
-5.53776888,4.00954689,0.00457571,0.56574207,0.58498584,0.44016806,0.86077381,1.82016745,0.01287691,1.27511415
-5.53176588,4.08222129,0.00414038,0.58952234,0.58909673,0.44605896,0.87901582,1.86341211,0.01267708,1.28041219
-5.52576288,4.15478342,0.00372661,0.61336008,0.59371456,0.45219515,0.89619267,1.90558384,0.01248582,1.28689371
-5.51975988,4.22683984,0.00333738,0.63713074,0.59883044,0.45854989,0.91225495,1.94638619,0.01230171,1.29457896
-5.51375688,4.29779617,0.00297486,0.66067395,0.60439164,0.46506937,0.92712834,1.98546560,0.01212229,1.30339023
-5.50775388,4.36686340,0.00264042,0.68379176,0.61030248,0.47167456,0.94071026,2.02241520,0.01194424,1.31315575
-5.50175088,4.43307362,0.00233468,0.70624875,0.61642698,0.47826433,0.95286833,2.05678175,0.01176361,1.32361746
-5.49574787,4.49530487,0.00205761,0.72777418,0.62259325,0.48471960,0.96344084,2.08807566,0.01157608,1.33444238
-5.48974487,4.55231423,0.00180860,0.74806616,0.62859939,0.49090826,0.97223934,2.11578365,0.01137720,1.34523688
-5.48374187,4.60277792,0.00158656,0.76679800,0.63422075,0.49669076,0.97905333,2.13938391,0.01116271,1.35556327
-5.47773887,4.64533695,0.00139004,0.78362635,0.63921802,0.50192598,0.98365694,2.15836294,0.01092869,1.36495795
-5.47173587,4.67864622,0.00121728,0.79820108,0.64334616,0.50647716,0.98581730,2.17223357,0.01067182,1.37295019
-5.46573287,4.70142516,0.00106636,0.81017635,0.64636335,0.51021754,0.98530422,2.18055326,0.01038956,1.37908081
-5.45972986,4.71250762,0.00093522,0.81922255,0.64804005,0.51303552,0.98190076,2.18294198,0.01008024,1.38291998
-5.45372686,4.71088881,0.00082180,0.82503846,0.64816741,0.51483903,0.97541405,2.17909879,0.00974315,1.38408330
-5.44772386,4.69576706,0.00072404,0.82736308,0.64656497,0.51555900,0.96568588,2.16881624,0.00937858,1.38224568
-5.44172086,4.66657874,0.00063997,0.82598663,0.64308720,0.51515168,0.95260246,2.15199190,0.00898777,1.37715240
-5.43571786,4.62302452,0.00056773,0.82076009,0.63762869,0.51359983,0.93610281,2.12863647,0.00857291,1.36862705
-5.42971486,4.56508583,0.00050562,0.81160278,0.63012786,0.51091263,0.91618534,2.09887788,0.00813695,1.35657617
-5.42371186,4.49303088,0.00045209,0.79850775,0.62056896,0.50712456,0.89291219,2.06296105,0.00768357,1.34099050
-5.41770885,4.40740988,0.00040577,0.78154441,0.60898246,0.50229307,0.86641124,2.02124341,0.00721695,1.32194296
-5.41170585,4.30903975,0.00036544,0.76085859,0.59544381,0.49649543,0.83687541,1.97418608,0.00674165,1.29958370
-5.40570285,4.19897916,0.00033008,0.73666969,0.58007067,0.48982478,0.80455955,1.92234118,0.00626243,1.27413240
-5.39969985,4.07849501,0.00029882,0.70926527,0.56301874,0.48238571,0.76977482,1.86633572,0.00578407,1.24586852
-5.39369685,3.94902198,0.00027093,0.67899326,0.54447656,0.47428958,0.73288102,1.80685282,0.00531126,1.21511985
-5.38769385,3.81211710,0.00024583,0.64625207,0.52465929,0.46564971,0.69427709,1.74461102,0.00484841,1.18225006
-5.38169085,3.66941130,0.00022305,0.61147924,0.50380201,0.45657689,0.65439033,1.68034269,0.00439956,1.14764569
-5.37568784,3.52256027,0.00020221,0.57513886,0.48215258,0.44717524,0.61366476,1.61477248,0.00396827,1.11170341
-5.36968484,3.37319660,0.00018302,0.53770869,0.45996456,0.43753871,0.57254919,1.54859663,0.00355759,1.07481772
-5.36368184,3.22288526,0.00016529,0.49966711,0.43749030,0.42774829,0.53148545,1.48246432,0.00316998,1.03736987
-5.35767884,3.07308419,0.00014885,0.46148077,0.41497449,0.41787012,0.49089731,1.41696151,0.00280729,0.99971814
-5.35167584,2.92511134,0.00013359,0.42359320,0.39264843,0.40795444,0.45118052,1.35259813,0.00247080,0.96218992
-5.34567284,2.78011926,0.00011943,0.38641485,0.37072504,0.39803554,0.41269417,1.28979898,0.00216122,0.92507564
-5.33966983,2.63907772,0.00010631,0.35031485,0.34939489,0.38813249,0.37575382,1.22889857,0.00187872,0.88862470
-5.33366683,2.50276472,0.00009418,0.31561471,0.32882316,0.37825066,0.34062644,1.17013993,0.00162301,0.85304328
-5.32766383,2.37176544,0.00008303,0.28258401,0.30914767,0.36838391,0.30752719,1.11367727,0.00139339,0.81849403
-5.32166083,2.24647862,0.00007280,0.25143817,0.29047780,0.35851723,0.27661813,1.05958207,0.00118880,0.78509737
-5.31565783,2.12712938,0.00006349,0.22233807,0.27289444,0.34862972,0.24800866,1.00785209,0.00100793,0.75293409
-5.30965483,2.01378730,0.00005505,0.19539149,0.25645068,0.33869770,0.22175753,0.95842269,0.00084924,0.72204913
-5.30365183,1.90638841,0.00004745,0.17065607,0.24117322,0.32869774,0.19787622,0.91117970,0.00071106,0.69245603
-5.29764882,1.80475965,0.00004066,0.14814349,0.22706436,0.31860957,0.17633341,0.86597310,0.00059165,0.66414193
-5.29164582,1.70864442,0.00003462,0.12782464,0.21410449,0.30841851,0.15706023,0.82263083,0.00048920,0.63707270
-5.28564282,1.61772784,0.00002930,0.10963543,0.20225478,0.29811753,0.13995607,0.78097192,0.00040196,0.61119796
-5.27963982,1.53166068,0.00002463,0.09348289,0.19146013,0.28770873,0.12489469,0.74081843,0.00032821,0.58645588
-5.27363682,1.45008088,0.00002058,0.07925142,0.18165222,0.27720421,0.11173024,0.70200568,0.00026631,0.56277748
-5.26763382,1.37263203,0.00001708,0.06680879,0.17275249,0.26662634,0.10030317,0.66439049,0.00021473,0.54009041
-5.26163082,1.29897835,0.00001408,0.05601186,0.16467506,0.25600744,0.09044575,0.62785709,0.00017205,0.51832207
-5.25562781,1.22881587,0.00001153,0.04671166,0.15732948,0.24538898,0.08198709,0.59232077,0.00013699,0.49740214
-5.24962481,1.16187994,0.00000938,0.03875794,0.15062337,0.23482022,0.07475753,0.55772927,0.00010839,0.47726450
-5.24362181,1.09794927,0.00000758,0.03200295,0.14446468,0.22435659,0.06859239,0.52406214,0.00008522,0.45784862
-5.23761881,1.03684671,0.00000609,0.02630450,0.13876387,0.21405772,0.06333511,0.49132829,0.00006659,0.43910042
-5.23161581,0.97843755,0.00000486,0.02152839,0.13343575,0.20398540,0.05883961,0.45956213,0.00005172,0.42097283
-5.22561281,0.92262555,0.00000385,0.01755003,0.12840101,0.19420139,0.05497210,0.42881871,0.00003992,0.40342592
-5.21960980,0.86934755,0.00000304,0.01425560,0.12358763,0.18476535,0.05161228,0.39916815,0.00003065,0.38642683
-5.21360680,0.81856707,0.00000238,0.01154253,0.11893183,0.17573281,0.04865403,0.37068991,0.00002341,0.36994948
-5.20760380,0.77026742,0.00000187,0.00931966,0.11437890,0.16715339,0.04600557,0.34346707,0.00001782,0.35397414
-5.20160080,0.72444488,0.00000146,0.00750696,0.10988366,0.15906925,0.04358931,0.31758111,0.00001355,0.33848683
-5.19559780,0.68110216,0.00000116,0.00603497,0.10541067,0.15151378,0.04134136,0.29310734,0.00001034,0.32347862
-5.18959480,0.64024262,0.00000093,0.00484410,0.10093419,0.14451063,0.03921074,0.27011111,0.00000799,0.30894483
-5.18359180,0.60186528,0.00000078,0.00388376,0.09643785,0.13807304,0.03715843,0.24864507,0.00000634,0.29488412
-5.17758879,0.56596094,0.00000069,0.00311140,0.09191412,0.13220354,0.03515628,0.22874743,0.00000528,0.28129753
-5.17158579,0.53250934,0.00000067,0.00249161,0.08736350,0.12689393,0.03318578,0.21044118,0.00000474,0.26818745
-5.16558279,0.50147744,0.00000070,0.00199514,0.08279360,0.12212560,0.03123688,0.19373434,0.00000468,0.25555658
-5.15957979,0.47281888,0.00000081,0.00159806,0.07821801,0.11787013,0.02930667,0.17862107,0.00000510,0.24340691
-5.15357679,0.44647439,0.00000100,0.00128094,0.07365512,0.11409025,0.02739822,0.16508350,0.00000604,0.23173877
-5.14757379,0.42237326,0.00000128,0.00102812,0.06912684,0.11074096,0.02551934,0.15309416,0.00000757,0.22055004
-5.14157079,0.40043561,0.00000168,0.00082710,0.06465737,0.10777106,0.02368154,0.14261890,0.00000980,0.20983552
-5.13556778,0.38057543,0.00000222,0.00066796,0.06027198,0.10512468,0.02189900,0.13362006,0.00001289,0.19958654
-5.12956478,0.36270422,0.00000295,0.00054290,0.05599588,0.10274320,0.02018766,0.12605970,0.00001705,0.18979092
-5.12356178,0.34673499,0.00000391,0.00044587,0.05185327,0.10056711,0.01856451,0.11990291,0.00002254,0.18043312
-5.11755878,0.33258661,0.00000515,0.00037226,0.04786653,0.09853806,0.01704688,0.11512075,0.00002968,0.17149483
-5.11155578,0.32018803,0.00000675,0.00031863,0.04405557,0.09660089,0.01565198,0.11169297,0.00003888,0.16295578
-5.10555278,0.30948250,0.00000879,0.00028254,0.04043744,0.09470556,0.01439646,0.10961015,0.00005061,0.15479484
-5.09954977,0.30043123,0.00001136,0.00026237,0.03702612,0.09280901,0.01329617,0.10887528,0.00006544,0.14699136
-5.09354677,0.29301654,0.00001459,0.00025725,0.03383249,0.09087679,0.01236599,0.10950464,0.00008403,0.13952661
-5.08754377,0.28724415,0.00001861,0.00026693,0.03086450,0.08888448,0.01161972,0.11152783,0.00010714,0.13238530
-5.08154077,0.28314445,0.00002356,0.00029179,0.02812747,0.08681871,0.01107015,0.11498705,0.00013564,0.12555709
-5.07553777,0.28077272,0.00002961,0.00033274,0.02562455,0.08467795,0.01072905,0.11993546,0.00017049,0.11903796
-5.06953477,0.28020800,0.00003695,0.00039125,0.02335724,0.08247278,0.01060737,0.12643475,0.00021276,0.11283142
-5.06353177,0.28155081,0.00004578,0.00046933,0.02132599,0.08022588,0.01071532,0.13455182,0.00026361,0.10694946
-5.05752876,0.28491958,0.00005632,0.00056950,0.01953081,0.07797155,0.01106261,0.14435483,0.00032427,0.10141322
-5.05152576,0.29044600,0.00006878,0.00069484,0.01797189,0.07575488,0.01165859,0.15590862,0.00039602,0.09625332
-5.04552276,0.29826933,0.00008340,0.00084897,0.01665023,0.07363060,0.01251250,0.16926964,0.00048018,0.09150992
-5.03951976,0.30853002,0.00010039,0.00103606,0.01556813,0.07166159,0.01363359,0.18448070,0.00057803,0.08723240
-5.03351676,0.32136281,0.00011998,0.00126082,0.01472975,0.06991728,0.01503137,0.20156561,0.00069084,0.08347884
-5.02751376,0.33688971,0.00014237,0.00152853,0.01414147,0.06847175,0.01671580,0.22052401,0.00081973,0.08031522
-5.02151076,0.35521308,0.00016772,0.00184497,0.01381228,0.06740190,0.01869741,0.24132670,0.00096568,0.07781451
-5.01550775,0.37640923,0.00019616,0.00221647,0.01375402,0.06678550,0.02098753,0.26391153,0.00112945,0.07605551
-5.00950475,0.40052280,0.00022778,0.00264980,0.01398155,0.06669936,0.02359841,0.28818022,0.00131151,0.07512178
-5.00350175,0.42756222,0.00026260,0.00315218,0.01451282,0.06721760,0.02654337,0.31399634,0.00151198,0.07510039
-4.99749875,0.45749641,0.00030056,0.00373118,0.01536885,0.06841007,0.02983688,0.34118443,0.00173057,0.07608073
-4.99149575,0.49025298,0.00034154,0.00439466,0.01657362,0.07034095,0.03349467,0.36953060,0.00196654,0.07815329
-4.98549275,0.52571788,0.00038533,0.00515060,0.01815379,0.07306760,0.03753366,0.39878445,0.00221864,0.08140844
-4.97948974,0.56373654,0.00043160,0.00600703,0.02013838,0.07663956,0.04197189,0.42866256,0.00248508,0.08593515
-4.97348674,0.60411639,0.00047996,0.00697185,0.02255823,0.08109773,0.04682833,0.45885316,0.00276353,0.09181961
-4.96748374,0.64663057,0.00052991,0.00805261,0.02544535,0.08647375,0.05212250,0.48902222,0.00305111,0.09914377
-4.96148074,0.69102253,0.00058085,0.00925629,0.02883211,0.09278949,0.05787396,0.51882035,0.00334442,0.10798362
-4.95547774,0.73701131,0.00063212,0.01058907,0.03275026,0.10005654,0.06410165,0.54789067,0.00363961,0.11840723
-4.94947474,0.78429701,0.00068297,0.01205604,0.03722975,0.10827586,0.07082290,0.57587703,0.00393241,0.13047260
-4.94347174,0.83256623,0.00073262,0.01366090,0.04229746,0.11743734,0.07805239,0.60243238,0.00421826,0.14422500
-4.93746873,0.88149699,0.00078023,0.01540561,0.04797569,0.12751931,0.08580080,0.62722708,0.00449239,0.15969424
-4.93146573,0.93076300,0.00082496,0.01729010,0.05428060,0.13848809,0.09407331,0.64995651,0.00474997,0.17689144
-4.92546273,0.98003690,0.00086600,0.01931190,0.06122057,0.15029740,0.10286800,0.67034805,0.00498627,0.19580580
-4.91945973,1.02899246,0.00090255,0.02146587,0.06879449,0.16288776,0.11217410,0.68816684,0.00519673,0.21640109
-4.91345673,1.07730562,0.00093389,0.02374391,0.07699018,0.17618598,0.12197031,0.70322029,0.00537719,0.23861243
-4.90745373,1.12465447,0.00095938,0.02613469,0.08578287,0.19010460,0.13222319,0.71536121,0.00552396,0.26234312
-4.90145073,1.17071842,0.00097849,0.02862354,0.09513391,0.20454161,0.14288571,0.72448935,0.00563400,0.28746213
-4.89544772,1.21517683,0.00099081,0.03119238,0.10498990,0.21938032,0.15389616,0.73055154,0.00570499,0.31380223
-4.88944472,1.25770749,0.00099608,0.03381972,0.11528206,0.23448972,0.16517748,0.73354038,0.00573541,0.34115911
-4.88344172,1.29798545,0.00099418,0.03648086,0.12592628,0.24972515,0.17663706,0.73349173,0.00572463,0.36929178
-4.87743872,1.33568264,0.00098517,0.03914816,0.13682365,0.26492970,0.18816728,0.73048117,0.00567289,0.39792430
-4.87143572,1.37046876,0.00096923,0.04179153,0.14786167,0.27993613,0.19964658,0.72461971,0.00558134,0.42674921
-4.86543272,1.40201387,0.00094669,0.04437898,0.15891617,0.29456964,0.21094149,0.71604905,0.00545195,0.45543258
-4.85942971,1.42999305,0.00091804,0.04687740,0.16985391,0.30865122,0.22190919,0.70493661,0.00528750,0.48362084
-4.85342671,1.45409319,0.00088387,0.04925340,0.18053584,0.32200183,0.23240094,0.69147073,0.00509144,0.51094925
-4.84742371,1.47402212,0.00084485,0.05147432,0.19082098,0.33444726,0.24226608,0.67585613,0.00486783,0.53705180
-4.84142071,1.48951980,0.00080176,0.05350930,0.20057085,0.34582338,0.25135656,0.65831001,0.00462114,0.56157251
-4.83541771,1.50037132,0.00075541,0.05533041,0.20965419,0.35598193,0.25953189,0.63905871,0.00435620,0.58417740
-4.82941471,1.50642117,0.00070662,0.05691378,0.21795200,0.36479638,0.26666422,0.61833529,0.00407801,0.60456705
-4.82341171,1.50758817,0.00065624,0.05824075,0.22536256,0.37216778,0.27264338,0.59637773,0.00379164,0.62248899
-4.81740870,1.50388026,0.00060507,0.05929885,0.23180623,0.37803021,0.27738174,0.57342797,0.00350208,0.63774953
-4.81140570,1.49540824,0.00055389,0.06008280,0.23722995,0.38235563,0.28081850,0.54973156,0.00321419,0.65022436
-4.80540270,1.48239769,0.00050340,0.06059523,0.24161105,0.38515785,0.28292327,0.52553779,0.00293255,0.65986737
-4.79939970,1.46519812,0.00045423,0.06084729,0.24496033,0.38649532,0.28369884,0.50110015,0.00266148,0.66671724
-4.79339670,1.44428862,0.00040693,0.06085901,0.24732417,0.38647246,0.28318277,0.47667698,0.00240494,0.67090132
-4.78739370,1.42027937,0.00036194,0.06065939,0.24878548,0.38523959,0.28144785,0.45253204,0.00216658,0.67263640
-4.78139070,1.39390852,0.00031961,0.06028631,0.24946355,0.38299097,0.27860130,0.42893493,0.00194973,0.67222631
-4.77538769,1.36603424,0.00028022,0.05978612,0.24951261,0.37996130,0.27478271,0.40616116,0.00175743,0.67005606
-4.76938469,1.33762189,0.00024394,0.05921303,0.24911917,0.37642044,0.27016080,0.38449177,0.00159254,0.66658281
-4.76338169,1.30972657,0.00021084,0.05862825,0.24849822,0.37266654,0.26492898,0.36421250,0.00145774,0.66232372
-4.75737869,1.28347141,0.00018095,0.05809894,0.24788833,0.36901791,0.25930013,0.34561231,0.00135569,0.65784118
-4.75137569,1.26002238,0.00015421,0.05769701,0.24754589,0.36580365,0.25350051,0.32898143,0.00128905,0.65372578
-4.74537269,1.24056030,0.00013051,0.05749771,0.24773854,0.36335358,0.24776322,0.31460884,0.00126061,0.65057784
-4.73936968,1.22625111,0.00010971,0.05757828,0.24873820,0.36198774,0.24232143,0.30277922,0.00127333,0.64898794
-4.73336668,1.21821536,0.00009162,0.05801633,0.25081367,0.36200584,0.23740159,0.29376950,0.00133040,0.64951736
-4.72736368,1.21749794,0.00007603,0.05888834,0.25422326,0.36367714,0.23321695,0.28784495,0.00143531,0.65267913
-4.72136068,1.22503910,0.00006273,0.06026813,0.25920756,0.36723110,0.22996158,0.28525493,0.00159180,0.65892041
-4.71535768,1.24164762,0.00005150,0.06222525,0.26598251,0.37284918,0.22780507,0.28622834,0.00180388,0.66860688
-4.70935468,1.26797697,0.00004210,0.06482354,0.27473306,0.38065812,0.22688821,0.29096875,0.00207573,0.68200970
-4.70335168,1.30450511,0.00003434,0.06811963,0.28560752,0.39072498,0.22731953,0.29964933,0.00241165,0.69929559
-4.69734867,1.35151830,0.00002799,0.07216152,0.29871267,0.40305404,0.22917303,0.31240750,0.00281588,0.72052017
-4.69134567,1.40909935,0.00002288,0.07698723,0.31410980,0.41758576,0.23248689,0.32933946,0.00329244,0.74562506
-4.68534267,1.47712038,0.00001883,0.08262346,0.33181168,0.43419776,0.23726330,0.35049456,0.00384494,0.77443837
-4.67933967,1.55523995,0.00001569,0.08908436,0.35178051,0.45270773,0.24346919,0.37586975,0.00447633,0.80667884
-4.67333667,1.64290464,0.00001332,0.09637035,0.37392681,0.47287818,0.25103789,0.40540398,0.00518865,0.84196312
-4.66733367,1.73935455,0.00001159,0.10446704,0.39810931,0.49442271,0.25987139,0.43897302,0.00598276,0.87981591
-4.66133067,1.84363264,0.00001040,0.11334426,0.42413578,0.51701364,0.26984332,0.47638474,0.00685809,0.91968247
-4.65532766,1.95459743,0.00000966,0.12295526,0.45176480,0.54029058,0.28080216,0.51737509,0.00781239,0.96094300
-4.64932466,2.07093882,0.00000928,0.13323613,0.48070843,0.56386960,0.29257488,0.56160519,0.00884149,1.00292825
-4.64332166,2.19119665,0.00000921,0.14410550,0.51063575,0.58735271,0.30497057,0.60865985,0.00993918,1.04493584
