energy_ev,total_up,Au_p_up,Au_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,2.95872737,0.33092151,2.24205535,0.31791684,0.00000000,0.01529733,0.17542516
-5.99399700,2.91327838,0.32674461,2.21396062,0.31677000,0.00000000,0.01499842,0.16668018
-5.98799400,2.86774521,0.32196293,2.18544750,0.31544857,0.00000000,0.01474157,0.15908306
-5.98199100,2.82280425,0.31663207,2.15713248,0.31396729,0.00000000,0.01452712,0.15258067
-5.97598799,2.77914953,0.31082212,2.12964050,0.31235068,0.00000000,0.01435507,0.14711159
-5.96998499,2.73748452,0.30461683,2.10359582,0.31063334,0.00000000,0.01422521,0.14260837
-5.96398199,2.69851160,0.29811233,2.07961176,0.30885959,0.00000000,0.01413721,0.13899961
-5.95797899,2.66291946,0.29141514,2.05827940,0.30708225,0.00000000,0.01409073,0.13621159
-5.95197599,2.63136855,0.28463967,2.04015570,0.30536091,0.00000000,0.01408547,0.13416970
-5.94597299,2.60447542,0.27790531,2.02575108,0.30375940,0.00000000,0.01412123,0.13279964
-5.93996998,2.58279618,0.27133320,2.01551699,0.30234297,0.00000000,0.01419789,0.13202833
-5.93396698,2.56681002,0.26504284,2.00983395,0.30117509,0.00000000,0.01431546,0.13178468
-5.92796398,2.55690338,0.25914866,2.00900025,0.30031407,0.00000000,0.01447397,0.13200021
-5.92196098,2.55335545,0.25375673,2.01322203,0.29980982,0.00000000,0.01467348,0.13260957
-5.91595798,2.55632593,0.24896171,2.02260512,0.29970082,0.00000000,0.01491397,0.13355086
-5.90995498,2.56584539,0.24484426,2.03714899,0.30001151,0.00000000,0.01519523,0.13476597
-5.90395198,2.58180923,0.24146888,2.05674338,0.30075030,0.00000000,0.01551679,0.13620078
-5.89794897,2.60397542,0.23888245,2.08116783,0.30190825,0.00000000,0.01587781,0.13780528
-5.89194597,2.63196652,0.23711335,2.11009446,0.30345867,0.00000000,0.01627695,0.13953362
-5.88594297,2.66527627,0.23617134,2.14309405,0.30535751,0.00000000,0.01671231,0.14134413
-5.87993997,2.70328066,0.23604813,2.17964566,0.30754471,0.00000000,0.01718133,0.14319922
-5.87393697,2.74525343,0.23671864,2.21914945,0.30994640,0.00000000,0.01768080,0.14506526
-5.86793397,2.79038570,0.23814289,2.26094279,0.31247787,0.00000000,0.01820676,0.14691244
-5.86193097,2.83780920,0.24026844,2.30431892,0.31504728,0.00000000,0.01875460,0.14871456
-5.85592796,2.88662239,0.24303331,2.34854804,0.31755985,0.00000000,0.01931907,0.15044884
-5.84992496,2.93591872,0.24636923,2.39289991,0.31992237,0.00000000,0.01989442,0.15209572
-5.84392196,2.98481596,0.25020507,2.43666729,0.32204789,0.00000000,0.02047449,0.15363867
-5.83791896,3.03248563,0.25447037,2.47918953,0.32386034,0.00000000,0.02105289,0.15506405
-5.83191596,3.07818131,0.25909873,2.51987516,0.32529880,0.00000000,0.02162322,0.15636101
-5.82591296,3.12126482,0.26403110,2.55822280,0.32632137,0.00000000,0.02217925,0.15752135
-5.81990995,3.16122904,0.26921852,2.59383941,0.32690825,0.00000000,0.02271513,0.15853956
-5.81390695,3.19771647,0.27462454,2.62645509,0.32706411,0.00000000,0.02322565,0.15941276
-5.80790395,3.23053265,0.28022693,2.65593371,0.32681938,0.00000000,0.02370639,0.16014072
-5.80190095,3.25965371,0.28601882,2.68227877,0.32623057,0.00000000,0.02415390,0.16072589
-5.79589795,3.28522768,0.29200897,2.70563427,0.32537951,0.00000000,0.02456584,0.16117339
-5.78989495,3.30756926,0.29822138,2.72628020,0.32437151,0.00000000,0.02494106,0.16149098
-5.78389195,3.32714827,0.30469413,2.74462280,0.32333250,0.00000000,0.02527964,0.16168900
-5.77788894,3.34457187,0.31147739,2.76117991,0.32240525,0.00000000,0.02558281,0.16178023
-5.77188594,3.36056142,0.31863093,2.77656172,0.32174488,0.00000000,0.02585293,0.16177971
-5.76588294,3.37592460,0.32622091,2.79144776,0.32151364,0.00000000,0.02609331,0.16170446
-5.75987994,3.39152392,0.33431636,2.80656093,0.32187535,0.00000000,0.02630799,0.16157312
-5.75387694,3.40824280,0.34298527,2.82263937,0.32298961,0.00000000,0.02650156,0.16140556
-5.74787394,3.42695048,0.35229058,2.84040756,0.32500599,0.00000000,0.02667884,0.16122239
-5.74187094,3.44846713,0.36228622,2.86054744,0.32805844,0.00000000,0.02684465,0.16104446
-5.73586793,3.47353046,0.37301330,2.88367079,0.33226010,0.00000000,0.02700348,0.16089226
-5.72986493,3.50276508,0.38449673,2.91029390,0.33769871,0.00000000,0.02715930,0.16078544
-5.72386193,3.53665580,0.39674228,2.94081541,0.34443279,0.00000000,0.02731528,0.16074216
-5.71785893,3.57552571,0.40973428,2.97549818,0.35248865,0.00000000,0.02747362,0.16077864
-5.71185593,3.61951990,0.42343417,3.01445582,0.36185845,0.00000000,0.02763545,0.16090866
-5.70585293,3.66859544,0.43777965,3.05764423,0.37249925,0.00000000,0.02780074,0.16114308
-5.69984992,3.72251761,0.45268489,3.10485862,0.38433312,0.00000000,0.02796834,0.16148958
-5.69384692,3.78086290,0.46804146,3.15573591,0.39724838,0.00000000,0.02813603,0.16195231
-5.68784392,3.84302822,0.48372014,3.20976237,0.41110172,0.00000000,0.02830067,0.16253181
-5.68184092,3.90824619,0.49957344,3.26628645,0.42572134,0.00000000,0.02845839,0.16322484
-5.67583792,3.97560585,0.51543895,3.32453598,0.44091094,0.00000000,0.02860484,0.16402450
-5.66983492,4.04407822,0.53114306,3.38363959,0.45645433,0.00000000,0.02873542,0.16492036
