energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.41170585,1.62878581,0.06526870,0.07860560,0.10706173,0.05273420,0.58002770,0.33186734,0.33505998
-5.40570285,1.74371754,0.06901542,0.08356197,0.11743915,0.05662894,0.62522325,0.35692429,0.35504733
-5.39969985,1.86078126,0.07255063,0.08854866,0.12864953,0.06056075,0.67168415,0.38272533,0.37518664
-5.39369685,1.97909649,0.07582322,0.09354088,0.14069829,0.06450149,0.71911182,0.40920160,0.39526305
-5.38769385,2.09784631,0.07878578,0.09852018,0.15359025,0.06842335,0.76721430,0.43630245,0.41508914
-5.38169085,2.21628557,0.08139593,0.10347467,0.16732785,0.07229909,0.81570886,0.46399624,0.43450674
-5.37568784,2.33374635,0.08361750,0.10839890,0.18190909,0.07610232,0.86432398,0.49227011,0.45338801
-5.36968484,2.44964026,0.08542153,0.11329351,0.19732538,0.07980768,0.91280075,0.52112864,0.47163542
-5.36368184,2.56345738,0.08678712,0.11816452,0.21355937,0.08339094,0.96089339,0.55059136,0.48918078
-5.35767884,2.67476209,0.08770203,0.12302246,0.23058279,0.08682909,1.00836920,0.58068919,0.50598334
-5.35167584,2.78318567,0.08816299,0.12788111,0.24835455,0.09010037,1.05500773,0.61145975,0.52202681
-5.34567284,2.88841641,0.08817581,0.13275617,0.26681903,0.09318425,1.10059945,0.64294192,0.53731556
-5.33966983,2.99018754,0.08775515,0.13766377,0.28590493,0.09606140,1.14494398,0.67516961,0.55187014
-5.33366683,3.08826393,0.08692414,0.14261887,0.30552457,0.09871371,1.18784812,0.70816520,0.56572224
-5.32766383,3.18242821,0.08571362,0.14763375,0.32557396,0.10112424,1.22912386,0.74193278,0.57890931
-5.32166083,3.27246732,0.08416134,0.15271650,0.34593344,0.10327730,1.26858663,0.77645162,0.59146925
-5.31565783,3.35816028,0.08231089,0.15786973,0.36646931,0.10515847,1.30605400,0.81167010,0.60343515
-5.30965483,3.43926806,0.08021055,0.16308946,0.38703603,0.10675481,1.34134497,0.84750054,0.61483067
-5.30365183,3.51552631,0.07791213,0.16836434,0.40747932,0.10805500,1.37428010,0.88381501,0.62566601
-5.29764882,3.58664132,0.07546968,0.17367508,0.42763983,0.10904962,1.40468252,0.92044266,0.63593486
-5.29164582,3.65228982,0.07293832,0.17899437,0.44735734,0.10973142,1.43237989,0.95716855,0.64561245
-5.28564282,3.71212260,0.07037309,0.18428702,0.46647532,0.11009571,1.45720725,0.99373420,0.65465473
-5.27963982,3.76577184,0.06782792,0.18951058,0.48484555,0.11014068,1.47901074,1.02983998,0.66299892
-5.27363682,3.81286193,0.06535466,0.19461618,0.50233275,0.10986774,1.49765195,1.06514933,0.67056520
-5.26763382,3.85302318,0.06300233,0.19954981,0.51881873,0.10928190,1.51301272,1.09929462,0.67725957
-5.26163082,3.88590762,0.06081643,0.20425373,0.53420600,0.10839202,1.52500019,1.13188476,0.68297777
-5.25562781,3.91120611,0.05883838,0.20866818,0.54842054,0.10721101,1.53355164,1.16251403,0.68760996
-5.24962481,3.92866571,0.05710511,0.21273321,0.56141358,0.10575596,1.53863906,1.19077213,0.69104601
-5.24362181,3.93810626,0.05564870,0.21639056,0.57316214,0.10404816,1.54027283,1.21625493,0.69318103
-5.23761881,3.93943521,0.05449612,0.21958554,0.58366837,0.10211296,1.53850455,1.23857561,0.69392096
-5.23161581,3.93265966,0.05366899,0.22226885,0.59295764,0.09997951,1.53342854,1.25737582,0.69318777
-5.22561281,3.91789480,0.05318340,0.22439827,0.60107532,0.09768040,1.52518189,1.27233636,0.69092413
-5.21960980,3.89536814,0.05304970,0.22594005,0.60808253,0.09525111,1.51394298,1.28318704,0.68709717
-5.21360680,3.86541899,0.05327228,0.22687011,0.61405104,0.09272940,1.49992835,1.28971528,0.68170124
-5.20760380,3.82849303,0.05384944,0.22717483,0.61905744,0.09015453,1.48338798,1.29177314,0.67475942
-5.20160080,3.78513203,0.05477315,0.22685155,0.62317706,0.08756641,1.46459915,1.28928243,0.66632366
-5.19559780,3.73595898,0.05602889,0.22590858,0.62647788,0.08500472,1.44385894,1.28223768,0.65647368
-5.18959480,3.68165928,0.05759557,0.22436486,0.62901482,0.08250794,1.42147577,1.27070690,0.64531455
-5.18359180,3.62295866,0.05944543,0.22224927,0.63082480,0.08011239,1.39776030,1.25482992,0.63297309
-5.17758879,3.56059903,0.06154415,0.21959947,0.63192271,0.07785127,1.37301594,1.23481454,0.61959329
-5.17158579,3.49531308,0.06385106,0.21646048,0.63229889,0.07575380,1.34752951,1.21093047,0.60533109
-5.16558279,3.42779919,0.06631949,0.21288303,0.63191790,0.07384440,1.32156248,1.18350134,0.59034855
-5.15957979,3.35869756,0.06889739,0.20892163,0.63071908,0.07214196,1.29534300,1.15289523,0.57480799
-5.15357679,3.28856903,0.07152812,0.20463267,0.62861868,0.07065934,1.26905935,1.11951383,0.55886620
-5.14757379,3.21787739,0.07415144,0.20007236,0.62551358,0.06940289,1.24285490,1.08378101,0.54266916
-5.14157079,3.14697635,0.07670473,0.19529485,0.62128641,0.06837230,1.21682496,1.04613097,0.52634734
-5.13556778,3.07610157,0.07912441,0.19035055,0.61581185,0.06756051,1.19101566,1.00699670,0.51001208
-5.12956478,3.00536835,0.08134747,0.18528456,0.60896374,0.06695392,1.16542484,0.96679903,0.49375296
-5.12356178,2.93477504,0.08331309,0.18013557,0.60062265,0.06653272,1.14000506,0.92593680,0.47763637
-5.11755878,2.86421192,0.08496433,0.17493505,0.59068347,0.06627145,1.11466848,0.88477850,0.46170535
-5.11155578,2.79347518,0.08624974,0.16970684,0.57906269,0.06613973,1.08929342,0.84365555,0.44598055
-5.10555278,2.72228520,0.08712493,0.16446717,0.56570480,0.06610317,1.06373234,0.80285762,0.43046235
-5.09954977,2.65030822,0.08755386,0.15922508,0.55058765,0.06612433,1.03782083,0.76262981,0.41513381
-5.09354677,2.57718024,0.08751001,0.15398315,0.53372636,0.06616392,1.01138720,0.72317190,0.39996444
-5.08754377,2.50253202,0.08697719,0.14873855,0.51517561,0.06618192,0.98426219,0.68463940,0.38491438
-5.08154077,2.42601385,0.08595000,0.14348440,0.49503016,0.06613877,0.95628852,0.64714621,0.36993885
-5.07553777,2.34731893,0.08443402,0.13821112,0.47342362,0.06599663,0.92732967,0.61076877,0.35499257
-5.06953477,2.26620425,0.08244553,0.13290800,0.45052553,0.06572045,0.89727759,0.57555107,0.34003393
-5.06353177,2.18250804,0.08001092,0.12756469,0.42653692,0.06527899,0.86605905,0.54151052,0.32502869
-5.05752876,2.09616304,0.07716579,0.12217252,0.40168462,0.06464579,0.83364043,0.50864403,0.30995299
-5.05152576,2.00720510,0.07395375,0.11672575,0.37621451,0.06379984,0.80003061,0.47693405,0.29479569
-5.04552276,1.91577683,0.07042489,0.11122252,0.35038423,0.06272619,0.76528213,0.44635438,0.27955976
-5.03951976,1.82212639,0.06663428,0.10566554,0.32445557,0.06141622,0.72949044,0.41687524,0.26426288
-5.03351676,1.72660159,0.06264017,0.10006248,0.29868697,0.05986787,0.69279149,0.38846760,0.24893714
-5.02751376,1.62963985,0.05850228,0.09442603,0.27332641,0.05808549,0.65535768,0.36110657,0.23362801
-5.02151076,1.53175456,0.05428011,0.08877371,0.24860502,0.05607956,0.61739262,0.33477371,0.21839261
-5.01550775,1.43351876,0.05003135,0.08312735,0.22473168,0.05386624,0.57912471,0.30945841,0.20329745
-5.00950475,1.33554686,0.04581043,0.07751243,0.20188866,0.05146672,0.54080014,0.28515825,0.18841582
-5.00350175,1.23847545,0.04166738,0.07195715,0.18022852,0.04890641,0.50267538,0.26187854,0.17382494
-4.99749875,1.14294389,0.03764678,0.06649149,0.15987227,0.04621407,0.46500965,0.23963114,0.15960307
-4.99149575,1.04957575,0.03378710,0.06114609,0.14090875,0.04342087,0.42805764,0.21843280,0.14582663
-4.98549275,0.95896160,0.03012023,0.05595122,0.12339515,0.04055938,0.39206267,0.19830306,0.13256767
-4.97948974,0.87164390,0.02667133,0.05093582,0.10735852,0.03766259,0.35725062,0.17926212,0.11989159
-4.97348674,0.78810448,0.02345886,0.04612652,0.09279814,0.03476302,0.32382483,0.16132856,0.10785520
-4.96748374,0.70875473,0.02049483,0.04154693,0.07968855,0.03189182,0.29196191,0.14451734,0.09650538
-4.96148074,0.63392897,0.01778528,0.03721701,0.06798303,0.02907802,0.26180887,0.12883804,0.08587811
-4.95547774,0.56388077,0.01533088,0.03315267,0.05761738,0.02634794,0.23348126,0.11429343,0.07599801
-4.94947474,0.49878217,0.01312761,0.02936547,0.04851374,0.02372465,0.20706250,0.10087851,0.06687834
-4.94347174,0.43872577,0.01116749,0.02586264,0.04058443,0.02122767,0.18260428,0.08858002,0.05852143
-4.93746873,0.38372903,0.00943946,0.02264710,0.03373551,0.01887272,0.16012796,0.07737639,0.05091941
-4.93146573,0.33374083,0.00793009,0.01971776,0.02787010,0.01667170,0.13962676,0.06723812,0.04405527
-4.92546273,0.28864946,0.00662440,0.01706991,0.02289136,0.01463274,0.12106868,0.05812861,0.03790416
-4.91945973,0.24829201,0.00550656,0.01469567,0.01870498,0.01276038,0.10439998,0.05000522,0.03243477
-4.91345673,0.21246445,0.00456052,0.01258453,0.01522136,0.01105589,0.08954904,0.04282077,0.02761087
-4.90745373,0.18093216,0.00377065,0.01072400,0.01235722,0.00951755,0.07643040,0.03652508,0.02339285
-4.90145073,0.15344056,0.00312218,0.00910020,0.01003703,0.00814114,0.06494905,0.03106679,0.01973919
-4.89544772,0.12972541,0.00260165,0.00769847,0.00819387,0.00692034,0.05500447,0.02639515,0.01660790
-4.88944472,0.10952266,0.00219726,0.00650397,0.00677015,0.00584722,0.04649475,0.02246190,0.01395787
-4.88344172,0.09257764,0.00189910,0.00550228,0.00571796,0.00491266,0.03932034,0.01922310,0.01175002
-4.87743872,0.07865325,0.00169941,0.00467985,0.00499930,0.00410683,0.03338755,0.01664086,0.00994839
-4.87143572,0.06753736,0.00159265,0.00402452,0.00458609,0.00341960,0.02861174,0.01468502,0.00852099
-4.86543272,0.05904902,0.00157565,0.00352584,0.00446004,0.00284090,0.02492004,0.01333462,0.00744054
-4.85942971,0.05304369,0.00164759,0.00317547,0.00461248,0.00236107,0.02225376,0.01257924,0.00668504
-4.85342671,0.04941727,0.00180997,0.00296735,0.00504407,0.00197118,0.02057028,0.01242016,0.00623813
-4.84742371,0.04810903,0.00206660,0.00289792,0.00576442,0.00166320,0.01984459,0.01287123,0.00608941
-4.84142071,0.04910342,0.00242338,0.00296618,0.00679166,0.00143029,0.02007025,0.01395956,0.00623442
-4.83541771,0.05243059,0.00288821,0.00317376,0.00815195,0.00126691,0.02126005,0.01572585,0.00667465
-4.82941471,0.05816583,0.00347069,0.00352477,0.00987876,0.00116895,0.02344599,0.01822443,0.00741729
-4.82341171,0.06642762,0.00418184,0.00402574,0.01201217,0.00113382,0.02667896,0.02152293,0.00847480
-4.81740870,0.07737448,0.00503373,0.00468531,0.01459792,0.00116051,0.03102766,0.02570147,0.00986444
-4.81140570,0.09120042,0.00603908,0.00551396,0.01768622,0.00124957,0.03657720,0.03085146,0.01160749
-4.80540270,0.10812899,0.00721071,0.00652359,0.02133049,0.00140315,0.04342689,0.03707381,0.01372844
-4.79939970,0.12840603,0.00856104,0.00772704,0.02558574,0.00162489,0.05168759,0.04447668,0.01625392
-4.79339670,0.15229098,0.01010147,0.00913750,0.03050677,0.00191989,0.06147834,0.05317261,0.01921158
-4.78739370,0.18004686,0.01184171,0.01076792,0.03614612,0.00229456,0.07292245,0.06327509,0.02262876
-4.78139070,0.21192920,0.01378921,0.01263025,0.04255186,0.00275645,0.08614301,0.07489462,0.02653106
-4.77538769,0.24817387,0.01594843,0.01473478,0.04976512,0.00331409,0.10125778,0.08813422,0.03094091
-4.76938469,0.28898428,0.01832032,0.01708933,0.05781763,0.00397666,0.11837381,0.10308461,0.03587597
-4.76338169,0.33451815,0.02090175,0.01969851,0.06672912,0.00475378,0.13758159,0.11981904,0.04134762
-4.75737869,0.38487439,0.02368507,0.02256303,0.07650482,0.00565507,0.15894916,0.13838796,0.04735953
-4.75137569,0.44008043,0.02665788,0.02567902,0.08713317,0.00668983,0.18251613,0.15881382,0.05390626
-4.74537269,0.50008065,0.02980287,0.02903750,0.09858369,0.00786655,0.20828805,0.18108597,0.06097215
-4.73936968,0.56472632,0.03309791,0.03262396,0.11080536,0.00919244,0.23623119,0.20515620,0.06853035
-4.73336668,0.63376777,0.03651633,0.03641809,0.12372541,0.01067298,0.26626806,0.23093491,0.07654225
-4.72736368,0.70684908,0.04002745,0.04039377,0.13724878,0.01231139,0.29827387,0.25828823,0.08495721
-4.72136068,0.78350600,0.04359725,0.04451915,0.15125823,0.01410812,0.33207430,0.28703640,0.09371268
-4.71535768,0.86316722,0.04718933,0.04875707,0.16561526,0.01606047,0.36744456,0.31695350,0.10273479
-4.70935468,0.94515944,0.05076594,0.05306565,0.18016177,0.01816214,0.40411013,0.34776878,0.11193935
-4.70335168,1.02871618,0.05428922,0.05739910,0.19472259,0.02040295,0.44174920,0.37916958,0.12123325
-4.69734867,1.11299037,0.05772240,0.06170874,0.20910872,0.02276862,0.47999684,0.41080611,0.13051626
-4.69134567,1.19707041,0.06103114,0.06594419,0.22312127,0.02524070,0.51845095,0.44229778,0.13968321
-4.68534267,1.27999929,0.06418464,0.07005467,0.23655608,0.02779664,0.55667983,0.47324115,0.14862638
-4.67933967,1.36079626,0.06715676,0.07399038,0.24920869,0.03041001,0.59423124,0.50321936,0.15723811
-4.67333667,1.43848022,0.06992683,0.07770393,0.26087961,0.03305086,0.63064263,0.53181251,0.16541345
-4.66733367,1.51209402,0.07248026,0.08115171,0.27137977,0.03568628,0.66545223,0.55860901,0.17305289
-4.66133067,1.58072888,0.07480884,0.08429514,0.28053575,0.03828109,0.69821070,0.58321721,0.18006480
-4.65532766,1.64354772,0.07691064,0.08710182,0.28819476,0.04079864,0.72849278,0.60527700,0.18636779
-4.64932466,1.69980675,0.07878966,0.08954643,0.29422911,0.04320173,0.75590857,0.62447095,0.19189267
-4.64332166,1.74887430,0.08045511,0.09161144,0.29853996,0.04545363,0.78011397,0.64053443,0.19658395
-4.63731866,1.79024616,0.08192036,0.09328744,0.30106025,0.04751904,0.80081992,0.65326438,0.20040105
-4.63131566,1.82355685,0.08320170,0.09457333,0.30175661,0.04936517,0.81779996,0.66252627,0.20331879
-4.62531266,1.84858650,0.08431691,0.09547605,0.30063033,0.05096265,0.83089591,0.66825888,0.20532754
-4.61930965,1.86526293,0.08528375,0.09601019,0.29771713,0.05228640,0.84002133,0.67047681,0.20643278
-4.61330665,1.87365923,0.08611849,0.09619722,0.29308594,0.05331637,0.84516281,0.66927038,0.20665426
-4.60730365,1.87398677,0.08683447,0.09606457,0.28683665,0.05403809,0.84637884,0.66480305,0.20602471
-4.60130065,1.86658433,0.08744096,0.09564449,0.27909691,0.05444307,0.84379656,0.65730625,0.20458828
-4.59529765,1.85190376,0.08794226,0.09497288,0.27001824,0.05452894,0.83760633,0.64707205,0.20239870
-4.58929465,1.83049304,0.08833707,0.09408791,0.25977144,0.05429942,0.82805468,0.63444364,0.19951735
-4.58329165,1.80297736,0.08861839,0.09302882,0.24854161,0.05376410,0.81543565,0.61980431,0.19601126
-4.57728864,1.77003936,0.08877371,0.09183462,0.23652297,0.05293797,0.80008121,0.60356509,0.19195115
-4.57128564,1.73239908,0.08878564,0.09054296,0.22391362,0.05184090,0.78235090,0.58615177,0.18740968
-4.56528264,1.69079470,0.08863290,0.08918920,0.21091045,0.05049681,0.76262143,0.56799172,0.18245973
-4.55927964,1.64596449,0.08829159,0.08780554,0.19770448,0.04893295,0.74127635,0.54950104,0.17717314
-4.55327664,1.59863097,0.08773678,0.08642048,0.18447655,0.04717895,0.71869644,0.53107260,0.17161951
-4.54727364,1.54948725,0.08694413,0.08505844,0.17139377,0.04526595,0.69525102,0.51306543,0.16586543
-4.54127064,1.49918641,0.08589162,0.08373962,0.15860664,0.04322571,0.67129045,0.49579590,0.15997389
-4.53526763,1.44833357,0.08456121,0.08248010,0.14624691,0.04108978,0.64714020,0.47953094,0.15400402
-4.52926463,1.39748110,0.08294038,0.08129218,0.13442626,0.03888875,0.62309638,0.46448368,0.14801092
-4.52326163,1.34712661,0.08102339,0.08018488,0.12323579,0.03665160,0.59942302,0.45081153,0.14204583
-4.51725863,1.29771362,0.07881228,0.07916463,0.11274622,0.03440518,0.57635094,0.43861684,0.13615625
-4.51125563,1.24963462,0.07631748,0.07823613,0.10300880,0.03217381,0.55407818,0.42794996,0.13038626
-4.50525263,1.20323605,0.07355811,0.07740332,0.09405678,0.02997899,0.53277190,0.41881458,0.12477683
-4.49924962,1.15882492,0.07056187,0.07667041,0.08590737,0.02783929,0.51257143,0.41117512,0.11936612
-4.49324662,1.11667661,0.06736454,0.07604295,0.07856407,0.02577024,0.49359241,0.40496568,0.11418979
