energy_ev,total_up,Hf_p_up,Hf_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.81390695,1.88563733,0.98816591,0.92353668,0.00648778,1.05618994,0.02242385,0.14730358
-5.80790395,1.86250907,0.97551732,0.91548965,0.00642461,1.04509414,0.02252287,0.14396297
-5.80190095,1.82867858,0.95718680,0.90235609,0.00631790,1.02809837,0.02248813,0.13980040
-5.79589795,1.78476997,0.93354828,0.88436661,0.00616984,1.00552092,0.02232389,0.13487723
-5.78989495,1.73167392,0.90510910,0.86189020,0.00598347,0.97783295,0.02203847,0.12927407
-5.78389195,1.67051423,0.87249179,0.83542073,0.00576255,0.94564143,0.02164403,0.12308697
-5.77788894,1.60260782,0.83641269,0.80555945,0.00551143,0.90966800,0.02115618,0.11642341
-5.77188594,1.52941978,0.79765802,0.77299440,0.00523491,0.87072466,0.02059351,0.10939822
-5.76588294,1.45251540,0.75705847,0.73847743,0.00493812,0.82968720,0.01997706,0.10212957
-5.75987994,1.37351098,0.71546337,0.70279985,0.00462633,0.78746749,0.01932963,0.09473515
-5.75387694,1.29402525,0.67371534,0.66676767,0.00430479,0.74498566,0.01867515,0.08732876
-5.74787394,1.21563311,0.63262626,0.63117728,0.00397863,0.70314324,0.01803794,0.08001732
-5.74187094,1.13982321,0.59295548,0.59679244,0.00365269,0.66279793,0.01744201,0.07289838
-5.73586793,1.06796050,0.55539080,0.56432334,0.00333144,0.62474111,0.01691035,0.06605832
-5.72986493,1.00125489,0.52053278,0.53440833,0.00301888,0.58967841,0.01646428,0.05957108
-5.72386193,0.94073647,0.48888270,0.50759879,0.00271846,0.55821392,0.01612286,0.05349751
-5.71785893,0.88723780,0.46083436,0.48434752,0.00243308,0.53083840,0.01590235,0.04788529
-5.71185593,0.84138323,0.43666973,0.46500076,0.00216502,0.50792150,0.01581577,0.04276940
-5.70585293,0.80358523,0.41655841,0.44979398,0.00191598,0.48970806,0.01587252,0.03817303
-5.69984992,0.77404717,0.40056055,0.43885131,0.00168712,0.47631838,0.01607820,0.03410884
-5.69384692,0.75277225,0.38863317,0.43218854,0.00147905,0.46775215,0.01643439,0.03058050
-5.68784392,0.73957763,0.38063925,0.42971931,0.00129190,0.46389585,0.01693866,0.02758447
-5.68184092,0.73411345,0.37635935,0.43126433,0.00112543,0.46453318,0.01758462,0.02511186
-5.67583792,0.73588546,0.37550525,0.43656311,0.00097904,0.46935815,0.01836209,0.02315024
-5.66983492,0.74428097,0.37773514,0.44528798,0.00085185,0.47799036,0.01925743,0.02168545
-5.66383192,0.75859689,0.38266986,0.45705971,0.00074279,0.48999201,0.02025385,0.02070329
-5.65782891,0.77806932,0.38990977,0.47146456,0.00065068,0.50488633,0.02133194,0.02019089
-5.65182591,0.80190387,0.39905170,0.48807202,0.00057425,0.52217659,0.02247022,0.02013797
-5.64582291,0.82930573,0.40970557,0.50645290,0.00051221,0.54136563,0.02364575,0.02053762
-5.63981991,0.85950898,0.42151013,0.52619714,0.00046331,0.56197498,0.02483486,0.02138690
-5.63381691,0.89180412,0.43414752,0.54693090,0.00042637,0.58356338,0.02601383,0.02268700
-5.62781391,0.92556329,0.44735607,0.56833231,0.00040030,0.60574387,0.02715974,0.02444298
-5.62181091,0.96026216,0.46094097,0.59014543,0.00038412,0.62819922,0.02825114,0.02666326
-5.61580790,0.99549805,0.47478254,0.61219183,0.00037697,0.65069482,0.02926888,0.02935865
-5.60980490,1.03100344,0.48884169,0.63437927,0.00037812,0.67308883,0.03019672,0.03254107
-5.60380190,1.06665438,0.50316235,0.65670725,0.00038696,0.69533900,0.03102205,0.03622201
-5.59779890,1.10247330,0.51787061,0.67926882,0.00040299,0.71750568,0.03173634,0.04041076
-5.59179590,1.13862593,0.53317065,0.70224849,0.00042578,0.73975092,0.03233555,0.04511246
-5.58579290,1.17541215,0.54933727,0.72591621,0.00045499,0.76233324,0.03282043,0.05032607
-5.57978989,1.21325087,0.56670522,0.75061718,0.00049034,0.78559819,0.03319654,0.05604243
-5.57378689,1.25265910,0.58565554,0.77675779,0.00053153,0.80996467,0.03347420,0.06224234
-5.56778389,1.29422584,0.60659923,0.80478797,0.00057832,0.83590732,0.03366817,0.06889500
-5.56178089,1.33858149,0.62995875,0.83518037,0.00063040,0.86393544,0.03379722,0.07595667
-5.55577789,1.38636364,0.65614782,0.86840701,0.00068744,0.89456888,0.03388345,0.08336982
-5.54977489,1.43818059,0.68555024,0.90491418,0.00074905,0.92831192,0.03395147,0.09106284
-5.54377189,1.49457380,0.71849844,0.94509649,0.00081477,0.96562583,0.03402750,0.09895027
-5.53776888,1.55598076,0.75525256,0.98927112,0.00088404,1.00690120,0.03413823,0.10693367
-5.53176588,1.62269996,0.79598091,1.03765324,0.00095624,1.05243127,0.03430978,0.11490320
-5.52576288,1.69485927,0.84074257,1.09033375,0.00103062,1.10238716,0.03456649,0.12273971
-5.51975988,1.77238949,0.88947300,1.14726044,0.00110639,1.15679646,0.03492980,0.13031749
-5.51375688,1.85500427,0.94197336,1.20822351,0.00118265,1.21552600,0.03541726,0.13750750
-5.50775388,1.94218769,0.99790425,1.27284629,0.00125845,1.27826993,0.03604153,0.14418089
-5.50175088,2.03319032,1.05678423,1.34058198,0.00133279,1.34454392,0.03680968,0.15021285
-5.49574787,2.12703454,1.11799372,1.41071674,0.00140467,1.41368597,0.03772262,0.15548648
-5.48974487,2.22252914,1.18078414,1.48237954,0.00147304,1.48486432,0.03877482,0.15989658
-5.48374187,2.31829333,1.24429253,1.55455854,0.00153691,1.55709245,0.03995428,0.16335318
-5.47773887,2.41278940,1.30756121,1.62612382,0.00159533,1.62925087,0.04124280,0.16578469
-5.47173587,2.50436328,1.36956194,1.69585582,0.00164742,1.70011526,0.04261651,0.16714044
-5.46573287,2.59129153,1.42922410,1.76247850,0.00169240,1.76839001,0.04404667,0.16739261
-5.45972986,2.67183327,1.48546568,1.82469621,0.00172962,1.83274604,0.04550070,0.16653740
-5.45372686,2.74428503,1.53722621,1.88123284,0.00175857,1.89186150,0.04694347,0.16459544
-5.44772386,2.80703653,1.58350024,1.93087180,0.00177889,1.94446381,0.04833862,0.16161143
-5.44172086,2.85862509,1.62337020,1.97249525,0.00179042,1.98937135,0.04965011,0.15765306
-5.43571786,2.89778652,1.65603716,2.00512093,0.00179318,2.02553307,0.05084364,0.15280924
-5.42971486,2.92350045,1.68084840,2.02793520,0.00178740,2.05206434,0.05188810,0.14718790
-5.42371186,2.93502807,1.69732027,2.04032073,0.00177348,2.06827760,0.05275695,0.14091331
-5.41770885,2.93194077,1.70515572,2.04187787,0.00175206,2.07370621,0.05342924,0.13412319
-5.41170585,2.91413851,1.70425527,2.03243854,0.00172395,2.06812085,0.05389061,0.12696575
-5.40570285,2.88185700,1.69472125,2.01207235,0.00169017,2.05153732,0.05413381,0.11959678
-5.39969985,2.83566349,1.67685474,1.98108446,0.00165190,2.02421572,0.05415903,0.11217697
-5.39369685,2.77644133,1.65114559,1.94000537,0.00161050,1.98665085,0.05397383,0.10486950
-5.38769385,2.70536406,1.61825567,1.88957326,0.00156747,1.93955448,0.05359277,0.09783806
-5.38169085,2.62386010,1.57899625,1.83070949,0.00152444,1.88383010,0.05303672,0.09124531
-5.37568784,2.53356953,1.53430037,1.76448841,0.00148317,1.82054144,0.05233190,0.08525175
-5.36968484,2.43629497,1.48519147,1.69210296,0.00144550,1.75087617,0.05150872,0.08001502
-5.36368184,2.33394843,1.43274969,1.61482726,0.00141333,1.67610637,0.05060039,0.07568952
-5.35767884,2.22849644,1.37807716,1.53397806,0.00138865,1.59754745,0.04964150,0.07242626
-5.35167584,2.12190545,1.32226395,1.45087637,0.00137344,1.51651744,0.04866654,0.07037279
-5.34567284,2.01608970,1.26635596,1.36681091,0.00136973,1.43429805,0.04770850,0.06967310
-5.33966983,1.91286326,1.21132606,1.28300468,0.00137952,1.35209932,0.04679752,0.07046725
-5.33366683,1.81389777,1.15804964,1.20058578,0.00140481,1.27102892,0.04595981,0.07289072
-5.32766383,1.72068714,1.10728523,1.12056336,0.00144752,1.19206725,0.04521669,0.07707321
-5.32166083,1.63451987,1.05966094,1.04380934,0.00150951,1.11604897,0.04458391,0.08313682
-5.31565783,1.55645944,1.01566676,0.97104612,0.00159257,1.04365136,0.04407131,0.09119365
-5.30965483,1.48733272,0.97565283,0.90284039,0.00169833,0.97538944,0.04368269,0.10134261
-5.30365183,1.42772606,0.93983311,0.83960269,0.00182829,0.91161761,0.04341591,0.11366565
-5.29764882,1.37798837,0.90829405,0.78159228,0.00198375,0.85253724,0.04326335,0.12822344
-5.29164582,1.33824039,0.88100727,0.72892656,0.00216580,0.79820920,0.04321245,0.14505060
-5.28564282,1.30838897,0.85784535,0.68159426,0.00237526,0.74857054,0.04324651,0.16415085
-5.27963982,1.28814551,0.83859970,0.63947149,0.00261264,0.70345405,0.04334557,0.18549217
-5.27363682,1.27704723,0.82299940,0.60233960,0.00287814,0.66260963,0.04348733,0.20900246
-5.26763382,1.27448052,0.81073005,0.56990411,0.00317153,0.62572617,0.04364814,0.23456583
-5.26163082,1.27970533,0.80145161,0.54181366,0.00349224,0.59245318,0.04380396,0.26202008
-5.25562781,1.29188002,0.79481470,0.51767843,0.00383920,0.56242094,0.04393118,0.29115557
-5.24962481,1.31008616,0.79047458,0.49708727,0.00421095,0.53525864,0.04400747,0.32171578
-5.24362181,1.33335293,0.78810264,0.47962322,0.00460557,0.51060983,0.04401242,0.35339986
-5.23761881,1.36068093,0.78739517,0.46487702,0.00502071,0.48814493,0.04392810,0.38586729
-5.23161581,1.39106538,0.78807952,0.45245856,0.00545367,0.46757060,0.04373942,0.41874470
-5.22561281,1.42351884,0.78991798,0.44200614,0.00590141,0.44863605,0.04343447,0.45163481
-5.21960980,1.45709321,0.79270962,0.43319375,0.00636067,0.43113643,0.04300464,0.48412739
-5.21360680,1.49090139,0.79629070,0.42573643,0.00682805,0.41491380,0.04244469,0.51581179
-5.20760380,1.52413822,0.80053407,0.41939401,0.00730018,0.39985584,0.04175266,0.54629076
-5.20160080,1.55610066,0.80534816,0.41397343,0.00777380,0.38589305,0.04092981,0.57519502
-5.19559780,1.58620686,0.81067588,0.40932988,0.00824596,0.37299471,0.03998038,0.60219791
-5.18959480,1.61401366,0.81649386,0.40536693,0.00871417,0.36116419,0.03891139,0.62702956
-5.18359180,1.63923177,0.82281219,0.40203586,0.00917655,0.35043391,0.03773239,0.64948977
-5.17758879,1.66173810,0.82967463,0.39933429,0.00963195,0.34086031,0.03645512,0.66945906
-5.17158579,1.68158432,0.83715933,0.39730403,0.01008013,0.33251902,0.03509325,0.68690713
-5.16558279,1.69900083,0.84537971,0.39602832,0.01052180,0.32550051,0.03366203,0.70189830
-5.15957979,1.71439549,0.85448508,0.39562830,0.01095871,0.31990595,0.03217797,0.71459334
-5.15357679,1.72834644,0.86466070,0.39625861,0.01139360,0.31584360,0.03065844,0.72524754
-5.14757379,1.74158849,0.87612666,0.39810214,0.01183023,0.31342531,0.02912136,0.73420485
-5.14157079,1.75499311,0.88913523,0.40136379,0.01227319,0.31276327,0.02758480,0.74188808
-5.13556778,1.76954195,0.90396611,0.40626318,0.01272778,0.31396664,0.02606658,0.74878549
-5.12956478,1.78629435,0.92091955,0.41302648,0.01319980,0.31713804,0.02458391,0.75543406
-5.12356178,1.80634980,0.94030698,0.42187721,0.01369522,0.32236977,0.02315298,0.76240019
-5.11755878,1.83080618,0.96243931,0.43302646,0.01421989,0.32973969,0.02178859,0.77025835
-5.11155578,1.86071542,0.98761315,0.44666255,0.01477922,0.33930681,0.02050385,0.77956872
-5.10555278,1.89703811,1.01609535,0.46294051,0.01537775,0.35110657,0.01930978,0.79085452
-5.09954977,1.94059885,1.04810655,0.48197183,0.01601883,0.36514615,0.01821510,0.80458008
-5.09354677,1.99204428,1.08380433,0.50381485,0.01670430,0.38139975,0.01722604,0.82113059
-5.08754377,2.05180562,1.12326712,0.52846615,0.01743410,0.39980432,0.01634611,0.84079434
-5.08154077,2.12006749,1.16647938,0.55585356,0.01820613,0.42025590,0.01557614,0.86374817
-5.07553777,2.19674449,1.21331936,0.58583102,0.01901602,0.44260686,0.01491423,0.89004689
-5.06953477,2.28146689,1.26354985,0.61817580,0.01985705,0.46666428,0.01435588,0.91961704
-5.06353177,2.37357604,1.31681292,0.65258816,0.02072021,0.49218980,0.01389416,0.95225528
-5.05752876,2.47213027,1.37262898,0.68869375,0.02159431,0.51890089,0.01351999,0.98763146
-5.05152576,2.57592083,1.43040047,0.72604884,0.02246616,0.54647387,0.01322247,1.02529630
-5.04552276,2.68349773,1.48942025,0.76414802,0.02332099,0.57454842,0.01298926,1.06469329
-5.03951976,2.79320426,1.54888454,0.80243454,0.02414279,0.60273376,0.01280702,1.10517429
-5.03351676,2.90321907,1.60790990,0.84031260,0.02491483,0.63061600,0.01266186,1.14601826
-5.02751376,3.01160395,1.66555363,0.87716147,0.02562018,0.65776681,0.01253983,1.18645219
-5.02151076,3.11635565,1.72083691,0.91235069,0.02624230,0.68375271,0.01242735,1.22567361
-5.01550775,3.21545959,1.77276959,0.94525593,0.02676558,0.70814489,0.01231165,1.26287353
-5.00950475,3.30694354,1.82037588,0.97527489,0.02717589,0.73052913,0.01218114,1.29725923
-5.00350175,3.38892927,1.86271971,1.00184265,0.02746108,0.75051538,0.01202576,1.32807581
-4.99749875,3.45968046,1.89892903,1.02444590,0.02761140,0.76774677,0.01183721,1.35462607
-4.99149575,3.51764541,1.92821815,1.04263568,0.02761983,0.78190765,0.01160913,1.37628788
-4.98549275,3.56149321,1.94990729,1.05603811,0.02748231,0.79273054,0.01133722,1.39252878
-4.97948974,3.59014265,1.96343902,1.06436281,0.02719786,0.80000158,0.01101923,1.40291729
-4.97348674,3.60278337,1.96839090,1.06740893,0.02676860,0.80356465,0.01065492,1.40713104
-4.96748374,3.59888893,1.96448433,1.06506856,0.02619964,0.80332389,0.01024589,1.40496144
-4.96148074,3.57822207,1.95158945,1.05732759,0.02549885,0.79924465,0.00979543,1.39631518
-4.95547774,3.54083259,1.92972603,1.04426408,0.02467660,0.79135306,0.00930827,1.38121271
-4.94947474,3.48704824,1.89906083,1.02604438,0.02374540,0.77973419,0.00879026,1.35978401
-4.94347174,3.41745964,1.85990136,1.00291714,0.02271943,0.76452896,0.00824814,1.33226191
-4.93746873,3.33289989,1.81268675,0.97520560,0.02161413,0.74592999,0.00768917,1.29897354
-4.93146573,3.23441983,1.75797579,0.94329837,0.02044574,0.72417657,0.00712088,1.26033008
-4.92546273,3.12325990,1.69643285,0.90763913,0.01923079,0.69954876,0.00655080,1.21681536
-4.91945973,3.00081937,1.62881200,0.86871550,0.01798572,0.67236109,0.00598615,1.16897355
-4.91345673,2.86862388,1.55593975,0.82704749,0.01672647,0.64295566,0.00543372,1.11739633
-4.90745373,2.72829210,1.47869696,0.78317580,0.01546809,0.61169510,0.00489965,1.06270995
-4.90145073,2.58150212,1.39800035,0.73765027,0.01422453,0.57895537,0.00438933,1.00556219
-4.89544772,2.42995843,1.31478397,0.69101875,0.01300834,0.54511860,0.00390736,0.94660978
-4.88944472,2.27536001,1.22998115,0.64381673,0.01183059,0.51056614,0.00345748,0.88650631
-4.88344172,2.11937029,1.14450734,0.59655775,0.01070069,0.47567190,0.00304269,0.82589090
-4.87743872,1.96358943,1.05924412,0.54972502,0.00962645,0.44079615,0.00266520,0.76537782
-4.87143572,1.80952948,0.97502493,0.50376423,0.00861402,0.40627994,0.00232664,0.70554729
-4.86543272,1.65859298,0.89262268,0.45907768,0.00766801,0.37244018,0.00202815,0.64693752
-4.85942971,1.51205531,0.81273959,0.41601993,0.00679159,0.33956558,0.00177051,0.59003821
-4.85342671,1.37105110,0.73599948,0.37489489,0.00598661,0.30791344,0.00155437,0.53528557
-4.84742371,1.23656508,0.66294255,0.33595436,0.00525380,0.27770742,0.00138038,0.48305895
-4.84142071,1.10942716,0.59402278,0.29939804,0.00459290,0.24913631,0.00124939,0.43367913
-4.83541771,0.99031200,0.52960791,0.26537486,0.00400290,0.22235379,0.00116263,0.38740818
-4.82941471,0.87974270,0.46998181,0.23398554,0.00348217,0.19747910,0.00112189,0.34445093
-4.82341171,0.77809825,0.41534901,0.20528619,0.00302868,0.17459866,0.00112965,0.30495780
-4.81740870,0.68562448,0.36584113,0.17929281,0.00264016,0.15376842,0.00118922,0.26902897
-4.81140570,0.60244765,0.32152483,0.15598649,0.00231424,0.13501693,0.00130486,0.23671949
-4.80540270,0.52859022,0.28241080,0.13531902,0.00204858,0.11834881,0.00148187,0.20804527
-4.79939970,0.46398799,0.24846335,0.11721878,0.00184099,0.10374868,0.00172658,0.18298954
-4.79339670,0.40850775,0.21961020,0.10159666,0.00168954,0.09118515,0.00204639,0.16150957
-4.78739370,0.36196489,0.19575188,0.08835183,0.00159255,0.08061484,0.00244970,0.14354328
-4.78139070,0.32414003,0.17677046,0.07737713,0.00154867,0.07198622,0.00294580,0.12901555
-4.77538769,0.29479416,0.16253708,0.06856408,0.00155690,0.06524311,0.00354475,0.11784394
-4.76938469,0.27368172,0.15291810,0.06180716,0.00161651,0.06032776,0.00425711,0.10994362
-4.76338169,0.26056120,0.14777962,0.05700753,0.00172699,0.05718330,0.00509369,0.10523134
-4.75737869,0.25520297,0.14699021,0.05407594,0.00188801,0.05575566,0.00606521,0.10362833
-4.75137569,0.25739426,0.15042178,0.05293496,0.00209930,0.05599483,0.00718195,0.10506211
-4.74537269,0.26694129,0.15794884,0.05352040,0.00236050,0.05785539,0.00845328,0.10946716
-4.73936968,0.28366864,0.16944607,0.05578211,0.00267106,0.06129653,0.00988724,0.11678462
-4.73336668,0.30741635,0.18478460,0.05968406,0.00303008,0.06628141,0.01149004,0.12696095
-4.72736368,0.33803484,0.20382732,0.06520388,0.00343616,0.07277614,0.01326563,0.13994592
-4.72136068,0.37537836,0.22642347,0.07233187,0.00388728,0.08074828,0.01521523,0.15568990
-4.71535768,0.41929735,0.25240304,0.08106952,0.00438065,0.09016510,0.01733694,0.17414081
-4.70935468,0.46963022,0.28157135,0.09142773,0.00491262,0.10099173,0.01962540,0.19524083
-4.70335168,0.52619501,0.31370420,0.10342460,0.00547860,0.11318911,0.02207156,0.21892311
-4.69734867,0.58878146,0.34854395,0.11708300,0.00607304,0.12671210,0.02466250,0.24510858
-4.69134567,0.65714375,0.38579690,0.13242776,0.00668937,0.14150768,0.02738149,0.27370310
-4.68534267,0.73099417,0.42513214,0.14948277,0.00732013,0.15751326,0.03020801,0.30459497
-4.67933967,0.80999791,0.46618207,0.16826763,0.00795698,0.17465531,0.03311808,0.33765286
-4.67333667,0.89376909,0.50854465,0.18879424,0.00859090,0.19284816,0.03608457,0.37272420
-4.66733367,0.98186780,0.55178722,0.21106301,0.00921230,0.21199316,0.03907775,0.40963404
-4.66133067,1.07379830,0.59545192,0.23505895,0.00981133,0.23197799,0.04206590,0.44818421
-4.65532766,1.16900802,0.63906239,0.26074755,0.01037801,0.25267633,0.04501594,0.48815288
-4.64932466,1.26688730,0.68213137,0.28807056,0.01090262,0.27394766,0.04789426,0.52929429
-4.64332166,1.36676974,0.72416905,0.31694183,0.01137587,0.29563734,0.05066740,0.57133871
-4.63731866,1.46793303,0.76469163,0.34724328,0.01178925,0.31757694,0.05330285,0.61399257
-4.63131566,1.56960025,0.80322982,0.37882121,0.01213524,0.33958472,0.05576979,0.65693865
-4.62531266,1.67094185,0.83933687,0.41148324,0.01240756,0.36146647,0.05803967,0.69983666
-4.61930965,1.77107840,0.87259596,0.44499607,0.01260137,0.38301658,0.06008683,0.74232391
-4.61330665,1.86908441,0.90262662,0.47908425,0.01271341,0.40401953,0.06188890,0.78401663
-4.60730365,1.96399376,0.92909004,0.51343045,0.01274207,0.42425178,0.06342713,0.82451182
-4.60130065,2.05480697,0.95169337,0.54767718,0.01268749,0.44348418,0.06468661,0.86338991
-4.59529765,2.14050089,0.97019274,0.58143041,0.01255144,0.46148494,0.06565634,0.90021851
-4.58929465,2.22004102,0.98439538,0.61426501,0.01233732,0.47802317,0.06632919,0.93455728
-4.58329165,2.29239681,0.99416082,0.64573222,0.01205001,0.49287305,0.06670184,0.96596416
-4.57728864,2.35656000,0.99940130,0.67536895,0.01169564,0.50581857,0.06677453,0.99400288
-4.57128564,2.41156575,1.00008164,0.70270883,0.01128143,0.51665877,0.06655091,1.01825182
-4.56528264,2.45651626,0.99621875,0.72729468,0.01081546,0.52521335,0.06603773,1.03831395
-4.55927964,2.49060620,0.98788077,0.74869200,0.01030633,0.53132853,0.06524464,1.05382762
-4.55327664,2.51314910,0.97518609,0.76650302,0.00976302,0.53488282,0.06418390,1.06447791
-4.54727364,2.52360349,0.95830211,0.78038070,0.00919454,0.53579265,0.06287021,1.07000787
-4.54127064,2.52159776,0.93744386,0.79004212,0.00860975,0.53401741,0.06132048,1.07022935
-4.53526763,2.50695217,0.91287228,0.79528057,0.00801715,0.52956373,0.05955368,1.06503263
-4.52926463,2.47969696,0.88489220,0.79597580,0.00742469,0.52248876,0.05759066,1.05439447
-4.52326163,2.44008515,0.85384967,0.79210188,0.00683965,0.51290212,0.05545406,1.03838392
-4.51725863,2.38859917,0.82012878,0.78373224,0.00626851,0.50096645,0.05316810,1.01716552
-4.51125563,2.32595048,0.78414758,0.77104147,0.00571692,0.48689640,0.05075846,0.99099952
-4.50525263,2.25307174,0.74635328,0.75430387,0.00518965,0.47095597,0.04825208,0.96023899
-4.49924962,2.17110162,0.70721643,0.73388857,0.00469059,0.45345424,0.04567690,0.92532366
-4.49324662,2.08136226,0.66722437,0.71025141,0.00422279,0.43473963,0.04306161,0.88677085
-4.48724362,1.98533040,0.62687384,0.68392388,0.00378851,0.41519273,0.04043530,0.84516349
-4.48124062,1.88460281,0.58666291,0.65549942,0.00338927,0.39521800,0.03782710,0.80113596
-4.47523762,1.78085757,0.54708253,0.62561769,0.00302596,0.37523456,0.03526570,0.75535810
-4.46923462,1.67581238,0.50860779,0.59494733,0.00269888,0.35566634,0.03277899,0.70851807
-4.46323162,1.57118158,0.47168926,0.56416782,0.00240785,0.33693189,0.03039349,0.66130483
-4.45722861,1.46863340,0.43674452,0.53395110,0.00215229,0.31943415,0.02813391,0.61439081
-4.45122561,1.36974884,0.40415031,0.50494354,0.00193128,0.30355053,0.02602269,0.56841545
-4.44522261,1.27598366,0.37423537,0.47774887,0.00174361,0.28962338,0.02407953,0.52397021
-4.43921961,1.18863457,0.34727429,0.45291249,0.00158788,0.27795138,0.02232103,0.48158560
-4.43321661,1.10881054,0.32348247,0.43090766,0.00146249,0.26878173,0.02076030,0.44172041
-4.42721361,1.03741004,0.30301238,0.41212398,0.00136569,0.26230364,0.01940672,0.40475364
-4.42121061,0.97510452,0.28595116,0.39685822,0.00129564,0.25864310,0.01826575,0.37097912
-4.41520760,0.92232853,0.27231968,0.38530794,0.00125037,0.25785904,0.01733878,0.34060281
-4.40920460,0.87927633,0.26207300,0.37756785,0.00122781,0.25994120,0.01662317,0.31374278
-4.40320160,0.84590493,0.25510237,0.37362895,0.00122582,0.26480955,0.01611227,0.29043165
-4.39719860,0.82194327,0.25123864,0.37338061,0.00124219,0.27231551,0.01579562,0.27062124
-4.39119560,0.80690703,0.25025702,0.37661531,0.00127460,0.28224501,0.01565917,0.25418913
-4.38519260,0.80011866,0.25188334,0.38303603,0.00132070,0.29432327,0.01568562,0.24094678
-4.37918959,0.80073191,0.25580145,0.39226620,0.00137808,0.30822152,0.01585483,0.23064901
-4.37318659,0.80776040,0.26166188,0.40386183,0.00144431,0.32356541,0.01614432,0.22300427
-4.36718359,0.82010932,0.26909160,0.41732569,0.00151696,0.33994505,0.01652976,0.21768560
-4.36118059,0.83660973,0.27770463,0.43212323,0.00159363,0.35692661,0.01698561,0.21434185
-4.35517759,0.85605444,0.28711346,0.44769968,0.00167201,0.37406510,0.01748571,0.21260892
-4.34917459,0.87723480,0.29694102,0.46349825,0.00174991,0.39091815,0.01800390,0.21212072
-4.34317159,0.89897748,0.30683290,0.47897856,0.00182534,0.40706036,0.01851473,0.21251970
-4.33716858,0.92018019,0.31646962,0.49363510,0.00189655,0.42209786,0.01899399,0.21346660
-4.33116558,0.93984568,0.32557864,0.50701505,0.00196210,0.43568251,0.01941940,0.21464943
-4.32516258,0.95711277,0.33394577,0.51873482,0.00202094,0.44752542,0.01977105,0.21579127
-4.31915958,0.97128386,0.34142567,0.52849494,0.00207244,0.45740922,0.02003196,0.21665703
-4.31315658,0.98184787,0.34795120,0.53609271,0.00211650,0.46519848,0.02018836,0.21705879
-4.30715358,0.98849805,0.35354116,0.54143207,0.00215357,0.47084817,0.02023005,0.21685986
