energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.75987994,1.26442686,-1.91985589,0.12033131,-0.12826466,0.00000000,-0.00000000,0.38338201,-0.76471337,0.37762471,-0.34201389,0.58475383,-1.12073104,0.00000000,-0.00000000
-5.75387694,1.19880624,-1.93161990,0.11751232,-0.13187348,0.00000000,-0.00000000,0.35790088,-0.76421688,0.36227807,-0.34907820,0.54747719,-1.12174966,0.00000000,-0.00000000
-5.74787394,1.13689307,-1.94539290,0.11479997,-0.13546846,0.00000000,-0.00000000,0.33402849,-0.76441751,0.34763840,-0.35631573,0.51258512,-1.12418744,0.00000000,-0.00000000
-5.74187094,1.07884189,-1.96072212,0.11217194,-0.13902506,0.00000000,-0.00000000,0.31186845,-0.76512140,0.33373767,-0.36360960,0.48021460,-1.12779351,0.00000000,-0.00000000
-5.73586793,1.02473868,-1.97703687,0.10960291,-0.14251465,0.00000000,-0.00000000,0.29150255,-0.76609381,0.32058971,-0.37082692,0.45046449,-1.13224190,0.00000000,-0.00000000
-5.72986493,0.97460961,-1.99366677,0.10706635,-0.14590462,0.00000000,-0.00000000,0.27299111,-0.76706860,0.30819319,-0.37782191,0.42339794,-1.13714333,0.00000000,-0.00000000
-5.72386193,0.92843131,-2.00986310,0.10453621,-0.14915861,0.00000000,-0.00000000,0.25637405,-0.76775855,0.29653517,-0.38443950,0.39904575,-1.14205909,0.00000000,-0.00000000
-5.71785893,0.88614205,-2.02482244,0.10198866,-0.15223682,0.00000000,-0.00000000,0.24167233,-0.76786611,0.28559477,-0.39051926,0.37741030,-1.14651624,0.00000000,-0.00000000
-5.71185593,0.84765318,-2.03771186,0.09940363,-0.15509653,0.00000000,-0.00000000,0.22888977,-0.76709420,0.27534693,-0.39589944,0.35846982,-1.15002377,0.00000000,-0.00000000
-5.70585293,0.81286010,-2.04769486,0.09676610,-0.15769277,0.00000000,-0.00000000,0.21801494,-0.76515662,0.26576595,-0.40042123,0.34218269,-1.15208899,0.00000000,-0.00000000
-5.69984992,0.78165211,-2.05395722,0.09406723,-0.15997914,0.00000000,-0.00000000,0.20902312,-0.76178770,0.25682870,-0.40393299,0.32849144,-1.15223369,0.00000000,-0.00000000
-5.69384692,0.75392076,-2.05573212,0.09130505,-0.16190881,0.00000000,-0.00000000,0.20187803,-0.75675089,0.24851723,-0.40629443,0.31732636,-1.15000965,0.00000000,-0.00000000
-5.68784392,0.72956617,-2.05232371,0.08848489,-0.16343572,0.00000000,-0.00000000,0.19653342,-0.74984615,0.24082076,-0.40738057,0.30860839,-1.14501294,0.00000000,-0.00000000
-5.68184092,0.70850121,-2.04312865,0.08561943,-0.16451578,0.00000000,-0.00000000,0.19293420,-0.74091583,0.23373693,-0.40708547,0.30225126,-1.13689666,0.00000000,-0.00000000
-5.67583792,0.69065333,-2.02765497,0.08272840,-0.16510835,0.00000000,-0.00000000,0.19101730,-0.72984906,0.22727225,-0.40532561,0.29816290,-1.12538181,0.00000000,-0.00000000
-5.66983492,0.67596427,-2.00553776,0.07983790,-0.16517762,0.00000000,-0.00000000,0.19071212,-0.71658463,0.22144185,-0.40204268,0.29624599,-1.11026604,0.00000000,-0.00000000
-5.66383192,0.66438761,-1.97655134,0.07697955,-0.16469405,0.00000000,-0.00000000,0.19194067,-0.70111220,0.21626849,-0.39720601,0.29639783,-1.09143007,0.00000000,-0.00000000
-5.65782891,0.65588474,-1.94061759,0.07418929,-0.16363577,0.00000000,-0.00000000,0.19461740,-0.68347221,0.21178094,-0.39081419,0.29850970,-1.06884162,0.00000000,-0.00000000
-5.65182591,0.65041934,-1.89781016,0.07150600,-0.16198981,0.00000000,-0.00000000,0.19864894,-0.66375427,0.20801191,-0.38289606,0.30246574,-1.04255688,0.00000000,-0.00000000
-5.64582291,0.64795109,-1.84835463,0.06897010,-0.15975312,0.00000000,-0.00000000,0.20393370,-0.64209442,0.20499561,-0.37351101,0.30814165,-1.01271946,0.00000000,-0.00000000
-5.63981991,0.64842892,-1.79262450,0.06662192,-0.15693345,0.00000000,-0.00000000,0.21036148,-0.61867126,0.20276506,-0.36274834,0.31540335,-0.97955697,0.00000000,-0.00000000
-5.63381691,0.65178422,-1.73113319,0.06450025,-0.15354979,0.00000000,-0.00000000,0.21781332,-0.59370128,0.20134938,-0.35072599,0.32410575,-0.94337533,0.00000000,-0.00000000
-5.62781391,0.65792466,-1.66452244,0.06264081,-0.14963258,0.00000000,-0.00000000,0.22616141,-0.56743329,0.20077117,-0.33758841,0.33409194,-0.90455110,0.00000000,-0.00000000
-5.62181091,0.66672871,-1.59354730,0.06107494,-0.14522357,0.00000000,-0.00000000,0.23526944,-0.54014256,0.20104401,-0.32350376,0.34519265,-0.86352205,0.00000000,-0.00000000
-5.61580790,0.67804138,-1.51905843,0.05982839,-0.14037522,0.00000000,-0.00000000,0.24499317,-0.51212440,0.20217034,-0.30866045,0.35722643,-0.82077627,0.00000000,-0.00000000
-5.60980490,0.69167135,-1.44198214,0.05892032,-0.13514991,0.00000000,-0.00000000,0.25518141,-0.48368770,0.20413972,-0.29326316,0.37000029,-0.77684035,0.00000000,-0.00000000
-5.60380190,0.70738954,-1.36329882,0.05836254,-0.12961868,0.00000000,-0.00000000,0.26567732,-0.45514841,0.20692754,-0.27752843,0.38331107,-0.73226673,0.00000000,-0.00000000
-5.59779890,0.72492939,-1.28402054,0.05815900,-0.12385979,0.00000000,-0.00000000,0.27632012,-0.42682317,0.21049422,-0.26168000,0.39694728,-0.68762089,0.00000000,-0.00000000
-5.59179590,0.74398862,-1.20516844,0.05830549,-0.11795706,0.00000000,-0.00000000,0.28694695,-0.39902330,0.21478490,-0.24594397,0.41069168,-0.64346857,0.00000000,-0.00000000
-5.58579290,0.76423266,-1.12775060,0.05878961,-0.11199795,0.00000000,-0.00000000,0.29739514,-0.37204903,0.21972975,-0.23054406,0.42432416,-0.60036349,0.00000000,-0.00000000
-5.57978989,0.78529937,-1.05274094,0.05959106,-0.10607171,0.00000000,-0.00000000,0.30750456,-0.34618441,0.22524462,-0.21569689,0.43762517,-0.55883581,0.00000000,-0.00000000
-5.57378689,0.80680516,-0.98105981,0.06068203,-0.10026734,0.00000000,-0.00000000,0.31712008,-0.32169266,0.23123231,-0.20160768,0.45037935,-0.51938170,0.00000000,-0.00000000
-5.56778389,0.82835210,-0.91355662,0.06202792,-0.09467165,0.00000000,-0.00000000,0.32609419,-0.29881224,0.23758426,-0.18846620,0.46237941,-0.48245408,0.00000000,-0.00000000
-5.56178089,0.84953609,-0.85099487,0.06358823,-0.08936747,0.00000000,-0.00000000,0.33428949,-0.27775348,0.24418253,-0.17644332,0.47343004,-0.44845490,0.00000000,-0.00000000
-5.55577789,0.86995551,-0.79403981,0.06531761,-0.08443190,0.00000000,-0.00000000,0.34158122,-0.25869598,0.25090232,-0.16568798,0.48335185,-0.41772889,0.00000000,-0.00000000
-5.54977489,0.88922051,-0.74324890,0.06716709,-0.07993482,0.00000000,-0.00000000,0.34785963,-0.24178662,0.25761466,-0.15632485,0.49198510,-0.39055886,0.00000000,-0.00000000
-5.54377189,0.90696238,-0.69906495,0.06908540,-0.07593754,0.00000000,-0.00000000,0.35303213,-0.22713822,0.26418939,-0.14845250,0.49919325,-0.36716257,0.00000000,-0.00000000
-5.53776888,0.92284295,-0.66181206,0.07102044,-0.07249176,0.00000000,-0.00000000,0.35702534,-0.21482886,0.27049830,-0.14214222,0.50486613,-0.34769110,0.00000000,-0.00000000
-5.53176588,0.93656358,-0.63169402,0.07292071,-0.06963868,0.00000000,-0.00000000,0.35978674,-0.20490173,0.27641843,-0.13743740,0.50892262,-0.33222864,0.00000000,-0.00000000
-5.52576288,0.94787365,-0.60879513,0.07473687,-0.06740846,0.00000000,-0.00000000,0.36128610,-0.19736556,0.28183528,-0.13435349,0.51131289,-0.32079347,0.00000000,-0.00000000
-5.51975988,0.95657803,-0.59308312,0.07642323,-0.06581979,0.00000000,-0.00000000,0.36151648,-0.19219555,0.28664605,-0.13287840,0.51201988,-0.31334021,0.00000000,-0.00000000
-5.51375688,0.96254351,-0.58441397,0.07793910,-0.06487977,0.00000000,-0.00000000,0.36049482,-0.18933471,0.29076261,-0.13297344,0.51106014,-0.30976297,0.00000000,-0.00000000
-5.50775388,0.96570361,-0.58253826,0.07925021,-0.06458397,0.00000000,-0.00000000,0.35826208,-0.18869568,0.29411420,-0.13457465,0.50848382,-0.30989946,0.00000000,-0.00000000
-5.50175088,0.96606178,-0.58710907,0.08032979,-0.06491669,0.00000000,-0.00000000,0.35488284,-0.19016285,0.29664974,-0.13759447,0.50437385,-0.31353575,0.00000000,-0.00000000
-5.49574787,0.96369263,-0.59769079,0.08115958,-0.06585139,0.00000000,-0.00000000,0.35044439,-0.19359482,0.29833963,-0.14192375,0.49884416,-0.32041163,0.00000000,-0.00000000
-5.48974487,0.95874102,-0.61376911,0.08173054,-0.06735127,0.00000000,-0.00000000,0.34505515,-0.19882721,0.29917689,-0.14743410,0.49203707,-0.33022651,0.00000000,-0.00000000
-5.48374187,0.95141895,-0.63476152,0.08204332,-0.06937001,0.00000000,-0.00000000,0.33884267,-0.20567559,0.29917770,-0.15398035,0.48411977,-0.34264560,0.00000000,-0.00000000
-5.47773887,0.94200028,-0.66002850,0.08210840,-0.07185266,0.00000000,-0.00000000,0.33195087,-0.21393868,0.29838110,-0.16140332,0.47527993,-0.35730637,0.00000000,-0.00000000
-5.47173587,0.93081322,-0.68888512,0.08194595,-0.07473666,0.00000000,-0.00000000,0.32453691,-0.22340174,0.29684795,-0.16953274,0.46572072,-0.37382517,0.00000000,-0.00000000
-5.46573287,0.91823092,-0.72061277,0.08158533,-0.07795289,0.00000000,-0.00000000,0.31676752,-0.23383993,0.29465920,-0.17819021,0.45565510,-0.39180385,0.00000000,-0.00000000
-5.45972986,0.90466028,-0.75447118,0.08106427,-0.08142696,0.00000000,-0.00000000,0.30881497,-0.24502185,0.29191327,-0.18719241,0.44529985,-0.41083642,0.00000000,-0.00000000
-5.45372686,0.89052955,-0.78971031,0.08042775,-0.08508046,0.00000000,-0.00000000,0.30085276,-0.25671301,0.28872296,-0.19635418,0.43486935,-0.43051550,0.00000000,-0.00000000
-5.44772386,0.87627495,-0.82558215,0.07972660,-0.08883240,0.00000000,-0.00000000,0.29305122,-0.26867931,0.28521170,-0.20549177,0.42456938,-0.45043863,0.00000000,-0.00000000
-5.44172086,0.86232698,-0.86135228,0.07901586,-0.09260068,0.00000000,-0.00000000,0.28557308,-0.28069037,0.28150945,-0.21442597,0.41459128,-0.47021426,0.00000000,-0.00000000
-5.43571786,0.84909687,-0.89631107,0.07835296,-0.09630356,0.00000000,-0.00000000,0.27856930,-0.29252278,0.27774839,-0.22298522,0.40510658,-0.48946738,0.00000000,-0.00000000
-5.42971486,0.83696380,-0.92978441,0.07779578,-0.09986128,0.00000000,-0.00000000,0.27217511,-0.30396319,0.27405860,-0.23100860,0.39626245,-0.50784484,0.00000000,-0.00000000
-5.42371186,0.82626335,-0.96114386,0.07740064,-0.10319756,0.00000000,-0.00000000,0.26650668,-0.31481120,0.27056379,-0.23834862,0.38817809,-0.52502010,0.00000000,-0.00000000
-5.41770885,0.81727773,-0.98981612,0.07722034,-0.10624118,0.00000000,-0.00000000,0.26165831,-0.32488207,0.26737743,-0.24487387,0.38094222,-0.54069763,0.00000000,-0.00000000
-5.41170585,0.81022814,-1.01529175,0.07730228,-0.10892746,0.00000000,-0.00000000,0.25770038,-0.33400918,0.26459942,-0.25047138,0.37461188,-0.55461671,0.00000000,-0.00000000
-5.40570285,0.80526959,-1.03713297,0.07768675,-0.11119969,0.00000000,-0.00000000,0.25467811,-0.34204629,0.26231326,-0.25504872,0.36921244,-0.56655479,0.00000000,-0.00000000
-5.39969985,0.80248833,-1.05498050,0.07840542,-0.11301035,0.00000000,-0.00000000,0.25261118,-0.34886960,0.26058411,-0.25853570,0.36473892,-0.57633029,0.00000000,-0.00000000
-5.39369685,0.80190199,-1.06855929,0.07948018,-0.11432229,0.00000000,-0.00000000,0.25149415,-0.35437942,0.25945755,-0.26088578,0.36115851,-0.58380485,0.00000000,-0.00000000
-5.38769385,0.80346227,-1.07768306,0.08092225,-0.11510965,0.00000000,-0.00000000,0.25129777,-0.35850180,0.25895921,-0.26207699,0.35841407,-0.58888510,0.00000000,-0.00000000
-5.38169085,0.80706008,-1.08225746,0.08273166,-0.11535851,0.00000000,-0.00000000,0.25197099,-0.36118962,0.25909521,-0.26211245,0.35642861,-0.59152370,0.00000000,-0.00000000
-5.37568784,0.81253263,-1.08228184,0.08489714,-0.11506731,0.00000000,-0.00000000,0.25344360,-0.36242356,0.25985331,-0.26102035,0.35511024,-0.59171996,0.00000000,-0.00000000
-5.36968484,0.81967229,-1.07784935,0.08739632,-0.11424703,0.00000000,-0.00000000,0.25562941,-0.36221258,0.26120474,-0.25885350,0.35435759,-0.58951962,0.00000000,-0.00000000
-5.36368184,0.82823643,-1.06914537,0.09019636,-0.11292094,0.00000000,-0.00000000,0.25842980,-0.36059402,0.26310647,-0.25568828,0.35406522,-0.58501406,0.00000000,-0.00000000
-5.35767884,0.83795801,-1.05644409,0.09325485,-0.11112415,0.00000000,-0.00000000,0.26173741,-0.35763322,0.26550392,-0.25162310,0.35412885,-0.57833866,0.00000000,-0.00000000
-5.35167584,0.84855621,-1.04010320,0.09652105,-0.10890276,0.00000000,-0.00000000,0.26543989,-0.35342259,0.26833373,-0.24677635,0.35445012,-0.56967035,0.00000000,-0.00000000
-5.34567284,0.85974657,-1.02055663,0.09993729,-0.10631274,0.00000000,-0.00000000,0.26942357,-0.34808010,0.27152670,-0.24128375,0.35494059,-0.55922429,0.00000000,-0.00000000
-5.33966983,0.87125030,-0.99830522,0.10344065,-0.10341855,0.00000000,-0.00000000,0.27357678,-0.34174718,0.27501046,-0.23529532,0.35552496,-0.54724964,0.00000000,-0.00000000
-5.33366683,0.88280230,-0.97390568,0.10696467,-0.10029147,0.00000000,-0.00000000,0.27779282,-0.33458584,0.27871196,-0.22897186,0.35614318,-0.53402435,0.00000000,-0.00000000
-5.32766383,0.89415758,-0.94795762,0.11044117,-0.09700777,0.00000000,-0.00000000,0.28197244,-0.32677530,0.28255957,-0.22248101,0.35675147,-0.51984916,0.00000000,-0.00000000
-5.32166083,0.90509591,-0.92108914,0.11380202,-0.09364670,0.00000000,-0.00000000,0.28602577,-0.31850788,0.28648465,-0.21599313,0.35732234,-0.50504064,0.00000000,-0.00000000
-5.31565783,0.91542472,-0.89394120,0.11698088,-0.09028844,0.00000000,-0.00000000,0.28987364,-0.30998439,0.29042276,-0.20967690,0.35784346,-0.48992357,0.00000000,-0.00000000
-5.30965483,0.92498012,-0.86715104,0.11991482,-0.08701202,0.00000000,-0.00000000,0.29344830,-0.30140905,0.29431421,-0.20369485,0.35831568,-0.47482280,0.00000000,-0.00000000
-5.30365183,0.93362637,-0.84133536,0.12254571,-0.08389325,0.00000000,-0.00000000,0.29669361,-0.29298407,0.29810434,-0.19819900,0.35875024,-0.46005470,0.00000000,-0.00000000
-5.29764882,0.94125382,-0.81707358,0.12482156,-0.08100282,0.00000000,-0.00000000,0.29956469,-0.28490417,0.30174317,-0.19332661,0.35916546,-0.44591858,0.00000000,-0.00000000
-5.29164582,0.94777587,-0.79489180,0.12669749,-0.07840460,0.00000000,-0.00000000,0.30202711,-0.27735101,0.30518492,-0.18919635,0.35958303,-0.43268825,0.00000000,-0.00000000
-5.28564282,0.95312510,-0.77524811,0.12813660,-0.07615410,0.00000000,-0.00000000,0.30405582,-0.27048803,0.30838722,-0.18590489,0.36002424,-0.42060421,0.00000000,-0.00000000
-5.27963982,0.95724900,-0.75851976,0.12911046,-0.07429730,0.00000000,-0.00000000,0.30563373,-0.26445561,0.31131023,-0.18352411,0.36050633,-0.40986653,0.00000000,-0.00000000
-5.27363682,0.96010577,-0.74499275,0.12959955,-0.07286979,0.00000000,-0.00000000,0.30675025,-0.25936703,0.31391583,-0.18209910,0.36103917,-0.40062906,0.00000000,-0.00000000
-5.26763382,0.96166043,-0.73485436,0.12959331,-0.07189620,0.00000000,-0.00000000,0.30739983,-0.25530520,0.31616685,-0.18164688,0.36162256,-0.39299493,0.00000000,-0.00000000
-5.26163082,0.96188160,-0.72818880,0.12909007,-0.07139009,0.00000000,-0.00000000,0.30758048,-0.25232048,0.31802664,-0.18215616,0.36224417,-0.38701376,0.00000000,-0.00000000
-5.25562781,0.96073924,-0.72497648,0.12809683,-0.07135408,0.00000000,-0.00000000,0.30729268,-0.25042961,0.31945885,-0.18358790,0.36287841,-0.38268075,0.00000000,-0.00000000
-5.24962481,0.95820354,-0.72509678,0.12662884,-0.07178042,0.00000000,-0.00000000,0.30653840,-0.24961580,0.32042768,-0.18587696,0.36348617,-0.37993768,0.00000000,-0.00000000
-5.24362181,0.95424503,-0.72833436,0.12470903,-0.07265178,0.00000000,-0.00000000,0.30532057,-0.24983010,0.32089843,-0.18893449,0.36401557,-0.37867580,0.00000000,-0.00000000
-5.23761881,0.94883601,-0.73438873,0.12236748,-0.07394233,0.00000000,-0.00000000,0.30364300,-0.25099388,0.32083852,-0.19265124,0.36440357,-0.37874063,0.00000000,-0.00000000
-5.23161581,0.94195318,-0.74288672,0.11964066,-0.07561897,0.00000000,-0.00000000,0.30151064,-0.25300237,0.32021886,-0.19690153,0.36457856,-0.37993848,0.00000000,-0.00000000
-5.22561281,0.93358152,-0.75339739,0.11657083,-0.07764275,0.00000000,-0.00000000,0.29893039,-0.25572911,0.31901559,-0.20154778,0.36446362,-0.38204431,0.00000000,-0.00000000
-5.21960980,0.92371897,-0.76544860,0.11320526,-0.07997030,0.00000000,-0.00000000,0.29591228,-0.25903102,0.31721199,-0.20644532,0.36398041,-0.38481071,0.00000000,-0.00000000
-5.21360680,0.91238190,-0.77854466,0.10959562,-0.08255529,0.00000000,-0.00000000,0.29247112,-0.26275405,0.31480064,-0.21144752,0.36305355,-0.38797770,0.00000000,-0.00000000
-5.20760380,0.89961105,-0.79218431,0.10579736,-0.08534983,0.00000000,-0.00000000,0.28862844,-0.26673892,0.31178560,-0.21641070,0.36161520,-0.39128267,0.00000000,-0.00000000
-5.20160080,0.88547741,-0.80587812,0.10186916,-0.08830574,0.00000000,-0.00000000,0.28441469,-0.27082689,0.30818450,-0.22119891,0.35960961,-0.39447036,0.00000000,-0.00000000
-5.19559780,0.87008802,-0.81916485,0.09787242,-0.09137562,0.00000000,-0.00000000,0.27987163,-0.27486517,0.30403051,-0.22568822,0.35699757,-0.39730215,0.00000000,-0.00000000
-5.18959480,0.85359106,-0.83162586,0.09387088,-0.09451388,0.00000000,-0.00000000,0.27505473,-0.27871188,0.29937394,-0.22977044,0.35376038,-0.39956450,0.00000000,-0.00000000
-5.18359180,0.83618009,-0.84289726,0.08993031,-0.09767735,0.00000000,-0.00000000,0.27003546,-0.28224027,0.29428353,-0.23335610,0.34990322,-0.40107613,0.00000000,-0.00000000
-5.17758879,0.81809703,-0.85267932,0.08611819,-0.10082591,0.00000000,-0.00000000,0.26490340,-0.28534212,0.28884708,-0.23637655,0.34545777,-0.40169367,0.00000000,-0.00000000
-5.17158579,0.79963358,-0.86074293,0.08250349,-0.10392276,0.00000000,-0.00000000,0.25976785,-0.28793024,0.28317164,-0.23878529,0.34048385,-0.40131558,0.00000000,-0.00000000
-5.16558279,0.78113102,-0.86693299,0.07915645,-0.10693459,0.00000000,-0.00000000,0.25475903,-0.28993996,0.27738298,-0.24055832,0.33507001,-0.39988430,0.00000000,-0.00000000
