energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.88462688,-1.30698479,0.00142113,-0.00177795,0.06309705,-0.07619835,1.09008676,-0.85597642,0.33210044,-0.14499958,0.73139344,-0.74050435,0.44994743,-0.18237770,1.09530230,-0.81471655,0.00000000,-0.00000000
-5.99399700,1.89213705,-1.31731581,0.00144285,-0.00166468,0.06637837,-0.07679492,1.07632069,-0.86270640,0.33042952,-0.14614397,0.72073356,-0.74689695,0.45812450,-0.18383352,1.09304618,-0.82117253,0.00000000,-0.00000000
-5.98799400,1.89382554,-1.32206355,0.00145820,-0.00157034,0.06992866,-0.07696726,1.05788859,-0.86559388,0.32727633,-0.14679471,0.70764858,-0.74922659,0.46566245,-0.18456770,1.08663752,-0.82419322,0.00000000,-0.00000000
-5.98199100,1.88978797,-1.32098528,0.00146628,-0.00149005,0.07372732,-0.07670756,1.03502125,-0.86444154,0.32268451,-0.14694076,0.69223706,-0.74741030,0.47260305,-0.18454072,1.07617206,-0.82361751,0.00000000,-0.00000000
-5.97598799,1.88023307,-1.31406427,0.00146641,-0.00141972,0.07774682,-0.07602021,1.00803954,-0.85919988,0.31672493,-0.14659949,0.67465071,-0.74148698,0.47899384,-0.18374304,1.06182959,-0.81942602,0.00000000,-0.00000000
-5.96998499,1.86546624,-1.30151390,0.00145816,-0.00135602,0.08195208,-0.07492171,0.97734162,-0.84997100,0.30949296,-0.14581682,0.65508776,-0.73161817,0.48488173,-0.18219637,1.04386456,-0.81174400,0.00000000,-0.00000000
-5.96398199,1.84587039,-1.28377322,0.00144138,-0.00129632,0.08630019,-0.07344021,0.94338840,-0.83700692,0.30110506,-0.14466630,0.63378485,-0.71808443,0.49030680,-0.17995384,1.02259452,-0.80083892,0.00000000,-0.00000000
-5.95797899,1.82188517,-1.26149399,0.00141611,-0.00123862,0.09074036,-0.07161454,0.90668768,-0.82070250,0.29169482,-0.14324726,0.61100810,-0.70127737,0.49529652,-0.17709874,0.99838716,-0.78711277,0.00000000,-0.00000000
-5.95197599,1.79398548,-1.23551989,0.00138265,-0.00118152,0.09521425,-0.06949294,0.86777789,-0.80158324,0.28140871,-0.14168193,0.58704375,-0.68168776,0.49986083,-0.17374228,0.97164622,-0.77108939,0.00000000,-0.00000000
-5.94597299,1.76266047,-1.20685849,0.00134150,-0.00112414,0.09965668,-0.06713133,0.82721187,-0.78028847,0.27040163,-0.14011169,0.56218870,-0.65989018,0.50398832,-0.17002011,0.94279719,-0.75339720,0.00000000,-0.00000000
-5.93996998,1.72839403,-1.17664723,0.00129338,-0.00106599,0.10399675,-0.06459145,0.78554144,-0.75755055,0.25883249,-0.13869264,0.53674156,-0.63652479,0.50764390,-0.16608795,0.91227316,-0.73474822,0.00000000,-0.00000000
-5.93396698,1.69164760,-1.14611452,0.00123915,-0.00100698,0.10815930,-0.06193871,0.74330314,-0.73417095,0.24685995,-0.13759040,0.51099434,-0.61227705,0.51076797,-0.16211640,0.88050158,-0.71591393,0.00000000,-0.00000000
-5.92796398,1.65284625,-1.11653759,0.00117982,-0.00094729,0.11206686,-0.05923999,0.70100589,-0.71099403,0.23463849,-0.13697461,0.48522533,-0.58785601,0.51327737,-0.15828518,0.84789236,-0.69769896,0.00000000,-0.00000000
-5.92196098,1.61236843,-1.08919843,0.00111654,-0.00088732,0.11564178,-0.05656144,0.65912056,-0.68887943,0.22231501,-0.13701299,0.45969323,-0.56397218,0.51506803,-0.15477695,0.81482782,-0.68091356,0.00000000,-0.00000000
-5.91595798,1.57053999,-1.06533955,0.00105054,-0.00082762,0.11880872,-0.05396631,0.61807207,-0.66867412,0.21002588,-0.13786538,0.43463283,-0.54131552,0.51601922,-0.15177106,0.78165480,-0.66634583,0.00000000,-0.00000000
-5.90995498,1.52763253,-1.04612090,0.00098311,-0.00076884,0.12149721,-0.05151296,0.57823382,-0.65118488,0.19789480,-0.13967783,0.41025220,-0.52053448,0.51599929,-0.14943720,0.74867921,-0.65473454,0.00000000,-0.00000000
-5.90395198,1.48386589,-1.03257957,0.00091562,-0.00071168,0.12364439,-0.04925306,0.53992476,-0.63715224,0.18603125,-0.14257692,0.38673151,-0.50221665,0.51487265,-0.14792952,0.71616304,-0.64674363,0.00000000,-0.00000000
-5.89794897,1.43941473,-1.02559341,0.00084946,-0.00065682,0.12519754,-0.04723014,0.50340878,-0.62722649,0.17452973,-0.14666455,0.36422334,-0.48687160,0.51250753,-0.14738107,0.68432395,-0.64293895,0.00000000,-0.00000000
-5.89194597,1.39441841,-1.02584983,0.00078604,-0.00060493,0.12611660,-0.04547834,0.46889636,-0.62194657,0.16346967,-0.15201332,0.34285432,-0.47491645,0.50878431,-0.14789894,0.65333717,-0.64376821,0.00000000,-0.00000000
-5.88594297,1.34899364,-1.03382070,0.00072680,-0.00055659,0.12637636,-0.04402162,0.43654807,-0.62172237,0.15291593,-0.15866273,0.32272791,-0.46666434,0.50360395,-0.14956024,0.62333946,-0.64954459,0.00000000,-0.00000000
-5.87993997,1.30324889,-1.04974399,0.00067321,-0.00051231,0.12596824,-0.04287330,0.40647975,-0.62682084,0.14291998,-0.16661615,0.30392809,-0.46231630,0.49689603,-0.15240891,0.59443486,-0.66043453,0.00000000,-0.00000000
-5.87393697,1.25729979,-1.07361282,0.00062677,-0.00047249,0.12490174,-0.04203592,0.37876868,-0.63735640,0.13352144,-0.17583896,0.28652360,-0.46195648,0.48862609,-0.15645364,0.56670156,-0.67645006,0.00000000,-0.00000000
-5.86793397,1.21128440,-1.10517215,0.00058904,-0.00043742,0.12320531,-0.04150154,0.35346056,-0.65328567,0.12474998,-0.18625771,0.27057246,-0.46555079,0.47880188,-0.16166680,0.54019971,-0.69744584,0.00000000,-0.00000000
-5.86193097,1.16537738,-1.14392313,0.00056163,-0.00040727,0.12092667,-0.04125234,0.33057665,-0.67440684,0.11662745,-0.19776049,0.25612644,-0.47294901,0.46747823,-0.16798453,0.51497924,-0.72312108,0.00000000,-0.00000000
-5.85592796,1.11980231,-1.18913506,0.00054626,-0.00038210,0.11813267,-0.04126151,0.31012078,-0.70036351,0.10917006,-0.21019845,0.24323518,-0.48389017,0.45476018,-0.17530793,0.49108752,-0.75302610,0.00000000,-0.00000000
-5.84992496,1.07484111,-1.23986446,0.00054479,-0.00036186,0.11490848,-0.04149443,0.29208565,-0.73065307,0.10239046,-0.22338858,0.23194970,-0.49801095,0.44080445,-0.18350533,0.46857616,-0.78657362,0.00000000,-0.00000000
-5.84392196,1.03084026,-1.29498089,0.00055919,-0.00034638,0.11135643,-0.04191007,0.27645826,-0.76463919,0.09629969,-0.23711757,0.22232504,-0.51485693,0.42581893,-0.19241556,0.44750651,-0.82305414,0.00000000,-0.00000000
-5.83791896,0.98821304,-1.35319847,0.00059163,-0.00033542,0.10759418,-0.04246257,0.26322406,-0.80156833,0.09090878,-0.25114676,0.21442185,-0.53389625,0.41006036,-0.20185222,0.42795364,-0.86165524,0.00000000,-0.00000000
-5.83191596,0.94743774,-1.41311236,0.00064444,-0.00032864,0.10375271,-0.04310287,0.25236967,-0.84058970,0.08623002,-0.26521805,0.20830688,-0.55453545,0.39383022,-0.21160870,0.41000846,-0.90148405,0.00000000,-0.00000000
-5.82591296,0.90905183,-1.47323908,0.00072019,-0.00032564,0.09997379,-0.04378047,0.24388408,-0.88077816,0.08227769,-0.27906051,0.20405213,-0.57613678,0.37746901,-0.22146388,0.39377779,-0.94159237,0.00000000,-0.00000000
-5.81990995,0.87364201,-1.53205926,0.00082160,-0.00032595,0.09640728,-0.04444512,0.23775827,-0.92115953,0.07906837,-0.29239759,0.20173295,-0.59803679,0.36134914,-0.23118834,0.37938256,-0.98100359,0.00000000,-0.00000000
