energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,4.17924489,0.00559683,1.46120252,0.02449327,0.70190465,2.30587539,1.64986234
-5.99399700,4.18232403,0.00544854,1.45719090,0.02426825,0.71050422,2.30293344,1.64802558
-5.98799400,4.16131504,0.00527105,1.44469593,0.02389179,0.71504535,2.28702862,1.63665691
-5.98199100,4.11687448,0.00506808,1.42399605,0.02337367,0.71553666,2.25865515,1.61602606
-5.97598799,4.05010585,0.00484372,1.39551264,0.02272672,0.71208139,2.21854617,1.58656692
-5.96998499,3.96253275,0.00460233,1.35979753,0.02196649,0.70487778,2.16765606,1.54886540
-5.96398199,3.85606115,0.00434842,1.31751737,0.02111089,0.69421664,2.10713728,1.50364351
-5.95797899,3.73293211,0.00408653,1.26943543,0.02017967,0.68047611,2.03831247,1.45174031
-5.95197599,3.59566648,0.00382112,1.21639151,0.01919395,0.66411377,1.96264276,1.39409027
-5.94597299,3.44700340,0.00355648,1.15928060,0.01817570,0.64565629,1.88169329,1.33170000
-5.93996998,3.28983450,0.00329662,1.09903112,0.01714723,0.62568687,1.79709687,1.26562381
-5.93396698,3.12713577,0.00304524,1.03658324,0.01613064,0.60483090,1.71051689,1.19693912
-5.92796398,2.96189904,0.00280563,0.97286806,0.01514740,0.58374024,1.62361034,1.12672218
-5.92196098,2.79706488,0.00258068,0.90878811,0.01421789,0.56307652,1.53799190,1.05602495
-5.91595798,2.63545866,0.00237280,0.84519974,0.01336099,0.54349402,1.45520000,0.98585368
-5.90995498,2.47973134,0.00218394,0.78289773,0.01259376,0.52562255,1.37666538,0.91714956
-5.90395198,2.33230631,0.00201558,0.72260239,0.01193113,0.51005080,1.30368306,0.85077208
-5.89794897,2.19533333,0.00186875,0.66494947,0.01138570,0.49731070,1.23738809,0.78748525
-5.89194597,2.07065057,0.00174402,0.61048279,0.01096752,0.48786312,1.17873554,0.72794684
-5.88594297,1.95975530,0.00164156,0.55964977,0.01068396,0.48208538,1.12848517,0.67270102
