energy_ev,total_up,B_p_up,B_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,1.18576801,0.09349199,0.00000000,0.39451677,0.64388350,0.02249716,0.38195225
-5.99399700,1.15194688,0.08516404,0.00000000,0.37106083,0.62799206,0.02193424,0.37410198
-5.98799400,1.12139258,0.07746791,0.00000000,0.34912751,0.61423904,0.02138616,0.36671004
-5.98199100,1.09416505,0.07046092,0.00000000,0.32892483,0.60259822,0.02085496,0.35979528
-5.97598799,1.07029355,0.06418672,0.00000000,0.31064448,0.59301861,0.02034308,0.35337389
-5.96998499,1.04978463,0.05867598,0.00000000,0.29446428,0.58542908,0.01985344,0.34746190
-5.96398199,1.03263113,0.05394748,0.00000000,0.28055111,0.57974392,0.01938959,0.34207772
-5.95797899,1.01882193,0.05000953,0.00000000,0.26906403,0.57586922,0.01895577,0.33724458
-5.95197599,1.00835182,0.04686154,0.00000000,0.26015723,0.57370968,0.01855699,0.33299293
-5.94597299,1.00123103,0.04449579,0.00000000,0.25398255,0.57317563,0.01819906,0.32936235
-5.93996998,0.99749392,0.04289905,0.00000000,0.25069124,0.57418993,0.01788860,0.32640322
-5.93396698,0.99720634,0.04205426,0.00000000,0.25043487,0.57669448,0.01763296,0.32417776
-5.92796398,1.00047130,0.04194193,0.00000000,0.25336520,0.58065597,0.01744015,0.32276055
-5.92196098,1.00743253,0.04254143,0.00000000,0.25963296,0.58607057,0.01731869,0.32223837
-5.91595798,1.01827554,0.04383190,0.00000000,0.26938544,0.59296730,0.01727746,0.32270937
-5.90995498,1.03322604,0.04579299,0.00000000,0.28276310,0.60140978,0.01732551,0.32428148
-5.90395198,1.05254534,0.04840524,0.00000000,0.29989515,0.61149603,0.01747175,0.32707010
-5.89794897,1.07652272,0.05165019,0.00000000,0.32089427,0.62335624,0.01772477,0.33119492
-5.89194597,1.10546467,0.05551026,0.00000000,0.34585061,0.63714839,0.01809247,0.33677611
-5.88594297,1.13968115,0.05996834,0.00000000,0.37482526,0.65305156,0.01858182,0.34392969
-5.87993997,1.17946898,0.06500720,0.00000000,0.40784346,0.67125710,0.01919850,0.35276227
-5.87393697,1.22509288,0.07060874,0.00000000,0.44488760,0.69195783,0.01994657,0.36336533
-5.86793397,1.27676459,0.07675307,0.00000000,0.48589043,0.71533552,0.02082820,0.37580899
-5.86193097,1.33462080,0.08341761,0.00000000,0.53072855,0.74154714,0.02184333,0.39013575
-5.85592796,1.39870086,0.09057602,0.00000000,0.57921655,0.77071041,0.02298943,0.40635417
-5.84992496,1.46892509,0.09819728,0.00000000,0.63110204,0.80288925,0.02426126,0.42443299
-5.84392196,1.54507498,0.10624479,0.00000000,0.68606175,0.83807991,0.02565071,0.44429589
-5.83791896,1.62677632,0.11467551,0.00000000,0.74369914,0.87619859,0.02714670,0.46581715
-5.83191596,1.71348651,0.12343941,0.00000000,0.80354368,0.91707117,0.02873514,0.48881878
-5.82591296,1.80448708,0.13247904,0.00000000,0.86505201,0.96042603,0.03039904,0.51306910
-5.81990995,1.89888248,0.14172936,0.00000000,0.92761145,1.00589035,0.03211867,0.53828328
-5.81390695,1.99560580,0.15111792,0.00000000,0.99054579,1.05299064,0.03387184,0.56412590
-5.80790395,2.09343201,0.16056535,0.00000000,1.05312369,1.10115777,0.03563431,0.59021569
-5.80190095,2.19099883,0.16998622,0.00000000,1.11456966,1.14973660,0.03738023,0.61613247
-5.79589795,2.28683503,0.17929030,0.00000000,1.17407765,1.19800019,0.03908279,0.64142613
-5.78989495,2.37939557,0.18838416,0.00000000,1.23082700,1.24516826,0.04071486,0.66562756
-5.78389195,2.46710259,0.19717314,0.00000000,1.28400060,1.29042931,0.04224968,0.68826104
-5.77788894,2.54839091,0.20556368,0.00000000,1.33280464,1.33296561,0.04366165,0.70885786
-5.77188594,2.62175627,0.21346586,0.00000000,1.37648969,1.37198007,0.04492707,0.72697048
-5.76588294,2.68580446,0.22079610,0.00000000,1.41437203,1.40672384,0.04602487,0.74218678
-5.75987994,2.73929917,0.22747997,0.00000000,1.44585486,1.43652340,0.04693729,0.75414370
-5.75387694,2.78120646,0.23345494,0.00000000,1.47044816,1.46080598,0.04765044,0.76253976
-5.74787394,2.81073368,0.23867287,0.00000000,1.48778655,1.47912186,0.04815479,0.76714574
-5.74187094,2.82736099,0.24310229,0.00000000,1.49764410,1.49116273,0.04844550,0.76781321
-5.73586793,2.83086387,0.24673010,0.00000000,1.49994540,1.49677496,0.04852257,0.76448029
-5.72986493,2.82132527,0.24956276,0.00000000,1.49477206,1.49596719,0.04839089,0.75717444
-5.72386193,2.79913683,0.25162671,0.00000000,1.48236419,1.48891181,0.04806006,0.74601219
-5.71785893,2.76498878,0.25296811,0.00000000,1.46311642,1.47594015,0.04754406,0.73119566
-5.71185593,2.71984894,0.25365165,0.00000000,1.43756858,1.45753171,0.04686083,0.71300616
-5.70585293,2.66493162,0.25375866,0.00000000,1.40639092,1.43429777,0.04603163,0.69179505
-5.69984992,2.60165786,0.25338432,0.00000000,1.37036462,1.40696026,0.04508041,0.66797242
-5.69384692,2.53160864,0.25263429,0.00000000,1.33035801,1.37632697,0.04403300,0.64199391
-5.68784392,2.45647339,0.25162072,0.00000000,1.28729964,1.34326403,0.04291633,0.61434647
-5.68184092,2.37799590,0.25045791,0.00000000,1.24214920,1.30866735,0.04175765,0.58553356
-5.67583792,2.29792023,0.24925777,0.00000000,1.19586758,1.27343391,0.04058377,0.55606046
