energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Na_s_up,S_s_up,S_p_up
-5.27963982,1.01929141,0.04256975,0.08962018,0.52591978,0.18021702,0.07296331,0.02012343,0.41654450
-5.27363682,1.07895496,0.04308712,0.10149496,0.57047777,0.19520779,0.08000003,0.02018875,0.42990976
-5.26763382,1.14215502,0.04364930,0.11412913,0.61776486,0.21111705,0.08767433,0.02023840,0.44395100
-5.26163082,1.20860134,0.04426521,0.12742472,0.66747959,0.22784798,0.09589401,0.02028106,0.45866989
-5.25562781,1.27785685,0.04494228,0.14125714,0.71921705,0.24526768,0.10455474,0.02032466,0.47403153
-5.24962481,1.34932945,0.04568568,0.15547579,0.77246774,0.26320654,0.11354002,0.02037595,0.48995912
-5.24362181,1.42227152,0.04649772,0.16990576,0.82662124,0.28145906,0.12272181,0.02044024,0.50633107
-5.23761881,1.49578760,0.04737753,0.18435058,0.88097475,0.29978656,0.13196186,0.02052117,0.52298094
-5.23161581,1.56885080,0.04832102,0.19859610,0.93474683,0.31792150,0.14111392,0.02062068,0.53970030
-5.22561281,1.64032733,0.04932105,0.21241529,0.98709581,0.33557362,0.15002657,0.02073898,0.55624441
-5.21960980,1.70900861,0.05036792,0.22557403,1.03714245,0.35243742,0.15854671,0.02087475,0.57234064
-5.21360680,1.77364957,0.05145003,0.23783745,1.08399605,0.36820105,0.16652348,0.02102536,0.58769905
-5.20760380,1.83301162,0.05255476,0.24897682,1.12678291,0.38255598,0.17381255,0.02118717,0.60202477
-5.20160080,1.88590801,0.05366943,0.25877654,1.16467591,0.39520722,0.18028045,0.02135598,0.61503137
-5.19559780,1.93124964,0.05478233,0.26704109,1.19692379,0.40588349,0.18580880,0.02152734,0.62645451
-5.18959480,1.96808874,0.05588372,0.27360147,1.22287879,0.41434701,0.19029822,0.02169709,0.63606513
-5.18359180,1.99565814,0.05696674,0.27832094,1.24202122,0.42040228,0.19367170,0.02186163,0.64368130
-5.17758879,2.01340421,0.05802815,0.28109977,1.25397974,0.42390353,0.19587723,0.02201834,0.64917814
-5.17158579,2.02101136,0.05906886,0.28187874,1.25854622,0.42476037,0.19688952,0.02216578,0.65249509
-5.16558279,2.01841700,0.06009416,0.28064122,1.25568446,0.42294144,0.19671077,0.02230390,0.65364015
-5.15957979,2.00581599,0.06111373,0.27741380,1.24553226,0.41847583,0.19537040,0.02243405,0.65269079
-5.15357679,1.98365427,0.06214126,0.27226531,1.22839676,0.41145219,0.19292370,0.02255896,0.64979149
-5.14757379,1.95261212,0.06319390,0.26530441,1.20474316,0.40201557,0.18944955,0.02268255,0.64514791
-5.14157079,1.91357784,0.06429133,0.25667575,1.17517759,0.39036223,0.18504720,0.02280969,0.63901819
-5.13556778,1.86761322,0.06545473,0.24655501,1.14042475,0.37673260,0.17983239,0.02294587,0.63170172
-5.12956478,1.81591276,0.06670553,0.23514294,1.10130171,0.36140280,0.17393293,0.02309676,0.62352605
-5.12356178,1.75975853,0.06806416,0.22265879,1.05868895,0.34467510,0.16748396,0.02326785,0.61483265
-5.11755878,1.70047317,0.06954871,0.20933329,1.01350013,0.32686784,0.16062316,0.02346397,0.60596240
-5.11155578,1.63937315,0.07117379,0.19540171,0.96665200,0.30830518,0.15348607,0.02368894,0.59724134
-5.10555278,1.57772458,0.07294943,0.18109702,0.91903575,0.28930722,0.14620178,0.02394518,0.58896772
-5.09954977,1.51670353,0.07488025,0.16664365,0.87149106,0.27018088,0.13888920,0.02423348,0.58140070
-5.09354677,1.45736233,0.07696489,0.15225196,0.82478367,0.25121182,0.13165398,0.02455280,0.57475140
-5.08754377,1.40060326,0.07919574,0.13811356,0.77958748,0.23265776,0.12458618,0.02490019,0.56917656
-5.08154077,1.34716022,0.08155891,0.12439774,0.73647138,0.21474334,0.11775887,0.02527088,0.56477511
-5.07553777,1.29758864,0.08403462,0.11124892,0.69589119,0.19765655,0.11122748,0.02565835,0.56158746
-5.06953477,1.25226355,0.08659776,0.09878520,0.65818652,0.18154691,0.10503001,0.02605462,0.55959773
-5.06353177,1.21138513,0.08921875,0.08709798,0.62358226,0.16652505,0.09918800,0.02645059,0.55873820
-5.05752876,1.17499083,0.09186459,0.07625246,0.59219427,0.15266387,0.09370800,0.02683635,0.55889602
-5.05152576,1.14297290,0.09450004,0.06628900,0.56403843,0.14000079,0.08858363,0.02720170,0.55992140
-5.04552276,1.11509993,0.09708887,0.05722514,0.53904242,0.12854101,0.08379792,0.02753653,0.56163687
-5.03951976,1.09104107,0.09959512,0.04905811,0.51705934,0.11826154,0.07932584,0.02783127,0.56384714
-5.03351676,1.07039148,0.10198434,0.04176769,0.49788246,0.10911564,0.07513686,0.02807730,0.56634886
-5.02751376,1.05269766,0.10422471,0.03531924,0.48126023,0.10103756,0.07119741,0.02826731,0.56894002
-5.02151076,1.03748168,0.10628803,0.02966677,0.46691092,0.09394715,0.06747313,0.02839556,0.57142839
-5.01550775,1.02426317,0.10815046,0.02475590,0.45453637,0.08775448,0.06393078,0.02845809,0.57363884
-5.00950475,1.01257850,0.10979320,0.02052662,0.44383438,0.08236394,0.06053990,0.02845287,0.57541920
-5.00350175,1.00199653,0.11120281,0.01691584,0.43450936,0.07767797,0.05727391,0.02837980,0.57664452
-4.99749875,0.99213075,0.11237138,0.01385950,0.42628123,0.07360030,0.05411097,0.02824066,0.57721977
-4.99149575,0.98264775,0.11329645,0.01129448,0.41889219,0.07003853,0.05103433,0.02803898,0.57708090
-4.98549275,0.97327196,0.11398078,0.00915997,0.41211175,0.06690623,0.04803244,0.02777984,0.57619436
-4.97948974,0.96378718,0.11443183,0.00739868,0.40573978,0.06412442,0.04509863,0.02746960,0.57455528
-4.97348674,0.95403496,0.11466120,0.00595755,0.39960795,0.06162257,0.04223071,0.02711559,0.57218446
-4.96748374,0.94391053,0.11468383,0.00478832,0.39357963,0.05933916,0.03943025,0.02672581,0.56912431
-4.96148074,0.93335651,0.11451711,0.00384769,0.38754859,0.05722179,0.03670185,0.02630854,0.56543415
-4.95547774,0.92235516,0.11417998,0.00309746,0.38143660,0.05522698,0.03405235,0.02587200,0.56118489
-4.94947474,0.91091947,0.11369189,0.00250433,0.37519031,0.05331977,0.03148999,0.02542405,0.55645345
-4.94347174,0.89908377,0.11307181,0.00203966,0.36877751,0.05147301,0.02902371,0.02497183,0.55131725
-4.93746873,0.88689418,0.11233729,0.00167920,0.36218320,0.04966659,0.02666246,0.02452155,0.54584885
-4.93146573,0.87439959,0.11150354,0.00140262,0.35540539,0.04788657,0.02441472,0.02407819,0.54011101
-4.92546273,0.86164335,0.11058266,0.00119318,0.34845116,0.04612427,0.02228803,0.02364541,0.53415251
-4.91945973,0.84865629,0.10958302,0.00103729,0.34133296,0.04437533,0.02028883,0.02322539,0.52800479
-4.91345673,0.83545123,0.10850880,0.00092417,0.33406532,0.04263892,0.01842222,0.02281879,0.52167960
-4.90745373,0.82201929,0.10735978,0.00084547,0.32666222,0.04091690,0.01669206,0.02242481,0.51516791
-4.90145073,0.80832827,0.10613133,0.00079498,0.31913515,0.03921312,0.01510108,0.02204121,0.50843997
-4.89544772,0.79432302,0.10481466,0.00076839,0.31149196,0.03753292,0.01365111,0.02166451,0.50144675
-4.88944472,0.77992797,0.10339730,0.00076311,0.30373648,0.03588260,0.01234339,0.02129016,0.49412254
-4.88344172,0.76505161,0.10186383,0.00077809,0.29586903,0.03426916,0.01117905,0.02091281,0.48638881
-4.87743872,0.74959270,0.10019679,0.00081378,0.28788764,0.03270014,0.01015950,0.02052662,0.47815902
-4.87143572,0.73344796,0.09837772,0.00087203,0.27979001,0.03118355,0.00928703,0.02012550,0.46934428
-4.86543272,0.71652077,0.09638836,0.00095615,0.27157596,0.02972797,0.00856530,0.01970353,0.45985941
-4.85942971,0.69873052,0.09421186,0.00107093,0.26325034,0.02834273,0.00799996,0.01925522,0.44962941
-4.85342671,0.68002191,0.09183396,0.00122267,0.25482616,0.02703822,0.00759917,0.01877587,0.43859563
-4.84742371,0.66037389,0.08924411,0.00141934,0.24632764,0.02582617,0.00737422,0.01826181,0.42672163
-4.84142071,0.63980756,0.08643643,0.00167061,0.23779322,0.02472008,0.00734005,0.01771064,0.41399819
-4.83541771,0.61839267,0.08341044,0.00198797,0.22927803,0.02373553,0.00751568,0.01712146,0.40044735
-4.82941471,0.59625215,0.08017158,0.00238480,0.22085583,0.02289056,0.00792465,0.01649490,0.38612506
-4.82341171,0.57356455,0.07673147,0.00287638,0.21262027,0.02220592,0.00859530,0.01583327,0.37112249
-4.81740870,0.55056407,0.07310777,0.00347992,0.20468516,0.02170523,0.00956093,0.01514047,0.35556574
-4.81140570,0.52753797,0.06932390,0.00421443,0.19718383,0.02141506,0.01085974,0.01442193,0.33961392
-4.80540270,0.50482165,0.06540842,0.00510060,0.19026747,0.02136479,0.01253463,0.01368446,0.32345584
-4.79939970,0.48279123,0.06139415,0.00616048,0.18410242,0.02158631,0.01463274,0.01293601,0.30730523
-4.79339670,0.46185407,0.05731717,0.00741715,0.17886647,0.02211357,0.01720466,0.01218548,0.29139481
-4.78739370,0.44243741,0.05321567,0.00889417,0.17474424,0.02298184,0.02030340,0.01144238,0.27596940
-4.78139070,0.42497557,0.04912871,0.01061499,0.17192173,0.02422685,0.02398303,0.01071653,0.26127836
-4.77538769,0.40989621,0.04509501,0.01260214,0.17058025,0.02588365,0.02829701,0.01001775,0.24756769
-4.76938469,0.39760587,0.04115176,0.01487642,0.17088982,0.02798532,0.03329614,0.00935554,0.23507198
-4.76338169,0.38847559,0.03733359,0.01745584,0.17300232,0.03056150,0.03902634,0.00873879,0.22400666
-4.75737869,0.38282685,0.03367162,0.02035461,0.17704455,0.03363686,0.04552609,0.00817550,0.21456067
-4.75137569,0.38091834,0.03019275,0.02358200,0.18311147,0.03722939,0.05282378,0.00767251,0.20688991
-4.74537269,0.38293410,0.02691911,0.02714128,0.19125995,0.04134875,0.06093497,0.00723536,0.20111158
-4.73936968,0.38897330,0.02386776,0.03102860,0.20150307,0.04599471,0.06985969,0.00686809,0.19729969
-4.73336668,0.39904220,0.02105056,0.03523207,0.21380552,0.05115561,0.07957990,0.00657312,0.19548171
-4.72736368,0.41304845,0.01847426,0.03973099,0.22808008,0.05680717,0.09005725,0.00635123,0.19563670
-4.72136068,0.43079815,0.01614072,0.04449520,0.24418558,0.06291151,0.10123139,0.00620152,0.19769472
-4.71535768,0.45199586,0.01404734,0.04948490,0.26192648,0.06941660,0.11301874,0.00612145,0.20153775
-4.70935468,0.47624765,0.01218752,0.05465059,0.28105416,0.07625611,0.12531209,0.00610690,0.20700194
-4.70335168,0.50306738,0.01055128,0.05993354,0.30127016,0.08334985,0.13798101,0.00615231,0.21388135
-4.69734867,0.53188605,0.00912585,0.06526655,0.32223125,0.09060468,0.15087317,0.00625083,0.22193285
-4.69134567,0.56206423,0.00789632,0.07057513,0.34355642,0.09791603,0.16381660,0.00639450,0.23088229
-4.68534267,0.59290718,0.00684627,0.07577911,0.36483555,0.10516996,0.17662299,0.00657446,0.24043163
-4.67933967,0.62368243,0.00595837,0.08079453,0.38563962,0.11224575,0.18909178,0.00678121,0.25026693
-4.67333667,0.65363924,0.00521491,0.08553585,0.40553218,0.11901894,0.20101514,0.00700482,0.26006696
-4.66733367,0.68202945,0.00459829,0.08991840,0.42408164,0.12536471,0.21218349,0.00723524,0.26951215
-4.66133067,0.70812890,0.00409143,0.09386096,0.44087404,0.13116153,0.22239160,0.00746257,0.27829363
-4.65532766,0.73125889,0.00367812,0.09728833,0.45552572,0.13629491,0.23144475,0.00767726,0.28612205
-4.64932466,0.75080665,0.00334326,0.10013387,0.46769560,0.14066108,0.23916499,0.00787046,0.29273596
-4.64332166,0.76624430,0.00307310,0.10234184,0.47709626,0.14417050,0.24539696,0.00803416,0.29790932
-4.63731866,0.77714536,0.00285535,0.10386942,0.48350369,0.14675098,0.25001319,0.00816147,0.30145801
-4.63131566,0.78319832,0.00267927,0.10468845,0.48676509,0.14835040,0.25291863,0.00824676,0.30324510
-4.62531266,0.78421656,0.00253572,0.10478656,0.48680452,0.14893867,0.25405397,0.00828581,0.30318452
-4.61930965,0.78014446,0.00241711,0.10416794,0.48362598,0.14850915,0.25339801,0.00827588,0.30124331
-4.61330665,0.77105927,0.00231741,0.10285345,0.47731414,0.14707924,0.25096848,0.00821582,0.29744208
-4.60730365,0.75716879,0.00223206,0.10088029,0.46803232,0.14469013,0.24682168,0.00810600,0.29185392
-4.60130065,0.73880513,0.00215791,0.09830106,0.45601813,0.14140591,0.24105074,0.00794833,0.28460171
-4.59529765,0.71641458,0.00209309,0.09518237,0.44157685,0.13731188,0.23378259,0.00774612,0.27585396
-4.58929465,0.69054442,0.00203693,0.09160307,0.42507287,0.13251221,0.22517393,0.00750399,0.26581950
-4.58329165,0.66182698,0.00198983,0.08765209,0.40691963,0.12712713,0.21540625,0.00722772,0.25474109
-4.57728864,0.63096177,0.00195316,0.08342607,0.38756836,0.12128968,0.20468013,0.00692400,0.24288837
-4.57128564,0.59869633,0.00192915,0.07902682,0.36749620,0.11514217,0.19320927,0.00660029,0.23055026
-4.56528264,0.56580658,0.00192073,0.07455878,0.34719404,0.10883254,0.18121417,0.00626457,0.21802724
-4.55927964,0.53307725,0.00193144,0.07012641,0.32715450,0.10251071,0.16891610,0.00592513,0.20562368
-4.55327664,0.50128307,0.00196532,0.06583184,0.30786036,0.09632500,0.15653127,0.00559032,0.19364045
-4.54727364,0.47117114,0.00202673,0.06177255,0.28977385,0.09041885,0.14426556,0.00526836,0.18236798
-4.54127064,0.44344496,0.00212027,0.05803938,0.27332690,0.08492777,0.13230997,0.00496715,0.17207998
-4.53526763,0.41875019,0.00225059,0.05471472,0.25891245,0.07997660,0.12083686,0.00469406,0.16302784
-4.52926463,0.39766261,0.00242230,0.05187108,0.24687710,0.07567729,0.10999701,0.00445580,0.15543583
-4.52326163,0.38067791,0.00263977,0.04956979,0.23751487,0.07212690,0.09991759,0.00425824,0.14949696
-4.51725863,0.36820370,0.00290698,0.04786012,0.23106227,0.06940613,0.09070102,0.00410633,0.14536983
-4.51125563,0.36055333,0.00322737,0.04677857,0.22769448,0.06757809,0.08242459,0.00400398,0.14317599
-4.50525263,0.35794164,0.00360363,0.04634845,0.22752267,0.06668753,0.07514075,0.00395401,0.14299820
-4.49924962,0.36048242,0.00403758,0.04657969,0.23059243,0.06676031,0.06887811,0.00395807,0.14487924
-4.49324662,0.36818754,0.00452998,0.04746886,0.23688325,0.06780323,0.06364288,0.00401662,0.14882155
