energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.88594297,6.85947752,-4.94652514,0.06256819,-0.02870644,0.66691153,-0.42307460,1.81468471,-1.05772005,0.96488545,-0.33062588,0.09423755,-0.09151814,2.98892336,-2.42397024,1.20608157,-0.79189090,0.43078715,-0.24950156
-5.87993997,6.66377231,-4.87471514,0.06031573,-0.02677541,0.64310711,-0.42292339,1.76146729,-1.06765780,0.93347645,-0.32007309,0.08957352,-0.09124352,2.91286875,-2.38684621,1.19180040,-0.78877310,0.41849854,-0.25365238
-5.87393697,6.44791990,-4.83567429,0.05778312,-0.02526158,0.61669735,-0.42700408,1.70123584,-1.08600560,0.89930444,-0.31242909,0.08476174,-0.09106290,2.82874321,-2.36389086,1.17425102,-0.79235715,0.40465183,-0.25935444
-5.86793397,6.21644622,-4.82776705,0.05502511,-0.02413935,0.58820080,-0.43508447,1.63535139,-1.11225411,0.86303916,-0.30755311,0.07985493,-0.09098449,2.73842536,-2.35441075,1.15430268,-0.80208096,0.38952479,-0.26651065
-5.86193097,5.97424918,-4.84874927,0.05209937,-0.02338065,0.55818114,-0.44685723,1.56532020,-1.14570528,0.82539155,-0.30526568,0.07490917,-0.09101382,2.64394920,-2.35743698,1.13290113,-0.81726379,0.37341494,-0.27499387
-5.85592796,5.72644187,-4.89581725,0.04906469,-0.02295583,0.52723031,-0.46194484,1.49274761,-1.18548553,0.78709128,-0.30535291,0.06998238,-0.09115297,2.54743758,-2.37174844,1.11103840,-0.83712407,0.35662975,-0.28464809
-5.84992496,5.47819238,-4.96566972,0.04597931,-0.02283431,0.49595122,-0.47990604,1.41928972,-1.23056359,0.74886439,-0.30757109,0.06513278,-0.09139979,2.45103407,-2.39590118,1.08972129,-0.86079970,0.33947681,-0.29529046
-5.84392196,5.23456648,-5.05458268,0.04289938,-0.02298535,0.46494069,-0.50024397,1.34660474,-1.27977292,0.71141184,-0.31165178,0.06041733,-0.09174741,2.35683605,-2.42826376,1.06993973,-0.88737038,0.32225459,-0.30671415
-5.83791896,5.00037932,-5.15849680,0.03987746,-0.02337865,0.43477320,-0.52241583,1.27630555,-1.33183843,0.67538986,-0.31730751,0.05589019,-0.09218393,2.26683160,-2.46705843,1.05263604,-0.91588168,0.30524393,-0.31869234
-5.83191596,4.78006122,-5.27311642,0.03696137,-0.02398496,0.40598603,-0.54584420,1.20991523,-1.38540704,0.64139270,-0.32423793,0.05160135,-0.09269233,2.18284234,-2.51040741,1.03867611,-0.94537033,0.28870072,-0.33098308
-5.82591296,4.57754176,-5.39401860,0.03419318,-0.02477667,0.37906610,-0.56992970,1.14882670,-1.43908145,0.60993838,-0.33213647,0.04759547,-0.09325078,2.10647428,-2.55638365,1.02882340,-0.97489014,0.27285007,-0.34333514
-5.81990995,4.39615541,-5.51676992,0.03160851,-0.02572832,0.35443901,-0.59406498,1.09426769,-1.49145632,0.58145762,-0.34069743,0.04391083,-0.09383323,2.03907783,-2.60306471,1.02371637,-1.00353801,0.25788196,-0.35549458
-5.81390695,4.23857060,-5.63704803,0.02923613,-0.02681709,0.33246031,-0.61764955,1.04727178,-1.54115578,0.55628632,-0.34962345,0.04057868,-0.09441029,1.98171808,-2.64858847,1.02385000,-1.03047911,0.24394859,-0.36721205
-5.80790395,4.10674330,-5.75076429,0.02709769,-0.02802328,0.31340929,-0.64010511,1.00865616,-1.58687129,0.53466144,-0.35863292,0.03762277,-0.09495045,1.93515564,-2.69120874,1.02956172,-1.05497063,0.23116336,-0.37825035
-5.80190095,4.00189487,-5.85418328,0.02520790,-0.02933068,0.29748516,-0.66089088,0.97900635,-1.62739838,0.51672015,-0.36746743,0.03505914,-0.09542143,1.89983810,-2.72934900,1.04102196,-1.07638326,0.21960142,-0.38839208
-5.79589795,3.92451345,-5.94403464,0.02357475,-0.03072686,0.28480566,-0.67951831,0.95866805,-1.66167120,0.50250210,-0.37589872,0.03289631,-0.09579183,1.87590166,-2.76165204,1.05822950,-1.09421940,0.20930159,-0.39744702
-5.78989495,3.87437709,-6.01761245,0.02220004,-0.03220346,0.27540798,-0.69556479,0.94774613,-1.68879342,0.49195440,-0.38373488,0.03113553,-0.09603267,1.86318227,-2.78702335,1.08101152,-1.10812771,0.20026948,-0.40525882
-5.78389195,3.85059665,-6.07285767,0.02108006,-0.03375618,0.26925178,-0.70868541,0.94611028,-1.70806434,0.48493897,-0.39082560,0.02977143,-0.09611903,1.86123531,-2.80466635,1.10902831,-1.11791298,0.19248161,-0.41171073
-5.77788894,3.85167590,-6.10841949,0.02020632,-0.03538482,0.26622422,-0.71862265,0.95340723,-1.71899910,0.48124189,-0.39706597,0.02879274,-0.09603149,1.86936267,-2.81410747,1.14178250,-1.12354110,0.18589018,-0.41672998
-5.77188594,3.87558625,-6.12369199,0.01956651,-0.03709299,0.26614665,-0.72521315,0.96907893,-1.72134212,0.48058423,-0.40239876,0.02818327,-0.09575734,1.88664606,-2.81520971,1.17863245,-1.12513858,0.18042832,-0.42029048
-5.76588294,3.91985311,-6.11882384,0.01914536,-0.03888769,0.26878283,-0.72839136,0.99238608,-1.71507319,0.48263421,-0.40681481,0.02792285,-0.09529152,1.91198529,-2.80817366,1.21880956,-1.12298664,0.17601547,-0.42241377
-5.75987994,3.98165133,-6.09469956,0.01892562,-0.04077873,0.27384847,-0.72818992,1.02243638,-1.70040577,0.48702007,-0.41035152,0.02798850,-0.09463712,1.94414013,-2.79352545,1.26143916,-1.11750989,0.17256278,-0.42316789
-5.75387694,4.05790662,-6.05289236,0.01888901,-0.04277787,0.28102172,-0.72473636,1.05821671,-1.67777774,0.49334349,-0.41308930,0.02835552,-0.09380549,1.98177457,-2.77209179,1.30556441,-1.10925988,0.16997818,-0.42266430
-5.74787394,4.14540033,-5.99559011,0.01901710,-0.04489790,0.28995446,-0.71824659,1.09862838,-1.64783468,0.50119326,-0.41514623,0.02899857,-0.09281591,2.02350215,-2.74496293,1.35017279,-1.09889424,0.16817103,-0.42105290
-5.74187094,4.24087456,-5.92549709,0.01929212,-0.04715141,0.30028402,-0.70901514,1.14252429,-1.61140656,0.51015875,-0.41667083,0.02989266,-0.09169475,2.06793099,-2.71344489,1.39422438,-1.08715193,0.16705619,-0.41851520
-5.73586793,4.34113500,-5.84571562,0.01969773,-0.04954962,0.31164514,-0.69740266,1.18874719,-1.56947873,0.51984307,-0.41783356,0.03101411,-0.09047438,2.11370745,-2.67900295,1.43668137,-1.07482584,0.16655730,-0.41525618
-5.72986493,4.44314843,-5.75961286,0.02021956,-0.05210099,0.32368170,-0.68382125,1.23616751,-1.52315851,0.52987556,-0.41881714,0.03234125,-0.08919156,2.15955693,-2.64319888,1.47653777,-1.06273352,0.16660941,-0.41149494
-5.72386193,4.54413214,-5.67067872,0.02084576,-0.05481001,0.33605801,-0.66871828,1.28371981,-1.47363860,0.53992328,-0.41980633,0.03385505,-0.08788574,2.20432077,-2.60762481,1.51284856,-1.05168741,0.16716064,-0.40745482
-5.71785893,4.64163256,-5.58238141,0.02156729,-0.05767592,0.34846922,-0.65255934,1.33043632,-1.42215909,0.54970125,-0.42097760,0.03553942,-0.08659712,2.24698794,-2.57383664,1.54475718,-1.04246574,0.16817300,-0.40335334
-5.71185593,4.73359035,-5.49802751,0.02237810,-0.06069166,0.36065058,-0.63581124,1.37547640,-1.36996945,0.55898109,-0.42248918,0.03738142,-0.08536471,2.28672054,-2.54329019,1.57152039,-1.03578520,0.16962241,-0.39939254
-5.70585293,4.81838960,-5.42063279,0.02327515,-0.06384306,0.37238512,-0.61892573,1.41815071,-1.31829203,0.56759785,-0.42447215,0.03937113,-0.08422446,2.32287200,-2.51728310,1.59252963,-1.03227643,0.17149783,-0.39575019
-5.69984992,4.89488927,-5.35280998,0.02425825,-0.06710828,0.38350944,-0.60232466,1.45793901,-1.26828848,0.57545459,-0.42702281,0.04150134,-0.08320755,2.35499745,-2.49690507,1.60732774,-1.03246346,0.17379964,-0.39257234
-5.69384692,4.96243517,-5.29667828,0.02532979,-0.07045765,0.39391747,-0.58638725,1.49450076,-1.22103033,0.58252459,-0.43019700,0.04376703,-0.08233905,2.38285550,-2.48299872,1.61562061,-1.03674755,0.17653730,-0.38996758
-5.68784392,5.02085199,-5.25379862,0.02649426,-0.07385385,0.40356186,-0.57143992,1.52767783,-1.17747451,0.58885094,-0.43400645,0.04616464,-0.08163681,2.40640149,-2.47613276,1.61728293,-1.04539623,0.17972649,-0.38800334
-5.68184092,5.07041518,-5.22513687,0.02775771,-0.07725258,0.41245290,-0.55774904,1.55748928,-1.13844468,0.59454345,-0.43841754,0.04869116,-0.08111094,2.42577217,-2.47658853,1.61235786,-1.05853759,0.18338574,-0.38670436
-5.67583792,5.11180363,-5.21105606,0.02912705,-0.08060352,0.42065510,-0.54551680,1.58411813,-1.10461863,0.59977284,-0.44335235,0.05134317,-0.08076356,2.44126261,-2.48436006,1.60105053,-1.07615997,0.18753273,-0.38605342
-5.66983492,5.14603511,-5.21133689,0.03060934,-0.08385180,0.42828130,-0.53488027,1.60789068,-1.07652173,0.60476232,-0.44869212,0.05411582,-0.08058912,2.45329610,-2.49916740,1.58371565,-1.09811677,0.19218049,-0.38599427
-5.66383192,5.17438704,-5.22522435,0.03221101,-0.08693971,0.43548476,-0.52591332,1.62924942,-1.05452644,0.60977675,-0.45428274,0.05700171,-0.08057514,2.46238855,-2.52048200,1.56083974,-1.12413584,0.19733360,-0.38643653
-5.65782891,5.19830637,-5.25149703,0.03393704,-0.08980867,0.44244937,-0.51863138,1.64872061,-1.03885715,0.61510989,-0.45994213,0.05999001,-0.08070323,2.46910907,-2.54756243,1.53301879,-1.15383298,0.20298466,-0.38726228
-5.65182591,5.21931259,-5.28855452,0.03579023,-0.09240144,0.44937844,-0.51299841,1.66687812,-1.02959986,0.62107005,-0.46546895,0.06306560,-0.08095048,2.47403862,-2.57949820,1.50093249,-1.18672846,0.20911110,-0.38833390
-5.64582291,5.23889894,-5.33451757,0.03777055,-0.09466430,0.45648270,-0.50893560,1.68430549,-1.02671581,0.62796474,-0.47065221,0.06620841,-0.08129103,2.47772893,-2.61525912,1.46531613,-1.22226595,0.21567262,-0.38950284
-5.63981991,5.25843638,-5.38733515,0.03987452,-0.09654921,0.46396786,-0.50633141,1.70155797,-1.03005800,0.63608513,-0.47528136,0.06939309,-0.08169775,2.48066387,-2.65374740,1.42693162,-1.25983263,0.22260939,-0.39061855
-5.63381691,5.27908564,-5.44489250,0.04209480,-0.09801580,0.47202247,-0.50505212,1.71912651,-1.03938987,0.64569078,-0.47915611,0.07258888,-0.08214385,2.48322523,-2.69384952,1.38653896,-1.29877972,0.22984110,-0.39153735
-5.62781391,5.30172158,-5.50511440,0.04441994,-0.09903311,0.48080667,-0.50495243,1.73740567,-1.05440489,0.65699553,-0.48209565,0.07575983,-0.08260444,2.48566490,-2.73448542,1.34486941,-1.33844250,0.23726702,-0.39213054
-5.62181091,5.32687392,-5.56605866,0.04683427,-0.09958089,0.49044220,-0.50588561,1.75666703,-1.07474634,0.67015517,-0.48394677,0.07886533,-0.08305786,2.48808497,-2.77465236,1.30260172,-1.37815901,0.24476707,-0.39229138
-5.61580790,5.35468740,-5.62599533,0.04931804,-0.09965055,0.50100446,-0.50771261,1.77703951,-1.10002635,0.68525739,-0.48459040,0.08186099,-0.08348671,2.49042667,-2.81346149,1.26034214,-1.41728686,0.25220399,-0.39194053
-5.60980490,5.38490320,-5.68346835,0.05184766,-0.09924549,0.51251663,-0.51030981,1.79849750,-1.12984339,0.70231464,-0.48394642,0.08469971,-0.08387853,2.49246898,-2.85016574,1.21860918,-1.45521763,0.25942635,-0.39102986
-5.60380190,5.41686257,-5.73733758,0.05439625,-0.09838102,0.52494648,-0.51357510,1.82085748,-1.16379784,0.72126017,-0.48197649,0.08733307,-0.08422613,2.49383668,-2.88417791,1.17782349,-1.49138868,0.26627265,-0.38954412
-5.59779890,5.44953193,-5.78680010,0.05693420,-0.09708373,0.53820572,-0.51743209,1.84378304,-1.20150480,0.74194742,-0.47868482,0.08971284,-0.08452752,2.49401749,-2.91507877,1.13830287,-1.52529208,0.27257595,-0.38750079
-5.59179590,5.48154790,-5.83139113,0.05942999,-0.09539029,0.55215201,-0.52183232,1.86679799,-1.24260421,0.76415278,-0.47411693,0.09179261,-0.08478541,2.49238711,-2.94261531,1.10026250,-1.55648095,0.27816916,-0.38494795
-5.58579290,5.51127941,-5.87096570,0.06185105,-0.09334596,0.56659347,-0.52675557,1.88930662,-1.28676761,0.78758162,-0.46835659,0.09352941,-0.08500649,2.48824067,-2.96668988,1.06381970,-1.58457313,0.28289057,-0.38196045
-5.57978989,5.53690303,-5.90566348,0.06416465,-0.09100266,0.58129538,-0.53220824,1.91061996,-1.33370180,0.81187710,-0.46152118,0.09488526,-0.08520033,2.48082878,-2.98734158,1.02900278,-1.60925259,0.28658941,-0.37863453
-5.57378689,5.55648723,-5.93585957,0.06633881,-0.08841685,0.59598869,-0.53821999,1.92998633,-1.38314910,0.83663144,-0.45375564,0.09582861,-0.08537817,2.46939595,-3.00472124,0.99576302,-1.63026893,0.28913125,-0.37508145
-5.56778389,5.56808078,-5.96210477,0.06834323,-0.08564725,0.61037981,-0.54483891,1.94662467,-1.43488450,0.86139902,-0.44522553,0.09633549,-0.08555152,2.45321934,-3.01906193,0.96398884,-1.64743520,0.29040285,-0.37142027
-5.56178089,5.56980029,-5.98505913,0.07015010,-0.08275258,0.62416133,-0.55212544,1.95975855,-1.48870968,0.88571053,-0.43610947,0.09639046,-0.08573079,2.43164551,-3.03064691,0.93352126,-1.66062457,0.29031634,-0.36777040
-5.55577789,5.55991245,-6.00542255,0.07173476,-0.07978933,0.63702283,-0.56014533,1.96864918,-1.54444437,0.90908766,-0.42659139,0.09598709,-0.08592403,2.40412338,-3.03977682,0.90416966,-1.66976598,0.28881253,-0.36424420
-5.54977489,5.53690667,-6.02386607,0.07307631,-0.07680983,0.64866150,-0.56896197,1.97262586,-1.60191526,0.93105748,-0.41685287,0.09512827,-0.08613575,2.37023153,-3.04673799,0.87572690,-1.67483925,0.28586307,-0.36094017
-5.54377189,5.49955488,-6.04096744,0.07415797,-0.07386054,0.65879201,-0.57862841,1.97111215,-1.66094303,0.95116594,-0.40706597,0.09382597,-0.08636601,2.32969880,-3.05177356,0.84798313,-1.67586973,0.28147153,-0.35793692
-5.53776888,5.44695601,-6.05715369,0.07496734,-0.07098072,0.66715509,-0.58917954,1.96364690,-1.72132802,0.96899005,-0.39738684,0.09210078,-0.08660983,2.28241710,-3.05505856,0.82073772,-1.67292267,0.27567326,-0.35528837
-5.53176588,5.37856366,-6.07265329,0.07549645,-0.06820152,0.67352472,-0.60062448,1.94989926,-1.78283527,0.98414805,-0.38795026,0.08998108,-0.08685683,2.22844638,-3.05668029,0.79380884,-1.66609752,0.26853408,-0.35302027
-5.52576288,5.29419677,-6.08745978,0.07574166,-0.06554548,0.67771351,-0.61293988,1.92967737,-1.84517965,0.99630766,-0.37886534,0.08750197,-0.08709131,2.16801160,-3.05662443,0.76704057,-1.65552220,0.26014789,-0.35112831
-5.51975988,5.19403381,-6.10130808,0.07570339,-0.06302645,0.67957638,-0.62606419,1.90293066,-1.90801197,1.00519186,-0.37021248,0.08470391,-0.08729262,2.10149263,-3.05476758,0.74030749,-1.64134738,0.25063333,-0.34957770
-5.51375688,5.07859221,-6.11366423,0.07538581,-0.06064994,0.67901229,-0.63989326,1.86974627,-1.97090695,1.01058259,-0.36204162,0.08163135,-0.08743582,2.02940779,-3.05087611,0.71351689,-1.62374084,0.24012966,-0.34830438
-5.50775388,4.94869533,-6.12372869,0.07479634,-0.05841384,0.67596450,-0.65427762,1.83034021,-2.03335395,1.01232224,-0.35437177,0.07833122,-0.08749264,1.95239241,-3.04461121,0.68660888,-1.60288212,0.22879205,-0.34721765
-5.50175088,4.80542982,-6.13045277,0.07394519,-0.05630934,0.67041919,-0.66902160,1.78504427,-2.09475128,1.01031332,-0.34719187,0.07485142,-0.08743266,1.87117397,-3.03553970,0.65955481,-1.57895733,0.21678663,-0.34620399
-5.49574787,4.65009656,-6.13256745,0.07284485,-0.05432224,0.66240296,-0.68388435,1.73428966,-2.15440496,1.00451656,-0.34046273,0.07123944,-0.08722460,1.78654521,-3.02314996,0.63235438,-1.55215446,0.20428530,-0.34513204
-5.48974487,4.48415864,-6.12862317,0.07150956,-0.05243422,0.65197942,-0.69858309,1.67858872,-2.21153236,0.99494786,-0.33411998,0.06754106,-0.08683771,1.69933691,-3.00687202,0.60503192,-1.52265920,0.19146079,-0.34385824
-5.48374187,4.30918914,-6.11703906,0.06995488,-0.05062434,0.63924515,-0.71279833,1.61851570,-2.26527130,0.98167446,-0.32807803,0.06379930,-0.08624314,1.61039175,-2.98610109,0.57763226,-1.49065152,0.17848198,-0.34223306
-5.47773887,4.12682193,-6.09615965,0.06819731,-0.04887046,0.62432540,-0.72618117,1.55468781,-2.31469459,0.96481066,-0.32223452,0.06005357,-0.08541529,1.52054037,-2.96022324,0.55021663,-1.45630303,0.16550978,-0.34010732
-5.47173587,3.93870742,-6.06431675,0.06625395,-0.04715053,0.60736967,-0.73836238,1.48774738,-2.35882987,0.94451349,-0.31647545,0.05633897,-0.08433293,1.43058092,-2.92864232,0.52285882,-1.41977540,0.15269360,-0.33733846
-5.46573287,3.74647530,-6.01989419,0.06414228,-0.04544385,0.58854758,-0.74896300,1.41834592,-2.39668434,0.92097849,-0.31068047,0.05268601,-0.08298019,1.34126248,-2.89080690,0.49564194,-1.38121982,0.14016866,-0.33379646
-5.45972986,3.55170503,-5.96139294,0.06188001,-0.04373210,0.56804497,-0.75760614,1.34713055,-2.42727344,0.89443574,-0.30472835,0.04912037,-0.08134735,1.25327299,-2.84623622,0.46865584,-1.34077761,0.12805403,-0.32936909
-5.45372686,3.35590482,-5.88749390,0.05948502,-0.04200008,0.54606046,-0.76392941,1.27473318,-2.44965251,0.86514644,-0.29850220,0.04566302,-0.07943124,1.16723181,-2.79454412,0.44199541,-1.29858180,0.11645150,-0.32396635
-5.44772386,3.16049880,-5.79711591,0.05697528,-0.04023634,0.52280240,-0.76759758,1.20176242,-2.46294993,0.83339976,-0.29189449,0.04233043,-0.07723552,1.08368661,-2.73545993,0.41575958,-1.25475981,0.10544532,-0.31752394
-5.44172086,2.96682178,-5.68946673,0.05436893,-0.03843351,0.49848638,-0.76831484,1.12879819,-2.46640035,0.79951013,-0.28481147,0.03913501,-0.07477056,1.00311440,-2.66884557,0.39005107,-1.20943681,0.09510256,-0.31000567
-5.43571786,2.77612061,-5.56408458,0.05168431,-0.03658832,0.47333296,-0.76583612,1.05638878,-2.45937633,0.76381471,-0.27717694,0.03608551,-0.07205312,0.92592610,-2.59470817,0.36497684,-1.16273968,0.08547421,-0.30140463
-5.42971486,2.58956085,-5.42086876,0.04893991,-0.03470159,0.44756580,-0.75997691,0.98504998,-2.44141678,0.72667113,-0.26893525,0.03318767,-0.06910579,0.85247394,-2.51320767,0.34064891,-1.11480117,0.07659678,-0.29174334
-5.42371186,2.40823747,-5.26009776,0.04615449,-0.03277782,0.42140995,-0.75062120,0.91526591,-2.41225060,0.68845503,-0.26005334,0.03044477,-0.06595622,0.78306108,-2.42465914,0.31718568,-1.06576396,0.06849430,-0.28107272
-5.41770885,2.23318797,-5.08243408,0.04334697,-0.03082482,0.39509029,-0.73772700,0.84749114,-2.37181438,0.64955768,-0.25052188,0.02785821,-0.06263618,0.71795266,-2.32952962,0.29471329,-1.01578433,0.06118064,-0.26947004
-5.41170585,2.06540685,-4.88891556,0.04053640,-0.02885310,0.36882997,-0.72132924,0.78215360,-2.32026298,0.61038324,-0.24035539,0.02542808,-0.05918057,0.65738760,-2.22842974,0.27336722,-0.96503509,0.05466200,-0.25703607
-5.40570285,1.90586012,-4.68093344,0.03774179,-0.02687524,0.34284885,-0.70153991,0.71965812,-2.25797227,0.57134582,-0.22959145,0.02315362,-0.05562632,0.60159048,-2.12210035,0.25329373,-0.91370745,0.04893939,-0.24389140
-5.39969985,1.75549898,-4.46019799,0.03498201,-0.02490522,0.31736200,-0.67854539,0.66039009,-2.18553399,0.53286627,-0.21828902,0.02103369,-0.05201130,0.55078306,-2.01139471,0.23465122,-0.86201178,0.04401111,-0.23017235
-5.39369685,1.61527199,-4.22869336,0.03227547,-0.02295775,0.29257802,-0.65260102,0.60471919,-2.10374250,0.49536870,-0.20652594,0.01906714,-0.04837323,0.50519484,-1.89725700,0.21761134,-0.81017691,0.03987502,-0.21602634
-5.38769385,1.48613506,-3.98862340,0.02963995,-0.02104761,0.26869755,-0.62402341,0.55300284,-2.01357438,0.45927684,-0.19439588,0.01725306,-0.04474878,0.46507234,-1.78069803,0.20235980,-0.75844818,0.03653058,-0.20160734
-5.38169085,1.36905910,-3.74235076,0.02709226,-0.01918912,0.24591171,-0.59318048,0.50558953,-1.91616138,0.42501024,-0.18200473,0.01559104,-0.04117258,0.43068680,-1.66276908,0.18909688,-0.70708415,0.03398059,-0.18707116
-5.37568784,1.26503500,-3.49233205,0.02464800,-0.01739557,0.22440070,-0.56048012,0.46282167,-1.81275832,0.39298055,-0.16946673,0.01408135,-0.03767659,0.40234011,-1.54453495,0.17803743,-0.65635215,0.03223252,-0.17257106
-5.36968484,1.17507584,-3.24105145,0.02232127,-0.01567890,0.20433261,-0.52635762,0.42503800,-1.70470720,0.36358775,-0.15690049,0.01272503,-0.03428943,0.38036864,-1.42704726,0.16941037,-0.60652294,0.03129948,-0.15825368
-5.36368184,1.10021620,-2.99095580,0.02012443,-0.01404929,0.18586236,-0.49126274,0.39257565,-1.59339916,0.33721661,-0.14442501,0.01152404,-0.03103594,0.36514497,-1.31131910,0.16345763,-0.55786472,0.03120070,-0.14425553
-5.35767884,1.04150850,-2.74439332,0.01806788,-0.01251507,0.16913099,-0.45564675,0.36577143,-1.48023611,0.31423325,-0.13215604,0.01048127,-0.02793694,0.35707735,-1.19830175,0.16043239,-0.51063684,0.03196165,-0.13070000
-5.35167584,1.00001620,-2.50355860,0.01615992,-0.01108253,0.15426511,-0.41995015,0.34496251,-1.36659344,0.29498184,-0.12020272,0.00960065,-0.02500907,0.35660664,-1.08886449,0.16059641,-0.46508354,0.03361358,-0.11769507
-5.34567284,0.97680368,-2.27044543,0.01440665,-0.00975594,0.14137665,-0.38459147,0.33048627,-1.25378551,0.27978146,-0.10866473,0.00888719,-0.02226480,0.36420089,-0.98377796,0.16421660,-0.42142806,0.03619277,-0.10533171
