energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,2.07978308,0.00235259,0.35568701,0.80392300,0.69192275,0.02958491,0.64588714
-5.99399700,2.03471797,0.00233283,0.35254478,0.78520906,0.68284426,0.02910191,0.62337606
-5.98799400,1.99138460,0.00231294,0.34955027,0.76665244,0.67443799,0.02855445,0.60156518
-5.98199100,1.95017064,0.00229316,0.34673248,0.74849501,0.66679901,0.02795568,0.58065287
-5.97598799,1.91140171,0.00227377,0.34411576,0.73096889,0.65999650,0.02731928,0.56081184
-5.96998499,1.87533084,0.00225499,0.34171825,0.71428842,0.65407046,0.02665911,0.54218500
-5.96398199,1.84213127,0.00223697,0.33955083,0.69864323,0.64902998,0.02598885,0.52488264
-5.95797899,1.81189357,0.00221974,0.33761680,0.68419266,0.64485309,0.02532168,0.50898076
-5.95197599,1.78462725,0.00220321,0.33591218,0.67106205,0.64148856,0.02467005,0.49452101
-5.94597299,1.76026724,0.00218717,0.33442686,0.65934105,0.63885948,0.02404550,0.48151206
-5.93996998,1.73868473,0.00217124,0.33314637,0.64908407,0.63686857,0.02345860,0.46993252
-5.93396698,1.71970205,0.00215492,0.33205433,0.64031273,0.63540495,0.02291883,0.45973515
-5.92796398,1.70311050,0.00213759,0.33113523,0.63302018,0.63435201,0.02243468,0.45085215
-5.92196098,1.68869012,0.00211858,0.33037744,0.62717682,0.63359589,0.02201364,0.44320133
-5.91595798,1.67623005,0.00209715,0.32977624,0.62273715,0.63303407,0.02166232,0.43669263
-5.90995498,1.66554811,0.00207257,0.32933641,0.61964707,0.63258350,0.02138650,0.43123475
-5.90395198,1.65650829,0.00204415,0.32907444,0.61785118,0.63218781,0.02119121,0.42674144
-5.89794897,1.64903481,0.00201130,0.32901984,0.61729958,0.63182292,0.02108077,0.42313707
-5.89194597,1.64312196,0.00197354,0.32921566,0.61795355,0.63150097,0.02105881,0.42036116
-5.88594297,1.63883872,0.00193055,0.32971788,0.61978995,0.63127194,0.02112818,0.41837166
-5.87993997,1.63632804,0.00188221,0.33059383,0.62280374,0.63122307,0.02129090,0.41714671
-5.87393697,1.63580050,0.00182860,0.33191960,0.62700873,0.63147599,0.02154801,0.41668493
-5.86793397,1.63752296,0.00177001,0.33377654,0.63243640,0.63218164,0.02189941,0.41700410
-5.86193097,1.64180263,0.00170694,0.33624711,0.63913286,0.63351338,0.02234362,0.41813843
-5.85592796,1.64896771,0.00164010,0.33941024,0.64715428,0.63565858,0.02287765,0.42013468
-5.84992496,1.65934577,0.00157039,0.34333656,0.65656106,0.63880925,0.02349674,0.42304721
-5.84392196,1.67324123,0.00149884,0.34808373,0.66741128,0.64315226,0.02419429,0.42693248
-5.83791896,1.69091336,0.00142663,0.35369224,0.67975371,0.64885965,0.02496166,0.43184324
-5.83191596,1.71255625,0.00135504,0.36018184,0.69362119,0.65607970,0.02578822,0.43782289
-5.82591296,1.73828194,0.00128539,0.36754906,0.70902469,0.66492923,0.02666137,0.44490025
-5.81990995,1.76810798,0.00121903,0.37576575,0.72594858,0.67548755,0.02756668,0.45308521
-5.81390695,1.80195008,0.00115731,0.38477900,0.74434757,0.68779249,0.02848814,0.46236542
-5.80790395,1.83962050,0.00110154,0.39451234,0.76414563,0.70183859,0.02940847,0.47270439
-5.80190095,1.88083240,0.00105297,0.40486830,0.78523707,0.71757775,0.03030953,0.48404098
-5.79589795,1.92520991,0.00101278,0.41573214,0.80748986,0.73492208,0.03117283,0.49629046
-5.78989495,1.97230357,0.00098206,0.42697674,0.83075120,0.75374898,0.03198003,0.50934702
-5.78389195,2.02161040,0.00096181,0.43846824,0.85485502,0.77390802,0.03271350,0.52308767
-5.77788894,2.07259745,0.00095293,0.45007233,0.87963128,0.79522932,0.03335689,0.53737729
-5.77188594,2.12472772,0.00095623,0.46166082,0.90491641,0.81753301,0.03389563,0.55207451
-5.76588294,2.17748717,0.00097244,0.47311816,0.93056450,0.84063918,0.03431747,0.56703823
-5.75987994,2.23041127,0.00100219,0.48434762,0.95645859,0.86437786,0.03461284,0.58213426
-5.75387694,2.28310980,0.00104605,0.49527686,0.98252134,0.88859852,0.03477518,0.59724178
-5.74787394,2.33528854,0.00110449,0.50586258,1.00872448,0.91317855,0.03480119,0.61225922
-5.74187094,2.38676679,0.00117795,0.51609400,1.03509638,0.93803047,0.03469086,0.62710916
-5.73586793,2.43748954,0.00126675,0.52599507,1.06172699,0.96310720,0.03444746,0.64174207
-5.72986493,2.48753387,0.00137114,0.53562521,1.08876992,0.98840553,0.03407742,0.65613839
-5.72386193,2.53710881,0.00149128,0.54507860,1.11644089,1.01396727,0.03358999,0.67030907
-5.71785893,2.58654881,0.00162719,0.55448194,1.14501268,1.03987833,0.03299693,0.68429418
-5.71185593,2.63630079,0.00177877,0.56399085,1.17480618,1.06626551,0.03231200,0.69815984
-5.70585293,2.68690530,0.00194576,0.57378496,1.20617785,1.09329135,0.03155049,0.71199340
-5.69984992,2.73897253,0.00212770,0.58406188,1.23950376,1.12114718,0.03072857,0.72589713
-5.69384692,2.79315416,0.00232390,0.59503037,1.27516078,1.15004472,0.02986280,0.73998066
-5.68784392,2.85011211,0.00253348,0.60690276,1.31350561,1.18020654,0.02896951,0.75435261
-5.68184092,2.91048568,0.00275524,0.61988715,1.35485234,1.21185581,0.02806424,0.76911171
-5.67583792,2.97485834,0.00298776,0.63417946,1.39944970,1.24520579,0.02716132,0.78433792
-5.66983492,3.04372560,0.00322930,0.64995569,1.44745897,1.28044936,0.02627343,0.80008400
-5.66383192,3.11746535,0.00347788,0.66736475,1.49893366,1.31774914,0.02541128,0.81636799
-5.65782891,3.19631199,0.00373123,0.68652191,1.55380206,1.35722833,0.02458342,0.83316706
-5.65182591,3.28033523,0.00398685,0.70750324,1.61185378,1.39896279,0.02379613,0.85041306
-5.64582291,3.36942472,0.00424204,0.73034111,1.67273115,1.44297437,0.02305341,0.86798999
-5.63981991,3.46328085,0.00449391,0.75502097,1.73592620,1.48922580,0.02235711,0.88573378
-5.63381691,3.56141232,0.00473949,0.78147940,1.80078390,1.53761720,0.02170708,0.90343431
-5.62781391,3.66314040,0.00497573,0.80960352,1.86651173,1.58798420,0.02110148,0.92083966
-5.62181091,3.76760974,0.00519959,0.83923168,1.93219576,1.64009764,0.02053709,0.93766256
-5.61580790,3.87380528,0.00540812,0.87015557,1.99682281,1.69366490,0.02000967,0.95358868
-5.60980490,3.98057455,0.00559848,0.90212335,2.05930805,1.74833260,0.01951437,0.96828651
-5.60380190,4.08665455,0.00576804,0.93484405,2.11852723,1.80369069,0.01904611,0.98141836
-5.59779890,4.19070218,0.00591445,0.96799283,2.17335230,1.85927774,0.01859992,0.99265206
-5.59179590,4.29132709,0.00603564,1.00121708,2.22268905,1.91458726,0.01817129,1.00167280
-5.58579290,4.38712592,0.00612992,1.03414320,2.26551533,1.96907514,0.01775645,1.00819466
-5.57978989,4.47671674,0.00619599,1.06638387,2.30091811,2.02216779,0.01735256,1.01197129
-5.57378689,4.55877263,0.00623297,1.09754561,2.32812800,2.07327117,0.01695788,1.01280533
-5.56778389,4.63205347,0.00624042,1.12723659,2.34654957,2.12178047,0.01657180,1.01055618
-5.56178089,4.69543504,0.00621836,1.15507439,2.35578613,2.16709036,0.01619490,1.00514576
-5.55577789,4.74793467,0.00616723,1.18069360,2.35565794,2.20860568,0.01582883,0.99656215
-5.54977489,4.78873294,0.00608794,1.20375318,2.34621290,2.24575254,0.01547624,0.98486090
-5.54377189,4.81719096,0.00598179,1.22394332,2.32772925,2.27798949,0.01514058,0.97016403
-5.53776888,4.83286280,0.00585047,1.24099171,2.30071015,2.30481869,0.01482590,0.95265689
-5.53176588,4.83550324,0.00569602,1.25466908,2.26587022,2.32579680,0.01453663,0.93258286
-5.52576288,4.82507050,0.00552081,1.26479392,2.22411478,2.34054534,0.01427734,0.91023632
-5.51975988,4.80172420,0.00532747,1.27123616,2.17651247,2.34876007,0.01405252,0.88595422
-5.51375688,4.76581882,0.00511883,1.27391985,2.12426260,2.35021934,0.01386631,0.86010637
-5.50775388,4.71789292,0.00489792,1.27282461,2.06865850,2.34479078,0.01372235,0.83308522
-5.50175088,4.65865450,0.00466786,1.26798592,2.01104841,2.33243633,0.01362354,0.80529517
-5.49574787,4.58896309,0.00443186,1.25949418,1.95279567,2.31321509,0.01357194,0.77714214
-5.48974487,4.50980919,0.00419311,1.24749254,1.89523967,2.28728398,0.01356863,0.74902344
-5.48374187,4.42229148,0.00395478,1.23217355,1.83965922,2.25489598,0.01361366,0.72131867
-5.47773887,4.32759273,0.00371995,1.21377473,1.78723968,2.21639594,0.01370597,0.69438159
-5.47173587,4.22695503,0.00349159,1.19257321,1.73904501,2.17221415,0.01384346,0.66853341
-5.46573287,4.12165494,0.00327248,1.16887953,1.69599567,2.12285759,0.01402296,0.64405761
-5.45972986,4.01297941,0.00306524,1.14303080,1.65885293,2.06889939,0.01424038,0.62119639
-5.45372686,3.90220296,0.00287228,1.11538357,1.62820981,2.01096672,0.01449076,0.60014867
-5.44772386,3.79056673,0.00269577,1.08630635,1.60448856,1.94972744,0.01476844,0.58106980
-5.44172086,3.67925975,0.00253769,1.05617225,1.58794424,1.88587621,0.01506719,0.56407255
-5.43571786,3.56940278,0.00239975,1.02535182,1.57867368,1.82012023,0.01538044,0.54922949
-5.42971486,3.46203485,0.00228348,0.99420630,1.57662875,1.75316527,0.01570144,0.53657623
-5.42371186,3.35810239,0.00219019,0.96308136,1.58163286,1.68570234,0.01602345,0.52611545
-5.41770885,3.25845088,0.00212100,0.93230159,1.59339938,1.61839529,0.01633995,0.51782126
-5.41170585,3.16381871,0.00207683,0.90216568,1.61155061,1.55186978,0.01664483,0.51164360
-5.40570285,3.07483277,0.00205846,0.87294232,1.63563603,1.48670358,0.01693256,0.50751245
-5.39969985,2.99200551,0.00206646,0.84486697,1.66514883,1.42341857,0.01719829,0.50534147
-5.39369685,2.91573277,0.00210125,0.81813923,1.69953963,1.36247428,0.01743801,0.50503091
-5.38769385,2.84629229,0.00216307,0.79292101,1.73822694,1.30426304,0.01764861,0.50646961
-5.38169085,2.78384235,0.00225195,0.76933525,1.78060388,1.24910664,0.01782789,0.50953613
-5.37568784,2.72842059,0.00236770,0.74746524,1.82604130,1.19725438,0.01797457,0.51409882
-5.36968484,2.67994290,0.00250987,0.72735445,1.87388771,1.14888245,0.01808822,0.52001518
-5.36368184,2.63820268,0.00267770,0.70900693,1.92346658,1.10409447,0.01816918,0.52713052
-5.35767884,2.60287090,0.00287009,0.69238816,1.97407204,1.06292318,0.01821847,0.53527638
-5.35167584,2.57349733,0.00308556,0.67742645,2.02496419,1.02533318,0.01823760,0.54426879
-5.34567284,2.54951387,0.00332221,0.66401496,2.07536502,0.99122474,0.01822847,0.55390698
-5.33966983,2.53024034,0.00357768,0.65201432,2.12445648,0.96043866,0.01819319,0.56397266
-5.33366683,2.51489372,0.00384914,0.64125595,2.17138151,0.93276225,0.01813396,0.57423040
-5.32766383,2.50260104,0.00413330,0.63154614,2.21524914,0.90793636,0.01805296,0.58442924
-5.32166083,2.49241654,0.00442641,0.62267085,2.25514414,0.88566356,0.01795229,0.59430568
-5.31565783,2.48334302,0.00472431,0.61440127,2.29014154,0.86561733,0.01783388,0.60358831
-5.30965483,2.47435722,0.00502249,0.60650005,2.31932587,0.84745219,0.01769955,0.61200378
-5.30365183,2.46443860,0.00531618,0.59872805,2.34181445,0.83081457,0.01755100,0.61928419
-5.29764882,2.45260082,0.00560044,0.59085151,2.35678398,0.81535424,0.01738994,0.62517539
-5.29164582,2.43792445,0.00587028,0.58264933,2.36349900,0.80073575,0.01721817,0.62944596
-5.28564282,2.41958986,0.00612083,0.57392032,2.36134081,0.78664984,0.01703773,0.63189630
-5.27963982,2.39690836,0.00634743,0.56449000,2.34983526,0.77282397,0.01685103,0.63236736
-5.27363682,2.36935028,0.00654582,0.55421674,2.32867754,0.75903183,0.01666096,0.63074842
-5.26763382,2.33656821,0.00671225,0.54299699,2.29775268,0.74510124,0.01647104,0.62698347
-5.26163082,2.29841417,0.00684359,0.53076917,2.25715015,0.73092000,0.01628544,0.62107568
-5.25562781,2.25494941,0.00693748,0.51751626,2.20717162,0.71643949,0.01610906,0.61308962
-5.24962481,2.20644633,0.00699237,0.50326675,2.14833118,0.70167560,0.01594748,0.60315103
-5.24362181,2.15338186,0.00700760,0.48809393,2.08134768,0.68670707,0.01580684,0.59144397
-5.23761881,2.09642274,0.00698338,0.47211358,2.00712946,0.67167112,0.01569376,0.57820548
-5.23161581,2.03640302,0.00692082,0.45548007,1.92675198,0.65675667,0.01561507,0.56371794
-5.22561281,1.97429494,0.00682185,0.43838116,1.84142947,0.64219526,0.01557758,0.54829950
-5.21960980,1.91117447,0.00668914,0.42103158,1.75248174,0.62825043,0.01558782,0.53229294
-5.21360680,1.84818329,0.00652602,0.40366579,1.66129778,0.61520569,0.01565172,0.51605367
-5.20760380,1.78648897,0.00633631,0.38653028,1.56929781,0.60335209,0.01577429,0.49993741
-5.20160080,1.72724534,0.00612424,0.36987567,1.47789548,0.59297570,0.01595934,0.48428813
-5.19559780,1.67155494,0.00589422,0.35394898,1.38846168,0.58434581,0.01620926,0.46942691
-5.18959480,1.62043530,0.00565075,0.33898647,1.30229165,0.57770448,0.01652479,0.45564220
-5.18359180,1.57479044,0.00539824,0.32520726,1.22057637,0.57325778,0.01690490,0.44318208
-5.17758879,1.53538888,0.00514093,0.31280798,1.14437915,0.57116930,0.01734679,0.43224855
-5.17158579,1.50284880,0.00488268,0.30195864,1.07461812,0.57155606,0.01784587,0.42299435
-5.16558279,1.47763062,0.00462698,0.29279980,1.01205465,0.57448705,0.01839592,0.41552221
-5.15957979,1.46003697,0.00437684,0.28544099,0.95728776,0.57998434,0.01898932,0.40988634
-5.15357679,1.45021939,0.00413475,0.27996051,0.91075391,0.58802639,0.01961730,0.40609624
-5.14757379,1.44819095,0.00390266,0.27640623,0.87273171,0.59855356,0.02027033,0.40412206
-5.14157079,1.45384350,0.00368203,0.27479739,0.84335061,0.61147502,0.02093851,0.40390153
-5.13556778,1.46696805,0.00347383,0.27512716,0.82260262,0.62667678,0.02161194,0.40534764
-5.12956478,1.48727702,0.00327861,0.27736563,0.81035601,0.64403013,0.02228119,0.40835670
-5.12356178,1.51442640,0.00309655,0.28146303,0.80637016,0.66339988,0.02293767,0.41281633
-5.11755878,1.54803677,0.00292756,0.28735294,0.81031047,0.68465186,0.02357399,0.41861278
-5.11155578,1.58771156,0.00277132,0.29495519,0.82176266,0.70765922,0.02418425,0.42563732
-5.10555278,1.63305172,0.00262738,0.30417841,0.84024589,0.73230701,0.02476421,0.43379123
-5.09954977,1.68366601,0.00249522,0.31492189,0.86522422,0.75849472,0.02531148,0.44298930
-5.09354677,1.73917643,0.00237433,0.32707688,0.89611622,0.78613685,0.02582549,0.45316175
-5.08754377,1.79921893,0.00226423,0.34052713,0.93230270,0.81516113,0.02630743,0.46425431
-5.08154077,1.86343946,0.00216451,0.35514885,0.97313282,0.84550489,0.02676012,0.47622696
