energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.63981991,2.70761611,0.06653525,0.22540797,0.03011280,0.00000000,1.18535721,0.00000000,0.77441232,0.29736132
-5.63381691,2.74755874,0.07073965,0.22963459,0.03069093,0.00000000,1.20097780,0.00000000,0.78459437,0.29975837
-5.62781391,2.78949567,0.07507391,0.23433607,0.03127998,0.00000000,1.21786954,0.00000000,0.79597549,0.30201209
-5.62181091,2.83369873,0.07949014,0.23955304,0.03187709,0.00000000,1.23619419,0.00000000,0.80866493,0.30413463
-5.61580790,2.88035370,0.08393550,0.24531640,0.03247845,0.00000000,1.25606865,0.00000000,0.82273211,0.30613712
-5.60980490,2.92953764,0.08835276,0.25164446,0.03307928,0.00000000,1.27755417,0.00000000,0.83819919,0.30802794
-5.60380190,2.98120093,0.09268123,0.25854054,0.03367382,0.00000000,1.30064786,0.00000000,0.85503545,0.30981110
-5.59779890,3.03515473,0.09685782,0.26599122,0.03425545,0.00000000,1.32527663,0.00000000,0.87315417,0.31148503
-5.59179590,3.09106512,0.10081827,0.27396531,0.03481678,0.00000000,1.35129433,0.00000000,0.89241188,0.31304175
-5.58579290,3.14845412,0.10449862,0.28241354,0.03534989,0.00000000,1.37848210,0.00000000,0.91261038,0.31446643
-5.57978989,3.20670809,0.10783672,0.29126920,0.03584652,0.00000000,1.40655228,0.00000000,0.93350140,0.31573747
-5.57378689,3.26509352,0.11077387,0.30044959,0.03629838,0.00000000,1.43515574,0.00000000,0.95479386,0.31682699
-5.56778389,3.32277966,0.11325641,0.30985823,0.03669746,0.00000000,1.46389271,0.00000000,0.97616337,0.31770179
-5.56178089,3.37886744,0.11523736,0.31938789,0.03703637,0.00000000,1.49232651,0.00000000,0.99726383,0.31832474
-5.55577789,3.43242361,0.11667784,0.32892415,0.03730866,0.00000000,1.52000002,0.00000000,1.01774043,0.31865645
-5.54977489,3.48251873,0.11754843,0.33834948,0.03750917,0.00000000,1.54645413,0.00000000,1.03724378,0.31865726
-5.54377189,3.52826756,0.11783017,0.34754763,0.03763436,0.00000000,1.57124738,0.00000000,1.05544430,0.31828940
-5.53776888,3.56886993,0.11751542,0.35640808,0.03768256,0.00000000,1.59397617,0.00000000,1.07204656,0.31751916
-5.53176588,3.60365053,0.11660831,0.36483048,0.03765424,0.00000000,1.61429443,0.00000000,1.08680263,0.31631911
-5.52576288,3.63209539,0.11512485,0.37272871,0.03755213,0.00000000,1.63193201,0.00000000,1.09952406,0.31467011
-5.51975988,3.65388363,0.11309277,0.38003456,0.03738140,0.00000000,1.64671069,0.00000000,1.11009186,0.31256313
-5.51375688,3.66891257,0.11055085,0.38670068,0.03714962,0.00000000,1.65855717,0.00000000,1.11846390,0.31000068
-5.50775388,3.67731484,0.10754809,0.39270284,0.03686675,0.00000000,1.66751218,0.00000000,1.12467954,0.30699787
-5.50175088,3.67946656,0.10414245,0.39804121,0.03654500,0.00000000,1.67373508,0.00000000,1.12886108,0.30358299
-5.49574787,3.67598557,0.10039938,0.40274069,0.03619857,0.00000000,1.67750366,0.00000000,1.13121191,0.29979755
-5.48974487,3.66771971,0.09639014,0.40685021,0.03584341,0.00000000,1.67920885,0.00000000,1.13201142,0.29569581
-5.48374187,3.65572505,0.09218999,0.41044109,0.03549680,0.00000000,1.67934432,0.00000000,1.13160680,0.29134376
-5.47773887,3.64123477,0.08787626,0.41360436,0.03517693,0.00000000,1.67849130,0.00000000,1.13040195,0.28681757
-5.47173587,3.62561972,0.08352647,0.41644732,0.03490241,0.00000000,1.67729911,0.00000000,1.12884397,0.28220165
-5.46573287,3.61034199,0.07921647,0.41908929,0.03469173,0.00000000,1.67646200,0.00000000,1.12740773,0.27758624
-5.45972986,3.59690338,0.07501865,0.42165683,0.03456269,0.00000000,1.67669328,0.00000000,1.12657908,0.27306475
-5.45372686,3.58679063,0.07100042,0.42427867,0.03453187,0.00000000,1.67869771,0.00000000,1.12683743,0.26873086
-5.44772386,3.58141980,0.06722276,0.42708033,0.03461406,0.00000000,1.68314332,0.00000000,1.12863830,0.26467557
-5.44172086,3.58208186,0.06373912,0.43017893,0.03482173,0.00000000,1.69063386,0.00000000,1.13239671,0.26098422
-5.43571786,3.58989198,0.06059449,0.43367823,0.03516455,0.00000000,1.70168301,0.00000000,1.13847189,0.25773374
-5.42971486,3.60574444,0.05782477,0.43766419,0.03564899,0.00000000,1.71669153,0.00000000,1.14715412,0.25499005
-5.42371186,3.63027523,0.05545642,0.44220118,0.03627799,0.00000000,1.73592832,0.00000000,1.15865412,0.25280593
-5.41770885,3.66383375,0.05350630,0.44732911,0.03705067,0.00000000,1.75951622,0.00000000,1.17309552,0.25121926
-5.41170585,3.70646502,0.05198184,0.45306148,0.03796227,0.00000000,1.78742322,0.00000000,1.19051070,0.25025185
-5.40570285,3.75790293,0.05088136,0.45938462,0.03900406,0.00000000,1.81945946,0.00000000,1.21084007,0.24990878
-5.39969985,3.81757504,0.05019458,0.46625790,0.04016345,0.00000000,1.85528014,0.00000000,1.23393505,0.25017844
-5.39369685,3.88461847,0.04990339,0.47361522,0.04142424,0.00000000,1.89439419,0.00000000,1.25956434,0.25103304
-5.38769385,3.95790642,0.04998265,0.48136749,0.04276688,0.00000000,1.93617846,0.00000000,1.28742333,0.25242980
-5.38169085,4.03608397,0.05040118,0.48940604,0.04416896,0.00000000,1.97989661,0.00000000,1.31714628,0.25431261
-5.37568784,4.11761184,0.05112283,0.49760691,0.04560571,0.00000000,2.02472201,0.00000000,1.34832054,0.25661417
-5.36968484,4.20081609,0.05210755,0.50583567,0.04705060,0.00000000,2.06976367,0.00000000,1.38050224,0.25925840
-5.36368184,4.28394169,0.05331258,0.51395270,0.04847604,0.00000000,2.11409407,0.00000000,1.41323280,0.26216321
-5.35767884,4.36520797,0.05469360,0.52181856,0.04985407,0.00000000,2.15677774,0.00000000,1.44605528,0.26524328
-5.35167584,4.44286334,0.05620583,0.52929923,0.05115707,0.00000000,2.19689941,0.00000000,1.47853003,0.26841291
-5.34567284,4.51523750,0.05780516,0.53627109,0.05235851,0.00000000,2.23359080,0.00000000,1.51024877,0.27158871
-5.33966983,4.58078878,0.05944912,0.54262515,0.05343359,0.00000000,2.26605476,0.00000000,1.54084642,0.27469201
-5.33366683,4.63814519,0.06109781,0.54827055,0.05435990,0.00000000,2.29358621,0.00000000,1.57001023,0.27765103
-5.32766383,4.68613749,0.06271469,0.55313709,0.05511796,0.00000000,2.31558899,0.00000000,1.59748578,0.28040249
-5.32166083,4.72382350,0.06426723,0.55717662,0.05569166,0.00000000,2.33158827,0.00000000,1.62307953,0.28289280
-5.31565783,4.75050282,0.06572733,0.56036328,0.05606862,0.00000000,2.34123824,0.00000000,1.64665788,0.28507873
-5.30965483,4.76572200,0.06707170,0.56269260,0.05624042,0.00000000,2.34432500,0.00000000,1.66814301,0.28692748
-5.30365183,4.76927034,0.06828190,0.56417948,0.05620269,0.00000000,2.34076492,0.00000000,1.68750556,0.28841626
-5.29764882,4.76116702,0.06934433,0.56485518,0.05595509,0.00000000,2.33059872,0.00000000,1.70475478,0.28953143
-5.29164582,4.74164065,0.07024996,0.56476355,0.05550120,0.00000000,2.31398191,0.00000000,1.71992683,0.29026715
-5.28564282,4.71110258,0.07099393,0.56395667,0.05484823,0.00000000,2.29117215,0.00000000,1.73307175,0.29062382
-5.27963982,4.67011563,0.07157501,0.56249010,0.05400672,0.00000000,2.26251430,0.00000000,1.74424016,0.29060618
-5.27363682,4.61935986,0.07199498,0.56041821,0.05299013,0.00000000,2.22842401,0.00000000,1.75347036,0.29022149
-5.26763382,4.55959739,0.07225792,0.55778963,0.05181432,0.00000000,2.18937060,0.00000000,1.76077674,0.28947761
-5.26163082,4.49163779,0.07236949,0.55464328,0.05049709,0.00000000,2.14585993,0.00000000,1.76614022,0.28838132
-5.25562781,4.41630596,0.07233619,0.55100508,0.04905764,0.00000000,2.09841822,0.00000000,1.76950144,0.28693687
-5.24962481,4.33441372,0.07216476,0.54688570,0.04751602,0.00000000,2.04757713,0.00000000,1.77075706,0.28514489
-5.24362181,4.24673642,0.07186160,0.54227931,0.04589269,0.00000000,1.99386087,0.00000000,1.76975968,0.28300181
-5.23761881,4.15399543,0.07143236,0.53716358,0.04420801,0.00000000,1.93777553,0.00000000,1.76632130,0.28049969
-5.23161581,4.05684692,0.07088166,0.53150086,0.04248186,0.00000000,1.87980100,0.00000000,1.76022036,0.27762654
-5.22561281,3.95587712,0.07021301,0.52524049,0.04073328,0.00000000,1.82038549,0.00000000,1.75121199,0.27436721
-5.21960980,3.85160384,0.06942886,0.51832215,0.03898021,0.00000000,1.75994255,0.00000000,1.73904095,0.27070463
-5.21360680,3.74448350,0.06853081,0.51068007,0.03723925,0.00000000,1.69885060,0.00000000,1.72345659,0.26662146
-5.20760380,3.63492299,0.06752000,0.50224785,0.03552552,0.00000000,1.63745441,0.00000000,1.70422911,0.26210199
-5.20160080,3.52329500,0.06639756,0.49296363,0.03385260,0.00000000,1.57606842,0.00000000,1.68116609,0.25713421
-5.19559780,3.40995569,0.06516514,0.48277534,0.03223248,0.00000000,1.51498119,0.00000000,1.65412848,0.25171181
-5.18959480,3.29526322,0.06382547,0.47164570,0.03067558,0.00000000,1.45446080,0.00000000,1.62304514,0.24583620
-5.18359180,3.17959570,0.06238294,0.45955678,0.02919081,0.00000000,1.39476037,0.00000000,1.58792509,0.23951818
-5.17758879,3.06336744,0.06084403,0.44651376,0.02778564,0.00000000,1.33612357,0.00000000,1.54886679,0.23277930
-5.17158579,2.94704214,0.05921771,0.43254777,0.02646619,0.00000000,1.27878950,0.00000000,1.50606398,0.22565274
-5.16558279,2.83114230,0.05751572,0.41771763,0.02523732,0.00000000,1.22299665,0.00000000,1.45980762,0.21818373
-5.15957979,2.71625413,0.05575258,0.40211038,0.02410277,0.00000000,1.16898574,0.00000000,1.41048398,0.21042932
-5.15357679,2.60302765,0.05394558,0.38584059,0.02306519,0.00000000,1.11700123,0.00000000,1.35856876,0.20245769
-5.14757379,2.49217201,0.05211446,0.36904854,0.02212630,0.00000000,1.06729147,0.00000000,1.30461775,0.19434684
-5.14157079,2.38444635,0.05028101,0.35189727,0.02128690,0.00000000,1.02010759,0.00000000,1.24925431,0.18618285
-5.13556778,2.28064668,0.04846845,0.33456868,0.02054698,0.00000000,0.97570116,0.00000000,1.19315439,0.17805773
-5.12956478,2.18158972,0.04670078,0.31725892,0.01990577,0.00000000,0.93432093,0.00000000,1.13702971,0.17006697
-5.12356178,2.08809449,0.04500194,0.30017327,0.01936178,0.00000000,0.89620891,0.00000000,1.08161000,0.16230695
-5.11755878,2.00096279,0.04339502,0.28352061,0.01891291,0.00000000,0.86159599,0.00000000,1.02762488,0.15487221
-5.11155578,1.92095960,0.04190142,0.26750794,0.01855647,0.00000000,0.83069749,0.00000000,0.97578626,0.14785295
-5.10555278,1.84879431,0.04054003,0.25233494,0.01828928,0.00000000,0.80370892,0.00000000,0.92677190,0.14133253
-5.09954977,1.78510376,0.03932656,0.23818893,0.01810775,0.00000000,0.78080212,0.00000000,0.88121055,0.13538543
-5.09354677,1.73043760,0.03827294,0.22524029,0.01800796,0.00000000,0.76212199,0.00000000,0.83966925,0.13007547
-5.08754377,1.68524671,0.03738684,0.21363857,0.01798577,0.00000000,0.74778397,0.00000000,0.80264292,0.12545446
-5.08154077,1.64987467,0.03667144,0.20350918,0.01803694,0.00000000,0.73787229,0.00000000,0.77054646,0.12156138
-5.07553777,1.62455266,0.03612524,0.19495103,0.01815722,0.00000000,0.73243897,0.00000000,0.74370925,0.11842192
-5.06953477,1.60939731,0.03574220,0.18803479,0.01834246,0.00000000,0.73150354,0.00000000,0.72237212,0.11604856
-5.06353177,1.60441154,0.03551191,0.18280202,0.01858871,0.00000000,0.73505330,0.00000000,0.70668628,0.11444098
-5.05752876,1.60948782,0.03542003,0.17926498,0.01889232,0.00000000,0.74304412,0.00000000,0.69671428,0.11358683
-5.05152576,1.62441336,0.03544875,0.17740712,0.01924996,0.00000000,0.75540144,0.00000000,0.69243248,0.11346285
-5.04552276,1.64887691,0.03557749,0.17718417,0.01965872,0.00000000,0.77202153,0.00000000,0.69373480,0.11403611
-5.03951976,1.68247650,0.03578355,0.17852577,0.02011607,0.00000000,0.79277279,0.00000000,0.70043746,0.11526541
-5.03351676,1.72472795,0.03604289,0.18133758,0.02061991,0.00000000,0.81749699,0.00000000,0.71228462,0.11710280
-5.02751376,1.77507356,0.03633094,0.18550368,0.02116847,0.00000000,0.84601054,0.00000000,0.72895445,0.11949503
-5.02151076,1.83289109,0.03662334,0.19088942,0.02176032,0.00000000,0.87810559,0.00000000,0.75006580,0.12238497
-5.01550775,1.89750259,0.03689672,0.19734442,0.02239422,0.00000000,0.91355123,0.00000000,0.77518524,0.12571295
-5.00950475,1.96818323,0.03712934,0.20470586,0.02306911,0.00000000,0.95209467,0.00000000,0.80383442,0.12941793
-5.00350175,2.04417009,0.03730177,0.21280187,0.02378393,0.00000000,0.99346248,0.00000000,0.83549788,0.13343859
-4.99749875,2.12467097,0.03739735,0.22145502,0.02453758,0.00000000,1.03736221,0.00000000,0.86963111,0.13771423
-4.99149575,2.20887330,0.03740267,0.23048589,0.02532878,0.00000000,1.08348409,0.00000000,0.90566909,0.14218548
-4.98549275,2.29595313,0.03730789,0.23971655,0.02615602,0.00000000,1.13150321,0.00000000,0.94303503,0.14679499
-4.97948974,2.38508430,0.03710692,0.24897409,0.02701740,0.00000000,1.18108195,0.00000000,0.98114944,0.15148788
-4.97348674,2.47544769,0.03679758,0.25809379,0.02791064,0.00000000,1.23187281,0.00000000,1.01943942,0.15621213
-4.96748374,2.56624037,0.03638158,0.26692231,0.02883299,0.00000000,1.28352149,0.00000000,1.05734778,0.16091892
-4.96148074,2.65668470,0.03586442,0.27532034,0.02978119,0.00000000,1.33567022,0.00000000,1.09434216,0.16556277
-4.95547774,2.74603680,0.03525523,0.28316505,0.03075144,0.00000000,1.38796112,0.00000000,1.12992365,0.17010179
-4.94947474,2.83359448,0.03456648,0.29035198,0.03173941,0.00000000,1.44003964,0.00000000,1.16363471,0.17449770
-4.94347174,2.91870419,0.03381367,0.29679650,0.03274022,0.00000000,1.49155780,0.00000000,1.19506627,0.17871591
-4.93746873,3.00076677,0.03301486,0.30243461,0.03374844,0.00000000,1.54217724,0.00000000,1.22386356,0.18272551
-4.93146573,3.07924173,0.03219024,0.30722332,0.03475816,0.00000000,1.59157185,0.00000000,1.24973071,0.18649922
-4.92546273,3.15365011,0.03136158,0.31114028,0.03576292,0.00000000,1.63943009,0.00000000,1.27243366,0.19001328
-4.91945973,3.22357554,0.03055172,0.31418290,0.03675585,0.00000000,1.68545680,0.00000000,1.29180150,0.19324731
-4.91345673,3.28866378,0.02978393,0.31636700,0.03772962,0.00000000,1.72937458,0.00000000,1.30772608,0.19618409
-4.90745373,3.34862064,0.02908132,0.31772485,0.03867654,0.00000000,1.77092474,0.00000000,1.32015999,0.19880936
-4.90145073,3.40320845,0.02846628,0.31830294,0.03958860,0.00000000,1.80986786,0.00000000,1.32911286,0.20111150
-4.89544772,3.45224146,0.02795979,0.31815933,0.04045754,0.00000000,1.84598404,0.00000000,1.33464635,0.20308123
-4.88944472,3.49558020,0.02758090,0.31736089,0.04127493,0.00000000,1.87907291,0.00000000,1.33686787,0.20471132
-4.88344172,3.53312532,0.02734617,0.31598036,0.04203227,0.00000000,1.90895344,0.00000000,1.33592341,0.20599622
-4.87743872,3.56481110,0.02726914,0.31409354,0.04272109,0.00000000,1.93546371,0.00000000,1.33198973,0.20693179
-4.87143572,3.59059900,0.02735987,0.31177651,0.04333310,0.00000000,1.95846062,0.00000000,1.32526624,0.20751500
-4.86543272,3.61047163,0.02762459,0.30910313,0.04386031,0.00000000,1.97781964,0.00000000,1.31596697,0.20774371
-4.85942971,3.62442732,0.02806538,0.30614286,0.04429517,0.00000000,1.99343470,0.00000000,1.30431281,0.20761649
-4.85342671,3.63247567,0.02868000,0.30295897,0.04463077,0.00000000,2.00521811,0.00000000,1.29052444,0.20713257
-4.84742371,3.63463426,0.02946174,0.29960719,0.04486095,0.00000000,2.01310083,0.00000000,1.27481615,0.20629179
-4.84142071,3.63092675,0.03039952,0.29613490,0.04498052,0.00000000,2.01703277,0.00000000,1.25739071,0.20509477
-4.83541771,3.62138250,0.03147799,0.29258077,0.04498536,0.00000000,2.01698353,0.00000000,1.23843561,0.20354305
-4.82941471,3.60603788,0.03267786,0.28897493,0.04487263,0.00000000,2.01294334,0.00000000,1.21812053,0.20163938
-4.82341171,3.58493925,0.03397630,0.28533966,0.04464084,0.00000000,2.00492440,0.00000000,1.19659632,0.19938817
-4.81740870,3.55814762,0.03534745,0.28169047,0.04429003,0.00000000,1.99296260,0.00000000,1.17399523,0.19679587
-4.81140570,3.52574500,0.03676316,0.27803758,0.04382180,0.00000000,1.97711958,0.00000000,1.15043255,0.19387150
-4.80540270,3.48784207,0.03819368,0.27438774,0.04323942,0.00000000,1.95748529,0.00000000,1.12600927,0.19062720
-4.79939970,3.44458707,0.03960854,0.27074626,0.04254782,0.00000000,1.93418071,0.00000000,1.10081577,0.18707876
-4.79339670,3.39617547,0.04097748,0.26711915,0.04175363,0.00000000,1.90736098,0.00000000,1.07493624,0.18324609
-4.78739370,3.34285991,0.04227132,0.26351531,0.04086509,0.00000000,1.87721850,0.00000000,1.04845348,0.17915370
-4.78139070,3.28495997,0.04346296,0.25994861,0.03989203,0.00000000,1.84398599,0.00000000,1.02145402,0.17483102
-4.77538769,3.22287097,0.04452820,0.25643980,0.03884572,0.00000000,1.80793919,0.00000000,0.99403302,0.17031257
-4.76938469,3.15707131,0.04544658,0.25301812,0.03773873,0.00000000,1.76939898,0.00000000,0.96629890,0.16563802
-4.76338169,3.08812755,0.04620208,0.24972249,0.03658474,0.00000000,1.72873257,0.00000000,0.93837724,0.16085199
-4.75737869,3.01669669,0.04678367,0.24660227,0.03539836,0.00000000,1.68635349,0.00000000,0.91041388,0.15600369
-4.75137569,2.94352506,0.04718568,0.24371751,0.03419483,0.00000000,1.64272014,0.00000000,0.88257698,0.15114636
-4.74537269,2.86944342,0.04740803,0.24113856,0.03298976,0.00000000,1.59833269,0.00000000,0.85505780,0.14633640
-4.73936968,2.79535818,0.04745621,0.23894520,0.03179888,0.00000000,1.55372809,0.00000000,0.82807038,0.14163239
-4.73336668,2.72223853,0.04734114,0.23722516,0.03063770,0.00000000,1.50947337,0.00000000,0.80184982,0.13709391
-4.72736368,2.65109996,0.04707872,0.23607214,0.02952120,0.00000000,1.46615702,0.00000000,0.77664947,0.13278025
-4.72136068,2.58298449,0.04668936,0.23558341,0.02846356,0.00000000,1.42437893,0.00000000,0.75273705,0.12874896
-4.71535768,2.51893849,0.04619725,0.23585710,0.02747785,0.00000000,1.38473903,0.00000000,0.73038982,0.12505448
-4.70935468,2.45998883,0.04562963,0.23698927,0.02657577,0.00000000,1.34782510,0.00000000,0.70988926,0.12174673
-4.70335168,2.40711870,0.04501585,0.23907087,0.02576746,0.00000000,1.31420031,0.00000000,0.69151531,0.11886987
-4.69734867,2.36124403,0.04438659,0.24218489,0.02506129,0.00000000,1.28439096,0.00000000,0.67554057,0.11646117
-4.69134567,2.32319177,0.04377293,0.24640358,0.02446374,0.00000000,1.25887513,0.00000000,0.66222471,0.11455017
-4.68534267,2.29368126,0.04320558,0.25178621,0.02397936,0.00000000,1.23807265,0.00000000,0.65180950,0.11315805
-4.67933967,2.27330937,0.04271413,0.25837715,0.02361075,0.00000000,1.22233702,0.00000000,0.64451440,0.11229738
-4.67333667,2.26254044,0.04232653,0.26620461,0.02335862,0.00000000,1.21194959,0.00000000,0.64053327,0.11197213
-4.66733367,2.26170115,0.04206852,0.27528002,0.02322195,0.00000000,1.20711623,0.00000000,0.64003188,0.11217808
-4.66133067,2.27098070,0.04196342,0.28559795,0.02319809,0.00000000,1.20796664,0.00000000,0.64314670,0.11290344
-4.65532766,2.29043577,0.04203187,0.29713684,0.02328309,0.00000000,1.21455622,0.00000000,0.64998447,0.11412982
-4.64932466,2.32000002,0.04229181,0.30986011,0.02347187,0.00000000,1.22687019,0.00000000,0.66062274,0.11583335
-4.64332166,2.35949688,0.04275853,0.32371789,0.02375855,0.00000000,1.24482956,0.00000000,0.67511107,0.11798595
