energy_ev,total_up,Au_p_up,Au_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.28064032,2.02205914,0.19030033,0.71083804,0.62313767,0.94933211,0.01839476,0.05961695,0.03762672,0.30583073
-3.27463732,2.08561269,0.19754190,0.74408460,0.62992622,0.96212320,0.01891429,0.06472494,0.03833346,0.32163143
-3.26863432,2.15338247,0.20563194,0.77926734,0.63720206,0.97549189,0.01945801,0.07016124,0.03913330,0.33872549
-3.26263132,2.22436522,0.21451394,0.81593560,0.64475435,0.98910318,0.02002151,0.07586952,0.04001550,0.35686636
-3.25662831,2.29744440,0.22410268,0.85357709,0.65236677,1.00261708,0.02059856,0.08178300,0.04096440,0.37578057
-3.25062531,2.37141234,0.23428580,0.89162648,0.65982381,1.01569768,0.02118138,0.08782555,0.04195988,0.39517172
-3.24462231,2.44499734,0.24492666,0.92947724,0.66691705,1.02802212,0.02176088,0.09391331,0.04297792,0.41472525
-3.23861931,2.51689483,0.25586809,0.96649606,0.67345127,1.03928920,0.02232705,0.09995662,0.04399142,0.43411409
-3.23261631,2.58580140,0.26693708,1.00203955,0.67925021,1.04922740,0.02286940,0.10586222,0.04497117,0.45300510
-3.22661331,2.65045047,0.27795010,1.03547235,0.68416172,1.05760187,0.02337745,0.11153581,0.04588689,0.47106608
-3.22061031,2.70964816,0.28871881,1.06618587,0.68806225,1.06422029,0.02384121,0.11688464,0.04670839,0.48797343
-3.21460730,2.76230766,0.29905595,1.09361689,0.69086045,1.06893735,0.02425168,0.12182017,0.04740668,0.50341994
-3.20860430,2.80748069,0.30878117,1.11726501,0.69249980,1.07165753,0.02460131,0.12626071,0.04795508,0.51712271
-3.20260130,2.84438461,0.31772634,1.13670819,0.69296011,1.07233630,0.02488433,0.13013377,0.04833023,0.52883083
-3.19659830,2.87242372,0.32574041,1.15161567,0.69225792,1.07097933,0.02509714,0.13337816,0.04851288,0.53833237
-3.19059530,2.89120391,0.33269335,1.16175757,0.69044554,1.06764011,0.02523843,0.13594569,0.04848864,0.54546057
-3.18459230,2.90053979,0.33847915,1.16701069,0.68760900,1.06241559,0.02530936,0.13780238,0.04824836,0.55009884
-3.17858929,2.90045395,0.34301775,1.16736035,0.68386468,1.05544041,0.02531349,0.13892916,0.04778839,0.55218420
-3.17258629,2.89116851,0.34625585,1.16289814,0.67935482,1.04687964,0.02525671,0.13932201,0.04711058,0.55170916
-3.16658329,2.87308916,0.34816664,1.15381571,0.67424205,1.03692046,0.02514696,0.13899154,0.04622202,0.54872166
-3.16058029,2.84678279,0.34874856,1.14039508,0.66870293,1.02576312,0.02499400,0.13796205,0.04513463,0.54332318
-3.15457729,2.81294953,0.34802309,1.12299574,0.66292099,1.01361154,0.02480894,0.13627020,0.04386456,0.53566499
-3.14857429,2.77239089,0.34603202,1.10203955,0.65707920,1.00066405,0.02460386,0.13396321,0.04243139,0.52594266
-3.14257129,2.72597553,0.34283402,1.07799391,0.65135235,0.98710455,0.02439132,0.13109686,0.04085738,0.51438897
-3.13656828,2.67460414,0.33850118,1.05135420,0.64589957,0.97309475,0.02418389,0.12773328,0.03916649,0.50126567
-3.13056528,2.61917550,0.33311528,1.02262623,0.64085731,0.95876760,0.02399364,0.12393872,0.03738360,0.48685428
-3.12456228,2.56055485,0.32676437,0.99230958,0.63633295,0.94422242,0.02383174,0.11978136,0.03553359,0.47144636
-3.11855928,2.49954637,0.31953963,0.96088235,0.63239957,0.92952180,0.02370801,0.11532927,0.03364063,0.45533381
-3.11255628,2.43687046,0.31153267,0.92878812,0.62909179,0.91469056,0.02363062,0.11064862,0.03172748,0.43879937
-3.10655328,2.37314700,0.30283342,0.89642539,0.62640327,0.89971661,0.02360576,0.10580222,0.02981502,0.42210795
-3.10055028,2.30888470,0.29352864,0.86413980,0.62428557,0.88455381,0.02363743,0.10084836,0.02792184,0.40549901
-3.09454727,2.24447683,0.28370096,0.83221934,0.62264889,0.86912647,0.02372733,0.09584001,0.02606402,0.38918033
-3.08854427,2.18020308,0.27342857,0.80089235,0.62136434,0.85333545,0.02387477,0.09082449,0.02425498,0.37332339
-3.08254127,2.11623682,0.26278529,0.77032826,0.62026797,0.83706528,0.02407671,0.08584337,0.02250561,0.35806048
-3.07653827,2.05265732,0.25184113,0.74064076,0.61916620,0.82019219,0.02432779,0.08093271,0.02082429,0.34348363
-3.07053527,1.98946567,0.24066294,0.71189295,0.61784261,0.80259239,0.02462054,0.07612359,0.01921719,0.32964524
-3.06453227,1.92660351,0.22931538,0.68410413,0.61606589,0.78415049,0.02494556,0.07144284,0.01768855,0.31656044
-3.05852926,1.86397355,0.21786179,0.65725774,0.61359840,0.76476743,0.02529181,0.06691386,0.01624094,0.30421074
-3.05252626,1.80146063,0.20636496,0.63131004,0.61020539,0.74436781,0.02564693,0.06255757,0.01487567,0.29254904
-3.04652326,1.73895259,0.19488786,0.60619899,0.60566418,0.72290622,0.02599761,0.05839340,0.01359305,0.28150547
-3.04052026,1.67635988,0.18349401,0.58185314,0.59977319,0.70037243,0.02633002,0.05444020,0.01239274,0.27099377
-3.03451726,1.61363333,0.17224773,0.55820006,0.59236033,0.67679535,0.02663025,0.05071717,0.01127403,0.26091808
-3.02851426,1.55077956,0.16121409,0.53517404,0.58329052,0.65224554,0.02688473,0.04724463,0.01023601,0.25117952
-3.02251126,1.48787345,0.15045862,0.51272303,0.57247196,0.62683655,0.02708077,0.04404467,0.00927783,0.24168255
-3.01650825,1.42506769,0.14004690,0.49081440,0.55986098,0.60072479,0.02720692,0.04114178,0.00839876,0.23234070
-3.01050525,1.36259907,0.13004396,0.46943964,0.54546524,0.57410838,0.02725350,0.03856314,0.00759834,0.22308142
-3.00450225,1.30079157,0.12051360,0.44861787,0.52934517,0.54722490,0.02721292,0.03633896,0.00687636,0.21385010
-2.99849925,1.24005640,0.11151768,0.42839813,0.51161364,0.52034817,0.02708002,0.03450250,0.00623296,0.20461289
-2.99249625,1.18088902,0.10311540,0.40886041,0.49243383,0.49378438,0.02685237,0.03308998,0.00566852,0.19535847
-2.98649325,1.12386336,0.09536263,0.39011556,0.47201541,0.46786754,0.02653039,0.03214035,0.00518369,0.18609869
-2.98049025,1.06962344,0.08831127,0.37230400,0.45060924,0.44295453,0.02611745,0.03169476,0.00477927,0.17686818
-2.97448724,1.01887262,0.08200866,0.35559337,0.42850073,0.41941973,0.02561982,0.03179596,0.00445620,0.16772295
-2.96848424,0.97236069,0.07649706,0.34017508,0.40600223,0.39764945,0.02504652,0.03248741,0.00421540,0.15873821
-2.96248124,0.93086907,0.07181313,0.32625995,0.38344459,0.37803613,0.02440909,0.03381221,0.00405773,0.15000548
-2.95647824,0.89519428,0.06798746,0.31407297,0.36116842,0.36097243,0.02372119,0.03581179,0.00398388,0.14162923
-2.95047524,0.86613010,0.06504407,0.30384722,0.33951515,0.34684524,0.02299817,0.03852445,0.00399423,0.13372309
-2.94447224,0.84444856,0.06299985,0.29581722,0.31881837,0.33602954,0.02225653,0.04198369,0.00408875,0.12640594
-2.93846923,0.83088015,0.06186402,0.29021171,0.29939561,0.32888223,0.02151338,0.04621637,0.00426691,0.11979795
-2.93246623,0.82609359,0.06163750,0.28724607,0.28154089,0.32573585,0.02078577,0.05124085,0.00452753,0.11401663
-2.92646323,0.83067555,0.06231229,0.28711460,0.26551814,0.32689220,0.02009013,0.05706498,0.00486865,0.10917317
-2.92046023,0.84511078,0.06387078,0.28998277,0.25155582,0.33261598,0.01944163,0.06368424,0.00528747,0.10536898
-2.91445723,0.86976308,0.06628518,0.29597976,0.23984257,0.34312832,0.01885367,0.07107998,0.00578021,0.10269259
-2.90845423,0.90485766,0.06951695,0.30519141,0.23052419,0.35860037,0.01833740,0.07921779,0.00634204,0.10121691
-2.90245123,0.95046546,0.07351644,0.31765387,0.22370183,0.37914704,0.01790131,0.08804641,0.00696703,0.10099691
-2.89644822,1.00648990,0.07822266,0.33334821,0.21943137,0.40482099,0.01755098,0.09749685,0.00764808,0.10206770
-2.89044522,1.07265674,0.08356337,0.35219617,0.21772386,0.43560695,0.01728893,0.10748222,0.00837699,0.10444305
-2.88444222,1.14850749,0.08945542,0.37405724,0.21854705,0.47141679,0.01711453,0.11789806,0.00914447,0.10811434
-2.87843922,1.23339691,0.09580553,0.39872735,0.22182781,0.51208533,0.01702416,0.12862338,0.00994023,0.11304998
-2.87243622,1.32649508,0.10251137,0.42593919,0.22745529,0.55736730,0.01701134,0.13952242,0.01075315,0.11919522
-2.86643322,1.42679424,0.10946306,0.45536443,0.23528476,0.60693567,0.01706711,0.15044705,0.01157144,0.12647252
-2.86043022,1.53312080,0.11654511,0.48661776,0.24514204,0.66038171,0.01718038,0.16123995,0.01238287,0.13478239
-2.85442721,1.64415242,0.12363859,0.51926279,0.25682823,0.71721692,0.01733841,0.17173824,0.01317508,0.14400472
-2.84842421,1.75844025,0.13062374,0.55281982,0.27012486,0.77687723,0.01752734,0.18177775,0.01393583,0.15400070
-2.84242121,1.87443582,0.13738264,0.58677524,0.28479925,0.83872960,0.01773274,0.19119751,0.01465333,0.16461528
-2.83641821,1.99052246,0.14380216,0.62059245,0.30060988,0.90208114,0.01794017,0.19984450,0.01531660,0.17568013
-2.83041521,2.10505026,0.14977679,0.65372393,0.31731196,0.96619084,0.01813568,0.20757837,0.01591574,0.18701717
-2.82441221,2.21637396,0.15521145,0.68562428,0.33466281,1.03028382,0.01830636,0.21427596,0.01644225,0.19844257
-2.81840920,2.32289276,0.16002415,0.71576370,0.35242720,1.09356796,0.01844072,0.21983537,0.01688927,0.20977112
-2.81240620,2.42309081,0.16414820,0.74364158,0.37038238,1.15525250,0.01852913,0.22417954,0.01725186,0.22082086
-2.80640320,2.51557718,0.16753417,0.76879972,0.38832287,1.21456833,0.01856407,0.22725892,0.01752706,0.23141793
-2.80040020,2.59912409,0.17015129,0.79083474,0.40606473,1.27078926,0.01854037,0.22905340,0.01771407,0.24140134
-2.79439720,2.67270194,0.17198831,0.80940919,0.42344940,1.32325365,0.01845534,0.22957309,0.01781422,0.25062757
-2.78839420,2.73550991,0.17305382,0.82426103,0.44034679,1.37138563,0.01830883,0.22885812,0.01783092,0.25897478
-2.78239120,2.78700096,0.17337602,0.83521102,0.45665770,1.41471504,0.01810322,0.22697740,0.01776957,0.26634648
-2.77638819,2.82690009,0.17300183,0.84216777,0.47231542,1.45289528,0.01784330,0.22402628,0.01763733,0.27267434
-2.77038519,2.85521513,0.17199561,0.84513024,0.48728627,1.48571815,0.01753621,0.22012332,0.01744286,0.27792024
-2.76438219,2.87223925,0.17043729,0.84418750,0.50156934,1.51312499,0.01719119,0.21540625,0.01719607,0.28207716
-2.75837919,2.87854510,0.16842014,0.83951586,0.51519505,1.53521334,0.01681940,0.21002729,0.01690774,0.28516898
-2.75237619,2.87497035,0.16604831,0.83137323,0.52822279,1.55223863,0.01643371,0.20414807,0.01658917,0.28724918
-2.74637319,2.86259495,0.16343401,0.82009120,0.54073755,1.56461051,0.01604839,0.19793422,0.01625182,0.28839842
-2.74037019,2.84271079,0.16069467,0.80606476,0.55284563,1.57288380,0.01567889,0.19155011,0.01590695,0.28872101
-2.73436718,2.81678454,0.15794999,0.78974036,0.56466957,1.57774391,0.01534157,0.18515363,0.01556525,0.28834062
-2.72836418,2.78641488,0.15531908,0.77160248,0.57634250,1.57998728,0.01505335,0.17889151,0.01523660,0.28739518
-2.72236118,2.75328544,0.15291766,0.75215936,0.58800198,1.58049725,0.01483150,0.17289521,0.01492974,0.28603135
-2.71635818,2.71911509,0.15085545,0.73192822,0.59978363,1.58021613,0.01469325,0.16727746,0.01465211,0.28439879
-2.71035518,2.68560708,0.14923378,0.71142070,0.61181481,1.58011456,0.01465548,0.16212976,0.01440967,0.28264441
-2.70435218,2.65439885,0.14814349,0.69112877,0.62420844,1.58115897,0.01473439,0.15752075,0.01420685,0.28090694
-2.69834917,2.62701410,0.14766302,0.67151174,0.63705736,1.58427864,0.01494508,0.15349548,0.01404646,0.27931207
-2.69234617,2.60481873,0.14785690,0.65298468,0.65042930,1.59033338,0.01530115,0.15007568,0.01392980,0.27796831
-2.68634317,2.58898214,0.14877453,0.63590864,0.66436277,1.60008315,0.01581429,0.14726088,0.01385672,0.27696377
-2.68034017,2.58044504,0.15044926,0.62058289,0.67886393,1.61416086,0.01649386,0.14503024,0.01382574,0.27636397
-2.67433717,2.57989493,0.15289785,0.60723937,0.69390460,1.63304932,0.01734642,0.14334517,0.01383428,0.27621080
-2.66833417,2.58774995,0.15612028,0.59603948,0.70942151,1.65706338,0.01837537,0.14215233,0.01387884,0.27652253
-2.66233117,2.60415168,0.16009992,0.58707319,0.72531683,1.68633800,0.01958055,0.14138711,0.01395527,0.27729488
-2.65632816,2.62896698,0.16480410,0.58036040,0.74145996,1.72082275,0.02095793,0.14097726,0.01405902,0.27850309
-2.65032516,2.66179905,0.17018506,0.57585456,0.75769064,1.76028319,0.02249944,0.14084655,0.01418539,0.28010484
-2.64432216,2.70200713,0.17618135,0.57344813,0.77382312,1.80430903,0.02419281,0.14091836,0.01432983,0.28204369
-2.63831916,2.74873442,0.18271960,0.57297987,0.78965163,1.85232908,0.02602164,0.14111904,0.01448812,0.28425316
-2.63231616,2.80094328,0.18971680,0.57424363,0.80495672,1.90363243,0.02796557,0.14138089,0.01465667,0.28666095
-2.62631316,2.85745678,0.19708288,0.57699818,0.81951251,1.95739526,0.03000062,0.14164470,0.01483268,0.28919333
-2.62031016,2.91700503,0.20472376,0.58097805,0.83309468,2.01271237,0.03209969,0.14186180,0.01501432,0.29177931
-2.61430715,2.97827517,0.21254466,0.58590475,0.84548888,2.06863243,0.03423328,0.14199558,0.01520088,0.29435463
-2.60830415,3.03996319,0.22045366,0.59149818,0.85649956,2.12419553,0.03637024,0.14202244,0.01539288,0.29686529
-2.60230115,3.10082587,0.22836543,0.59748781,0.86595878,2.17847188,0.03847878,0.14193215,0.01559211,0.29927052
-2.59629815,3.15973112,0.23620492,0.60362330,0.87373481,2.23059996,0.04052747,0.14172781,0.01580169,0.30154517
-2.59029515,3.21570489,0.24391096,0.60968420,0.87974027,2.27982290,0.04248633,0.14142522,0.01602605,0.30368140
-2.58429215,3.26797281,0.25143951,0.61548842,0.88393939,2.32552137,0.04432790,0.14105192,0.01627090,0.30568969
-2.57828914,3.31599502,0.25876646,0.62089918,0.88635417,2.36724188,0.04602831,0.14064582,0.01654310,0.30759914
-2.57228614,3.35949259,0.26588975,0.62583008,0.88706913,2.40471899,0.04756816,0.14025365,0.01685064,0.30945707
-2.56628314,3.39846439,0.27283073,0.63024828,0.88623421,2.43789069,0.04893330,0.13992905,0.01720239,0.31132803
-2.56028014,3.43319345,0.27963448,0.63417541,0.88406577,2.46690602,0.05011544,0.13973067,0.01760800,0.31329224
-2.55427714,3.46424219,0.28636915,0.63768631,0.88084539,2.49212452,0.05111241,0.13972006,0.01807765,0.31544343
-2.54827414,3.49243663,0.29312412,0.64090546,0.87691630,2.51410747,0.05192827,0.13995965,0.01862184,0.31788642
-2.54227114,3.51883956,0.30000709,0.64400132,0.87267755,2.53360098,0.05257310,0.14051060,0.01925109,0.32073420
-2.53626813,3.54471378,0.30713995,0.64717860,0.86857586,2.55151175,0.05306246,0.14143086,0.01997568,0.32410487
-2.53026513,3.57147649,0.31465385,0.65066880,0.86509541,2.56887616,0.05341668,0.14277329,0.02080537,0.32811840
-2.52426213,3.60064645,0.32268328,0.65471943,0.86274585,2.58682406,0.05365986,0.14458384,0.02174902,0.33289332
-2.51825913,3.63378608,0.33135967,0.65958216,0.86204890,2.60653862,0.05381866,0.14690003,0.02281431,0.33854345
-2.51225613,3.67244055,0.34080464,0.66550053,0.86352403,2.62921391,0.05392104,0.14974956,0.02400737,0.34517475
-2.50625313,3.71807653,0.35112314,0.67269762,0.86767377,2.65601181,0.05399489,0.15314916,0.02533250,0.35288236
-2.50025013,3.77202289,0.36239704,0.68136431,0.87496910,2.68802012,0.05406660,0.15710367,0.02679183,0.36174788
-2.49424712,3.83541592,0.37467918,0.69164859,0.88583573,2.72621331,0.05415984,0.16160548,0.02838506,0.37183700
-2.48824412,3.90915124,0.38798847,0.70364644,0.90064152,2.77141764,0.05429433,0.16663415,0.03010919,0.38319750
-2.48224112,3.99384435,0.40230609,0.71739470,0.91968567,2.82428166,0.05448494,0.17215646,0.03195837,0.39585762
-2.47623812,4.08980145,0.41757321,0.73286637,0.94319009,2.88525333,0.05474099,0.17812665,0.03392373,0.40982488
-2.47023512,4.19700146,0.43369019,0.74996843,0.97129309,2.95456415,0.05506581,0.18448709,0.03599338,0.42508527
-2.46423212,4.31509002,0.45051758,0.76854256,1.00404559,3.03222084,0.05545669,0.19116917,0.03815239,0.44160296
-2.45822911,4.44338526,0.46787867,0.78836849,1.04140989,3.11800440,0.05590511,0.19809459,0.04038298,0.45932029
-2.45222611,4.58089508,0.48556372,0.80917018,1.08326075,3.21147625,0.05639733,0.20517682,0.04266471,0.47815822
-2.44622311,4.72634474,0.50333566,0.83062437,1.12938876,3.31199080,0.05691522,0.21232285,0.04497484,0.49801704
-2.44022011,4.87821347,0.52093693,0.85237118,1.17950535,3.41871344,0.05743737,0.21943516,0.04728874,0.51877746
-2.43421711,5.03477826,0.53809733,0.87402648,1.23324936,3.53064317,0.05794043,0.22641378,0.04958049,0.54030184
-2.42821411,5.19416289,0.55454244,0.89519524,1.29019452,3.64663834,0.05840052,0.23315853,0.05182344,0.56243573
-2.42221111,5.35438999,0.57000229,0.91548552,1.34985750,3.76544462,0.05879473,0.23957122,0.05399094,0.58500954
-2.41620810,5.51343402,0.58421989,0.93452235,1.41170617,3.88572388,0.05910266,0.24555788,0.05605708,0.60784033
-2.41020510,5.66927309,0.59695933,0.95196098,1.47516763,4.00608298,0.05930778,0.25103089,0.05799749,0.63073375
-2.40420210,5.81993782,0.60801300,0.96749884,1.53963595,4.12510159,0.05939867,0.25591095,0.05979009,0.65348611
-2.39819910,5.96355554,0.61720778,0.98088590,1.60447930,4.24135832,0.05937008,0.26012890,0.06141589,0.67588649
-2.39219610,6.09838874,0.62440989,0.99193273,1.66904660,4.35345465,0.05922364,0.26362722,0.06285961,0.69771899
-2.38619310,6.22286661,0.62952826,1.00051622,1.73267363,4.46003647,0.05896827,0.26636126,0.06411035,0.71876511
-2.38019010,6.33560957,0.63251636,1.00658255,1.79468891,4.55981293,0.05862032,0.26830017,0.06516202,0.73880616
-2.37418709,6.43544618,0.63337241,1.01014744,1.85441940,4.65157290,0.05820320,0.26942742,0.06601367,0.75762594
-2.36818409,6.52142304,0.63213815,1.01129363,1.91119638,4.73419902,0.05774683,0.26974095,0.06666969,0.77501339
-2.36218109,6.59280785,0.62889611,1.01016586,1.96436173,4.80667979,0.05728661,0.26925298,0.06713969,0.79076546
-2.35617809,6.64908646,0.62376570,1.00696345,2.01327480,4.86811975,0.05686218,0.26798938,0.06743833,0.80469005
-2.35017509,6.68995471,0.61689828,1.00193098,2.05732002,4.91774822,0.05651588,0.26598872,0.06758487,0.81660904
-2.34417209,6.71530597,0.60847143,0.99534731,2.09591530,4.95492663,0.05629107,0.26330095,0.06760252,0.82636129
-2.33816908,6.72521527,0.59868263,0.98751361,2.12852117,4.97915468,0.05623023,0.25998586,0.06751767,0.83380565
-2.33216608,6.71992100,0.58774269,0.97874069,2.15465048,4.99007516,0.05637309,0.25611117,0.06735890,0.83882378
-2.32616308,6.69980496,0.57586916,0.96933637,2.17387843,4.98747752,0.05675475,0.25175055,0.06715593,0.84132282
-2.32016008,6.66537139,0.56327983,0.95959308,2.18585241,4.97129984,0.05740388,0.24698142,0.06693843,0.84123763
-2.31415708,6.61722581,0.55018668,0.94977648,2.19030143,4.94162894,0.05834111,0.24188271,0.06673491,0.83853269
-2.30815408,6.55605398,0.53679027,0.94011525,2.18704447,4.89869854,0.05957769,0.23653267,0.06657146,0.83320339
-2.30215108,6.48260149,0.52327489,0.93079267,2.17599736,4.84288493,0.06111439,0.23100669,0.06647070,0.82527675
-2.29614807,6.39765443,0.50980439,0.92193997,2.15717767,4.77470014,0.06294083,0.22537530,0.06645074,0.81481138
-2.29014507,6.30202120,0.49651893,0.91363201,2.13070736,4.69478238,0.06503517,0.21970241,0.06652438,0.80189670
-2.28414207,6.19651607,0.48353258,0.90588517,2.09681270,4.60388392,0.06736424,0.21404376,0.06669845,0.78665145
-2.27813907,6.08194443,0.47093179,0.89865758,2.05582147,4.50285634,0.06988410,0.20844575,0.06697340,0.76922143
-2.27213607,5.95909030,0.45877481,0.89185180,2.00815746,4.39263366,0.07254106,0.20294462,0.06734312,0.74977649
-2.26613307,5.82870606,0.44709198,0.88531952,1.95433214,4.27421382,0.07527305,0.19756603,0.06779509,0.72850701
-2.26013007,5.69150498,0.43588683,0.87886846,1.89493406,4.14863892,0.07801141,0.19232502,0.06831074,0.70561987
-2.25412706,5.54815639,0.42513799,0.87227093,1.83061624,4.01697518,0.08068297,0.18722644,0.06886609,0.68133413
-2.24812406,5.39928397,0.41480177,0.86527384,1.76208201,3.88029311,0.08321232,0.18226573,0.06943264,0.65587653
-2.24212106,5.24546702,0.40481545,0.85760981,1.69006991,3.73964881,0.08552429,0.17743007,0.06997845,0.62947702
-2.23611806,5.08724476,0.39510101,0.84900889,1.61533828,3.59606704,0.08754645,0.17269988,0.07046946,0.60236454
-2.23011506,4.92512348,0.38556926,0.83921056,1.53865010,3.45052666,0.08921151,0.16805055,0.07087082,0.57476316
-2.22411206,4.75958628,0.37612439,0.82797544,1.46075857,3.30394893,0.09045965,0.16345444,0.07114841,0.54688870
-2.21810905,4.59110487,0.36666845,0.81509645,1.38239411,3.15718907,0.09124058,0.15888293,0.07127031,0.51894606
-2.21210605,4.42015303,0.35710608,0.80040882,1.30425305,3.01103104,0.09151522,0.15430855,0.07120825,0.49112720
-2.20610305,4.24722086,0.34734882,0.78379878,1.22698829,2.86618574,0.09125703,0.14970715,0.07093899,0.46360988
-2.20010005,4.07282930,0.33731939,0.76521055,1.15120231,2.72329222,0.09045290,0.14505987,0.07044553,0.43655717
-2.19409705,3.89754393,0.32695533,0.74465129,1.07744228,2.58292165,0.08910348,0.14035496,0.06971812,0.41011758
-2.18809405,3.72198746,0.31621218,0.72219413,1.00619751,2.44558352,0.08722313,0.13558945,0.06875508,0.38442587
-2.18209105,3.54684999,0.30506596,0.69797890,0.93789888,2.31173341,0.08483927,0.13077038,0.06756339,0.35960432
-2.17608804,3.37289652,0.29351492,0.67221076,0.87292006,2.18178185,0.08199139,0.12591580,0.06615891,0.33576428
-2.17008504,3.20097110,0.28158047,0.64515685,0.81158019,2.05610347,0.07872961,0.12105537,0.06456642,0.31300803
-2.16408204,3.03199727,0.26930730,0.61714087,0.75414764,1.93504578,0.07511298,0.11623057,0.06281932,0.29143061
-2.15807904,2.86697442,0.25676268,0.58853618,0.70084448,1.81893722,0.07120750,0.11149449,0.06095909,0.27112151
-2.15207604,2.70697018,0.24403501,0.55975732,0.65185117,1.70809367,0.06708403,0.10691128,0.05903448,0.25216616
-2.14607304,2.55310873,0.23123169,0.53125051,0.60731122,1.60282334,0.06281617,0.10255519,0.05710046,0.23464706
-2.14007004,2.40655535,0.21847642,0.50348326,0.56733539,1.50342950,0.05847812,0.09850926,0.05521701,0.21864436
-2.13406703,2.26849754,0.20590598,0.47693357,0.53200524,1.41021108,0.05414276,0.09486375,0.05344766,0.20423605
-2.12806403,2.14012319,0.19366673,0.45207876,0.50137573,1.32346100,0.04987979,0.09171420,0.05185801,0.19149744
-2.12206103,2.02259626,0.18191088,0.42938457,0.47547678,1.24346239,0.04575419,0.08915931,0.05051403,0.18050027
-2.11605803,1.91703075,0.17079266,0.40929433,0.45431379,1.17048278,0.04182497,0.08729862,0.04948043,0.17131111
-2.11005503,1.82446345,0.16046461,0.39221882,0.43786706,1.10476667,0.03814414,0.08623001,0.04881887,0.16398948
-2.10405203,1.74582634,0.15107390,0.37852671,0.42609026,1.04652674,0.03475600,0.08604717,0.04858630,0.15858547
-2.09804902,1.68191922,0.14275903,0.36853586,0.41890811,0.99593413,0.03169675,0.08683690,0.04883330,0.15513720
-2.09204602,1.63338342,0.13564667,0.36250558,0.41621353,0.95310831,0.02899428,0.08867654,0.04960254,0.15366801
-2.08604302,1.60067726,0.12984895,0.36062989,0.41786448,0.91810694,0.02666824,0.09163134,0.05092729,0.15418377
-2.08004002,1.58405409,0.12546107,0.36303199,0.42368074,0.89091632,0.02473026,0.09575202,0.05283019,0.15667023
-2.07403702,1.58354355,0.12255928,0.36975992,0.43344117,0.87144286,0.02318434,0.10107247,0.05532218,0.16109069
-2.06803402,1.59893691,0.12119923,0.38078351,0.44688140,0.85950603,0.02202730,0.10760767,0.05840163,0.16738401
-2.06203102,1.62977700,0.12141464,0.39599276,0.46369254,0.85483337,0.02124936,0.11535190,0.06205376,0.17546317
-2.05602801,1.67535351,0.12321639,0.41519770,0.48352102,0.85705775,0.02083471,0.12427734,0.06625041,0.18521451
-2.05002501,1.73470406,0.12659188,0.43812979,0.50596979,0.86571733,0.02076211,0.13433312,0.07094999,0.19649755
-2.04402201,1.80662158,0.13150470,0.46444488,0.53060093,0.88025840,0.02100551,0.14544477,0.07609794,0.20914573
-2.03801901,1.88966815,0.13789470,0.49372794,0.55693994,0.90004128,0.02153468,0.15751429,0.08162739,0.22296785
-2.03201601,1.98219548,0.14567837,0.52549939,0.58448142,0.92434920,0.02231582,0.17042080,0.08746027,0.23775038
-2.02601301,2.08237180,0.15474959,0.55922306,0.61269633,0.95240015,0.02331218,0.18402181,0.09350871,0.25326052
-2.02001001,2.18821487,0.16498080,0.59431574,0.64104046,0.98336141,0.02448467,0.19815511,0.09967679,0.26924997
-2.01400700,2.29763047,0.17622462,0.63015816,0.66896405,1.01636644,0.02579257,0.21264131,0.10586249,0.28545934
-2.00800400,2.40845548,0.18831585,0.66610720,0.69592208,1.05053365,0.02719413,0.22728705,0.11196001,0.30162303
-2.00200100,2.51850453,0.20107407,0.70150903,0.72138515,1.08498645,0.02864738,0.24188863,0.11786211,0.31747450
-1.99599800,2.62561873,0.21430665,0.73571299,0.74485034,1.11887389,0.03011078,0.25623631,0.12346270,0.33275163
-1.98999500,2.72771529,0.22781222,0.76808573,0.76585190,1.15139128,0.03154403,0.27011882,0.12865931,0.34720216
-1.98399200,2.82283609,0.24138455,0.79802520,0.78397120,1.18179983,0.03290885,0.28332825,0.13335565,0.36058898
-1.97798899,2.90919380,0.25481683,0.82497426,0.79884577,1.20944467,0.03416968,0.29566505,0.13746393,0.37269495
-1.97198599,2.98521383,0.26790612,0.84843325,0.81017698,1.23377049,0.03529447,0.30694291,0.14090701,0.38332734
-1.96598299,3.04957052,0.28045790,0.86797121,0.81773610,1.25433410,0.03625534,0.31699354,0.14362027,0.39232154
-1.95997999,3.10121617,0.29229063,0.88323545,0.82136863,1.27081330,0.03702911,0.32567103,0.14555313,0.39954403
-1.95397699,3.13940195,0.30323997,0.89395901,0.82099666,1.28301177,0.03759786,0.33285564,0.14667016,0.40489453
-1.94797399,3.16368954,0.31316271,0.89996583,0.81661914,1.29085947,0.03794918,0.33845697,0.14695179,0.40830719
-1.94197099,3.17395324,0.32194000,0.90117343,0.80831017,1.29440870,0.03807641,0.34241621,0.14639454,0.40975095
-1.93596798,3.17037229,0.32947986,0.89759300,0.79621530,1.29382577,0.03797861,0.34470757,0.14501081,0.40922892
-1.92996498,3.15341375,0.33571883,0.88932689,0.78054599,1.28937854,0.03766042,0.34533858,0.14282824,0.40677701
-1.92396198,3.12380644,0.34062259,0.87656372,0.76157243,1.28142051,0.03713173,0.34434943,0.13988865,0.40246174
-1.91795898,3.08250723,0.34418552,0.85957100,0.73961494,1.27037186,0.03640717,0.34181125,0.13624666,0.39637737
