energy_ev,total_up,Ca_p_up,Ca_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.78989495,1.73849208,0.01216415,0.00000000,0.60692895,0.36975572,0.01997449,0.22955621,0.00762987,0.98692342
-5.78389195,1.76773748,0.01236697,0.00000000,0.62131228,0.37288247,0.02098744,0.23784371,0.00759622,0.99934741
-5.77788894,1.80010952,0.01259385,0.00000000,0.63668215,0.37722261,0.02196261,0.24670151,0.00754318,1.01326664
-5.77188594,1.83599137,0.01284924,0.00000000,0.65313933,0.38288399,0.02289288,0.25613217,0.00747009,1.02898634
-5.76588294,1.87574673,0.01313731,0.00000000,0.67077522,0.38996071,0.02377313,0.26612928,0.00737687,1.04680638
-5.75987994,1.91968830,0.01346162,0.00000000,0.68966248,0.39852478,0.02460036,0.27667536,0.00726396,1.06700035
-5.75387694,1.96804588,0.01382487,0.00000000,0.70984582,0.40861814,0.02537366,0.28773999,0.00713234,1.08979423
-5.74787394,2.02093578,0.01422858,0.00000000,0.73133320,0.42024544,0.02609408,0.29927845,0.00698341,1.11534556
-5.74187094,2.07833325,0.01467290,0.00000000,0.75408814,0.43336808,0.02676442,0.31123089,0.00681894,1.14372432
-5.73586793,2.14004970,0.01515637,0.00000000,0.77802350,0.44789988,0.02738886,0.32352205,0.00664102,1.17489661
-5.72986493,2.20571626,0.01567579,0.00000000,0.80299715,0.46370467,0.02797254,0.33606182,0.00645191,1.20871215
-5.72386193,2.27477495,0.01622619,0.00000000,0.82881001,0.48059624,0.02852107,0.34874642,0.00625403,1.24489649
-5.71785893,2.34647852,0.01680081,0.00000000,0.85520669,0.49834050,0.02903999,0.36146049,0.00604982,1.28304862
-5.71185593,2.41989963,0.01739119,0.00000000,0.88187893,0.51666021,0.02953423,0.37407985,0.00584164,1.32264448
-5.70585293,2.49394956,0.01798741,0.00000000,0.90847190,0.53524198,0.03000764,0.38647508,0.00563179,1.36304657
-5.69984992,2.56740628,0.01857830,0.00000000,0.93459333,0.55374542,0.03046249,0.39851574,0.00542234,1.40351954
-5.69384692,2.63895105,0.01915180,0.00000000,0.95982529,0.57181421,0.03089920,0.41007510,0.00521515,1.44325149
-5.68784392,2.70721255,0.01969538,0.00000000,0.98373818,0.58908856,0.03131602,0.42103532,0.00501184,1.48138004
-5.68184092,2.77081666,0.02019646,0.00000000,1.00590662,0.60521861,0.03170898,0.43129285,0.00481375,1.51702250
-5.67583792,2.82843999,0.02064292,0.00000000,1.02592644,0.61987827,0.03207192,0.44076381,0.00462193,1.54930862
-5.66983492,2.87886481,0.02102355,0.00000000,1.04343217,0.63277867,0.03239666,0.44938910,0.00443722,1.57741479
-5.66383192,2.92103280,0.02132854,0.00000000,1.05811426,0.64368093,0.03267335,0.45713903,0.00426021,1.60059784
-5.65782891,2.95409491,0.02154991,0.00000000,1.06973510,0.65240724,0.03289089,0.46401716,0.00409131,1.61822713
-5.65182591,2.97745501,0.02168185,0.00000000,1.07814308,0.65884999,0.03303750,0.47006305,0.00393078,1.62981322
-5.64582291,2.99080473,0.02172105,0.00000000,1.08328394,0.66297831,0.03310135,0.47535372,0.00377881,1.63503176
-5.63981991,2.99414759,0.02166686,0.00000000,1.08520858,0.66484165,0.03307117,0.48000356,0.00363553,1.63374133
-5.63381691,2.98781100,0.02152142,0.00000000,1.08407704,0.66457022,0.03293692,0.48416265,0.00350108,1.62599439
-5.62781391,2.97244499,0.02128958,0.00000000,1.08015793,0.66237203,0.03269044,0.48801320,0.00337561,1.61204061
-5.62181091,2.94900749,0.02097884,0.00000000,1.07382346,0.65852684,0.03232598,0.49176429,0.00325936,1.59232250
-5.61580790,2.91873647,0.02059904,0.00000000,1.06553992,0.65337692,0.03184062,0.49564494,0.00315263,1.56746329
-5.60980490,2.88310999,0.02016209,0.00000000,1.05585401,0.64731535,0.03123466,0.49989567,0.00305580,1.53824782
-5.60380190,2.84379592,0.01968151,0.00000000,1.04537541,0.64077200,0.03051173,0.50475883,0.00296933,1.50559717
-5.59779890,2.80259331,0.01917196,0.00000000,1.03475644,0.63419808,0.02967889,0.51046818,0.00289372,1.47053820
-5.59179590,2.76136840,0.01864875,0.00000000,1.02466955,0.62804987,0.02874646,0.51723796,0.00282950,1.43416958
-5.58579290,2.72198787,0.01812730,0.00000000,1.01578382,0.62277225,0.02772779,0.52525214,0.00277719,1.39762569
-5.57978989,2.68625263,0.01762259,0.00000000,1.00874129,0.61878299,0.02663885,0.53465435,0.00273725,1.36204010
-5.57378689,2.65583515,0.01714871,0.00000000,1.00413448,0.61645835,0.02549771,0.54553887,0.00271006,1.32851023
-5.56778389,2.63222299,0.01671840,0.00000000,1.00248593,0.61612060,0.02432397,0.55794344,0.00269586,1.29806476
-5.56178089,2.61667135,0.01634269,0.00000000,1.00423083,0.61802816,0.02313810,0.57184412,0.00269474,1.27163486
-5.55577789,2.61016623,0.01603059,0.00000000,1.00970339,0.62236857,0.02196077,0.58715265,0.00270661,1.25003062
-5.54977489,2.61339999,0.01578894,0.00000000,1.01912765,0.62925457,0.02081217,0.60371665,0.00273122,1.23392315
-5.54377189,2.62675981,0.01562228,0.00000000,1.03261289,0.63872350,0.01971139,0.62132254,0.00276810,1.22383290
-5.53776888,2.65032923,0.01553286,0.00000000,1.05015390,0.65073971,0.01867580,0.63970147,0.00281665,1.22012431
-5.53176588,2.68390216,0.01552073,0.00000000,1.07163571,0.66519993,0.01772063,0.65853779,0.00287615,1.22300647
-5.52576288,2.72700811,0.01558391,0.00000000,1.09684265,0.68194105,0.01685848,0.67747989,0.00294579,1.23253931
-5.51975988,2.77894680,0.01571860,0.00000000,1.12547070,0.70074991,0.01609909,0.69615297,0.00302475,1.24864453
-5.51375688,2.83883008,0.01591950,0.00000000,1.15714273,0.72137450,0.01544916,0.71417304,0.00311229,1.27112025
-5.50775388,2.90562844,0.01618012,0.00000000,1.19142540,0.74353578,0.01491228,0.73116160,0.00320775,1.29965838
-5.50175088,2.97821960,0.01649307,0.00000000,1.22784683,0.76693970,0.01448899,0.74676027,0.00331071,1.33386337
-5.49574787,3.05543649,0.01685046,0.00000000,1.26591406,0.79128856,0.01417694,0.76064463,0.00342099,1.37327142
-5.48974487,3.13611202,0.01724413,0.00000000,1.30512937,0.81629128,0.01397116,0.77253654,0.00353877,1.41736896
-5.48374187,3.21911857,0.01766601,0.00000000,1.34500461,0.84167202,0.01386433,0.78221446,0.00366457,1.46560942
-5.47773887,3.30340031,0.01810827,0.00000000,1.38507296,0.86717685,0.01384724,0.78952105,0.00379937,1.51742781
-5.47173587,3.38799720,0.01856355,0.00000000,1.42489767,0.89257821,0.01390914,0.79436787,0.00394453,1.57225232
-5.46573287,3.47205982,0.01902506,0.00000000,1.46407756,0.91767709,0.01403819,0.79673681,0.00410184,1.62951293
-5.45972986,3.55485510,0.01948665,0.00000000,1.50224940,0.94230298,0.01422191,0.79667831,0.00427347,1.68864681
-5.45372686,3.63576333,0.01994283,0.00000000,1.53908731,0.96631194,0.01444758,0.79430638,0.00446191,1.74910096
-5.44772386,3.71426744,0.02038870,0.00000000,1.57429974,0.98958282,0.01470263,0.78979089,0.00466990,1.81033229
-5.44172086,3.78993618,0.02081992,0.00000000,1.60762459,1.01201245,0.01497493,0.78334739,0.00490031,1.87180586
-5.43571786,3.86240279,0.02123255,0.00000000,1.63882322,1.03350995,0.01525312,0.77522521,0.00515604,1.93299199
-5.42971486,3.93134133,0.02162300,0.00000000,1.66767408,1.05399085,0.01552679,0.76569436,0.00543989,1.99336291
-5.42371186,3.99644278,0.02198785,0.00000000,1.69396686,1.07337154,0.01578661,0.75503212,0.00575439,2.05238978
-5.41770885,4.05739283,0.02232377,0.00000000,1.71749767,1.09156442,0.01602447,0.74350982,0.00610172,2.10954077
-5.41170585,4.11385330,0.02262742,0.00000000,1.73806599,1.10847423,0.01623345,0.73138079,0.00648349,2.16428079
-5.40570285,4.16544878,0.02289538,0.00000000,1.75547385,1.12399590,0.01640781,0.71886988,0.00690065,2.21607327
-5.39969985,4.21175938,0.02312418,0.00000000,1.76952736,1.13801395,0.01654294,0.70616515,0.00735337,2.26438441
-5.39369685,4.25232066,0.02331023,0.00000000,1.78004079,1.15040373,0.01663526,0.69341213,0.00784092,2.30868974
-5.38769385,4.28663050,0.02344993,0.00000000,1.78684299,1.16103422,0.01668207,0.68071089,0.00836161,2.34848314
-5.38169085,4.31416286,0.02353979,0.00000000,1.78978585,1.16977242,0.01668147,0.66811590,0.00891271,2.38328777
-5.37568784,4.33438760,0.02357648,0.00000000,1.78875430,1.17648885,0.01663225,0.65563869,0.00949045,2.41266857
-5.36968484,4.34679509,0.02355705,0.00000000,1.78367724,1.18106403,0.01653372,0.64325295,0.01009000,2.43624572
-5.36368184,4.35092418,0.02347906,0.00000000,1.77453869,1.18339529,0.01638572,0.63090176,0.01070555,2.45370826
-5.35767884,4.34639183,0.02334079,0.00000000,1.76138850,1.18340364,0.01618847,0.61850646,0.01133037,2.46482727
-5.35167584,4.33292243,0.02314138,0.00000000,1.74435171,1.18104024,0.01594260,0.60597646,0.01195689,2.46946768
-5.34567284,4.31037523,0.02288098,0.00000000,1.72363609,1.17629199,0.01564914,0.59321959,0.01257689,2.46759818
-5.33966983,4.27876791,0.02256091,0.00000000,1.69953711,1.16918589,0.01530948,0.58015217,0.01318162,2.45929847
-5.33366683,4.23829494,0.02218370,0.00000000,1.67243997,1.15979204,0.01492547,0.56670831,0.01376201,2.44476347
-5.32766383,4.18933950,0.02175320,0.00000000,1.64281830,1.14822480,0.01449942,0.55284800,0.01430891,2.42430395
-5.32166083,4.13247803,0.02127450,0.00000000,1.61122937,1.13464232,0.01403415,0.53856334,0.01481326,2.39834363
-5.31565783,4.06847703,0.02075397,0.00000000,1.57830590,1.11924419,0.01353303,0.52388287,0.01526637,2.36741253
-5.30965483,3.99828197,0.02019911,0.00000000,1.54474443,1.10226738,0.01300002,0.50887352,0.01566011,2.33213675
-5.30365183,3.92299863,0.01961842,0.00000000,1.51129087,1.08398070,0.01243964,0.49364042,0.01598721,2.29322503
-5.29764882,3.84386766,0.01902120,0.00000000,1.47872332,1.06467794,0.01185697,0.47832432,0.01624137,2.25145257
-5.29164582,3.76223329,0.01841738,0.00000000,1.44783300,1.04466998,0.01125764,0.46309715,0.01641754,2.20764244
-5.28564282,3.67950753,0.01781723,0.00000000,1.41940385,1.02427635,0.01064769,0.44815565,0.01651205,2.16264555
-5.27963982,3.59713134,0.01723115,0.00000000,1.39419149,1.00381644,0.01003356,0.43371376,0.01652271,2.11731966
-5.27363682,3.51653447,0.01666936,0.00000000,1.37290231,0.98360080,0.00942191,0.41999399,0.01644893,2.07250826
-5.26763382,3.43909551,0.01614167,0.00000000,1.35617351,0.96392299,0.00881953,0.40721840,0.01629177,2.02902005
-5.26163082,3.36610390,0.01565723,0.00000000,1.34455478,0.94505216,0.00823320,0.39559947,0.01605391,1.98760977
-5.25562781,3.29872543,0.01522434,0.00000000,1.33849235,0.92722677,0.00766951,0.38533157,0.01573958,1.94896104
-5.24962481,3.23797259,0.01485021,0.00000000,1.33831600,0.91064962,0.00713480,0.37658323,0.01535453,1.91367176
-5.24362181,3.18468093,0.01454084,0.00000000,1.34422971,0.89548448,0.00663492,0.36949066,0.01490582,1.88224266
-5.23761881,3.13949230,0.01430089,0.00000000,1.35630612,0.88185428,0.00617522,0.36415283,0.01440169,1.85506919
-5.23161581,3.10284554,0.01413366,0.00000000,1.37448531,0.86984106,0.00576036,0.36062826,0.01385131,1.83243726
-5.22561281,3.07497486,0.01404102,0.00000000,1.39857789,0.85948747,0.00539428,0.35893365,0.01326460,1.81452260
-5.21960980,3.05591577,0.01402344,0.00000000,1.42827234,0.85079987,0.00508012,0.35904427,0.01265193,1.80139391
-5.21360680,3.04551808,0.01408008,0.00000000,1.46314644,0.84375269,0.00482016,0.36089616,0.01202392,1.79301953
-5.20760380,3.04346522,0.01420890,0.00000000,1.50268227,0.83829388,0.00461583,0.36438990,0.01139114,1.78927711
-5.20160080,3.04929870,0.01440674,0.00000000,1.54628429,0.83435114,0.00446768,0.36939565,0.01076390,1.78996601
-5.19559780,3.06244661,0.01466955,0.00000000,1.59329969,0.83183849,0.00437538,0.37575920,0.01015202,1.79482161
-5.18959480,3.08225434,0.01499251,0.00000000,1.64304018,0.83066294,0.00433777,0.38330879,0.00956466,1.80353092
-5.18359180,3.10801619,0.01537023,0.00000000,1.69480430,0.83073077,0.00435289,0.39186209,0.00901009,1.81574868
-5.17758879,3.13900616,0.01579697,0.00000000,1.74789918,0.83195311,0.00441800,0.40123320,0.00849561,1.83111315
-5.17158579,3.17450629,0.01626674,0.00000000,1.80166081,0.83425051,0.00452968,0.41123920,0.00802739,1.84926081
-5.16558279,3.21383122,0.01677353,0.00000000,1.85547192,0.83755612,0.00468383,0.42170595,0.00761045,1.86983929
-5.15957979,3.25634772,0.01731140,0.00000000,1.90877656,0.84181753,0.00487581,0.43247284,0.00724855,1.89251781
-5.15357679,3.30148833,0.01787462,0.00000000,1.96109079,0.84699680,0.00510045,0.44339645,0.00694420,1.91699475
-5.14757379,3.34875855,0.01845769,0.00000000,2.01200900,0.85306906,0.00535216,0.45435265,0.00669867,1.94300194
-5.14157079,3.39773740,0.01905544,0.00000000,2.06120557,0.86001943,0.00562505,0.46523758,0.00651200,1.97030559
-5.13556778,3.44807153,0.01966302,0.00000000,2.10843200,0.86783867,0.00591296,0.47596699,0.00638305,1.99870388
-5.12956478,3.49946356,0.02027582,0.00000000,2.15350965,0.87651774,0.00620964,0.48647461,0.00630956,2.02802152
-5.12356178,3.55165569,0.02088951,0.00000000,2.19631879,0.88604163,0.00650880,0.49670922,0.00628822,2.05810160
-5.11755878,3.60440957,0.02149988,0.00000000,2.23678450,0.89638292,0.00680426,0.50663111,0.00631475,2.08879558
-5.11155578,3.65748432,0.02210281,0.00000000,2.27486048,0.90749542,0.00709005,0.51620784,0.00638403,2.11995193
-5.10555278,3.71061396,0.02269414,0.00000000,2.31051183,0.91930843,0.00736054,0.52540991,0.00649019,2.15140438
-5.09954977,3.76348632,0.02326958,0.00000000,2.34369783,0.93172203,0.00761052,0.53420640,0.00662674,2.18296069
-5.09354677,3.81572464,0.02382465,0.00000000,2.37435592,0.94460376,0.00783537,0.54256116,0.00678668,2.21439269
-5.08754377,3.86687376,0.02435461,0.00000000,2.40238791,0.95778705,0.00803108,0.55042951,0.00696271,2.24542853
-5.08154077,3.91639171,0.02485439,0.00000000,2.42764937,0.97107150,0.00819435,0.55775602,0.00714731,2.27574779
-5.07553777,3.96364795,0.02531867,0.00000000,2.44994290,0.98422532,0.00832268,0.56447316,0.00733294,2.30497995
-5.06953477,4.00792846,0.02574183,0.00000000,2.46901582,0.99698970,0.00841437,0.57050132,0.00751220,2.33270655
-5.06353177,4.04844788,0.02611807,0.00000000,2.48456248,1.00908515,0.00846851,0.57574989,0.00767800,2.35846726
-5.05752876,4.08436837,0.02644153,0.00000000,2.49623127,1.02021941,0.00848505,0.58011951,0.00782372,2.38176956
-5.05152576,4.11482421,0.02670641,0.00000000,2.50363578,1.03009667,0.00846465,0.58350536,0.00794337,2.40210186
-5.04552276,4.13895110,0.02690715,0.00000000,2.50636974,1.03842762,0.00840871,0.58580127,0.00803172,2.41894927
-5.03951976,4.15591861,0.02703864,0.00000000,2.50402487,1.04493980,0.00831925,0.58690442,0.00808445,2.43181143
-5.03351676,4.16496402,0.02709642,0.00000000,2.49621052,1.04938776,0.00819879,0.58672034,0.00809821,2.44022136
-5.02751376,4.16542562,0.02707684,0.00000000,2.48257420,1.05156239,0.00805027,0.58516801,0.00807075,2.44376439
-5.02151076,4.15677377,0.02697733,0.00000000,2.46282167,1.05129908,0.00787695,0.58218457,0.00800091,2.44209605
-5.01550775,4.13863768,0.02679649,0.00000000,2.43673555,1.04848409,0.00768221,0.57772959,0.00788865,2.43495792
-5.00950475,4.11082657,0.02653428,0.00000000,2.40419138,1.04305891,0.00746950,0.57178849,0.00773504,2.42219063
-5.00350175,4.07334370,0.02619206,0.00000000,2.36517017,1.03502232,0.00724223,0.56437494,0.00754217,2.40374301
-4.99749875,4.02639254,0.02577269,0.00000000,2.31976680,1.02443004,0.00700362,0.55553217,0.00731309,2.37967700
-4.99149575,3.97037454,0.02528044,0.00000000,2.26819386,1.01139197,0.00675666,0.54533295,0.00705168,2.35016795
-4.98549275,3.90587847,0.02472098,0.00000000,2.21078055,0.99606729,0.00650405,0.53387841,0.00676250,2.31550008
-4.97948974,3.83366175,0.02410123,0.00000000,2.14796689,0.97865750,0.00624813,0.52129558,0.00645065,2.27605749
-4.97348674,3.75462483,0.02342918,0.00000000,2.08029342,0.95939802,0.00599086,0.50773389,0.00612158,2.23231096
-4.96748374,3.66977954,0.02271367,0.00000000,2.00838703,0.93854850,0.00573385,0.49336070,0.00578093,2.18480126
-4.96148074,3.58021329,0.02196415,0.00000000,1.93294359,0.91638270,0.00547834,0.47835610,0.00543435,2.13411984
-4.95547774,3.48705063,0.02119037,0.00000000,1.85470824,0.89317808,0.00522524,0.46290723,0.00508735,2.08088775
-4.94947474,3.39141411,0.02040214,0.00000000,1.77445431,0.86920594,0.00497519,0.44720241,0.00474511,2.02573390
-4.94347174,3.29438630,0.01960899,0.00000000,1.69296191,0.84472234,0.00472859,0.43142523,0.00441240,1.96927372
-4.93746873,3.19697462,0.01881992,0.00000000,1.61099704,0.81996032,0.00448567,0.41574897,0.00409343,1.91208909
-4.93146573,3.10008071,0.01804315,0.00000000,1.52929214,0.79512364,0.00424654,0.40033152,0.00379177,1.85471067
-4.92546273,3.00447533,0.01728592,0.00000000,1.44852884,0.77038233,0.00401125,0.38531105,0.00351033,1.79760315
-4.91945973,2.91078011,0.01655428,0.00000000,1.36932360,0.74587015,0.00377982,0.37080250,0.00325126,1.74115413
-4.91345673,2.81945648,0.01585301,0.00000000,1.29221651,0.72168384,0.00355234,0.35689516,0.00301599,1.68566710
-4.90745373,2.73080212,0.01518554,0.00000000,1.21766368,0.69788425,0.00332892,0.34365127,0.00280527,1.63135842
-4.90145073,2.64495485,0.01455394,0.00000000,1.14603327,0.67449902,0.00310977,0.33110577,0.00261913,1.57835862
-4.89544772,2.56190345,0.01395893,0.00000000,1.07760496,0.65152666,0.00289521,0.31926710,0.00245701,1.52671748
-4.88944472,2.48150458,0.01340004,0.00000000,1.01257284,0.62894165,0.00268563,0.30811905,0.00231783,1.47641269
-4.88344172,2.40350497,0.01287566,0.00000000,0.95105118,0.60670036,0.00248152,0.29762351,0.00220002,1.42736139
-4.87743872,2.32756748,0.01238327,0.00000000,0.89308274,0.58474728,0.00228345,0.28772397,0.00210169,1.37943415
-4.87143572,2.25329982,0.01191960,0.00000000,0.83864897,0.56302143,0.00209201,0.27834968,0.00202065,1.33247031
-4.86543272,2.18028453,0.01148085,0.00000000,0.78768167,0.54146248,0.00190784,0.26942016,0.00195459,1.28629424
-4.85942971,2.10810871,0.01106293,0.00000000,0.74007541,0.52001643,0.00173156,0.26084995,0.00190111,1.24073154
-4.85342671,2.03639239,0.01066166,0.00000000,0.69570009,0.49864052,0.00156374,0.25255336,0.00185783,1.19562444
-4.84742371,1.96481409,0.01027296,0.00000000,0.65441324,0.47730732,0.00140493,0.24444899,0.00182251,1.15084583
-4.84142071,1.89313264,0.00989308,0.00000000,0.61607140,0.45600769,0.00125555,0.23646391,0.00179306,1.10631114
-4.83541771,1.82120442,0.00951872,0.00000000,0.58054016,0.43475274,0.00111596,0.22853724,0.00176765,1.06198772
-4.82941471,1.74899528,0.00914719,0.00000000,0.54770258,0.41357465,0.00098636,0.22062303,0.00174473,1.01790130
-4.82341171,1.67658689,0.00877649,0.00000000,0.51746564,0.39252636,0.00086687,0.21269237,0.00172306,0.97413927
-4.81740870,1.60417722,0.00840535,0.00000000,0.48976454,0.37168026,0.00075746,0.20473459,0.00170175,0.93085076
-4.81140570,1.53207554,0.00803330,0.00000000,0.46456484,0.35112593,0.00065798,0.19675754,0.00168023,0.88824350
-4.80540270,1.46069194,0.00766060,0.00000000,0.44186231,0.33096713,0.00056819,0.18878703,0.00165828,0.84657776
-4.79939970,1.39052230,0.00728822,0.00000000,0.42168081,0.31131808,0.00048772,0.18086533,0.00163596,0.80615759
-4.79339670,1.32212929,0.00691776,0.00000000,0.40406819,0.29229935,0.00041612,0.17304903,0.00161361,0.76731981
-4.78739370,1.25612034,0.00655134,0.00000000,0.38909063,0.27403343,0.00035289,0.16540616,0.00159177,0.73042139
-4.78139070,1.19312373,0.00619149,0.00000000,0.37682569,0.25664023,0.00029744,0.15801287,0.00157116,0.69582560
-4.77538769,1.13376381,0.00584100,0.00000000,0.36735453,0.24023268,0.00024918,0.15094979,0.00155262,0.66388782
-4.76938469,1.07863642,0.00550282,0.00000000,0.36075367,0.22491265,0.00020748,0.14429820,0.00153702,0.63494148
-4.76338169,1.02828576,0.00517987,0.00000000,0.35708676,0.21076727,0.00017170,0.13813631,0.00152521,0.60928477
-4.75737869,0.98318363,0.00487498,0.00000000,0.35639687,0.19786588,0.00014123,0.13253562,0.00151798,0.58716886
-4.75137569,0.94371182,0.00459073,0.00000000,0.35869956,0.18625772,0.00011546,0.12755779,0.00151599,0.56878802
-4.74537269,0.91014859,0.00432936,0.00000000,0.36397737,0.17597042,0.00009382,0.12325187,0.00151970,0.55427209
-4.73936968,0.88265957,0.00409271,0.00000000,0.37217573,0.16700935,0.00007578,0.11965225,0.00152938,0.54368171
-4.73336668,0.86129359,0.00388213,0.00000000,0.38320078,0.15935789,0.00006085,0.11677722,0.00154505,0.53700638
-4.72736368,0.84598332,0.00369849,0.00000000,0.39691911,0.15297861,0.00004857,0.11462831,0.00156646,0.53416556
-4.72136068,0.83655084,0.00354213,0.00000000,0.41315945,0.14781522,0.00003854,0.11319037,0.00159309,0.53501254
-4.71535768,0.83271755,0.00341291,0.00000000,0.43171632,0.14379537,0.00003041,0.11243235,0.00162418,0.53934103
-4.70935468,0.83411805,0.00331020,0.00000000,0.45235537,0.14083407,0.00002386,0.11230871,0.00165872,0.54689406
-4.70335168,0.84031719,0.00323294,0.00000000,0.47482015,0.13883759,0.00001861,0.11276148,0.00169549,0.55737465
-4.69734867,0.85082943,0.00317974,0.00000000,0.49883994,0.13770777,0.00001445,0.11372270,0.00173313,0.57045784
-4.69134567,0.86513952,0.00314890,0.00000000,0.52413822,0.13734647,0.00001116,0.11511723,0.00177012,0.58580338
-4.68534267,0.88272360,0.00313851,0.00000000,0.55044124,0.13766009,0.00000858,0.11686568,0.00180492,0.60306840
-4.67933967,0.90306955,0.00314653,0.00000000,0.57748627,0.13856385,0.00000658,0.11888750,0.00183597,0.62191958
-4.67333667,0.92569575,0.00317084,0.00000000,0.60502894,0.13998578,0.00000504,0.12110381,0.00186176,0.64204403
-4.66733367,0.95016742,0.00320937,0.00000000,0.63284934,0.14187017,0.00000386,0.12344012,0.00188090,0.66315844
-4.66133067,0.97610967,0.00326009,0.00000000,0.66075643,0.14418043,0.00000298,0.12582861,0.00189217,0.68501611
-4.65532766,1.00321693,0.00332112,0.00000000,0.68859055,0.14690113,0.00000233,0.12821000,0.00189454,0.70741151
-4.64932466,1.03125826,0.00339073,0.00000000,0.71622393,0.15003928,0.00000187,0.13053494,0.00188726,0.73018226
-4.64332166,1.06007866,0.00346740,0.00000000,0.74355906,0.15362466,0.00000156,0.13276481,0.00186983,0.75320842
