energy_ev,total_up,Ag_p_up,Ag_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-3.09454727,2.60728137,0.22180572,1.21212616,0.51750916,0.98709695,0.05397136,0.02225004,0.03924177,0.26725499
-3.08854427,2.65418545,0.22051898,1.23381179,0.52346613,1.00722859,0.05464060,0.02237940,0.03962461,0.27373378
-3.08254127,2.68601290,0.21824114,1.24825990,0.52658081,1.02182562,0.05495328,0.02241029,0.03979686,0.27866776
-3.07653827,2.70199474,0.21498404,1.25509720,0.52672998,1.03060111,0.05490113,0.02233738,0.03975050,0.28193226
-3.07053527,2.70168711,0.21077442,1.25410892,0.52385288,1.03338704,0.05448375,0.02215760,0.03948174,0.28343865
-3.06453227,2.68498659,0.20565362,1.24524424,0.51795336,1.03014253,0.05370864,0.02187022,0.03899110,0.28313665
-3.05852926,2.65213519,0.19967719,1.22861687,0.50910009,1.02095843,0.05259086,0.02147692,0.03828342,0.28101555
-3.05252626,2.60371491,0.19291393,1.20450039,0.49742476,1.00605792,0.05115248,0.02098171,0.03736775,0.27710421
-3.04652326,2.54063187,0.18544483,1.17331879,0.48311850,0.98579316,0.04942187,0.02039084,0.03625709,0.27146976
-3.04052026,2.46409059,0.17736156,1.13563249,0.46642636,0.96063796,0.04743273,0.01971265,0.03496800,0.26421519
-3.03451726,2.37555954,0.16876471,1.09212042,0.44764030,0.93117668,0.04522304,0.01895735,0.03352016,0.25547581
-3.02851426,2.27672916,0.15976174,1.04355899,0.42709079,0.89808992,0.04283391,0.01813676,0.03193578,0.24541477
-3.02251126,2.16946428,0.15046483,0.99079881,0.40513751,0.86213736,0.04030839,0.01726399,0.03023898,0.23421787
-3.01650825,2.05575270,0.14098851,0.93474010,0.38215944,0.82413844,0.03769031,0.01635311,0.02845515,0.22208782
-3.01050525,1.93765205,0.13144730,0.87630776,0.35854476,0.78495173,0.03502315,0.01541879,0.02661025,0.20923826
-3.00450225,1.81723690,0.12195337,0.81642719,0.33468098,0.74545361,0.03234904,0.01447593,0.02473016,0.19588772
-2.99849925,1.69654816,0.11261431,0.75600159,0.31094564,0.70651707,0.02970786,0.01353933,0.02284004,0.18225379
-2.99249625,1.57754647,0.10353116,0.69589157,0.28769801,0.66899141,0.02713654,0.01262333,0.02096381,0.16854776
-2.98649325,1.46207110,0.09479664,0.63689778,0.26527194,0.63368356,0.02466851,0.01174152,0.01912361,0.15496978
-2.98049025,1.35180558,0.08649378,0.57974690,0.24397019,0.60134141,0.02233332,0.01090650,0.01733949,0.14170491
-2.97448724,1.24825085,0.07869487,0.52508129,0.22406031,0.57263989,0.02015645,0.01012967,0.01562905,0.12891991
-2.96848424,1.15270641,0.07146087,0.47345247,0.20577218,0.54816998,0.01815932,0.00942107,0.01400732,0.11676107
-2.96248124,1.06625959,0.06484119,0.42531826,0.18929719,0.52843087,0.01635937,0.00878931,0.01248668,0.10535287
-2.95647824,0.98978260,0.05887390,0.38104335,0.17478891,0.51382551,0.01477035,0.00824155,0.01107690,0.09479764
-2.95047524,0.92393694,0.05358625,0.34090302,0.16236529,0.50465933,0.01340268,0.00778351,0.00978527,0.08517604
-2.94447224,0.86918422,0.04899564,0.30508937,0.15211190,0.50114206,0.01226388,0.00741958,0.00861682,0.07654819
-2.93846923,0.82580242,0.04511069,0.27371972,0.14408635,0.50339234,0.01135904,0.00715293,0.00757460,0.06895556
-2.93246623,0.79390652,0.04193269,0.24684645,0.13832322,0.51144474,0.01069131,0.00698567,0.00666000,0.06242318
-2.92646323,0.77347200,0.03945706,0.22446776,0.13483956,0.52525877,0.01026245,0.00691908,0.00587311,0.05696230
-2.92046023,0.76436018,0.03767491,0.20653879,0.13364045,0.54472928,0.01007322,0.00695377,0.00521311,0.05257312
-2.91445723,0.76634394,0.03657458,0.19298250,0.13472442,0.56969776,0.01012387,0.00708991,0.00467861,0.04924761
-2.90845423,0.77913268,0.03614308,0.18369996,0.13808839,0.59996382,0.01041444,0.00732741,0.00426805,0.04697213
-2.90245123,0.80239537,0.03636732,0.17857956,0.14373201,0.63529646,0.01094506,0.00766613,0.00397994,0.04572997
-2.89644822,0.83578075,0.03723518,0.17750480,0.15166092,0.67544435,0.01171616,0.00810596,0.00381324,0.04550337
-2.89044522,0.87893376,0.03873625,0.18036053,0.16188901,0.72014480,0.01272854,0.00864697,0.00376745,0.04627529
-2.88444222,0.93150780,0.04086223,0.18703741,0.17443933,0.76913085,0.01398343,0.00928943,0.00384289,0.04803065
-2.87843922,0.99317214,0.04360704,0.19743449,0.18934367,0.82213632,0.01548236,0.01003382,0.00404067,0.05075706
-2.87243622,1.06361459,0.04696651,0.21145997,0.20664066,0.87889854,0.01722702,0.01088072,0.00436277,0.05444508
-2.86643322,1.14253931,0.05093773,0.22903019,0.22637261,0.93915876,0.01921897,0.01183078,0.00481196,0.05908797
-2.86043022,1.22966022,0.05551811,0.25006691,0.24858096,1.00266048,0.02145933,0.01288444,0.00539163,0.06468104
-2.85442721,1.32469058,0.06070411,0.27449326,0.27330061,1.06914589,0.02394834,0.01404178,0.00610562,0.07122051
-2.84842421,1.42732943,0.06648976,0.30222836,0.30055350,1.13835102,0.02668487,0.01530229,0.00695790,0.07870212
-2.84242121,1.53724607,0.07286502,0.33318113,0.33034144,1.21000005,0.02966593,0.01666454,0.00795229,0.08711951
-2.83641821,1.65406364,0.07981412,0.36724343,0.36263887,1.28379973,0.03288607,0.01812600,0.00909202,0.09646243
-2.83041521,1.77734307,0.08731386,0.40428308,0.39738575,1.35943437,0.03633682,0.01968271,0.01037938,0.10671496
-2.82441221,1.90656872,0.09533217,0.44413695,0.43448104,1.43656250,0.04000616,0.02132915,0.01181524,0.11785378
-2.81840920,2.04113702,0.10382679,0.48660467,0.47377728,1.51481560,0.04387795,0.02305807,0.01339865,0.12984675
-2.81240620,2.18034920,0.11274437,0.53144325,0.51507659,1.59379978,0.04793151,0.02486039,0.01512643,0.14265167
-2.80640320,2.32340910,0.12202004,0.57836300,0.55812856,1.67310060,0.05214126,0.02672525,0.01699275,0.15621554
-2.80040020,2.46942687,0.13157739,0.62702508,0.60263020,1.75229137,0.05647644,0.02864009,0.01898888,0.17047429
-2.79439720,2.61742871,0.14132908,0.67704097,0.64822832,1.83094479,0.06090111,0.03059091,0.02110289,0.18535301
-2.78839420,2.76637298,0.15117800,0.72797403,0.69452429,1.90864771,0.06537414,0.03256252,0.02331955,0.20076680
-2.78239120,2.91517199,0.16101901,0.77934327,0.74108134,1.98501820,0.06984960,0.03453899,0.02562027,0.21662212
-2.77638819,3.06271899,0.17074116,0.83062937,0.78743406,2.05972427,0.07427718,0.03650409,0.02798317,0.23281873
-2.77038519,3.20791893,0.18023040,0.88128284,0.83310000,2.13250301,0.07860295,0.03844188,0.03038335,0.24925199
-2.76438219,3.34972188,0.18937262,0.93073417,0.87759286,2.20317900,0.08277028,0.04033722,0.03279319,0.26581559
-2.75837919,3.48715712,0.19805692,0.97840556,0.92043682,2.27168071,0.08672092,0.04217635,0.03518284,0.28240445
-2.75237619,3.61936623,0.20617895,1.02372400,0.96118145,2.33805354,0.09039631,0.04394743,0.03752085,0.29891767
-2.74637319,3.74563331,0.21364412,1.06613505,0.99941651,2.40246838,0.09373899,0.04564101,0.03977483,0.31526139
-2.74037019,3.86541046,0.22037067,1.10511686,1.03478600,2.46522473,0.09669408,0.04725040,0.04191225,0.33135141
-2.73436718,3.97833699,0.22629228,1.14019388,1.06700093,2.52674763,0.09921083,0.04877191,0.04390130,0.34711531
-2.72836418,4.08425112,0.23136021,1.17094958,1.09585000,2.58757805,0.10124409,0.05020501,0.04571174,0.36249407
-2.72236118,4.18319310,0.23554475,1.19703777,1.12120790,2.64835678,0.10275574,0.05155226,0.04731577,0.37744289
-2.71635818,4.27539944,0.23883608,1.21819179,1.14304070,2.70980216,0.10371597,0.05281912,0.04868884,0.39193136
-2.71035518,4.36128829,0.24124434,1.23423147,1.16140806,2.77268242,0.10410429,0.05401366,0.04981039,0.40594275
-2.70435218,4.44143633,0.24279892,1.24506720,1.17646215,2.83778377,0.10391036,0.05514608,0.05066450,0.41947249
-2.69834917,4.51654843,0.24354718,1.25070123,1.18844328,2.90587557,0.10313449,0.05622809,0.05124038,0.43252597
-2.69234617,4.58742117,0.24355243,1.25122596,1.19767236,2.97767415,0.10178783,0.05727236,0.05153270,0.44511571
-2.68634317,4.65490221,0.24289147,1.24681940,1.20454043,3.05380703,0.09989216,0.05829174,0.05154178,0.45725805
-2.68034017,4.71984732,0.24165175,1.23773797,1.20949580,3.13477905,0.09747947,0.05929864,0.05127354,0.46896957
-2.67433717,4.78307711,0.23992827,1.22430710,1.21302897,3.22094211,0.09459107,0.06030440,0.05073934,0.48026349
-2.66833417,4.84533554,0.23782036,1.20690997,1.21565622,3.31246983,0.09127649,0.06131868,0.04995558,0.49114614
-2.66233117,4.90725204,0.23542863,1.18597487,1.21790218,3.40933828,0.08759215,0.06234909,0.04894320,0.50161391
-2.65632816,4.96930894,0.23285201,1.16196195,1.22028203,3.51131349,0.08359971,0.06340090,0.04772700,0.51165072
-2.65032516,5.03181559,0.23018514,1.13534965,1.22328402,3.61794625,0.07936448,0.06447689,0.04633492,0.52122621
-2.64432216,5.09488994,0.22751625,1.10662163,1.22735271,3.72857427,0.07495353,0.06557743,0.04479715,0.53029489
-2.63831916,5.15844839,0.22492538,1.07625444,1.23287353,3.84233136,0.07043397,0.06670069,0.04314531,0.53879612
-2.63231616,5.22220386,0.22248323,1.04470655,1.24015908,3.95816321,0.06587124,0.06784308,0.04141154,0.54665507
-2.62631316,5.28567194,0.22025043,1.01240901,1.24943760,4.07484888,0.06132747,0.06899971,0.03962770,0.55378469
-2.62031016,5.34818450,0.21827737,0.97975787,1.26084393,4.19102705,0.05686009,0.07016505,0.03782453,0.56008834
-2.61430715,5.40890996,0.21660439,0.94710865,1.27441321,4.30522609,0.05252061,0.07133359,0.03603100,0.56546323
-2.60830415,5.46687917,0.21526241,0.91477273,1.29007763,4.41589670,0.04835369,0.07250060,0.03427371,0.56980427
-2.60230115,5.52101586,0.21427376,0.88301564,1.30766622,4.52144635,0.04439646,0.07366276,0.03257638,0.57300827
-2.59629815,5.57017026,0.21365327,0.85205709,1.32690791,4.62027437,0.04067813,0.07481877,0.03095952,0.57497818
-2.59029515,5.61315504,0.21340944,0.82207254,1.34743776,4.71080700,0.03721983,0.07596991,0.02944020,0.57562724
-2.58429215,5.64878222,0.21354565,0.79319592,1.36880638,4.79153183,0.03403486,0.07712035,0.02803196,0.57488272
-2.57828914,5.67590018,0.21406124,0.76552343,1.39049224,4.86103094,0.03112897,0.07827738,0.02674478,0.57268927
-2.57228614,5.69342998,0.21495263,0.73911791,1.41191675,4.91801242,0.02850102,0.07945147,0.02558518,0.56901155
-2.56628314,5.70040000,0.21621415,0.71401364,1.43246173,4.96133993,0.02614373,0.08065604,0.02455646,0.56383615
-2.56028014,5.69597832,0.21783875,0.69022129,1.45148867,4.99005994,0.02404459,0.08190723,0.02365891,0.55717278
-2.55427714,5.67950232,0.21981855,0.66773275,1.46835946,5.00342630,0.02218679,0.08322336,0.02289013,0.54905461
-2.54827414,5.65050455,0.22214517,0.64652572,1.48245773,5.00092182,0.02055032,0.08462436,0.02224536,0.53953794
-2.54227114,5.60873461,0.22480987,0.62656788,1.49321016,4.98227625,0.01911289,0.08613106,0.02171787,0.52870107
-2.53626813,5.55417621,0.22780360,0.60782063,1.50010701,4.94748022,0.01785103,0.08776441,0.02129930,0.51664268
-2.53026513,5.48705878,0.23111688,0.59024215,1.50272100,4.89679450,0.01674089,0.08954467,0.02098006,0.50347964
-2.52426213,5.40786314,0.23473963,0.57378995,1.50072386,4.83075379,0.01575916,0.09149064,0.02074965,0.48934445
-2.51825913,5.31732056,0.23866090,0.55842277,1.49389965,4.75016456,0.01488372,0.09361885,0.02059703,0.47438241
-2.51225613,5.21640471,0.24286860,0.54410189,1.48215446,4.65609615,0.01409420,0.09594283,0.02051092,0.45874856
-2.50625313,5.10631631,0.24734918,0.53079180,1.46552179,4.54986497,0.01337248,0.09847251,0.02048007,0.44260460
-2.50025013,4.98846024,0.25208730,0.51846039,1.44416341,4.43301125,0.01270294,0.10121362,0.02049356,0.42611569
-2.49424712,4.86441535,0.25706556,0.50707855,1.41836553,4.30726872,0.01207261,0.10416721,0.02054096,0.40944741
-2.48824412,4.73589741,0.26226417,0.49661936,1.38853036,4.17452741,0.01147127,0.10732932,0.02061258,0.39276273
-2.48224112,4.60471606,0.26766069,0.48705685,1.35516340,4.03679044,0.01089129,0.11069062,0.02069958,0.37621910
-2.47623812,4.47272689,0.27322972,0.47836439,1.31885693,3.89612587,0.01032756,0.11423627,0.02079409,0.35996577
-2.47023512,4.34178019,0.27894269,0.47051295,1.28027037,3.75461507,0.00977715,0.11794577,0.02088931,0.34414125
-2.46423212,4.21366804,0.28476760,0.46346910,1.24010837,3.61429928,0.00923905,0.12179295,0.02097955,0.32887103
-2.45822911,4.09007187,0.29066879,0.45719307,1.19909749,3.47712640,0.00871382,0.12574603,0.02106020,0.31426549
-2.45222611,3.97251241,0.29660675,0.45163688,1.15796260,3.34489983,0.00820325,0.12976775,0.02112777,0.30041822
-2.44622311,3.86230416,0.30253803,0.44674269,1.11740370,3.21923156,0.00770994,0.13381566,0.02117976,0.28740455
-2.44022011,3.76051640,0.30841515,0.44244154,1.07807439,3.10150118,0.00723700,0.13784249,0.02121463,0.27528056
-2.43421711,3.66794235,0.31418664,0.43865258,1.04056256,2.99282258,0.00678770,0.14179667,0.02123168,0.26408245
-2.42821411,3.58507791,0.31979717,0.43528287,1.00537412,2.89401961,0.00636524,0.14562299,0.02123090,0.25382641
-2.42221111,3.51211101,0.32518790,0.43222792,0.97292022,2.80561145,0.00597241,0.14926348,0.02121288,0.24450895
-2.41620810,3.44892188,0.33029690,0.42937283,0.94350836,2.72780840,0.00561152,0.15265838,0.02117867,0.23610773
-2.41020510,3.39509444,0.33505980,0.42659434,0.91733741,2.66051784,0.00528419,0.15574737,0.02112964,0.22858293
-2.40420210,3.34993809,0.33941067,0.42376347,0.89449667,2.60335995,0.00499126,0.15847088,0.02106737,0.22187903
-2.39819910,3.31251894,0.34328303,0.42074882,0.87496862,2.55569238,0.00473281,0.16077165,0.02099357,0.21592712
-2.39219610,3.28169918,0.34661111,0.41742041,0.85863513,2.51664247,0.00450812,0.16259623,0.02091000,0.21064745
-2.38619310,3.25618264,0.34933127,0.41365386,0.84528659,2.48514567,0.00431574,0.16389675,0.02081840,0.20595238
-2.38019010,3.23456471,0.35138359,0.40933476,0.83463355,2.45998832,0.00415354,0.16463247,0.02072051,0.20174947
-2.37418709,3.21538448,0.35271353,0.40436297,0.82632014,2.43985313,0.00401884,0.16477143,0.02061804,0.19794461
-2.36818409,3.19717701,0.35327375,0.39865674,0.81993892,2.42336554,0.00390851,0.16429186,0.02051271,0.19444519
-2.36218109,3.17852374,0.35302586,0.39215637,0.81504633,2.40913923,0.00381909,0.16318345,0.02040629,0.19116301
-2.35617809,3.15809921,0.35194227,0.38482717,0.81117843,2.39581942,0.00374696,0.16144829,0.02030065,0.18801702
-2.35017509,3.13471254,0.35000781,0.37666175,0.80786627,2.38212248,0.00368840,0.15910154,0.02019780,0.18493561
-2.34417209,3.10734253,0.34722133,0.36768131,0.80465065,2.36687093,0.00363981,0.15617171,0.02009998,0.18185850
-2.33816908,3.07516538,0.34359703,0.35793608,0.80109569,2.34902297,0.00359774,0.15270056,0.02000966,0.17873813
-2.33216608,3.03757466,0.33916558,0.34750462,0.79680107,2.32769609,0.00355905,0.14874261,0.01992959,0.17554050
-2.32616308,2.99419315,0.33397492,0.33649240,0.79141265,2.30218434,0.00352101,0.14436428,0.01986277,0.17224544
-2.32016008,2.94487700,0.32809069,0.32502932,0.78463123,2.27196941,0.00348131,0.13964270,0.01981250,0.16884640
-2.31415708,2.88971238,0.32159636,0.31326669,0.77621945,2.23672549,0.00343822,0.13466422,0.01978224,0.16534969
-2.30815408,2.82900533,0.31459287,0.30137348,0.76600652,2.19631838,0.00339060,0.12952275,0.01977560,0.16177336
-2.30215108,2.76326581,0.30719784,0.28953236,0.75389101,2.15079915,0.00333790,0.12431789,0.01979626,0.15814562
-2.29614807,2.69318666,0.29954448,0.27793542,0.73984146,2.10039303,0.00328027,0.11915305,0.01984780,0.15450310
-2.29014507,2.61961864,0.29177984,0.26677990,0.72389506,2.04548410,0.00321851,0.11413356,0.01993367,0.15088879
-2.28414207,2.54354257,0.28406287,0.25626416,0.70615434,1.98659648,0.00315411,0.10936486,0.02005702,0.14735000
-2.27813907,2.46603949,0.27656191,0.24658381,0.68678205,1.92437270,0.00308922,0.10495084,0.02022061,0.14393626
-2.27213607,2.38825994,0.26945193,0.23792835,0.66599457,1.85955014,0.00302665,0.10099234,0.02042674,0.14069727
-2.26613307,2.31139312,0.26291135,0.23047822,0.64405375,1.79293602,0.00296985,0.09758587,0.02067716,0.13768106
-2.26013007,2.23663672,0.25711865,0.22440234,0.62125787,1.72538196,0.00292284,0.09482252,0.02097306,0.13493226
-2.25412706,2.16516820,0.25224880,0.21985613,0.59793159,1.65775863,0.00289021,0.09278707,0.02131503,0.13249072
-2.24812406,2.09811787,0.24846945,0.21697996,0.57441558,1.59093119,0.00287700,0.09155729,0.02170310,0.13039028
-2.24212106,2.03654439,0.24593718,0.21589792,0.55105590,1.52573627,0.00288869,0.09120331,0.02213681,0.12865792
-2.23611806,1.98141290,0.24479367,0.21671685,0.52819363,1.46296080,0.00293107,0.09178710,0.02261527,0.12731319
-2.23011506,1.93357603,0.24516211,0.21952557,0.50615502,1.40332341,0.00301018,0.09336196,0.02313726,0.12636786
-2.22411206,1.89375798,0.24714362,0.22439404,0.48524240,1.34745867,0.00313214,0.09597199,0.02370138,0.12582590
-2.21810905,1.86254166,0.25081423,0.23137263,0.46572623,1.29590434,0.00330308,0.09965146,0.02430614,0.12568366
-2.21210605,1.84035896,0.25622200,0.24049114,0.44783840,1.24909211,0.00352897,0.10442416,0.02495011,0.12593030
-2.20610305,1.82748412,0.26338482,0.25175780,0.43176698,1.20734153,0.00381545,0.11030255,0.02563200,0.12654835
-2.20010005,1.82403016,0.27228870,0.26515810,0.41765255,1.17085740,0.00416771,0.11728686,0.02635080,0.12751450
-2.19409705,1.82994825,0.28288672,0.28065353,0.40558611,1.13973036,0.00459028,0.12536420,0.02710581,0.12880041
-2.18809405,1.84503003,0.29509876,0.29818032,0.39560861,1.11394043,0.00508688,0.13450758,0.02789672,0.13037370
-2.18209105,1.86891287,0.30881199,0.31764832,0.38771192,1.09336331,0.00566026,0.14467503,0.02872361,0.13219896
-2.17608804,1.90108776,0.32388217,0.33894011,0.38184131,1.07777902,0.00631203,0.15580893,0.02958694,0.13423877
-2.17008504,1.94091002,0.34013589,0.36191051,0.37789909,1.06688244,0.00704252,0.16783558,0.03048753,0.13645477
-2.16408204,1.98761249,0.35737355,0.38638668,0.37574933,1.06029548,0.00785069,0.18066512,0.03142644,0.13880869
-2.15807904,2.04032114,0.37537320,0.41216891,0.37522348,1.05758017,0.00873406,0.19419189,0.03240497,0.14126330
-2.15207604,2.09807280,0.39389515,0.43903223,0.37612646,1.05825244,0.00968865,0.20829539,0.03342447,0.14378331
-2.14607304,2.15983471,0.41268715,0.46672894,0.37824331,1.06179602,0.01070899,0.22284171,0.03448628,0.14633614
-2.14007004,2.22452549,0.43149010,0.49499206,0.38134578,1.06767602,0.01178819,0.23768563,0.03559159,0.14889259
-2.13406703,2.29103699,0.45004411,0.52353966,0.38519897,1.07535186,0.01291804,0.25267323,0.03674126,0.15142724
-2.12806403,2.35825651,0.46809464,0.55207998,0.38956762,1.08428905,0.01408918,0.26764502,0.03793576,0.15391878
-2.12206103,2.42508856,0.48539859,0.58031719,0.39422184,1.09396975,0.01529126,0.28243947,0.03917496,0.15635006
-2.11605803,2.49047567,0.50173006,0.60795756,0.39894230,1.10390157,0.01651319,0.29689678,0.04045802,0.15870789
-2.11005503,2.55341738,0.51688554,0.63471574,0.40352451,1.11362472,0.01774341,0.31086279,0.04178320,0.16098270
-2.10405203,2.61298679,0.53068834,0.66032091,0.40778229,1.12271725,0.01897013,0.32419269,0.04314775,0.16316789
-2.09804902,2.66834404,0.54299208,0.68452245,0.41155032,1.13079848,0.02018163,0.33675454,0.04454773,0.16525904
-2.09204602,2.71874633,0.55368293,0.70709483,0.41468566,1.13753061,0.02136651,0.34843220,0.04597785,0.16725293
-2.08604302,2.76355400,0.56268079,0.72784150,0.41706848,1.14261881,0.02251391,0.35912771,0.04743132,0.16914646
-2.08004002,2.80223281,0.56993899,0.74659753,0.41860185,1.14580995,0.02361373,0.36876276,0.04889973,0.17093550
-2.07403702,2.83435234,0.57544284,0.76323089,0.41921086,1.14689026,0.02465679,0.37727934,0.05037291,0.17261376
-2.06803402,2.85958089,0.57920694,0.77764229,0.41884108,1.14568233,0.02563490,0.38463946,0.05183886,0.17417173
-2.06203102,2.87767754,0.58127144,0.78976370,0.41745666,1.14204177,0.02654094,0.39082399,0.05328373,0.17559578
-2.05602801,2.88848200,0.58169749,0.79955561,0.41503805,1.13585388,0.02736886,0.39583064,0.05469178,0.17686751
-2.05002501,2.89190313,0.58056215,0.80700336,0.41157969,1.12703065,0.02811366,0.39967135,0.05604551,0.17796331
-2.04402201,2.88790716,0.57795300,0.81211274,0.40708768,1.11550845,0.02877128,0.40236916,0.05732582,0.17885437
-2.03801901,2.87650647,0.57396285,0.81490528,0.40157770,1.10124639,0.02933854,0.40395490,0.05851227,0.17950691
-2.03201601,2.85774985,0.56868481,0.81541365,0.39507317,1.08422576,0.02981304,0.40446384,0.05958339,0.17988293
-2.02601301,2.83171504,0.56220806,0.81367742,0.38760384,1.06445026,0.03019307,0.40393265,0.06051716,0.17994122
-2.02001001,2.79850406,0.55461449,0.80973966,0.37920476,1.04194717,0.03047754,0.40239679,0.06129151,0.17963872
-2.01400700,2.75824165,0.54597651,0.80364451,0.36991570,1.01676908,0.03066597,0.39988870,0.06188493,0.17893216
-2.00800400,2.71107689,0.53635600,0.79543610,0.35978098,0.98899614,0.03075847,0.39643669,0.06227708,0.17777991
-2.00200100,2.65718782,0.52580464,0.78515870,0.34884960,0.95873836,0.03075584,0.39206483,0.06244953,0.17614390
-1.99599800,2.59678845,0.51436523,0.77285823,0.33717563,0.92613770,0.03065963,0.38679366,0.06238638,0.17399156
-1.98999500,2.53013759,0.50207429,0.75858485,0.32481874,0.89136962,0.03047235,0.38064185,0.06207495,0.17129769
-1.98399200,2.45754848,0.48896523,0.74239663,0.31184469,0.85464382,0.03019754,0.37362846,0.06150634,0.16804607
-1.97798899,2.37939833,0.47507232,0.72436362,0.29832582,0.81620379,0.02984007,0.36577574,0.06067595,0.16423086
-1.97198599,2.29613663,0.46043473,0.70457231,0.28434124,0.77632516,0.02940623,0.35711222,0.05958386,0.15985755
-1.96598299,2.20829140,0.44510050,0.68312979,0.26997675,0.73531269,0.02890393,0.34767577,0.05823501,0.15494355
-1.95997999,2.11647231,0.42913021,0.66016733,0.25532449,0.69349584,0.02834280,0.33751641,0.05663934,0.14951828
-1.95397699,2.02137018,0.41259975,0.63584297,0.24048209,0.65122310,0.02773421,0.32669858,0.05481166,0.14362280
-1.94797399,1.92375232,0.39560230,0.61034282,0.22555152,0.60885528,0.02709130,0.31530265,0.05277135,0.13730896
-1.94197099,1.82445356,0.37824906,0.58388082,0.21063755,0.56675796,0.02642874,0.30342556,0.05054195,0.13063816
-1.93596798,1.72436305,0.36066874,0.55669681,0.19584597,0.52529337,0.02576259,0.29118031,0.04815056,0.12367970
-1.92996498,1.62440726,0.34300584,0.52905296,0.18128154,0.48481226,0.02510995,0.27869451,0.04562716,0.11650888
-1.92396198,1.52552981,0.32541766,0.50122862,0.16704585,0.44564579,0.02448848,0.26610779,0.04300373,0.10920487
-1.91795898,1.42866892,0.30807024,0.47351379,0.15323514,0.40809811,0.02391594,0.25356828,0.04031345,0.10184849
-1.91195598,1.33473353,0.29113352,0.44620151,0.13993830,0.37243971,0.02340957,0.24122830,0.03758977,0.09451996
-1.90595298,1.24457917,0.27477577,0.41957958,0.12723489,0.33890192,0.02298552,0.22923956,0.03486552,0.08729678
-1.89994997,1.15898473,0.25915780,0.39392198,0.11519362,0.30767275,0.02265815,0.21774789,0.03217210,0.08025176
-1.89394697,1.07863110,0.24442722,0.36948044,0.10387108,0.27889410,0.02243945,0.20688813,0.02953870,0.07345127
-1.88794397,1.00408292,0.23071289,0.34647658,0.09331083,0.25266063,0.02233846,0.19677903,0.02699166,0.06695386
-1.88194097,0.93577398,0.21812011,0.32509502,0.08354303,0.22902004,0.02236076,0.18751889,0.02455396,0.06080918
-1.87593797,0.87399716,0.20672663,0.30547790,0.07458441,0.20797488,0.02250808,0.17918172,0.02224480,0.05505730
-1.86993497,0.81889938,0.19657976,0.28772085,0.06643868,0.18948567,0.02277806,0.17181451,0.02007943,0.04972841
-1.86393197,0.77048159,0.18769469,0.27187085,0.05909737,0.17347526,0.02316413,0.16543545,0.01806900,0.04484286
-1.85792896,0.72860396,0.18005415,0.25792594,0.05254093,0.15983414,0.02365556,0.16003340,0.01622070,0.04041161
-1.85192596,0.69299610,0.17360943,0.24583675,0.04674021,0.14842662,0.02423769,0.15556855,0.01453786,0.03643685
-1.84592296,0.66327171,0.16828266,0.23550990,0.04165809,0.13909754,0.02489230,0.15197421,0.01302033,0.03291304
-1.83991996,0.63894716,0.16397031,0.22681293,0.03725130,0.13167940,0.02559820,0.14915974,0.01166481,0.02982802
-1.83391696,0.61946328,0.16054772,0.21958069,0.03347229,0.12599961,0.02633187,0.14701438,0.01046538,0.02716427
-1.82791396,0.60420949,0.15787451,0.21362269,0.03027117,0.12188774,0.02706828,0.14541187,0.00941393,0.02490031
-1.82191096,0.59254922,0.15580049,0.20873135,0.02759757,0.11918251,0.02778177,0.14421563,0.00850080,0.02301205
-1.81590795,0.58384592,0.15417212,0.20469046,0.02540245,0.11773840,0.02844697,0.14328429,0.00771520,0.02147410
-1.80990495,0.57748841,0.15283888,0.20128384,0.02363972,0.11743173,0.02903970,0.14247727,0.00704585,0.02026104
-1.80390195,0.57291492,0.15165963,0.19830355,0.02226776,0.11816598,0.02953793,0.14166025,0.00648136,0.01934853
-1.79789895,0.56963490,0.15050854,0.19555751,0.02125073,0.11987646,0.02992255,0.14071030,0.00601075,0.01871421
-1.79189595,0.56724775,0.14928038,0.19287625,0.02055962,0.12253389,0.03017812,0.13952038,0.00562381,0.01833850
-1.78589295,0.56545814,0.14789510,0.19011847,0.02017310,0.12614712,0.03029344,0.13800320,0.00531143,0.01820509
-1.77988994,0.56408728,0.14630143,0.18717531,0.02007819,0.13076476,0.03026198,0.13609418,0.00506583,0.01830134
-1.77388694,0.56307983,0.14447945,0.18397325,0.02027061,0.13647569,0.03008211,0.13375349,0.00488079,0.01861833
-1.76788394,0.56250644,0.14244208,0.18047551,0.02075490,0.14340835,0.02975718,0.13096713,0.00475176,0.01915081
-1.76188094,0.56256185,0.14023540,0.17668208,0.02154436,0.15172896,0.02929540,0.12774699,0.00467591,0.01989695
-1.75587794,0.56355862,0.13793788,0.17262838,0.02266066,0.16163841,0.02870951,0.12413006,0.00465214,0.02085786
-1.74987494,0.56591692,0.13565858,0.16838272,0.02413329,0.17336803,0.02801638,0.12017669,0.00468103,0.02203705
-1.74387194,0.57015056,0.13353422,0.16404267,0.02599869,0.18717406,0.02723644,0.11596821,0.00476473,0.02343976
-1.73786893,0.57684991,0.13172548,0.15973067,0.02829922,0.20333103,0.02639293,0.11160383,0.00490685,0.02507219
-1.73186593,0.58666204,0.13041242,0.15558886,0.03108181,0.22212396,0.02551125,0.10719717,0.00511224,0.02694071
