energy_ev,total_up,Bi_p_up,Bi_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-6.00000000,0.82323379,0.02219438,0.00012348,0.26759361,0.27621100,0.09458627,0.35247001
-5.99399700,0.83609619,0.02505032,0.00012376,0.27635743,0.28072975,0.09348245,0.35778398
-5.98799400,0.84749567,0.02828296,0.00012368,0.28490236,0.28444540,0.09219401,0.36218727
-5.98199100,0.85755075,0.03191630,0.00012332,0.29322892,0.28738269,0.09074116,0.36570629
-5.97598799,0.86642749,0.03597040,0.00012278,0.30133742,0.28958370,0.08915590,0.36838627
-5.96998499,0.87433564,0.04046030,0.00012219,0.30922578,0.29110623,0.08748298,0.37028936
-5.96398199,0.88152340,0.04539502,0.00012168,0.31688743,0.29202164,0.08578040,0.37149242
-5.95797899,0.88827119,0.05077672,0.00012141,0.32430973,0.29241253,0.08411937,0.37208438
-5.95197599,0.89488470,0.05659998,0.00012155,0.33147290,0.29237026,0.08258375,0.37216368
-5.94597299,0.90168778,0.06285133,0.00012227,0.33834970,0.29199248,0.08126893,0.37183563
-5.93996998,0.90901523,0.06950909,0.00012377,0.34490580,0.29138085,0.08028022,0.37121009
-5.93396698,0.91720592,0.07654341,0.00012624,0.35110106,0.29063890,0.07973075,0.37039932
-5.92796398,0.92659635,0.08391667,0.00012988,0.35689140,0.28987033,0.07973889,0.36951631
-5.92196098,0.93751462,0.09158415,0.00013489,0.36223138,0.28917748,0.08042541,0.36867336
-5.91595798,0.95027482,0.09949494,0.00014146,0.36707716,0.28866013,0.08191022,0.36798098
-5.90995498,0.96517164,0.10759309,0.00014980,0.37138966,0.28841457,0.08430901,0.36754698
-5.90395198,0.98247512,0.11581889,0.00016008,0.37513771,0.28853272,0.08772972,0.36747570
-5.89794897,1.00242524,0.12411029,0.00017246,0.37830083,0.28910139,0.09226902,0.36786713
-5.89194597,1.02522611,0.13240425,0.00018707,0.38087151,0.29020140,0.09800883,0.36881594
-5.88594297,1.05103984,0.14063806,0.00020403,0.38285673,0.29190664,0.10501312,0.37041024
-5.87993997,1.07997979,0.14875054,0.00022339,0.38427850,0.29428292,0.11332489,0.37273000
-5.87393697,1.11210350,0.15668299,0.00024518,0.38517348,0.29738657,0.12296367,0.37584519
-5.86793397,1.14740545,0.16437995,0.00026937,0.38559149,0.30126290,0.13392346,0.37981355
-5.86193097,1.18580990,0.17178967,0.00029587,0.38559318,0.30594446,0.14617127,0.38467823
-5.85592796,1.22716450,0.17886432,0.00032454,0.38524675,0.31144925,0.15964639,0.39046525
-5.84992496,1.27123498,0.18555998,0.00035516,0.38462422,0.31777900,0.17426031,0.39718112
-5.84392196,1.31770169,0.19183648,0.00038746,0.38379723,0.32491762,0.18989753,0.40481069
-5.83791896,1.36615853,0.19765710,0.00042107,0.38283288,0.33283002,0.20641705,0.41331547
-5.83191596,1.41611469,0.20298824,0.00045560,0.38178976,0.34146136,0.22365469,0.42263260
-5.82591296,1.46699977,0.20779919,0.00049056,0.38071455,0.35073697,0.24142612,0.43267465
-5.81990995,1.51817235,0.21206201,0.00052545,0.37963937,0.36056287,0.25953045,0.44333028
-5.81390695,1.56893215,0.21575162,0.00055969,0.37858010,0.37082709,0.27775444,0.45446585
-5.80790395,1.61853551,0.21884614,0.00059271,0.37753577,0.38140173,0.29587692,0.46592807
-5.80190095,1.66621376,0.22132752,0.00062391,0.37648918,0.39214564,0.31367358,0.47754745
-5.79589795,1.71119394,0.22318242,0.00065269,0.37540847,0.40290782,0.33092161,0.48914254
-5.78989495,1.75272085,0.22440326,0.00067849,0.37424980,0.41353124,0.34740434,0.50052473
-5.78389195,1.79007979,0.22498953,0.00070078,0.37296076,0.42385702,0.36291549,0.51150350
-5.77788894,1.82261861,0.22494897,0.00071910,0.37148444,0.43372874,0.37726297,0.52189175
-5.77188594,1.84976837,0.22429885,0.00073305,0.36976373,0.44299689,0.39027216,0.53151111
-5.76588294,1.87106148,0.22306693,0.00074234,0.36774574,0.45152296,0.40178852,0.54019696
-5.75987994,1.88614656,0.22129210,0.00074675,0.36538588,0.45918341,0.41167951,0.54780295
-5.75387694,1.89479936,0.21902469,0.00074618,0.36265157,0.46587308,0.41983586,0.55420495
-5.74787394,1.89692932,0.21632614,0.00074065,0.35952517,0.47150812,0.42617223,0.55930427
-5.74187094,1.89258151,0.21326817,0.00073027,0.35600607,0.47602834,0.43062723,0.56303006
-5.73586793,1.88193410,0.20993135,0.00071529,0.35211184,0.47939882,0.43316306,0.56534086
-5.72986493,1.86529146,0.20640315,0.00069601,0.34787838,0.48161099,0.43376474,0.56622541
-5.72386193,1.84307346,0.20277548,0.00067286,0.34335905,0.48268285,0.43243909,0.56570255
-5.71785893,1.81580146,0.19914185,0.00064634,0.33862293,0.48265869,0.42921361,0.56382044
-5.71185593,1.78408171,0.19559438,0.00061697,0.33375230,0.48160799,0.42413523,0.56065506
-5.70585293,1.74858692,0.19222068,0.00058536,0.32883945,0.47962374,0.41726910,0.55630794
-5.69984992,1.71003668,0.18910087,0.00055211,0.32398302,0.47682005,0.40869742,0.55090342
-5.69384692,1.66917738,0.18630486,0.00051784,0.31928410,0.47332919,0.39851825,0.54458521
-5.68784392,1.62676249,0.18389011,0.00048315,0.31484221,0.46929794,0.38684440,0.53751247
-5.68184092,1.58353338,0.18189989,0.00044861,0.31075131,0.46488340,0.37380223,0.52985534
-5.67583792,1.54020149,0.18036223,0.00041475,0.30709615,0.46024828,0.35953040,0.52179010
-5.66983492,1.49743201,0.17928953,0.00038203,0.30394888,0.45555574,0.34417849,0.51349395
-5.66383192,1.45582930,0.17867888,0.00035088,0.30136615,0.45096395,0.32790535,0.50513951
-5.65782891,1.41592449,0.17851305,0.00032162,0.29938687,0.44662046,0.31087727,0.49688929
-5.65182591,1.37816518,0.17876199,0.00029453,0.29803047,0.44265660,0.29326589,0.48889015
-5.64582291,1.34290749,0.17938481,0.00026978,0.29729588,0.43918224,0.27524579,0.48126813
-5.63981991,1.31041058,0.18033206,0.00024750,0.29716120,0.43628092,0.25699194,0.47412366
-5.63381691,1.28083358,0.18154815,0.00022773,0.29758406,0.43400583,0.23867691,0.46752763
-5.62781391,1.25423519,0.18297373,0.00021047,0.29850255,0.43237677,0.22046803,0.46151833
-5.62181091,1.23057581,0.18454799,0.00019563,0.29983690,0.43137836,0.20252456,0.45609966
-5.61580790,1.20972232,0.18621064,0.00018310,0.30149166,0.43095959,0.18499498,0.45124060
-5.60980490,1.19145527,0.18790345,0.00017273,0.30335837,0.43103496,0.16801452,0.44687617
-5.60380190,1.17547861,0.18957156,0.00016433,0.30531871,0.43148707,0.15170300,0.44290995
-5.59779890,1.16143141,0.19116411,0.00015770,0.30724794,0.43217079,0.13616314,0.43921791
-5.59179590,1.14890160,0.19263465,0.00015262,0.30901854,0.43291873,0.12147934,0.43565372
-5.58579290,1.13744096,0.19394105,0.00014887,0.31050398,0.43354784,0.10771698,0.43205503
-5.57978989,1.12658116,0.19504517,0.00014625,0.31158241,0.43386687,0.09492231,0.42825068
-5.57378689,1.11585016,0.19591231,0.00014454,0.31214021,0.43368430,0.08312286,0.42406831
-5.56778389,1.10478827,0.19651057,0.00014355,0.31207523,0.43281629,0.07232834,0.41934214
-5.56178089,1.09296343,0.19681024,0.00014313,0.31129958,0.43109436,0.06253199,0.41392034
-5.55577789,1.07998494,0.19678325,0.00014312,0.30974192,0.42837232,0.05371230,0.40767184
-5.54977489,1.06551521,0.19640282,0.00014338,0.30734915,0.42453214,0.04583499,0.40049204
-5.54377189,1.04927899,0.19564339,0.00014382,0.30408741,0.41948838,0.03885513,0.39230718
-5.53776888,1.03106981,0.19448070,0.00014435,0.29994236,0.41319110,0.03271940,0.38307724
-5.53176588,1.01075338,0.19289221,0.00014489,0.29491883,0.40562708,0.02736830,0.37279717
-5.52576288,0.98826803,0.19085773,0.00014542,0.28903981,0.39681926,0.02273826,0.36149649
-5.51975988,0.96362220,0.18836024,0.00014587,0.28234482,0.38682465,0.01876361,0.34923726
-5.51375688,0.93688933,0.18538677,0.00014623,0.27488788,0.37573077,0.01537837,0.33611067
-5.50775388,0.90820058,0.18192940,0.00014648,0.26673510,0.36365085,0.01251772,0.32223251
-5.50175088,0.87773576,0.17798612,0.00014660,0.25796203,0.35071828,0.01011924,0.30773768
-5.49574787,0.84571326,0.17356167,0.00014657,0.24865094,0.33708046,0.00812397,0.29277430
-5.48974487,0.81237934,0.16866811,0.00014639,0.23888817,0.32289257,0.00647703,0.27749750
-5.48374187,0.77799757,0.16332519,0.00014603,0.22876164,0.30831150,0.00512818,0.26206348
-5.47773887,0.74283876,0.15756044,0.00014547,0.21835858,0.29349032,0.00403204,0.24662400
-5.47173587,0.70717206,0.15140898,0.00014468,0.20776373,0.27857352,0.00314815,0.23132154
-5.46573287,0.67125736,0.14491303,0.00014364,0.19705776,0.26369324,0.00244094,0.21628539
-5.45972986,0.63533939,0.13812110,0.00014233,0.18631628,0.24896658,0.00187947,0.20162882
-5.45372686,0.59964354,0.13108710,0.00014071,0.17560915,0.23449401,0.00143717,0.18744727
-5.44772386,0.56437349,0.12386910,0.00013876,0.16500025,0.22035896,0.00109149,0.17381759
-5.44172086,0.52971036,0.11652809,0.00013645,0.15454747,0.20662838,0.00082348,0.16079835
-5.43571786,0.49581352,0.10912663,0.00013377,0.14430314,0.19335416,0.00061741,0.14843092
-5.42971486,0.46282239,0.10172753,0.00013071,0.13431454,0.18057529,0.00046038,0.13674135
-5.42371186,0.43085934,0.09439251,0.00012729,0.12462458,0.16832051,0.00034193,0.12574270
-5.41770885,0.40003309,0.08718111,0.00012352,0.11527258,0.15661121,0.00025371,0.11543778
-5.41170585,0.37044252,0.08014963,0.00011942,0.10629506,0.14546454,0.00018914,0.10582200
-5.40570285,0.34218053,0.07335031,0.00011506,0.09772651,0.13489635,0.00014316,0.09688627
-5.39969985,0.31533777,0.06683067,0.00011049,0.08960005,0.12492402,0.00011200,0.08861974
-5.39369685,0.29000607,0.06063315,0.00010580,0.08194809,0.11556893,0.00009300,0.08101229
-5.38769385,0.26628148,0.05479485,0.00010109,0.07480285,0.10685855,0.00008445,0.07405672
-5.38169085,0.24426679,0.04934755,0.00009646,0.06819680,0.09882816,0.00008553,0.06775061
-5.37568784,0.22407357,0.04431786,0.00009205,0.06216302,0.09152205,0.00009623,0.06209769
-5.36968484,0.20582366,0.03972759,0.00008800,0.05673547,0.08499436,0.00011734,0.05710891
-5.36368184,0.18965022,0.03559413,0.00008446,0.05194919,0.07930946,0.00015049,0.05280311
-5.35767884,0.17569821,0.03193105,0.00008159,0.04784042,0.07454199,0.00019818,0.04920729
-5.35167584,0.16412443,0.02874864,0.00007957,0.04444661,0.07077641,0.00026395,0.04635665
-5.34567284,0.15509701,0.02605452,0.00007858,0.04180640,0.06810636,0.00035245,0.04429420
-5.33966983,0.14879440,0.02385418,0.00007881,0.03995936,0.06663349,0.00046963,0.04307013
-5.33366683,0.14540376,0.02215157,0.00008044,0.03894576,0.06646600,0.00062296,0.04274096
-5.32766383,0.14511862,0.02094941,0.00008366,0.03880600,0.06771676,0.00082164,0.04336824
-5.32166083,0.14813586,0.02024963,0.00008867,0.03958000,0.07050105,0.00107686,0.04501714
-5.31565783,0.15465190,0.02005347,0.00009563,0.04130625,0.07493376,0.00140200,0.04775464
-5.30965483,0.16485792,0.02036157,0.00010474,0.04402077,0.08112623,0.00181298,0.05164745
