energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.79662397,0.01805739,1.06356922,0.04420144,0.00000000,1.41080250,0.30561691
-5.99399700,1.76491227,0.01735705,1.04422317,0.04358892,0.00000000,1.39432044,0.29778483
-5.98799400,1.73151432,0.01670656,1.02342470,0.04308519,0.00000000,1.37185538,0.29042460
-5.98199100,1.69682790,0.01611254,1.00143326,0.04270039,0.00000000,1.34379520,0.28361207
-5.97598799,1.66130012,0.01558058,0.97855647,0.04244363,0.00000000,1.31064669,0.27742151
-5.96998499,1.62542317,0.01511521,0.95514600,0.04232265,0.00000000,1.27302549,0.27192548
-5.96398199,1.58972659,0.01471974,0.93159066,0.04234341,0.00000000,1.23164195,0.26719423
-5.95797899,1.55476644,0.01439622,0.90830696,0.04250967,0.00000000,1.18728358,0.26329461
-5.95197599,1.52111148,0.01414534,0.88572755,0.04282255,0.00000000,1.14079441,0.26028861
-5.94597299,1.48932713,0.01396636,0.86428788,0.04328006,0.00000000,1.09305216,0.25823141
-5.93996998,1.45995779,0.01385713,0.84441188,0.04387676,0.00000000,1.04494391,0.25716924
-5.93396698,1.43350838,0.01381407,0.82649716,0.04460352,0.00000000,0.99734139,0.25713707
-5.92796398,1.41042608,0.01383223,0.81090061,0.04544731,0.00000000,0.95107662,0.25815635
-5.92196098,1.39108307,0.01390539,0.79792490,0.04639131,0.00000000,0.90691898,0.26023283
-5.91595798,1.37576131,0.01402624,0.78780678,0.04741506,0.00000000,0.86555454,0.26335476
-5.90995498,1.36464003,0.01418658,0.78070752,0.04849491,0.00000000,0.82756840,0.26749151
-5.90395198,1.35778677,0.01437756,0.77670619,0.04960453,0.00000000,0.79343067,0.27259277
-5.89794897,1.35515243,0.01458998,0.77579593,0.05071572,0.00000000,0.76348661,0.27858848
-5.89194597,1.35657070,0.01481461,0.77788365,0.05179929,0.00000000,0.73795119,0.28538944
-5.88594297,1.36176207,0.01504259,0.78279293,0.05282607,0.00000000,0.71690819,0.29288877
-5.87993997,1.37034230,0.01526568,0.79027029,0.05376794,0.00000000,0.70031375,0.30096419
-5.87393697,1.38183509,0.01547669,0.79999442,0.05459897,0.00000000,0.68800411,0.30948095
-5.86793397,1.39568855,0.01566975,0.81158802,0.05529641,0.00000000,0.67970723,0.31829550
-5.86193097,1.41129468,0.01584059,0.82463176,0.05584167,0.00000000,0.67505757,0.32725968
-5.85592796,1.42801116,0.01598675,0.83867977,0.05622109,0.00000000,0.67361349,0.33622521
-5.84992496,1.44518448,0.01610772,0.85327592,0.05642661,0.00000000,0.67487646,0.34504849
-5.84392196,1.46217335,0.01620500,0.86797026,0.05645609,0.00000000,0.67831135,0.35359517
-5.83791896,1.47837138,0.01628208,0.88233481,0.05631354,0.00000000,0.68336681,0.36174463
-5.83191596,1.49322797,0.01634430,0.89597805,0.05600893,0.00000000,0.68949511,0.36939384
-5.82591296,1.50626646,0.01639867,0.90855746,0.05555786,0.00000000,0.69617057,0.37646053
-5.81990995,1.51709859,0.01645353,0.91978942,0.05498092,0.00000000,0.70290587,0.38288544
-5.81390695,1.52543469,0.01651824,0.92945623,0.05430287,0.00000000,0.70926571,0.38863354
-5.80790395,1.53108898,0.01660267,0.93740976,0.05355157,0.00000000,0.71487731,0.39369400
-5.80190095,1.53397977,0.01671681,0.94357168,0.05275680,0.00000000,0.71943748,0.39807901
-5.79589795,1.53412465,0.01687019,0.94793022,0.05194903,0.00000000,0.72271606,0.40182137
-5.78989495,1.53163076,0.01707141,0.95053380,0.05115808,0.00000000,0.72455589,0.40497099
-5.78389195,1.52668088,0.01732766,0.95148175,0.05041186,0.00000000,0.72486932,0.40759049
-5.77788894,1.51951599,0.01764426,0.95091285,0.04973515,0.00000000,0.72363181,0.40975001
-5.77188594,1.51041547,0.01802429,0.94899215,0.04914852,0.00000000,0.72087311,0.41152174
-5.76588294,1.49967596,0.01846829,0.94589714,0.04866750,0.00000000,0.71666646,0.41297428
-5.75987994,1.48759019,0.01897410,0.94180381,0.04830189,0.00000000,0.71111685,0.41416730
-5.75387694,1.47442715,0.01953676,0.93687368,0.04805534,0.00000000,0.70434876,0.41514678
-5.74787394,1.46041470,0.02014857,0.93124244,0.04792528,0.00000000,0.69649439,0.41594123
-5.74187094,1.44572576,0.02079929,0.92501104,0.04790306,0.00000000,0.68768287,0.41655910
-5.73586793,1.43046896,0.02147644,0.91823963,0.04797436,0.00000000,0.67803126,0.41698759
-5.72986493,1.41468425,0.02216571,0.91094491,0.04811996,0.00000000,0.66763766,0.41719303
-5.72386193,1.39834388,0.02285151,0.90310088,0.04831658,0.00000000,0.65657683,0.41712279
-5.71785893,1.38135849,0.02351755,0.89464306,0.04853810,0.00000000,0.64489851,0.41670868
-5.71185593,1.36358812,0.02414748,0.88547580,0.04875671,0.00000000,0.63262835,0.41587166
-5.70585293,1.34485719,0.02472560,0.87548225,0.04894430,0.00000000,0.61977128,0.41452752
-5.69984992,1.32497254,0.02523748,0.86453627,0.04907381,0.00000000,0.60631704,0.41259331
-5.69384692,1.30374342,0.02567060,0.85251558,0.04912045,0.00000000,0.59224730,0.40999397
-5.68784392,1.28100187,0.02601491,0.83931507,0.04906298,0.00000000,0.57754387,0.40666880
-5.68184092,1.25662233,0.02626321,0.82485967,0.04888465,0.00000000,0.56219742,0.40257735
-5.67583792,1.23053916,0.02641151,0.80911559,0.04857405,0.00000000,0.54621600,0.39770428
-5.66983492,1.20276076,0.02645916,0.79209945,0.04812565,0.00000000,0.52963292,0.39206287
-5.66383192,1.17337962,0.02640889,0.77388461,0.04754009,0.00000000,0.51251334,0.38569695
-5.65782891,1.14257741,0.02626663,0.75460420,0.04682422,0.00000000,0.49495937,0.37868103
-5.65182591,1.11062502,0.02604118,0.73445081,0.04599080,0.00000000,0.47711316,0.37111863
-5.64582291,1.07787743,0.02574384,0.71367275,0.04505797,0.00000000,0.45915810,0.36313885
