energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,0.10151379,0.00000000,0.02040193,0.00097986,0.02612595,0.00389913,0.02056096
-5.99399700,0.11537300,0.00000000,0.02320218,0.00111614,0.02967260,0.00444099,0.02337980
-5.98799400,0.13029275,0.00000000,0.02622039,0.00126347,0.03348564,0.00502666,0.02641725
-5.98199100,0.14621571,0.00000000,0.02944581,0.00142143,0.03754928,0.00565445,0.02966230
-5.97598799,0.16305981,0.00000000,0.03286272,0.00158935,0.04184134,0.00632169,0.03309895
-5.96998499,0.18071764,0.00000000,0.03645029,0.00176632,0.04633316,0.00702474,0.03670603
-5.96398199,0.19905672,0.00000000,0.04018259,0.00195118,0.05098968,0.00775897,0.04045727
-5.95797899,0.21792038,0.00000000,0.04402875,0.00214253,0.05576974,0.00851876,0.04432143
-5.95197599,0.23712951,0.00000000,0.04795328,0.00233872,0.06062657,0.00929753,0.04826261
-5.94597299,0.25648499,0.00000000,0.05191650,0.00253788,0.06550846,0.01008786,0.05224076
-5.93996998,0.27577091,0.00000000,0.05587515,0.00273796,0.07035966,0.01088155,0.05621225
-5.93396698,0.29475838,0.00000000,0.05978316,0.00293673,0.07512135,0.01166976,0.06013067
-5.92796398,0.31320984,0.00000000,0.06359244,0.00313185,0.07973287,0.01244315,0.06394764
-5.92196098,0.33088394,0.00000000,0.06725387,0.00332088,0.08413291,0.01319204,0.06761379
-5.91595798,0.34754052,0.00000000,0.07071830,0.00350135,0.08826091,0.01390665,0.07107976
-5.90995498,0.36294588,0.00000000,0.07393756,0.00367080,0.09205832,0.01457723,0.07429729
-5.90395198,0.37687796,0.00000000,0.07686556,0.00382686,0.09546999,0.01519432,0.07722025
-5.89794897,0.38913134,0.00000000,0.07945927,0.00396724,0.09844541,0.01574891,0.07980566
-5.89194597,0.39952201,0.00000000,0.08167977,0.00408985,0.10093987,0.01623268,0.08201472
-5.88594297,0.40789164,0.00000000,0.08349309,0.00419279,0.10291553,0.01663817,0.08381368
-5.87993997,0.41411124,0.00000000,0.08487104,0.00427446,0.10434227,0.01695897,0.08517463
-5.87393697,0.41808428,0.00000000,0.08579188,0.00433352,0.10519842,0.01718989,0.08607621
-5.86793397,0.41974895,0.00000000,0.08624087,0.00436901,0.10547121,0.01732704,0.08650407
-5.86193097,0.41907966,0.00000000,0.08621062,0.00438031,0.10515712,0.01736799,0.08645130
-5.85592796,0.41608771,0.00000000,0.08570128,0.00436719,0.10426189,0.01731183,0.08591856
-5.84992496,0.41082107,0.00000000,0.08472063,0.00432984,0.10280040,0.01715916,0.08491414
-5.84392196,0.40336331,0.00000000,0.08328385,0.00426880,0.10079633,0.01691216,0.08345377
