energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.54377189,3.83945427,0.00321273,0.60954930,0.71490835,0.15509273,0.97198643,1.49878235,0.03283726,1.28502535
-5.53776888,3.64092323,0.00304225,0.57450082,0.69240778,0.14759974,0.92430185,1.41661463,0.03051413,1.22811090
-5.53176588,3.44448910,0.00292800,0.53936207,0.66833882,0.14038401,0.87657609,1.33519611,0.02828573,1.17131619
-5.52576288,3.25206509,0.00287507,0.50445047,0.64317854,0.13353947,0.82942672,1.25517185,0.02616168,1.11534241
-5.51975988,3.06578518,0.00288923,0.47009132,0.61748233,0.12717824,0.78352360,1.17725473,0.02415151,1.06100348
-5.51375688,2.88797586,0.00297705,0.43661317,0.59187204,0.12143002,0.73957894,1.10221526,0.02226473,1.00921365
-5.50775388,2.72111999,0.00314582,0.40434281,0.56702203,0.11644112,0.69833575,1.03086884,0.02051082,0.96097158
-5.50175088,2.56781391,0.00340361,0.37359990,0.54364361,0.11237291,0.66055470,0.96406084,0.01889922,0.91734147
-5.49574787,2.43071899,0.00375919,0.34469166,0.52246837,0.10939998,0.62699999,0.90265019,0.01743929,0.87943155
-5.48974487,2.31250917,0.00422196,0.31790759,0.50423077,0.10770783,0.59842434,0.84749198,0.01614023,0.84837067
-5.48374187,2.21581549,0.00480174,0.29351458,0.48965044,0.10749013,0.57555344,0.79941969,0.01501097,0.82528323
-5.47773887,2.14316906,0.00550862,0.27175252,0.47941460,0.10894558,0.55907020,0.75922753,0.01406002,0.81126322
-5.47173587,2.09694325,0.00635271,0.25283044,0.47416087,0.11227436,0.54959893,0.72765325,0.01329532,0.80734745
-5.46573287,2.07929625,0.00734375,0.23692338,0.47446078,0.11767406,0.54768981,0.70536178,0.01272403,0.81448872
-5.45972986,2.09211463,0.00849084,0.22416990,0.48080432,0.12533526,0.55380368,0.69292995,0.01235232,0.83352911
-5.45372686,2.13695877,0.00980197,0.21467031,0.49358565,0.13543656,0.56829762,0.69083237,0.01218514,0.86517374
-5.44772386,2.21501090,0.01128359,0.20848545,0.51309026,0.14813929,0.59141135,0.69942868,0.01222599,0.90996573
-5.44172086,2.32702658,0.01294019,0.20563622,0.53948382,0.16358178,0.62325493,0.71895217,0.01247669,0.96826237
-5.43571786,2.47329074,0.01477379,0.20610348,0.57280302,0.18187339,0.66379791,0.74949998,0.01293708,1.04021359
-5.42971486,2.65357927,0.01678352,0.20982856,0.61294852,0.20308850,0.71286057,0.79102494,0.01360489,1.12574292
-5.42371186,2.86712783,0.01896521,0.21671410,0.65968050,0.22726043,0.77010749,0.84332927,0.01447544,1.22453194
-5.41770885,3.11260922,0.02131102,0.22662540,0.71261701,0.25437580,0.83504404,0.90606044,0.01554153,1.33600901
-5.41170585,3.38812123,0.02380915,0.23939216,0.77123537,0.28436935,0.90701631,0.97870938,0.01679328,1.45934291
-5.40570285,3.69118659,0.02644370,0.25481062,0.83487705,0.31711969,0.98521484,1.06061164,0.01821805,1.59344256
-5.39969985,4.01876691,0.02919455,0.27264623,0.90275606,0.35244621,1.06868268,1.15095166,0.01980043,1.73696321
-5.39369685,4.36729190,0.03203746,0.29263680,0.97397116,0.39010752,1.15632802,1.24877065,0.02152232,1.88832010
-5.38769385,4.73270531,0.03494424,0.31449625,1.04752168,0.42980161,1.24694156,1.35297853,0.02336307,2.04570977
-5.38169085,5.11052793,0.03788316,0.33791898,1.12232713,0.47116814,1.33921854,1.46236993,0.02529973,2.20713932
-5.37568784,5.49593802,0.04081938,0.36258478,1.19725000,0.51379286,1.43178540,1.57564473,0.02730738,2.37046357
-5.36968484,5.88386809,0.04371565,0.38816456,1.27112155,0.55721440,1.52323026,1.69143280,0.02935962,2.53342947
-5.36368184,6.26911687,0.04653303,0.41432648,1.34276983,0.60093336,1.61213692,1.80832295,0.03142906,2.69372709
-5.35767884,6.64647366,0.04923181,0.44074276,1.41104926,0.64442362,1.69712115,1.92489547,0.03348796,2.84904586
-5.35167584,7.01085223,0.05177245,0.46709682,1.47487072,0.68714550,1.77686834,2.03975773,0.03550890,2.99713447
-5.34567284,7.35742997,0.05411662,0.49309073,1.53323136,0.72856070,1.85017118,2.15158177,0.03746552,3.13586260
-5.33966983,7.68178785,0.05622821,0.51845265,1.58524285,0.76814813,1.91596600,2.25914286,0.03933325,3.26328232
-5.33366683,7.98004592,0.05807433,0.54294417,1.63015717,0.80542048,1.97336637,2.36135769,0.04109006,3.37768683
-5.32766383,8.24898922,0.05962633,0.56636718,1.66738878,0.83994053,2.02169259,2.45732065,0.04271713,3.47766424
-5.32166083,8.48617848,0.06086059,0.58857000,1.69653235,0.87133676,2.06049567,2.54633679,0.04419949,3.56214404
-5.31565783,8.69004054,0.06175928,0.60945256,1.71737516,0.89931733,2.08957486,2.62794973,0.04552653,3.63043425
-5.30965483,8.85993391,0.06231094,0.62897026,1.72990362,0.92368191,2.10898755,2.70196316,0.04669237,3.68224724
-5.30365183,8.99618545,0.06251084,0.64713637,1.73430357,0.94433065,2.11905112,2.76845444,0.04769613,3.71771293
-5.29764882,9.10009522,0.06236115,0.66402257,1.73095405,0.96126973,2.12033621,2.82777919,0.04854193,3.73737826
-5.29164582,9.17390774,0.06187091,0.67975771,1.72041485,0.97461313,2.11365154,2.88056601,0.04923882,3.74219251
-5.28564282,9.22074926,0.06105577,0.69452439,1.70340810,0.98458033,2.10002048,2.92770076,0.04980042,3.73347853
-5.27963982,9.24453175,0.05993750,0.70855366,1.68079449,0.99148996,2.08065010,2.97030037,0.05024447,3.71289072
-5.27363682,9.24982626,0.05854337,0.72211754,1.65354505,0.99574938,2.05689367,3.00967652,0.05059215,3.68236077
-5.26763382,9.24170914,0.05690530,0.73551977,1.62270942,0.99784057,2.03020777,3.04728999,0.05086725,3.64403329
-5.26163082,9.22558639,0.05505893,0.74908495,1.58938179,0.99830290,2.00210566,3.08469710,0.05109532,3.60019331
-5.25562781,9.20700228,0.05304253,0.76314622,1.55466576,0.99771327,1.97410832,3.12348995,0.05130261,3.55318851
-5.24962481,9.19143927,0.05089592,0.77803218,1.51963946,0.99666452,1.94769516,3.16523265,0.05151506,3.50534903
-5.24362181,9.18411711,0.04865937,0.79405318,1.48532221,0.99574306,1.92425602,3.21139609,0.05175728,3.45890792
-5.23761881,9.18979902,0.04637249,0.81148782,1.45264384,0.99550648,1.90504628,3.26329394,0.05205155,3.41592540
-5.23161581,9.21261301,0.04407323,0.83056991,1.42241799,0.99646226,1.89114674,3.32202275,0.05241691,3.37821982
-5.22561281,9.25589573,0.04179699,0.85147661,1.39532013,0.99904844,1.88342967,3.38840888,0.05286844,3.34730811
-5.21960980,9.32206577,0.03957585,0.87431823,1.37187117,1.00361709,1.88253236,3.46296499,0.05341663,3.32435799
-5.21360680,9.41253173,0.03743799,0.89913015,1.35242718,1.01042125,1.88883902,3.54585812,0.05406696,3.31015385
-5.20760380,9.52763935,0.03540725,0.92586724,1.33717540,1.01960598,1.90247161,3.63689152,0.05481969,3.30507756
-5.20160080,9.66666006,0.03350290,0.95440108,1.32613663,1.03120371,1.92328993,3.73550101,0.05566987,3.30910473
-5.19559780,9.82782136,0.03173961,0.98452018,1.31917363,1.04513421,1.95090071,3.84076674,0.05660756,3.32181651
-5.18959480,10.00837793,0.03012752,1.01593320,1.31600510,1.06120901,1.98467524,3.95143988,0.05761824,3.34242609
-5.18359180,10.20471992,0.02867257,1.04827507,1.31622442,1.07913992,2.02377473,4.06598334,0.05868338,3.36981859
-5.17758879,10.41251362,0.02737683,1.08111587,1.31932216,1.09855143,2.06718210,4.18262481,0.05978119,3.40260232
-5.17158579,10.62686790,0.02623905,1.11397196,1.32471138,1.11899604,2.11373896,4.29941958,0.06088748,3.43916907
-5.16558279,10.84251887,0.02525516,1.14631915,1.33175438,1.13997203,2.16218601,4.41432050,0.06197655,3.47776059
-5.15957979,11.05402424,0.02441895,1.17760715,1.33978986,1.16094273,2.21120537,4.52525145,0.06302217,3.51653831
-5.15357679,11.25595866,0.02372255,1.20727485,1.34815902,1.18135642,2.25946300,4.63018108,0.06399847,3.55365324
-5.14757379,11.44310164,0.02315709,1.23476595,1.35622983,1.20066603,2.30564960,4.72719320,0.06488084,3.58731317
-5.14157079,11.61060995,0.02271316,1.25954408,1.36341818,1.21834787,2.34851862,4.81455067,0.06564668,3.61584443
-5.13556778,11.75416782,0.02238125,1.28110730,1.36920543,1.23391866,2.38691997,4.89074975,0.06627606,3.63774594
-5.12956478,11.87010934,0.02215211,1.29900108,1.37315162,1.24695021,2.41982856,4.95456288,0.06675225,3.65173367
-5.12356178,11.95550942,0.02201697,1.31282978,1.37490414,1.25708154,2.44636684,5.00506813,0.06706201,3.65677447
-5.11755878,12.00824124,0.02196769,1.32226610,1.37420190,1.26402786,2.46582124,5.04166455,0.06719582,3.65210829
-5.11155578,12.02700011,0.02199684,1.32705849,1.37087506,1.26758655,2.47765206,5.06407366,0.06714791,3.63725901
-5.10555278,12.01129539,0.02209761,1.32703625,1.36484098,1.26764002,2.48149748,5.07232761,0.06691613,3.61203427
-5.09954977,11.96141351,0.02226375,1.32211260,1.35609677,1.26415567,2.47717183,5.06674580,0.06650171,3.57651536
-5.09354677,11.87835667,0.02248939,1.31228550,1.34470950,1.25718312,2.46465908,5.04790197,0.06590894,3.53103853
-5.08754377,11.76376253,0.02276886,1.29763658,1.33080467,1.24684924,2.44410220,5.01658432,0.06514480,3.47616944
-5.08154077,11.61981058,0.02309649,1.27832828,1.31455397,1.23335118,2.41578945,4.97375144,0.06421847,3.41267267
-5.07553777,11.44912134,0.02346640,1.25459931,1.29616309,1.21694795,2.38013837,4.92048683,0.06314095,3.34147817
-5.06953477,11.25465402,0.02387236,1.22675882,1.27586038,1.19795093,2.33767853,4.85795474,0.06192456,3.26364645
-5.06353177,11.03960752,0.02430764,1.19517933,1.25388696,1.17671379,2.28903373,4.78735954,0.06058264,3.18033432
-5.05752876,10.80732931,0.02476495,1.16028873,1.23048864,1.15362216,2.23490432,4.70991056,0.05912914,3.09276238
-5.05152576,10.56123503,0.02523644,1.12256144,1.20591014,1.12908336,2.17605024,4.62679369,0.05757839,3.00218561
-5.04552276,10.30474100,0.02571373,1.08250908,1.18039148,1.10351661,2.11327516,4.53915043,0.05594489,2.90986771
-5.03951976,10.04121045,0.02618801,1.04067059,1.15416654,1.07734391,2.04741189,4.44806441,0.05424316,2.81705957
-5.03351676,9.77391333,0.02665022,0.99760226,1.12746349,1.05098176,1.97930929,4.35455502,0.05248767,2.72498217
-5.02751376,9.50599855,0.02709124,0.95386757,1.10050683,1.02483397,1.90982055,4.25957714,0.05069282,2.63481353
-5.02151076,9.24047693,0.02750213,0.91002723,1.07352035,0.99928559,1.83979287,4.16402562,0.04887293,2.54767947
-5.01550775,8.98021255,0.02787440,0.86662940,1.04673070,0.97469814,1.77005842,4.06874302,0.04704228,2.46464744
-5.00950475,8.72791996,0.02820023,0.82420048,1.02037091,0.95140608,1.70142624,3.97452905,0.04521515,2.38672297
-5.00350175,8.48616479,0.02847277,0.78323649,0.99468340,0.92971451,1.63467513,3.88215000,0.04340583,2.31484773
-4.99749875,8.25736536,0.02868633,0.74419517,0.96992206,0.90989819,1.57054726,3.79234692,0.04162865,2.24989864
-4.99149575,8.04379335,0.02883660,0.70748917,0.94635300,0.89220155,1.50974230,3.70584144,0.03989797,2.19268736
-4.98549275,7.84757199,0.02892082,0.67348024,0.92425391,0.87683982,1.45291205,3.62333833,0.03822815,2.14395949
-4.97948974,7.67067075,0.02893786,0.64247460,0.90391167,0.86400085,1.40065549,3.54552462,0.03663345,2.10439312
-4.97348674,7.51489612,0.02888830,0.61471961,0.88561847,0.85384763,1.35351409,3.47306513,0.03512798,2.07459634
-4.96748374,7.38187853,0.02877449,0.59040172,0.86966650,0.84652110,1.31196746,3.40659481,0.03372552,2.05510357
-4.96148074,7.27305594,0.02860045,0.56964574,0.85634138,0.84214308,1.27642930,3.34670857,0.03243941,2.04637070
-4.95547774,7.18965503,0.02837188,0.55251533,0.84591473,0.84081906,1.24724370,3.29394934,0.03128236,2.04876912
-4.94947474,7.13267098,0.02809600,0.53901471,0.83863630,0.84264060,1.22468175,3.24879549,0.03026631,2.06257881
-4.94347174,7.10284745,0.02778145,0.52909140,0.83472593,0.84768704,1.20893862,3.21164845,0.02940221,2.08798094
-4.93746873,7.10065777,0.02743819,0.52263992,0.83436586,0.85602644,1.20013112,3.18282162,0.02869991,2.12505031
-4.93146573,7.12628896,0.02707725,0.51950634,0.83769382,0.86771564,1.19829588,3.16253139,0.02816794,2.17374803
-4.92546273,7.17962949,0.02671069,0.51949333,0.84479708,0.88279927,1.20338819,3.15089088,0.02781342,2.23391509
-4.91945973,7.26026195,0.02635135,0.52236577,0.85570796,0.90130787,1.21528169,3.14790680,0.02764190,2.30526718
-4.91345673,7.36746136,0.02601276,0.52785662,0.87040087,0.92325509,1.23376895,3.15347975,0.02765727,2.38739140
-4.90745373,7.50019943,0.02570899,0.53567296,0.88879112,0.94863433,1.25856324,3.16740774,0.02786166,2.47974510
-4.90145073,7.65715525,0.02545453,0.54550197,0.91073548,0.97741483,1.28930143,3.18939275,0.02825540,2.58165746
-4.89544772,7.83673214,0.02526412,0.55701692,0.93603450,1.00953768,1.32554824,3.21904988,0.02883693,2.69233394
-4.88944472,8.03708048,0.02515270,0.56988279,0.96443656,1.04491199,1.36680196,3.25591837,0.02960281,2.81086385
-4.88344172,8.25612589,0.02513520,0.58376179,0.99564331,1.08341158,1.41250164,3.29947397,0.03054767,2.93623110
-4.87743872,8.49160215,0.02522645,0.59831835,1.02931641,1.12487240,1.46203569,3.34914178,0.03166423,3.06732800
-4.87143572,8.74108780,0.02544097,0.61322387,1.06508533,1.16909110,1.51475201,3.40430896,0.03294331,3.20297198
-4.86543272,9.00204556,0.02579281,0.62816096,1.10255566,1.21582487,1.56996930,3.46433665,0.03437385,3.34192473
-4.85942971,9.27186334,0.02629526,0.64282734,1.14131795,1.26479269,1.62698944,3.52857058,0.03594295,3.48291343
-4.85342671,9.54789576,0.02696060,0.65693922,1.18095643,1.31567804,1.68511068,3.59635002,0.03763595,3.62465328
-4.84742371,9.82750494,0.02779973,0.67023436,1.22105749,1.36813313,1.74364108,3.66701477,0.03943651,3.76587070
-4.84142071,10.10809958,0.02882182,0.68247458,1.26121756,1.42178433,1.80191210,3.73991028,0.04132671,3.90532650
-4.83541771,10.38717123,0.03003390,0.69344797,1.30105011,1.47623876,1.85929146,3.81439087,0.04328717,4.04183810
-4.82941471,10.66232678,0.03144035,0.70297059,1.34019161,1.53109174,1.91519517,3.88982140,0.04529723,4.17430002
-4.82341171,10.93131664,0.03304254,0.71088777,1.37830623,1.58593462,1.96909798,3.96557764,0.04733517,4.30170207
-4.81740870,11.19205789,0.03483827,0.71707493,1.41508923,1.64036284,2.02054194,4.04104601,0.04937836,4.42314435
-4.81140570,11.44265210,0.03682143,0.72143804,1.45026894,1.69398370,2.06914263,4.11562296,0.05140361,4.53784880
-4.80540270,11.68139776,0.03898160,0.72391348,1.48360745,1.74642354,2.11459284,4.18871464,0.05338741,4.64516674
-4.79939970,11.90679733,0.04130381,0.72446759,1.51489998,1.79733400,2.15666336,4.25973736,0.05530625,4.74458231
-4.79339670,12.11755920,0.04376834,0.72309559,1.54397311,1.84639710,2.19520105,4.32811912,0.05713700,4.83571176
-4.78739370,12.31259507,0.04635077,0.71982011,1.57068214,1.89332895,2.23012403,4.39330271,0.05885726,4.91829881
-4.78139070,12.49101323,0.04902207,0.71468924,1.59490758,1.93788188,2.26141431,4.45475031,0.06044573,4.99220633
-4.77538769,12.65210845,0.05174897,0.70777415,1.61655123,1.97984514,2.28910816,4.51194986,0.06188260,5.05740486
-4.76938469,12.79534929,0.05449448,0.69916634,1.63553201,2.01904402,2.31328473,4.56442281,0.06314988,5.11395864
-4.76338169,12.92036346,0.05721858,0.68897446,1.65178170,2.05533758,2.33405326,4.61173326,0.06423181,5.16200966
-4.75737869,13.02692200,0.05987908,0.67732103,1.66524095,2.08861527,2.35153976,4.65349769,0.06511512,5.20176070
-4.75137569,13.11492296,0.06243267,0.66433887,1.67585579,2.11879260,2.36587347,4.68939515,0.06578930,5.23345795
-4.74537269,13.18437526,0.06483602,0.65016748,1.68357466,2.14580609,2.37717410,4.71917697,0.06624683,5.25737391
-4.73936968,13.23538308,0.06704703,0.63494957,1.68834626,2.16960806,2.38554017,4.74267559,0.06648331,5.27379153
-4.73336668,13.26813137,0.06902604,0.61882756,1.69011824,2.19016134,2.39103920,4.75981173,0.06649753,5.28298981
-4.72736368,13.28287279,0.07073702,0.60194053,1.68883688,2.20743437,2.39370013,4.77059945,0.06629150,5.28523167
-4.72136068,13.27991627,0.07214874,0.58442140,1.68444761,2.22139690,2.39350852,4.77514854,0.06587031,5.28075436
-4.71535768,13.25961737,0.07323575,0.56639464,1.67689647,2.23201664,2.39040449,4.77366400,0.06524203,5.26976262
-4.70935468,13.22237061,0.07397918,0.54797450,1.66613249,2.23925695,2.38428381,4.76644230,0.06441743,5.25242488
-4.70335168,13.16860368,0.07436736,0.52926374,1.65211064,2.24307577,2.37500198,4.75386456,0.06340973,5.22887226
-4.69734867,13.09877347,0.07439619,0.51035301,1.63479546,2.24342584,2.36238101,4.73638661,0.06223418,5.19920051
-4.69134567,13.01336388,0.07406915,0.49132081,1.61416511,2.24025608,2.34621878,4.71452646,0.06090773,5.16347438
-4.68534267,12.91288507,0.07339720,0.47223392,1.59021556,2.23351420,2.32630043,4.68884936,0.05944853,5.12173430
-4.67933967,12.79787398,0.07239829,0.45314842,1.56296488,2.22315024,2.30241119,4.65995127,0.05787553,5.07400473
-4.67333667,12.66889577,0.07109666,0.43411101,1.53245728,2.20912087,2.27435007,4.62844118,0.05620798,5.02030390
-4.66733367,12.52654581,0.06952198,0.41516066,1.49876677,2.19139414,2.24194382,4.59492305,0.05446506,4.96065420
-4.66133067,12.37145185,0.06770829,0.39633048,1.46200023,2.16995444,2.20506026,4.55997803,0.05266539,4.89509283
-4.65532766,12.20427603,0.06569280,0.37764964,1.42229967,2.14480728,2.16362052,4.52414769,0.05082671,4.82368214
-4.64932466,12.02571635,0.06351473,0.35914521,1.37984361,2.11598369,2.11760959,4.48791875,0.04896553,4.74651908
-4.64332166,11.83650736,0.06121402,0.34084396,1.33484733,2.08354395,2.06708447,4.45171009,0.04709691,4.66374352
