energy_ev,total_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,1.37760236,0.77731646,0.74725286,0.00122956,1.00095009,0.00685364,0.00000000
-5.99399700,1.38743482,0.79110794,0.74780616,0.00126895,1.00623624,0.00745682,0.00000000
-5.98799400,1.40226878,0.80812803,0.74983917,0.00133126,1.01431778,0.00814131,0.00000000
-5.98199100,1.42178664,0.82813505,0.75321965,0.00141523,1.02502056,0.00890608,0.00000000
-5.97598799,1.44551907,0.85078157,0.75774274,0.00151939,1.03806346,0.00974880,0.00000000
-5.96998499,1.47286111,0.87562221,0.76314050,0.00164208,1.05306974,0.01066582,0.00000000
-5.96398199,1.50309427,0.90212580,0.76909468,0.00178145,1.06958286,0.01165224,0.00000000
-5.95797899,1.53541362,0.92969130,0.77525195,0.00193554,1.08708605,0.01270197,0.00000000
-5.95197599,1.56895891,0.95766716,0.78124098,0.00210222,1.10502486,0.01380787,0.00000000
-5.94597299,1.60284816,0.98537328,0.78669035,0.00227933,1.12283138,0.01496192,0.00000000
-5.93996998,1.63621217,1.01212474,0.79124642,0.00246466,1.13994912,0.01615545,0.00000000
-5.93396698,1.66822852,1.03725648,0.79459022,0.00265602,1.15585728,0.01737936,0.00000000
-5.92796398,1.69815319,1.06014761,0.79645240,0.00285128,1.17009313,0.01862444,0.00000000
-5.92196098,1.72534841,1.08024464,0.79662560,0.00304848,1.18227152,0.01988163,0.00000000
-5.91595798,1.74930553,1.09708232,0.79497351,0.00324583,1.19210049,0.02114232,0.00000000
-5.90995498,1.76966173,1.11030139,0.79143623,0.00344179,1.19939240,0.02239858,0.00000000
-5.90395198,1.78620982,1.11966238,0.78603173,0.00363511,1.20406993,0.02364346,0.00000000
-5.89794897,1.79890098,1.12505483,0.77885345,0.00382489,1.20616689,0.02487112,0.00000000
-5.89194597,1.80784028,1.12650155,0.77006417,0.00401058,1.20582394,0.02607701,0.00000000
-5.88594297,1.81327546,1.12415782,0.75988664,0.00419200,1.20327943,0.02725792,0.00000000
-5.87993997,1.81557966,1.11830552,0.74859154,0.00436933,1.19885618,0.02841198,0.00000000
-5.87393697,1.81522931,1.10934251,0.73648351,0.00454308,1.19294473,0.02953864,0.00000000
-5.86793397,1.81277817,1.09776776,0.72388596,0.00471404,1.18598429,0.03063849,0.00000000
-5.86193097,1.80882918,1.08416298,0.71112561,0.00488324,1.17844217,0.03171310,0.00000000
-5.85592796,1.80400553,1.06917145,0.69851748,0.00505182,1.17079293,0.03276482,0.00000000
-5.84992496,1.79892232,1.05347515,0.68635107,0.00522099,1.16349810,0.03379647,0.00000000
-5.84392196,1.79416021,1.03777091,0.67487849,0.00539190,1.15698763,0.03481109,0.00000000
-5.83791896,1.79024225,1.02274685,0.66430484,0.00556557,1.15164360,0.03581168,0.00000000
-5.83191596,1.78761466,1.00905963,0.65478148,0.00574276,1.14778693,0.03680090,0.00000000
-5.82591296,1.78663235,0.99731366,0.64640206,0.00592390,1.14566751,0.03778088,0.00000000
-5.81990995,1.78754928,0.98804273,0.63920151,0.00610903,1.14545781,0.03875296,0.00000000
-5.81390695,1.79051390,0.98169456,0.63315788,0.00629772,1.14725006,0.03971762,0.00000000
-5.80790395,1.79556910,0.97861871,0.62819658,0.00648907,1.15105670,0.04067428,0.00000000
-5.80190095,1.80265643,0.97905801,0.62419670,0.00668165,1.15681373,0.04162131,0.00000000
-5.79589795,1.81162368,0.98314336,0.62099904,0.00687359,1.16438649,0.04255598,0.00000000
-5.78989495,1.82223504,0.99089200,0.61841506,0.00706257,1.17357723,0.04347448,0.00000000
-5.78389195,1.83418301,1.00220891,0.61623649,0.00724588,1.18413393,0.04437197,0.00000000
-5.77788894,1.84710114,1.01689097,0.61424486,0.00742055,1.19575972,0.04524265,0.00000000
-5.77188594,1.86057689,1.03463372,0.61222060,0.00758338,1.20812242,0.04607985,0.00000000
-5.76588294,1.87416391,1.05504014,0.60995127,0.00773111,1.22086373,0.04687609,0.00000000
-5.75987994,1.88739339,1.07763128,0.60723858,0.00786051,1.23360787,0.04762321,0.00000000
-5.75387694,1.89978412,1.10185838,0.60390415,0.00796847,1.24596929,0.04831244,0.00000000
-5.74787394,1.91085135,1.12711612,0.59979363,0.00805215,1.25755971,0.04893450,0.00000000
-5.74187094,1.92011441,1.15275698,0.59477954,0.00810902,1.26799423,0.04947975,0.00000000
-5.73586793,1.92710355,1.17810629,0.58876260,0.00813700,1.27689698,0.04993827,0.00000000
-5.72986493,1.93136616,1.20247805,0.58167197,0.00813450,1.28390632,0.05030005,0.00000000
-5.72386193,1.93247303,1.22519112,0.57346446,0.00810045,1.28868000,0.05055514,0.00000000
-5.71785893,1.93002486,1.24558589,0.56412305,0.00803439,1.29090044,0.05069392,0.00000000
-5.71185593,1.92365939,1.26304089,0.55365497,0.00793640,1.29028039,0.05070729,0.00000000
-5.70585293,1.91305947,1.27698943,0.54208957,0.00780717,1.28656898,0.05058702,0.00000000
-5.69984992,1.89796195,1.28693568,0.52947620,0.00764794,1.27955840,0.05032605,0.00000000
-5.69384692,1.87816748,1.29246987,0.51588235,0.00746048,1.26909078,0.04991885,0.00000000
-5.68784392,1.85355066,1.29328231,0.50139204,0.00724702,1.25506541,0.04936177,0.00000000
-5.68184092,1.82407037,1.28917544,0.48610460,0.00701026,1.23744575,0.04865339,0.00000000
-5.67583792,1.78977941,1.28007369,0.47013383,0.00675324,1.21626583,0.04779483,0.00000000
-5.66983492,1.75083301,1.26603047,0.45360743,0.00647934,1.19163575,0.04679005,0.00000000
-5.66383192,1.70749524,1.24723188,0.43666664,0.00619216,1.16374560,0.04564599,0.00000000
-5.65782891,1.66014278,1.22399669,0.41946588,0.00589549,1.13286748,0.04437273,0.00000000
-5.65182591,1.60926536,1.19677246,0.40217234,0.00559324,1.09935507,0.04298345,0.00000000
-5.64582291,1.55546237,1.16612743,0.38496520,0.00528937,1.06364059,0.04149435,0.00000000
-5.63981991,1.49943519,1.13273841,0.36803442,0.00498782,1.02622881,0.03992436,0.00000000
-5.63381691,1.44197540,1.09737474,0.35157901,0.00469246,0.98768815,0.03829481,0.00000000
-5.62781391,1.38394857,1.06087862,0.33580452,0.00440700,0.94863885,0.03662894,0.00000000
-5.62181091,1.32627438,1.02414249,0.32091994,0.00413497,0.90973861,0.03495133,0.00000000
-5.61580790,1.26990330,0.98808403,0.30713379,0.00387963,0.87166598,0.03328725,0.00000000
-5.60980490,1.21579079,0.95361948,0.29464962,0.00364392,0.83510207,0.03166192,0.00000000
-5.60380190,1.16486982,0.92163648,0.28366101,0.00343043,0.80071127,0.03009978,0.00000000
-5.59779890,1.11802291,0.89296702,0.27434621,0.00324130,0.76912165,0.02862377,0.00000000
-5.59179590,1.07605467,0.86836173,0.26686266,0.00307824,0.74090585,0.02725460,0.00000000
-5.58579290,1.03966612,0.84846650,0.26134160,0.00294243,0.71656328,0.02601010,0.00000000
-5.57978989,1.00943183,0.83380211,0.25788318,0.00283453,0.69650430,0.02490471,0.00000000
