energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.27192543,-2.26850936,0.03642535,-0.03630685,0.28353515,-0.28407422,0.96933257,-0.96819965,0.62863010,-0.62895136,0.50286016,-0.50097739,0.19587908,-0.19518065,1.15551051,-1.15241568,0.00000000,-0.00000000
-5.99399700,2.31318271,-2.31111767,0.03739586,-0.03730355,0.29573329,-0.29636577,1.00857228,-1.00810997,0.63534965,-0.63590858,0.51460326,-0.51307470,0.19839015,-0.19784345,1.17099045,-1.16872184,0.00000000,-0.00000000
-5.98799400,2.35074338,-2.35007158,0.03814187,-0.03807745,0.30934966,-0.31006709,1.04511856,-1.04534883,0.64390994,-0.64469843,0.52379998,-0.52265139,0.19986408,-0.19947585,1.18150440,-1.18010507,0.00000000,-0.00000000
-5.98199100,2.38394961,-2.38468194,0.03864877,-0.03861342,0.32422465,-0.32501517,1.07845975,-1.07938901,0.65416584,-0.65516907,0.53028549,-0.52953534,0.20027213,-0.20004600,1.18678272,-1.18627844,0.00000000,-0.00000000
-5.97598799,2.41219617,-2.41431149,0.03890651,-0.03890086,0.34015716,-0.34100564,1.10812314,-1.10974179,0.66591653,-0.66711321,0.53395242,-0.53361128,0.19960757,-0.19954397,1.18666041,-1.18705881,0.00000000,-0.00000000
-5.96998499,2.43495817,-2.43840355,0.03890990,-0.03893399,0.35691096,-0.35779932,1.13368583,-1.13596823,0.67891669,-0.68027955,0.53475595,-0.53482616,0.19788653,-0.19798265,1.18108697,-1.18237721,0.00000000,-0.00000000
-5.96398199,2.45181743,-2.45650942,0.03865876,-0.03871203,0.37422264,-0.37513024,1.15478512,-1.15769015,0.69288955,-0.69438600,0.53271716,-0.53319268,0.19514799,-0.19539790,1.17013275,-1.17228586,0.00000000,-0.00000000
-5.95797899,2.46248613,-2.46831302,0.03815792,-0.03823925,0.39181078,-0.39271494,1.17112803,-1.17460017,0.70754123,-0.70913422,0.52792426,-0.52879082,0.19145325,-0.19184805,1.15399160,-1.15696129,0.00000000,-0.00000000
-5.95197599,2.46682653,-2.47365155,0.03741704,-0.03752480,0.40938597,-0.41026257,1.18249949,-1.18647036,0.72257558,-0.72422460,0.52053172,-0.52176724,0.18688454,-0.18741267,1.13297936,-1.13670340,0.00000000,-0.00000000
-5.94597299,2.46486572,-2.47253100,0.03645034,-0.03658240,0.42666138,-0.42748553,1.18876898,-1.19315938,0.73770879,-0.73937101,0.51075719,-0.51233240,0.18154310,-0.18219066,1.10752821,-1.11193026,0.00000000,-0.00000000
-5.93996998,2.45680429,-2.46513554,0.03527611,-0.03542994,0.44336311,-0.44410988,1.18989518,-1.19461739,0.75268319,-0.75431468,0.49887618,-0.50075553,0.17554659,-0.17629776,1.07817687,-1.08316878,0.00000000,-0.00000000
-5.93396698,2.44301847,-2.45183007,0.03391614,-0.03408889,0.45924018,-0.45988536,1.18592841,-1.19088887,0.76727931,-0.76883636,0.48521482,-0.48735750,0.16902598,-0.16986346,1.04555707,-1.05104142,0.00000000,-0.00000000
-5.92796398,2.42405510,-2.43315558,0.03239507,-0.03258363,0.47407340,-0.47459422,1.17701070,-1.18211275,0.78132575,-0.78276609,0.47014071,-0.47250184,0.16212205,-0.16302757,1.01037664,-1.01624957,0.00000000,-0.00000000
-5.92196098,2.40061939,-2.40981689,0.03073962,-0.03094075,0.48768278,-0.48805863,1.16337329,-1.16852000,0.79470608,-0.79599018,0.45405234,-0.45658430,0.15498155,-0.15593635,0.97339977,-0.97955389,0.00000000,-0.00000000
-5.91595798,2.37355550,-2.38266323,0.02897788,-0.02918825,0.49993302,-0.50014613,1.14533165,-1.15042852,0.80736250,-0.80845476,0.43736740,-0.44002113,0.14775326,-0.14873859,0.93542528,-0.94175257,0.00000000,-0.00000000
-5.90995498,2.34382054,-2.35266182,0.02713846,-0.02735478,0.51073690,-0.51077288,1.12327789,-1.12823547,0.81929595,-0.82016574,0.42051030,-0.42323669,0.14058392,-0.14158150,0.89726353,-0.90365816,0.00000000,-0.00000000
-5.90395198,2.31245260,-2.32086550,0.02524979,-0.02546887,0.52005618,-0.51990449,1.09767097,-1.10240710,0.83056242,-0.83118499,0.40389957,-0.40665067,0.13361432,-0.13460675,0.85971290,-0.86607385,0.00000000,-0.00000000
-5.89794897,2.28053397,-2.28837526,0.02333936,-0.02355819,0.52790004,-0.52755435,1.06902476,-1.07346650,0.84126585,-0.84162305,0.38793528,-0.39066556,0.12697555,-0.12794673,0.82353661,-0.82976998,0.00000000,-0.00000000
-5.89194597,2.24915085,-2.25629919,0.02143314,-0.02164896,0.53432112,-0.53377949,1.03789444,-1.04197955,0.85154758,-0.85162842,0.37298731,-0.37565466,0.12078565,-0.12172106,0.78944075,-0.79546177,0.00000000,-0.00000000
-5.88594297,2.21935110,-2.22570943,0.01955502,-0.01976533,0.53940934,-0.53867431,1.00486159,-1.00853960,0.86157322,-0.86137412,0.35938452,-0.36195114,0.11514659,-0.11603355,0.75805424,-0.76378884,0.00000000,-0.00000000
-5.87993997,2.19210181,-2.19759880,0.01772635,-0.01792901,0.54328382,-0.54236233,0.97051853,-0.97375132,0.87151734,-0.87104222,0.34740543,-0.34983857,0.11014189,-0.11096974,0.72991148,-0.73529742,0.00000000,-0.00000000
-5.87393697,2.16824845,-2.17283910,0.01596566,-0.01615885,0.54608338,-0.54498655,0.93545255,-0.93821443,0.88154698,-0.88080711,0.33727070,-0.33954310,0.10583471,-0.10659491,0.70543814,-0.71042570,0.00000000,-0.00000000
-5.86793397,2.14847765,-2.15214301,0.01428842,-0.01447069,0.54795612,-0.54669895,0.90023044,-0.90250787,0.89180489,-0.89081850,0.32913755,-0.33122775,0.10226661,-0.10295282,0.68494066,-0.68949295,0.00000000,-0.00000000
-5.86193097,2.13328516,-2.13603125,0.01270695,-0.01287723,0.54904878,-0.54764967,0.86538407,-0.86717492,0.90239352,-0.90118523,0.32309639,-0.32498881,0.09945703,-0.10006503,0.66859977,-0.67269256,0.00000000,-0.00000000
-5.85592796,2.12295090,-2.12480690,0.01123049,-0.01138802,0.54949636,-0.54797661,0.83139746,-0.83271003,0.91336072,-0.91196079,0.31916976,-0.32085463,0.09740332,-0.09793095,0.65646815,-0.66008935,0.00000000,-0.00000000
-5.84992496,2.11752228,-2.11853813,0.00986520,-0.01000957,0.54941281,-0.54779601,0.79869593,-0.79954764,0.92468812,-0.92313151,0.31731352,-0.31878655,0.09608152,-0.09652855,0.64847228,-0.65162114,0.00000000,-0.00000000
-5.84392196,2.11680694,-2.11705047,0.00861448,-0.00874555,0.54888313,-0.54719452,0.76763764,-0.76805359,0.93628296,-0.93460833,0.31742020,-0.31868220,0.09544767,-0.09581563,0.64441844,-0.64710438,0.00000000,-0.00000000
-5.83791896,2.12037553,-2.11992919,0.00747909,-0.00759702,0.54795757,-0.54622336,0.73850782,-0.73851924,0.94797406,-0.94622265,0.31932447,-0.32038083,0.09543979,-0.09573174,0.64400239,-0.64624375,0.00000000,-0.00000000
-5.83191596,2.12757464,-2.12653206,0.00645757,-0.00656271,0.54664808,-0.54489478,0.71151586,-0.71115857,0.95951222,-0.95772667,0.32281036,-0.32367037,0.09598026,-0.09620059,0.64682255,-0.64864515,0.00000000,-0.00000000
-5.82591296,2.13754952,-2.13601200,0.00554650,-0.00563939,0.54492740,-0.54318118,0.68679524,-0.68610811,0.97057528,-0.96879847,0.32761997,-0.32829619,0.09697866,-0.09713283,0.65239603,-0.65383162,0.00000000,-0.00000000
-5.81990995,2.14927587,-2.14734886,0.00474087,-0.00482221,0.54273064,-0.54101670,0.66440622,-0.66342976,0.98077766,-0.97905156,0.33346335,-0.33397087,0.09833492,-0.09842922,0.66017681,-0.66126157,0.00000000,-0.00000000
-5.81390695,2.16159910,-2.15938887,0.00403444,-0.00410501,0.53995940,-0.53830142,0.64434088,-0.64311599,0.98968399,-0.98804856,0.34002913,-0.34038488,0.09994270,-0.09998399,0.66957549,-0.67034857,0.00000000,-0.00000000
-5.80790395,2.17327960,-2.17089017,0.00342004,-0.00348072,0.53648805,-0.53490768,0.62653030,-0.62509719,0.99682612,-0.99531830,0.34699541,-0.34721750,0.10169279,-0.10168829,0.67997982,-0.68048192,0.00000000,-0.00000000
-5.80190095,2.18304173,-2.18057213,0.00288995,-0.00294164,0.53217183,-0.53068828,0.61085329,-0.60925062,1.00172275,-1.00037557,0.35404068,-0.35414772,0.10347657,-0.10343363,0.69077509,-0.69104720,0.00000000,-0.00000000
-5.79589795,2.18962435,-2.18716629,0.00243610,-0.00247972,0.52685618,-0.52548592,0.59714609,-0.59541034,1.00390051,-1.00274236,0.36085405,-0.36086465,0.10518928,-0.10511518,0.70136374,-0.70144608,0.00000000,-0.00000000
-5.78989495,2.19183045,-2.18946644,0.00205041,-0.00208687,0.52038688,-0.51914334,0.58521268,-0.58337772,1.00291550,-1.00196954,0.36714472,-0.36707698,0.10673304,-0.10663483,0.71118339,-0.71111450,0.00000000,-0.00000000
-5.78389195,2.18857362,-2.18637553,0.00172492,-0.00175509,0.51262013,-0.51151361,0.57483490,-0.57293177,0.99837402,-0.99765775,0.37265014,-0.37252128,0.10801954,-0.10790389,0.71972272,-0.71953872,0.00000000,-0.00000000
-5.77788894,2.17891904,-2.17694723,0.00145200,-0.00147671,0.50343229,-0.50246988,0.56578207,-0.56383895,0.98995151,-0.98947655,0.37714267,-0.37696874,0.10897224,-0.10884532,0.72653449,-0.72626859,0.00000000,-0.00000000
-5.77188594,2.16211743,-2.16042024,0.00122449,-0.00124451,0.49272844,-0.49191405,0.55781965,-0.55586195,0.97740855,-0.97718059,0.38043454,-0.38023022,0.10952811,-0.10939551,0.73124550,-0.73092765,0.00000000,-0.00000000
-5.76588294,2.13763020,-2.13624398,0.00103576,-0.00105179,0.48044942,-0.47978391,0.55071654,-0.54876714,0.96060324,-0.96062216,0.38238094,-0.38215943,0.10963879,-0.10950548,0.73356312,-0.73321989,0.00000000,-0.00000000
-5.75987994,2.10514514,-2.10409465,0.00087980,-0.00089247,0.46657706,-0.46605842,0.54425098,-0.54233055,0.93949931,-0.93975947,0.38288133,-0.38265432,0.10927120,-0.10914146,0.73327831,-0.73293288,0.00000000,-0.00000000
-5.75387694,2.06458212,-2.06388125,0.00075122,-0.00076111,0.45113715,-0.45076077,0.53821481,-0.53634214,0.91416955,-0.91466025,0.38187892,-0.38165665,0.10840753,-0.10828497,0.73026536,-0.72993763,0.00000000,-0.00000000
-5.74787394,2.01608887,-2.01574170,0.00064530,-0.00065291,0.43420033,-0.43395930,0.53241633,-0.53060872,0.88479459,-0.88550065,0.37935855,-0.37914987,0.10704474,-0.10693231,0.72447835,-0.72418522,0.00000000,-0.00000000
-5.74187094,1.96002774,-1.96002977,0.00055795,-0.00056369,0.41588063,-0.41576609,0.52668175,-0.52495532,0.85165713,-0.85255955,0.37534314,-0.37515565,0.10519355,-0.10509359,0.71594501,-0.71570065,0.00000000,-0.00000000
-5.73586793,1.89695430,-1.89729384,0.00048566,-0.00048991,0.39633214,-0.39633371,0.52085557,-0.51922555,0.81513203,-0.81620878,0.36988904,-0.36972924,0.10287702,-0.10279128,0.70475827,-0.70457445,0.00000000,-0.00000000
-5.72986493,1.82758950,-1.82824913,0.00042548,-0.00042856,0.37574387,-0.37584999,0.51480017,-0.51328112,0.77567301,-0.77689982,0.36308056,-0.36295399,0.10012878,-0.10005850,0.69106622,-0.69095266,0.00000000,-0.00000000
-5.72386193,1.75278699,-1.75374500,0.00037500,-0.00037716,0.35433324,-0.35453160,0.50839497,-0.50700090,0.73379658,-0.73514778,0.35502403,-0.35493542,0.09699108,-0.09693702,0.67506101,-0.67502571,0.00000000,-0.00000000
-5.71785893,1.67349768,-1.67472947,0.00033222,-0.00033367,0.33233862,-0.33261655,0.50153546,-0.50027986,0.69006424,-0.69151357,0.34584175,-0.34579513,0.09351265,-0.09347518,0.65696746,-0.65701696,0.00000000,-0.00000000
-5.71185593,1.59073329,-1.59221265,0.00029556,-0.00029648,0.31001135,-0.31035622,0.49413240,-0.49302817,0.64506381,-0.64658519,0.33566608,-0.33566492,0.08974656,-0.08972573,0.63703188,-0.63717146,0.00000000,-0.00000000
-5.70585293,1.50553093,-1.50723112,0.00026380,-0.00026432,0.28760777,-0.28800730,0.48611144,-0.48517074,0.59939084,-0.60095908,0.32463412,-0.32468132,0.08574823,-0.08574380,0.61551161,-0.61574547,0.00000000,-0.00000000
-5.69984992,1.41892021,-1.42081488,0.00023599,-0.00023621,0.26538148,-0.26582406,0.47741333,-0.47664738,0.55363091,-0.55522235,0.31288287,-0.31298082,0.08157344,-0.08158495,0.59266587,-0.59299719,0.00000000,-0.00000000
-5.69384692,1.33189420,-1.33395813,0.00021143,-0.00021142,0.24357646,-0.24405138,0.46799481,-0.46741360,0.50834375,-0.50993675,0.30054542,-0.30069600,0.07727669,-0.07730350,0.56874807,-0.56917902,0.00000000,-0.00000000
-5.68784392,1.24538538,-1.24759497,0.00018964,-0.00018946,0.22242104,-0.22291875,0.45783009,-0.45744208,0.46404943,-0.46562482,0.28774800,-0.28795249,0.07290978,-0.07295110,0.54399987,-0.54453156,0.00000000,-0.00000000
-5.68184092,1.16024714,-1.16258070,0.00017031,-0.00016997,0.20212324,-0.20263546,0.44691290,-0.44672474,0.42121747,-0.42275884,0.27460791,-0.27486700,0.06852073,-0.06857565,0.51864703,-0.51927941,0.00000000,-0.00000000
-5.67583792,1.07724098,-1.07967890,0.00015326,-0.00015278,0.18286726,-0.18338711,0.43525888,-0.43527511,0.38025878,-0.38175263,0.26123250,-0.26154614,0.06415294,-0.06422047,0.49289701,-0.49362874,0.00000000,-0.00000000
-5.66983492,0.99702947,-0.99955414,0.00013845,-0.00013782,0.16481146,-0.16533352,0.42290807,-0.42313090,0.34152064,-0.34295647,0.24771882,-0.24808621,0.05984479,-0.05992381,0.46693809,-0.46776641,0.00000000,-0.00000000
-5.66383192,0.92017438,-0.92277009,0.00012598,-0.00012515,0.14808757,-0.14860787,0.40992729,-0.41035642,0.30528463,-0.30665490,0.23415405,-0.23457350,0.05562939,-0.05571871,0.44093988,-0.44186048,0.00000000,-0.00000000
-5.65782891,0.84713943,-0.84979210,0.00011602,-0.00011494,0.13280103,-0.13331700,0.39641200,-0.39704453,0.27176723,-0.27306724,0.22061637,-0.22108532,0.05153466,-0.05163302,0.41505484,-0.41606176,0.00000000,-0.00000000
-5.65182591,0.77829669,-0.78099358,0.00010887,-0.00010747,0.11903233,-0.11954279,0.38248748,-0.38331792,0.24112271,-0.24235038,0.20717623,-0.20769114,0.04758361,-0.04768966,0.38942057,-0.39050611,0.00000000,-0.00000000
-5.64582291,0.71393576,-0.71666513,0.00010499,-0.00010313,0.10683914,-0.10734413,0.36830907,-0.36932939,0.21344795,-0.21460358,0.19389767,-0.19445409,0.04379482,-0.04390710,0.36416241,-0.36531714,0.00000000,-0.00000000
-5.63981991,0.65427463,-0.65702540,0.00010493,-0.00010248,0.09625887,-0.09675954,0.35406120,-0.35526104,0.18878860,-0.18987452,0.18083980,-0.18143236,0.04018294,-0.04029992,0.33939629,-0.34060907,0.00000000,-0.00000000
-5.63381691,0.59947140,-0.60223280,0.00010947,-0.00010623,0.08731150,-0.08780995,0.33995522,-0.34132206,0.16714618,-0.16816640,0.16805805,-0.16868054,0.03675935,-0.03687940,0.31523132,-0.31648942,0.00000000,-0.00000000
-5.62781391,0.54963584,-0.55239710,0.00011957,-0.00011529,0.08000242,-0.08050153,0.32622585,-0.32774536,0.14848549,-0.14944533,0.15560523,-0.15625070,0.03353281,-0.03365422,0.29177221,-0.29306139,0.00000000,-0.00000000
-5.62181091,0.50484019,-0.50759019,0.00013643,-0.00013081,0.07432506,-0.07482826,0.31312645,-0.31478276,0.13274206,-0.13364775,0.14353231,-0.14419318,0.03051015,-0.03063109,0.26912112,-0.27042588,0.00000000,-0.00000000
-5.61580790,0.46512855,-0.46785555,0.00016156,-0.00015422,0.07026304,-0.07077417,0.30092300,-0.30269903,0.11982912,-0.12068742,0.13188893,-0.13255716,0.02769683,-0.02781540,0.24737911,-0.24868287,0.00000000,-0.00000000
-5.60980490,0.43052459,-0.43321591,0.00019681,-0.00018729,0.06779190,-0.06831492,0.28988717,-0.29176497,0.10964385,-0.11046166,0.12072361,-0.12139081,0.02509755,-0.02521175,0.22664716,-0.22793246,0.00000000,-0.00000000
-5.60380190,0.40103727,-0.40367899,0.00024444,-0.00023217,0.06688009,-0.06741893,0.28028864,-0.28224960,0.10207267,-0.10285663,0.11008364,-0.11074126,0.02271677,-0.02282449,0.20702664,-0.20827540,0.00000000,-0.00000000
-5.59779890,0.37666459,-0.37924127,0.00030714,-0.00029145,0.06748939,-0.06804766,0.27238690,-0.27441200,0.09699543,-0.09775161,0.10001490,-0.10065438,0.02055911,-0.02065817,0.18861954,-0.18981328,0.00000000,-0.00000000
-5.59179590,0.35739559,-0.35988988,0.00038814,-0.00036821,0.06957459,-0.07015543,0.26642296,-0.26849292,0.09428852,-0.09502204,0.09056144,-0.09117434,0.01862976,-0.01871789,0.17152855,-0.17264853,0.00000000,-0.00000000
