energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.58579290,0.34321064,-0.34560300,0.00049121,-0.00046609,0.07308269,-0.07368851,0.26261118,-0.26470650,0.09382684,-0.09454158,0.08176511,-0.08234321,0.01693479,-0.01700961,0.15585690,-0.15688429,0.00000000,-0.00000000
-5.57978989,0.33408056,-0.33634888,0.00062073,-0.00058934,0.07795156,-0.07858385,0.26113170,-0.26323267,0.09548479,-0.09618314,0.07366507,-0.07420052,0.01548138,-0.01554042,0.14170831,-0.14262431,0.00000000,-0.00000000
-5.57378689,0.32996484,-0.33208408,0.00078176,-0.00074281,0.08410834,-0.08476752,0.26212362,-0.26421023,0.09913651,-0.09981909,0.06629756,-0.06678288,0.01427801,-0.01431870,0.12918704,-0.12997292,0.00000000,-0.00000000
-5.56778389,0.33080937,-0.33275130,0.00097997,-0.00093204,0.09146772,-0.09215293,0.26567940,-0.26773122,0.10465537,-0.10532088,0.05969558,-0.06012377,0.01333462,-0.01335427,0.11839804,-0.11903519,0.00000000,-0.00000000
-5.56178089,0.33654417,-0.33827706,0.00122174,-0.00116320,0.09993017,-0.10063920,0.27184062,-0.27383664,0.11191315,-0.11255823,0.05388887,-0.05425340,0.01266266,-0.01265850,0.10944726,-0.10991719,0.00000000,-0.00000000
-5.55577789,0.34708136,-0.34856983,0.00151404,-0.00144313,0.10938061,-0.11010978,0.28059537,-0.28251383,0.12077906,-0.12139819,0.04890395,-0.04919874,0.01227511,-0.01224426,0.10244209,-0.10272642,0.00000000,-0.00000000
-5.54977489,0.36231375,-0.36351872,0.00186446,-0.00177925,0.11968738,-0.12043151,0.29187739,-0.29369567,0.13111873,-0.13170424,0.04476423,-0.04498368,0.01218647,-0.01212594,0.09749190,-0.09757232,0.00000000,-0.00000000
-5.54377189,0.38211426,-0.38299305,0.00228105,-0.00217948,0.13070188,-0.13145433,0.30556714,-0.30726161,0.14279355,-0.14333568,0.04149034,-0.04162931,0.01241256,-0.01231931,0.09470840,-0.09456672,0.00000000,-0.00000000
-5.53776888,0.40633623,-0.40684288,0.00277222,-0.00265214,0.14225904,-0.14301173,0.32149462,-0.32304068,0.15566033,-0.15614736,0.03910038,-0.03915413,0.01297038,-0.01284130,0.09420598,-0.09382415,0.00000000,-0.00000000
-5.53176588,0.43481475,-0.43490053,0.00334658,-0.00320577,0.15417856,-0.15492213,0.33944412,-0.34081624,0.16957158,-0.16999005,0.03761021,-0.03757443,0.01387778,-0.01370976,0.09610160,-0.09546180,0.00000000,-0.00000000
-5.52576288,0.46736882,-0.46698305,0.00401266,-0.00384893,0.16626711,-0.16699109,0.35916055,-0.36033252,0.18437633,-0.18471135,0.03703361,-0.03690442,0.01515305,-0.01494301,0.10051428,-0.09959914,0.00000000,-0.00000000
-5.51975988,0.50380430,-0.50289536,0.00477874,-0.00458995,0.17832144,-0.17901449,0.38035729,-0.38130252,0.19992153,-0.20015715,0.03738245,-0.03715641,0.01681439,-0.01655936,0.10756397,-0.10635677,0.00000000,-0.00000000
-5.51375688,0.54391729,-0.54243387,0.00565247,-0.00543665,0.19013234,-0.19078254,0.40272510,-0.40341713,0.21605406,-0.21617372,0.03866648,-0.03834066,0.01887933,-0.01857653,0.11736967,-0.11585473,0.00000000,-0.00000000
-5.50775388,0.58749760,-0.58539029,0.00664057,-0.00639598,0.20148929,-0.20208446,0.42594194,-0.42635499,0.23262312,-0.23261019,0.04089311,-0.04046517,0.02136396,-0.02101086,0.13004680,-0.12820993,0.00000000,-0.00000000
-5.50175088,0.63433210,-0.63155509,0.00774845,-0.00747371,0.21218565,-0.21271373,0.44968301,-0.44979273,0.24948293,-0.24932127,0.04406683,-0.04353510,0.02428209,-0.02387655,0.14570363,-0.14353267,0.00000000,-0.00000000
-5.49574787,0.68420743,-0.68072041,0.00897987,-0.00867401,0.22202429,-0.22247369,0.47363088,-0.47341511,0.26649553,-0.26617006,0.04818846,-0.04755209,0.02764439,-0.02718474,0.16443699,-0.16192241,0.00000000,-0.00000000
-5.48974487,0.73691167,-0.73268183,0.01033649,-0.00999911,0.23082310,-0.23118309,0.49748492,-0.49692458,0.28353344,-0.28303080,0.05325411,-0.05251323,0.03145738,-0.03094254,0.18632701,-0.18346262,0.00000000,-0.00000000
-5.48374187,0.79223483,-0.78723888,0.01181755,-0.01144889,0.23842049,-0.23868158,0.52096990,-0.52004984,0.30048197,-0.29979113,0.05925406,-0.05840992,0.03572246,-0.03515207,0.21143129,-0.20821500,0.00000000,-0.00000000
-5.47773887,0.84996772,-0.84419386,0.01341954,-0.01302058,0.24468033,-0.24483458,0.54384302,-0.54255289,0.31724106,-0.31635388,0.06617134,-0.06522650,0.04043494,-0.03980945,0.23977856,-0.23621305,0.00000000,-0.00000000
-5.47173587,0.90989911,-0.90334884,0.01513587,-0.01470840,0.24949613,-0.24953746,0.56589928,-0.56423433,0.33372630,-0.33263808,0.07398042,-0.07293890,0.04558310,-0.04490388,0.27136190,-0.26745542,0.00000000,-0.00000000
-5.46573287,0.97181120,-0.96450094,0.01695670,-0.01650338,0.25279437,-0.25271881,0.58697479,-0.58493657,0.34986913,-0.34857909,0.08264568,-0.08151312,0.05114737,-0.05041678,0.30613205,-0.30189904,0.00000000,-0.00000000
-5.45972986,1.03547353,-1.02743585,0.01886878,-0.01839318,0.25453660,-0.25434243,0.60694787,-0.60454478,0.36561611,-0.36412773,0.09212018,-0.09090394,0.05709967,-0.05632112,0.34399093,-0.33945258,0.00000000,-0.00000000
-5.45372686,1.10063547,-1.09192000,0.02085544,-0.02036204,0.25472025,-0.25440813,0.62573790,-0.62298556,0.38092721,-0.37924851,0.10234439,-0.10105365,0.06340288,-0.06258088,0.38478571,-0.37997040,0.00000000,-0.00000000
-5.44772386,1.16701791,-1.15769169,0.02289668,-0.02239084,0.25337820,-0.25295119,0.64330204,-0.64022350,0.39577325,-0.39391689,0.11324534,-0.11189114,0.07001060,-0.06915076,0.42830389,-0.42324743,0.00000000,-0.00000000
-5.44172086,1.23430460,-1.22445196,0.02496937,-0.02445726,0.25057698,-0.25004047,0.65963008,-0.65625575,0.41013248,-0.40811576,0.12473607,-0.12333126,0.07686716,-0.07597617,0.47426964,-0.46901531,0.00000000,-0.00000000
-5.43571786,1.30213374,-1.29185562,0.02704763,-0.02653615,0.24641370,-0.24577528,0.67473757,-0.67110498,0.42398673,-0.42183145,0.13671543,-0.13527462,0.08390792,-0.08299346,0.52234179,-0.51694013,0.00000000,-0.00000000
-5.42971486,1.37009078,-1.35950340,0.02910327,-0.02859988,0.24101196,-0.24028123,0.68865805,-0.68481130,0.43731715,-0.43504929,0.14906851,-0.14760787,0.09105989,-0.09013056,0.57211377,-0.56662214,0.00000000,-0.00000000
-5.42371186,1.43770299,-1.42693604,0.03110639,-0.03061898,0.23451686,-0.23370514,0.70143446,-0.69742350,0.45009999,-0.44774927,0.16166751,-0.16020460,0.09824268,-0.09730783,0.62311577,-0.61759759,0.00000000,-0.00000000
-5.41770885,1.50443666,-1.49363083,0.03302608,-0.03256275,0.22708931,-0.22620935,0.71311074,-0.70899041,0.46230271,-0.45990204,0.17437328,-0.17292671,0.10536974,-0.10443936,0.67481927,-0.66934308,0.00000000,-0.00000000
-5.41170585,1.56969757,-1.55900169,0.03483118,-0.03440002,0.21890013,-0.21796577,0.72372390,-0.71955281,0.47388067,-0.47146542,0.18703738,-0.18562649,0.11234999,-0.11143445,0.72664418,-0.72128235,0.00000000,-0.00000000
-5.40570285,1.63283527,-1.62240298,0.03649113,-0.03609999,0.21012396,-0.20914975,0.73329732,-0.72913651,0.48477481,-0.48238204,0.19950476,-0.19814918,0.11908963,-0.11819947,0.77796842,-0.77279567,0.00000000,-0.00000000
-5.39969985,1.69315155,-1.68313764,0.03797680,-0.03763307,0.20093350,-0.19993430,0.74183561,-0.73774719,0.49491042,-0.49257803,0.21161695,-0.21033619,0.12549418,-0.12463990,0.82813995,-0.82323174,0.00000000,-0.00000000
-5.39369685,1.74991313,-1.74046970,0.03926134,-0.03897169,0.19149416,-0.19048478,0.74932165,-0.74536725,0.50419739,-0.50196314,0.22321577,-0.22202870,0.13147080,-0.13066258,0.87649112,-0.87192174,0.00000000,-0.00000000
-5.38769385,1.80236855,-1.79364110,0.04032101,-0.04009120,0.18195945,-0.18095432,0.75571581,-0.75195509,0.51253179,-0.51043241,0.23414730,-0.23307169,0.13693059,-0.13617805,0.92235473,-0.91819548,0.00000000,-0.00000000
-5.38169085,1.84976878,-1.84189228,0.04113588,-0.04097056,0.17246731,-0.17148011,0.76095765,-0.75744678,0.51979898,-0.51786917,0.24426622,-0.24331821,0.14179096,-0.14110292,0.96508166,-0.96139886,0.00000000,-0.00000000
-5.37568784,1.89139082,-1.88448604,0.04169045,-0.04159301,0.16313736,-0.16218076,0.76496996,-0.76176020,0.52587804,-0.52414961,0.25344013,-0.25263378,0.14597801,-0.14536223,1.00405928,-1.00091238,0.00000000,-0.00000000
-5.36968484,1.92656346,-1.92073360,0.04197418,-0.04194660,0.15406927,-0.15315465,0.76766490,-0.76480126,0.53064738,-0.52914839,0.26155386,-0.26090074,0.14942866,-0.14889166,1.03873001,-1.03616985,0.00000000,-0.00000000
-5.36368184,1.95469395,-1.95002170,0.04198175,-0.04202460,0.14534211,-0.14447938,0.76895188,-0.76647195,0.53399123,-0.53274520,0.26851349,-0.26802228,0.15209264,-0.15163952,1.06860941,-1.06667661,0.00000000,-0.00000000
-5.35767884,1.97529430,-1.97183947,0.04171331,-0.04182566,0.13701476,-0.13621220,0.76874665,-0.76667968,0.53580658,-0.53483189,0.27424999,-0.27392621,0.15393412,-0.15356842,1.09330291,-1.09202651,0.00000000,-0.00000000
-5.35167584,1.98800580,-1.98580365,0.04117439,-0.04135388,0.12912710,-0.12839127,0.76698104,-0.76534716,0.53601030,-0.53531970,0.27872215,-0.27856793,0.15493303,-0.15465664,1.11252040,-1.11191690,0.00000000,-0.00000000
-5.34567284,1.99262037,-1.99168061,0.04037575,-0.04061867,0.12170199,-0.12103767,0.76361247,-0.76242227,0.53454585,-0.53414611,0.28191882,-0.28193282,0.15508585,-0.15489895,1.12608807,-1.12616071,0.00000000,-0.00000000
