energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.66383192,11.19419635,0.05534762,0.78594873,4.83346670,4.32773121,0.13301525,4.94150255,2.75193204,0.78733553
-5.65782891,11.13838243,0.05658312,0.77334845,4.88896386,4.28353138,0.13374095,4.93590534,2.74487370,0.79278449
-5.65182591,11.07172439,0.05764182,0.76079882,4.94005527,4.23890854,0.13419511,4.92218317,2.73375274,0.79608213
-5.64582291,10.99655616,0.05850518,0.74856662,4.98763219,4.19506560,0.13439908,4.90106532,2.71898423,0.79719175
-5.63981991,10.91536836,0.05915742,0.73692184,5.03265546,4.15323676,0.13437769,4.87338093,2.70100667,0.79610332
-5.63381691,10.83071523,0.05958614,0.72612686,5.07610083,4.11463942,0.13415828,4.84003078,2.68027042,0.79283494
-5.62781391,10.74511744,0.05978285,0.71642560,5.11890228,4.08042424,0.13376956,4.80195689,2.65722615,0.78743394
-5.62181091,10.66096471,0.05974336,0.70803320,5.16189621,4.05162545,0.13324049,4.76011093,2.63231340,0.77997748
-5.61580790,10.58042258,0.05946803,0.70112653,5.20576913,4.02911383,0.13259922,4.71542300,2.60594981,0.77057253
-5.60980490,10.50534788,0.05896189,0.69583602,5.25101158,4.01355471,0.13187197,4.66877198,2.57852134,0.75935528
-5.60380190,10.43721688,0.05823449,0.69223932,5.29788088,4.00537322,0.13108216,4.62095902,2.55037399,0.74648994
-5.59779890,10.37707002,0.05729973,0.69035692,5.34637473,4.00472858,0.13024958,4.57268537,2.52180735,0.73216705
-5.59179590,10.32547616,0.05617539,0.69015000,5.39621746,4.01149919,0.12938981,4.52453585,2.49307029,0.71660117
-5.58579290,10.28251852,0.05488268,0.69152076,5.44686001,4.02527940,0.12851388,4.47696874,2.46435922,0.70002830
-5.57978989,10.24780347,0.05344555,0.69431501,5.49749392,4.04538863,0.12762805,4.43031273,2.43581895,0.68270293
-5.57378689,10.22049209,0.05188999,0.69832707,5.54707903,4.07089258,0.12673394,4.38477111,2.40754618,0.66489489
-5.56778389,10.19935317,0.05024332,0.70330675,5.59438382,4.10063588,0.12582882,4.34043310,2.37959571,0.64688620
-5.56178089,10.18283532,0.04853343,0.70896801,5.63803659,4.13328493,0.12490616,4.29729151,2.35198891,0.62896781
-5.55577789,10.16915467,0.04678807,0.71499904,5.67658488,4.16737893,0.12395625,4.25526589,2.32472427,0.61143649
-5.54977489,10.15639368,0.04503418,0.72107316,5.70856058,4.20138693,0.12296710,4.21422982,2.29778941,0.59459177
-5.54377189,10.14260629,0.04329732,0.72686022,5.73254718,4.23376822,0.12192525,4.17404063,2.27117401,0.57873311
-5.53776888,10.12592383,0.04160115,0.73203785,5.74724599,4.26303334,0.12081679,4.13456986,2.24488299,0.56415704
-5.53176588,10.10465631,0.03996711,0.73630215,5.75153805,4.28780284,0.11962820,4.09573270,2.21894923,0.55115450
-5.52576288,10.07738410,0.03841408,0.73937747,5.74453857,4.30686108,0.11834722,4.05751449,2.19344513,0.54000819
-5.51975988,10.04303520,0.03695824,0.74102465,5.72564150,4.31920277,0.11696356,4.01999280,2.16849242,0.53098989
-5.51375688,10.00094460,0.03561297,0.74104775,5.69455193,4.32407009,0.11546947,3.98335379,2.14426958,0.52435775
-5.50775388,9.95089283,0.03438885,0.73929879,5.65130534,4.32097902,0.11386014,3.94790172,2.12101649,0.52035345
-5.50175088,9.89312233,0.03329375,0.73568061,5.59627278,4.30973381,0.11213387,3.91406118,2.09903606,0.51919929
-5.49574787,9.82833143,0.03233290,0.73014770,5.53015239,4.29042941,0.11029213,3.88237195,2.07869262,0.52109512
-5.48974487,9.75764667,0.03150908,0.72270520,5.45394816,4.26344211,0.10833936,3.85347656,2.06040719,0.52621519
-5.48374187,9.68257591,0.03082280,0.71340623,5.36893743,4.22940910,0.10628264,3.82810151,2.04464970,0.53470492
-5.47773887,9.60494489,0.03027245,0.70234778,5.27662924,4.18919862,0.10413130,3.80703300,2.03192861,0.54667773
-5.47173587,9.52682128,0.02985455,0.68966553,5.17871606,4.14387208,0.10189634,3.79108856,2.02277823,0.56221194
-5.46573287,9.45043025,0.02956388,0.67552789,5.07702142,4.09464050,0.09958986,3.78108603,2.01774431,0.58134781
-5.45972986,9.37806592,0.02939373,0.66012960,4.97344617,4.04281718,0.09722453,3.77781129,2.01736834,0.60408488
-5.45372686,9.31200299,0.02933604,0.64368522,4.86991578,3.98976900,0.09481302,3.78198636,2.02217115,0.63037963
-5.44772386,9.25441228,0.02938163,0.62642286,4.76833081,3.93686824,0.09236754,3.79423912,2.03263624,0.66014356
-5.44172086,9.20728348,0.02952031,0.60857826,4.67052224,3.88544684,0.08989948,3.81507577,2.04919328,0.69324171
-5.43571786,9.17235759,0.02974115,0.59038951,4.57821280,3.83675469,0.08741919,3.84485697,2.07220220,0.72949173
-5.42971486,9.15107085,0.03003257,0.57209251,4.49298498,3.79192308,0.08493578,3.88377824,2.10193808,0.76866341
-5.42371186,9.14451088,0.03038257,0.55391709,4.41625559,3.75193422,0.08245721,3.93185489,2.13857707,0.81047881
-5.41770885,9.15338532,0.03077890,0.53608391,4.34925665,3.71759714,0.07999029,3.98891172,2.18218366,0.85461295
-5.41170585,9.17800237,0.03120920,0.51880206,4.29302171,3.68953024,0.07754094,4.05457725,2.23269925,0.90069505
-5.40570285,9.21826237,0.03166119,0.50226710,4.24837654,3.66815028,0.07511441,4.12828227,2.28993242,0.94831043
-5.39969985,9.27365903,0.03212280,0.48665962,4.21593312,3.65366737,0.07271553,4.20926245,2.35355099,0.99700299
-5.39369685,9.34328910,0.03258229,0.47214405,4.19608583,3.64608550,0.07034906,4.29656458,2.42307603,1.04627846
-5.38769385,9.42586913,0.03302837,0.45886761,4.18900878,3.64520802,0.06801989,4.38905621,2.49787844,1.09560843
-5.38169085,9.51975827,0.03345030,0.44695943,4.19465389,3.65064747,0.06573327,4.48543853,2.57717814,1.14443514
-5.37568784,9.62298635,0.03383791,0.43652956,4.21274929,3.66183916,0.06349495,4.58426222,2.66004652,1.19217731
-5.36968484,9.73328674,0.03418169,0.42766811,4.24279821,3.67805808,0.06131124,4.68394638,2.74541248,1.23823689
-5.36368184,9.84813403,0.03447280,0.42044436,4.28407894,3.69843869,0.05918896,4.78280047,2.83207259,1.28200687
-5.35767884,9.96478631,0.03470308,0.41490594,4.33564662,3.72199725,0.05713536,4.87904940,2.91870548,1.32288010
-5.35167584,10.08033259,0.03486509,0.41107822,4.39633805,3.74765647,0.05515789,4.97086166,3.00389095,1.36025910
-5.34567284,10.19174533,0.03495209,0.40896405,4.46478062,3.77427206,0.05326400,5.05638048,3.08613362,1.39356672
-5.33966983,10.29593814,0.03495806,0.40854382,4.53940653,3.80066098,0.05146080,5.13375786,3.16389099,1.42225740
-5.33366683,10.38982842,0.03487778,0.40977612,4.61847339,3.82563101,0.04975479,5.20119083,3.23560549,1.44582891
-5.32766383,10.47040416,0.03470683,0.41259893,4.70009168,3.84801101,0.04815152,5.25695948,3.29973973,1.46383406
-5.32166083,10.53479378,0.03444164,0.41693151,4.78225950,3.86668135,0.04665530,5.29946583,3.35481413,1.47589212
-5.31565783,10.58033729,0.03407966,0.42267690,4.86290426,3.88060387,0.04526898,5.32727238,3.39944548,1.48169943
-5.30965483,10.60465667,0.03361934,0.42972501,4.93993054,3.88885022,0.04399375,5.33913914,3.43238531,1.48103882
-5.30365183,10.60572306,0.03306033,0.43795618,5.01127280,3.89062800,0.04282902,5.33405783,3.45255644,1.47378732
-5.29764882,10.58191791,0.03240352,0.44724505,5.07495123,3.88530346,0.04177237,5.31128171,3.45908621,1.45992185
-5.29164582,10.53208570,0.03165114,0.45746466,5.12912843,3.87242005,0.04081961,5.27034992,3.45133501,1.43952244
-5.28564282,10.45557527,0.03080686,0.46849035,5.17216478,3.85171186,0.03996487,5.21110501,3.42891876,1.41277285
-5.27963982,10.35226800,0.02987583,0.48020347,5.20266974,3.82311139,0.03920079,5.13370282,3.39172433,1.37995833
-5.27363682,10.22259083,0.02886466,0.49249456,5.21954696,3.78675115,0.03851875,5.03861411,3.33991709,1.34146059
-5.26763382,10.06751336,0.02778142,0.50526586,5.22203088,3.74295898,0.03790916,4.92661765,3.27394024,1.29775005
-5.26163082,9.88852873,0.02663556,0.51843299,5.20971307,3.69224724,0.03736181,4.79878499,3.19450599,1.24937559
-5.25562781,9.68761884,0.02543780,0.53192574,5.18255726,3.63529625,0.03686614,4.65645731,3.10257874,1.19695219
-5.24962481,9.46720537,0.02419994,0.54568798,5.14090202,3.57293271,0.03641166,4.50121540,2.99935119,1.14114687
-5.24362181,9.23008854,0.02293469,0.55967663,5.08545149,3.50610418,0.03598822,4.33484382,2.88621439,1.08266349
-5.23761881,8.97937645,0.02165541,0.57385993,5.01725428,3.43585060,0.03558639,4.15929062,2.76472280,1.02222692
-5.23161581,8.71840780,0.02037589,0.58821508,4.93767207,3.36327436,0.03519769,3.97662439,2.63655615,0.96056721
-5.22561281,8.45067155,0.01911004,0.60272552,4.84833925,3.28951002,0.03481489,3.78898993,2.50347926,0.89840429
-5.21960980,8.17972654,0.01787164,0.61737807,4.75111562,3.21569521,0.03443217,3.59856430,2.36730159,0.83643370
-5.21360680,7.90912428,0.01667408,0.63216013,4.64803449,3.14294368,0.03404534,3.40751464,2.22983782,0.77531386
-5.20760380,7.64233762,0.01553012,0.64705734,4.54124812,3.07232163,0.03365190,3.21795892,2.09287063,0.71565512
-5.20160080,7.38269734,0.01445164,0.66205160,4.43297307,3.00482799,0.03325113,3.03193066,1.95811693,0.65801091
-5.19559780,7.13333840,0.01344945,0.67712001,4.32543704,2.94137916,0.03284409,2.85134826,1.82719814,0.60287118
-5.18959480,6.89715654,0.01253316,0.69223440,4.22082924,2.88279830,0.03243361,2.67798939,1.70161502,0.55065794
-5.18359180,6.67677548,0.01171101,0.70736186,4.12125531,2.82980911,0.03202416,2.51347052,1.58272747,0.50172314
-5.17758879,6.47452436,0.01098980,0.72246594,4.02869786,2.78303360,0.03162174,2.35923142,1.47173908,0.45634837
-5.17158579,6.29242416,0.01037483,0.73750850,3.94498299,2.74299337,0.03123373,2.21652439,1.36968639,0.41474649
-5.16558279,6.13218202,0.00986988,0.75245208,3.87175301,2.71011341,0.03086865,2.08640756,1.27743234,0.37706458
-5.15957979,5.99519143,0.00947713,0.76726252,3.81044490,2.68472760,0.03053590,1.96974179,1.19566353,0.34338814
-5.15357679,5.88253679,0.00919729,0.78191151,3.76227434,2.66708514,0.03024554,1.86719047,1.12489062,0.31374603
-5.14757379,5.79500029,0.00902952,0.79637896,3.72822436,2.65735669,0.03000792,1.77922154,1.06545135,0.28811592
-5.14157079,5.73306992,0.00897155,0.81065478,3.70903818,2.65563985,0.02983342,1.70611135,1.01751569,0.26642996
-5.13556778,5.69694702,0.00901968,0.82474002,3.70521543,2.66196315,0.02973208,1.64794976,0.98109246,0.24858034
-5.12956478,5.68655288,0.00916889,0.83864706,3.71701126,2.67628822,0.02971327,1.60464619,0.95603723,0.23442460
-5.12356178,5.70153383,0.00941292,0.85239890,3.74443798,2.69851022,0.02978537,1.57593653,0.94206112,0.22379058
-5.11755878,5.74126507,0.00974430,0.86602741,3.78726892,2.72845638,0.02995545,1.56139081,0.93874023,0.21648080
-5.11155578,5.80485373,0.01015453,0.87957077,3.84504461,2.76588316,0.03022899,1.56042170,0.94552587,0.21227636
-5.10555278,5.89114218,0.01063414,0.89306998,3.91708134,2.81047267,0.03060959,1.57229417,0.96175521,0.21094035
-5.09954977,5.99871273,0.01117285,0.90656495,4.00248231,2.86182888,0.03109881,1.59613629,0.98666281,0.21222084
-5.09354677,6.12589511,0.01175971,0.92009009,4.10015178,2.91947457,0.03169600,1.63095175,1.01939274,0.21585345
-5.08754377,6.27077806,0.01238327,0.93366999,4.20881236,2.98284973,0.03239819,1.67563410,1.05901162,0.22156385
-5.08154077,6.43122634,0.01303176,0.94731524,4.32702575,3.05131242,0.03320011,1.72898298,1.10452255,0.22907002
-5.07553777,6.60490412,0.01369328,0.96101877,4.45321689,3.12414245,0.03409420,1.78972248,1.15487988,0.23808464
-5.06953477,6.78930545,0.01435604,0.97475295,4.58570144,3.20054877,0.03507082,1.85652153,1.20900488,0.24831759
-5.06353177,6.98179196,0.01500852,0.98846772,4.72271615,3.27968062,0.03611838,1.92801610,1.26580205,0.25947867
-5.05752876,7.17963764,0.01563975,1.00208972,4.86245160,3.36064263,0.03722370,2.00283299,1.32417593,0.27128059
-5.05152576,7.38007992,0.01623946,1.01552278,5.00308653,3.44251372,0.03837234,2.07961467,1.38304815,0.28344228
-5.04552276,7.58037585,0.01679833,1.02864947,5.14282274,3.52436931,0.03954899,2.15704458,1.44137424,0.29569243
-5.03951976,7.77786176,0.01730811,1.04133400,5.27991949,3.60530625,0.04073798,2.23387219,1.49815990,0.30777329
-5.03351676,7.97001452,0.01776186,1.05342606,5.41272639,3.68446950,0.04192375,2.30893707,1.55247635,0.31944456
-5.02751376,8.15451207,0.01815399,1.06476560,5.53971351,3.76107956,0.04309133,2.38119117,1.60347414,0.33048730
-5.02151076,8.32929107,0.01848041,1.07518834,5.65949791,3.83445957,0.04422690,2.44971846,1.65039526,0.34070769
-5.01550775,8.49259926,0.01873854,1.08453160,5.77086561,3.90406062,0.04531821,2.51375132,1.69258303,0.34994051
-5.00950475,8.64304023,0.01892739,1.09264044,5.87278832,3.96948430,0.04635505,2.57268297,1.72948954,0.35805216
-5.00350175,8.77960883,0.01904746,1.09937363,5.96443471,4.03050111,0.04732966,2.62607540,1.76068050,0.36494306
-4.99749875,8.90171525,0.01910073,1.10460926,6.04517594,4.08706372,0.04823697,2.67366258,1.78583729,0.37054932
-4.99149575,9.00919667,0.01909057,1.10824978,6.11458548,4.13931421,0.04907488,2.71534856,1.80475637,0.37484352
-4.98549275,9.10231544,0.01902159,1.11022622,6.17243378,4.18758447,0.04984434,2.75120074,1.81734601,0.37783456
-4.97948974,9.18174361,0.01889952,1.11050141,6.21867808,4.23238944,0.05054936,2.78143826,1.82362066,0.37956653
-4.97348674,9.24853368,0.01873104,1.10907211,6.25344823,4.27441281,0.05119694,2.80641600,1.82369324,0.38011645
-4.96748374,9.30407641,0.01852362,1.10596992,6.27702918,4.31448553,0.05179679,2.82660469,1.81776556,0.37959120
-4.96148074,9.35004668,0.01828529,1.10126102,6.28984112,4.35355723,0.05236101,2.84256774,1.80611754,0.37812336
-4.95547774,9.38833900,0.01802456,1.09504462,6.29241796,4.39266160,0.05290368,2.85493570,1.78909538,0.37586636
-4.94947474,9.42099467,0.01775013,1.08745039,6.28538526,4.43287643,0.05344026,2.86437899,1.76709927,0.37298896
-4.94347174,9.45012292,0.01747083,1.07863486,6.26943802,4.47527977,0.05398698,2.87157998,1.74057101,0.36966916
-4.93746873,9.47781864,0.01719541,1.06877689,6.24531944,4.52090363,0.05456017,2.87720534,1.70998191,0.36608799
-4.93146573,9.50607968,0.01693247,1.05807264,6.21380090,4.57068701,0.05517551,2.88187941,1.67582126,0.36242309
-4.92546273,9.53672644,0.01669029,1.04673000,6.17566386,4.62542995,0.05584729,2.88615967,1.63858573,0.35884258
-4.91945973,9.57132714,0.01647680,1.03496291,6.13168402,4.68575065,0.05658766,2.89051506,1.59876988,0.35549927
-4.91345673,9.61113137,0.01629950,1.02298568,6.08261811,4.75204749,0.05740596,2.89530787,1.55685782,0.35252550
-4.90745373,9.65701491,0.01616544,1.01100763,6.02919348,4.82446776,0.05830808,2.90077983,1.51331633,0.35002881
-4.90145073,9.70943824,0.01608119,0.99922832,5.97210058,4.90288481,0.05929593,2.90704300,1.46858929,0.34808857
-4.89544772,9.76842081,0.01605284,0.98783337,5.91198861,4.98688492,0.06036708,2.91407573,1.42309354,0.34675380
-4.88944472,9.83353258,0.01608607,0.97699132,5.84946412,5.07576502,0.06151449,2.92172391,1.37721600,0.34604210
-4.88344172,9.90390389,0.01618616,0.96685137,5.78509252,5.16854193,0.06272643,2.92970762,1.33131216,0.34593996
-4.87743872,9.97825372,0.01635803,0.95754225,5.71940247,5.26397325,0.06398664,2.93763290,1.28570563,0.34640422
-4.87143572,10.05493589,0.01660634,0.94917221,5.65289258,5.36058958,0.06527459,2.94500838,1.24068874,0.34736477
-4.86543272,10.13200181,0.01693556,0.94182990,5.58604031,5.45673727,0.06656598,2.95126615,1.19652409,0.34872835
-4.85942971,10.20727763,0.01734997,0.93558634,5.51931239,5.55063037,0.06783344,2.95578621,1.15344673,0.35038319
-4.85342671,10.27845285,0.01785376,0.93049749,5.45317613,5.64040971,0.06904730,2.95792351,1.11166699,0.35220440
-4.84742371,10.34317680,0.01845105,0.92660746,5.38811101,5.72420713,0.07017659,2.95703659,1.07137356,0.35405980
-4.84142071,10.39915897,0.01914590,0.92395194,5.32461963,5.80021195,0.07119005,2.95251666,1.03273682,0.35581596
-4.83541771,10.44426850,0.01994229,0.92256167,5.26323709,5.86673703,0.07205721,2.94381580,0.99591209,0.35734411
-4.82941471,10.47662849,0.02084406,0.92246562,5.20453821,5.92228140,0.07274951,2.93047319,0.96104265,0.35852574
-4.82341171,10.49470033,0.02185481,0.92369361,5.14914132,5.96558653,0.07324135,2.91213808,0.92826229,0.35925748
-4.81740870,10.49735404,0.02297780,0.92627815,5.09770833,5.99568369,0.07351098,2.88858845,0.89769722,0.35945526
-4.81140570,10.48392085,0.02421572,0.93025529,5.05094017,6.01193003,0.07354137,2.85974450,0.86946732,0.35905726
-4.80540270,10.45422528,0.02557053,0.93566426,5.00956743,6.01403152,0.07332083,2.82567614,0.84368635,0.35802587
-4.79939970,10.40859472,0.02704321,0.94254599,4.97433595,6.00205159,0.07284342,2.78660428,0.82046135,0.35634824
-4.79339670,10.34784591,0.02863345,0.95094037,4.94598772,5.97640498,0.07210916,2.74289557,0.79989100,0.35403576
-4.78739370,10.27324857,0.03033942,0.96088240,4.92523732,5.93783693,0.07112403,2.69505086,0.78206314,0.35112223
-4.78139070,10.18646779,0.03215745,0.97239744,4.91274492,5.88738865,0.06989965,2.64368792,0.76705144,0.34766109
-4.77538769,10.08948793,0.03408178,0.98549572,4.90908667,5.82635071,0.06845282,2.58951908,0.75491150,0.34372171
-4.76938469,9.98452166,0.03610432,1.00016655,4.91472386,5.75620660,0.06680488,2.53332482,0.74567651,0.33938514
-4.76338169,9.87390841,0.03821445,1.01637241,4.92997215,5.67856907,0.06498084,2.47592462,0.73935271,0.33473937
-4.75737869,9.76000738,0.04039892,1.03404334,4.95497240,5.59511235,0.06300845,2.41814622,0.73591503,0.32987458
-4.75137569,9.64509008,0.04264173,1.05307213,4.98966454,5.50750340,0.06091721,2.36079481,0.73530302,0.32487844
-4.74537269,9.53123760,0.04492423,1.07331038,5.03376579,5.41733542,0.05873733,2.30462342,0.73741743,0.31983186
-4.73936968,9.42024738,0.04722521,1.09456589,5.08675446,5.32606655,0.05649872,2.25030589,0.74211764,0.31480534
-4.73336668,9.31355370,0.04952113,1.11660161,5.14786026,5.23496652,0.05423011,2.19841339,0.74922012,0.30985595
-4.72736368,9.21216529,0.05178642,1.13913614,5.21606185,5.14507332,0.05195818,2.14939552,0.75849811,0.30502536
-4.72136068,9.11662258,0.05399391,1.16184598,5.29009193,5.05716169,0.04970694,2.10356661,0.76968244,0.30033862
-4.71535768,9.02697599,0.05611531,1.18436951,5.36844999,4.97172419,0.04749717,2.06109767,0.78246382,0.29580396
-4.70935468,8.94278581,0.05812178,1.20631248,5.44942256,4.88896547,0.04534613,2.02201407,0.79649620,0.29141339
-4.70335168,8.86314305,0.05998453,1.22725496,5.53111042,4.80880932,0.04326737,1.98619891,0.81140148,0.28714407
-4.69734867,8.78670975,0.06167544,1.24675950,5.61146219,4.73091767,0.04127074,1.95340167,0.82677523,0.28296037
-4.69134567,8.71177661,0.06316776,1.26438026,5.68831343,4.65472026,0.03936255,1.92325172,0.84219342,0.27881633
-4.68534267,8.63633509,0.06443672,1.27967276,5.75943041,4.57945329,0.03754589,1.89527585,0.85721991,0.27465847
-4.67933967,8.55816080,0.06546019,1.29220414,5.82255736,4.50420490,0.03582103,1.86891913,0.87141468,0.27042883
-4.67333667,8.47490463,0.06621919,1.30156337,5.87546640,4.42796564,0.03418589,1.84356823,0.88434244,0.26606784
-4.66733367,8.38418820,0.06669846,1.30737148,5.91600883,4.34968136,0.03263665,1.81857626,0.89558164,0.26151728
-4.66133067,8.28370013,0.06688686,1.30929126,5.94216687,4.26830677,0.03116826,1.79328829,0.90473360,0.25672286
-4.65532766,8.17128989,0.06677773,1.30703635,5.95210461,4.18285733,0.02977509,1.76706677,0.91143153,0.25163654
-4.64932466,8.04505628,0.06636913,1.30037950,5.94421705,4.09245797,0.02845150,1.73931594,0.91534946,0.24621850
-4.64332166,7.90342791,0.06566398,1.28915975,5.91717617,3.99638687,0.02719234,1.70950473,0.91621059,0.24043872
