energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.69984992,2.28451333,0.00805540,0.03847954,0.83534168,0.49580623,1.47745223,0.00000000,0.76608534,0.29851079
-5.69384692,2.18732637,0.00741916,0.03664974,0.79641817,0.47053786,1.41443299,0.00000000,0.72851076,0.29040316
-5.68784392,2.08314506,0.00678785,0.03474542,0.75488688,0.44392533,1.34681116,0.00000000,0.68865279,0.28111459
-5.68184092,1.97338212,0.00616874,0.03278536,0.71136815,0.41634968,1.27552288,0.00000000,0.64709033,0.27076146
-5.67583792,1.85947222,0.00556836,0.03078868,0.66648268,0.38818779,1.20151785,0.00000000,0.60440444,0.25947328
-5.66983492,1.74283901,0.00499239,0.02877439,0.62083661,0.35980335,1.12573733,0.00000000,0.56116373,0.24738983
-5.66383192,1.62486482,0.00444556,0.02676103,0.57500822,0.33153906,1.04909404,0.00000000,0.51791112,0.23465815
-5.65782891,1.50686383,0.00393160,0.02476629,0.52953655,0.30370992,0.97245435,0.00000000,0.47515234,0.22142952
-5.65182591,1.39005931,0.00345325,0.02280672,0.48491221,0.27659806,0.89662331,0.00000000,0.43334662,0.20785638
-5.64582291,1.27556542,0.00301229,0.02089742,0.44157058,0.25044900,0.82233279,0.00000000,0.39289962,0.19408947
-5.63981991,1.16437367,0.00260956,0.01905187,0.39988739,0.22546934,0.75023269,0.00000000,0.35415878,0.18027509
-5.63381691,1.05734405,0.00224512,0.01728172,0.36017652,0.20182595,0.68088539,0.00000000,0.31741090,0.16655258
-5.62781391,0.95520065,0.00191825,0.01559675,0.32269004,0.17964643,0.61476317,0.00000000,0.28288207,0.15305220
-5.62181091,0.85853147,0.00162767,0.01400481,0.28762005,0.15902069,0.55224842,0.00000000,0.25073939,0.13989327
-5.61580790,0.76779188,0.00137158,0.01251185,0.25510219,0.14000353,0.49363626,0.00000000,0.22109451,0.12718270
-5.60980490,0.68331133,0.00114781,0.01112197,0.22522043,0.12261800,0.43913930,0.00000000,0.19400847,0.11501400
-5.60380190,0.60530257,0.00095392,0.00983755,0.19801273,0.10685917,0.38889410,0.00000000,0.16949753,0.10346656
-5.59779890,0.53387294,0.00078731,0.00865943,0.17347745,0.09269841,0.34296884,0.00000000,0.14753972,0.09260548
-5.59179590,0.46903702,0.00064533,0.00758703,0.15157994,0.08008771,0.30137192,0.00000000,0.12808160,0.08248168
-5.58579290,0.41073018,0.00052532,0.00661860,0.13225925,0.06896399,0.26406100,0.00000000,0.11104518,0.07313235
-5.57978989,0.35882235,0.00042469,0.00575143,0.11543450,0.05925326,0.23095227,0.00000000,0.09633441,0.06458180
-5.57378689,0.31313175,0.00034099,0.00498203,0.10101089,0.05087448,0.20192937,0.00000000,0.08384131,0.05684247
-5.56778389,0.27343795,0.00027193,0.00430640,0.08888506,0.04374306,0.17685204,0.00000000,0.07345137,0.04991620
-5.56178089,0.23949411,0.00021539,0.00372024,0.07894971,0.03777388,0.15556395,0.00000000,0.06504810,0.04379559
-5.55577789,0.21103804,0.00016946,0.00321913,0.07109738,0.03288390,0.13789975,0.00000000,0.05851685,0.03846551
-5.54977489,0.18780184,0.00013246,0.00279874,0.06522339,0.02899424,0.12369110,0.00000000,0.05374752,0.03390455
-5.54377189,0.16952010,0.00010289,0.00245501,0.06122791,0.02603178,0.11277171,0.00000000,0.05063650,0.03008649
-5.53776888,0.15593649,0.00007945,0.00218432,0.05901718,0.02393035,0.10498114,0.00000000,0.04908767,0.02698167
-5.53176588,0.14680873,0.00006103,0.00198363,0.05850392,0.02263143,0.10016771,0.00000000,0.04901261,0.02455824
-5.52576288,0.14191213,0.00004669,0.00185057,0.05960709,0.02208452,0.09819014,0.00000000,0.05033012,0.02278323
-5.51975988,0.14104151,0.00003563,0.00178357,0.06225100,0.02224717,0.09891841,0.00000000,0.05296515,0.02162348
-5.51375688,0.14401184,0.00002721,0.00178190,0.06636398,0.02308470,0.10223360,0.00000000,0.05684726,0.02104634
-5.50775388,0.15065771,0.00002090,0.00184576,0.07187668,0.02456968,0.10802702,0.00000000,0.06190880,0.02102022
-5.50175088,0.16083169,0.00001626,0.00197623,0.07872015,0.02668126,0.11619876,0.00000000,0.06808285,0.02151493
-5.49574787,0.17440181,0.00001295,0.00217531,0.08682386,0.02940422,0.12665563,0.00000000,0.07530124,0.02250180
-5.48974487,0.19124841,0.00001069,0.00244580,0.09611375,0.03272807,0.13930886,0.00000000,0.08349255,0.02395374
-5.48374187,0.21126033,0.00000929,0.00279128,0.10651046,0.03664585,0.15407148,0.00000000,0.09258039,0.02584508
-5.47773887,0.23433077,0.00000857,0.00321593,0.11792783,0.04115302,0.17085566,0.00000000,0.10248201,0.02815132
-5.47173587,0.26035289,0.00000841,0.00372441,0.13027174,0.04624615,0.18956992,0.00000000,0.11310725,0.03084878
-5.46573287,0.28921517,0.00000874,0.00432158,0.14343939,0.05192165,0.21011652,0.00000000,0.12435801,0.03391418
-5.45972986,0.32079673,0.00000947,0.00501231,0.15731896,0.05817441,0.23238891,0.00000000,0.13612810,0.03732421
-5.45372686,0.35496273,0.00001058,0.00580116,0.17178978,0.06499644,0.25626932,0.00000000,0.14830365,0.04105497
-5.44772386,0.39155972,0.00001202,0.00669208,0.18672291,0.07237543,0.28162664,0.00000000,0.16076393,0.04508147
-5.44172086,0.43041131,0.00001377,0.00768804,0.20198208,0.08029344,0.30831446,0.00000000,0.17338254,0.04937716
-5.43571786,0.47131401,0.00001582,0.00879069,0.21742504,0.08872547,0.33616940,0.00000000,0.18602897,0.05391339
-5.42971486,0.51403351,0.00001815,0.00999999,0.23290506,0.09763825,0.36500978,0.00000000,0.19857042,0.05865896
-5.42371186,0.55830153,0.00002075,0.01131386,0.24827278,0.10698908,0.39463461,0.00000000,0.21087369,0.06357977
-5.41770885,0.60381340,0.00002360,0.01272787,0.26337808,0.11672484,0.42482307,0.00000000,0.22280728,0.06863849
-5.41170585,0.65022659,0.00002669,0.01423494,0.27807207,0.12678132,0.45533451,0.00000000,0.23424336,0.07379436
-5.40570285,0.69716053,0.00002998,0.01582519,0.29220913,0.13708281,0.48590914,0.00000000,0.24505973,0.07900318
-5.39969985,0.74419785,0.00003346,0.01748579,0.30564897,0.14754215,0.51626950,0.00000000,0.25514170,0.08421740
-5.39369685,0.79088747,0.00003709,0.01920094,0.31825867,0.15806124,0.54612291,0.00000000,0.26438371,0.08938650
-5.38769385,0.83674962,0.00004083,0.02095203,0.32991474,0.16853206,0.57516494,0.00000000,0.27269091,0.09445748
-5.38169085,0.88128311,0.00004464,0.02271783,0.34050528,0.17883836,0.60308413,0.00000000,0.27998050,0.09937574
-5.37568784,0.92397483,0.00004848,0.02447488,0.34993215,0.18885781,0.62956790,0.00000000,0.28618297,0.10408614
-5.36968484,0.96431163,0.00005228,0.02619800,0.35811322,0.19846496,0.65430978,0.00000000,0.29124327,0.10853430
-5.36368184,1.00179427,0.00005600,0.02786088,0.36498483,0.20753454,0.67701780,0.00000000,0.29512186,0.11266826
-5.35767884,1.03595327,0.00005960,0.02943685,0.37050426,0.21594543,0.69742388,0.00000000,0.29779573,0.11644023
-5.35167584,1.06636624,0.00006301,0.03089965,0.37465229,0.22358484,0.71529410,0.00000000,0.29925944,0.11980859
-5.34567284,1.09267594,0.00006621,0.03222431,0.37743586,0.23035282,0.73043931,0.00000000,0.29952603,0.12274000
-5.33966983,1.11460850,0.00006914,0.03338802,0.37889049,0.23616670,0.74272585,0.00000000,0.29862796,0.12521143
-5.33366683,1.13199087,0.00007180,0.03437097,0.37908262,0.24096543,0.75208564,0.00000000,0.29661788,0.12721228
-5.32766383,1.14476657,0.00007415,0.03515719,0.37811146,0.24471341,0.75852539,0.00000000,0.29356926,0.12874614
-5.32166083,1.15300886,0.00007621,0.03573522,0.37611033,0.24740378,0.76213400,0.00000000,0.28957674,0.12983240
-5.31565783,1.15693027,0.00007798,0.03609867,0.37324712,0.24906081,0.76308784,0.00000000,0.28475606,0.13050733
-5.30965483,1.15688780,0.00007951,0.03624667,0.36972391,0.24974126,0.76165331,0.00000000,0.27924357,0.13082478
-5.30365183,1.15338296,0.00008083,0.03618403,0.36577527,0.24953454,0.75818615,0.00000000,0.27319514,0.13085617
-5.29764882,1.14705621,0.00008201,0.03592132,0.36166534,0.24856161,0.75312723,0.00000000,0.26678436,0.13068986
-5.29164582,1.13867545,0.00008314,0.03547467,0.35768343,0.24697247,0.74699471,0.00000000,0.26020006,0.13042980
-5.28564282,1.12911859,0.00008432,0.03486536,0.35413818,0.24494234,0.74037234,0.00000000,0.25364303,0.13019347
-5.27963982,1.11935047,0.00008567,0.03411929,0.35135031,0.24266664,0.73389427,0.00000000,0.24732198,0.13010904
-5.27363682,1.11039460,0.00008731,0.03326624,0.34964393,0.24035479,0.72822660,0.00000000,0.24144888,0.13031194
-5.26763382,1.10330068,0.00008939,0.03233899,0.34933688,0.23822316,0.72404620,0.00000000,0.23623357,0.13094084
-5.26163082,1.09910890,0.00009206,0.03137241,0.35073008,0.23648736,0.72201749,0.00000000,0.23187810,0.13213312
-5.25562781,1.09881235,0.00009547,0.03040242,0.35409647,0.23535428,0.72276807,0.00000000,0.22857068,0.13402009
-5.24962481,1.10331902,0.00009978,0.02946502,0.35966980,0.23501398,0.72686411,0.00000000,0.22647967,0.13672206
-5.24362181,1.11341503,0.00010514,0.02859533,0.36763383,0.23563213,0.73478647,0.00000000,0.22574783,0.14034349
-5.23761881,1.12973052,0.00011170,0.02782671,0.37811246,0.23734302,0.74690874,0.00000000,0.22648703,0.14496835
-5.23161581,1.15271000,0.00011961,0.02719002,0.39116112,0.24024367,0.76347803,0.00000000,0.22877373,0.15065607
-5.22561281,1.18258854,0.00012901,0.02671303,0.40676017,0.24438924,0.78459971,0.00000000,0.23264556,0.15743803
-5.21960980,1.21937497,0.00014002,0.02642002,0.42481048,0.24979001,0.81022678,0.00000000,0.23809907,0.16531511
-5.21360680,1.26284338,0.00015276,0.02633159,0.44513175,0.25641017,0.84015457,0.00000000,0.24508895,0.17425609
-5.20760380,1.31253343,0.00016734,0.02646467,0.46746376,0.26416843,0.87402141,0.00000000,0.25352892,0.18419738
-5.20160080,1.36775993,0.00018386,0.02683273,0.49147071,0.27294049,0.91131532,0.00000000,0.26329412,0.19504394
-5.19559780,1.42763167,0.00020240,0.02744619,0.51674870,0.28256339,0.95138688,0.00000000,0.27422526,0.20667153
-5.18959480,1.49107911,0.00022308,0.02831306,0.54283621,0.29284154,0.99346792,0.00000000,0.28613426,0.21893019
-5.18359180,1.55688994,0.00024598,0.02943963,0.56922733,0.30355416,1.03669547,0.00000000,0.29881137,0.23164902
-5.17758879,1.62375148,0.00027121,0.03083132,0.59538730,0.31446391,1.08014028,0.00000000,0.31203332,0.24464195
-5.17158579,1.69029810,0.00029889,0.03249359,0.62076985,0.32532629,1.12283867,0.00000000,0.32557241,0.25771438
-5.16558279,1.75516193,0.00032916,0.03443285,0.64483565,0.33589938,1.16382660,0.00000000,0.33920606,0.27067049
-5.15957979,1.81702466,0.00036220,0.03665729,0.66707117,0.34595363,1.20217458,0.00000000,0.35272631,0.28332078
-5.15357679,1.87466823,0.00039821,0.03917767,0.68700710,0.35528098,1.23702177,0.00000000,0.36594903,0.29548970
-5.14757379,1.92702200,0.00043743,0.04200786,0.70423553,0.36370320,1.26760803,0.00000000,0.37872220,0.30702282
-5.14157079,1.97320451,0.00048014,0.04516528,0.71842513,0.37107881,1.29330224,0.00000000,0.39093296,0.31779337
-5.13556778,2.01255749,0.00052667,0.04867102,0.72933357,0.37730838,1.31362569,0.00000000,0.40251290,0.32770771
-5.12956478,2.04467072,0.00057738,0.05254968,0.73681662,0.38233791,1.32826944,0.00000000,0.41344136,0.33670946
-5.12356178,2.06939640,0.00063269,0.05682892,0.74083340,0.38616013,1.33710481,0.00000000,0.42374653,0.34478212
-5.11755878,2.08685207,0.00069304,0.06153870,0.74144750,0.38881370,1.34018636,0.00000000,0.43350404,0.35194987
-5.11155578,2.09741216,0.00075889,0.06671023,0.73882386,0.39038027,1.33774727,0.00000000,0.44283315,0.35827663
-5.10555278,2.10168810,0.00083073,0.07237457,0.73322159,0.39097963,1.33018733,0.00000000,0.45189068,0.36386322
-5.09954977,2.10049814,0.00090904,0.07856112,0.72498276,0.39076315,1.31805392,0.00000000,0.46086262,0.36884280
-5.09354677,2.09482801,0.00099428,0.08529580,0.71451803,0.38990587,1.30201698,0.00000000,0.46995415,0.37337477
-5.08754377,2.08578441,0.00108690,0.09259918,0.70228933,0.38859761,1.28283904,0.00000000,0.47937815,0.37763735
-5.08154077,2.07454338,0.00118728,0.10048456,0.68879073,0.38703350,1.26134179,0.00000000,0.48934287,0.38181912
-5.07553777,2.06229602,0.00129571,0.10895609,0.67452813,0.38540454,1.23837061,0.00000000,0.50003940,0.38611008
-5.06953477,2.05019410,0.00141240,0.11800706,0.65999877,0.38388849,1.21475889,0.00000000,0.51162939,0.39069243
-5.06353177,2.03929804,0.00153743,0.12761833,0.64567146,0.38264153,1.19129348,0.00000000,0.52423372,0.39573160
-5.05752876,2.03052970,0.00167074,0.13775718,0.63196845,0.38179122,1.16868318,0.00000000,0.53792270,0.40136796
-5.05152576,2.02463212,0.00181211,0.14837648,0.61924963,0.38143093,1.14753135,0.00000000,0.55270825,0.40770952
-5.04552276,2.02213792,0.00196112,0.15941428,0.60779982,0.38161594,1.12831395,0.00000000,0.56853858,0.41482604
-5.03951976,2.02334770,0.00211715,0.17079391,0.59781956,0.38236155,1.11136385,0.00000000,0.58529559,0.42274471
-5.03351676,2.02831938,0.00227939,0.18242464,0.58941985,0.38364304,1.09686199,0.00000000,0.60279521,0.43144769
-5.02751376,2.03686856,0.00244677,0.19420278,0.58262085,0.38539748,1.08483555,0.00000000,0.62079081,0.44087156
-5.02151076,2.04857989,0.00261803,0.20601336,0.57735461,0.38752739,1.07516307,0.00000000,0.63897938,0.45090868
-5.01550775,2.06282857,0.00279166,0.21773224,0.57347147,0.38990583,1.06758606,0.00000000,0.65701052,0.46141045
-5.00950475,2.07881084,0.00296595,0.22922866,0.57074986,0.39238280,1.06172633,0.00000000,0.67449761,0.47219225
-5.00350175,2.09558194,0.00313900,0.24036824,0.56890887,0.39479264,1.05710811,0.00000000,0.69103091,0.48303986
-4.99749875,2.11209960,0.00330873,0.25101609,0.56762298,0.39696193,1.05318376,0.00000000,0.70619191,0.49371719
-4.99149575,2.12727115,0.00347292,0.26104028,0.56653814,0.39871775,1.04936182,0.00000000,0.71956832,0.50397480
-4.98549275,2.14000198,0.00362927,0.27031532,0.56528861,0.39989575,1.04503600,0.00000000,0.73076912,0.51355902
-4.97948974,2.14924338,0.00377540,0.27872567,0.56351356,0.40034788,1.03961384,0.00000000,0.73943901,0.52222132
-4.97348674,2.15403761,0.00390898,0.28616905,0.56087286,0.39994933,1.03254375,0.00000000,0.74527164,0.52972746
-4.96748374,2.15355851,0.00402769,0.29255964,0.55706138,0.39860444,1.02333925,0.00000000,0.74802100,0.53586621
-4.96148074,2.14714603,0.00412939,0.29783089,0.55182112,0.39625157,1.01159959,0.00000000,0.74751075,0.54045725
-4.95547774,2.13433350,0.00421210,0.30193790,0.54495090,0.39286641,0.99702587,0.00000000,0.74364079,0.54335805
-4.94947474,2.11486668,0.00427409,0.30485932,0.53631318,0.38846395,0.97943226,0.00000000,0.73639121,0.54446948
-4.94347174,2.08871417,0.00431395,0.30659868,0.52583787,0.38309890,0.95875197,0.00000000,0.72582314,0.54373998
-4.93746873,2.05606905,0.00433062,0.30718510,0.51352317,0.37686460,0.93503814,0.00000000,0.71207692,0.54116817
-4.93146573,2.01734190,0.00432345,0.30667325,0.49943347,0.36989042,0.90845956,0.00000000,0.69536733,0.53680390
-4.92546273,1.97314587,0.00429223,0.30514273,0.48369468,0.36233792,0.87929201,0.00000000,0.67597653,0.53074769
-4.91945973,1.92427458,0.00423717,0.30269669,0.46648724,0.35439562,0.84790559,0.00000000,0.65424472,0.52314856
-4.91345673,1.87167404,0.00415898,0.29945979,0.44803728,0.34627292,0.81474876,0.00000000,0.63055924,0.51420049
-4.90745373,1.81640972,0.00405878,0.29557556,0.42860647,0.33819309,0.78033016,0.00000000,0.60534243,0.50413749
-4.90145073,1.75963043,0.00393811,0.29120317,0.40848108,0.33038571,0.74519880,0.00000000,0.57903877,0.49322756
-4.89544772,1.70253020,0.00379889,0.28651376,0.38796066,0.32307887,0.70992370,0.00000000,0.55210195,0.48176574
-4.88944472,1.64630989,0.00364337,0.28168639,0.36734709,0.31649126,0.67507385,0.00000000,0.52498222,0.47006641
-4.88344172,1.59213987,0.00347404,0.27690369,0.34693417,0.31082464,0.64119911,0.00000000,0.49811457,0.45845516
-4.87743872,1.54112501,0.00329358,0.27234749,0.32699843,0.30625674,0.60881292,0.00000000,0.47190810,0.44726042
-4.87143572,1.49427339,0.00310478,0.26819436,0.30779126,0.30293510,0.57837736,0.00000000,0.44673691,0.43680517
-4.86543272,1.45246943,0.00291047,0.26461135,0.28953268,0.30097189,0.55029085,0.00000000,0.42293272,0.42739898
-4.85942971,1.41645247,0.00271340,0.26175198,0.27240696,0.30044004,0.52487905,0.00000000,0.40077945,0.41933041
-4.85342671,1.38680118,0.00251624,0.25975269,0.25655990,0.30137081,0.50238881,0.00000000,0.38050968,0.41286033
-4.84742371,1.36392410,0.00232145,0.25872966,0.24209799,0.30375291,0.48298540,0.00000000,0.36230303,0.40821601
-4.84142071,1.34805635,0.00213127,0.25877639,0.22908915,0.30753320,0.46675277,0.00000000,0.34628634,0.40558625
-4.83541771,1.33926228,0.00194763,0.25996177,0.21756490,0.31261898,0.45369665,0.00000000,0.33253540,0.40511772
-4.82941471,1.33744353,0.00177219,0.26232887,0.20752373,0.31888173,0.44375003,0.00000000,0.32107808,0.40691238
-4.82341171,1.34235191,0.00160625,0.26589451,0.19893530,0.32616222,0.43678081,0.00000000,0.31189847,0.41102615
-4.81740870,1.35360620,0.00145080,0.27064929,0.19174536,0.33427667,0.43260089,0.00000000,0.30494178,0.41746875
-4.81140570,1.37071194,0.00130650,0.27655846,0.18588082,0.34302376,0.43097638,0.00000000,0.30011973,0.42620457
-4.80540270,1.39308305,0.00117370,0.28356315,0.18125493,0.35219207,0.43163832,0.00000000,0.29731599,0.43715457
-4.79939970,1.42006441,0.00105248,0.29158215,0.17777209,0.36156775,0.43429342,0.00000000,0.29639161,0.45019896
-4.79339670,1.45095409,0.00094268,0.30051406,0.17533228,0.37094196,0.43863442,0.00000000,0.29719007,0.46518054
-4.78739370,1.48502444,0.00084392,0.31023965,0.17383473,0.38011770,0.44434963,0.00000000,0.29954178,0.48190864
-4.78139070,1.52154120,0.00075567,0.32062446,0.17318085,0.38891581,0.45113128,0.00000000,0.30326799,0.50016323
-4.77538769,1.55977985,0.00067726,0.33152144,0.17327635,0.39717987,0.45868254,0.00000000,0.30818410,0.51969932
-4.76938469,1.59903879,0.00060796,0.34277357,0.17403244,0.40477971,0.46672307,0.00000000,0.31410214,0.54025132
-4.76338169,1.63864923,0.00054697,0.35421651,0.17536630,0.41161347,0.47499286,0.00000000,0.32083284,0.56153738
-4.75737869,1.67798158,0.00049347,0.36568108,0.17720081,0.41760818,0.48325475,0.00000000,0.32818704,0.58326345
-4.75137569,1.71644878,0.00044668,0.37699572,0.17946373,0.42271888,0.49129539,0.00000000,0.33597695,0.60512725
-4.74537269,1.75350686,0.00040583,0.38798882,0.18208644,0.42692640,0.49892508,0.00000000,0.34401703,0.62682203
-4.73936968,1.78865337,0.00037020,0.39849096,0.18500256,0.43023405,0.50597672,0.00000000,0.35212505,0.64804006
-4.73336668,1.82142446,0.00033913,0.40833719,0.18814636,0.43266341,0.51230408,0.00000000,0.36012324,0.66847615
-4.72736368,1.85139136,0.00031205,0.41736926,0.19145141,0.43424965,0.51777968,0.00000000,0.36783971,0.68783103
-4.72136068,1.87815702,0.00028841,0.42543797,0.19484954,0.43503660,0.52229277,0.00000000,0.37511040,0.70581491
-4.71535768,1.90135373,0.00026777,0.43240549,0.19827006,0.43507196,0.52574740,0.00000000,0.38178142,0.72215109
-4.70935468,1.92064233,0.00024974,0.43814795,0.20163964,0.43440296,0.52806107,0.00000000,0.38771194,0.73657987
-4.70335168,1.93571348,0.00023396,0.44255799,0.20488268,0.43307275,0.52916391,0.00000000,0.39277749,0.74886268
-4.69734867,1.94629117,0.00022016,0.44554744,0.20792219,0.43111776,0.52899868,0.00000000,0.39687362,0.75878646
-4.69134567,1.95213878,0.00020808,0.44705000,0.21068135,0.42856611,0.52752148,0.00000000,0.39991977,0.76616829
-4.68534267,1.95306714,0.00019749,0.44702387,0.21308536,0.42543724,0.52470311,0.00000000,0.40186315,0.77086007
-4.67933967,1.94894451,0.00018822,0.44545414,0.21506386,0.42174269,0.52053115,0.00000000,0.40268234,0.77275321
-4.67333667,1.93970774,0.00018008,0.44235493,0.21655340,0.41748790,0.51501231,0.00000000,0.40239055,0.77178304
-4.66733367,1.92537384,0.00017292,0.43777102,0.21750021,0.41267503,0.50817510,0.00000000,0.40103809,0.76793282
-4.66133067,1.90605114,0.00016661,0.43177898,0.21786274,0.40730636,0.50007241,0.00000000,0.39871397,0.76123697
-4.65532766,1.88194923,0.00016101,0.42448750,0.21761420,0.40138820,0.49078383,0.00000000,0.39554642,0.75178345
-4.64932466,1.85338662,0.00015602,0.41603692,0.21674459,0.39493496,0.48041743,0.00000000,0.39170217,0.73971492
-4.64332166,1.82079559,0.00015153,0.40659792,0.21526243,0.38797301,0.46911086,0.00000000,0.38738436,0.72522857
