energy_ev,total_up,Ag_p_up,Ag_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
0.23711856,2.16771828,0.48004286,0.14628319,0.73223248,1.35253694,0.01431347,0.31870696,0.01213791,0.28457392
0.24312156,2.20688662,0.47603028,0.14500201,0.73742413,1.39579722,0.01380409,0.31767586,0.01224674,0.28380296
0.24912456,2.25330873,0.47296437,0.14398798,0.74538708,1.44474905,0.01334250,0.31701064,0.01235314,0.28363296
0.25512756,2.30725789,0.47092087,0.14328968,0.75618727,1.49952902,0.01292707,0.31679321,0.01246133,0.28406247
0.26113057,2.36889814,0.46995915,0.14295140,0.76984580,1.56018904,0.01255579,0.31710051,0.01257643,0.28508064
0.26713357,2.43827255,0.47012248,0.14301228,0.78633964,1.62668577,0.01222652,0.31800238,0.01270429,0.28666849
0.27313657,2.51529052,0.47143790,0.14350532,0.80560195,1.69886933,0.01193709,0.31955910,0.01285142,0.28879999
0.27913957,2.59971441,0.47391590,0.14445648,0.82752166,1.77647196,0.01168542,0.32181908,0.01302479,0.29144292
0.28514257,2.69114612,0.47754983,0.14588369,0.85194250,1.85909699,0.01146956,0.32481636,0.01323166,0.29455930
0.29114557,2.78901458,0.48231496,0.14779597,0.87866135,1.94620898,0.01128775,0.32856839,0.01347942,0.29810561
0.29714857,2.89256532,0.48816747,0.15019262,0.90742634,2.03712603,0.01113839,0.33307405,0.01377538,0.30203263
0.30315158,3.00085338,0.49504338,0.15306258,0.93793482,2.13101519,0.01101999,0.33831203,0.01412658,0.30628503
0.30915458,3.11274089,0.50285765,0.15638400,0.96983188,2.22689210,0.01093114,0.34423982,0.01453959,0.31080089
0.31515758,3.22690068,0.51150361,0.16012409,1.00270967,2.32362574,0.01087040,0.35079327,0.01502033,0.31551111
0.32116058,3.34182696,0.52085288,0.16423927,1.03610820,2.41994917,0.01083626,0.35788697,0.01557393,0.32033898
0.32716358,3.45585383,0.53075596,0.16867561,1.06951806,2.51447663,0.01082703,0.36541530,0.01620453,0.32519999
0.33316658,3.56718207,0.54104362,0.17336973,1.10238530,2.60572741,0.01084080,0.37325440,0.01691517,0.33000195
0.33916958,3.67391400,0.55152909,0.17824995,1.13411897,2.69215608,0.01087536,0.38126476,0.01770768,0.33464565
0.34517259,3.77409587,0.56201107,0.18323772,1.16410116,2.77218854,0.01092821,0.38929459,0.01858254,0.33902595
0.35117559,3.86576654,0.57227762,0.18824946,1.19169966,2.84426287,0.01099653,0.39718369,0.01953878,0.34303348
0.35717859,3.94701076,0.58211066,0.19319844,1.21628283,2.90687346,0.01107716,0.40476775,0.02057393,0.34655687
0.36318159,4.01601505,0.59129093,0.19799687,1.23723628,2.95861674,0.01116670,0.41188281,0.02168395,0.34948547
0.36918459,4.07112378,0.59960333,0.20255799,1.25398069,2.99823650,0.01126151,0.41836984,0.02286313,0.35171240
0.37518759,4.11089281,0.60684226,0.20679816,1.26599002,3.02466671,0.01135781,0.42407907,0.02410408,0.35313795
0.38119060,4.13413835,0.61281678,0.21063876,1.27280935,3.03706985,0.01145175,0.42887396,0.02539774,0.35367304
0.38719360,4.13997852,0.61735537,0.21400795,1.27407126,3.03486875,0.01153948,0.43263475,0.02673329,0.35324260
0.39319660,4.12786574,0.62030997,0.21684208,1.26951019,3.01777040,0.01161732,0.43526124,0.02809830,0.35178877
0.39919960,4.09760825,0.62155941,0.21908693,1.25897382,2.98578051,0.01168175,0.43667493,0.02947871,0.34927371
0.40520260,4.04937990,0.62101172,0.22069854,1.24243086,2.93920805,0.01172958,0.43682036,0.03085903,0.34568191
0.41120560,3.98371774,0.61860564,0.22164374,1.21997498,2.87865949,0.01175804,0.43566565,0.03222249,0.34102182
0.41720860,3.90150778,0.61431116,0.22190044,1.19182434,2.80502318,0.01176479,0.43320242,0.03355131,0.33532685
0.42321161,3.80395976,0.60812914,0.22145765,1.15831708,2.71944451,0.01174808,0.42944496,0.03482699,0.32865559
0.42921461,3.69257232,0.60009019,0.22031523,1.11990257,2.62329325,0.01170678,0.42442901,0.03603076,0.32109135
0.43521761,3.56909055,0.59025296,0.21848361,1.07712917,2.51812457,0.01164042,0.41821006,0.03714402,0.31274096
0.44122061,3.43545790,0.57870197,0.21598332,1.03062886,2.40563576,0.01154925,0.41086147,0.03814885,0.30373300
0.44722361,3.29376485,0.56554513,0.21284450,0.98109953,2.28762036,0.01143433,0.40247238,0.03902860,0.29421539
0.45322661,3.14619653,0.55091115,0.20910645,0.92928578,2.16592200,0.01129745,0.39314572,0.03976848,0.28435269
0.45922961,2.99498143,0.53494698,0.20481709,0.87595897,2.04238956,0.01114127,0.38299617,0.04035617,0.27432289
0.46523262,2.84234299,0.51781533,0.20003254,0.82189733,1.91883533,0.01096923,0.37214829,0.04078238,0.26431415
0.47123562,2.69045553,0.49969233,0.19481666,0.76786707,1.79699762,0.01078559,0.36073478,0.04104142,0.25452120
0.47723862,2.54140560,0.48076536,0.18924059,0.71460486,1.67850856,0.01059539,0.34889484,0.04113158,0.24514186
0.48324162,2.39715917,0.46123101,0.18338221,0.66280246,1.56486786,0.01040442,0.33677257,0.04105552,0.23637337
0.48924462,2.25953504,0.44129316,0.17732554,0.61309373,1.45742260,0.01021914,0.32451546,0.04082045,0.22840890
0.49524762,2.13018396,0.42116094,0.17115997,0.56604429,1.35735294,0.01004657,0.31227271,0.04043816,0.22143406
0.50125063,2.01057320,0.40104671,0.16497932,0.52214393,1.26566334,0.00989422,0.30019355,0.03992493,0.21562342
0.50725363,1.90197556,0.38116377,0.15888064,0.48180161,1.18317857,0.00976994,0.28842529,0.03930118,0.21113727
0.51325663,1.80546218,0.36172381,0.15296283,0.44534299,1.11054372,0.00968174,0.27711117,0.03859107,0.20811835
0.51925963,1.72189810,0.34293411,0.14732489,0.41301017,1.04822735,0.00963762,0.26638800,0.03782179,0.20668877
0.52526263,1.65193981,0.32499433,0.14206409,0.38496328,0.99652693,0.00964538,0.25638362,0.03702284,0.20694703
0.53126563,1.59603421,0.30809307,0.13727378,0.36128367,0.95557568,0.00971237,0.24721419,0.03622512,0.20896528
0.53726863,1.55441835,0.29240418,0.13304117,0.34197821,0.92535032,0.00984529,0.23898139,0.03545994,0.21278682
0.54327164,1.52711987,0.27808293,0.12944493,0.32698454,0.90567912,0.01004999,0.23176978,0.03475805,0.21842384
0.54927464,1.51395806,0.26526222,0.12655293,0.31617685,0.89624999,0.01033116,0.22564425,0.03414854,0.22585570
0.55527764,1.51454581,0.25404900,0.12441992,0.30937201,0.89661845,0.01069221,0.22064784,0.03365789,0.23502756
0.56128064,1.52829275,0.24452094,0.12308556,0.30633587,0.90621561,0.01113503,0.21680007,0.03330903,0.24584973
0.56728364,1.55441033,0.23672380,0.12257267,0.30678971,0.92435632,0.01165980,0.21409578,0.03312051,0.25819760
0.57328664,1.59191915,0.23066937,0.12288590,0.31041660,0.95024770,0.01226493,0.21250480,0.03310582,0.27191243
0.57928964,1.63965954,0.22633437,0.12401090,0.31686788,0.98299867,0.01294688,0.21197232,0.03327287,0.28680290
0.58529265,1.69630558,0.22366036,0.12591401,0.32576961,1.02163049,0.01370021,0.21242018,0.03362363,0.30264763
0.59129565,1.76038328,0.22255466,0.12854258,0.33672914,1.06508910,0.01451748,0.21374899,0.03415402,0.31919850
0.59729865,1.83029309,0.22289252,0.13182584,0.34934183,1.11225910,0.01538940,0.21584104,0.03485393,0.33618495
0.60330165,1.90433679,0.22452029,0.13567654,0.36319793,1.16197992,0.01630490,0.21856407,0.03570749,0.35331903
0.60930465,1.98074862,0.22725980,0.13999301,0.37788967,1.21306398,0.01725129,0.22177555,0.03669350,0.37030127
0.61530765,2.05773019,0.23091362,0.14466192,0.39301858,1.26431681,0.01821453,0.22532759,0.03778604,0.38682708
0.62131066,2.13348851,0.23527118,0.14956142,0.40820284,1.31455882,0.01917946,0.22907208,0.03895528,0.40259371
0.62731366,2.20627613,0.24011548,0.15456473,0.42308485,1.36264840,0.02013015,0.23286605,0.04016830,0.41730741
0.63331666,2.27443244,0.24523022,0.15954397,0.43733854,1.40750556,0.02105023,0.23657690,0.04139016,0.43069071
0.63931966,2.33642463,0.25040705,0.16437411,0.45067657,1.44813565,0.02192333,0.24008743,0.04258490,0.44248953
0.64532266,2.39088705,0.25545261,0.16893696,0.46285695,1.48365218,0.02273341,0.24330034,0.04371668,0.45247993
0.65132566,2.43665755,0.26019525,0.17312497,0.47368908,1.51329813,0.02346525,0.24614206,0.04475083,0.46047430
0.65732866,2.47280937,0.26449095,0.17684480,0.48303879,1.53646467,0.02410482,0.24856583,0.04565490,0.46632664
0.66333167,2.49867716,0.26822829,0.18002037,0.49083226,1.55270671,0.02463965,0.25055372,0.04639965,0.46993699
0.66933467,2.51387622,0.27133233,0.18259547,0.49705857,1.56175451,0.02505925,0.25211760,0.04695994,0.47125457
0.67533767,2.51831386,0.27376699,0.18453562,0.50177060,1.56352065,0.02535536,0.25329901,0.04731539,0.47027967
0.68134067,2.51219223,0.27553612,0.18582919,0.50508432,1.55810220,0.02552226,0.25416783,0.04745108,0.46706419
0.68734367,2.49600236,0.27668288,0.18648783,0.50717613,1.54577750,0.02555691,0.25481981,0.04735785,0.46171073
0.69334667,2.47050939,0.27728766,0.18654589,0.50827836,1.52699791,0.02545912,0.25537302,0.04703260,0.45437021
0.69934967,2.43672925,0.27746451,0.18605921,0.50867294,1.50237426,0.02523155,0.25596339,0.04647828,0.44523821
0.70535268,2.39589750,0.27735623,0.18510303,0.50868329,1.47265882,0.02487967,0.25673939,0.04570377,0.43454994
0.71135568,2.34943139,0.27712829,0.18376918,0.50866454,1.43872293,0.02441163,0.25785608,0.04472351,0.42257410
0.71735868,2.29888619,0.27696185,0.18216276,0.50899252,1.40153134,0.02383804,0.25946886,0.04355698,0.40960581
0.72336168,2.24590748,0.27704612,0.18039825,0.51005155,1.36211395,0.02317168,0.26172692,0.04222809,0.39595869
0.72936468,2.19218088,0.27757036,0.17859532,0.51222159,1.32153590,0.02242713,0.26476688,0.04076434,0.38195654
0.73536768,2.13938095,0.27871597,0.17687448,0.51586510,1.28086707,0.02162039,0.26870674,0.03919593,0.36792461
0.74137069,2.08912107,0.28064871,0.17535270,0.52131393,1.24115198,0.02076835,0.27364040,0.03755485,0.35418098
0.74737369,2.04290586,0.28351168,0.17413918,0.52885687,1.20338104,0.01988838,0.27963302,0.03587384,0.34102810
0.75337669,2.00208780,0.28741902,0.17333142,0.53872815,1.16846410,0.01899778,0.28671732,0.03418543,0.32874484
0.75937969,1.96782937,0.29245086,0.17301175,0.55109743,1.13720706,0.01811328,0.29489108,0.03252095,0.31757937
0.76538269,1.94107186,0.29864939,0.17324444,0.56606158,1.11029220,0.01725061,0.30411589,0.03090966,0.30774284
0.77138569,1.92251183,0.30601652,0.17407347,0.58363865,1.08826284,0.01642402,0.31431719,0.02937792,0.29940433
0.77738869,1.91258563,0.31451285,0.17552100,0.60376428,1.07151250,0.01564593,0.32538558,0.02794852,0.29268699
0.78339170,1.91146241,0.32405820,0.17758668,0.62629070,1.06027889,0.01492658,0.33717948,0.02664009,0.28766565
0.78939470,1.91904554,0.33453362,0.18024774,0.65098846,1.05464261,0.01427382,0.34952883,0.02546671,0.28436580
0.79539770,1.93498209,0.34578461,0.18345976,0.67755087,1.05453054,0.01369294,0.36223980,0.02443769,0.28276408
0.80140070,1.95867979,0.35762557,0.18715828,0.70560096,1.05972338,0.01318660,0.37510029,0.02355745,0.28279024
0.80740370,1.98933062,0.36984523,0.19126095,0.73470087,1.06986710,0.01275485,0.38788595,0.02282559,0.28433039
0.81340670,2.02593993,0.38221282,0.19567026,0.76436322,1.08448768,0.01239525,0.40036655,0.02223720,0.28723148
0.81940970,2.06735996,0.39448468,0.20027670,0.79406415,1.10300837,0.01210304,0.41231233,0.02178315,0.29130690
0.82541271,2.11232638,0.40641119,0.20496219,0.82325753,1.12476902,0.01187144,0.42350021,0.02145064,0.29634286
0.83141571,2.15949649,0.41774366,0.20960373,0.85138980,1.14904651,0.01169192,0.43371955,0.02122380,0.30210543
0.83741871,2.20748778,0.42824098,0.21407700,0.87791502,1.17507570,0.01155464,0.44277724,0.02108440,0.30834794
0.84342171,2.25491553,0.43767579,0.21825993,0.90230935,1.20207017,0.01144884,0.45050208,0.02101252,0.31481842
0.84942471,2.30042822,0.44584007,0.22203603,0.92408475,1.22924213,0.01136325,0.45674818,0.02098740,0.32126699
0.85542771,2.34273987,0.45254982,0.22529742,0.94280117,1.25582094,0.01128655,0.46139743,0.02098814,0.32745274
0.86143072,2.38065831,0.45764895,0.22794743,0.95807705,1.28106967,0.01120775,0.46436099,0.02099443,0.33315004
0.86743372,2.41310896,0.46101213,0.22990279,0.96959769,1.30429963,0.01111661,0.46557982,0.02098726,0.33815395
0.87343672,2.43915358,0.46254664,0.23109525,0.97712133,1.32488236,0.01100398,0.46502432,0.02094948,0.34228476
0.87943972,2.45800405,0.46219329,0.23147277,0.98048293,1.34225909,0.01086203,0.46269325,0.02086629,0.34539138
0.88544272,2.46903107,0.45992632,0.23100008,0.97959554,1.35594780,0.01068452,0.45861199,0.02072564,0.34735364
0.89144572,2.47176827,0.45575256,0.22965890,0.97444947,1.36554780,0.01046695,0.45283033,0.02051850,0.34808347
0.89744872,2.46591203,0.44970976,0.22744758,0.96510941,1.37074222,0.01020655,0.44541992,0.02023897,0.34752509
0.90345173,2.45131771,0.44186433,0.22438042,0.95170985,1.37129855,0.00990240,0.43647163,0.01988435,0.34565410
0.90945473,2.42799288,0.43230862,0.22048665,0.93444898,1.36706767,0.00955523,0.42609273,0.01945500,0.34247593
0.91545773,2.39608826,0.42115781,0.21580914,0.91358158,1.35798160,0.00916740,0.41440427,0.01895421,0.33802344
0.92146073,2.35588700,0.40854655,0.21040291,0.88941113,1.34405034,0.00874262,0.40153853,0.01838787,0.33235416
0.92746373,2.30779291,0.39462558,0.20433351,0.86228150,1.32535809,0.00828581,0.38763667,0.01776414,0.32554716
0.93346673,2.25231817,0.37955822,0.19767535,0.83256855,1.30205900,0.00780276,0.37284665,0.01709307,0.31769967
0.93946973,2.19007079,0.36351704,0.19050994,0.80067182,1.27437267,0.00729993,0.35732125,0.01638616,0.30892384
0.94547274,2.12174214,0.34668057,0.18292422,0.76700662,1.24257952,0.00678414,0.34121641,0.01565591,0.29934339
0.95147574,2.04809466,0.32923024,0.17500884,0.73199647,1.20701583,0.00626231,0.32468959,0.01491541,0.28909064
0.95747874,1.96994975,0.31134757,0.16685659,0.69606615,1.16806878,0.00574122,0.30789827,0.01417787,0.27830357
0.96348174,1.88817569,0.29321148,0.15856081,0.65963536,1.12617096,0.00522731,0.29099846,0.01345630,0.26712328
0.96948474,1.80367564,0.27499593,0.15021391,0.62311288,1.08179457,0.00472648,0.27414325,0.01276308,0.25569164
0.97548774,1.71737537,0.25686776,0.14190601,0.58689134,1.03544508,0.00424395,0.25748126,0.01210972,0.24414916
0.98149075,1.63021079,0.23898478,0.13372357,0.55134256,0.98765418,0.00378418,0.24115508,0.01150655,0.23263313
0.98749375,1.54311513,0.22149403,0.12574820,0.51681333,0.93897212,0.00335079,0.22529965,0.01096257,0.22127581
0.99349675,1.45700575,0.20453041,0.11805550,0.48362175,0.88995933,0.00294656,0.21004069,0.01048523,0.21020289
0.99949975,1.37277093,0.18821537,0.11071405,0.45205402,0.84117748,0.00257344,0.19549305,0.01008038,0.19953198
1.00550275,1.29125653,0.17265604,0.10378453,0.42236179,0.79318011,0.00223261,0.18175929,0.00975217,0.18937123
1.01150575,1.21325313,0.15794449,0.09731892,0.39476007,0.74650306,0.00192454,0.16892832,0.00950305,0.17981807
1.01750875,1.13948394,0.14415728,0.09135997,0.36942578,0.70165495,0.00164909,0.15707437,0.00933380,0.17095809
1.02351176,1.07059388,0.13135538,0.08594080,0.34649696,0.65910816,0.00140565,0.14625616,0.00924358,0.16286412
1.02951476,1.00714039,0.11958429,0.08108473,0.32607277,0.61929050,0.00119319,0.13651654,0.00923005,0.15559547
1.03551776,0.94958629,0.10887451,0.07680534,0.30821432,0.58257808,0.00101046,0.12788248,0.00928952,0.14919753
1.04152076,0.89829524,0.09924231,0.07310677,0.29294632,0.54928958,0.00085606,0.12036541,0.00941707,0.14370161
1.04752376,0.85352987,0.09069071,0.06998427,0.28025952,0.51968228,0.00072855,0.11396213,0.00960679,0.13912524
1.05352676,0.81545287,0.08321081,0.06742493,0.27011406,0.49394998,0.00062660,0.10865592,0.00985199,0.13547272
1.05952976,0.78413109,0.07678325,0.06540865,0.26244337,0.47222302,0.00054905,0.10441807,0.01014543,0.13273611
1.06553277,0.75954229,0.07137989,0.06390925,0.25715880,0.45457029,0.00049501,0.10120967,0.01047961,0.13089662
1.07153577,0.74158451,0.06696557,0.06289568,0.25415451,0.44100322,0.00046393,0.09898345,0.01084698,0.12992614
1.07753877,0.73008736,0.06349993,0.06233336,0.25331266,0.43148157,0.00045566,0.09768573,0.01124020,0.12978916
1.08354177,0.72482490,0.06093917,0.06218538,0.25450849,0.42592065,0.00047049,0.09725830,0.01165242,0.13044470
1.08954477,0.72552922,0.05923785,0.06241379,0.25761516,0.42419962,0.00050919,0.09764011,0.01207746,0.13184827
1.09554777,0.73190419,0.05835033,0.06298069,0.26250806,0.42617059,0.00057301,0.09876869,0.01250997,0.13395378
1.10155078,0.74363858,0.05823219,0.06384913,0.26906838,0.43166776,0.00066370,0.10058125,0.01294560,0.13671514
1.10755378,0.76041786,0.05884126,0.06498384,0.27718579,0.44051644,0.00078347,0.10301537,0.01338108,0.14008766
1.11355678,0.78193412,0.06013838,0.06635171,0.28675997,0.45254125,0.00093497,0.10600934,0.01381422,0.14402890
1.11955978,0.80789360,0.06208788,0.06792199,0.29770113,0.46757321,0.00112124,0.10950203,0.01424387,0.14849916
1.12556278,0.83802146,0.06465758,0.06966624,0.30992926,0.48545525,0.00134560,0.11343246,0.01466988,0.15346145
1.13156578,0.87206371,0.06781860,0.07155807,0.32337231,0.50604606,0.00161162,0.11773910,0.01509290,0.15888094
1.13756878,0.90978617,0.07154476,0.07357268,0.33796336,0.52922181,0.00192295,0.12235892,0.01551421,0.16472400
1.14357179,0.95097078,0.07581173,0.07568621,0.35363708,0.55487602,0.00228326,0.12722648,0.01593549,0.17095691
1.14957479,0.99540962,0.08059595,0.07787509,0.37032547,0.58291740,0.00269602,0.13227297,0.01635861,0.17754423
1.15557779,1.04289704,0.08587342,0.08011532,0.38795346,0.61326590,0.00316441,0.13742549,0.01678530,0.18444714
1.16158079,1.09322069,0.09161834,0.08238180,0.40643445,0.64584730,0.00369112,0.14260660,0.01721702,0.19162177
1.16758379,1.14615214,0.09780184,0.08464781,0.42566624,0.68058674,0.00427821,0.14773427,0.01765466,0.19901769
1.17358679,1.20143776,0.10439068,0.08688466,0.44552757,0.71740153,0.00492693,0.15272228,0.01809845,0.20657674
1.17958979,1.25879071,0.11134626,0.08906152,0.46587561,0.75619386,0.00563756,0.15748115,0.01854780,0.21423232
1.18559280,1.31788468,0.11862375,0.09114558,0.48654462,0.79684386,0.00640930,0.16191948,0.01900127,0.22190924
1.19159580,1.37835005,0.12617155,0.09310236,0.50734594,0.83920356,0.00724012,0.16594591,0.01945663,0.22952410
1.19759880,1.43977275,0.13393117,0.09489640,0.52806935,0.88309221,0.00812671,0.16947127,0.01991092,0.23698648
1.20360180,1.50169634,0.14183744,0.09649203,0.54848605,0.92829336,0.00906442,0.17241122,0.02036062,0.24420059
1.20960480,1.56362716,0.14981913,0.09785444,0.56835285,0.97455394,0.01004725,0.17468888,0.02080184,0.25106760
1.21560780,1.62504264,0.15779999,0.09895080,0.58741778,1.02158559,0.01106791,0.17623754,0.02123063,0.25748849
1.22161081,1.68540242,0.16570015,0.09975149,0.60542671,1.06906832,0.01211790,0.17700324,0.02164320,0.26336712
1.22761381,1.74416173,0.17343782,0.10023125,0.62213071,1.11665631,0.01318767,0.17694700,0.02203626,0.26861370
1.23361681,1.80078657,0.18093126,0.10037031,0.63729397,1.16398574,0.01426676,0.17604666,0.02240722,0.27314812
1.23961981,1.85476989,0.18810092,0.10015535,0.65070177,1.21068421,0.01534406,0.17429815,0.02275451,0.27690337
1.24562281,1.90564801,0.19487166,0.09958024,0.66216823,1.25638151,0.01640807,0.17171615,0.02307771,0.27982846
1.25162581,1.95301651,0.20117493,0.09864656,0.67154348,1.30072102,0.01744716,0.16833408,0.02337770,0.28189112
1.25762881,1.99654482,0.20695088,0.09736387,0.67871988,1.34337133,0.01844986,0.16420340,0.02365672,0.28307980
1.26363182,2.03598879,0.21215020,0.09574961,0.68363706,1.38403750,0.01940516,0.15939232,0.02391834,0.28340513
1.26963482,2.07120079,0.21673574,0.09382882,0.68628546,1.42247145,0.02030280,0.15398383,0.02416738,0.28290065
1.27563782,2.10213672,0.22068371,0.09163355,0.68670833,1.45848094,0.02113351,0.14807342,0.02440975,0.28162281
1.28164082,2.12885990,0.22398452,0.08920211,0.68500203,1.49193685,0.02188924,0.14176627,0.02465222,0.27965033
1.28764382,2.15154155,0.22664312,0.08657801,0.68131464,1.52277839,0.02256335,0.13517436,0.02490217,0.27708288
1.29364682,2.17045804,0.22867895,0.08380897,0.67584290,1.55101612,0.02315074,0.12841342,0.02516731,0.27403916
1.29964982,2.18598512,0.23012539,0.08094564,0.66882780,1.57673266,0.02364792,0.12159993,0.02545541,0.27065458
1.30565283,2.19858946,0.23102888,0.07804047,0.66054871,1.60008119,0.02405304,0.11484836,0.02577401,0.26707849
1.31165583,2.20881798,0.23144755,0.07514649,0.65131668,1.62128186,0.02436585,0.10826863,0.02613023,0.26347124
1.31765883,2.21728536,0.23144965,0.07231624,0.64146683,1.64061631,0.02458764,0.10196389,0.02653062,0.26000104
1.32366183,2.22466045,0.23111172,0.06960071,0.63135037,1.65842066,0.02472107,0.09602878,0.02698101,0.25684077
1.32966483,2.23165187,0.23051653,0.06704847,0.62132646,1.67507715,0.02477002,0.09054806,0.02748653,0.25416491
1.33566783,2.23899333,0.22975099,0.06470490,0.61175415,1.69100489,0.02473940,0.08559569,0.02805169,0.25214649
1.34167084,2.24742916,0.22890401,0.06261153,0.60298475,1.70664986,0.02463492,0.08123430,0.02868046,0.25095429
1.34767384,2.25770004,0.22806444,0.06080563,0.59535473,1.72247461,0.02446287,0.07751500,0.02937652,0.25075016
1.35367684,2.27052947,0.22731902,0.05931972,0.58917942,1.73894766,0.02422984,0.07447754,0.03014348,0.25168658
1.35967984,2.28661081,0.22675054,0.05818142,0.58474751,1.75653302,0.02394259,0.07215066,0.03098513,0.25390440
1.36568284,2.30659507,0.22643614,0.05741320,0.58231657,1.77567976,0.02360776,0.07055268,0.03190574,0.25753075
1.37168584,2.33107927,0.22644583,0.05703236,0.58210940,1.79681182,0.02323174,0.06969214,0.03291025,0.26267712
1.37768884,2.36059544,0.22684114,0.05705091,0.58431133,1.82031813,0.02282051,0.06956853,0.03400449,0.26943754
1.38369185,2.39560016,0.22767404,0.05747567,0.58906843,1.84654305,0.02237951,0.07017309,0.03519524,0.27788688
1.38969485,2.43646450,0.22898603,0.05830826,0.59648636,1.87577726,0.02191359,0.07148951,0.03649023,0.28807918
1.39569785,2.48346445,0.23080738,0.05954521,0.60662993,1.90824910,0.02142694,0.07349462,0.03789801,0.30004618
1.40170085,2.53677188,0.23315662,0.06117803,0.61952317,1.94411662,0.02092309,0.07615907,0.03942772,0.31379580
1.40770385,2.59644619,0.23604011,0.06319333,0.63514985,1.98346035,0.02040492,0.07944791,0.04108864,0.32931082
1.41370685,2.66242680,0.23945182,0.06557298,0.65345417,2.02627705,0.01987473,0.08332110,0.04288975,0.34654770
1.41970985,2.73452691,0.24337324,0.06829425,0.67434183,2.07247475,0.01933429,0.08773401,0.04483908,0.36543560
1.42571286,2.81242870,0.24777340,0.07133002,0.69768112,2.12186920,0.01878495,0.09263790,0.04694303,0.38587565
1.43171586,2.89568052,0.25260911,0.07464899,0.72330413,2.17418210,0.01822770,0.09798030,0.04920565,0.40774060
1.43771886,2.98369639,0.25782533,0.07821593,0.75100796,2.22904135,0.01766333,0.10370544,0.05162788,0.43087483
1.44372186,3.07575817,0.26335565,0.08199202,0.78055612,2.28598352,0.01709247,0.10975469,0.05420688,0.45509492
1.44972486,3.17102077,0.26912305,0.08593517,0.81167984,2.34445865,0.01651575,0.11606695,0.05693536,0.48019070
1.45572786,3.26852061,0.27504080,0.09000039,0.84407966,2.40383768,0.01593382,0.12257906,0.05980113,0.50592697
1.46173087,3.36718746,0.28101360,0.09414027,0.87742713,2.46342219,0.01534747,0.12922627,0.06278673,0.53204580
1.46773387,3.46585967,0.28693889,0.09830542,0.91136682,2.52245669,0.01475768,0.13594266,0.06586930,0.55826953
1.47373687,3.56330266,0.29270847,0.10244505,0.94551874,2.58014297,0.01416561,0.14266163,0.06902066,0.58430446
1.47973987,3.65823033,0.29821029,0.10650749,0.97948123,2.63565629,0.01357266,0.14931639,0.07220760,0.60984510
1.48574287,3.74932896,0.30333040,0.11044086,1.01283446,2.68816302,0.01298043,0.15584042,0.07539247,0.63457899
1.49174587,3.83528306,0.30795521,0.11419367,1.04514459,2.73683918,0.01239073,0.16216806,0.07853387,0.65819208
1.49774887,3.91480236,0.31197374,0.11771560,1.07596873,2.78088917,0.01180552,0.16823500,0.08158770,0.68037438
1.50375188,3.98664924,0.31528008,0.12095813,1.10486066,2.81956431,0.01122685,0.17397891,0.08450824,0.70082586
1.50975488,4.04966567,0.31777580,0.12387534,1.13137735,2.85218029,0.01065682,0.17933998,0.08724941,0.71926246
1.51575788,4.10279873,0.31937237,0.12642465,1.15508630,2.87813302,0.01009751,0.18426160,0.08976611,0.73542196
1.52176088,4.14512390,0.31999339,0.12856754,1.17557343,2.89691233,0.00955093,0.18869097,0.09201550,0.74906954
1.52776388,4.17586532,0.31957667,0.13027031,1.19245152,2.90811289,0.00901894,0.19257978,0.09395835,0.76000295
1.53376688,4.19441211,0.31807599,0.13150470,1.20536897,2.91144206,0.00850323,0.19588486,0.09556014,0.76805694
1.53976988,4.20033044,0.31546250,0.13224856,1.21401848,2.90672440,0.00800524,0.19856881,0.09679209,0.77310695
1.54577289,4.19337065,0.31172567,0.13248630,1.21814546,2.89390265,0.00752618,0.20060063,0.09763197,0.77507185
1.55177589,4.17346947,0.30687373,0.13220933,1.21755583,2.87303524,0.00706695,0.20195624,0.09806464,0.77391559
1.55777889,4.14074707,0.30093371,0.13141634,1.21212275,2.84429061,0.00662821,0.20261893,0.09808237,0.76964775
1.56378189,4.09549939,0.29395074,0.13011334,1.20179206,2.80793861,0.00621031,0.20257975,0.09768485,0.76232296
1.56978489,4.03818597,0.28598704,0.12831368,1.18658596,2.76433937,0.00581336,0.20183767,0.09687896,0.75203913
1.57578789,3.96941406,0.27712027,0.12603774,1.16660489,2.71393047,0.00543723,0.20039965,0.09567832,0.73893461
1.58179090,3.88991962,0.26744153,0.12331252,1.14202710,2.65721280,0.00508157,0.19828057,0.09410260,0.72318444
1.58779390,3.80054624,0.25705302,0.12017108,1.11310615,2.59473597,0.00474590,0.19550290,0.09217669,0.70499563
1.59379690,3.70222282,0.24606538,0.11665171,1.08016608,2.52708389,0.00442956,0.19209626,0.08992972,0.68460192
1.59979990,3.59594103,0.23459494,0.11279711,1.04359453,2.45486121,0.00413183,0.18809683,0.08739409,0.66225798
1.60580290,3.48273344,0.22276091,0.10865330,1.00383384,2.37868115,0.00385190,0.18354658,0.08460438,0.63823336
1.61180590,3.36365330,0.21068262,0.10426864,0.96137073,2.29915516,0.00358896,0.17849245,0.08159641,0.61280650
1.61780890,3.23975636,0.19847695,0.09969265,0.91672464,2.21688475,0.00334216,0.17298534,0.07840630,0.58625880
1.62381191,3.11208566,0.18625604,0.09497496,0.87043546,2.13245572,0.00311071,0.16707921,0.07506968,0.55886914
