energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.91595798,7.11712162,-11.12516019,0.59696984,-1.26278354,1.86260116,-1.98506173,0.07589041,-0.12029786,0.41097280,-0.78187289,3.08619351,-4.71269665,0.78531634,-1.02922801,0.04063803,-0.08817208,2.63769345,-4.39686926
-5.90995498,7.19820326,-10.95389108,0.60365531,-1.25597865,1.92387530,-1.99297989,0.07828954,-0.11641522,0.40825828,-0.76787027,3.07769006,-4.65266251,0.78800013,-0.99981868,0.04001296,-0.08602805,2.66910501,-4.33284640
-5.90395198,7.29418592,-10.77867527,0.61192891,-1.24654801,1.98641408,-2.00460999,0.08077440,-0.11256885,0.40606902,-0.75242657,3.07694736,-4.58523240,0.79259670,-0.96969189,0.03958846,-0.08378848,2.70689868,-4.26714984
-5.89794897,7.40045644,-10.60297288,0.62137346,-1.23472336,2.04894602,-2.02040282,0.08326411,-0.10883208,0.40415234,-0.73578807,3.08263089,-4.51182965,0.79853971,-0.93930726,0.03933681,-0.08148264,2.74939669,-4.20105232
-5.89194597,7.51221851,-10.42996599,0.63154622,-1.22074215,2.11016952,-2.04067894,0.08567818,-0.10527323,0.40225685,-0.71821098,3.09324973,-4.43385361,0.80526312,-0.90910409,0.03922901,-0.07913956,2.79482661,-4.13571199
-5.88594297,7.62465012,-10.26246197,0.64199531,-1.20483826,2.16879250,-2.06561203,0.08793875,-0.10195370,0.40014258,-0.69995436,3.10722139,-4.35263670,0.81221900,-0.87949088,0.03923574,-0.07678746,2.84137914,-4.07213631
-5.87993997,7.73306098,-10.10281133,0.65227663,-1.18723370,2.22357182,-2.09521662,0.08997276,-0.09892624,0.39759047,-0.68127311,3.12293958,-4.26940576,0.81889438,-0.85083620,0.03932831,-0.07445318,2.88726730,-4.01115218
-5.87393697,7.83304367,-9.95284323,0.66197062,-1.16813172,2.27335110,-2.12934112,0.09171393,-0.09623369,0.39441086,-0.66241119,3.13884156,-4.18524927,0.82482642,-0.82346089,0.03947948,-0.07216172,2.93078447,-3.95338336
-5.86793397,7.92061224,-9.81382128,0.67069805,-1.14771171,2.31709529,-2.16766627,0.09310444,-0.09390790,0.39045052,-0.64359537,3.15347209,-4.10109183,0.82961534,-0.79763203,0.03966420,-0.06993581,2.97035915,-3.89923626
-5.86193097,7.99232279,-9.68642107,0.67813415,-1.12612603,2.35392060,-2.20970944,0.09409633,-0.09196911,0.38559794,-0.62502964,3.16554091,-4.01767698,0.83293469,-0.77355853,0.03986013,-0.06779558,3.00460385,-3.84889460
-5.85592796,8.04537115,-9.57073024,0.68402045,-1.10349896,2.38311874,-2.25483452,0.09465258,-0.09042570,0.37978670,-0.60689049,3.17397115,-3.93555881,0.83453853,-0.75138868,0.04004812,-0.06575825,3.03235653,-3.80232310
-5.84992496,8.07766393,-9.46627059,0.68817379,-1.07992773,2.40417437,-2.30226733,0.09474772,-0.08927421,0.37299678,-0.58932329,3.17793660,-3.85510265,0.83426539,-0.73120942,0.04021241,-0.06383795,3.05271256,-3.75927996
-5.84392196,8.08786081,-9.37204117,0.69049206,-1.05548540,2.41677537,-2.35111594,0.09436818,-0.08849981,0.36525373,-0.57243968,3.17688630,-3.77649449,0.83203882,-0.71304750,0.04034077,-0.06204559,3.06504629,-3.71933739
-5.83791896,8.07538663,-9.28658007,0.69095643,-1.03022548,2.42081557,-2.40039522,0.09351219,-0.08807699,0.35662591,-0.55631629,3.17055545,-3.69975851,0.82786471,-0.69687224,0.04042444,-0.06038881,3.06902137,-3.68190928
-5.83191596,8.04041411,-9.20804219,0.68963003,-1.00418785,2.41639020,-2.44905486,0.09218929,-0.08797060,0.34721990,-0.54099463,3.15896281,-3.62478143,0.82182560,-0.68259991,0.04045799,-0.05887202,3.06458974,-3.64628466
-5.82591296,7.98381849,-9.13428958,0.68665308,-0.97740560,2.40378436,-2.49600978,0.09041965,-0.08813703,0.33717443,-0.52648223,3.14239480,-3.55134252,0.81407223,-0.67009942,0.04043903,-0.05749647,3.05197959,-3.61166540
-5.81990995,7.90710749,-9.06299053,0.68223486,-0.94991239,2.38345539,-2.54017200,0.08823298,-0.08852567,0.32665299,-0.51275495,3.12137784,-3.47914744,0.80481292,-0.65919927,0.04036788,-0.05626047,3.03167321,-3.57720651
-5.81390695,7.81233030,-8.99172349,0.67664282,-0.92174979,2.35601009,-2.58048269,0.08566730,-0.08908046,0.31583588,-0.49976035,3.09664053,-3.40786414,0.79430125,-0.64969543,0.04024709,-0.05515955,3.00437599,-3.54205736
-5.80790395,7.70197057,-8.91808159,0.67018943,-0.89297426,2.32217797,-2.61594359,0.08276749,-0.08974156,0.30491164,-0.48742199,3.06906815,-3.33715909,0.78282265,-0.64135986,0.04008107,-0.05418683,2.97097821,-3.50540208
-5.80190095,7.57882888,-8.83977413,0.66321748,-0.86366332,2.28278189,-2.64564640,0.07958379,-0.09044709,0.29406875,-0.47564451,3.03965195,-3.26673197,0.77068053,-0.63394958,0.03987555,-0.05333331,2.93251160,-3.46649755
-5.79589795,7.44589998,-8.75472101,0.65608441,-0.83392057,2.23870748,-2.66879950,0.07617022,-0.09113487,0.28348768,-0.46431927,3.00943607,-3.19634722,0.75818257,-0.62721587,0.03963715,-0.05258828,2.89010274,-3.42470761
-5.78989495,7.30625080,-8.66113726,0.64914656,-0.80387935,2.19087254,-2.68475097,0.07258299,-0.09174413,0.27333379,-0.45333031,2.97946503,-3.12586101,0.74562769,-0.62091336,0.03937291,-0.05193976,2.84492546,-3.37953221
-5.78389195,7.16290404,-8.55760448,0.64274396,-0.77370482,2.14019788,-2.69300716,0.06887902,-0.09221718,0.26375140,-0.44256049,2.95073420,-3.05524263,0.73329435,-0.61480871,0.03908996,-0.05137490,2.79815424,-3.33063056
-5.77788894,7.01873226,-8.44312727,0.63718635,-0.74359440,2.08758053,-2.69324641,0.06511448,-0.09250094,0.25485919,-0.43189745,2.92414593,-2.98458919,0.72143037,-0.60868872,0.03879509,-0.05088043,2.75092061,-3.27783757
-5.77188594,6.87636633,-8.31717289,0.63274103,-0.71377655,2.03387038,-2.68532734,0.06134356,-0.09254835,0.24674717,-0.42123921,2.90047305,-2.91413354,0.71024491,-0.60236739,0.03849454,-0.05044317,2.70427417,-3.22117319
-5.76588294,6.73812097,-8.17969305,0.62962302,-0.68450801,1.97985082,-2.66929159,0.05761727,-0.09231962,0.23947521,-0.41049931,2.88033136,-2.84424491,0.69990249,-0.59569194,0.03819374,-0.05005037,2.65914959,-3.16084436
-5.75987994,6.60593959,-8.03112759,0.62798782,-0.65606951,1.92622392,-2.64536100,0.05398254,-0.09178324,0.23307316,-0.39961102,2.86416189,-2.77542264,0.69051945,-0.58854731,0.03789721,-0.04969010,2.61634058,-3.09723992
-5.75387694,6.48135907,-7.87239017,0.62792691,-0.62876032,1.87360036,-2.61392923,0.05048139,-0.09091673,0.22754238,-0.38853081,2.85222326,-2.70828343,0.68216267,-0.58085925,0.03760841,-0.04935163,2.57648134,-3.03091845
-5.74787394,6.36549450,-7.70483667,0.62946618,-0.60289166,1.82249392,-2.57554829,0.04715037,-0.08970718,0.22285869,-0.37724060,2.84459378,-2.64354275,0.67485053,-0.57259566,0.03732978,-0.04902563,2.54003583,-2.96258996
-5.74187094,6.25904263,-7.53021783,0.63256707,-0.57877933,1.77332050,-2.53091040,0.04402015,-0.08815143,0.21897622,-0.36574904,2.84118246,-2.58199148,0.66855584,-0.56376625,0.03706275,-0.04870437,2.50729454,-2.89309192
-5.73586793,6.16230224,-7.35061781,0.63713014,-0.55673586,1.72640093,-2.48082575,0.04111522,-0.08625606,0.21583214,-0.35409150,2.84174753,-2.52446867,0.66321060,-0.55442048,0.03680781,-0.04838181,2.47837837,-2.82336058
-5.72986493,6.07520883,-7.16838100,0.64300094,-0.53706218,1.68196724,-2.42619715,0.03845389,-0.08403697,0.21335182,-0.34232902,2.84592084,-2.47183173,0.65871212,-0.54464389,0.03656466,-0.04805364,2.45324872,-2.75439867
-5.72386193,5.99738058,-6.98602976,0.64997762,-0.52003936,1.64017139,-2.36799218,0.03604832,-0.08151873,0.21145419,-0.33054608,2.85323613,-2.42492525,0.65493031,-0.53455291,0.03633232,-0.04771716,2.43172287,-2.68724057
-5.71785893,5.92817233,-6.80617614,0.65781985,-0.50592039,1.60109593,-2.30721408,0.03390472,-0.07873370,0.21005690,-0.31884750,2.86315920,-2.38454963,0.65171561,-0.52428853,0.03610930,-0.04737115,2.41349352,-2.62291607
-5.71185593,5.86673435,-6.63143061,0.66625867,-0.49492242,1.56476557,-2.24487226,0.03202377,-0.07572080,0.20908113,-0.30735446,2.87511788,-2.35143078,0.64890731,-0.51400888,0.03589377,-0.04701565,2.39815115,-2.56241418
-5.70585293,5.81207246,-6.46431118,0.67500670,-0.48721942,1.53115910,-2.18195356,0.03040100,-0.07252420,0.20845567,-0.29619986,2.88852997,-2.32619190,0.64634190,-0.50388121,0.03568375,-0.04665167,2.38520821,-2.50664792
-5.69984992,5.76310688,-6.30715629,0.68376842,-0.48293569,1.50022078,-2.11939523,0.02902739,-0.06919181,0.20812023,-0.28552328,2.90282766,-2.30932846,0.64386107,-0.49407361,0.03547723,-0.04628088,2.37412378,-2.45642165
-5.69384692,5.71872722,-6.16204437,0.69225003,-0.48214021,1.47187084,-2.05806057,0.02789002,-0.06577367,0.20802780,-0.27546571,2.91747716,-2.30118712,0.64131920,-0.48474680,0.03527235,-0.04590531,2.36432788,-2.41240172
-5.68784392,5.67784157,-6.03072322,0.70016859,-0.48484207,1.44601443,-1.99871810,0.02697277,-0.06232034,0.20814596,-0.26616420,2.93199272,-2.30194927,0.63859002,-0.47604632,0.03506751,-0.04552699,2.35524435,-2.37509181
-5.68184092,5.63941859,-5.91455147,0.70726028,-0.49098710,1.42254893,-1.94202488,0.02625711,-0.05888129,0.20845721,-0.25774677,2.94594486,-2.31161970,0.63557237,-0.46809562,0.03486146,-0.04514766,2.34631189,-2.34481354
-5.67583792,5.60252153,-5.81445430,0.71328759,-0.50045594,1.40136942,-1.88851446,0.02572290,-0.05550342,0.20895845,-0.25032767,2.95896293,-2.33002068,0.63219491,-0.46099013,0.03465343,-0.04476857,2.33700248,-2.32169328
-5.66983492,5.56633417,-5.73089486,0.71804523,-0.51306341,1.38237225,-1.83858971,0.02534921,-0.05222968,0.20965950,-0.24400319,2.97073246,-2.35679147,0.62841966,-0.45479281,0.03444314,-0.04439019,2.32683709,-2.30565541
-5.66383192,5.53017881,-5.66386198,0.72136482,-0.52855964,1.36545703,-1.79252056,0.02511519,-0.04909791,0.21058117,-0.23884812,2.98098842,-2.39139319,0.62424442,-0.44953108,0.03423086,-0.04401219,2.31539841,-2.29642245
-5.65782891,5.49352700,-5.61287455,0.72311842,-0.54663273,1.35052713,-1.75044646,0.02500079,-0.04613993,0.21175273,-0.23491302,2.98950546,-2.43311868,0.61970410,-0.44519551,0.03401744,-0.04363327,2.30234064,-2.29352193
-5.65182591,5.45600394,-5.57700188,0.72322074,-0.56691309,1.33748917,-1.71238319,0.02498760,-0.04338087,0.21320926,-0.23222229,2.99608647,-2.48110690,0.61487092,-0.44174008,0.03380430,-0.04325129,2.28739648,-2.29629978
-5.64582291,5.41738747,-5.55489884,0.72163029,-0.58897948,1.32625172,-1.67823333,0.02505947,-0.04083877,0.21498888,-0.23077317,3.00055101,-2.53436123,0.60985345,-0.43908406,0.03359344,-0.04286327,2.27038141,-2.30393963
-5.63981991,5.37760307,-5.54485419,0.71834951,-0.61236663,1.31672376,-1.64779978,0.02520314,-0.03852447,0.21713018,-0.23053548,3.00272475,-2.59177096,0.60479483,-0.43711536,0.03338740,-0.04246557,2.25119555,-2.31548743
-5.63381691,5.33671554,-5.54484967,0.71342381,-0.63657428,1.30881304,-1.62080151,0.02540869,-0.03644179,0.21966993,-0.23145233,3.00243122,-2.65213515,0.59986983,-0.43569512,0.03318928,-0.04205408,2.22982333,-2.32988032
-5.62781391,5.29491855,-5.55262763,0.70693990,-0.66107761,1.30242481,-1.59689064,0.02566989,-0.03458791,0.22264124,-0.23344144,2.99948670,-2.71418811,0.59528114,-0.43466340,0.03300266,-0.04162442,2.20633120,-2.34597872
-5.62181091,5.25252272,-5.56576409,0.69902319,-0.68533862,1.29746109,-1.57567003,0.02598440,-0.03295403,0.22607222,-0.23639730,2.99369891,-2.77662557,0.59125471,-0.43384557,0.03283164,-0.04117223,2.18086361,-2.36260051
-5.61580790,5.20994262,-5.58174478,0.68983456,-0.70881834,1.29382048,-1.55671074,0.02635384,-0.03152614,0.22998511,-0.24019376,2.98486965,-2.83813102,0.58803440,-0.43305920,0.03268075,-0.04069333,2.15363739,-2.37855596
-5.60980490,5.16768312,-5.59804117,0.67956647,-0.73098940,1.29139880,-1.53956849,0.02678362,-0.03028595,0.23439599,-0.24468730,2.97280127,-2.89740132,0.58587576,-0.43212107,0.03255494,-0.04018402,2.12493478,-2.39268237
-5.60380190,5.12632513,-5.61218415,0.66843851,-0.75134866,1.29009025,-1.52379884,0.02728268,-0.02921195,0.23931482,-0.24972048,2.95730661,-2.95317115,0.58503931,-0.43085407,0.03245958,-0.03964122,2.09509526,-2.40387705
-5.59779890,5.08651078,-5.62183297,0.65669251,-0.76942951,1.28978919,-1.50897060,0.02786308,-0.02828043,0.24474594,-0.25512590,2.93822153,-3.00423589,0.58578314,-0.42909375,0.03240039,-0.03906268,2.06450629,-2.41112790
-5.59179590,5.04892793,-5.62483760,0.64458727,-0.78481335,1.29039223,-1.49467727,0.02853937,-0.02746655,0.25068867,-0.26073017,2.91541915,-3.04947256,0.58835523,-0.42669414,0.03238346,-0.03844706,2.03359312,-2.41354030
-5.58579290,5.01429388,-5.61929323,0.63239303,-0.79714005,1.29180064,-1.48054658,0.02932794,-0.02674534,0.25713804,-0.26635806,2.88882462,-3.08785866,0.59298541,-0.42353288,0.03241518,-0.03779406,2.00280803,-2.41036004
-5.57978989,4.98333851,-5.60358561,0.62038580,-0.80611681,1.29392264,-1.46624813,0.03024616,-0.02609263,0.26408544,-0.27183667,2.85842942,-3.11848874,0.59987743,-0.41951529,0.03250226,-0.03710444,1.97261902,-2.40099142
-5.57378689,4.95678663,-5.57642686,0.60884165,-0.81152537,1.29667565,-1.45149931,0.03131155,-0.02548580,0.27151913,-0.27699946,2.82430386,-3.14058887,0.60920111,-0.41457743,0.03265168,-0.03638004,1.94349835,-2.38501039
-5.56778389,4.93534007,-5.53688150,0.59803115,-0.81322718,1.29998822,-1.43606984,0.03254083,-0.02490455,0.27942449,-0.28169015,2.78660703,-3.15352877,0.62108503,-0.40868810,0.03287073,-0.03562378,1.91591125,-2.36217255
-5.56178089,4.91965980,-5.48438272,0.58821407,-0.81116644,1.30380158,-1.41978512,0.03394901,-0.02433134,0.28778390,-0.28576637,2.74559332,-3.15683194,0.63560998,-0.40184965,0.03316698,-0.03483962,1.89030503,-2.33241617
-5.55577789,4.91034862,-5.41873944,0.57963437,-0.80537093,1.30807086,-1.40252866,0.03554849,-0.02375181,0.29657632,-0.28910303,2.70161484,-3.15018355,0.65280340,-0.39409787,0.03354834,-0.03403257,1.86709910,-2.29586032
-5.54977489,4.90793499,-5.34013464,0.57251585,-0.79595072,1.31276582,-1.38424381,0.03734825,-0.02315497,0.30577659,-0.29159523,2.65511976,-3.13343640,0.67263519,-0.38550072,0.03402301,-0.03320860,1.84667600,-2.25279863
-5.54377189,4.91285873,-5.24911578,0.56705824,-0.78309475,1.31787119,-1.36493495,0.03935307,-0.02253336,0.31535439,-0.29316077,2.60664615,-3.10661460,0.69501503,-0.37615636,0.03459963,-0.03237464,1.82937395,-2.20368905
-5.53776888,4.92545914,-5.14657795,0.56343403,-0.76706552,1.32338676,-1.34466808,0.04156297,-0.02188294,0.32527305,-0.29374214,2.55681193,-3.06991507,0.71979152,-0.36619024,0.03528721,-0.03153860,1.81548094,-2.14914026
-5.53176588,4.94596602,-5.03374066,0.56178601,-0.74819216,1.32932704,-1.32357086,0.04397276,-0.02120300,0.33548837,-0.29330792,2.50630116,-3.02370671,0.74675306,-0.35575168,0.03609523,-0.03070929,1.80523067,-2.08989517
-5.52576288,4.97449386,-4.91211903,0.56222546,-0.72686211,1.33572070,-1.30183191,0.04657173,-0.02049592,0.34594742,-0.29185356,2.45584731,-2.96852688,0.77563085,-0.34500985,0.03703364,-0.02989653,1.79880017,-2.02681229
-5.51975988,5.01103945,-4.78348998,0.56483108,-0.70351169,1.34260962,-1.27969921,0.04934362,-0.01976689,0.35658755,-0.28940148,2.40621434,-2.90507514,0.80610358,-0.33414944,0.03811286,-0.02911109,1.79630913,-1.96084533
-5.51375688,5.05548246,-4.64985438,0.56964846,-0.67861602,1.35004767,-1.25747731,0.05226667,-0.01902360,0.36733578,-0.28600056,2.35817634,-2.83420400,0.83780405,-0.32336607,0.03934372,-0.02836474,1.79782080,-1.89302184
-5.50775388,5.10758885,-4.51339547,0.57669015,-0.65267848,1.35809888,-1.23552321,0.05531399,-0.01827588,0.37810856,-0.28172491,2.31249657,-2.75690639,0.87032721,-0.31286159,0.04073739,-0.02767029,1.80334394,-1.82442118
-5.50175088,5.16701640,-4.37643453,0.58593616,-0.62622011,1.36683512,-1.21424061,0.05845399,-0.01753539,0.38881200,-0.27667197,2.26990665,-2.67430001,0.90323957,-0.30283940,0.04230512,-0.02704159,1.81283568,-1.75615234
-5.49574787,5.23332149,-4.24138433,0.59733477,-0.59976918,1.37633298,-1.19407257,0.06165107,-0.01681526,0.39934273,-0.27096006,2.23108672,-2.58760833,0.93608942,-0.29349993,0.04405808,-0.02649350,1.82620485,-1.68933218
-5.48974487,5.30596652,-4.11070109,0.61080361,-0.57385115,1.38666981,-1.17549228,0.06486643,-0.01612985,0.40958922,-0.26472535,2.19664718,-2.49813859,0.96841760,-0.28503630,0.04600690,-0.02604192,1.84331520,-1.62506417
-5.48374187,5.38432693,-3.98683573,0.62623103,-0.54897931,1.39791884,-1.15899238,0.06805896,-0.01549445,0.41943369,-0.25811840,2.16711258,-2.40725701,0.99976839,-0.27763038,0.04816128,-0.02570365,1.86398846,-1.56441821
-5.47773887,5.46769740,-3.87218543,0.64347747,-0.52564608,1.41014320,-1.14507268,0.07118625,-0.01492513,0.42875445,-0.25130036,2.14290812,-2.31636181,1.02970001,-0.27144924,0.05052941,-0.02549636,1.88800670,-1.50841172
-5.47173587,5.55529661,-3.76904620,0.66237716,-0.50431529,1.42338927,-1.13422691,0.07420566,-0.01443853,0.43742864,-0.24443899,2.12434923,-2.22685455,1.05779446,-0.26664207,0.05311730,-0.02543845,1.91511398,-1.45799218
-5.46573287,5.64627060,-3.67956758,0.68273986,-0.48541526,1.43767908,-1.12692866,0.07707534,-0.01405177,0.44533529,-0.23770455,2.11163444,-2.14011060,1.08366639,-0.26333775,0.05592810,-0.02554882,1.94501738,-1.41402147
-5.45972986,5.73969486,-3.60571050,0.70435305,-0.46933288,1.45300246,-1.12361729,0.07975525,-0.01378239,0.45235845,-0.23126586,2.10484192,-2.05744976,1.10697058,-0.26164295,0.05896137,-0.02584668,1.97738725,-1.37726216
-5.45372686,5.83457570,-3.54920910,0.72698430,-0.45640856,1.46930917,-1.12468410,0.08220815,-0.01364826,0.45839043,-0.22528645,2.10392972,-1.98010769,1.12740807,-0.26164090,0.06221231,-0.02635129,2.01185742,-1.34836577
-5.44772386,5.92985193,-3.51153746,0.75038426,-0.44693208,1.48650153,-1.13045950,0.08440042,-0.01366759,0.46333497,-0.21992114,2.10874000,-1.90920935,1.14473066,-0.26339080,0.06567108,-0.02708162,2.04802537,-1.32786336
-5.44172086,6.02439787,-3.49388202,0.77429018,-0.44113929,1.50442824,-1.14120159,0.08630282,-0.01385892,0.46711012,-0.21531300,2.11900714,-1.84574515,1.15874397,-0.26692786,0.06932220,-0.02805599,2.08545321,-1.31615829
-5.43571786,6.11702901,-3.49712007,0.79843012,-0.43920955,1.52287995,-1.15708669,0.08789104,-0.01424104,0.46965091,-0.21159083,2.13436972,-1.79055080,1.16930897,-0.27226391,0.07314409,-0.02929168,2.12366983,-1.31352125
-5.42971486,6.20651167,-3.52180474,0.82252793,-0.44126392,1.54158716,-1.17820201,0.08914617,-0.01483297,0.47091158,-0.20886723,2.15438619,-1.74429136,1.17634218,-0.27938855,0.07710883,-0.03080446,2.16217485,-1.32008761
-5.42371186,6.29157755,-3.56815656,0.84630901,-0.44736405,1.56022110,-1.20454091,0.09005490,-0.01565383,0.47086735,-0.20723721,2.17855385,-1.70745006,1.17981477,-0.28827066,0.08118211,-0.03260810,2.20044477,-1.33585685
-5.41770885,6.37094434,-3.63606132,0.86950673,-0.45751168,1.57839789,-1.23600061,0.09060966,-0.01672272,0.46951567,-0.20677737,2.20633067,-1.68032230,1.17975074,-0.29886027,0.08532350,-0.03471384,2.23794169,-1.36069408
-5.41170585,6.44334243,-3.72507399,0.89186946,-0.47164886,1.59568625,-1.27238245,0.09080852,-0.01805844,0.46687693,-0.20754563,2.23715920,-1.66301474,1.17622435,-0.31109055,0.08948697,-0.03712984,2.27412463,-1.39433342
-5.40570285,6.50754777,-3.83442803,0.91316800,-0.48965876,1.61161883,-1.31339449,0.09065497,-0.01967919,0.46299456,-0.20958133,2.27049173,-1.65544953,1.16935703,-0.32487989,0.09362172,-0.03986059,2.30846349,-1.43638314
-5.39969985,6.56242004,-3.96304953,0.93320307,-0.51136718,1.62570684,-1.35865621,0.09015757,-0.02160214,0.45793456,-0.21290574,2.30581564,-1.65737335,1.15931400,-0.34013377,0.09767329,-0.04290634,2.34045504,-1.48633223
-5.39369685,6.60694473,-4.10957539,0.95181261,-0.53654485,1.63745766,-1.40770493,0.08932953,-0.02384292,0.45178445,-0.21752275,2.34267770,-1.66837080,1.14630054,-0.35674649,0.10158494,-0.04626250,2.36964056,-1.54355844
-5.38769385,6.64027724,-4.27237494,0.96887842,-0.56491037,1.64639463,-1.46000378,0.08818814,-0.02641502,0.44465160,-0.22341976,2.38070604,-1.68788158,1.13055819,-0.37460256,0.10529916,-0.04991914,2.39562417,-1.60733744
-5.38169085,6.66178656,-4.44957441,0.98433174,-0.59613413,1.65207818,-1.51495069,0.08675421,-0.02932906,0.43666103,-0.23056854,2.41962852,-1.71522090,1.11236078,-0.39357763,0.10875944,-0.05386047,2.41809076,-1.67685323
-5.37568784,6.67109579,-4.63908383,0.99815745,-0.62984301,1.65412724,-1.57188819,0.08505145,-0.03259202,0.42795274,-0.23892609,2.45928610,-1.74960212,1.09201020,-0.41353905,0.11191200,-0.05806450,2.43682254,-1.75120951
-5.36968484,6.66811670,-4.83862606,1.01039638,-0.66562608,1.65223982,-1.63011383,0.08310585,-0.03620645,0.41867848,-0.24843532,2.49964021,-1.79016127,1.06983207,-0.43434601,0.11470758,-0.06250274,2.45171289,-1.82944219
-5.36368184,6.65307548,-5.04576795,1.02114554,-0.70304114,1.64621158,-1.68889102,0.08094513,-0.04016959,0.40899821,-0.25902567,2.54077322,-1.83598233,1.04617104,-0.45584933,0.11710304,-0.06714012,2.46277641,-1.91053302
-5.35767884,6.62652732,-5.25795375,1.03055594,-0.74162233,1.63595129,-1.74746024,0.07859812,-0.04447254,0.39907618,-0.27061349,2.58288122,-1.88612290,1.02138567,-0.47789100,0.11906292,-0.07193510,2.47015432,-1.99342436
-5.35167584,6.58935783,-5.47254089,1.03882796,-0.78088851,1.62149230,-1.80505056,0.07609430,-0.04909956,0.38907675,-0.28310237,2.62625923,-1.93963933,0.99584303,-0.50030373,0.12056056,-0.07683994,2.47411424,-2.07703526
-5.34567284,6.54277002,-5.68683851,1.04620433,-0.82035248,1.60299914,-1.86089162,0.07346335,-0.05402735,0.37916021,-0.29638336,2.67127882,-1.99561091,0.96991273,-0.52291047,0.12157908,-0.08180127,2.47504407,-2.16027871
