energy_ev,total_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,2.49783828,0.90063288,1.87627789,0.00145037,0.13000662,0.47526624,0.01886737
-5.99399700,2.43071915,0.88866443,1.82608175,0.00137963,0.12836136,0.45422799,0.01845303
-5.98799400,2.36947133,0.87879080,1.78010464,0.00131776,0.12666122,0.43489722,0.01805389
-5.98199100,2.31427065,0.87109616,1.73846848,0.00126479,0.12491054,0.41736748,0.01766732
-5.97598799,2.26530265,0.86568095,1.70129645,0.00122076,0.12312160,0.40172646,0.01729148
-5.96998499,2.22275547,0.86265906,1.66870500,0.00118570,0.12131515,0.38805714,0.01692520
-5.96398199,2.18680938,0.86215312,1.64079359,0.00115965,0.11952047,0.37643858,0.01656798
-5.95797899,2.15762361,0.86428810,1.61763306,0.00114261,0.11777507,0.36694588,0.01621976
-5.95197599,2.13532146,0.86918375,1.59925339,0.00113458,0.11612390,0.35964951,0.01588085
-5.94597299,2.11997481,0.87694614,1.58563192,0.00113547,0.11461811,0.35461391,0.01555170
-5.93996998,2.11158901,0.88765890,1.57668281,0.00114515,0.11331359,0.35189533,0.01523277
-5.93396698,2.11008930,0.90137447,1.57224866,0.00116339,0.11226906,0.35153910,0.01492435
-5.92796398,2.11530953,0.91810606,1.57209490,0.00118984,0.11154403,0.35357639,0.01462646
-5.92196098,2.12698407,0.93782046,1.57590743,0.00122404,0.11119655,0.35802061,0.01433873
-5.91595798,2.14474330,0.96043232,1.58329390,0.00126540,0.11128096,0.36486363,0.01406034
-5.90995498,2.16811308,0.98579998,1.59378845,0.00131316,0.11184559,0.37407202,0.01379002
-5.90395198,2.19651822,1.01372314,1.60686001,0.00136643,0.11293061,0.38558348,0.01352602
-5.89794897,2.22928969,1.04394241,1.62192355,0.00142419,0.11456609,0.39930374,0.01326624
-5.89194597,2.26567530,1.07614076,1.63835388,0.00148526,0.11677024,0.41510396,0.01300824
-5.88594297,2.30485322,1.10994680,1.65550128,0.00154838,0.11954800,0.43281893,0.01274941
-5.87993997,2.34594769,1.14493970,1.67270811,0.00161220,0.12288996,0.45224611,0.01248704
-5.87393697,2.38804617,1.18065558,1.68932583,0.00167530,0.12677170,0.47314574,0.01221851
-5.86793397,2.43021732,1.21659516,1.70473141,0.00173625,0.13115353,0.49524194,0.01194139
-5.86193097,2.47152890,1.25223232,1.71834261,0.00179366,0.13598063,0.51822498,0.01165355
-5.85592796,2.51106516,1.28702345,1.72963139,0.00184617,0.14118364,0.54175465,0.01135332
-5.84992496,2.54794315,1.32041718,1.73813517,0.00189254,0.14667973,0.56546477,0.01103949
-5.84392196,2.58132753,1.35186445,1.74346530,0.00193166,0.15237397,0.58896870,0.01071146
-5.83791896,2.61044365,1.38082845,1.74531294,0.00196260,0.15816115,0.61186588,0.01036919
-5.83191596,2.63458878,1.40679452,1.74345193,0.00198464,0.16392801,0.63374915,0.01001325
-5.82591296,2.65314141,1.42927956,1.73773908,0.00199729,0.16955568,0.65421276,0.00964479
-5.81990995,2.66556873,1.44784107,1.72811190,0.00200029,0.17492239,0.67286091,0.00926547
-5.81390695,2.67143230,1.46208538,1.71458412,0.00199365,0.17990646,0.68931654,0.00887741
-5.80790395,2.67039221,1.47167517,1.69723943,0.00197766,0.18438929,0.70323017,0.00848310
-5.80190095,2.66220970,1.47633601,1.67622388,0.00195282,0.18825845,0.71428854,0.00808532
-5.79589795,2.64674853,1.47586186,1.65173724,0.00191991,0.19141070,0.72222279,0.00768703
-5.78989495,2.62397516,1.47011930,1.62402397,0.00187990,0.19375483,0.72681589,0.00729128
-5.78389195,2.59395786,1.45905053,1.59336412,0.00183399,0.19521428,0.72790901,0.00690112
-5.77788894,2.55686481,1.44267485,1.56006453,0.00178353,0.19572934,0.72540678,0.00651951
-5.77188594,2.51296132,1.42108875,1.52445076,0.00173004,0.19525906,0.71928095,0.00614930
-5.76588294,2.46260612,1.39446433,1.48685997,0.00167515,0.19378245,0.70957256,0.00579311
-5.75987994,2.40624679,1.36304628,1.44763500,0.00162060,0.19129932,0.69639228,0.00545333
-5.75387694,2.34441449,1.32714733,1.40711988,0.00156821,0.18783034,0.67991905,0.00513214
-5.74787394,2.27771785,1.28714219,1.36565671,0.00151989,0.18341664,0.66039693,0.00483142
-5.74187094,2.20683628,1.24346041,1.32358406,0.00147759,0.17811867,0.63813021,0.00455287
-5.73586793,2.13251264,1.19657803,1.28123671,0.00144333,0.17201459,0.61347706,0.00429798
-5.72986493,2.05554545,1.14700851,1.23894664,0.00141920,0.16519817,0.58684184,0.00406809
-5.72386193,1.97678064,1.09529305,1.19704505,0.00140736,0.15777617,0.55866627,0.00386443
-5.71785893,1.89710302,1.04199076,1.15586503,0.00141004,0.14986554,0.52941996,0.00368822
-5.71185593,1.81742731,0.98766881,1.11574458,0.00142955,0.14159035,0.49959032,0.00354068
-5.70585293,1.73868894,0.93289299,1.07702961,0.00146828,0.13307864,0.46967245,0.00342312
-5.69984992,1.66183444,0.87821883,1.04007638,0.00152870,0.12445937,0.44015912,0.00333697
-5.69384692,1.58781142,0.82418363,1.00525299,0.00161332,0.11585942,0.41153125,0.00328382
-5.68784392,1.51755802,0.77129939,0.97293955,0.00172472,0.10740099,0.38424903,0.00326547
-5.68184092,1.45199168,0.72004701,0.94352650,0.00186543,0.09919923,0.35874393,0.00328388
-5.67583792,1.39199724,0.67087156,0.91741103,0.00203793,0.09136027,0.33541180,0.00334123
-5.66983492,1.33841420,0.62417875,0.89499117,0.00224454,0.08397982,0.31460698,0.00343979
-5.66383192,1.29202322,0.58033265,0.87665773,0.00248738,0.07714206,0.29663763,0.00358194
-5.65782891,1.25353200,0.53965437,0.86278396,0.00276821,0.07091915,0.28176227,0.00377005
-5.65182591,1.22356067,0.50242172,0.85371350,0.00308836,0.06537110,0.27018736,0.00400636
