energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-3.26263132,1.34118355,-0.09922112,0.07954668,-0.01809644,1.06738393,-0.00233578,0.00039168,-0.00000000,0.02216090,-0.01033663,0.00631256,-0.00000845,0.16503878,-0.07103794,0.14250701,-0.00842320,0.09041881,-0.02986315
-3.25662831,1.29539135,-0.09168573,0.07801764,-0.01677741,1.02756618,-0.00211062,0.00038201,-0.00000000,0.02277863,-0.00949973,0.00639754,-0.00000627,0.16215935,-0.06584249,0.13681018,-0.00779908,0.08725998,-0.02755347
-3.25062531,1.25131945,-0.08452006,0.07673159,-0.01552287,0.98836824,-0.00191102,0.00037005,-0.00000000,0.02355477,-0.00872234,0.00647628,-0.00000462,0.16007244,-0.06089902,0.13149927,-0.00722844,0.08434237,-0.02532681
-3.24462231,1.20971272,-0.07783525,0.07572357,-0.01435588,0.95036065,-0.00173541,0.00035603,-0.00000000,0.02449831,-0.00801120,0.00655060,-0.00000338,0.15887483,-0.05629748,0.12671531,-0.00671872,0.08171312,-0.02321822
-3.23861931,1.17123565,-0.07173475,0.07502104,-0.01329780,0.91406205,-0.00158287,0.00034021,-0.00000000,0.02561463,-0.00737324,0.00662226,-0.00000246,0.15864229,-0.05212106,0.12258444,-0.00627749,0.07941325,-0.02125952
-3.23261631,1.13645554,-0.06631220,0.07464306,-0.01236791,0.87992663,-0.00145294,0.00032287,-0.00000000,0.02690510,-0.00681522,0.00669277,-0.00000177,0.15942730,-0.04844493,0.11921494,-0.00591216,0.07747673,-0.01947877
-3.22661331,1.10582860,-0.06164986,0.07459961,-0.01158322,0.84833381,-0.00134549,0.00030431,-0.00000000,0.02836692,-0.00634337,0.00676336,-0.00000127,0.16125741,-0.04533526,0.11669475,-0.00562972,0.07592955,-0.01789997
-3.22061031,1.07968927,-0.05781753,0.07489124,-0.01095826,0.81958024,-0.00126056,0.00028484,-0.00000000,0.02999290,-0.00596323,0.00683486,-0.00000090,0.16413403,-0.04284847,0.11508959,-0.00543651,0.07478905,-0.01654289
-3.21460730,1.05824336,-0.05487167,0.07550879,-0.01050492,0.79387481,-0.00119825,0.00026479,-0.00000000,0.03177144,-0.00567939,0.00690763,-0.00000064,0.16803193,-0.04103076,0.11444174,-0.00533804,0.07406334,-0.01542297
-3.20860430,1.04156514,-0.05285494,0.07643359,-0.01023239,0.77133639,-0.00115868,0.00024445,-0.00000000,0.03368662,-0.00549535,0.00698154,-0.00000045,0.17289927,-0.03991769,0.11476940,-0.00533882,0.07375107,-0.01455132
-3.20260130,1.02959856,-0.05179583,0.07763775,-0.01014708,0.75199482,-0.00114184,0.00022411,-0.00000000,0.03571836,-0.00541344,0.00705594,-0.00000031,0.17865841,-0.03953397,0.11606665,-0.00544223,0.07384133,-0.01393479
-3.19659830,1.02216248,-0.05170846,0.07908486,-0.01025253,0.73579463,-0.00114762,0.00020405,-0.00000000,0.03784282,-0.00543469,0.00712969,-0.00000021,0.18520734,-0.03989316,0.11830395,-0.00565032,0.07431384,-0.01357611
-3.19059530,1.01895982,-0.05259242,0.08073094,-0.01054939,0.72260169,-0.00117567,0.00018450,-0.00000000,0.04003276,-0.00555878,0.00720117,-0.00000015,0.19242182,-0.04099752,0.12142930,-0.00596377,0.07513950,-0.01347396
-3.18459230,1.01959021,-0.05443260,0.08252558,-0.01103533,0.71221222,-0.00122546,0.00016566,-0.00000000,0.04225817,-0.00578394,0.00726837,-0.00000010,0.20015820,-0.04283772,0.12536972,-0.00638168,0.07628105,-0.01362310
-3.17858929,1.02356582,-0.05719914,0.08441344,-0.01170498,0.70436391,-0.00129618,0.00014773,-0.00000000,0.04448694,-0.00610695,0.00732899,-0.00000007,0.20825683,-0.04539273,0.13003332,-0.00690148,0.07769413,-0.01401456
-3.17258629,1.03032964,-0.06084729,0.08633581,-0.01254992,0.69874863,-0.00138672,0.00013083,-0.00000000,0.04668556,-0.00652304,0.00738051,-0.00000005,0.21654606,-0.04862954,0.13531174,-0.00751885,0.07932852,-0.01463566
-3.16658329,1.03927573,-0.06531744,0.08823244,-0.01355860,0.69502626,-0.00149570,0.00011507,-0.00000000,0.04882005,-0.00702590,0.00742033,-0.00000003,0.22484670,-0.05250311,0.14108294,-0.00822761,0.08112957,-0.01547022
-3.16058029,1.04977062,-0.07053525,0.09004339,-0.01471633,0.69283902,-0.00162140,0.00010052,-0.00000000,0.05085675,-0.00760765,0.00744587,-0.00000002,0.23297678,-0.05695634,0.14721428,-0.00901965,0.08303987,-0.01649866
-3.15457729,1.06117517,-0.07641197,0.09171087,-0.01600539,0.69182584,-0.00176181,0.00008723,-0.00000000,0.05276327,-0.00825887,0.00745472,-0.00000001,0.24075655,-0.06192025,0.15356588,-0.00988495,0.08500096,-0.01769816
-3.14857429,1.07286625,-0.08284504,0.09318119,-0.01740505,0.69163623,-0.00191460,0.00007520,-0.00000000,0.05450935,-0.00896865,0.00744475,-0.00000001,0.24801359,-0.06731443,0.15999416,-0.01081160,0.08695518,-0.01904290
-3.14257129,1.08425726,-0.08971905,0.09440642,-0.01889183,0.69194316,-0.00207713,0.00006443,-0.00000000,0.05606773,-0.00972468,0.00741416,-0.00000001,0.25458772,-0.07304771,0.16635545,-0.01178584,0.08884747,-0.02050430
-3.13656828,1.09481720,-0.09690711,0.09534606,-0.02043973,0.69245451,-0.00224652,0.00005487,-0.00000000,0.05741491,-0.01051337,0.00736165,-0.00000000,0.26033568,-0.07901930,0.17250968,-0.01279230,0.09062714,-0.02205139
-3.13056528,1.10408736,-0.10427264,0.09596839,-0.02202062,0.69292282,-0.00241966,0.00004649,-0.00000000,0.05853185,-0.01132010,0.00728641,-0.00000000,0.26513542,-0.08512018,0.17832394,-0.01381416,0.09224953,-0.02365120
-3.12456228,1.11169538,-0.11167165,0.09625159,-0.02360472,0.69315310,-0.00259324,0.00003922,-0.00000000,0.05940448,-0.01212939,0.00718822,-0.00000000,0.26888965,-0.09123497,0.18367599,-0.01483347,0.09367743,-0.02526936
-3.11855928,1.11736613,-0.11895546,0.09618454,-0.02516117,0.69300839,-0.00276386,0.00003300,-0.00000000,0.06002418,-0.01292525,0.00706743,-0.00000000,0.27152883,-0.09724419,0.18845740,-0.01583149,0.09488241,-0.02687065
-3.11255628,1.12092933,-0.12597383,0.09576732,-0.02665868,0.69241324,-0.00292808,0.00002775,-0.00000000,0.06038796,-0.01369149,0.00692498,-0.00000000,0.27301317,-0.10302675,0.19257642,-0.01678915,0.09584565,-0.02841972
-3.10655328,1.12232359,-0.13257838,0.09501137,-0.02806632,0.69135495,-0.00308247,0.00002340,-0.00000000,0.06049857,-0.01441211,0.00676238,-0.00000000,0.27333382,-0.10846287,0.19596041,-0.01768748,0.09655869,-0.02988187
-3.10055028,1.12159704,-0.13862629,0.09393929,-0.02935423,0.68988276,-0.00322376,0.00001989,-0.00000000,0.06036440,-0.01507169,0.00658165,-0.00000000,0.27251298,-0.11343704,0.19855768,-0.01850811,0.09702365,-0.03122383
-3.09454727,1.11890455,-0.14398401,0.09258434,-0.03049446,0.68810520,-0.00334886,0.00001716,-0.00000000,0.05999923,-0.01565581,0.00638529,-0.00000000,0.27060313,-0.11784111,0.20033884,-0.01923382,0.09725327,-0.03241460
-3.08854427,1.11450199,-0.14853092,0.09098965,-0.03146175,0.68618573,-0.00345499,0.00001514,-0.00000000,0.05942174,-0.01615141,0.00617618,-0.00000000,0.26768531,-0.12157735,0.20129744,-0.01984900,0.09727045,-0.03342626
-3.08254127,1.10873756,-0.15216280,0.08920718,-0.03223424,0.68433715,-0.00353976,0.00001380,-0.00000000,0.05865500,-0.01654725,0.00595753,-0.00000000,0.26386654,-0.12456122,0.20144998,-0.02034013,0.09710759,-0.03423470
-3.07653827,1.10204105,-0.15479481,0.08729645,-0.03279416,0.68281484,-0.00360119,0.00001309,-0.00000000,0.05772577,-0.01683413,0.00573278,-0.00000000,0.25927648,-0.12672397,0.20083532,-0.02069623,0.09680562,-0.03482031
-3.07053527,1.09491115,-0.15636404,0.08532315,-0.03312833,0.68190944,-0.00363785,0.00001299,-0.00000000,0.05666369,-0.01700527,0.00550552,-0.00000000,0.25406357,-0.12801461,0.19951337,-0.02090917,0.09641269,-0.03516849
-3.06453227,1.08790161,-0.15683128,0.08335760,-0.03322857,0.68193907,-0.00364884,0.00001349,-0.00000000,0.05550048,-0.01705644,0.00527938,-0.00000000,0.24839070,-0.12840148,0.19756332,-0.02097392,0.09598284,-0.03527008
-3.05852926,1.08160658,-0.15618213,0.08147322,-0.03309194,0.68324147,-0.00363381,0.00001458,-0.00000000,0.05426902,-0.01698610,0.00505803,-0.00000000,0.24243063,-0.12787315,0.19508131,-0.02088875,0.09557431,-0.03512157
-3.05252626,1.07664588,-0.15442719,0.07974494,-0.03272075,0.68616632,-0.00359304,0.00001627,-0.00000000,0.05300257,-0.01679542,0.00484501,-0.00000000,0.23636135,-0.12643855,0.19217779,-0.02065521,0.09524798,-0.03472512
-3.04652326,1.07365038,-0.15160147,0.07824767,-0.03212248,0.69106791,-0.00352734,0.00001858,-0.00000000,0.05173388,-0.01648822,0.00464374,-0.00000000,0.23036153,-0.12412657,0.18897450,-0.02027809,0.09506559,-0.03408843
-3.04052026,1.07324811,-0.14776295,0.07705487,-0.03130947,0.69829830,-0.00343805,0.00002152,-0.00000000,0.05049448,-0.01607083,0.00445743,-0.00000000,0.22460629,-0.12098483,0.18560138,-0.01976525,0.09508816,-0.03322441
-3.03451726,1.07605119,-0.14299033,0.07623721,-0.03029843,0.70820108,-0.00332703,0.00002512,-0.00000000,0.04931401,-0.01555182,0.00428905,-0.00000000,0.21926323,-0.11707791,0.18219335,-0.01912726,0.09537431,-0.03215065
-3.02851426,1.08264391,-0.13738025,0.07586129,-0.02910986,0.72110560,-0.00319651,0.00002941,-0.00000000,0.04821963,-0.01494171,0.00414132,-0.00000000,0.21448905,-0.11248504,0.17888717,-0.01837711,0.09597881,-0.03088881
-3.02251126,1.09357190,-0.13104386,0.07598858,-0.02776734,0.73732175,-0.00304909,0.00003443,-0.00000000,0.04723560,-0.01425258,0.00401662,-0.00000000,0.21042663,-0.10729726,0.17581838,-0.01752970,0.09695121,-0.02946382
-3.01650825,1.10933244,-0.12410304,0.07667438,-0.02629670,0.75713509,-0.00288760,0.00004021,-0.00000000,0.04638294,-0.01349771,0.00391703,-0.00000000,0.20720275,-0.10161446,0.17311847,-0.01660136,0.09833462,-0.02790304
-3.01050525,1.13036579,-0.11668650,0.07796702,-0.02472523,0.78080214,-0.00271504,0.00004679,-0.00000000,0.04567922,-0.01269108,0.00384431,-0.00000000,0.20492628,-0.09554204,0.17091222,-0.01560934,0.10016463,-0.02623538
-3.00450225,1.15704733,-0.10892576,0.07990701,-0.02308080,0.80854576,-0.00253447,0.00005417,-0.00000000,0.04513841,-0.01184702,0.00379988,-0.00000000,0.20368695,-0.08918772,0.16931533,-0.01457124,0.10246844,-0.02449039
-2.99849925,1.18968028,-0.10095128,0.08252639,-0.02139108,0.84055031,-0.00234893,0.00006240,-0.00000000,0.04477090,-0.01097970,0.00378481,-0.00000000,0.20355459,-0.08265834,0.16843227,-0.01350451,0.10526416,-0.02269738
-2.99249625,1.22848896,-0.09288894,0.08584812,-0.01968272,0.87695661,-0.00216134,0.00007146,-0.00000000,0.04458351,-0.01010282,0.00379985,-0.00000000,0.20457874,-0.07605698,0.16835440,-0.01242602,0.10856016,-0.02088464
-2.98649325,1.27361222,-0.08485685,0.08988552,-0.01798076,0.91785644,-0.00197446,0.00008138,-0.00000000,0.04457959,-0.00922923,0.00384538,-0.00000000,0.20678853,-0.06948036,0.16915820,-0.01135156,0.11235471,-0.01907872
-2.98049025,1.32509713,-0.07696270,0.09464181,-0.01630803,0.96328675,-0.00179080,0.00009212,-0.00000000,0.04475915,-0.00837065,0.00392146,-0.00000000,0.21019294,-0.06301667,0.17090382,-0.01029554,0.11663569,-0.01730383
-2.97448724,1.38289284,-0.06930174,0.10010966,-0.01468471,1.01322351,-0.00161257,0.00010366,-0.00000000,0.04511904,-0.00753742,0.00402780,-0.00000000,0.21478105,-0.05674388,0.17363365,-0.00927071,0.12138046,-0.01558137
-2.96848424,1.44684481,-0.06195530,0.10627089,-0.01312802,1.06757542,-0.00144168,0.00011597,-0.00000000,0.04565310,-0.00673839,0.00416373,-0.00000000,0.22052258,-0.05072860,0.17737115,-0.00828795,0.12655592,-0.01392964
-2.96248124,1.51668957,-0.05498995,0.11309618,-0.01165208,1.12617780,-0.00127967,0.00012897,-0.00000000,0.04635230,-0.00598081,0.00432825,-0.00000000,0.22736844,-0.04502532,0.18211974,-0.00735616,0.13211870,-0.01236360
-2.95647824,1.59205041,-0.04845729,0.12054497,-0.01026781,1.18878697,-0.00112777,0.00014260,-0.00000000,0.04720495,-0.00527029,0.00451998,-0.00000000,0.23525138,-0.03967627,0.18786196,-0.00648225,0.13801555,-0.01089484
-2.95047524,1.67243447,-0.04239420,0.12856548,-0.00898303,1.25507553,-0.00098684,0.00015678,-0.00000000,0.04819681,-0.00461082,0.00473717,-0.00000000,0.24408679,-0.03471162,0.19455871,-0.00567113,0.14418392,-0.00953167
-2.94447224,1.75723170,-0.03682359,0.13709494,-0.00780259,1.32462907,-0.00085744,0.00017139,-0.00000000,0.04931133,-0.00400491,0.00497769,-0.00000000,0.25377358,-0.03015012,0.20214890,-0.00492589,0.15055277,-0.00827923
-2.93846923,1.84571619,-0.03175559,0.14605995,-0.00672861,1.39694473,-0.00073985,0.00018632,-0.00000000,0.05052976,-0.00345363,0.00523904,-0.00000000,0.26419531,-0.02599999,0.21054935,-0.00424785,0.15704355,-0.00713980
-2.93246623,1.93705038,-0.02718891,0.15537720,-0.00576082,1.47143214,-0.00063408,0.00020144,-0.00000000,0.05183142,-0.00295686,0.00551836,-0.00000000,0.27522150,-0.02226011,0.21965518,-0.00363684,0.16357145,-0.00611310
-2.92646323,2.03029271,-0.02311250,0.16495437,-0.00489685,1.54741709,-0.00053995,0.00021662,-0.00000000,0.05319390,-0.00251336,0.00581240,-0.00000000,0.28670924,-0.01892132,0.22934063,-0.00309136,0.17004684,-0.00519665
-2.92046023,2.12440871,-0.01950722,0.17469133,-0.00413262,1.62414817,-0.00045711,0.00023172,-0.00000000,0.05459340,-0.00212104,0.00611763,-0.00000000,0.29850510,-0.01596783,0.23946051,-0.00260884,0.17637692,-0.00438616
-2.91445723,2.21828605,-0.01634765,0.18448160,-0.00346271,1.70080673,-0.00038512,0.00024657,-0.00000000,0.05600504,-0.00177710,0.00643017,-0.00000000,0.31044744,-0.01337860,0.24985230,-0.00218584,0.18246758,-0.00367592
-2.90845423,2.31075308,-0.01360373,0.19421410,-0.00288069,1.77651986,-0.00032347,0.00026104,-0.00000000,0.05740324,-0.00147824,0.00674593,-0.00000001,0.32236896,-0.01112873,0.26033882,-0.00181829,0.18822532,-0.00305919
-2.90245123,2.40060094,-0.01124239,0.20377506,-0.00237948,1.85037650,-0.00027167,0.00027498,-0.00000000,0.05876224,-0.00122082,0.00706058,-0.00000001,0.33409962,-0.00919077,0.27073162,-0.00150171,0.19355932,-0.00252857
-2.89644822,2.48660849,-0.00922899,0.21305018,-0.00195163,1.92144610,-0.00022928,0.00028823,-0.00000000,0.06005652,-0.00100098,0.00736970,-0.00000001,0.34546978,-0.00753580,0.28083498,-0.00123138,0.19838347,-0.00207629
-2.89044522,2.56756938,-0.00752859,0.22192686,-0.00158962,1.98879939,-0.00019600,0.00030065,-0.00000000,0.06126136,-0.00081483,0.00766879,-0.00000002,0.35631353,-0.00613452,0.29045030,-0.00100253,0.20261842,-0.00169455
-2.88444222,2.64232047,-0.00610708,0.23029651,-0.00128603,2.05153052,-0.00017171,0.00031211,-0.00000000,0.06235338,-0.00065854,0.00795338,-0.00000002,0.36647203,-0.00495800,0.29938107,-0.00081043,0.20619345,-0.00137573
-2.87843922,2.70977033,-0.00493207,0.23805682,-0.00103374,2.10877967,-0.00015655,0.00032248,-0.00000000,0.06331103,-0.00052840,0.00821915,-0.00000003,0.37579681,-0.00397843,0.30743789,-0.00065055,0.20904814,-0.00111264
-2.87243622,2.76892689,-0.00397360,0.24511388,-0.00082609,2.15975538,-0.00015101,0.00033165,-0.00000000,0.06411514,-0.00042094,0.00846200,-0.00000005,0.38415287,-0.00316959,0.31444363,-0.00051863,0.21113378,-0.00089866
-2.86643322,2.81892281,-0.00320478,0.25138420,-0.00065697,2.20375537,-0.00015603,0.00033952,-0.00000000,0.06474931,-0.00033292,0.00867811,-0.00000007,0.39142144,-0.00250723,0.32023840,-0.00041072,0.21241451,-0.00072786
-2.86043022,2.85903769,-0.00260217,0.25679636,-0.00052084,2.24018520,-0.00017307,0.00034601,-0.00000000,0.06520030,-0.00026142,0.00886411,-0.00000009,0.39750221,-0.00196927,0.32468412,-0.00032325,0.21286797,-0.00059516
-2.85442721,2.88871591,-0.00214613,0.26129238,-0.00041287,2.26857365,-0.00020424,0.00035104,-0.00000000,0.06545825,-0.00020380,0.00901710,-0.00000013,0.40231514,-0.00153594,0.32766853,-0.00025301,0.21248564,-0.00049638
-2.84842421,2.90757931,-0.00182107,0.26482864,-0.00032885,2.28858423,-0.00025246,0.00035458,-0.00000001,0.06551690,-0.00015774,0.00913476,-0.00000017,0.40580146,-0.00118979,0.32910840,-0.00019721,0.21127272,-0.00042830
-2.84242121,2.91543410,-0.00161563,0.26737646,-0.00026527,2.30002224,-0.00032157,0.00035657,-0.00000001,0.06537353,-0.00012121,0.00921537,-0.00000024,0.40792407,-0.00091561,0.32895186,-0.00015341,0.20924763,-0.00038875
-2.83641821,2.91227165,-0.00152282,0.26892209,-0.00021924,2.30283690,-0.00041652,0.00035703,-0.00000001,0.06502892,-0.00009247,0.00925790,-0.00000032,0.40866723,-0.00070033,0.32717963,-0.00011954,0.20644107,-0.00037660
-2.83041521,2.89826317,-0.00154012,0.26946642,-0.00018853,2.29711871,-0.00054359,0.00035594,-0.00000001,0.06448713,-0.00007004,0.00926196,-0.00000042,0.40803558,-0.00053286,0.32380523,-0.00009388,0.20289481,-0.00039186
-2.82441221,2.87374848,-0.00166968,0.26902409,-0.00017149,2.28309188,-0.00071050,0.00035334,-0.00000002,0.06375515,-0.00005267,0.00922787,-0.00000056,0.40605253,-0.00040388,0.31887402,-0.00007502,0.19866014,-0.00043571
-2.81840920,2.83921955,-0.00191834,0.26762238,-0.00016707,2.26110242,-0.00092671,0.00034927,-0.00000003,0.06284251,-0.00003932,0.00915659,-0.00000073,0.40275820,-0.00030571,0.31246122,-0.00006181,0.19379617,-0.00051051
-2.81240620,2.79529953,-0.00229783,0.26529968,-0.00017473,2.23160253,-0.00120357,0.00034380,-0.00000003,0.06176082,-0.00002915,0.00904970,-0.00000096,0.39820695,-0.00023205,0.30466893,-0.00005338,0.18836794,-0.00061990
-2.80640320,2.74271853,-0.00282485,0.26210381,-0.00019447,2.19513192,-0.00155454,0.00033700,-0.00000004,0.06052325,-0.00002145,0.00890931,-0.00000124,0.39246473,-0.00017781,0.29562241,-0.00004907,0.18244454,-0.00076880
-2.80040020,2.68228711,-0.00352115,0.25809010,-0.00022676,2.15229728,-0.00199537,0.00032897,-0.00000006,0.05914398,-0.00001567,0.00873799,-0.00000159,0.38560631,-0.00013897,0.28546564,-0.00004844,0.17609722,-0.00096347
-2.79439720,2.61486901,-0.00441359,0.25331949,-0.00027253,2.10375066,-0.00254422,0.00031983,-0.00000007,0.05763778,-0.00001137,0.00853871,-0.00000203,0.37771264,-0.00011236,0.27435656,-0.00005119,0.16939764,-0.00121153
-2.78839420,2.54135435,-0.00553411,0.24785666,-0.00033314,2.05016811,-0.00322176,0.00030968,-0.00000009,0.05601946,-0.00000819,0.00831468,-0.00000257,0.36886837,-0.00009556,0.26246200,-0.00005722,0.16241632,-0.00152195
-2.78239120,2.46263441,-0.00691958,0.24176825,-0.00041035,1.99222939,-0.00405118,0.00029867,-0.00000011,0.05430356,-0.00000585,0.00806929,-0.00000323,0.35915976,-0.00008674,0.24995271,-0.00006651,0.15522120,-0.00190501
-2.77638819,2.37957925,-0.00861154,0.23512130,-0.00050627,1.93059978,-0.00505809,0.00028692,-0.00000014,0.05250398,-0.00000416,0.00780598,-0.00000404,0.34867292,-0.00008457,0.23699860,-0.00007918,0.14787661,-0.00237227
-2.77038519,2.29301895,-0.01065572,0.22798197,-0.00062333,1.86591470,-0.00627032,0.00027458,-0.00000017,0.05063381,-0.00000293,0.00752815,-0.00000500,0.33749254,-0.00008812,0.22376437,-0.00009545,0.14044240,-0.00293640
-2.76438219,2.20372905,-0.01310137,0.22041446,-0.00076421,1.79876780,-0.00771758,0.00026178,-0.00000021,0.04870515,-0.00000205,0.00723910,-0.00000616,0.32570115,-0.00009676,0.21040576,-0.00011560,0.13297342,-0.00361104
-2.75837919,2.11242063,-0.01600035,0.21248037,-0.00093181,1.72970272,-0.00943097,0.00024865,-0.00000026,0.04672912,-0.00000143,0.00694188,-0.00000753,0.31337867,-0.00011012,0.19706636,-0.00013998,0.12551923,-0.00441051
-2.75237619,2.01973497,-0.01940591,0.20423827,-0.00112912,1.65920876,-0.01144227,0.00023534,-0.00000032,0.04471589,-0.00000099,0.00663932,-0.00000913,0.30060255,-0.00012801,0.18387531,-0.00016899,0.11812405,-0.00534952
-2.74637319,1.92624270,-0.02337123,0.19574361,-0.00135916,1.58772024,-0.01378315,0.00022195,-0.00000038,0.04267476,-0.00000068,0.00633393,-0.00001101,0.28744801,-0.00015038,0.17094568,-0.00020304,0.11082694,-0.00644274
-2.74037019,1.83244691,-0.02794765,0.18704883,-0.00162489,1.51561926,-0.01648412,0.00020861,-0.00000046,0.04061439,-0.00000047,0.00602789,-0.00001316,0.27398866,-0.00017727,0.15837359,-0.00024254,0.10366211,-0.00770431
-2.73436718,1.73878951,-0.03318265,0.17820374,-0.00192902,1.44324131,-0.01957340,0.00019541,-0.00000054,0.03854290,-0.00000032,0.00572307,-0.00001563,0.26029716,-0.00020878,0.14623810,-0.00028793,0.09665933,-0.00914728
-2.72836418,1.64566022,-0.03911758,0.16925598,-0.00227397,1.37088314,-0.02307554,0.00018246,-0.00000064,0.03646816,-0.00000023,0.00542099,-0.00001844,0.24644584,-0.00024503,0.13460169,-0.00033956,0.08984447,-0.01078303
-2.72236118,1.55340715,-0.04578530,0.16025157,-0.00266164,1.29881210,-0.02701009,0.00016982,-0.00000075,0.03439789,-0.00000017,0.00512290,-0.00002159,0.23250735,-0.00028613,0.12351122,-0.00039779,0.08323995,-0.01262053
-2.71635818,1.46234824,-0.05320762,0.15123553,-0.00309334,1.22727628,-0.03139013,0.00015756,-0.00000087,0.03233991,-0.00000013,0.00482978,-0.00002510,0.21855505,-0.00033216,0.11299938,-0.00046286,0.07686532,-0.01466571
-2.71035518,1.37278265,-0.06139295,0.14225235,-0.00356959,1.15651467,-0.03622080,0.00014574,-0.00000100,0.03030221,-0.00000012,0.00454240,-0.00002897,0.20466319,-0.00038315,0.10308631,-0.00053495,0.07073762,-0.01692076
-2.70435218,1.28500145,-0.07033392,0.13334652,-0.00409003,1.08676678,-0.04149804,0.00013440,-0.00000115,0.02829306,-0.00000012,0.00426136,-0.00003321,0.19090686,-0.00043906,0.09378152,-0.00061416,0.06487186,-0.01938345
-2.69834917,1.19929699,-0.08000540,0.12456283,-0.00465328,1.01828106,-0.04720735,0.00012356,-0.00000131,0.02632103,-0.00000014,0.00398713,-0.00003781,0.17736169,-0.00049976,0.08508573,-0.00070047,0.05928127,-0.02204663
-2.69234617,1.11597060,-0.09036295,0.11594662,-0.00525690,0.95132197,-0.05332293,0.00011326,-0.00000148,0.02439498,-0.00000018,0.00372012,-0.00004275,0.16410328,-0.00056501,0.07699283,-0.00079376,0.05397754,-0.02489772
-2.68634317,1.03533833,-0.10134182,0.10754383,-0.00589728,0.88617520,-0.05980716,0.00010350,-0.00000166,0.02252399,-0.00000023,0.00346069,-0.00004800,0.15120649,-0.00063448,0.06949159,-0.00089381,0.04897103,-0.02791847
-2.68034017,0.95773477,-0.11285673,0.09940101,-0.00656966,0.82315116,-0.06661039,0.00009430,-0.00000185,0.02071729,-0.00000031,0.00320919,-0.00005353,0.13874450,-0.00070776,0.06256733,-0.00100035,0.04427082,-0.03108484
-2.67433717,0.88351492,-0.12480240,0.09156513,-0.00726819,0.76258678,-0.07367142,0.00008565,-0.00000205,0.01898408,-0.00000042,0.00296601,-0.00005930,0.12678791,-0.00078431,0.05620330,-0.00111302,0.03988483,-0.03436714
-2.66833417,0.81305453,-0.13705511,0.08408340,-0.00798601,0.70484562,-0.08091837,0.00007754,-0.00000225,0.01733346,-0.00000057,0.00273154,-0.00006527,0.11540374,-0.00086354,0.05038193,-0.00123149,0.03581983,-0.03773040
-2.66233117,0.74674899,-0.14947518,0.07700302,-0.00871544,0.65031678,-0.08827021,0.00006999,-0.00000246,0.01577421,-0.00000076,0.00250622,-0.00007138,0.10465459,-0.00094480,0.04508582,-0.00135547,0.03208146,-0.04113507
-2.65632816,0.68501129,-0.16191044,0.07037088,-0.00944812,0.59941277,-0.09563889,0.00006296,-0.00000267,0.01431472,-0.00000101,0.00229053,-0.00007757,0.09459783,-0.00102741,0.04029857,-0.00148477,0.02867431,-0.04453788
-2.65032516,0.62826932,-0.17420064,0.06423338,-0.01017539,0.55256662,-0.10293197,0.00005646,-0.00000288,0.01296282,-0.00000134,0.00208497,-0.00008380,0.08528508,-0.00111071,0.03600535,-0.00161939,0.02560198,-0.04789306
-2.64432216,0.57696280,-0.18618273,0.05863619,-0.01088852,0.51022862,-0.11005576,0.00005048,-0.00000309,0.01172568,-0.00000177,0.00189007,-0.00009002,0.07676177,-0.00119408,0.03219343,-0.00175962,0.02286712,-0.05115371
-2.63831916,0.53154016,-0.19769675,0.05362418,-0.01157914,0.47286279,-0.11691891,0.00004499,-0.00000329,0.01060974,-0.00000231,0.00170632,-0.00009617,0.06906700,-0.00127701,0.02885247,-0.00190613,0.02047163,-0.05427341
-2.63231616,0.49245536,-0.20859218,0.04924130,-0.01223957,0.44094324,-0.12343619,0.00004000,-0.00000349,0.00962068,-0.00000300,0.00153422,-0.00010223,0.06223357,-0.00135913,0.02597478,-0.00206006,0.01841672,-0.05720791
-2.62631316,0.46016472,-0.21873457,0.04553062,-0.01286326,0.41495045,-0.12953245,0.00003548,-0.00000367,0.00876333,-0.00000386,0.00137422,-0.00010818,0.05628818,-0.00144026,0.02355543,-0.00222315,0.01670311,-0.05991691
-2.62031016,0.43512380,-0.22801198,0.04253434,-0.01344516,0.39536745,-0.13514645,0.00003142,-0.00000385,0.00804173,-0.00000494,0.00122673,-0.00011401,0.05125183,-0.00152048,0.02159235,-0.00239783,0.01533115,-0.06236581
-2.61430715,0.41778382,-0.23634105,0.04029383,-0.01398209,0.38267559,-0.14023447,0.00002783,-0.00000403,0.00745906,-0.00000628,0.00109207,-0.00011975,0.04714017,-0.00160016,0.02008623,-0.00258736,0.01430098,-0.06452732
-2.60830415,0.40858767,-0.24367234,0.03884962,-0.01447306,0.37734983,-0.14477350,0.00002468,-0.00000419,0.00701771,-0.00000793,0.00097053,-0.00012545,0.04396402,-0.00167996,0.01904053,-0.00279585,0.01361263,-0.06638295
-2.60230115,0.40796498,-0.24999460,0.03824130,-0.01491949,0.37985311,-0.14876372,0.00002196,-0.00000435,0.00671927,-0.00000994,0.00086229,-0.00013116,0.04172977,-0.00176092,0.01846125,-0.00302842,0.01326603,-0.06792419
