energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,1.04992679,0.48635346,0.00749309,0.00053283,0.11743676,0.46602945,0.39724234
-5.99399700,1.08422079,0.50058786,0.00789813,0.00056062,0.11985720,0.48390065,0.40996307
-5.98799400,1.11919598,0.51515480,0.00829036,0.00058799,0.12275747,0.50202797,0.42291030
-5.98199100,1.15338328,0.52937988,0.00866016,0.00061420,0.12594189,0.51975687,0.43553254
-5.97598799,1.18537596,0.54262058,0.00899825,0.00063855,0.12921814,0.53645613,0.44730353
-5.96998499,1.21386791,0.55428393,0.00929595,0.00066038,0.13240195,0.55153494,0.45773673
-5.96398199,1.23768848,0.56384242,0.00954544,0.00067909,0.13532147,0.56445882,0.46639828
-5.95797899,1.25583271,0.57084751,0.00973998,0.00069414,0.13782113,0.57476371,0.47291830
-5.95197599,1.26748601,0.57494055,0.00987414,0.00070508,0.13976508,0.58206778,0.47699992
-5.94597299,1.27204247,0.57586049,0.00994386,0.00071157,0.14103991,0.58608066,0.47842590
-5.93996998,1.26911614,0.57344834,0.00994667,0.00071339,0.14155676,0.58660955,0.47706257
-5.93396698,1.25854499,0.56764818,0.00988166,0.00071041,0.14125257,0.58356217,0.47286088
-5.92796398,1.24038747,0.55850476,0.00974954,0.00070263,0.14009070,0.57694638,0.46585477
-5.92196098,1.21491191,0.54615782,0.00955252,0.00069017,0.13806058,0.56686646,0.45615669
-5.91595798,1.18257926,0.53083339,0.00929429,0.00067323,0.13517673,0.55351630,0.44395073
-5.90995498,1.14402005,0.51283266,0.00897980,0.00065213,0.13147701,0.53716989,0.42948353
-5.90395198,1.10000666,0.49251865,0.00861512,0.00062729,0.12702022,0.51816926,0.41305344
-5.89794897,1.05142201,0.47030157,0.00820719,0.00059916,0.12188323,0.49691082,0.39499844
-5.89194597,0.99922625,0.44662336,0.00776360,0.00056826,0.11615766,0.47383036,0.37568329
-5.88594297,0.94442271,0.42194206,0.00729235,0.00053516,0.10994636,0.44938753,0.35548654
-5.87993997,0.88802473,0.39671679,0.00680159,0.00050044,0.10335976,0.42405048,0.33478784
-5.87393697,0.83102440,0.37139381,0.00629939,0.00046466,0.09651229,0.39828116,0.31395612
-5.86793397,0.77436475,0.34639426,0.00579351,0.00042840,0.08951899,0.37252199,0.29333913
-5.86193097,0.71891604,0.32210392,0.00529124,0.00039217,0.08249240,0.34718432,0.27325453
-5.85592796,0.66545700,0.29886538,0.00479925,0.00035646,0.07553991,0.32263904,0.25398302
-5.84992496,0.61466153,0.27697274,0.00432341,0.00032172,0.06876163,0.29920962,0.23576346
-5.84392196,0.56709079,0.25666884,0.00386880,0.00028830,0.06224870,0.27716771,0.21879020
-5.83791896,0.52319084,0.23814507,0.00343960,0.00025652,0.05608224,0.25673128,0.20321246
-5.83191596,0.48329522,0.22154331,0.00303910,0.00022664,0.05033282,0.23806515,0.18913564
-5.82591296,0.44763203,0.20696001,0.00266974,0.00019881,0.04506038,0.22128368,0.17662441
-5.81990995,0.41633461,0.19445174,0.00233315,0.00017317,0.04031469,0.20645532,0.16570712
-5.81390695,0.38945508,0.18404191,0.00203021,0.00014976,0.03613600,0.19360858,0.15638133
-5.80790395,0.36697957,0.17572822,0.00176116,0.00012861,0.03255609,0.18273897,0.14861998
-5.80190095,0.34884423,0.16949017,0.00152570,0.00010966,0.02959941,0.17381645,0.14237792
-5.79589795,0.33495107,0.16529634,0.00132306,0.00009284,0.02728420,0.16679293,0.13759825
-5.78989495,0.32518260,0.16311093,0.00115216,0.00007805,0.02562367,0.16160936,0.13421834
-5.78389195,0.31941454,0.16289915,0.00101161,0.00006515,0.02462695,0.15820204,0.13217500
-5.77788894,0.31752598,0.16463114,0.00089990,0.00005401,0.02429982,0.15650780,0.13140866
-5.77188594,0.31940638,0.16828435,0.00081539,0.00004447,0.02464524,0.15646782,0.13186645
-5.76588294,0.32495924,0.17384395,0.00075640,0.00003637,0.02566343,0.15802993,0.13350380
-5.75987994,0.33410231,0.18130160,0.00072129,0.00002957,0.02735176,0.16114927,0.13628489
-5.75387694,0.34676447,0.19065238,0.00070840,0.00002390,0.02970424,0.16578747,0.14018161
-5.74787394,0.36287957,0.20189026,0.00071615,0.00001923,0.03271076,0.17191035,0.14517150
-5.74187094,0.38237781,0.21500227,0.00074300,0.00001544,0.03635607,0.17948444,0.15123456
-5.73586793,0.40517523,0.22996185,0.00078748,0.00001241,0.04061867,0.18847254,0.15834942
-5.72986493,0.43116224,0.24672169,0.00084815,0.00001004,0.04546958,0.19882883,0.16648899
-5.72386193,0.46019195,0.26520670,0.00092359,0.00000826,0.05087120,0.21049371,0.17561608
-5.71785893,0.49206927,0.28530755,0.00101241,0.00000700,0.05677628,0.22338897,0.18567916
-5.71185593,0.52654178,0.30687522,0.00111324,0.00000621,0.06312721,0.23741365,0.19660877
-5.70585293,0.56329311,0.32971727,0.00122471,0.00000587,0.06985557,0.25244099,0.20831489
-5.69984992,0.60193973,0.35359591,0.00134547,0.00000598,0.07688227,0.26831677,0.22068538
-5.69384692,0.64203158,0.37822859,0.00147420,0.00000654,0.08411806,0.28485941,0.23358601
-5.68784392,0.68305712,0.40329096,0.00160965,0.00000759,0.09146472,0.30186192,0.24686192
-5.68184092,0.72445283,0.42842261,0.00175066,0.00000918,0.09881674,0.31909589,0.26034085
-5.67583792,0.76561711,0.45323528,0.00189626,0.00001140,0.10606356,0.33631728,0.27383790
-5.66983492,0.80592826,0.47732347,0.00204563,0.00001436,0.11309237,0.35327413,0.28716187
-5.66383192,0.84476582,0.50027712,0.00219830,0.00001817,0.11979127,0.36971560,0.30012276
-5.65782891,0.88153457,0.52169580,0.00235410,0.00002299,0.12605268,0.38540229,0.31254030
-5.65182591,0.91569000,0.54120379,0.00251332,0.00002902,0.13177698,0.40011702,0.32425304
-5.64582291,0.94676412,0.55846553,0.00267670,0.00003645,0.13687610,0.41367582,0.33512759
-5.63981991,0.97439031,0.57320057,0.00284556,0.00004553,0.14127688,0.42593833,0.34506741
-5.63381691,0.99832597,0.58519732,0.00302180,0.00005653,0.14492414,0.43681724,0.35402099
-5.62781391,1.01847160,0.59432502,0.00320794,0.00006972,0.14778317,0.44628599,0.36198848
-5.62181091,1.03488535,0.60054312,0.00340710,0.00008542,0.14984157,0.45438435,0.36902690
-5.61580790,1.04779205,0.60390768,0.00362301,0.00010396,0.15111033,0.46122154,0.37525306
-5.60980490,1.05758592,0.60457443,0.00385992,0.00012567,0.15162400,0.46697637,0.38084436
-5.60380190,1.06482684,0.60279813,0.00412255,0.00015089,0.15144003,0.47189450,0.38603700
-5.59779890,1.07022980,0.59892834,0.00441595,0.00017995,0.15063715,0.47628264,0.39112177
-5.59179590,1.07464795,0.59340153,0.00474535,0.00021317,0.14931295,0.48049986,0.39643734
-5.58579290,1.07904966,0.58672999,0.00511605,0.00025084,0.14758071,0.48494628,0.40236140
-5.57978989,1.08449047,0.57948774,0.00553313,0.00029322,0.14556562,0.49004967,0.40929970
-5.57378689,1.09208077,0.57229412,0.00600136,0.00034051,0.14340054,0.49625027,0.41767362
-5.56778389,1.10295067,0.56579557,0.00652488,0.00039283,0.14122146,0.50398460,0.42790651
-5.56178089,1.11821300,0.56064626,0.00710708,0.00045026,0.13916296,0.51366887,0.44040945
-5.55577789,1.13892609,0.55748829,0.00775035,0.00051278,0.13735367,0.52568265,0.45556672
-5.54977489,1.16605735,0.55693199,0.00845589,0.00058026,0.13591209,0.54035346,0.47372177
-5.54377189,1.20044909,0.55953704,0.00922360,0.00065249,0.13494289,0.55794293,0.49516387
-5.53776888,1.24278754,0.56579494,0.01005191,0.00072914,0.13453365,0.57863496,0.52011607
-5.53176588,1.29357609,0.57611323,0.01093771,0.00080977,0.13475250,0.60252649,0.54872486
-5.52576288,1.35311334,0.59080189,0.01187633,0.00089384,0.13564628,0.62962104,0.58105165
-5.51975988,1.42147677,0.61006229,0.01286152,0.00098071,0.13723965,0.65982530,0.61706657
-5.51375688,1.49851213,0.63397873,0.01388552,0.00106964,0.13953486,0.69294878,0.65664448
-5.50775388,1.58382890,0.66251296,0.01493920,0.00115983,0.14251228,0.72870655,0.69956359
-5.50175088,1.67680169,0.69550159,0.01601214,0.00125037,0.14613153,0.76672478,0.74550644
-5.49574787,1.77657766,0.73265650,0.01709288,0.00134034,0.15033327,0.80654899,0.79406335
-5.48974487,1.88208948,0.77356826,0.01816914,0.00142877,0.15504130,0.84765444,0.84473828
-5.48374187,1.99207369,0.81771249,0.01922803,0.00151469,0.16016510,0.88945842,0.89695694
-5.47773887,2.10509403,0.86445911,0.02025639,0.00159712,0.16560252,0.93133405,0.95007697
-5.47173587,2.21956917,0.91308432,0.02124101,0.00167513,0.17124266,0.97262494,1.00340002
-5.46573287,2.33380449,0.96278522,0.02216897,0.00174783,0.17696870,1.01266049,1.05618562
-5.45972986,2.44602717,1.01269676,0.02302788,0.00181440,0.18266075,1.05077125,1.10766633
-5.45372686,2.55442408,1.06191075,0.02380619,0.00187410,0.18819851,1.08630412,1.15706425
-5.44772386,2.65718173,1.10949673,0.02449342,0.00192629,0.19346379,1.11863682,1.20360816
-5.44172086,2.75252738,1.15452394,0.02508039,0.00197045,0.19834290,1.14719160,1.24655134
-5.43571786,2.83877050,1.19608417,0.02555942,0.00200618,0.20272876,1.17144763,1.28518929
-5.42971486,2.91434369,1.23331476,0.02592454,0.00203318,0.20652281,1.19095215,1.31887719
-5.42371186,2.97784170,1.26542105,0.02617153,0.00205132,0.20963677,1.20532990,1.34704652
-5.41770885,3.02805777,1.29169764,0.02629814,0.00206059,0.21199411,1.21429092,1.36922022
-5.41170585,3.06401594,1.31154774,0.02630403,0.00206111,0.21353132,1.21763643,1.38502614
-5.40570285,3.08499815,1.32449981,0.02619086,0.00205312,0.21419904,1.21526273,1.39420802
-5.39969985,3.09056528,1.33022097,0.02596224,0.00203702,0.21396290,1.20716305,1.39663372
-5.39369685,3.08057105,1.32852648,0.02562364,0.00201330,0.21280407,1.19342737,1.39230021
-5.38769385,3.05516801,1.31938496,0.02518234,0.00198258,0.21071967,1.17423998,1.38133501
-5.38169085,3.01480534,1.30291905,0.02464721,0.00194556,0.20772284,1.14987512,1.36399403
-5.37568784,2.96021810,1.27940132,0.02402856,0.00190305,0.20384242,1.12069052,1.34065550
-5.36968484,2.89240827,1.24924574,0.02333793,0.00185593,0.19912248,1.08711911,1.31181044
-5.36368184,2.81261796,1.21299480,0.02258779,0.00180514,0.19362134,1.04965907,1.27804962
-5.35767884,2.72229584,1.17130294,0.02179132,0.00175168,0.18741044,1.00886245,1.24004763
-5.35167584,2.62305790,1.12491690,0.02096211,0.00169656,0.18057270,0.96532279,1.19854473
-5.34567284,2.51664418,1.07465381,0.02011384,0.00164085,0.17320083,0.91966192,1.15432687
-5.33966983,2.40487303,1.02137792,0.01926001,0.00158558,0.16539519,0.87251661,1.10820509
-5.33366683,2.28959490,0.96597696,0.01841370,0.00153181,0.15726168,0.82452528,1.06099488
-5.32766383,2.17264747,0.90933909,0.01758726,0.00148057,0.14890940,0.77631541,1.01349649
-5.32166083,2.05581390,0.85233124,0.01679216,0.00143291,0.14044839,0.72849186,0.96647693
-5.31565783,1.94078590,0.79577979,0.01603881,0.00138981,0.13198745,0.68162679,0.92065458
-5.30965483,1.82913285,0.74045415,0.01533640,0.00135231,0.12363205,0.63625119,0.87668673
-5.30365183,1.72227802,0.68705374,0.01469293,0.00132139,0.11548262,0.59284848,0.83516072
-5.29764882,1.62148254,0.63619861,0.01411511,0.00129809,0.10763299,0.55185021,0.79658873
-5.29164582,1.52783708,0.58842391,0.01360849,0.00128349,0.10016935,0.51363393,0.76140633
-5.28564282,1.44226110,0.54417787,0.01317750,0.00127873,0.09316945,0.47852310,0.72997445
-5.27963982,1.36550881,0.50382324,0.01282561,0.00128505,0.08670227,0.44678891,0.70258442
-5.27363682,1.29818077,0.46764143,0.01255550,0.00130383,0.08082802,0.41865364,0.67946543
-5.26763382,1.24073970,0.43583909,0.01236921,0.00133660,0.07559851,0.39429514,0.66079362
-5.26163082,1.19352891,0.40855608,0.01226832,0.00138509,0.07105770,0.37385213,0.64670193
-5.25562781,1.15679152,0.38587450,0.01225410,0.00145124,0.06724256,0.35742966,0.63728993
-5.24962481,1.13068891,0.36782774,0.01232763,0.00153724,0.06418395,0.34510441,0.63263246
-5.24362181,1.11531670,0.35440913,0.01248987,0.00164551,0.06190761,0.33692923,0.63278668
-5.23761881,1.11071701,0.34557952,0.01274166,0.00177871,0.06043500,0.33293661,0.63779643
-5.23161581,1.11688587,0.34127337,0.01308371,0.00193971,0.05978413,0.33314085,0.64769384
-5.22561281,1.13377535,0.34140302,0.01351643,0.00213158,0.05997009,0.33753850,0.66249757
-5.21960980,1.16129001,0.34586103,0.01403980,0.00235751,0.06100544,0.34610729,0.68220797
-5.21360680,1.19927816,0.35452067,0.01465315,0.00262072,0.06290019,0.35880336,0.70679921
-5.20760380,1.24751854,0.36723452,0.01535486,0.00292445,0.06566169,0.37555720,0.73620905
-5.20160080,1.30570356,0.38383180,0.01614209,0.00327176,0.06929403,0.39626837,0.77032678
-5.19559780,1.37342060,0.40411450,0.01701052,0.00366544,0.07379739,0.42079964,0.80898041
-5.18959480,1.45013292,0.42785313,0.01795404,0.00410792,0.07916704,0.44897095,0.85192399
-5.18359180,1.53516218,0.45478236,0.01896453,0.00460105,0.08539223,0.48055365,0.89882625
-5.17758879,1.62767409,0.48459733,0.02003177,0.00514603,0.09245505,0.51526575,0.94926147
-5.17158579,1.72666913,0.51695097,0.02114327,0.00574318,0.10032918,0.55276850,1.00270369
-5.16558279,1.83097948,0.55145285,0.02228438,0.00639189,0.10897877,0.59266500,1.05852498
-5.15957979,1.93927343,0.58766997,0.02343838,0.00709042,0.11835734,0.63450101,1.11599840
-5.15357679,2.05006781,0.62512956,0.02458675,0.00783586,0.12840704,0.67776834,1.17430591
-5.14757379,2.16174860,0.66332425,0.02570954,0.00862398,0.13905795,0.72191094,1.23255135
-5.14157079,2.27259945,0.70171926,0.02678583,0.00944925,0.15022786,0.76633366,1.28977818
-5.13556778,2.38083721,0.73976172,0.02779426,0.01030479,0.16182227,0.81041347,1.34499137
-5.12956478,2.48465323,0.77689161,0.02871366,0.01118241,0.17373490,0.85351291,1.39718271
-5.12356178,2.58225886,0.81255406,0.02952368,0.01207268,0.18584843,0.89499521,1.44535832
-5.11755878,2.67193316,0.84621238,0.03020545,0.01296510,0.19803584,0.93424070,1.48856737
-5.11155578,2.75207087,0.87736152,0.03074220,0.01384819,0.21016205,0.97066372,1.52593052
-5.10555278,2.82122840,0.90554105,0.03111981,0.01470975,0.22208602,1.00372948,1.55666691
-5.09954977,2.87816598,0.93034753,0.03132731,0.01553712,0.23366324,1.03297014,1.58011836
-5.09354677,2.92188409,0.95144540,0.03135727,0.01631744,0.24474856,1.05799945,1.59576975
-5.08754377,2.95165255,0.96857624,0.03120600,0.01703797,0.25519934,1.07852544,1.60326472
-5.08154077,2.96703131,0.98156582,0.03087373,0.01768639,0.26487881,1.09436051,1.60241592
-5.07553777,2.96788195,0.99032885,0.03036453,0.01825120,0.27365961,1.10542854,1.59320950
-5.06953477,2.95436974,0.99487115,0.02968620,0.01872196,0.28142732,1.11176878,1.57580377
-5.06353177,2.92695623,0.99528919,0.02884993,0.01908966,0.28808396,1.11353629,1.55052220
-5.05752876,2.88638292,0.99176714,0.02786993,0.01934694,0.29355123,1.11099873,1.51784116
-5.05152576,2.83364677,0.98457135,0.02676294,0.01948838,0.29777339,1.10452983,1.47837307
