energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.04552276,2.76996873,0.97404258,0.02554766,0.01951062,0.30071970,1.09459940,1.43284595
-5.03951976,2.69675648,0.96058619,0.02424417,0.01941251,0.30238607,1.08176038,1.38207999
-5.03351676,2.61556287,0.94466052,0.02287330,0.01919517,0.30279609,1.06663309,1.32696245
-5.02751376,2.52804155,0.92676390,0.02145605,0.01886194,0.30200099,1.04988727,1.26842183
-5.02151076,2.43590114,0.90742051,0.02001301,0.01841831,0.30007881,1.03222229,1.20740208
-5.01550775,2.34085956,0.88716556,0.01856390,0.01787179,0.29713239,1.01434610,1.14483800
-5.00950475,2.24459964,0.86653015,0.01712704,0.01723165,0.29328651,0.99695360,1.08163247
-5.00350175,2.14872728,0.84602615,0.01571909,0.01650867,0.28868394,0.98070486,1.01863608
-4.99749875,2.05473319,0.82613167,0.01435472,0.01571487,0.28348080,0.96620410,0.95662970
-4.99149575,1.96395918,0.80727735,0.01304644,0.01486311,0.27784117,0.95397977,0.89631038
-4.98549275,1.87756961,0.78983396,0.01180450,0.01396678,0.27193120,0.94446676,0.83828061
-4.97948974,1.79652871,0.77410177,0.01063690,0.01303942,0.26591314,0.93799096,0.78304113
-4.97348674,1.72158419,0.76030195,0.00954939,0.01209442,0.25993925,0.93475714,0.73098716
-4.96748374,1.65325752,0.74857037,0.00854564,0.01114464,0.25414618,0.93484044,0.68240790
-4.96148074,1.59184088,0.73895413,0.00762738,0.01020218,0.24864990,0.93818196,0.63748917
-4.95547774,1.53740101,0.73141104,0.00679459,0.00927810,0.24354144,0.94458886,0.59631873
-4.94947474,1.48978972,0.72581202,0.00604575,0.00838225,0.23888383,0.95373908,0.55889415
-4.94347174,1.44866070,0.72194671,0.00537810,0.00752314,0.23471021,0.96519077,0.52513268
-4.93746873,1.41349237,0.71953192,0.00478784,0.00670785,0.23102334,0.97839622,0.49488299
-4.93146573,1.38361584,0.71822296,0.00427045,0.00594201,0.22779647,0.99272005,0.46793815
-4.92546273,1.35824748,0.71762736,0.00382090,0.00522980,0.22497567,1.00746112,0.44404967
-4.91945973,1.33652481,0.71732058,0.00343390,0.00457407,0.22248337,1.02187739,0.42294210
-4.91345673,1.31754497,0.71686321,0.00310411,0.00397639,0.22022301,1.03521304,0.40432785
-4.90745373,1.30040419,0.71581903,0.00282635,0.00343727,0.21808462,1.04672672,0.38792194
-4.90145073,1.28423725,0.71377316,0.00259577,0.00295624,0.21595093,1.05571999,0.37345617
-4.89544772,1.26825546,0.71034972,0.00240804,0.00253209,0.21370388,1.06156476,0.36069249
-4.88944472,1.25178199,0.70522823,0.00225946,0.00216303,0.21123108,1.06372865,0.34943527
-4.88344172,1.23428316,0.69815813,0.00214710,0.00184689,0.20843192,1.06179734,0.33954205
-4.87743872,1.21539481,0.68897075,0.00206888,0.00158132,0.20522317,1.05549274,0.33093255
-4.87143572,1.19494258,0.67758838,0.00202363,0.00136391,0.20154364,1.04468658,0.32359582
-4.86543272,1.17295559,0.66403000,0.00201117,0.00119237,0.19735785,1.02940850,0.31759501
-4.85942971,1.14967275,0.64841341,0.00203231,0.00106470,0.19265843,1.00984849,0.31306991
-4.85342671,1.12554167,0.63095374,0.00208883,0.00097923,0.18746729,0.98635362,0.31023688
-4.84742371,1.10120995,0.61195846,0.00218345,0.00093474,0.18183545,0.95941900,0.30938611
-4.84142071,1.07750915,0.59181895,0.00231977,0.00093053,0.17584155,0.92967349,0.31087621
-4.83541771,1.05543178,0.57099910,0.00250218,0.00096641,0.16958926,0.89786073,0.31512604
-4.82941471,1.03610206,0.55002128,0.00273568,0.00104276,0.16320360,0.86481604,0.32260375
-4.82341171,1.02074115,0.52945031,0.00302576,0.00116044,0.15682643,0.83144030,0.33381334
-4.81740870,1.01062777,0.50987582,0.00337816,0.00132079,0.15061120,0.79867160,0.34927862
-4.81140570,1.00705547,0.49189375,0.00379867,0.00152558,0.14471742,0.76745564,0.36952511
-4.80540270,1.01128750,0.47608762,0.00429284,0.00177683,0.13930478,0.73871606,0.39505995
-4.79939970,1.02451080,0.46300997,0.00486567,0.00207678,0.13452734,0.71332542,0.42635058
-4.79339670,1.04779014,0.45316474,0.00552138,0.00242775,0.13052798,0.69207797,0.46380238
-4.78739370,1.08202412,0.44699101,0.00626303,0.00283195,0.12743316,0.67566489,0.50773628
-4.78139070,1.12790415,0.44484860,0.00709222,0.00329138,0.12534837,0.66465276,0.55836692
-4.77538769,1.18587793,0.44700594,0.00800883,0.00380767,0.12435424,0.65946595,0.61578213
-4.76938469,1.25611882,0.45363051,0.00901074,0.00438194,0.12450348,0.66037329,0.67992491
-4.76338169,1.33850233,0.46478228,0.01009359,0.00501463,0.12581876,0.66747956,0.75057853
-4.75737869,1.43259090,0.48041022,0.01125066,0.00570541,0.12829162,0.68072195,0.82735586
-4.75137569,1.53762805,0.50035202,0.01247275,0.00645307,0.13188229,0.69987163,0.90969367
-4.74537269,1.65254253,0.52433724,0.01374821,0.00725541,0.13652066,0.72454052,0.99685266
-4.73936968,1.77596307,0.55199369,0.01506300,0.00810926,0.14210814,0.75419299,1.08792367
-4.73336668,1.90624371,0.58285694,0.01640091,0.00901038,0.14852054,0.78816234,1.18184047
-4.72736368,2.04149949,0.61638285,0.01774384,0.00995354,0.15561183,0.82567151,1.27739899
-4.72136068,2.17965164,0.65196259,0.01907219,0.01093255,0.16321857,0.86585762,1.37328283
-4.71535768,2.31848114,0.68893992,0.02036536,0.01194034,0.17116511,0.90779936,1.46809427
-4.70935468,2.45568896,0.72663000,0.02160226,0.01296907,0.17926909,0.95054658,1.56038997
-4.70335168,2.58896086,0.76433918,0.02276194,0.01401027,0.18734734,0.99315104,1.64872005
-4.69734867,2.71603440,0.80138511,0.02382423,0.01505502,0.19522176,1.03469711,1.73166903
-4.69134567,2.83476555,0.83711636,0.02477038,0.01609408,0.20272505,1.07433151,1.80789704
-4.68534267,2.94319215,0.87093077,0.02558367,0.01711806,0.20970613,1.11129070,1.87617956
-4.67933967,3.03959156,0.90229194,0.02624996,0.01811765,0.21603483,1.14492503,1.93544391
-4.67333667,3.12253006,0.93074309,0.02675821,0.01908371,0.22160590,1.17471852,1.98480096
-4.66733367,3.19090185,0.95591776,0.02710083,0.02000746,0.22634202,1.20030354,2.02357055
-4.66133067,3.24395603,0.97754702,0.02727399,0.02088059,0.23019573,1.22146967,2.05129963
-4.65532766,3.28131048,0.99546284,0.02727768,0.02169540,0.23315014,1.23816659,2.06777231
-4.64932466,3.30295234,1.00959771,0.02711577,0.02244488,0.23521859,1.25050066,2.07301148
-4.64332166,3.30922524,1.01998058,0.02679583,0.02312276,0.23644306,1.25872578,2.06727212
-4.63731866,3.30080441,1.02672944,0.02632883,0.02372363,0.23689158,1.26322886,2.05102693
-4.63131566,3.27866120,1.03004120,0.02572880,0.02424293,0.23665483,1.26451083,2.02494490
-4.62531266,3.24401905,1.03017934,0.02501225,0.02467701,0.23584198,1.26316435,1.98986439
-4.61930965,3.19830351,1.02746025,0.02419771,0.02502317,0.23457619,1.25984941,1.94676191
-4.61330665,3.14308901,1.02223901,0.02330503,0.02527970,0.23298995,1.25526823,1.89671837
-4.60730365,3.08004502,1.01489539,0.02235482,0.02544586,0.23122050,1.25014087,1.84088430
-4.60130065,3.01088442,1.00582096,0.02136783,0.02552197,0.22940567,1.24518289,1.78044582
-4.59529765,2.93731632,0.99540787,0.02036435,0.02550944,0.22768035,1.24108626,1.71659259
-4.58929465,2.86100534,0.98403981,0.01936376,0.02541075,0.22617371,1.23850441,1.65048911
-4.58329165,2.78353872,0.97208565,0.01838407,0.02522954,0.22500741,1.23804219,1.58325020
-4.57728864,2.70640222,0.95989576,0.01744163,0.02497058,0.22429470,1.24025097,1.51592130
-4.57128564,2.63096492,0.94780096,0.01655086,0.02463981,0.22414061,1.24562881,1.44946393
-4.56528264,2.55847259,0.93611405,0.01572416,0.02424431,0.22464295,1.25462544,1.38474616
-4.55927964,2.49004874,0.92513318,0.01497183,0.02379228,0.22589399,1.26765105,1.32253794
-4.55327664,2.42670200,0.91514673,0.01430217,0.02329294,0.22798272,1.28508797,1.26351054
-4.54727364,2.36933802,0.90643891,0.01372156,0.02275649,0.23099729,1.30730391,1.20823954
-4.54127064,2.31877411,0.89929531,0.01323465,0.02219393,0.23502739,1.33466521,1.15721051
-4.53526763,2.27575448,0.89400764,0.01284451,0.02161691,0.24016629,1.36754863,1.11082631
-4.52926463,2.24096420,0.89087698,0.01255292,0.02103759,0.24651212,1.40635019,1.06941544
-4.52326163,2.21504014,0.89021483,0.01236051,0.02046833,0.25416836,1.45148962,1.03324028
-4.51725863,2.19857746,0.89234158,0.01226699,0.01992150,0.26324307,1.50340951,1.00250487
-4.51125563,2.19213050,0.89758191,0.01227128,0.01940923,0.27384691,1.56256822,0.97736137
-4.50525263,2.19620762,0.90625716,0.01237167,0.01894309,0.28608981,1.62942619,0.95791508
-4.49924962,2.21125985,0.91867478,0.01256584,0.01853382,0.30007639,1.70442598,0.94422760
-4.49324662,2.23766374,0.93511507,0.01285094,0.01819109,0.31590018,1.78796624,0.93631824
-4.48724362,2.27569936,0.95581587,0.01322356,0.01792319,0.33363702,1.88037095,0.93416375
-4.48124062,2.32552480,0.98095604,0.01367969,0.01773685,0.35333775,1.98185527,0.93769660
-4.47523762,2.38714879,1.01063836,0.01421462,0.01763699,0.37502082,2.09248978,0.94680234
-4.46923462,2.46040340,1.04487323,0.01482291,0.01762655,0.39866505,2.21216532,0.96131626
-4.46323162,2.54491894,1.08356394,0.01549827,0.01770641,0.42420313,2.34056053,0.98102007
-4.45722861,2.64010303,1.12649479,0.01623350,0.01787530,0.45151629,2.47711449,1.00563907
-4.45122561,2.74512592,1.17332286,0.01702043,0.01812980,0.48043054,2.62100652,1.03484022
-4.44522261,2.85891356,1.22357446,0.01784993,0.01846437,0.51071489,2.77114508,1.06823165
-4.43921961,2.98014998,1.27664669,0.01871190,0.01887150,0.54208184,2.92616715,1.10536400
-4.43321661,3.10728964,1.33181467,0.01959537,0.01934186,0.57419025,3.08444926,1.14573376
-4.42721361,3.23858021,1.38824443,0.02048865,0.01986457,0.60665076,3.24413048,1.18878885
-4.42121061,3.37209544,1.44501120,0.02137946,0.02042746,0.63903352,3.40314703,1.23393637
-4.41520760,3.50577734,1.50112271,0.02225518,0.02101740,0.67087822,3.55927789,1.28055254
-4.40920460,3.63748632,1.55554642,0.02310313,0.02162068,0.70170583,3.71019966,1.32799444
-4.40320160,3.76505726,1.60723990,0.02391083,0.02222341,0.73103183,3.85354872,1.37561328
-4.39719860,3.88635939,1.65518274,0.02466636,0.02281189,0.75838018,3.98698815,1.42276867
-4.39119560,3.99935732,1.69840878,0.02535864,0.02337300,0.78329761,4.10827659,1.46884343
-4.38519260,4.10217054,1.73603712,0.02597777,0.02389461,0.80536743,4.21533596,1.51325826
-4.37918959,4.19312871,1.76730042,0.02651529,0.02436583,0.82422229,4.30631515,1.55548570
-4.37318659,4.27082025,1.79156917,0.02696449,0.02477736,0.83955540,4.37964678,1.59506277
-4.36718359,4.33413188,1.80837083,0.02732056,0.02512170,0.85112949,4.43409451,1.63160167
-4.36118059,4.38227745,1.81740295,0.02758076,0.02539327,0.85878339,4.46878891,1.66479815
-4.35517759,4.41481475,1.81853969,0.02774450,0.02558852,0.86243566,4.48325049,1.69443701
-4.34917459,4.43164963,1.81183149,0.02781334,0.02570593,0.86208536,4.47739889,1.72039461
-4.34317159,4.43302736,1.79749813,0.02779096,0.02574593,0.85780993,4.45154836,1.74263811
-4.33716858,4.41951185,1.77591553,0.02768299,0.02571078,0.84976028,4.40638984,1.76122150
-4.33116558,4.39195388,1.74759710,0.02749680,0.02560436,0.83815341,4.34296090,1.77627854
-4.32516258,4.35144999,1.71317073,0.02724129,0.02543193,0.82326308,4.26260522,1.78801287
-4.31915958,4.29929407,1.67335253,0.02692654,0.02519983,0.80540882,4.16692372,1.79668576
-4.31315658,4.23692399,1.62891871,0.02656346,0.02491521,0.78494407,4.05771967,1.80260193
-4.30715358,4.16586585,1.58067699,0.02616345,0.02458566,0.76224380,3.93694038,1.80609401
