energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,1.87911321,0.01166048,0.09463714,0.01038940,0.00000000,0.91601444,1.10814908,0.00731433,0.64113174
-5.99399700,1.92667019,0.01199223,0.09514914,0.01064189,0.00000000,0.95174407,1.13117462,0.00764484,0.66179168
-5.98799400,1.97836814,0.01252979,0.09616632,0.01091812,0.00000000,0.98685431,1.15624174,0.00803130,0.68384929
-5.98199100,2.03306533,0.01327021,0.09761558,0.01121208,0.00000000,1.02076978,1.18267262,0.00847045,0.70693473
-5.97598799,2.08956052,0.01420693,0.09942118,0.01151764,0.00000000,1.05293652,1.20975264,0.00895815,0.73065795
-5.96998499,2.14661658,0.01532965,0.10150610,0.01182871,0.00000000,1.08283443,1.23674504,0.00948946,0.75461580
-5.96398199,2.20298343,0.01662433,0.10379331,0.01213930,0.00000000,1.10998754,1.26290597,0.01005857,0.77839865
-5.95797899,2.25742001,0.01807325,0.10620666,0.01244359,0.00000000,1.13397182,1.28749980,0.01065885,0.80159650
-5.95197599,2.30871521,0.01965508,0.10867169,0.01273602,0.00000000,1.15442057,1.30981435,0.01128286,0.82380462
-5.94597299,2.35570776,0.02134510,0.11111618,0.01301128,0.00000000,1.17102743,1.32917570,0.01192243,0.84462876
-5.93996998,2.39730497,0.02311552,0.11347074,0.01326433,0.00000000,1.18354740,1.34496249,0.01256873,0.86369012
-5.93396698,2.43250058,0.02493592,0.11566914,0.01349046,0.00000000,1.19179606,1.35661926,0.01321236,0.88063026
-5.92796398,2.46039146,0.02677377,0.11764885,0.01368529,0.00000000,1.19564760,1.36366861,0.01384352,0.89511600
-5.92196098,2.48019350,0.02859510,0.11935149,0.01384477,0.00000000,1.19503204,1.36572182,0.01445223,0.90684450
-5.91595798,2.49125626,0.03036529,0.12072342,0.01396527,0.00000000,1.18993204,1.36248778,0.01502850,0.91554856
-5.90995498,2.49307641,0.03204991,0.12171638,0.01404359,0.00000000,1.18037983,1.35377981,0.01556264,0.92100200
-5.90395198,2.48530956,0.03361563,0.12228824,0.01407705,0.00000000,1.16645432,1.33952032,0.01604555,0.92302527
-5.89794897,2.46778022,0.03503118,0.12240382,0.01406355,0.00000000,1.14827889,1.31974296,0.01646900,0.92149088
-5.89194597,2.44048934,0.03626826,0.12203579,0.01400168,0.00000000,1.12601957,1.29459231,0.01682594,0.91632857
-5.88594297,2.40361899,0.03730244,0.12116546,0.01389079,0.00000000,1.09988387,1.26432090,0.01711083,0.90752985
-5.87993997,2.35753375,0.03811397,0.11978356,0.01373109,0.00000000,1.07011993,1.22928377,0.01731987,0.89515164
-5.87393697,2.30277828,0.03868840,0.11789093,0.01352372,0.00000000,1.03701583,1.18993047,0.01745124,0.87931868
-5.86793397,2.24007079,0.03901713,0.11549893,0.01327080,0.00000000,1.00089870,1.14679482,0.01750526,0.86022436
