energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.90395198,6.09181935,1.16245258,0.44436030,0.00795706,1.22659122,0.10618600,2.34846859,1.22444786,0.91179344
-5.89794897,6.10823813,1.13537752,0.43832934,0.00858405,1.27768361,0.10427235,2.30942074,1.29119263,0.95665453
-5.89194597,6.14101838,1.10963293,0.43295061,0.00924645,1.33493969,0.10257390,2.27417598,1.36593346,1.00678118
-5.88594297,6.19211385,1.08580563,0.42845960,0.00993602,1.39852211,0.10113133,2.24373355,1.44887406,1.06218802
-5.87993997,6.26309861,1.06443147,0.42506022,0.01064367,1.46850473,0.09997901,2.21895566,1.54010108,1.12281037
-5.87393697,6.35507198,1.04597471,0.42291693,0.01135957,1.54485353,0.09914337,2.20053024,1.63956223,1.18849234
-5.86793397,6.46858082,1.03081059,0.42214853,0.01207339,1.62740964,0.09864162,2.18894152,1.74704648,1.25897683
-5.86193097,6.60356243,1.01921190,0.42282398,0.01277447,1.71587516,0.09848088,2.18444991,1.86216748,1.33389787
-5.85592796,6.75931040,1.01133997,0.42496026,0.01345212,1.80980268,0.09865784,2.18708167,1.98435090,1.41277578
-5.84992496,6.93446449,1.00724025,0.42852246,0.01409583,1.90858883,0.09915876,2.19662844,2.11282647,1.49501552
-5.84392196,7.12702474,1.00684241,0.43342587,0.01469561,2.01147254,0.09995999,2.21265654,2.24662549,1.57990858
-5.83791896,7.33438887,1.00996482,0.43954002,0.01524215,2.11753817,0.10102892,2.23452504,2.38458426,1.66663837
-5.83191596,7.55341141,1.01632304,0.44669446,0.01572714,2.22572388,0.10232525,2.26141160,2.52535388,1.75428942
-5.82591296,7.78048212,1.02554177,0.45468592,0.01614344,2.33483510,0.10380253,2.29234473,2.66741666,1.84186022
-5.81990995,8.01162083,1.03716967,0.46328649,0.01648528,2.44356324,0.10540996,2.32624077,2.80910919,1.92827960
-5.81390695,8.24258526,1.05069651,0.47225260,0.01674835,2.55050918,0.10709431,2.36194413,2.94865185,2.01242639
-5.80790395,8.46898841,1.06557180,0.48133422,0.01692991,2.65421136,0.10880188,2.39826889,3.08418437,2.09315207
-5.80190095,8.68642145,1.08122438,0.49028407,0.01702882,2.75317770,0.11048042,2.43404031,3.21380662,2.16930583
-5.79589795,8.89057852,1.09708226,0.49886630,0.01704549,2.84592063,0.11208101,2.46813465,3.33562369,2.23976147
-5.78989495,9.07737930,1.11259200,0.50686452,0.01698182,2.93099447,0.11355970,2.49951594,3.44779401,2.30344548
-5.78389195,9.24308572,1.12723717,0.51408870,0.01684107,3.00703370,0.11487900,2.52726858,3.54857874,2.35936528
-5.77788894,9.38440904,1.14055521,0.52038079,0.01662774,3.07279117,0.11600909,2.55062472,3.63639093,2.40663692
-5.77188594,9.49860395,1.15215233,0.52561888,0.01634734,3.12717474,0.11692870,2.56898575,3.70984239,2.44451096
-5.76588294,9.58354640,1.16171586,0.52971978,0.01600622,3.16928085,0.11762575,2.58193727,3.76778628,2.47239574
-5.75987994,9.63779264,1.16902384,0.53263992,0.01561136,3.19842377,0.11809756,2.58925737,3.80935359,2.48987692
-5.75387694,9.66061708,1.17395143,0.53437462,0.01517015,3.21415899,0.11835086,2.59091795,3.83398171,2.49673224
-5.74787394,9.65202754,1.17647392,0.53495589,0.01469018,3.21629971,0.11840134,2.58707942,3.84143357,2.49294095
-5.74187094,9.61275684,1.17666637,0.53444871,0.01417905,3.20492536,0.11827297,2.57807887,3.83180620,2.47868699
-5.73586793,9.54423089,1.17469962,0.53294621,0.01364424,3.18038159,0.11799703,2.56441238,3.80552819,2.45435581
-5.72986493,9.44851392,1.17083297,0.53056383,0.01309290,3.14327137,0.11761084,2.54671212,3.76334565,2.42052444
-5.72386193,9.32823267,1.16540356,0.52743280,0.01253179,3.09443734,0.11715632,2.52571905,3.70629734,2.37794521
-5.71785893,9.18648204,1.15881288,0.52369327,0.01196714,3.03493595,0.11667830,2.50225222,3.63567976,2.32752347
-5.71185593,9.02671570,1.15151081,0.51948731,0.01140461,2.96600428,0.11622280,2.47717578,3.55300361,2.27029014
-5.70585293,8.85262553,1.14397763,0.51495223,0.01084923,2.88902085,0.11583512,2.45136486,3.45994375,2.20737008
-5.69984992,8.66801469,1.13670481,0.51021438,0.01030537,2.80546193,0.11555803,2.42567149,3.35828450,2.13994758
-5.69384692,8.47666901,1.13017499,0.50538371,0.00977672,2.71685531,0.11542993,2.40089179,3.24986307,2.06923031
-5.68784392,8.28223188,1.12484221,0.50054938,0.00926633,2.62473323,0.11548317,2.37773564,3.13651325,1.99641317
-5.68184092,8.08808724,1.12111276,0.49577650,0.00877659,2.53058664,0.11574251,2.35679976,3.02001193,1.92264361
-5.67583792,7.89725540,1.11932771,0.49110411,0.00830926,2.43582249,0.11622387,2.33854531,2.90203057,1.84898968
-5.66983492,7.71230525,1.11974757,0.48654446,0.00786552,2.34172566,0.11693334,2.32328060,2.78409345,1.77641204
-5.66383192,7.53528619,1.12253976,0.48208360,0.00744601,2.24942721,0.11786653,2.31114970,2.66754401,1.70574112
-5.65782891,7.36768174,1.12776935,0.47768309,0.00705084,2.15987962,0.11900833,2.30212702,2.55352036,1.63765985
-5.65182591,7.21038622,1.13539351,0.47328276,0.00667967,2.07384009,0.12033297,2.29601826,2.44294037,1.57269281
-5.64582291,7.06370439,1.14525977,0.46880441,0.00633176,1.99186188,0.12180465,2.29246738,2.33649607,1.51120166
-5.63981991,6.92737347,1.15710835,0.46415609,0.00600603,1.91429385,0.12337836,2.29096937,2.23465720,1.45338684
-5.63381691,6.80060560,1.17057824,0.45923683,0.00570108,1.84128760,0.12500120,2.29088823,2.13768263,1.39929515
-5.62781391,6.68214836,1.18521713,0.45394159,0.00541531,1.77281146,0.12661398,2.29147937,2.04563874,1.34883254
-5.62181091,6.57036007,1.20049453,0.44816614,0.00514694,1.70867041,0.12815304,2.29191555,1.95842317,1.30178127
-5.61580790,6.46329625,1.21581774,0.44181173,0.00489410,1.64853064,0.12955229,2.29131547,1.87579247,1.25782046
-5.60980490,6.35880355,1.23055018,0.43478937,0.00465489,1.59194741,0.13074537,2.28877375,1.79739209,1.21654904
-5.60380190,6.25461690,1.24403121,0.42702343,0.00442743,1.53839495,0.13166777,2.28339141,1.72278728,1.17750997
-5.59779890,6.14845632,1.25559691,0.41845471,0.00420994,1.48729696,0.13225900,2.27430565,1.65149344,1.14021464
-5.59179590,6.03811965,1.26460097,0.40904265,0.00400078,1.43805658,0.13246447,2.26071802,1.58300488,1.10416660
-5.58579290,5.92156800,1.27043509,0.39876686,0.00379847,1.39008451,0.13223730,2.24192002,1.51682099,1.06888356
-5.57978989,5.79700130,1.27254803,0.38762785,0.00360181,1.34282462,0.13153977,2.21731547,1.45246916,1.03391715
-5.57378689,5.66292178,1.27046280,0.37564704,0.00340980,1.29577599,0.13034444,2.18643891,1.38952386,0.99886964
-5.56778389,5.51818389,1.26379141,0.36286620,0.00322176,1.24851106,0.12863498,2.14896958,1.32762186,0.96340742
-5.56178089,5.36202973,1.25224663,0.34934621,0.00303726,1.20068949,0.12640654,2.10474090,1.26647336,0.92727081
-5.55577789,5.19410977,1.23565060,0.33516552,0.00285619,1.15206753,0.12366580,2.05374505,1.20586918,0.89028036
-5.54977489,5.01448916,1.21393983,0.32041819,0.00267868,1.10250309,0.12043069,1.99613295,1.14568442,0.85233948
-5.54377189,4.82364034,1.18716677,0.30521170,0.00250515,1.05195668,0.11672970,1.93220982,1.08587882,0.81343389
-5.53776888,4.62242338,1.15549779,0.28966468,0.00233624,1.00048858,0.11260101,1.86242651,1.02649427,0.77362798
-5.53176588,4.41205559,1.11920780,0.27390456,0.00217282,0.94825281,0.10809131,1.78736740,0.96765002,0.73305874
-5.52576288,4.19407216,1.07867193,0.25806534,0.00201595,0.89548836,0.10325449,1.70773514,0.90953610,0.69192751
-5.51975988,3.97028019,1.03435439,0.24228540,0.00186682,0.84250844,0.09815027,1.62433302,0.85240526,0.65049036
-5.51375688,3.74270790,0.98679529,0.22670554,0.00172679,0.78968830,0.09284267,1.53804573,0.79656413,0.60904741
-5.50775388,3.51355138,0.93659566,0.21146720,0.00159727,0.73745223,0.08739862,1.44981897,0.74236384,0.56793168
-5.50175088,3.28512072,0.88440145,0.19671084,0.00147981,0.68626043,0.08188655,1.36063884,0.69019045,0.52749799
-5.49574787,3.05978740,0.83088699,0.18257461,0.00137597,0.63659614,0.07637514,1.27151146,0.64045562,0.48811233
-5.48974487,2.83993449,0.77673841,0.16919315,0.00128735,0.58895355,0.07093219,1.18344344,0.59358757,0.45014195
-5.48374187,2.62791083,0.72263765,0.15669659,0.00121560,0.54382677,0.06562368,1.09742372,0.55002260,0.41394662
-5.47773887,2.42599019,0.66924744,0.14520966,0.00116233,0.50170017,0.06051300,1.01440712,0.51019719,0.37987102
-5.47173587,2.23633594,0.61719771,0.13485088,0.00112915,0.46304005,0.05566037,0.93529978,0.47454073,0.34823852
-5.46573287,2.06097143,0.56707358,0.12573176,0.00111764,0.42828789,0.05112246,0.86094686,0.44346885,0.31934634
-5.45972986,1.90175597,0.51940532,0.11795605,0.00112929,0.39785489,0.04695214,0.79212222,0.41737723,0.29346192
-5.45372686,1.76036613,0.47466032,0.11161880,0.00116552,0.37211782,0.04319842,0.72952039,0.39663587,0.27082046
-5.44772386,1.63828158,0.43323704,0.10680546,0.00122760,0.35141585,0.03990637,0.67375030,0.38158366,0.25162352
-5.44172086,1.53677495,0.39546097,0.10359075,0.00131664,0.33604825,0.03711726,0.62533086,0.37252316,0.23603833
-5.43571786,1.45690469,0.36158256,0.10203736,0.00143354,0.32627265,0.03486862,0.58468794,0.36971553,0.22419774
-5.42971486,1.39951026,0.33177671,0.10219462,0.00157891,0.32230364,0.03319429,0.55215255,0.37337555,0.21620053
-5.42371186,1.36520876,0.30614397,0.10409692,0.00175304,0.32431150,0.03212445,0.52795986,0.38366678,0.21211198
-5.41770885,1.35439257,0.28471294,0.10776212,0.00195584,0.33242099,0.03168549,0.51224894,0.40069690,0.21196447
-5.41170585,1.36722738,0.26744384,0.11318991,0.00218676,0.34671003,0.03189987,0.50506292,0.42451342,0.21575809
-5.40570285,1.40365058,0.25423301,0.12036027,0.00244476,0.36720826,0.03278569,0.50634944,0.45509985,0.22346114
-5.39969985,1.46336986,0.24491813,0.12923206,0.00272825,0.39389557,0.03435629,0.51596148,0.49237268,0.23501055
-5.39369685,1.54586249,0.23928409,0.13974185,0.00303507,0.42670065,0.03661955,0.53365842,0.53617930,0.25031227
-5.38769385,1.65037550,0.23706924,0.15180322,0.00336244,0.46549970,0.03957719,0.55910756,0.58629716,0.26924164
-5.38169085,1.77592753,0.23797215,0.16530644,0.00370702,0.51011555,0.04322394,0.59188629,0.64243445,0.29164393
-5.37568784,1.92131287,0.24165854,0.18011880,0.00406488,0.56031722,0.04754670,0.63148507,0.70423234,0.31733506
-5.36968484,2.08510852,0.24776855,0.19608556,0.00443156,0.61582023,0.05252366,0.67731152,0.77126901,0.34610262
-5.36368184,2.26568468,0.25592410,0.21303163,0.00480217,0.67628773,0.05812361,0.72869584,0.84306532,0.37770738
-5.35767884,2.46121937,0.26573640,0.23076396,0.00517146,0.74133257,0.06430531,0.78489775,0.91909214,0.41188523
-5.35167584,2.66971730,0.27681344,0.24907460,0.00553391,0.81052026,0.07101708,0.84511516,0.99877906,0.44834968
-5.34567284,2.88903302,0.28876739,0.26774441,0.00588395,0.88337297,0.07819677,0.90849454,1.08152410,0.48679480
-5.33966983,3.11689824,0.30122177,0.28654727,0.00621602,0.95937435,0.08577190,0.97414302,1.16670417,0.52689875
-5.33366683,3.35095270,0.31381823,0.30525473,0.00652476,1.03797505,0.09366031,1.04114197,1.25368558,0.56832761
-5.32766383,3.58877792,0.32622285,0.32364076,0.00680519,1.11859889,0.10177110,1.10856190,1.34183439,0.61073958
-5.32166083,3.82793290,0.33813159,0.34148668,0.00705282,1.20064936,0.11000600,1.17547818,1.43052594,0.65378932
-5.31565783,4.06599081,0.34927502,0.35858575,0.00726382,1.28351640,0.11826104,1.24098723,1.51915328,0.69713243
-5.30965483,4.30057545,0.35942192,0.37474758,0.00743511,1.36658327,0.12642860,1.30422254,1.60713417,0.74042984
-5.30365183,4.52939658,0.36838170,0.38980185,0.00756448,1.44923342,0.13439964,1.36437012,1.69391665,0.78335208
-5.29764882,4.75028325,0.37600568,0.40360150,0.00765060,1.53085732,0.14206610,1.42068264,1.77898300,0.82558345
-5.29164582,4.96121424,0.38218707,0.41602505,0.00769310,1.61085933,0.14932339,1.47249204,1.86185241,0.86682591
-5.28564282,5.16034534,0.38685967,0.42697816,0.00769254,1.68866459,0.15607283,1.51921991,1.94208275,0.90680285
-5.27963982,5.34603318,0.38999557,0.43639434,0.00765034,1.76372627,0.16222390,1.56038564,2.01927178,0.94526269
-5.27363682,5.51685550,0.39160174,0.44423488,0.00756875,1.83553303,0.16769632,1.59561194,2.09305836,0.98198249
-5.26763382,5.67162841,0.39171594,0.45048811,0.00745071,1.90361718,0.17242179,1.62462778,2.16312433,1.01677144
-5.26163082,5.80942072,0.39040206,0.45516812,0.00729972,1.96756338,0.17634530,1.64726898,2.22919739,1.04947455
-5.25562781,5.92956595,0.38774521,0.45831302,0.00711972,2.02701808,0.17942610,1.66347641,2.29105555,1.07997628
-5.24962481,6.03167242,0.38384682,0.45998303,0.00691495,2.08169944,0.18163816,1.67329247,2.34853321,1.10820427
-5.24362181,6.11563174,0.37881999,0.46025851,0.00668975,2.13140779,0.18297020,1.67685588,2.40152896,1.13413310
-5.23761881,6.18162575,0.37278539,0.45923803,0.00644847,2.17603588,0.18342533,1.67439554,2.45001484,1.15778768
-5.23161581,6.23013175,0.36586780,0.45703667,0.00619531,2.21557881,0.18302032,1.66622365,2.49404638,1.17924629
-5.22561281,6.26192566,0.35819350,0.45378464,0.00593423,2.25014264,0.18178455,1.65272855,2.53377299,1.19864287
-5.21960980,6.27808225,0.34988850,0.44962624,0.00566885,2.27995114,0.17975878,1.63436760,2.56944728,1.21616807
-5.21360680,6.27997151,0.34107774,0.44471908,0.00540240,2.30534978,0.17699371,1.61166027,2.60143267,1.23206898
-5.20760380,6.26925001,0.33188499,0.43923365,0.00513767,2.32680629,0.17354854,1.58518160,2.63020780,1.24664687
-5.20160080,6.24784603,0.32243351,0.43335307,0.00487706,2.34490687,0.16948941,1.55555586,2.65636686,1.26025279
-5.19559780,6.21793733,0.31284717,0.42727284,0.00462253,2.36034766,0.16488802,1.52345059,2.68061482,1.27328079
-5.18959480,6.18192077,0.30325193,0.42120065,0.00437567,2.37392115,0.15982021,1.48957050,2.70375694,1.28615857
-5.18359180,6.14237299,0.29377729,0.41535583,0.00413780,2.38649726,0.15436476,1.45465126,2.72668218,1.29933564
-5.17758879,6.10200244,0.28455770,0.40996861,0.00390996,2.39899955,0.14860220,1.41945281,2.75034061,1.31326927
-5.17158579,6.06359287,0.27573354,0.40527882,0.00369304,2.41237695,0.14261383,1.38475190,2.77571524,1.32840838
-5.16558279,6.02993980,0.26745155,0.40153419,0.00348786,2.42757210,0.13648078,1.35133385,2.80378927,1.34517625
-5.15957979,6.00378124,0.25986467,0.39898803,0.00329520,2.44548725,0.13028318,1.31998321,2.83551000,1.36395244
-5.15357679,5.98772532,0.25313101,0.39789638,0.00311592,2.46694933,0.12409934,1.29147350,2.87175097,1.38505503
-5.14757379,5.98417719,0.24741212,0.39851472,0.00295095,2.49267567,0.11800501,1.26655598,2.91327426,1.40872377
-5.14157079,5.99526829,0.24287047,0.40109421,0.00280141,2.52324202,0.11207262,1.24594772,2.96069473,1.43510535
-5.13556778,6.02279103,0.23966626,0.40587771,0.00266852,2.55905449,0.10637052,1.23031930,3.01444821,1.46424139
-5.12956478,6.06814181,0.23795365,0.41309555,0.00255374,2.60032684,0.10096221,1.22028237,3.07476531,1.49606014
-5.12356178,6.13227496,0.23787666,0.42296133,0.00245862,2.64706443,0.09590556,1.21637771,3.14165229,1.53037228
-5.11755878,6.21566987,0.23956483,0.43566776,0.00238488,2.69905552,0.09125207,1.21906394,3.21488010,1.56687133
-5.11155578,6.31831273,0.24312888,0.45138264,0.00233430,2.75587073,0.08704614,1.22870759,3.29398217,1.60513876
-5.10555278,6.43969373,0.24865664,0.47024518,0.00230869,2.81687058,0.08332437,1.24557464,3.37826107,1.64465378
-5.09954977,6.57881972,0.25620934,0.49236247,0.00230981,2.88122077,0.08011502,1.26982398,3.46680376,1.68480729
-5.09354677,6.73424142,0.26581854,0.51780634,0.00233930,2.94791472,0.07743752,1.30150298,3.55850453,1.72491951
-5.08754377,6.90409393,0.27748382,0.54661043,0.00239856,3.01580208,0.07530210,1.34054519,3.65209455,1.76426054
-5.08154077,7.08614825,0.29117137,0.57876754,0.00248874,3.08362203,0.07370968,1.38677031,3.74617639,1.80207270
-5.07553777,7.27787132,0.30681355,0.61422706,0.00261056,3.15003983,0.07265182,1.43988620,3.83926207,1.83759386
-5.06953477,7.47649201,0.32430953,0.65289271,0.00276431,3.21368504,0.07211091,1.49949298,3.92981272,1.87008051
-5.06353177,7.67906993,0.34352699,0.69462024,0.00294971,3.27318978,0.07206050,1.56508888,4.01627832,1.89882974
-5.05752876,7.88256465,0.36430482,0.73921549,0.00316589,3.32722563,0.07246587,1.63607767,4.09713595,1.92319904
-5.05152576,8.08390287,0.38645688,0.78643253,0.00341132,3.37453785,0.07328468,1.71177750,4.17092534,1.94262333
-5.04552276,8.28004149,0.40977661,0.83597229,0.00368375,3.41397577,0.07446778,1.79143094,4.23628070,1.95662857
-5.03951976,8.46802536,0.43404239,0.88748171,0.00398027,3.44451876,0.07596021,1.87421608,4.29195829,1.96484169
-5.03351676,8.64503862,0.45902356,0.94055368,0.00429723,3.46529714,0.07770218,1.95925853,4.33685924,1.96699658
-5.02751376,8.80844948,0.48448680,0.99472807,0.00463033,3.47560788,0.07963027,2.04564438,4.37004783,1.96293647
-5.02151076,8.95584836,0.51020276,1.04949407,0.00497465,3.47492521,0.08167857,2.13243396,4.39076523,1.95261271
-5.01550775,9.08508005,0.53595268,1.10429423,0.00532476,3.46290635,0.08377990,2.21867634,4.39843919,1.93608061
-5.00950475,9.19427045,0.56153479,1.15853021,0.00567479,3.43939278,0.08586711,2.30342474,4.39269019,1.91349267
-5.00350175,9.28184873,0.58677016,1.21157070,0.00601859,3.40440766,0.08787428,2.38575243,4.37333440,1.88508999
-4.99749875,9.34656564,0.61150790,1.26276131,0.00634986,3.35814993,0.08973794,2.46476930,4.34038399,1.85119228
-4.99149575,9.38750841,0.63562943,1.31143660,0.00666232,3.30098555,0.09139830,2.53963853,4.29404508,1.81218713
-4.98549275,9.40411265,0.65905155,1.35693385,0.00694988,3.23343658,0.09280035,2.60959335,4.23471358,1.76851898
-4.97948974,9.39617114,0.68172829,1.39860847,0.00720683,3.15616836,0.09389492,2.67395316,4.16296881,1.72067823
-4.97348674,9.36383902,0.70365130,1.43585046,0.00742796,3.06997512,0.09463962,2.73213864,4.07956497,1.66919072
-4.96748374,9.30763483,0.72484879,1.46810130,0.00760879,2.97576441,0.09499965,2.78368523,3.98542020,1.61460788
-4.96148074,9.22843651,0.74538292,1.49487076,0.00774564,2.87454026,0.09494847,2.82825433,3.88160297,1.55749741
-4.95547774,9.12747124,0.76534583,1.51575263,0.00783579,2.76738544,0.09446829,2.86564157,3.76931553,1.49843475
-4.94947474,9.00629822,0.78485432,1.53043894,0.00787756,2.65544271,0.09355035,2.89578172,3.64987439,1.43799505
-4.94347174,8.86678371,0.80404342,1.53873154,0.00787035,2.53989521,0.09219504,2.91874953,3.52468755,1.37674571
-4.93746873,8.71106752,0.82305910,1.54055073,0.00781463,2.42194617,0.09041169,2.93475649,3.39522888,1.31523925
-4.93146573,8.54152121,0.84205041,1.53594016,0.00771198,2.30279815,0.08821827,2.94414303,3.26300966,1.25400657
-4.92546273,8.36069806,0.86116138,1.52506773,0.00756497,2.18363196,0.08564076,2.94736663,3.12954817,1.19355044
-4.91945973,8.17127600,0.88052313,1.50822223,0.00737707,2.06558582,0.08271236,2.94498570,2.99633775,1.13433923
-4.91345673,7.97599472,0.90024638,1.48580575,0.00715256,1.94973509,0.07947253,2.93764019,2.86481449,1.07680103
-4.90745373,7.77758897,0.92041488,1.45832212,0.00689636,1.83707311,0.07596580,2.92602927,2.73632548,1.02131816
-4.90145073,7.57872035,0.94108001,1.42636173,0.00661383,1.72849369,0.07224056,2.91088718,2.61209885,0.96822227
-4.89544772,7.38191003,0.96225677,1.39058340,0.00631065,1.62477580,0.06834771,2.89295824,2.49321661,0.91779024
-4.88944472,7.18947518,0.98392139,1.35169406,0.00599260,1.52657103,0.06433927,2.87297196,2.38059150,0.87024093
-4.88344172,7.00347165,1.00601074,1.31042709,0.00566539,1.43439416,0.06026706,2.85161949,2.27494869,0.82573319
-4.87743872,6.82564533,1.02842340,1.26752026,0.00533450,1.34861732,0.05618140,2.82953227,2.17681316,0.78436507
-4.87143572,6.65739425,1.05102250,1.22369425,0.00500504,1.26946791,0.05212997,2.80726391,2.08650317,0.74617440
-4.86543272,6.49974297,1.07364014,1.17963254,0.00468160,1.19703035,0.04815671,2.78527594,2.00413025,0.71114087
-4.85942971,6.35333036,1.09608302,1.13596365,0.00436819,1.13125167,0.04430104,2.76392807,1.92960550,0.67918954
-4.85342671,6.21841110,1.11813930,1.09324626,0.00406817,1.07195066,0.04059717,2.74347306,1.86265206,0.65019558
-4.84742371,6.09487069,1.13958598,1.05195776,0.00378417,1.01883032,0.03707365,2.72405654,1.80282313,0.62399041
-4.84142071,5.98225314,1.16019678,1.01248659,0.00351814,0.97149301,0.03375318,2.70572131,1.74952476,0.60036866
-4.83541771,5.87979984,1.17974989,0.97512849,0.00327133,0.92945789,0.03065256,2.68841589,1.70204259,0.57909597
-4.82941471,5.78649774,1.19803531,0.94008656,0.00304434,0.89217991,0.02778292,2.67200661,1.65957130,0.55991731
-4.82341171,5.70113459,1.21486149,0.90747490,0.00283722,0.85906969,0.02515003,2.65629253,1.62124582,0.54256536
-4.81740870,5.62235872,1.23006085,0.87732546,0.00264949,0.82951358,0.02275487,2.64102231,1.58617303,0.52676893
-4.81140570,5.54874062,1.24349398,0.84959757,0.00248030,0.80289335,0.02059424,2.62591208,1.55346286,0.51226082
-4.80540270,5.47883395,1.25505243,0.82418952,0.00232847,0.77860473,0.01866150,2.61066338,1.52225778,0.49878516
-4.79939970,5.41123344,1.26465987,0.80095148,0.00219266,0.75607434,0.01694736,2.59498047,1.49175976,0.48610385
-4.79339670,5.34462750,1.27227175,0.77969924,0.00207141,0.73477461,0.01544073,2.57858601,1.46125383,0.47400191
-4.78739370,5.27784407,1.27787345,0.76022794,0.00196328,0.71423618,0.01412947,2.56123478,1.43012778,0.46229178
-4.78139070,5.20988815,1.28147723,0.74232535,0.00186692,0.69405766,0.01300123,2.54272485,1.39788753,0.45081634
-4.77538769,5.13997054,1.28311806,0.72578412,0.00178118,0.67391268,0.01204416,2.52290617,1.36416792,0.43945080
-4.76938469,5.06752735,1.28284891,0.71041270,0.00170513,0.65355400,0.01124758,2.50168637,1.32873885,0.42810335
-4.76338169,4.99223070,1.28073561,0.69604449,0.00163818,0.63281502,0.01060253,2.47903410,1.29150710,0.41671490
-4.75737869,4.91399120,1.27685192,0.68254529,0.00158007,0.61160868,0.01010226,2.45498027,1.25251387,0.40525771
-4.75137569,4.83295338,1.27127507,0.66981876,0.00153092,0.58992421,0.00974258,2.42961748,1.21192871,0.39373342
-4.74537269,4.74948522,1.26408215,0.65781009,0.00149126,0.56782187,0.00952208,2.40309834,1.17004020,0.38217042
-4.73936968,4.66416328,1.25534773,0.64650792,0.00146201,0.54542616,0.00944230,2.37563304,1.12724412,0.37062081
-4.73336668,4.57775482,1.24514289,0.63594469,0.00144447,0.52291791,0.00950765,2.34748671,1.08402966,0.35915715
-4.72736368,4.49119817,1.23353574,0.62619557,0.00144032,0.50052559,0.00972536,2.31897700,1.04096431,0.34786913
-4.72136068,4.40558229,1.22059355,0.61737626,0.00145156,0.47851615,0.01010516,2.29047189,0.99867816,0.33686025
-4.71535768,4.32212642,1.20638617,0.60963970,0.00148049,0.45718593,0.01065896,2.26238796,0.95784790,0.32624470
-4.70935468,4.24216003,1.19099064,0.60317200,0.00152963,0.43685167,0.01140028,2.23518887,0.91918116,0.31614440
-4.70335168,4.16710309,1.17449651,0.59818757,0.00160165,0.41784201,0.01234373,2.20938374,0.88340149,0.30668635
-4.69734867,4.09844644,1.15701139,0.59492371,0.00169936,0.40048962,0.01350424,2.18552500,0.85123412,0.29800012
-4.69134567,4.03773154,1.13866629,0.59363450,0.00182552,0.38512390,0.01489625,2.16420510,0.82339273,0.29021562
-4.68534267,3.98652901,1.11962004,0.59458433,0.00198285,0.37206454,0.01653286,2.14605155,0.80056715,0.28346096
-4.67933967,3.94641513,1.10006238,0.59804086,0.00217388,0.36161566,0.01842489,2.13171974,0.78341205,0.27786044
-4.67333667,3.91894559,1.08021521,0.60426765,0.00240087,0.35406064,0.02057991,2.12188306,0.77253646,0.27353255
-4.66733367,3.90562630,1.06033161,0.61351650,0.00266572,0.34965752,0.02300131,2.11722015,0.76849398,0.27058788
-4.66133067,3.90788089,1.04069241,0.62601964,0.00296984,0.34863485,0.02568738,2.11839927,0.77177366,0.26912708
-4.65532766,3.92701540,1.02160031,0.64198196,0.00331411,0.35118797,0.02863049,2.12605996,0.78279140,0.26923858
-4.64932466,3.96418090,1.00337165,0.66157354,0.00369875,0.35747559,0.03181645,2.14079266,0.80188189,0.27099644
-4.64332166,4.02033515,0.98632606,0.68492272,0.00412328,0.36761669,0.03522396,2.16311696,0.82929108,0.27445799
