energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.83191596,0.09958600,0.00810796,0.00000000,0.00000457,0.04682983,0.00794010,0.01221424
-5.82591296,0.11212115,0.00924936,0.00000000,0.00000513,0.05265789,0.00900279,0.01380709
-5.81990995,0.12551540,0.01049207,0.00000000,0.00000571,0.05881092,0.01029692,0.01556639
-5.81390695,0.13968527,0.01183672,0.00000000,0.00000631,0.06524301,0.01182321,0.01748872
-5.80790395,0.15453260,0.01328316,0.00000000,0.00000693,0.07189927,0.01358514,0.01957089
-5.80190095,0.16994641,0.01483061,0.00000000,0.00000756,0.07871698,0.01558818,0.02181009
-5.79589795,0.18580571,0.01647787,0.00000000,0.00000820,0.08562726,0.01783908,0.02420404
-5.78989495,0.20198329,0.01822358,0.00000000,0.00000882,0.09255718,0.02034536,0.02675139
-5.78389195,0.21835049,0.02006656,0.00000000,0.00000944,0.09943230,0.02311484,0.02945210
-5.77788894,0.23478258,0.02200615,0.00000000,0.00001004,0.10617953,0.02615536,0.03230799
-5.77188594,0.25116467,0.02404259,0.00000000,0.00001061,0.11273027,0.02947449,0.03532326
-5.76588294,0.26739788,0.02617741,0.00000000,0.00001115,0.11902359,0.03307947,0.03850502
-5.75987994,0.28340534,0.02841371,0.00000000,0.00001166,0.12500946,0.03697706,0.04186376
-5.75387694,0.29913779,0.03075652,0.00000000,0.00001214,0.13065170,0.04117358,0.04541370
-5.74787394,0.31457836,0.03321292,0.00000000,0.00001259,0.13593066,0.04567484,0.04917296
-5.74187094,0.32974619,0.03579211,0.00000000,0.00001300,0.14084533,0.05048618,0.05316354
-5.73586793,0.34469859,0.03850532,0.00000000,0.00001340,0.14541474,0.05561235,0.05741103
-5.72986493,0.35953145,0.04136553,0.00000000,0.00001379,0.14967870,0.06105736,0.06194395
-5.72386193,0.37437765,0.04438703,0.00000000,0.00001417,0.15369747,0.06682423,0.06679284
-5.71785893,0.38940339,0.04758469,0.00000000,0.00001457,0.15755061,0.07291453,0.07198895
-5.71185593,0.40480242,0.05097317,0.00000000,0.00001501,0.16133481,0.07932783,0.07756267
-5.70585293,0.42078824,0.05456583,0.00000000,0.00001549,0.16516068,0.08606092,0.08354158
-5.69984992,0.43758437,0.05837357,0.00000000,0.00001606,0.16914877,0.09310688,0.08994835
-5.69384692,0.45541317,0.06240352,0.00000000,0.00001672,0.17342478,0.10045402,0.09679839
-5.68784392,0.47448349,0.06665774,0.00000000,0.00001750,0.17811407,0.10808466,0.10409756
-5.68184092,0.49497771,0.07113188,0.00000000,0.00001842,0.18333593,0.11597395,0.11183986
-5.67583792,0.51703873,0.07581402,0.00000000,0.00001950,0.18919748,0.12408865,0.12000528
-5.66983492,0.54075753,0.08068358,0.00000000,0.00002077,0.19578782,0.13238601,0.12855811
-5.66383192,0.56616199,0.08571063,0.00000000,0.00002224,0.20317237,0.14081292,0.13744559
-5.65782891,0.59320754,0.09085537,0.00000000,0.00002392,0.21138792,0.14930532,0.14659721
-5.65182591,0.62177032,0.09606819,0.00000000,0.00002581,0.22043853,0.15778805,0.15592470
-5.64582291,0.65164321,0.10129000,0.00000000,0.00002793,0.23029242,0.16617512,0.16532279
-5.63981991,0.68253532,0.10645318,0.00000000,0.00003027,0.24088032,0.17437062,0.17467079
-5.63381691,0.71407501,0.11148289,0.00000000,0.00003282,0.25209508,0.18227015,0.18383506
-5.62781391,0.74581671,0.11629895,0.00000000,0.00003558,0.26379296,0.18976288,0.19267219
-5.62181091,0.77725135,0.12081805,0.00000000,0.00003854,0.27579633,0.19673418,0.20103297
-5.61580790,0.80782020,0.12495635,0.00000000,0.00004168,0.28789801,0.20306873,0.20876696
-5.60980490,0.83693166,0.12863235,0.00000000,0.00004499,0.29986694,0.20865414,0.21572748
-5.60380190,0.86398052,0.13176984,0.00000000,0.00004847,0.31145507,0.21338475,0.22177688
-5.59779890,0.88836885,0.13430097,0.00000000,0.00005211,0.32240529,0.21716562,0.22679183
-5.59179590,0.90952780,0.13616911,0.00000000,0.00005593,0.33246000,0.21991653,0.23066847
-5.58579290,0.92693934,0.13733157,0.00000000,0.00005994,0.34137011,0.22157571,0.23332718
-5.57978989,0.94015711,0.13776192,0.00000000,0.00006420,0.34890394,0.22210322,0.23471669
-5.57378689,0.94882550,0.13745187,0.00000000,0.00006878,0.35485588,0.22148378,0.23481749
-5.56778389,0.95269603,0.13641256,0.00000000,0.00007376,0.35905422,0.21972893,0.23364424
-5.56178089,0.95164046,0.13467536,0.00000000,0.00007928,0.36136797,0.21687839,0.23124722
-5.55577789,0.94565995,0.13229190,0.00000000,0.00008551,0.36171232,0.21300052,0.22771253
-5.54977489,0.93488991,0.12933353,0.00000000,0.00009265,0.36005254,0.20819186,0.22316135
-5.54377189,0.91960027,0.12589009,0.00000000,0.00010095,0.35640603,0.20257581,0.21774788
-5.53776888,0.90019117,0.12206816,0.00000000,0.00011071,0.35084266,0.19630034,0.21165643
-5.53176588,0.87718417,0.11798872,0.00000000,0.00012226,0.34348315,0.18953496,0.20509737
-5.52576288,0.85120931,0.11378434,0.00000000,0.00013600,0.33449567,0.18246689,0.19830243
-5.51975988,0.82298842,0.10959602,0.00000000,0.00015234,0.32409088,0.17529672,0.19151910
-5.51375688,0.79331543,0.10556977,0.00000000,0.00017174,0.31251540,0.16823353,0.18500472
-5.50775388,0.76303409,0.10185290,0.00000000,0.00019468,0.30004423,0.16148967,0.17901996
-5.50175088,0.73301408,0.09859034,0.00000000,0.00022166,0.28697222,0.15527546,0.17382225
-5.49574787,0.70412613,0.09592081,0.00000000,0.00025316,0.27360509,0.14979366,0.16965900
-5.48974487,0.67721699,0.09397312,0.00000000,0.00028967,0.26025012,0.14523423,0.16676095
-5.48374187,0.65308496,0.09286260,0.00000000,0.00033162,0.24720716,0.14176910,0.16533567
-5.47773887,0.63245672,0.09268773,0.00000000,0.00037940,0.23475992,0.13954745,0.16556146
-5.47173587,0.61596609,0.09352701,0.00000000,0.00043332,0.22316812,0.13869129,0.16758164
-5.46573287,0.60413538,0.09543624,0.00000000,0.00049359,0.21266057,0.13929168,0.17149948
-5.45972986,0.59735971,0.09844620,0.00000000,0.00056029,0.20342948,0.14140549,0.17737388
-5.45372686,0.59589495,0.10256079,0.00000000,0.00063339,0.19562608,0.14505309,0.18521589
-5.44772386,0.59984948,0.10775579,0.00000000,0.00071266,0.18935771,0.15021663,0.19498631
-5.44172086,0.60918019,0.11397824,0.00000000,0.00079774,0.18468635,0.15683947,0.20659440
-5.43571786,0.62369275,0.12114652,0.00000000,0.00088807,0.18162876,0.16482648,0.21989795
-5.42971486,0.64304645,0.12915122,0.00000000,0.00098291,0.18015791,0.17404542,0.23470475
-5.42371186,0.66676344,0.13785690,0.00000000,0.00108136,0.18020591,0.18432946,0.25077555
-5.41770885,0.69424227,0.14710455,0.00000000,0.00118234,0.18166809,0.19548078,0.26782859
-5.41170585,0.72477554,0.15671506,0.00000000,0.00128464,0.18440818,0.20727523,0.28554570
-5.40570285,0.75757110,0.16649339,0.00000000,0.00138690,0.18826438,0.21946805,0.30357982
-5.39969985,0.79177645,0.17623357,0.00000000,0.00148771,0.19305603,0.23180050,0.32156396
-5.39369685,0.82650544,0.18572422,0.00000000,0.00158560,0.19859080,0.24400717,0.33912124
-5.38769385,0.86086669,0.19475468,0.00000000,0.00167910,0.20467195,0.25582390,0.35587581
-5.38169085,0.89399259,0.20312133,0.00000000,0.00176678,0.21110562,0.26699597,0.37146428
-5.37568784,0.92506811,0.21063409,0.00000000,0.00184729,0.21770773,0.27728632,0.38554737
-5.36968484,0.95335824,0.21712266,0.00000000,0.00191945,0.22431035,0.28648346,0.39782114
-5.36368184,0.97823321,0.22244248,0.00000000,0.00198224,0.23076728,0.29440886,0.40802762
-5.35767884,0.99919037,0.22647998,0.00000000,0.00203487,0.23695874,0.30092345,0.41596422
-5.35167584,1.01587212,0.22915705,0.00000000,0.00207680,0.24279490,0.30593292,0.42149158
-5.34567284,1.02807898,0.23043440,0.00000000,0.00210776,0.24821832,0.30939179,0.42453953
-5.33966983,1.03577754,0.23031376,0.00000000,0.00212780,0.25320510,0.31130580,0.42511089
-5.33366683,1.03910281,0.22883874,0.00000000,0.00213726,0.25776484,0.31173274,0.42328289
-5.32766383,1.03835511,0.22609440,0.00000000,0.00213677,0.26193952,0.31078159,0.41920614
-5.32166083,1.03399161,0.22220540,0.00000000,0.00212725,0.26580132,0.30860998,0.41310121
-5.31565783,1.02661289,0.21733287,0.00000000,0.00210991,0.26944953,0.30542005,0.40525290
-5.30965483,1.01694527,0.21167015,0.00000000,0.00208617,0.27300686,0.30145306,0.39600238
-5.30365183,1.00581952,0.20543744,0.00000000,0.00205769,0.27661524,0.29698266,0.38573759
-5.29764882,0.99414691,0.19887566,0.00000000,0.00202631,0.28043135,0.29230730,0.37488218
-5.29164582,0.98289346,0.19223969,0.00000000,0.00199404,0.28462213,0.28774204,0.36388340
-5.28564282,0.97305346,0.18579125,0.00000000,0.00196300,0.28936037,0.28360992,0.35319942
-5.27963982,0.96562303,0.17979162,0.00000000,0.00193545,0.29482067,0.28023328,0.34328637
-5.27363682,0.96157463,0.17449445,0.00000000,0.00191374,0.30117582,0.27792534,0.33458571
-5.26763382,0.96183326,0.17013890,0.00000000,0.00190033,0.30859367,0.27698211,0.32751211
-5.26163082,0.96725509,0.16694330,0.00000000,0.00189779,0.31723468,0.27767508,0.32244237
-5.25562781,0.97860879,0.16509941,0.00000000,0.00190881,0.32724998,0.28024474,0.31970552
-5.24962481,0.99656023,0.16476763,0.00000000,0.00193627,0.33878018,0.28489505,0.31957447
-5.24362181,1.02166068,0.16607306,0.00000000,0.00198324,0.35195466,0.29178909,0.32225929
-5.23761881,1.05433867,0.16910261,0.00000000,0.00205305,0.36689147,0.30104590,0.32790245
-5.23161581,1.09489565,0.17390323,0.00000000,0.00214934,0.38369770,0.31273859,0.33657596
-5.22561281,1.14350548,0.18048125,0.00000000,0.00227616,0.40247026,0.32689373,0.34828045
-5.21960980,1.20021745,0.18880285,0.00000000,0.00243800,0.42329706,0.34349199,0.36294641
-5.21360680,1.26496297,0.19879563,0.00000000,0.00263984,0.44625839,0.36247008,0.38043731
-5.20760380,1.33756526,0.21035130,0.00000000,0.00288726,0.47142854,0.38372378,0.40055466
-5.20160080,1.41775208,0.22332922,0.00000000,0.00318646,0.49887749,0.40711208,0.42304482
-5.19559780,1.50517064,0.23756101,0.00000000,0.00354427,0.52867254,0.43246223,0.44760741
-5.18959480,1.59940440,0.25285567,0.00000000,0.00396818,0.56087983,0.45957553,0.47390505
-5.18359180,1.69999078,0.26900551,0.00000000,0.00446630,0.59556543,0.48823361,0.50157404
-5.17758879,1.80643918,0.28579221,0.00000000,0.00504732,0.63279604,0.51820501,0.53023584
-5.17158579,1.91824828,0.30299327,0.00000000,0.00572041,0.67263889,0.54925172,0.55950873
-5.16558279,2.03492173,0.32038820,0.00000000,0.00649506,0.71516086,0.58113545,0.58901931
-5.15957979,2.15598115,0.33776453,0.00000000,0.00738092,0.76042636,0.61362328,0.61841341
-5.15357679,2.28097582,0.35492326,0.00000000,0.00838757,0.80849411,0.64649243,0.64736588
-5.14757379,2.40948790,0.37168348,0.00000000,0.00952420,0.85941247,0.67953389,0.67558889
-5.14157079,2.54113299,0.38788618,0.00000000,0.01079937,0.91321342,0.71255482,0.70283837
-5.13556778,2.67555532,0.40339685,0.00000000,0.01222057,0.96990513,0.74537941,0.72891823
-5.12956478,2.81241785,0.41810697,0.00000000,0.01379387,1.02946333,0.77784834,0.75368219
-5.12356178,2.95138739,0.43193429,0.00000000,0.01552353,1.09182169,0.80981678,0.77703318
-5.11755878,3.09211549,0.44482180,0.00000000,0.01741160,1.15686168,0.84115116,0.79892022
-5.11155578,3.23421609,0.45673572,0.00000000,0.01945746,1.22440223,0.87172491,0.81933315
-5.10555278,3.37724126,0.46766246,0.00000000,0.02165753,1.29418991,0.90141347,0.83829526
-5.09954977,3.52065671,0.47760475,0.00000000,0.02400493,1.36589023,0.93008902,0.85585448
-5.09354677,3.66381859,0.48657733,0.00000000,0.02648920,1.43908074,0.95761527,0.87207348
-5.08754377,3.80595370,0.49460226,0.00000000,0.02909614,1.51324655,0.98384290,0.88701931
-5.08154077,3.94614458,0.50170433,0.00000000,0.03180777,1.58777903,1.00860580,0.90075322
-5.07553777,4.08332127,0.50790664,0.00000000,0.03460232,1.66197810,1.03171878,0.91332115
-5.06953477,4.21626100,0.51322673,0.00000000,0.03745446,1.73505854,1.05297682,0.92474567
-5.06353177,4.34359664,0.51767340,0.00000000,0.04033550,1.80616058,1.07215617,0.93501959
-5.05752876,4.46383453,0.52124450,0.00000000,0.04321390,1.87436466,1.08901732,0.94410190
-5.05152576,4.57538150,0.52392559,0.00000000,0.04605576,1.93871035,1.10330985,0.95191605
-5.04552276,4.67658062,0.52568973,0.00000000,0.04882551,1.99821879,1.11477897,0.95835089
-5.03951976,4.76575442,0.52649825,0.00000000,0.05148666,2.05191807,1.12317350,0.96326412
-5.03351676,4.84125421,0.52630251,0.00000000,0.05400262,2.09887076,1.12825489,0.96648809
-5.02751376,4.90151339,0.52504651,0.00000000,0.05633763,2.13820249,1.12980685,0.96783763
-5.02151076,4.94510242,0.52267011,0.00000000,0.05845764,2.16913041,1.12764515,0.96711958
-5.01550775,4.97078325,0.51911281,0.00000000,0.06033129,2.19099052,1.12162699,0.96414329
-5.00950475,4.97756043,0.51431779,0.00000000,0.06193071,2.20326251,1.11165954,0.95873173
-5.00350175,4.96472664,0.50823593,0.00000000,0.06323241,2.20559100,1.09770709,0.95073251
-4.99749875,4.93190038,0.50082982,0.00000000,0.06421793,2.19780227,1.07979655,0.94002820
-4.99149575,4.87905393,0.49207725,0.00000000,0.06487447,2.17991555,1.05802090,0.92654544
-4.98549275,4.80653008,0.48197427,0.00000000,0.06519529,2.15214825,1.03254039,0.91026240
-4.97948974,4.71504663,0.47053757,0.00000000,0.06517999,2.11491476,1.00358141,0.89121408
-4.97348674,4.60568824,0.45780604,0.00000000,0.06483457,2.06881881,0.97143314,0.86949530
-4.96748374,4.47988561,0.44384150,0.00000000,0.06417134,2.01463931,0.93644183,0.84526118
-4.96148074,4.33938276,0.42872858,0.00000000,0.06320853,1.95331042,0.89900330,0.81872502
-4.95547774,4.18619336,0.41257367,0.00000000,0.06196989,1.88589624,0.85955356,0.79015384
-4.94947474,4.02254787,0.39550312,0.00000000,0.06048391,1.81356127,0.81855821,0.75986152
-4.94347174,3.85083330,0.37766064,0.00000000,0.05878311,1.73753749,0.77650092,0.72820015
-4.93746873,3.67352795,0.35920414,0.00000000,0.05690297,1.65908947,0.73387134,0.69554977
-4.93146573,3.49313348,0.34030195,0.00000000,0.05488102,1.57947864,0.69115302,0.66230700
-4.92546273,3.31210685,0.32112883,0.00000000,0.05275564,1.49992816,0.64881171,0.62887313
-4.91945973,3.13279464,0.30186168,0.00000000,0.05056504,1.42158945,0.60728440,0.59564206
-4.91345673,2.95737210,0.28267527,0.00000000,0.04834613,1.34551190,0.56696950,0.56298871
-4.90745373,2.78778907,0.26373810,0.00000000,0.04613353,1.27261646,0.52821853,0.53125827
-4.90145073,2.62572470,0.24520854,0.00000000,0.04395867,1.20367424,0.49132944,0.50075679
-4.89544772,2.47255233,0.22723140,0.00000000,0.04184901,1.13929067,0.45654180,0.47174341
-4.88944472,2.32931572,0.20993507,0.00000000,0.03982742,1.07989580,0.42403400,0.44442457
-4.88344172,2.19671711,0.19342927,0.00000000,0.03791177,1.02574076,0.39392240,0.41895034
-4.87743872,2.07511741,0.17780350,0.00000000,0.03611469,0.97690054,0.36626247,0.39541297
-4.87143572,1.96454794,0.16312633,0.00000000,0.03444353,0.93328265,0.34105174,0.37384768
-4.86543272,1.86473319,0.14944532,0.00000000,0.03290056,0.89464130,0.31823446,0.35423561
-4.85942971,1.77512312,0.13678774,0.00000000,0.03148328,0.86059625,0.29770767,0.33650872
-4.85342671,1.69493370,0.12516200,0.00000000,0.03018493,0.83065555,0.27932842,0.32055633
-4.84742371,1.62319359,0.11455956,0.00000000,0.02899518,0.80424114,0.26292191,0.30623307
-4.84142071,1.55879507,0.10495747,0.00000000,0.02790083,0.78071621,0.24829011,0.29336788
-4.83541771,1.50054709,0.09632116,0.00000000,0.02688664,0.75941316,0.23522061,0.28177349
-4.82941471,1.44722809,0.08860761,0.00000000,0.02593620,0.73966109,0.22349531,0.27125620
-4.82341171,1.39763670,0.08176848,0.00000000,0.02503273,0.72081177,0.21289873,0.26162534
-4.81740870,1.35063830,0.07575335,0.00000000,0.02415990,0.70226306,0.20322554,0.25270219
-4.81140570,1.30520590,0.07051275,0.00000000,0.02330252,0.68347905,0.19428721,0.24432793
-4.80540270,1.26045389,0.06600094,0.00000000,0.02244721,0.66400630,0.18591742,0.23637036
-4.79939970,1.21566381,0.06217832,0.00000000,0.02158283,0.64348566,0.17797632,0.22872917
-4.79339670,1.17030159,0.05901347,0.00000000,0.02070088,0.62165957,0.17035332,0.22133963
-4.78739370,1.12402609,0.05648457,0.00000000,0.01979571,0.59837484,0.16296864,0.21417462
-4.78139070,1.07668927,0.05458042,0.00000000,0.01886460,0.57358098,0.15577345,0.20724495
-4.77538769,1.02832851,0.05330086,0.00000000,0.01790773,0.54732470,0.14874885,0.20059817
-4.76938469,0.97915216,0.05265665,0.00000000,0.01692798,0.51974095,0.14190374,0.19431589
-4.76338169,0.92951937,0.05266882,0.00000000,0.01593073,0.49104120,0.13527177,0.18850980
-4.75737869,0.87991554,0.05336765,0.00000000,0.01492349,0.46149986,0.12890767,0.18331671
-4.75137569,0.83092499,0.05479112,0.00000000,0.01391555,0.43143934,0.12288292,0.17889278
-4.74537269,0.78320198,0.05698309,0.00000000,0.01291759,0.40121477,0.11728132,0.17540716
-4.73936968,0.73744171,0.05999116,0.00000000,0.01194125,0.37119897,0.11219433,0.17303548
-4.73336668,0.69435237,0.06386442,0.00000000,0.01099881,0.34176828,0.10771659,0.17195320
-4.72736368,0.65462930,0.06865096,0.00000000,0.01010280,0.31328986,0.10394173,0.17232924
-4.72136068,0.61893215,0.07439550,0.00000000,0.00926573,0.28611075,0.10095851,0.17431998
-4.71535768,0.58786547,0.08113692,0.00000000,0.00849985,0.26054898,0.09884756,0.17806387
-4.70935468,0.56196322,0.08890606,0.00000000,0.00781697,0.23688689,0.09767864,0.18367670
-4.70335168,0.54167723,0.09772357,0.00000000,0.00722831,0.21536651,0.09750848,0.19124771
-4.69734867,0.52736945,0.10759810,0.00000000,0.00674445,0.19618706,0.09837938,0.20083655
-4.69134567,0.51930785,0.11852481,0.00000000,0.00637524,0.17950417,0.10031824,0.21247112
-4.68534267,0.51766537,0.13048415,0.00000000,0.00612976,0.16543058,0.10333622,0.22614630
-4.67933967,0.52252154,0.14344107,0.00000000,0.00601634,0.15403815,0.10742895,0.24182357
-4.67333667,0.53386623,0.15734463,0.00000000,0.00604246,0.14536053,0.11257704,0.25943139
-4.66733367,0.55160478,0.17212798,0.00000000,0.00621472,0.13939649,0.11874701,0.27886639
-4.66133067,0.57556419,0.18770878,0.00000000,0.00653874,0.13611329,0.12589248,0.29999520
-4.65532766,0.60549964,0.20398995,0.00000000,0.00701901,0.13545013,0.13395547,0.32265679
-4.64932466,0.64110116,0.22086077,0.00000000,0.00765875,0.13732122,0.14286782,0.34666540
-4.64332166,0.68199993,0.23819833,0.00000000,0.00845963,0.14161850,0.15255266,0.37181374
-4.63731866,0.72777407,0.25586913,0.00000000,0.00942154,0.14821387,0.16292582,0.39787644
-4.63131566,0.77795377,0.27373097,0.00000000,0.01054234,0.15696092,0.17389710,0.42461368
-4.62531266,0.83202579,0.29163488,0.00000000,0.01181751,0.16769623,0.18537147,0.45177482
-4.61930965,0.88943727,0.30942717,0.00000000,0.01323990,0.18024032,0.19725013,0.47910197
-4.61330665,0.94959910,0.32695143,0.00000000,0.01479948,0.19439837,0.20943134,0.50633344
-4.60730365,1.01188902,0.34405056,0.00000000,0.01648316,0.20996089,0.22181115,0.53320686
-4.60130065,1.07565470,0.36056863,0.00000000,0.01827463,0.22670445,0.23428401,0.55946218
-4.59529765,1.14021704,0.37635265,0.00000000,0.02015436,0.24439274,0.24674321,0.58484427
-4.58929465,1.20487399,0.39125427,0.00000000,0.02209971,0.26277788,0.25908138,0.60910524
-4.58329165,1.26890526,0.40513123,0.00000000,0.02408512,0.28160242,0.27119083,0.63200649
-4.57728864,1.33157794,0.41784877,0.00000000,0.02608248,0.30060173,0.28296414,0.65332056
-4.57128564,1.39215350,0.42928092,0.00000000,0.02806161,0.31950718,0.29429463,0.67283272
-4.56528264,1.44989602,0.43931169,0.00000000,0.02999087,0.33804986,0.30507722,0.69034259
-4.55927964,1.50408192,0.44783624,0.00000000,0.03183788,0.35596489,0.31520933,0.70566566
-4.55327664,1.55401101,0.45476203,0.00000000,0.03357033,0.37299625,0.32459212,0.71863492
-4.54727364,1.59901880,0.46001000,0.00000000,0.03515684,0.38890193,0.33313195,0.72910263
-4.54127064,1.63848980,0.46351575,0.00000000,0.03656784,0.40345932,0.34074215,0.73694230
-4.53526763,1.67187147,0.46523076,0.00000000,0.03777648,0.41647061,0.34734499,0.74205089
-4.52926463,1.69868850,0.46512365,0.00000000,0.03875941,0.42776803,0.35287391,0.74435124
-4.52326163,1.71855684,0.46318141,0.00000000,0.03949755,0.43721873,0.35727587,0.74379464
-4.51725863,1.73119708,0.45941059,0.00000000,0.03997672,0.44472914,0.36051383,0.74036358
-4.51125563,1.73644652,0.45383830,0.00000000,0.04018810,0.45024854,0.36256916,0.73407438
-4.50525263,1.73426952,0.44651311,0.00000000,0.04012851,0.45377191,0.36344396,0.72497979
-4.49924962,1.72476559,0.43750564,0.00000000,0.03980059,0.45534167,0.36316324,0.71317112
-4.49324662,1.70817470,0.42690873,0.00000000,0.03921267,0.45504853,0.36177666,0.69878003
-4.48724362,1.68487960,0.41483730,0.00000000,0.03837857,0.45303113,0.35935992,0.68197947
-4.48124062,1.65540472,0.40142761,0.00000000,0.03731716,0.44947476,0.35601565,0.66298394
-4.47523762,1.62041171,0.38683608,0.00000000,0.03605176,0.44460895,0.35187362,0.64204859
-4.46923462,1.58069127,0.37123744,0.00000000,0.03460949,0.43870413,0.34709041,0.61946734
-4.46323162,1.53715175,0.35482240,0.00000000,0.03302046,0.43206741,0.34184823,0.59556976
-4.45722861,1.49080429,0.33779477,0.00000000,0.03131691,0.42503757,0.33635310,0.57071676
-4.45122561,1.44274513,0.32036805,0.00000000,0.02953236,0.41797932,0.33083222,0.54529513
-4.44522261,1.39413522,0.30276169,0.00000000,0.02770071,0.41127700,0.32553061,0.51971098
-4.43921961,1.34617768,0.28519694,0.00000000,0.02585544,0.40532771,0.32070699,0.49438220
-4.43321661,1.30009355,0.26789263,0.00000000,0.02402882,0.40053405,0.31662904,0.46973019
-4.42721361,1.25709630,0.25106076,0.00000000,0.02225123,0.39729638,0.31356793,0.44617098
-4.42121061,1.21836574,0.23490221,0.00000000,0.02055059,0.39600489,0.31179243,0.42410603
-4.41520760,1.18502175,0.21960267,0.00000000,0.01895185,0.39703127,0.31156246,0.40391297
-4.40920460,1.15809843,0.20532883,0.00000000,0.01747665,0.40072034,0.31312244,0.38593657
-4.40320160,1.13851930,0.19222506,0.00000000,0.01614303,0.40738150,0.31669439,0.37048019
-4.39719860,1.12707400,0.18041058,0.00000000,0.01496527,0.41728027,0.32247109,0.35779793
-4.39119560,1.12439722,0.16997732,0.00000000,0.01395382,0.43063007,0.33060950,0.34808798
-4.38519260,1.13095034,0.16098849,0.00000000,0.01311529,0.44758440,0.34122454,0.34148706
-4.37918959,1.14700644,0.15347782,0.00000000,0.01245259,0.46822970,0.35438364,0.33806651
-4.37318659,1.17263934,0.14744972,0.00000000,0.01196497,0.49257925,0.37010224,0.33783005
-4.36718359,1.20771705,0.14288017,0.00000000,0.01164830,0.52056830,0.38834044,0.34071334
-4.36118059,1.25190049,0.13971846,0.00000000,0.01149524,0.55205088,0.40900114,0.34658565
-4.35517759,1.30464752,0.13788968,0.00000000,0.01149557,0.58679847,0.43192986,0.35525346
-4.34917459,1.36522298,0.13729802,0.00000000,0.01163644,0.62450102,0.45691635,0.36646623
-4.34317159,1.43271467,0.13783070,0.00000000,0.01190274,0.66477033,0.48369815,0.37992410
-4.33716858,1.50605540,0.13936251,0.00000000,0.01227744,0.70714609,0.51196625,0.39528760
-4.33116558,1.58405071,0.14176094,0.00000000,0.01274206,0.75110454,0.54137255,0.41218892
-4.32516258,1.66541200,0.14489156,0.00000000,0.01327701,0.79606976,0.57153932,0.43024479
-4.31915958,1.74879410,0.14862375,0.00000000,0.01386210,0.84142728,0.60207017,0.44907030
-4.31315658,1.83283646,0.15283648,0.00000000,0.01447702,0.88653982,0.63256244,0.46829358
-4.30715358,1.91620664,0.15742402,0.00000000,0.01510182,0.93076460,0.66262048,0.48757055
