energy_ev,total_up,As_p_up,As_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,2.70744278,0.99603766,0.00000000,2.77847800,1.11496936,0.82895062,0.00000000
-5.99399700,2.70878417,1.02475001,0.00000000,2.76082665,1.14391299,0.80663067,0.00000000
-5.98799400,2.71552160,1.05770822,0.00000000,2.74257056,1.17741835,0.78464325,0.00000000
-5.98199100,2.72793939,1.09479455,0.00000000,2.72443213,1.21533174,0.76323137,0.00000000
-5.97598799,2.74601637,1.13572227,0.00000000,2.70698181,1.25730901,0.74257956,0.00000000
-5.96998499,2.76942348,1.18003629,0.00000000,2.69061757,1.30281846,0.72281320,0.00000000
-5.96398199,2.79753361,1.22712019,0.00000000,2.67555265,1.35115112,0.70400006,0.00000000
-5.95797899,2.82944329,1.27620976,0.00000000,2.66181243,1.40143816,0.68615382,0.00000000
-5.95197599,2.86400567,1.32641266,0.00000000,2.64924068,1.45267503,0.66923955,0.00000000
-5.94597299,2.89987363,1.37673373,0.00000000,2.63751518,1.50375152,0.65318053,0.00000000
-5.93996998,2.93555122,1.42610506,0.00000000,2.62617185,1.55348677,0.63786639,0.00000000
-5.93396698,2.96945156,1.47341982,0.00000000,2.61463643,1.60066786,0.62316186,0.00000000
-5.92796398,2.99995869,1.51756847,0.00000000,2.60226204,1.64409050,0.60891599,0.00000000
-5.92196098,3.02549087,1.55747600,0.00000000,2.58837062,1.68260023,0.59497130,0.00000000
-5.91595798,3.04456261,1.59213870,0.00000000,2.57229637,1.71513242,0.58117254,0.00000000
-5.90995498,3.05584285,1.62065873,0.00000000,2.55342858,1.74074931,0.56737463,0.00000000
-5.90395198,3.05820678,1.64227535,0.00000000,2.53125185,1.75867274,0.55344973,0.00000000
-5.89794897,3.05077916,1.65639113,0.00000000,2.50538152,1.76831094,0.53929289,0.00000000
-5.89194597,3.03296734,1.66259227,0.00000000,2.47559243,1.76927848,0.52482641,0.00000000
-5.88594297,3.00448275,1.66066206,0.00000000,2.44183952,1.76140843,0.51000264,0.00000000
-5.87993997,2.96535003,1.65058695,0.00000000,2.40426928,1.74475632,0.49480537,0.00000000
-5.87393697,2.91590380,1.63255501,0.00000000,2.36322142,1.71959594,0.47924964,0.00000000
-5.86793397,2.85677322,1.60694705,0.00000000,2.31922081,1.68640711,0.46338036,0.00000000
-5.86193097,2.78885564,1.57432073,0.00000000,2.27295997,1.64585623,0.44726967,0.00000000
-5.85592796,2.71328044,1.53538856,0.00000000,2.22527323,1.59877053,0.43101336,0.00000000
-5.84992496,2.63136514,1.49099083,0.00000000,2.17710382,1.54610735,0.41472659,0.00000000
-5.84392196,2.54456581,1.44206472,0.00000000,2.12946557,1.48891979,0.39853907,0.00000000
-5.83791896,2.45442414,1.38961110,0.00000000,2.08340121,1.42832040,0.38259004,0.00000000
-5.83191596,2.36251355,1.33466030,0.00000000,2.03993936,1.36544439,0.36702324,0.00000000
-5.82591296,2.27038675,1.27823850,0.00000000,2.00005233,1.30141408,0.35198209,0.00000000
-5.81990995,2.17952686,1.22133605,0.00000000,1.96461693,1.23730580,0.33760533,0.00000000
-5.81390695,2.09130416,1.16487892,0.00000000,1.93438009,1.17412076,0.32402320,0.00000000
-5.80790395,2.00693999,1.10970439,0.00000000,1.90993121,1.11276063,0.31135441,0.00000000
-5.80190095,1.92747916,1.05654178,0.00000000,1.89168238,1.05400885,0.29970382,0.00000000
-5.79589795,1.85377157,1.00599866,0.00000000,1.87985765,0.99851792,0.28916113,0.00000000
-5.78989495,1.78646346,0.95855308,0.00000000,1.87449189,0.94680297,0.27980026,0.00000000
-5.78389195,1.72599818,0.91455142,0.00000000,1.87543914,0.89924140,0.27167976,0.00000000
-5.77788894,1.67262603,0.87421201,0.00000000,1.88239031,0.85607828,0.26484381,0.00000000
-5.77188594,1.62642202,0.83763365,0.00000000,1.89489909,0.81743679,0.25932398,0.00000000
-5.76588294,1.58731054,0.80480863,0.00000000,1.91241494,0.78333289,0.25514148,0.00000000
-5.75987994,1.55509520,0.77563912,0.00000000,1.93432133,0.75369337,0.25230974,0.00000000
-5.75387694,1.52949209,0.74995609,0.00000000,1.95997721,0.72837588,0.25083713,0.00000000
-5.74787394,1.51016463,0.72753967,0.00000000,1.98875956,0.70719026,0.25072965,0.00000000
-5.74187094,1.49675797,0.70813986,0.00000000,2.02010451,0.68991956,0.25199340,0.00000000
-5.73586793,1.48893115,0.69149649,0.00000000,2.05354487,0.67634007,0.25463657,0.00000000
