energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.35267634,3.63088122,0.00351819,0.70914607,0.32178305,0.63664133,0.07468826,1.52915916,1.09159336,0.88987776
-3.34667334,3.51627223,0.00351240,0.70963400,0.30671779,0.61550874,0.07079593,1.44162065,1.06760336,0.87485090
-3.34067034,3.42596916,0.00356339,0.71228938,0.29358327,0.60056949,0.06722400,1.36866649,1.04895266,0.86363580
-3.33466733,3.35939173,0.00367649,0.71690896,0.28237417,0.59166598,0.06402156,1.31027815,1.03527268,0.85600799
-3.32866433,3.31569193,0.00385678,0.72326017,0.27308075,0.58856509,0.06123181,1.26626459,1.02611782,0.85171470
-3.32266133,3.29379310,0.00410897,0.73109037,0.26569066,0.59096722,0.05889104,1.23627545,1.02098496,0.85048574
-3.31665833,3.29242750,0.00443720,0.74013591,0.26019023,0.59851535,0.05702762,1.21981454,1.01933281,0.85204318
-3.31065533,3.31017199,0.00484482,0.75013095,0.25656520,0.61080415,0.05566123,1.21625337,1.02060073,0.85610973
-3.30465233,3.34548207,0.00533420,0.76081607,0.25480099,0.62738890,0.05480210,1.22484480,1.02422653,0.86241598
-3.29864932,3.39672448,0.00590646,0.77194659,0.25488255,0.64779441,0.05445059,1.24473706,1.02966335,0.87070657
-3.29264632,3.46220897,0.00656128,0.78330058,0.25679412,0.67152381,0.05459684,1.27498807,1.03639527,0.88074545
-3.28664332,3.54021963,0.00729670,0.79468680,0.26051865,0.69806729,0.05522069,1.31458036,1.04395172,0.89232061
-3.28064032,3.62904657,0.00810892,0.80595245,0.26603733,0.72691090,0.05629192,1.36243663,1.05192067,0.90524844
-3.27463732,3.72701803,0.00899215,0.81699067,0.27332918,0.75754518,0.05777059,1.41743609,1.05996058,0.91937789
-3.26863432,3.83253337,0.00993858,0.82774795,0.28237077,0.78947384,0.05960778,1.47843157,1.06781109,0.93459467
-3.26263132,3.94409664,0.01093831,0.83823113,0.29313613,0.82222233,0.06174651,1.54426732,1.07530240,0.95082547
-3.25662831,4.06035042,0.01197938,0.84851374,0.30559699,0.85534614,0.06412296,1.61379734,1.08236316,0.96804218
-3.25062531,4.18010899,0.01304794,0.85874163,0.31972309,0.88843873,0.06666792,1.68590399,1.08902681,0.98626587
-3.24462231,4.30238970,0.01412844,0.86913722,0.33548277,0.92113889,0.06930841,1.75951642,1.09543605,1.00557030
-3.23861931,4.42644119,0.01520390,0.88000217,0.35284353,0.95313732,0.07196949,1.83362841,1.10184510,1.02608462
-3.23261631,4.55176664,0.01625630,0.89171800,0.37177253,0.98418209,0.07457621,1.90731497,1.10861956,1.04799469
-3.22661331,4.67814035,0.01726698,0.90474416,0.39223687,1.01408278,0.07705556,1.97974706,1.11623341,1.07154270
-3.22061031,4.80561598,0.01821716,0.91961333,0.41420354,1.04271306,0.07933847,2.05020384,1.12526296,1.09702460
-3.21460730,4.93452478,0.01908845,0.93692350,0.43763879,1.07001136,0.08136162,2.11808180,1.13637730,1.12478494
-3.20860430,5.06546278,0.01986336,0.95732693,0.46250692,1.09597963,0.08306920,2.18290021,1.15032540,1.15520896
-3.20260130,5.19926611,0.02052591,0.98151570,0.48876837,1.12067997,0.08441439,2.24430249,1.16791947,1.18871169
-3.19659830,5.33697440,0.02106206,1.01020434,0.51637707,1.14422909,0.08536048,2.30205333,1.19001499,1.22572439
-3.19059530,5.47978286,0.02146020,1.04410964,0.54527720,1.16679087,0.08588177,2.35603143,1.21748748,1.26667833
-3.18459230,5.62898435,0.02171155,1.08392843,0.57539942,1.18856701,0.08596396,2.40621821,1.25120662,1.31198667
-3.17858929,5.78590339,0.02181043,1.13031389,0.60665675,1.20978622,0.08560421,2.45268289,1.29200827,1.36202500
-3.17258629,5.95182483,0.02175445,1.18385127,0.63894049,1.23069236,0.08481077,2.49556466,1.34066519,1.41711137
-3.16658329,6.12792030,0.02154458,1.24503407,0.67211633,1.25153191,0.08360225,2.53505283,1.39785750,1.47748689
-3.16058029,6.31517581,0.02118512,1.31424147,0.70602121,1.27254149,0.08200649,2.57136610,1.46414375,1.54329773
-3.15457729,6.51432419,0.02068353,1.39171822,0.74046101,1.29393581,0.08005921,2.60473193,1.53993388,1.61457967
-3.14857429,6.72578566,0.02005015,1.47755767,0.77520965,1.31589674,0.07780238,2.63536733,1.62546499,1.69124599
-3.14257129,6.94961967,0.01929784,1.57168884,0.81000967,1.33856399,0.07528253,2.66346199,1.72078104,1.77307938
-3.13656828,7.18549051,0.01844157,1.67386803,0.84457455,1.36202769,0.07254886,2.68916471,1.82571733,1.85972862
-3.13056528,7.43264823,0.01749785,1.78367539,0.87859283,1.38632334,0.06965157,2.71257385,1.93989053,1.95070992
-3.12456228,7.68992592,0.01648426,1.90051648,0.91173396,1.41142922,0.06664012,2.73373211,2.06269473,2.04541331
-3.11855928,7.95575298,0.01541888,2.02362880,0.94365568,1.43726620,0.06356172,2.75262576,2.19330375,2.14311330
-3.11255628,8.22818344,0.01431976,2.15209282,0.97401264,1.46370000,0.06046013,2.76918812,2.33067985,2.24298365
-3.10655328,8.50493733,0.01320440,2.28484694,1.00246593,1.49054550,0.05737454,2.78330675,2.47358827,2.34411513
-3.10055028,8.78345244,0.01208937,2.42070565,1.02869285,1.51757272,0.05433894,2.79483350,2.62061743,2.44553533
-3.09454727,9.06094352,0.01098987,2.55838013,1.05239657,1.54451419,0.05138161,2.80359665,2.77020376,2.54622965
-3.08854427,9.33446533,0.00991944,2.69650018,1.07331502,1.57107298,0.04852503,2.80941387,2.92066045,2.64516204
-3.08254127,9.60097660,0.00888976,2.83363684,1.09122856,1.59693113,0.04578592,2.81210514,3.07020902,2.74129479
-3.07653827,9.85740159,0.00791050,2.96832487,1.10596600,1.62175781,0.04317561,2.81150461,3.21701269,2.83360640
-3.07053527,10.10068712,0.00698930,3.09908441,1.11740860,1.64521706,0.04070050,2.80747050,3.35921058,2.92110685
-3.06453227,10.32785311,0.00613173,3.22444149,1.12549194,1.66697463,0.03836271,2.79989272,3.49495171,3.00285007
-3.05852926,10.53603590,0.00534144,3.34294712,1.13020561,1.68670382,0.03616081,2.78869762,3.62242805,3.07794337
-3.05252626,10.72252416,0.00462026,3.45319494,1.13159084,1.70409034,0.03409050,2.77385010,3.73990595,3.14555429
-3.04652326,10.88478804,0.00396842,3.55383760,1.12973632,1.71883609,0.03214538,2.75535329,3.84575545,3.20491505
-3.04052026,11.02050307,0.00338475,3.64360218,1.12477273,1.73066219,0.03031763,2.73324618,3.93847720,3.25532551
-3.03451726,11.12757028,0.00286690,3.72130503,1.11686638,1.73931125,0.02859862,2.70760010,4.01672669,3.29615534
-3.02851426,11.20413475,0.00241160,3.78586632,1.10621251,1.74454937,0.02697942,2.67851460,4.07933596,3.32684617
-3.02251126,11.24860422,0.00201488,3.83632480,1.09302891,1.74616790,0.02545124,2.64611373,4.12533247,3.34691452
-3.01650825,11.25966954,0.00167231,3.87185275,1.07755023,1.74398529,0.02400574,2.61054330,4.15395546,3.35595612
-3.01050525,11.23632771,0.00137916,3.89177126,1.06002356,1.73784917,0.02263526,2.57196974,4.16466960,3.35365194
-3.00450225,11.17790821,0.00113064,3.89556568,1.04070543,1.72763872,0.02133294,2.53058099,4.15717586,3.33977618
-2.99849925,11.08410171,0.00092202,3.88290063,1.01986050,1.71326729,0.02009281,2.48658950,4.13141959,3.31420584
-2.99249625,10.95499044,0.00074875,3.85363411,0.99776189,1.69468535,0.01890976,2.44023719,4.08759534,3.27693155
-2.98649325,10.79107780,0.00060658,3.80782982,0.97469293,1.67188337,0.01777953,2.39180203,4.02614832,3.22806893
-2.98049025,10.59331517,0.00049162,3.74576674,0.95095003,1.64489459,0.01669864,2.34160558,3.94777182,3.16786934
-2.97448724,10.36312277,0.00040041,3.66794508,0.92684622,1.61379743,0.01566431,2.29002072,3.85340054,3.09672928
-2.96848424,10.10240182,0.00032996,3.57508764,0.90271473,1.57871714,0.01467436,2.23747855,3.74419913,3.01519702
-2.96248124,9.81353527,0.00027775,3.46813581,0.87891206,1.53982663,0.01372716,2.18447370,3.62154591,2.92397561
-2.95647824,9.49937467,0.00024172,3.34823967,0.85581996,1.49734616,0.01282154,2.13156694,3.48701152,2.82392147
-2.95047524,9.16321174,0.00022034,3.21674196,0.83384556,1.45154181,0.01195676,2.07938429,3.34233264,2.71603760
-2.94447224,8.80873359,0.00021250,3.07515585,0.81341950,1.40272270,0.01113243,2.02861221,3.18938113,2.60146151
-2.93846923,8.43996201,0.00021758,2.92513709,0.79499141,1.35123679,0.01034853,1.97998814,3.03012899,2.48144747
-2.93246623,8.06117768,0.00023535,2.76845113,0.77902274,1.29746567,0.00960531,1.93428661,2.86661009,2.35734371
-2.92646323,7.67683155,0.00026602,2.60693635,0.76597696,1.24181815,0.00890333,1.89230081,2.70087962,2.23056514
-2.92046023,7.29144621,0.00031013,2.44246461,0.75630725,1.18472311,0.00824341,1.85482023,2.53497237,2.10256255
-2.91445723,6.90951088,0.00036860,2.27690067,0.75044216,1.12662170,0.00762660,1.82260517,2.37086121,1.97478955
-2.90845423,6.53537393,0.00044263,2.11206191,0.74876982,1.06795929,0.00705415,1.79635899,2.21041707,1.84866860
-2.90245123,6.17313736,0.00053369,1.94967997,0.75162132,1.00917732,0.00652748,1.77669934,2.05537171,1.72555753
-2.89644822,5.82655737,0.00064345,1.79136563,0.75925421,0.95070540,0.00604811,1.76412982,1.90728455,1.60671799
-2.89044522,5.49895501,0.00077376,1.63857831,0.77183698,0.89295382,0.00561761,1.75901336,1.76751448,1.49328705
-2.88444222,5.19314050,0.00092659,1.49260092,0.78943532,0.83630685,0.00523754,1.76154879,1.63719772,1.38625322
-2.87843922,4.91135401,0.00110392,1.35452110,0.81200112,0.78111670,0.00490938,1.77175196,1.51723210,1.28643760
-2.87243622,4.65522517,0.00130772,1.22521890,0.83936497,0.72769862,0.00463442,1.78944259,1.40826820,1.19448087
-2.86643322,4.42575242,0.00153986,1.10536121,0.87123261,0.67632693,0.00441372,1.81423775,1.31070743,1.11083645
-2.86043022,4.22330272,0.00180201,0.99540249,0.90718604,0.62723228,0.00424801,1.84555280,1.22470676,1.03576973
-2.85442721,4.04763109,0.00209556,0.89559158,0.94668924,0.58059992,0.00413762,1.88261000,1.15018967,0.96936324
-2.84842421,3.89791873,0.00242157,0.80598354,0.98909868,0.53656920,0.00408241,1.92445494,1.08686276,0.91152718
-2.84242121,3.77282772,0.00278064,0.72645595,1.03367829,0.49523411,0.00408171,1.96998022,1.03423705,0.86201457
-2.83641821,3.67056976,0.00317283,0.65672855,1.07961842,0.45664479,0.00413429,2.01795590,0.99165314,0.82044026
-2.83041521,3.58898585,0.00359762,0.59638528,1.12605812,0.42081008,0.00423831,2.06706546,0.95830930,0.78630270
-2.82441221,3.52563374,0.00405383,0.54489769,1.17210996,0.38770077,0.00439129,2.11594600,0.93329124,0.75900759
-2.81840920,3.47787954,0.00453956,0.50164884,1.21688628,0.35725369,0.00459015,2.16323103,0.91560285,0.73789229
-2.81240620,3.44299016,0.00505217,0.46595692,1.25952584,0.32937626,0.00483118,2.20759428,0.90419676,0.72225023
-2.80640320,3.41822339,0.00558825,0.43709772,1.29921992,0.30395154,0.00511011,2.24779258,0.89800397,0.71135422
-2.80040020,3.40091241,0.00614367,0.41432564,1.33523667,0.28084352,0.00542217,2.28270615,0.89596179,0.70447825
-2.79439720,3.38854250,0.00671354,0.39689257,1.36694277,0.25990259,0.00576210,2.31137475,0.89703941,0.70091691
-2.78839420,3.37881756,0.00729233,0.38406458,1.39382174,0.24097089,0.00612430,2.33302816,0.90026071,0.70000222
-2.78239120,3.36971510,0.00787390,0.37513608,1.41548807,0.22388754,0.00650292,2.34711002,0.90472389,0.70111748
-2.77638819,3.35952861,0.00845161,0.36944156,1.43169686,0.20849357,0.00689192,2.35329418,0.90961765,0.70370813
-2.77038519,3.34689693,0.00901847,0.36636480,1.44234881,0.19463635,0.00728524,2.35149315,0.91423393,0.70728947
-2.76438219,3.33082070,0.00956721,0.36534582,1.44749042,0.18217349,0.00767691,2.34185857,0.91797708,0.71145157
-2.75837919,3.31066636,0.01009046,0.36588557,1.44730975,0.17097621,0.00806114,2.32477405,0.92036961,0.71586142
-2.75237619,3.28615878,0.01058093,0.36754868,1.44212809,0.16093188,0.00843249,2.30084099,0.92105473,0.72026266
-2.74637319,3.25736367,0.01103152,0.36996439,1.43238808,0.15194592,0.00878592,2.27085811,0.91979580,0.72447323
-2.74037019,3.22466113,0.01143553,0.37282591,1.41863883,0.14394300,0.00911694,2.23579580,0.91647308,0.72838122
-2.73436718,3.18871198,0.01178678,0.37588835,1.40151886,0.13686746,0.00942165,2.19676648,0.91107793,0.73193929
-2.72836418,3.15041833,0.01207978,0.37896553,1.38173736,0.13068302,0.00969682,2.15499189,0.90370491,0.73515789
-2.72236118,3.11087983,0.01230987,0.38192566,1.36005450,0.12537187,0.00993995,2.11176871,0.89454195,0.73809764
-2.71635818,3.07134696,0.01247332,0.38468627,1.33726134,0.12093317,0.01014925,2.06843326,0.88385895,0.74086095
-2.71035518,3.03317250,0.01256742,0.38720830,1.31415981,0.11738090,0.01032366,2.02632636,0.87199504,0.74358323
-2.70435218,2.99776223,0.01259059,0.38948973,1.29154308,0.11474133,0.01046280,1.98675894,0.85934475,0.74642371
-2.69834917,2.96652559,0.01254238,0.39155863,1.27017669,0.11305000,0.01056694,1.95097910,0.84634333,0.74955600
-2.69234617,2.94082723,0.01242352,0.39346610,1.25078066,0.11234840,0.01063692,1.92014096,0.83345151,0.75315857
-2.68634317,2.92193984,0.01223590,0.39527886,1.23401254,0.11268033,0.01067406,1.89527575,0.82113970,0.75740523
-2.68034017,2.91099912,0.01198249,0.39707198,1.22045181,0.11408815,0.01068005,1.87726534,0.80987223,0.76245566
-2.67433717,2.90896137,0.01166734,0.39892173,1.21058547,0.11660887,0.01065685,1.86681857,0.80009150,0.76844631
-2.66833417,2.91656456,0.01129541,0.40089883,1.20479520,0.12027026,0.01060657,1.86445058,0.79220263,0.77548173
-2.66233117,2.93429364,0.01087249,0.40306216,1.20334611,0.12508713,0.01053140,1.87046558,0.78655874,0.78362659
-2.65632816,2.96235107,0.01040506,0.40545327,1.20637746,0.13105776,0.01043342,1.88494336,0.78344736,0.79289870
-2.65032516,3.00063359,0.00990010,0.40809178,1.21389560,0.13816072,0.01031462,1.90773016,0.78307821,0.80326330
-2.64432216,3.04871634,0.00936497,0.41097185,1.22576950,0.14635217,0.01017674,1.93843424,0.78557294,0.81462890
-2.63831916,3.10584543,0.00880719,0.41405985,1.24172926,0.15556377,0.01002125,1.97642691,0.79095711,0.82684505
-2.63231616,3.17093983,0.00823429,0.41729340,1.26136802,0.16570132,0.00984933,2.02084934,0.79915487,0.83970212
-2.62631316,3.24260360,0.00765367,0.42058178,1.28414749,0.17664424,0.00966187,2.07062563,0.80998670,0.85293356
-2.62031016,3.31914873,0.00707237,0.42380771,1.30940745,0.18824598,0.00945944,2.12448244,0.82317047,0.86622046
-2.61430715,3.39862885,0.00649702,0.42683049,1.33637934,0.20033545,0.00924238,2.18097513,0.83832609,0.87919871
-2.60830415,3.47888353,0.00593365,0.42949042,1.36420370,0.21271950,0.00901084,2.23852019,0.85498367,0.89146843
-2.60230115,3.55759226,0.00538762,0.43161422,1.39195147,0.22518635,0.00876483,2.29543352,0.87259524,0.90260560
-2.59629815,3.63233680,0.00486358,0.43302131,1.41864843,0.23751008,0.00850434,2.34997344,0.89054971,0.91217552
-2.59029515,3.70067019,0.00436535,0.43353072,1.44330239,0.24945591,0.00822938,2.40038763,0.90819071,0.91974758
-2.58429215,3.76018995,0.00389596,0.43296815,1.46493196,0.26078625,0.00794012,2.44496210,0.92483669,0.92491088
-2.57828914,3.80861303,0.00345765,0.43117308,1.48259622,0.27126721,0.00763689,2.48207090,0.93980263,0.92729003
-2.57228614,3.84384951,0.00305187,0.42800545,1.49542389,0.28067547,0.00732033,2.51022446,0.95242251,0.92656051
-2.56628314,3.86407223,0.00267935,0.42335165,1.50264105,0.28880513,0.00699135,2.52811481,0.96207169,0.92246288
-2.56028014,3.86777928,0.00234016,0.41712958,1.50359616,0.29547433,0.00665124,2.53465574,0.96818825,0.91481531
-2.55427714,3.85384697,0.00203377,0.40929248,1.49778127,0.30053134,0.00630164,2.52901638,0.97029239,0.90352376
-2.54827414,3.82157062,0.00175918,0.39983144,1.48484860,0.30385987,0.00594452,2.51064654,0.96800311,0.88858944
-2.54227114,3.77069175,0.00151494,0.38877641,1.46462171,0.30538339,0.00558216,2.47929294,0.96105137,0.87011316
-2.53626813,3.70141022,0.00129933,0.37619575,1.43710074,0.30506814,0.00521712,2.43500539,0.94928924,0.84829632
-2.53026513,3.61438087,0.00111036,0.36219436,1.40246157,0.30292485,0.00485215,2.37813297,0.93269466,0.82343863
-2.52426213,3.51069492,0.00094590,0.34691043,1.36104893,0.29900891,0.00449012,2.30931015,0.91137158,0.79593241
-2.51825913,3.39184677,0.00080376,0.33051109,1.31336385,0.29341916,0.00413395,2.22943375,0.88554562,0.76625380
-2.51225613,3.25968790,0.00068175,0.31318711,1.26004603,0.28629507,0.00378651,2.13963160,0.85555536,0.73495127
-2.50625313,3.11636960,0.00057770,0.29514689,1.20185196,0.27781269,0.00345056,2.04122455,0.82183990,0.70263164
-2.50025013,2.96427715,0.00048955,0.27661012,1.13962980,0.26817934,0.00312866,1.93568333,0.78492315,0.66994430
-2.49424712,2.80595790,0.00041538,0.25780129,1.07429215,0.25762732,0.00282310,1.82458224,0.74539559,0.63756397
-2.48824412,2.64404626,0.00035340,0.23894327,1.00678777,0.24640684,0.00253587,1.70955154,0.70389448,0.60617269
-2.48224112,2.48118830,0.00030199,0.22025143,0.93807358,0.23477852,0.00226859,1.59223044,0.66108313,0.57644153
-2.47623812,2.31996858,0.00025971,0.20192821,0.86908780,0.22300560,0.00202250,1.47422245,0.61763030,0.54901248
-2.47023512,2.16284176,0.00022526,0.18415856,0.80072536,0.21134634,0.00179847,1.35705469,0.57419043,0.52448110
-2.46423212,2.01207097,0.00019754,0.16710619,0.73381626,0.20004664,0.00159695,1.24214233,0.53138538,0.50338038
-2.45822911,1.86967470,0.00017557,0.15091078,0.66910755,0.18933332,0.00141802,1.13075926,0.48978837,0.48616605
-2.45222611,1.73738347,0.00015853,0.13568623,0.60724929,0.17940813,0.00126141,1.02401556,0.44991051,0.47320400
-2.44622311,1.61660715,0.00014569,0.12151975,0.54878478,0.17044284,0.00112653,0.92284197,0.41219025,0.46475981
-2.44022011,1.50841330,0.00013645,0.10847193,0.49414485,0.16257528,0.00101248,0.82798153,0.37698595,0.46099088
-2.43421711,1.41351666,0.00013028,0.09657756,0.44364637,0.15590671,0.00091814,0.73998789,0.34457156,0.46194138
-2.42821411,1.33227941,0.00012674,0.08584719,0.39749433,0.15050041,0.00084217,0.65922977,0.31513529,0.46754006
-2.42221111,1.26472182,0.00012542,0.07626918,0.35578726,0.14638148,0.00078306,0.58590088,0.28878121,0.47760136
-2.41620810,1.21054213,0.00012599,0.06781229,0.31852546,0.14353798,0.00073920,0.52003432,0.26553324,0.49182965
-2.41020510,1.16914512,0.00012810,0.06042845,0.28562139,0.14192318,0.00070887,0.46152056,0.24534141,0.50982678
-2.40420210,1.13967784,0.00013148,0.05405584,0.25691167,0.14145891,0.00069034,0.41012797,0.22808987,0.53110298
-2.39819910,1.12107148,0.00013585,0.04862191,0.23217019,0.14203999,0.00068184,0.36552494,0.21360628,0.55509076
-2.39219610,1.11208799,0.00014095,0.04404649,0.21112173,0.14353930,0.00068163,0.32730273,0.20167212,0.58116187
-2.38619310,1.11137009,0.00014653,0.04024468,0.19345555,0.14581371,0.00068802,0.29499806,0.19203354,0.60864666
-2.38019010,1.11749305,0.00015234,0.03712964,0.17883867,0.14871035,0.00069940,0.26811500,0.18441242,0.63685566
-2.37418709,1.12901710,0.00015818,0.03461506,0.16692827,0.15207321,0.00071426,0.24614523,0.17851720,0.66510249
-2.36818409,1.14453859,0.00016381,0.03261746,0.15738315,0.15574974,0.00073120,0.22858637,0.17405321,0.69272765
-2.36218109,1.16273863,0.00016905,0.03105806,0.14987380,0.15959730,0.00074897,0.21495806,0.17073227,0.71912217
-2.35617809,1.18242772,0.00017373,0.02986445,0.14409101,0.16348922,0.00076645,0.20481521,0.16828125,0.74375031
-2.35017509,1.20258485,0.00017768,0.02897187,0.13975292,0.16732011,0.00078272,0.19775863,0.16644948,0.76617039
-2.34417209,1.22238991,0.00018078,0.02832417,0.13661040,0.17101050,0.00079703,0.19344263,0.16501482,0.78605278
-2.33816908,1.24124810,0.00018294,0.02787448,0.13445079,0.17451024,0.00080879,0.19157968,0.16378828,0.80319429
-2.33216608,1.25880559,0.00018408,0.02758552,0.13309990,0.17780084,0.00081761,0.19194228,0.16261728,0.81752800
-2.32616308,1.27495569,0.00018417,0.02742968,0.13242254,0.18089644,0.00082331,0.19436194,0.16138721,0.82912820
-2.32016008,1.28983506,0.00018320,0.02738875,0.13232147,0.18384340,0.00082584,0.19872566,0.16002173,0.83820972
-2.31415708,1.30381020,0.00018120,0.02745345,0.13273498,0.18671838,0.00082536,0.20496993,0.15848157,0.84512167
-2.30815408,1.31745434,0.00017823,0.02762267,0.13363329,0.18962524,0.00082216,0.21307276,0.15676204,0.85033555
-2.30215108,1.33151574,0.00017438,0.02790259,0.13501392,0.19269042,0.00081668,0.22304389,0.15488947,0.85442812
-2.29614807,1.34687826,0.00016974,0.02830549,0.13689616,0.19605738,0.00080945,0.23491377,0.15291666,0.85805941
-2.29014507,1.36451608,0.00016446,0.02884857,0.13931509,0.19988002,0.00080111,0.24872163,0.15091760,0.86194700
-2.28414207,1.38544399,0.00015866,0.02955254,0.14231515,0.20431549,0.00079235,0.26450317,0.14898171,0.86683725
-2.27813907,1.41066554,0.00015251,0.03044021,0.14594370,0.20951662,0.00078387,0.28227854,0.14720779,0.87347487
-2.27213607,1.44112125,0.00014616,0.03153506,0.15024476,0.21562428,0.00077641,0.30204100,0.14569798,0.88257201
-2.26613307,1.47763903,0.00013977,0.03285977,0.15525321,0.22276012,0.00077066,0.32374691,0.14455205,0.89477831
-2.26013007,1.52088909,0.00013347,0.03443487,0.16098972,0.23101988,0.00076726,0.34730758,0.14386199,0.91065307
-2.25412706,1.57134549,0.00012742,0.03627748,0.16745655,0.24046763,0.00076677,0.37258349,0.14370754,0.93064093
-2.24812406,1.62925610,0.00012173,0.03840016,0.17463454,0.25113132,0.00076967,0.39938124,0.14415238,0.95505208
-2.24212106,1.69462239,0.00011651,0.04080995,0.18248133,0.26299971,0.00077633,0.42745355,0.14524143,0.98404788
-2.23611806,1.76719031,0.00011186,0.04350765,0.19093092,0.27602102,0.00078700,0.45650255,0.14699930,1.01763267
-2.23011506,1.84645259,0.00010783,0.04648728,0.19989461,0.29010322,0.00080181,0.48618631,0.14942976,1.05565198
-2.22411206,1.93166271,0.00010448,0.04973581,0.20926329,0.30511621,0.00082077,0.51612856,0.15251647,1.09779739
-2.21810905,2.02185992,0.00010183,0.05323314,0.21891105,0.32089562,0.00084380,0.54593118,0.15622466,1.14361770
-2.21210605,2.11590424,0.00009988,0.05695237,0.22869972,0.33724823,0.00087069,0.57518914,0.16050387,1.19253603
-2.20610305,2.21252000,0.00009863,0.06086025,0.23848447,0.35395872,0.00090116,0.60350717,0.16529139,1.24387185
-2.20010005,2.31034588,0.00009806,0.06491795,0.24811989,0.37079756,0.00093488,0.63051736,0.17051638,1.29686716
-2.19409705,2.40798900,0.00009811,0.06908198,0.25746646,0.38752956,0.00097144,0.65589693,0.17610422,1.35071539
-2.18809405,2.50408065,0.00009875,0.07330530,0.26639690,0.40392282,0.00101043,0.67938521,0.18198112,1.40459178
-2.18209105,2.59733086,0.00009991,0.07753858,0.27480227,0.41975760,0.00105143,0.70079878,0.18807845,1.45768372
-2.17608804,2.68657904,0.00010154,0.08173155,0.28259731,0.43483471,0.00109403,0.72004398,0.19433678,1.50921975
-2.17008504,2.77083827,0.00010357,0.08583432,0.28972483,0.44898306,0.00113784,0.73712592,0.20070918,1.55849570
-2.16408204,2.84933082,0.00010595,0.08979881,0.29615881,0.46206590,0.00118252,0.75215322,0.20716372,1.60489688
-2.15807904,2.92151310,0.00010860,0.09357997,0.30190603,0.47398551,0.00122778,0.76533804,0.21368501,1.64791524
-2.15207604,2.98708868,0.00011149,0.09713694,0.30700616,0.48468609,0.00127336,0.77699100,0.22027447,1.68716081
-2.14607304,3.04600855,0.00011455,0.10043405,0.31153007,0.49415464,0.00131906,0.78751106,0.22694958,1.72236678
-2.14007004,3.09845848,0.00011773,0.10344151,0.31557654,0.50241981,0.00136474,0.79737032,0.23374180,1.75338841
-2.13406703,3.14483415,0.00012100,0.10613600,0.31926744,0.50954873,0.00141026,0.80709449,0.24069344,1.78019559
-2.12806403,3.18570502,0.00012432,0.10850079,0.32274146,0.51564192,0.00145551,0.81723941,0.24785359,1.80285992
-2.12206103,3.22176902,0.00012765,0.11052574,0.32614683,0.52082661,0.00150038,0.82836487,0.25527321,1.82153692
-2.11605803,3.25380020,0.00013095,0.11220698,0.32963311,0.52524872,0.00154472,0.84100655,0.26299972,1.83644455
-2.11005503,3.28259218,0.00013419,0.11354626,0.33334273,0.52906391,0.00158839,0.85564761,0.27107134,1.84783939
-2.10405203,3.30890052,0.00013734,0.11455018,0.33740238,0.53242820,0.00163114,0.87269107,0.27951154,1.85599179
-2.09804902,3.33338705,0.00014037,0.11522921,0.34191497,0.53548868,0.00167270,0.89243447,0.28832387,1.86116161
-2.09204602,3.35656938,0.00014322,0.11559657,0.34695229,0.53837471,0.00171269,0.91504803,0.29748760,1.86357586
-2.08604302,3.37877855,0.00014587,0.11566712,0.35254905,0.54119029,0.00175067,0.94055761,0.30695430,1.86340968
-2.08004002,3.40012718,0.00014827,0.11545622,0.35869838,0.54400788,0.00178612,0.96883335,0.31664581,1.86077181
-2.07403702,3.42049027,0.00015037,0.11497870,0.36534925,0.54686415,0.00181844,0.99958490,0.32645365,1.85569534
-2.06803402,3.43949999,0.00015213,0.11424800,0.37240596,0.54975797,0.00184699,1.03236351,0.33624009,1.84813432
-2.06203102,3.45655489,0.00015348,0.11327545,0.37972967,0.55265072,0.00187107,1.06657140,0.34584082,1.83796653
-2.05602801,3.47084348,0.00015438,0.11206989,0.38714217,0.55546909,0.00189000,1.10147792,0.35506926,1.82500216
-2.05002501,3.48138115,0.00015479,0.11063746,0.39443156,0.55811018,0.00190309,1.13624220,0.36372232,1.80899789
-2.04402201,3.48705858,0.00015465,0.10898173,0.40135979,0.56044875,0.00190972,1.16994123,0.37158742,1.78967553
-2.03801901,3.48669926,0.00015393,0.10710407,0.40767159,0.56234616,0.00190936,1.20160235,0.37845036,1.76674422
-2.03201601,3.47912322,0.00015260,0.10500424,0.41310451,0.56366073,0.00190157,1.23023869,0.38410382,1.73992465
-2.02601301,3.46321347,0.00015063,0.10268122,0.41739952,0.56425868,0.00188609,1.25488594,0.38835597,1.70897401
-2.02001001,3.43798175,0.00014801,0.10013409,0.42031180,0.56402531,0.00186282,1.27463892,0.39103888,1.67371025
-2.01400700,3.40263007,0.00014475,0.09736305,0.42162099,0.56287552,0.00183185,1.28868619,0.39201609,1.63403403
-2.00800400,3.35660470,0.00014087,0.09437039,0.42114073,0.56076328,0.00179349,1.29634117,0.39118929,1.58994728
-2.00200100,3.29963980,0.00013639,0.09116146,0.41872672,0.55768917,0.00174827,1.29706834,0.38850340,1.54156731
-1.99599800,3.23178841,0.00013135,0.08774543,0.41428323,0.55370580,0.00169696,1.29050344,0.38395009,1.48913556
-1.98999500,3.15343919,0.00012581,0.08413593,0.40776752,0.54892037,0.00164052,1.27646672,0.37756938,1.43302084
