energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,1.41801694,0.00242016,0.12312597,0.39008566,0.00000000,0.03478096,0.77543228,0.67896708,0.15369637
-5.99399700,1.44458445,0.00255440,0.12261007,0.39784979,0.00000000,0.03758271,0.79478162,0.67505208,0.15419884
-5.98799400,1.47643900,0.00274351,0.12245569,0.40746735,0.00000000,0.04042731,0.81700423,0.67313232,0.15552077
-5.98199100,1.51320762,0.00298474,0.12264793,0.41890430,0.00000000,0.04327606,0.84187115,0.67332826,0.15760405
-5.97598799,1.55433216,0.00327576,0.12315793,0.43206574,0.00000000,0.04608716,0.86905110,0.67566893,0.16037142
-5.96998499,1.59908207,0.00361466,0.12394364,0.44679792,0.00000000,0.04881674,0.89811782,0.68009197,0.16372785
-5.96398199,1.64657480,0.00400002,0.12495127,0.46289279,0.00000000,0.05142002,0.92856186,0.68644743,0.16756277
-5.95797899,1.69580358,0.00443085,0.12611720,0.48009481,0.00000000,0.05385262,0.95980633,0.69450507,0.17175298
-5.95197599,1.74567111,0.00490669,0.12737037,0.49810996,0.00000000,0.05607185,0.99122602,0.70396502,0.17616622
-5.94597299,1.79502796,0.00542758,0.12863504,0.51661636,0.00000000,0.05803811,1.02216912,0.71447122,0.18066521
-5.93996998,1.84271408,0.00599410,0.12983370,0.53527623,0.00000000,0.05971622,1.05198065,0.72562716,0.18511200
-5.93396698,1.88760139,0.00660740,0.13089017,0.55374862,0.00000000,0.06107659,1.08002653,0.73701303,0.18937243
-5.92796398,1.92863566,0.00726917,0.13173251,0.57170231,0.00000000,0.06209630,1.10571711,0.74820376,0.19332053
-5.92196098,1.96487570,0.00798165,0.13229587,0.58882830,0.00000000,0.06275988,1.12852922,0.75878689,0.19684260
-5.91595798,1.99552792,0.00874751,0.13252492,0.60485128,0.00000000,0.06305992,1.14802558,0.76837963,0.19984086
-5.90995498,2.01997476,0.00956985,0.13237589,0.61953950,0.00000000,0.06299732,1.16387060,0.77664415,0.20223639
-5.90395198,2.03779551,0.01045195,0.13181804,0.63271266,0.00000000,0.06258126,1.17584194,0.78330063,0.20397143
-5.89794897,2.04877858,0.01139717,0.13083463,0.64424725,0.00000000,0.06182882,1.18383709,0.78813729,0.20501067
-5.89194597,2.05292472,0.01240870,0.12942320,0.65407925,0.00000000,0.06076438,1.18787481,0.79101702,0.20534172
-5.88594297,2.05044097,0.01348924,0.12759519,0.66220396,0.00000000,0.05941870,1.18809129,0.79188052,0.20497462
-5.87993997,2.04172594,0.01464074,0.12537510,0.66867307,0.00000000,0.05782774,1.18473133,0.79074568,0.20394048
-5.87393697,2.02734711,0.01586404,0.12279900,0.67358910,0.00000000,0.05603140,1.17813496,0.78770349,0.20228937
-5.86793397,2.00801154,0.01715853,0.11991263,0.67709767,0.00000000,0.05407202,1.16872043,0.78291074,0.20008749
-5.86193097,1.98453163,0.01852179,0.11676919,0.67937794,0.00000000,0.05199299,1.15696422,0.77658013,0.19741391
-5.85592796,1.95778774,0.01994930,0.11342685,0.68063194,0.00000000,0.04983720,1.14337952,0.76896828,0.19435696
-5.84992496,1.92868977,0.02143417,0.10994626,0.68107332,0.00000000,0.04764572,1.12849406,0.76036248,0.19101060
-5.84392196,1.89813978,0.02296693,0.10638796,0.68091628,0.00000000,0.04545653,1.11282863,0.75106701,0.18747076
-5.83791896,1.86699745,0.02453544,0.10281011,0.68036537,0.00000000,0.04330347,1.09687743,0.74138965,0.18383207
-5.83191596,1.83605032,0.02612487,0.09926633,0.67960661,0.00000000,0.04121542,1.08109114,0.73162935,0.18018498
-5.82591296,1.80598998,0.02771782,0.09580404,0.67880058,0.00000000,0.03921571,1.06586358,0.72206550,0.17661348
-5.81990995,1.77739537,0.02929456,0.09246310,0.67807779,0.00000000,0.03732180,1.05152255,0.71294949,0.17319342
-5.81390695,1.75072363,0.03083338,0.08927500,0.67753645,0.00000000,0.03554524,1.03832500,0.70449866,0.16999157
-5.80790395,1.72630852,0.03231111,0.08626244,0.67724276,0.00000000,0.03389184,1.02645674,0.69689305,0.16706534
-5.80190095,1.70436596,0.03370363,0.08343946,0.67723354,0.00000000,0.03236210,1.01603619,0.69027469,0.16446307
-5.79589795,1.68500582,0.03498660,0.08081190,0.67752080,0.00000000,0.03095183,1.00712169,0.68474932,0.16222492
-5.78989495,1.66824861,0.03613617,0.07837826,0.67809791,0.00000000,0.02965282,0.99972165,0.68039002,0.16038405
-5.78389195,1.65404551,0.03712973,0.07613085,0.67894662,0.00000000,0.02845378,0.99380651,0.67724240,0.15896801
-5.77788894,1.64230001,0.03794667,0.07405704,0.68004451,0.00000000,0.02734116,0.98932149,0.67533048,0.15800023
-5.77188594,1.63288938,0.03856906,0.07214078,0.68137195,0.00000000,0.02630013,0.98619909,0.67466283,0.15750128
-5.76588294,1.62568419,0.03898235,0.07036389,0.68291815,0.00000000,0.02531536,0.98437031,0.67523816,0.15748989
-5.75987994,1.62056446,0.03917584,0.06870748,0.68468562,0.00000000,0.02437191,0.98377366,0.67704985,0.15798349
-5.75387694,1.61743104,0.03914315,0.06715308,0.68669266,0.00000000,0.02345586,0.98436128,0.68008892,0.15899828
-5.74787394,1.61621168,0.03888242,0.06568360,0.68897351,0.00000000,0.02255489,0.98610172,0.68434510,0.16054862
-5.74187094,1.61686111,0.03839644,0.06428403,0.69157626,0.00000000,0.02165873,0.98897913,0.68980587,0.16264597
-5.73586793,1.61935539,0.03769261,0.06294187,0.69455831,0.00000000,0.02075941,0.99298899,0.69645346,0.16529719
-5.72986493,1.62368110,0.03678262,0.06164728,0.69797996,0.00000000,0.01985143,0.99813076,0.70426013,0.16850245
-5.72386193,1.62982018,0.03568216,0.06039296,0.70189633,0.00000000,0.01893172,1.00439795,0.71318198,0.17225294
-5.71785893,1.63773200,0.03441034,0.05917389,0.70634837,0.00000000,0.01799953,1.01176664,0.72315196,0.17652840
-5.71185593,1.64733395,0.03298912,0.05798673,0.71135349,0.00000000,0.01705623,1.02018329,0.73407271,0.18129477
-5.70585293,1.65848257,0.03144254,0.05682933,0.71689676,0.00000000,0.01610498,1.02955297,0.74580991,0.18650225
-5.69984992,1.67095671,0.02979604,0.05569999,0.72292318,0.00000000,0.01515038,1.03972907,0.75818680,0.19208374
-5.69384692,1.68444450,0.02807566,0.05459686,0.72933185,0.00000000,0.01419809,1.05050549,0.77098070,0.19795419
-5.68784392,1.69853549,0.02630732,0.05351736,0.73597263,0.00000000,0.01325442,1.06161220,0.78392191,0.20401063
-5.68184092,1.71271897,0.02451610,0.05245770,0.74264566,0.00000000,0.01232598,1.07271472,0.79669545,0.21013323
-5.67583792,1.72638921,0.02272566,0.05141257,0.74910402,0.00000000,0.01141929,1.08341802,0.80894597,0.21618740
-5.66983492,1.73885772,0.02095768,0.05037503,0.75505954,0.00000000,0.01054051,1.09327485,0.82028566,0.22202680
-5.66383192,1.74937219,0.01923146,0.04933654,0.76019173,0.00000000,0.00969517,1.10179829,0.83030503,0.22749722
-5.65782891,1.75714145,0.01756363,0.04828718,0.76415922,0.00000000,0.00888801,1.10847800,0.83858622,0.23244131
-5.65182591,1.76136506,0.01596798,0.04721608,0.76661345,0.00000000,0.00812281,1.11279940,0.84471812,0.23670369
