energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.81990995,2.62824140,0.75891941,0.43925001,0.00171178,0.43290823,1.28330804,0.00000000,0.95597573,0.44549623
-5.81390695,2.62079762,0.74767450,0.42829923,0.00169867,0.45037523,1.25928014,0.00000000,0.96009216,0.45523614
-5.80790395,2.60526846,0.73268261,0.41558957,0.00168661,0.46797604,1.22940798,0.00000000,0.96038244,0.46444102
-5.80190095,2.58173585,0.71413846,0.40125523,0.00167450,0.48544999,1.19404552,0.00000000,0.95686474,0.47296744
-5.79589795,2.55041308,0.69230752,0.38546623,0.00166145,0.50251898,1.15365800,0.00000000,0.94962910,0.48066832
-5.78989495,2.51163230,0.66751740,0.36842294,0.00164688,0.51889394,1.10880592,0.00000000,0.93883255,0.48739570
-5.78389195,2.46583081,0.64014774,0.35034987,0.00163049,0.53428239,1.06012692,0.00000000,0.92469326,0.49300429
-5.77788894,2.41353717,0.61061904,0.33148910,0.00161232,0.54839703,1.00831640,0.00000000,0.90748387,0.49735563
-5.77188594,2.35535776,0.57938086,0.31209358,0.00159273,0.56096489,0.95410750,0.00000000,0.88752429,0.50032269
-5.76588294,2.29196435,0.54689993,0.29242060,0.00157244,0.57173683,0.89825150,0.00000000,0.86517433,0.50179493
-5.75987994,2.22408309,0.51364841,0.27272565,0.00155242,0.58049695,0.84149910,0.00000000,0.84082627,0.50168336
-5.75387694,2.15248468,0.48009282,0.25325693,0.00153398,0.58707132,0.78458336,0.00000000,0.81489744,0.49992542
-5.74787394,2.07797589,0.44668388,0.23425055,0.00151862,0.59133571,0.72820458,0.00000000,0.78782294,0.49648938
-5.74187094,2.00139182,0.41384747,0.21592661,0.00150807,0.59322176,0.67301757,0.00000000,0.76004852,0.49137794
-5.73586793,1.92358857,0.38197697,0.19848612,0.00150417,0.59272122,0.61962147,0.00000000,0.73202352,0.48463065
-5.72986493,1.84543581,0.35142700,0.18210877,0.00150887,0.58988790,0.56855211,0.00000000,0.70419383,0.47632514
-5.72386193,1.76780874,0.32250875,0.16695157,0.00152411,0.58483719,0.52027699,0.00000000,0.67699497,0.46657674
-5.71785893,1.69157907,0.29548669,0.15314816,0.00155176,0.57774300,0.47519260,0.00000000,0.65084504,0.45553653
-5.71185593,1.61760479,0.27057678,0.14080875,0.00159358,0.56883220,0.43362395,0.00000000,0.62613771,0.44338790
-5.70585293,1.54671861,0.24794605,0.13002059,0.00165113,0.55837680,0.39582599,0.00000000,0.60323528,0.43034147
-5.69984992,1.47971518,0.22771334,0.12084876,0.00172568,0.54668409,0.36198662,0.00000000,0.58246191,0.41662892
-5.69384692,1.41733753,0.20995114,0.11333728,0.00181819,0.53408537,0.33223097,0.00000000,0.56409709,0.40249565
-5.68784392,1.36026292,0.19468842,0.10751036,0.00192921,0.52092362,0.30662659,0.00000000,0.54836974,0.38819287
-5.68184092,1.30908909,0.18191410,0.10337362,0.00205888,0.50754085,0.28518936,0.00000000,0.53545308,0.37396941
-5.67583792,1.26432122,0.17158123,0.10091541,0.00220684,0.49426569,0.26788961,0.00000000,0.52546043,0.36006358
-5.66983492,1.22636065,0.16361154,0.10010799,0.00237224,0.48140185,0.25465847,0.00000000,0.51844244,0.34669565
-5.66383192,1.19549573,0.15790034,0.10090866,0.00255370,0.46921799,0.24539398,0.00000000,0.51438579,0.33406115
-5.65782891,1.17189577,0.15432149,0.10326073,0.00274934,0.45793943,0.23996700,0.00000000,0.51321357,0.32232541
-5.65182591,1.15560814,0.15273249,0.10709447,0.00295678,0.44774222,0.23822654,0.00000000,0.51478760,0.31161951
-5.64582291,1.14655911,0.15297935,0.11232794,0.00317317,0.43874961,0.24000456,0.00000000,0.51891257,0.30203787
-5.63981991,1.14455840,0.15490133,0.11886780,0.00339525,0.43103109,0.24512018,0.00000000,0.52534213,0.29363751
-5.63381691,1.14930725,0.15833531,0.12661018,0.00361942,0.42460405,0.25338304,0.00000000,0.53378657,0.28643891
-5.62781391,1.16040979,0.16311973,0.13544145,0.00384180,0.41943771,0.26459600,0.00000000,0.54392220,0.28042846
-5.62181091,1.17738708,0.16909810,0.14523927,0.00405834,0.41545914,0.27855705,0.00000000,0.55540171,0.27556221
-5.61580790,1.19969329,0.17612183,0.15587355,0.00426491,0.41256101,0.29506054,0.00000000,0.56786558,0.27177076
-5.60980490,1.22673319,0.18405254,0.16720768,0.00445743,0.41061044,0.31389764,0.00000000,0.58095371,0.26896489
-5.60380190,1.25788013,0.19276367,0.17909979,0.00463194,0.40945871,0.33485632,0.00000000,0.59431715,0.26704177
-5.59779890,1.29249386,0.20214142,0.19140420,0.00478476,0.40895108,0.35772073,0.00000000,0.60762925,0.26589120
-5.59179590,1.32993734,0.21208499,0.20397293,0.00491257,0.40893639,0.38227021,0.00000000,0.62059595,0.26540183
-5.58579290,1.36959194,0.22250624,0.21665735,0.00501250,0.40927594,0.40827815,0.00000000,0.63296480,0.26546685
-5.57978989,1.41087067,0.23332873,0.22930984,0.00508223,0.40985132,0.43551067,0.00000000,0.64453234,0.26598909
-5.57378689,1.45322898,0.24448622,0.24178549,0.00512005,0.41057085,0.46372551,0.00000000,0.65514971,0.26688523
-5.56778389,1.49617308,0.25592085,0.25394383,0.00512494,0.41137441,0.49267119,0.00000000,0.66472632,0.26808908
-5.56178089,1.53926587,0.26758092,0.26565043,0.00509654,0.41223675,0.52208663,0.00000000,0.67323153,0.26955382
-5.55577789,1.58213053,0.27941863,0.27677856,0.00503520,0.41316896,0.55170146,0.00000000,0.68069448,0.27125322
-5.54977489,1.62445222,0.29138772,0.28721062,0.00494196,0.41421850,0.58123715,0.00000000,0.68720208,0.27318194
-5.54377189,1.66597833,0.30344133,0.29683959,0.00481848,0.41546768,0.61040902,0.00000000,0.69289564,0.27535492
-5.53776888,1.70651759,0.31553008,0.30557032,0.00466702,0.41703098,0.63892926,0.00000000,0.69796609,0.27780603
-5.53176588,1.74593874,0.32760063,0.31332064,0.00449037,0.41905141,0.66651097,0.00000000,0.70264850,0.28058625
-5.52576288,1.78416905,0.33959472,0.32002246,0.00429169,0.42169610,0.69287315,0.00000000,0.70721587,0.28376132
-5.51975988,1.82119317,0.35144891,0.32562263,0.00407450,0.42515150,0.71774655,0.00000000,0.71197282,0.28740926
-5.51375688,1.85705253,0.36309494,0.33008380,0.00384252,0.42961846,0.74088029,0.00000000,0.71724925,0.29161777
-5.50775388,1.89184545,0.37446086,0.33338503,0.00359957,0.43530725,0.76204890,0.00000000,0.72339446,0.29648168
-5.50175088,1.92572802,0.38547282,0.33552239,0.00334948,0.44243293,0.78105964,0.00000000,0.73077161,0.30210061
-5.49574787,1.95891554,0.39605754,0.33650926,0.00309596,0.45121102,0.79775972,0.00000000,0.73975290,0.30857678
-5.48974487,1.99168428,0.40614536,0.33637664,0.00284256,0.46185365,0.81204320,0.00000000,0.75071541,0.31601315
-5.48374187,2.02437312,0.41567367,0.33517313,0.00259254,0.47456613,0.82385709,0.00000000,0.76403736,0.32451174
-5.47773887,2.05738460,0.42459067,0.33296479,0.00234884,0.48954394,0.83320645,0.00000000,0.78009495,0.33417224
-5.47173587,2.09118477,0.43285914,0.32983465,0.00211403,0.50697004,0.84015812,0.00000000,0.79925927,0.34509064
-5.46573287,2.12630114,0.44046018,0.32588209,0.00189027,0.52701231,0.84484285,0.00000000,0.82189319,0.35735794
-5.45972986,2.16331829,0.44739649,0.32122175,0.00167930,0.54982100,0.84745547,0.00000000,0.84834778,0.37105882
-5.45372686,2.20287040,0.45369516,0.31598225,0.00148244,0.57552603,0.84825319,0.00000000,0.87895807,0.38626993
-5.44772386,2.24563035,0.45940954,0.31030442,0.00130060,0.60423387,0.84755161,0.00000000,0.91403773,0.40305805
-5.44172086,2.29229494,0.46462024,0.30433931,0.00113433,0.63602396,0.84571868,0.00000000,0.95387243,0.42147772
-5.43571786,2.34356629,0.46943488,0.29824569,0.00098379,0.67094455,0.84316652,0.00000000,0.99871175,0.44156836
-5.42971486,2.40012934,0.47398653,0.29218734,0.00084887,0.70900782,0.84034118,0.00000000,1.04875962,0.46335103
-5.42371186,2.46262585,0.47843088,0.28632996,0.00072917,0.75018455,0.83771080,0.00000000,1.10416313,0.48682456
-5.41770885,2.53162562,0.48294198,0.28083778,0.00062410,0.79439821,0.83575213,0.00000000,1.16500030,0.51196152
-5.41170585,2.60759565,0.48770673,0.27587011,0.00053287,0.84151891,0.83493608,0.00000000,1.23126686,0.53870379
-5.40570285,2.69086864,0.49291823,0.27157760,0.00045458,0.89135750,0.83571251,0.00000000,1.30286286,0.56695834
-5.39969985,2.78161197,0.49876817,0.26809866,0.00038826,0.94366007,0.83849499,0.00000000,1.37957968,0.59659319
-5.39369685,2.87979900,0.50543870,0.26555586,0.00033286,0.99810359,0.84364577,0.00000000,1.46108828,0.62743406
-5.38769385,2.98518415,0.51309388,0.26405257,0.00028735,1.05429302,0.85146186,0.00000000,1.54692975,0.65926190
-5.38169085,3.09728362,0.52187133,0.26367002,0.00025070,1.11176040,0.86216250,0.00000000,1.63650888,0.69181180
-5.37568784,3.21536326,0.53187436,0.26446472,0.00022192,1.16996652,0.87587877,0.00000000,1.72909186,0.72477342
-5.36968484,3.33843502,0.54316498,0.26646651,0.00020009,1.22830545,0.89264563,0.00000000,1.82380881,0.75779334
-5.36368184,3.46526316,0.55575831,0.26967729,0.00018436,1.28611226,0.91239707,0.00000000,1.91966179,0.79047944
-5.35767884,3.59438078,0.56961851,0.27407050,0.00017395,1.34267404,0.93496441,0.00000000,2.01553862,0.82240739
-5.35167584,3.72411700,0.58465673,0.27959141,0.00016817,1.39724420,0.96007814,0.00000000,2.11023273,0.85312930
-5.34567284,3.85263429,0.60073109,0.28615824,0.00016643,1.44905970,0.98737330,0.00000000,2.20246864,0.88218423
-5.33966983,3.97797514,0.61764882,0.29366414,0.00016823,1.49736077,1.01639822,0.00000000,2.29093258,0.90911043
-5.33366683,4.09811651,0.63517062,0.30197988,0.00017315,1.54141253,1.04662648,0.00000000,2.37430722,0.93345872
-5.32766383,4.21103001,0.65301690,0.31095735,0.00018086,1.58052751,1.07747166,0.00000000,2.45130932,0.95480662
-5.32166083,4.31474542,0.67087587,0.32043349,0.00019111,1.61408819,1.10830429,0.00000000,2.52072869,0.97277252
-5.31565783,4.40741469,0.68841300,0.33023487,0.00020373,1.64156848,1.13847043,0.00000000,2.58146688,0.98702930
-5.30965483,4.48737370,0.70528149,0.34018234,0.00021859,1.66255313,1.16731116,0.00000000,2.63257372,0.99731665
-5.30365183,4.55319868,0.72113333,0.35009603,0.00023563,1.67675384,1.19418218,0.00000000,2.67327997,1.00345147
-5.29764882,4.60375478,0.73563043,0.35980008,0.00025484,1.68402149,1.21847283,0.00000000,2.70302449,1.00533580
-5.29164582,4.63823440,0.74845535,0.36912732,0.00027622,1.68435340,1.23962379,0.00000000,2.72147463,1.00296179
-5.28564282,4.65618345,0.75932127,0.37792341,0.00029982,1.67789549,1.25714283,0.00000000,2.72853869,0.99641334
-5.27963982,4.65751444,0.76798078,0.38605062,0.00032566,1.66493877,1.27061809,0.00000000,2.72436989,0.98586436
-5.27363682,4.64250581,0.77423312,0.39339084,0.00035377,1.64591063,1.27972848,0.00000000,2.70936175,0.97157356
-5.26763382,4.61178789,0.77792985,0.39984793,0.00038416,1.62136086,1.28425103,0.00000000,2.68413511,0.95387612
-5.26163082,4.56631635,0.77897869,0.40534939,0.00041681,1.59194346,1.28406496,0.00000000,2.64951758,0.93317246
-5.25562781,4.50733482,0.77734546,0.40984712,0.00045165,1.55839481,1.27915266,0.00000000,2.60651658,0.90991478
-5.24962481,4.43632878,0.77305443,0.41331763,0.00048856,1.52150950,1.26959771,0.00000000,2.55628741,0.88459193
-5.24362181,4.35497336,0.76618696,0.41576145,0.00052735,1.48211483,1.25558020,0.00000000,2.50009810,0.85771349
-5.23761881,4.26507765,0.75687876,0.41720198,0.00056779,1.44104532,1.23736977,0.00000000,2.43929269,0.82979358
-5.23161581,4.16852848,0.74531602,0.41768390,0.00060955,1.39911841,1.21531691,0.00000000,2.37525484,0.80133544
-5.22561281,4.06723622,0.73173063,0.41727119,0.00065227,1.35711234,1.18984269,0.00000000,2.30937327,0.77281725
-5.21960980,3.96308509,0.71639467,0.41604486,0.00069551,1.31574735,1.16142774,0.00000000,2.24301049,0.74467996
-5.21360680,3.85788974,0.69961459,0.41410065,0.00073881,1.27567059,1.13060062,0.00000000,2.17747578,0.71731747
-5.20760380,3.75335971,0.68172511,0.41154659,0.00078165,1.23744546,1.09792604,0.00000000,2.11400310,0.69106956
-5.20160080,3.65107238,0.66308301,0.40850075,0.00082352,1.20154534,1.06399329,0.00000000,2.05373425,0.66621765
-5.19559780,3.55245469,0.64406105,0.40508902,0.00086389,1.16835167,1.02940501,0.00000000,1.99770706,0.64298348
-5.18959480,3.45877316,0.62504192,0.40144311,0.00090226,1.13815594,0.99476649,0.00000000,1.94684807,0.62153031
-5.18359180,3.37113129,0.60641227,0.39769874,0.00093819,1.11116511,0.96067550,0.00000000,1.90196905,0.60196654
-5.17758879,3.29047293,0.58855688,0.39399392,0.00097127,1.08750950,0.92771288,0.00000000,1.86376614,0.58435115
-5.17158579,3.21758997,0.57185279,0.39046745,0.00100120,1.06725242,0.89643350,0.00000000,1.83282065,0.56870048
-5.16558279,3.15313245,0.55666336,0.38725734,0.00102775,1.05040062,0.86735784,0.00000000,1.80960039,0.55499574
-5.15957979,3.09761933,0.54333231,0.38449928,0.00105083,1.03691452,0.84096399,0.00000000,1.79446041,0.54319078
-5.15357679,3.05144810,0.53217752,0.38232487,0.00107041,1.02671764,0.81767996,0.00000000,1.78764247,0.53321937
-5.14757379,3.01490187,0.52348469,0.38085970,0.00108662,1.01970430,0.79787635,0.00000000,1.78927269,0.52500178
-5.14157079,2.98815288,0.51750085,0.38022109,0.00109967,1.01574546,0.78185937,0.00000000,1.79935714,0.51845006
-5.13556778,2.97126178,0.51442790,0.38051548,0.00110986,1.01469208,0.76986419,0.00000000,1.81777556,0.51347186
-5.12956478,2.96417271,0.51441619,0.38183540,0.00111760,1.01637621,0.76204892,0.00000000,1.84427370,0.50997270
-5.12356178,2.96670449,0.51755840,0.38425622,0.00112334,1.02061003,0.75848917,0.00000000,1.87845516,0.50785660
-5.11755878,2.97853892,0.52388401,0.38783253,0.00112756,1.02718294,0.75917366,0.00000000,1.91977368,0.50702529
-5.11155578,2.99920745,0.53335460,0.39259445,0.00113077,1.03585768,0.76400098,0.00000000,1.96752715,0.50737626
-5.10555278,3.02807797,0.54586034,0.39854403,0.00113346,1.04636573,0.77277792,0.00000000,2.02085466,0.50879985
-5.09954977,3.06434341,0.56121788,0.40565185,0.00113606,1.05840308,0.78521967,0.00000000,2.07873771,0.51117601
-5.09354677,3.10701404,0.57917005,0.41385424,0.00113896,1.07162677,0.80095207,0.00000000,2.14000671,0.51437097
-5.08754377,3.15491535,0.59938767,0.42305127,0.00114244,1.08565319,0.81951631,0.00000000,2.20335352,0.51823431
-5.08154077,3.20669278,0.62147342,0.43310577,0.00114670,1.10005844,0.84037614,0.00000000,2.26735051,0.52259693
-5.07553777,3.26082474,0.64496815,0.44384374,0.00115180,1.11438132,0.86292773,0.00000000,2.33047616,0.52727005
-5.06953477,3.31564426,0.66935954,0.45505612,0.00115770,1.12812908,0.88651205,0.00000000,2.39114683,0.53204572
-5.06353177,3.36936960,0.69409287,0.46650233,0.00116421,1.14078594,0.91042969,0.00000000,2.44775390,0.53669879
-5.05752876,3.42014323,0.71858395,0.47791539,0.00117106,1.15182432,0.93395776,0.00000000,2.49870502,0.54099048
-5.05152576,3.46607820,0.74223359,0.48900865,0.00117787,1.16071811,0.95636842,0.00000000,2.54246794,0.54467345
-5.04552276,3.50531021,0.76444332,0.49948410,0.00118416,1.16695766,0.97694854,0.00000000,2.57761519,0.54749813
-5.03951976,3.53605350,0.78463191,0.50904185,0.00118943,1.17006574,0.99501981,0.00000000,2.60286754,0.54922003
-5.03351676,3.55665804,0.80225181,0.51739057,0.00119312,1.16961351,1.00995858,0.00000000,2.61713444,0.54960778
-5.02751376,3.56566562,0.81680526,0.52425842,0.00119469,1.16523593,1.02121471,0.00000000,2.61954936,0.54845125
-5.02151076,3.56186220,0.82785908,0.52940411,0.00119362,1.15664563,1.02832868,0.00000000,2.60949865,0.54556960
-5.01550775,3.54432404,0.83505792,0.53262747,0.00118946,1.14364457,1.03094630,0.00000000,2.58664223,0.54081853
-5.00950475,3.51245544,0.83813507,0.53377913,0.00118182,1.12613288,1.02883037,0.00000000,2.55092548,0.53409664
-5.00350175,3.46601624,0.83692071,0.53276886,0.00117046,1.10411444,1.02186894,0.00000000,2.50258155,0.52535033
-4.99749875,3.40513781,0.83134713,0.52957198,0.00115522,1.07769885,1.01007964,0.00000000,2.44212418,0.51457707
-4.99149575,3.33032668,0.82145080,0.52423375,0.00113612,1.04709977,0.99361012,0.00000000,2.37033130,0.50182687
-4.98549275,3.24245582,0.80737120,0.51687126,0.00111330,1.01262966,0.97273448,0.00000000,2.28822043,0.48720193
-4.97948974,3.14274371,0.78934665,0.50767280,0.00108706,0.97469130,0.94784593,0.00000000,2.19701683,0.47085437
-4.97348674,3.03272244,0.76770722,0.49689460,0.00105785,0.93376631,0.91944597,0.00000000,2.09811610,0.45298234
-4.96748374,2.91419605,0.74286521,0.48485512,0.00102621,0.89040150,0.88813061,0.00000000,1.99304274,0.43382452
-4.96148074,2.78919114,0.71530362,0.47192697,0.00099284,0.84519339,0.85457421,0.00000000,1.88340662,0.41365349
-4.95547774,2.65990160,0.68556309,0.45852678,0.00095850,0.79877181,0.81951151,0.00000000,1.77085891,0.39276812
-4.94947474,2.52862988,0.65422790,0.44510350,0.00092402,0.75178310,0.78371869,0.00000000,1.65704938,0.37148545
-4.94347174,2.39772696,0.62191155,0.43212537,0.00089025,0.70487368,0.74799399,0.00000000,1.54358642,0.35013226
-4.93746873,2.26953316,0.58924254,0.42006621,0.00085806,0.65867450,0.71313871,0.00000000,1.43200106,0.32903688
-4.93146573,2.14632179,0.55685065,0.40939139,0.00082828,0.61378686,0.67993906,0.00000000,1.32371607,0.30852135
-4.92546273,2.03024744,0.52535430,0.40054411,0.00080170,0.57077011,0.64914945,0.00000000,1.22002065,0.28889426
-4.91945973,1.92330009,0.49534916,0.39393227,0.00077900,0.53013132,0.62147762,0.00000000,1.12205117,0.27044450
-4.91345673,1.82726625,0.46739828,0.38991654,0.00076077,0.49231724,0.59757187,0.00000000,1.03077805,0.25343602
-4.90745373,1.74369766,0.44202389,0.38879991,0.00074745,0.45770856,0.57801062,0.00000000,0.94699836,0.23810364
-4.90145073,1.67388798,0.41970071,0.39081903,0.00073936,0.42661633,0.56329429,0.00000000,0.87133399,0.22465008
-4.89544772,1.61885723,0.40085094,0.39613760,0.00073665,0.39928050,0.55383959,0.00000000,0.80423448,0.21324390
-4.88944472,1.57934388,0.38584052,0.40484196,0.00073929,0.37587029,0.54997587,0.00000000,0.74598399,0.20401858
-4.88344172,1.55580379,0.37497671,0.41693900,0.00074713,0.35648623,0.55194356,0.00000000,0.69671144,0.19707232
-4.87743872,1.54841541,0.36850654,0.43235628,0.00075982,0.34116345,0.55989421,0.00000000,0.65640305,0.19246866
-4.87143572,1.55709021,0.36661604,0.45094444,0.00077691,0.32987598,0.57389197,0.00000000,0.62491642,0.19023757
-4.86543272,1.58148742,0.36942985,0.47248164,0.00079779,0.32254183,0.59391614,0.00000000,0.60199547,0.19037696
-4.85942971,1.62103207,0.37701123,0.49667982,0.00082176,0.31902844,0.61986434,0.00000000,0.58728549,0.19285442
-4.85342671,1.67493533,0.38936199,0.52319264,0.00084805,0.31915835,0.65155626,0.00000000,0.58034781,0.19760903
-4.84742371,1.74221618,0.40642253,0.55162464,0.00087581,0.32271480,0.68873740,0.00000000,0.58067362,0.20455320
-4.84142071,1.82172377,0.42807169,0.58154131,0.00090420,0.32944721,0.73108284,0.00000000,0.58769663,0.21357434
-4.83541771,1.91215958,0.45412657,0.61247981,0.00093236,0.33907627,0.77820083,0.00000000,0.60080443,0.22453645
-4.82941471,2.01209896,0.48434232,0.64395983,0.00095945,0.35129873,0.82963599,0.00000000,0.61934849,0.23728152
-4.82341171,2.12001172,0.51841211,0.67549430,0.00098472,0.36579168,0.88487235,0.00000000,0.64265270,0.25163080
-4.81740870,2.23428154,0.55596738,0.70659968,0.00100748,0.38221650,0.94333619,0.00000000,0.67002076,0.26738595
-4.81140570,2.35322423,0.59657871,0.73680539,0.00102713,0.40022244,1.00439887,0.00000000,0.70074251,0.28433026
-4.80540270,2.47510498,0.63975751,0.76566226,0.00104319,0.41944991,1.06737995,0.00000000,0.73409942,0.30222986
-4.79939970,2.59815495,0.68495886,0.79274987,0.00105531,0.43953360,1.13155082,0.00000000,0.76936960,0.32083522
-4.79339670,2.72058758,0.73158560,0.81768250,0.00106325,0.46010561,1.19613925,0.00000000,0.80583252,0.33988292
-4.78739370,2.84061506,0.77899415,0.84011383,0.00106689,0.48079854,1.26033509,0.00000000,0.84277385,0.35909783
-4.78139070,2.95646561,0.82650199,0.85974035,0.00106626,0.50124890,1.32329756,0.00000000,0.87949048,0.37819587
-4.77538769,3.06640182,0.87339698,0.87630356,0.00106144,0.52110065,1.38416419,0.00000000,0.91529617,0.39688726
-4.76938469,3.16874061,0.91894856,0.88959114,0.00105266,0.54000922,1.44206184,0.00000000,0.94952778,0.41488048
-4.76338169,3.26187489,0.96242062,0.89943727,0.00104020,0.55764586,1.49611955,0.00000000,0.98155228,0.43188681
-4.75737869,3.34429715,1.00308588,0.90572229,0.00102439,0.57370242,1.54548339,0.00000000,1.01077446,0.44762541
-4.75137569,3.41462453,1.04024153,0.90837178,0.00100561,0.58789643,1.58933297,0.00000000,1.03664535,0.46182888
-4.74537269,3.47162516,1.07322548,0.90735550,0.00098426,0.59997650,1.62689917,0.00000000,1.05867108,0.47424920
-4.73936968,3.51424503,1.10143291,0.90268601,0.00096076,0.60972769,1.65748269,0.00000000,1.07642193,0.48466374
-4.73336668,3.54163444,1.12433247,0.89441733,0.00093550,0.61697694,1.68047267,0.00000000,1.08954133,0.49288119
-4.72736368,3.55317290,1.14148138,0.88264354,0.00090887,0.62159805,1.69536464,0.00000000,1.09775428,0.49874729
-4.72136068,3.54849138,1.15253895,0.86749739,0.00088121,0.62351616,1.70177702,0.00000000,1.10087484,0.50214977
-4.71535768,3.52749047,1.15727780,0.84914879,0.00085284,0.62271133,1.69946530,0.00000000,1.09881222,0.50302265
-4.70935468,3.49035321,1.15559225,0.82780320,0.00082407,0.61922106,1.68833314,0.00000000,1.09157507,0.50134936
-4.70335168,3.43755142,1.14750333,0.80369971,0.00079512,0.61314139,1.66843964,0.00000000,1.07927344,0.49716455
-4.69734867,3.36984452,1.13316020,0.77710873,0.00076624,0.60462647,1.64000235,0.00000000,1.06211829,0.49055450
-4.69134567,3.28827021,1.11283762,0.74832907,0.00073762,0.59388636,1.60339545,0.00000000,1.04041815,0.48165592
-4.68534267,3.19412645,1.08692953,0.71768447,0.00070943,0.58118311,1.55914308,0.00000000,1.01457283,0.47065313
-4.67933967,3.08894504,1.05593883,0.68551932,0.00068185,0.56682483,1.50790781,0.00000000,0.98506428,0.45777367
-4.67333667,2.97445695,1.02046361,0.65219371,0.00065502,0.55115818,1.45047457,0.00000000,0.95244465,0.44328239
-4.66733367,2.85255046,0.98118038,0.61807763,0.00062910,0.53455913,1.38773057,0.00000000,0.91732186,0.42747421
-4.66133067,2.72522320,0.93882477,0.58354469,0.00060424,0.51742245,1.32064185,0.00000000,0.88034316,0.41066580
-4.65532766,2.59452984,0.89417057,0.54896520,0.00058058,0.50015004,1.25022750,0.00000000,0.84217712,0.39318649
-4.64932466,2.46252704,0.84800766,0.51469905,0.00055827,0.48313878,1.17753235,0.00000000,0.80349468,0.37536862
-4.64332166,2.33121789,0.80111988,0.48108845,0.00053744,0.46676805,1.10359934,0.00000000,0.76495009,0.35753789
