energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.69384692,2.69713650,0.65579311,0.00000000,0.90031819,2.09942862,0.00983915,0.13855424
-5.68784392,2.60931264,0.63202629,0.00000000,0.85695073,2.03634198,0.00929986,0.13295947
-5.68184092,2.52578280,0.60971607,0.00000000,0.81499823,1.97701534,0.00876279,0.12742171
-5.67583792,2.44678607,0.58885532,0.00000000,0.77439864,1.92169282,0.00823283,0.12194778
-5.66983492,2.37264241,0.56944515,0.00000000,0.73513705,1.87066446,0.00771535,0.11655517
-5.66383192,2.30374681,0.55149522,0.00000000,0.69724837,1.82426004,0.00721606,0.11127214
-5.65782891,2.24055673,0.53502243,0.00000000,0.66081665,1.78283834,0.00674091,0.10613721
-5.65182591,2.18357363,0.52004864,0.00000000,0.62597123,1.74677244,0.00629587,0.10119803
-5.64582291,2.13331991,0.50659732,0.00000000,0.59288007,1.71643213,0.00588682,0.09650980
-5.63981991,2.09031249,0.49468972,0.00000000,0.56174093,1.69216434,0.00551934,0.09213314
-5.63381691,2.05503475,0.48434071,0.00000000,0.53277094,1.67427268,0.00519859,0.08813178
-5.62781391,2.02790792,0.47555471,0.00000000,0.50619508,1.66299719,0.00492915,0.08456994
-5.62181091,2.00926364,0.46832196,0.00000000,0.48223436,1.65849519,0.00471489,0.08150964
-5.61580790,1.99931868,0.46261524,0.00000000,0.46109413,1.66082410,0.00455886,0.07900811
-5.60980490,1.99815288,0.45838745,0.00000000,0.44295295,1.66992708,0.00446317,0.07711525
-5.60380190,2.00569123,0.45556986,0.00000000,0.42795270,1.68562180,0.00442894,0.07587129
-5.59779890,2.02169061,0.45407133,0.00000000,0.41618994,1.70759293,0.00445625,0.07530486
-5.59179590,2.04573151,0.45377828,0.00000000,0.40770897,1.73538849,0.00454406,0.07543128
-5.58579290,2.07721515,0.45455555,0.00000000,0.40249672,1.76842026,0.00469023,0.07625135
-5.57978989,2.11536581,0.45624790,0.00000000,0.40047942,1.80596812,0.00489153,0.07775055
-5.57378689,2.15923848,0.45868215,0.00000000,0.40152134,1.84718829,0.00514362,0.07989870
-5.56778389,2.20773153,0.46166984,0.00000000,0.40542521,1.89112541,0.00544115,0.08265005
-5.56178089,2.25960417,0.46501031,0.00000000,0.41193467,1.93672798,0.00577781,0.08594388
-5.55577789,2.31349838,0.46849406,0.00000000,0.42073824,1.98286714,0.00614641,0.08970552
-5.54977489,2.36796482,0.47190639,0.00000000,0.43147506,2.02835827,0.00653904,0.09384781
-5.54377189,2.42149234,0.47503125,0.00000000,0.44374194,2.07198511,0.00694715,0.09827287
-5.53776888,2.47254038,0.47765518,0.00000000,0.45710182,2.11252595,0.00736180,0.10287437
-5.53176588,2.51957369,0.47957135,0.00000000,0.47109320,2.14878119,0.00777373,0.10753989
-5.52576288,2.56109852,0.48058369,0.00000000,0.48524052,2.17960191,0.00817368,0.11215372
-5.51975988,2.59569950,0.48051100,0.00000000,0.49906517,2.20391848,0.00855251,0.11659962
-5.51375688,2.62207601,0.47919091,0.00000000,0.51209684,2.22076870,0.00890144,0.12076385
-5.50775388,2.63907734,0.47648382,0.00000000,0.52388488,2.22932433,0.00921227,0.12453805
-5.50175088,2.64573506,0.47227648,0.00000000,0.53400941,2.22891543,0.00947760,0.12782211
-5.49574787,2.64129197,0.46648527,0.00000000,0.54209190,2.21905148,0.00969097,0.13052689
-5.48974487,2.62522615,0.45905890,0.00000000,0.54780465,2.19943850,0.00984707,0.13257658
-5.48374187,2.59726934,0.44998060,0.00000000,0.55087908,2.16999141,0.00994186,0.13391077
-5.47773887,2.55741883,0.43926949,0.00000000,0.55111243,2.13084111,0.00997264,0.13448612
-5.47173587,2.50594214,0.42698108,0.00000000,0.54837258,2.08233576,0.00993815,0.13427753
-5.46573287,2.44337421,0.41320693,0.00000000,0.54260087,2.02503616,0.00983856,0.13327872
-5.45972986,2.37050701,0.39807321,0.00000000,0.53381275,1.95970504,0.00967546,0.13150236
-5.45372686,2.28837180,0.38173839,0.00000000,0.52209621,1.88729083,0.00945174,0.12897960
-5.44772386,2.19821457,0.36438987,0.00000000,0.50760808,1.80890602,0.00917154,0.12575901
-5.44172086,2.10146547,0.34623986,0.00000000,0.49056839,1.72580112,0.00884005,0.12190513
-5.43571786,1.99970325,0.32752038,0.00000000,0.47125284,1.63933492,0.00846335,0.11749646
-5.42971486,1.89461600,0.30847777,0.00000000,0.44998391,1.55094205,0.00804823,0.11262321
-5.42371186,1.78795949,0.28936680,0.00000000,0.42712085,1.46209903,0.00760193,0.10738462
-5.41770885,1.68151457,0.27044446,0.00000000,0.40304891,1.37428976,0.00713200,0.10188626
-5.41170585,1.57704495,0.25196388,0.00000000,0.37816840,1.28897169,0.00664598,0.09623718
-5.40570285,1.47625674,0.23416834,0.00000000,0.35288380,1.20754350,0.00615131,0.09054702
-5.39969985,1.38076091,0.21728573,0.00000000,0.32759352,1.13131532,0.00565507,0.08492339
-5.39369685,1.29203955,0.20152346,0.00000000,0.30268045,1.06148208,0.00516385,0.07946932
-5.38769385,1.21141693,0.18706412,0.00000000,0.27850378,0.99910067,0.00468364,0.07428103
-5.38169085,1.14003563,0.17406181,0.00000000,0.25539221,0.94507124,0.00421969,0.06944610
-5.37568784,1.07883836,0.16263931,0.00000000,0.23363871,0.90012291,0.00377649,0.06504190
-5.36968484,1.02855537,0.15288613,0.00000000,0.21349689,0.86480390,0.00335772,0.06113448
-5.36368184,0.98969755,0.14485737,0.00000000,0.19517903,0.83947616,0.00296626,0.05777784
-5.35767884,0.96255486,0.13857342,0.00000000,0.17885558,0.82431425,0.00260421,0.05501360
-5.35167584,0.94719998,0.13402043,0.00000000,0.16465609,0.81930829,0.00227293,0.05287101
-5.34567284,0.94349658,0.13115163,0.00000000,0.15267130,0.82427069,0.00197315,0.05136734
-5.33966983,0.95111182,0.12988920,0.00000000,0.14295631,0.83884641,0.00170504,0.05050845
-5.33366683,0.96953260,0.13012687,0.00000000,0.13553437,0.86252631,0.00146830,0.05028972
-5.32766383,0.99808501,0.13173312,0.00000000,0.13040133,0.89466335,0.00126226,0.05069712
-5.32166083,1.03595645,0.13455478,0.00000000,0.12753028,0.93449117,0.00108600,0.05170839
-5.31565783,1.08221983,0.13842121,0.00000000,0.12687627,0.98114466,0.00093846,0.05329436
-5.30965483,1.13585941,0.14314873,0.00000000,0.12838096,1.03368225,0.00081847,0.05542027
-5.30365183,1.19579747,0.14854542,0.00000000,0.13197692,1.09110911,0.00072491,0.05804718
-5.29764882,1.26092146,0.15441610,0.00000000,0.13759150,1.15240114,0.00065672,0.06113318
-5.29164582,1.33011074,0.16056735,0.00000000,0.14515021,1.21652884,0.00061298,0.06463474
-5.28564282,1.40226242,0.16681256,0.00000000,0.15457936,1.28248067,0.00059294,0.06850776
-5.27963982,1.47631556,0.17297679,0.00000000,0.16580819,1.34928518,0.00059602,0.07270865
-5.27363682,1.55127305,0.17890131,0.00000000,0.17877011,1.41603134,0.00062186,0.07719517
-5.26763382,1.62622068,0.18444769,0.00000000,0.19340332,1.48188632,0.00067025,0.08192713
-5.26163082,1.70034260,0.18950138,0.00000000,0.20965073,1.54611041,0.00074115,0.08686695
-5.25562781,1.77293305,0.19397446,0.00000000,0.22745915,1.60806835,0.00083459,0.09198003
-5.24962481,1.84340375,0.19780761,0.00000000,0.24677794,1.66723697,0.00095068,0.09723490
-5.24362181,1.91128705,0.20097120,0.00000000,0.26755709,1.72320876,0.00108948,0.10260330
-5.23761881,1.97623471,0.20346539,0.00000000,0.28974484,1.77569156,0.00125097,0.10805999
-5.23161581,2.03801271,0.20531924,0.00000000,0.31328513,1.82450439,0.00143496,0.11358257
-5.22561281,2.09649235,0.20658893,0.00000000,0.33811468,1.86956990,0.00164099,0.11915105
-5.21960980,2.15163848,0.20735509,0.00000000,0.36416029,1.91090382,0.00186827,0.12474745
-5.21360680,2.20349540,0.20771936,0.00000000,0.39133611,1.94860235,0.00211564,0.13035536
-5.20760380,2.25217148,0.20780040,0.00000000,0.41954139,1.98282797,0.00238144,0.13595943
-5.20160080,2.29782331,0.20772942,0.00000000,0.44865864,2.01379469,0.00266353,0.14154496
-5.19559780,2.34064032,0.20764546,0.00000000,0.47855247,2.04175346,0.00295927,0.14709757
-5.18959480,2.38083073,0.20769069,0.00000000,0.50906925,2.06697864,0.00326545,0.15260291
-5.18359180,2.41860948,0.20800567,0.00000000,0.54003757,2.08975597,0.00357839,0.15804654
-5.17758879,2.45418875,0.20872509,0.00000000,0.57126966,2.11037280,0.00389394,0.16341391
-5.17158579,2.48777131,0.20997374,0.00000000,0.60256366,2.12911063,0.00420757,0.16869052
-5.16558279,2.51954677,0.21186311,0.00000000,0.63370680,2.14624028,0.00451447,0.17386212
-5.15957979,2.54969061,0.21448850,0.00000000,0.66447914,2.16201946,0.00480965,0.17891509
-5.15357679,2.57836559,0.21792677,0.00000000,0.69465797,2.17669245,0.00508810,0.18383681
-5.14757379,2.60572494,0.22223463,0.00000000,0.72402244,2.19049152,0.00534492,0.18861611
-5.14157079,2.63191660,0.22744751,0.00000000,0.75235813,2.20363933,0.00557549,0.19324365
-5.13556778,2.65708782,0.23357891,0.00000000,0.77946157,2.21635185,0.00577560,0.19771225
-5.12956478,2.68138920,0.24062017,0.00000000,0.80514410,2.22884102,0.00594165,0.20201709
-5.12356178,2.70497763,0.24854063,0.00000000,0.82923503,2.24131661,0.00607072,0.20615574
-5.11755878,2.72801743,0.25728804,0.00000000,0.85158398,2.25398678,0.00616074,0.21012807
-5.11155578,2.75067930,0.26678932,0.00000000,0.87206205,2.26705699,0.00621054,0.21393586
-5.10555278,2.77313706,0.27695151,0.00000000,0.89056203,2.28072719,0.00621993,0.21758232
-5.09954977,2.79556215,0.28766299,0.00000000,0.90699751,2.29518719,0.00618971,0.22107138
-5.09354677,2.81811618,0.29879506,0.00000000,0.92130121,2.31061064,0.00612166,0.22440684
-5.08754377,2.84094224,0.31020373,0.00000000,0.93342254,2.32714793,0.00601848,0.22759151
-5.08154077,2.86415538,0.32173204,0.00000000,0.94332483,2.34491851,0.00588373,0.23062624
-5.07553777,2.88783336,0.33321266,0.00000000,0.95098243,2.36400336,0.00572168,0.23350908
-5.06953477,2.91200820,0.34447106,0.00000000,0.95637803,2.38443822,0.00553721,0.23623452
-5.06353177,2.93665948,0.35532905,0.00000000,0.95950059,2.40620811,0.00533561,0.23879292
-5.05752876,2.96170993,0.36560880,0.00000000,0.96034394,2.42924380,0.00512241,0.24117018
-5.05152576,2.98702380,0.37513721,0.00000000,0.95890641,2.45342043,0.00490322,0.24334775
-5.04552276,3.01240837,0.38375042,0.00000000,0.95519151,2.47855866,0.00468355,0.24530283
-5.03951976,3.03761842,0.39129848,0.00000000,0.94920962,2.50442824,0.00446858,0.24700895
-5.03351676,3.06236364,0.39764987,0.00000000,0.94098065,2.53075394,0.00426310,0.24843679
-5.02751376,3.08631843,0.40269566,0.00000000,0.93053735,2.55722346,0.00407128,0.24955525
-5.02151076,3.10913360,0.40635310,0.00000000,0.91792912,2.58349687,0.00389659,0.25033266
-5.01550775,3.13044915,0.40856849,0.00000000,0.90322585,2.60921714,0.00374176,0.25073813
-5.00950475,3.14990746,0.40931897,0.00000000,0.88652140,2.63402102,0.00360863,0.25074286
-5.00350175,3.16716612,0.40861331,0.00000000,0.86793651,2.65754988,0.00349823,0.25032143
-4.99749875,3.18190968,0.40649140,0.00000000,0.84762062,2.67945990,0.00341070,0.24945297
-4.99149575,3.19385981,0.40302259,0.00000000,0.82575239,2.69943115,0.00334538,0.24812206
-4.98549275,3.20278346,0.39830275,0.00000000,0.80253880,2.71717545,0.00330084,0.24631947
-4.97948974,3.20849870,0.39245038,0.00000000,0.77821267,2.73244250,0.00327499,0.24404255
-4.97348674,3.21087827,0.38560169,0.00000000,0.75302867,2.74502448,0.00326517,0.24129536
-4.96748374,3.20985078,0.37790519,0.00000000,0.72725789,2.75475901,0.00326826,0.23808852
-4.96148074,3.20539990,0.36951582,0.00000000,0.70118135,2.76153056,0.00328085,0.23443881
-4.95547774,3.19756167,0.36058903,0.00000000,0.67508259,2.76527051,0.00329929,0.23036852
-4.94947474,3.18642031,0.35127512,0.00000000,0.64923984,2.76595600,0.00331994,0.22590465
-4.94347174,3.17210291,0.34171409,0.00000000,0.62391805,2.76360769,0.00333918,0.22107802
-4.93746873,3.15477323,0.33203124,0.00000000,0.59936129,2.75828672,0.00335361,0.21592226
-4.93146573,3.13462496,0.32233380,0.00000000,0.57578581,2.75009088,0.00336015,0.21047289
-4.92546273,3.11187460,0.31270856,0.00000000,0.55337410,2.73915005,0.00335608,0.20476637
-4.91945973,3.08675424,0.30322073,0.00000000,0.53227024,2.72562118,0.00333918,0.19883922
-4.91345673,3.05950440,0.29391396,0.00000000,0.51257664,2.70968273,0.00330774,0.19272740
-4.90745373,3.03036693,0.28481137,0.00000000,0.49435240,2.69152870,0.00326059,0.18646560
-4.90145073,2.99957834,0.27591762,0.00000000,0.47761316,2.67136251,0.00319714,0.18008692
-4.89544772,2.96736357,0.26722167,0.00000000,0.46233258,2.64939070,0.00311736,0.17362247
-4.88944472,2.93393050,0.25870019,0.00000000,0.44844509,2.62581692,0.00302173,0.16710126
-4.88344172,2.89946537,0.25032117,0.00000000,0.43584998,2.60083630,0.00291122,0.16055018
-4.87743872,2.86412940,0.24204779,0.00000000,0.42441650,2.57463064,0.00278723,0.15399398
-4.87143572,2.82805690,0.23384205,0.00000000,0.41398976,2.54736481,0.00265148,0.14745549
-4.86543272,2.79135511,0.22566813,0.00000000,0.40439722,2.51918449,0.00250601,0.14095577
-4.85942971,2.75410598,0.21749538,0.00000000,0.39545552,2.49021580,0.00235301,0.13451441
-4.85342671,2.71637008,0.20930057,0.00000000,0.38697742,2.46056685,0.00219481,0.12814972
-4.84742371,2.67819259,0.20106966,0.00000000,0.37877862,2.43033138,0.00203378,0.12187908
-4.84142071,2.63961135,0.19279883,0.00000000,0.37068434,2.39959449,0.00187224,0.11571919
-4.83541771,2.60066678,0.18449484,0.00000000,0.36253536,2.36844027,0.00171242,0.10968631
-4.82941471,2.56141319,0.17617486,0.00000000,0.35419350,2.33696103,0.00155640,0.10379651
-4.82341171,2.52193105,0.16786576,0.00000000,0.34554633,2.30526766,0.00140610,0.09806590
-4.81740870,2.48233968,0.15960298,0.00000000,0.33651108,2.27350063,0.00126321,0.09251076
-4.81140570,2.44280951,0.15142910,0.00000000,0.32703758,2.24184095,0.00112918,0.08714770
-4.80540270,2.40357343,0.14339225,0.00000000,0.31711026,2.21052038,0.00100527,0.08199374
-4.79939970,2.36493627,0.13554444,0.00000000,0.30674915,2.17983030,0.00089249,0.07706637
-4.79339670,2.32728189,0.12793986,0.00000000,0.29600984,2.15012852,0.00079168,0.07238353
-4.78739370,2.29107735,0.12063340,0.00000000,0.28498245,2.12184348,0.00070347,0.06796356
-4.78139070,2.25687345,0.11367917,0.00000000,0.27378969,2.09547535,0.00062836,0.06382507
-4.77538769,2.22530157,0.10712938,0.00000000,0.26258390,2.07159373,0.00056674,0.05998683
-4.76938469,2.19706641,0.10103336,0.00000000,0.25154332,2.05083164,0.00051891,0.05646752
-4.76338169,2.17293465,0.09543674,0.00000000,0.24086760,2.03387581,0.00048509,0.05328544
-4.75737869,2.15371963,0.09038093,0.00000000,0.23077264,2.02145323,0.00046550,0.05045826
-4.75137569,2.14026211,0.08590270,0.00000000,0.22148484,2.01431416,0.00046033,0.04800258
-4.74537269,2.13340774,0.08203385,0.00000000,0.21323495,2.01321190,0.00046977,0.04593358
-4.73936968,2.13398129,0.07880096,0.00000000,0.20625160,2.01887970,0.00049403,0.04426449
-4.73336668,2.14275858,0.07622518,0.00000000,0.20075462,2.03200526,0.00053329,0.04300616
-4.72736368,2.16043644,0.07432191,0.00000000,0.19694834,2.05320355,0.00058773,0.04216653
-4.72136068,2.18760176,0.07310054,0.00000000,0.19501484,2.08298846,0.00065752,0.04175006
-4.71535768,2.22470020,0.07256393,0.00000000,0.19510764,2.12174434,0.00074273,0.04175724
-4.70935468,2.27200589,0.07270801,0.00000000,0.19734553,2.16969811,0.00084336,0.04218399
-4.70335168,2.32959285,0.07352112,0.00000000,0.20180709,2.22689316,0.00095929,0.04302123
-4.69734867,2.39730975,0.07498338,0.00000000,0.20852585,2.29316607,0.00109023,0.04425439
-4.69134567,2.47475885,0.07706613,0.00000000,0.21748637,2.36812741,0.00123568,0.04586306
-4.68534267,2.56128078,0.07973126,0.00000000,0.22862137,2.45114775,0.00139494,0.04782074
-4.67933967,2.65594627,0.08293087,0.00000000,0.24181010,2.54135027,0.00156704,0.05009468
-4.67333667,2.75755603,0.08660694,0.00000000,0.25687814,2.63761084,0.00175074,0.05264599
-4.66733367,2.86464986,0.09069144,0.00000000,0.27359874,2.73856670,0.00194456,0.05542981
-4.66133067,2.97552567,0.09510667,0.00000000,0.29169583,2.84263448,0.00214673,0.05839582
-4.65532766,3.08826885,0.09976606,0.00000000,0.31084874,2.94803760,0.00235526,0.06148890
-4.64932466,3.20079185,0.10457534,0.00000000,0.33069860,3.05284340,0.00256797,0.06465005
-4.64332166,3.31088355,0.10943421,0.00000000,0.35085645,3.15500911,0.00278251,0.06781756
-4.63731866,3.41626709,0.11423839,0.00000000,0.37091273,3.25243583,0.00299648,0.07092838
-4.63131566,3.51466474,0.11888206,0.00000000,0.39044804,3.34302882,0.00320746,0.07391964
-4.62531266,3.60386741,0.12326063,0.00000000,0.40904485,3.42476205,0.00341308,0.07673035
-4.61930965,3.68180633,0.12727367,0.00000000,0.42629965,3.49574469,0.00361117,0.07930315
-4.61330665,3.74662381,0.13082798,0.00000000,0.44183527,3.55428652,0.00379975,0.08158610
-4.60730365,3.79673998,0.13384061,0.00000000,0.45531268,3.59895946,0.00397716,0.08353432
-4.60130065,3.83091232,0.13624167,0.00000000,0.46644201,3.62865228,0.00414213,0.08511160
-4.59529765,3.84828492,0.13797681,0.00000000,0.47499205,3.64261554,0.00429378,0.08629170
-4.58929465,3.84842485,0.13900934,0.00000000,0.48079796,3.64049441,0.00443167,0.08705940
-4.58329165,3.83134344,0.13932162,0.00000000,0.48376683,3.62234732,0.00455585,0.08741116
-4.57728864,3.79750107,0.13891595,0.00000000,0.48388066,3.58864920,0.00466674,0.08735540
-4.57128564,3.74779470,0.13781463,0.00000000,0.48119668,3.54027863,0.00476519,0.08691236
-4.56528264,3.68352843,0.13605936,0.00000000,0.47584502,3.47848911,0.00485237,0.08611353
-4.55927964,3.60636803,0.13370983,0.00000000,0.46802366,3.40486557,0.00492967,0.08500059
-4.55327664,3.51828138,0.13084175,0.00000000,0.45799102,3.32126784,0.00499865,0.08362406
-4.54727364,3.42146739,0.12754418,0.00000000,0.44605638,3.22976354,0.00506089,0.08204153
-4.54127064,3.31827665,0.12391639,0.00000000,0.43256865,3.13255348,0.00511790,0.08031564
-4.53526763,3.21112733,0.12006448,0.00000000,0.41790389,3.03189290,0.00517101,0.07851195
-4.52926463,3.10242019,0.11609764,0.00000000,0.40245217,2.93001226,0.00522125,0.07669656
-4.52326163,2.99445654,0.11212449,0.00000000,0.38660435,2.82904094,0.00526930,0.07493390
-4.51725863,2.88936271,0.10824942,0.00000000,0.37073920,2.73093746,0.00531541,0.07328448
-4.51125563,2.78902417,0.10456929,0.00000000,0.35521154,2.63742895,0.00535936,0.07180286
-4.50525263,2.69503198,0.10117037,0.00000000,0.34034164,2.54996248,0.00540046,0.07053586
-4.49924962,2.60864350,0.09812582,0.00000000,0.32640643,2.46966986,0.00543759,0.06952112
-4.49324662,2.53075839,0.09549378,0.00000000,0.31363263,2.39734700,0.00546919,0.06878592
-4.48724362,2.46191039,0.09331589,0.00000000,0.30219203,2.33344812,0.00549342,0.06834648
-4.48124062,2.40227432,0.09161664,0.00000000,0.29219903,2.27809421,0.00550821,0.06820760
-4.47523762,2.35168723,0.09040321,0.00000000,0.28371031,2.23109474,0.00551139,0.06836274
-4.46923462,2.30968191,0.08966595,0.00000000,0.27672654,2.19198073,0.00550083,0.06879446
-4.46323162,2.27553047,0.08937945,0.00000000,0.27119606,2.16004712,0.00547457,0.06947517
-4.45722861,2.24829546,0.08950406,0.00000000,0.26702004,2.13440189,0.00543097,0.07036830
-4.45122561,2.22688578,0.08998790,0.00000000,0.26405910,2.11401922,0.00536880,0.07142964
-4.44522261,2.21011452,0.09076914,0.00000000,0.26214085,2.09779422,0.00528740,0.07260893
-4.43921961,2.19675621,0.09177860,0.00000000,0.26106817,2.08459643,0.00518673,0.07385162
-4.43321661,2.18560096,0.09294248,0.00000000,0.26062784,2.07332013,0.00506748,0.07510074
-4.42721361,2.17550354,0.09418515,0.00000000,0.26059917,2.06292932,0.00493109,0.07629878
-4.42121061,2.16542569,0.09543200,0.00000000,0.26076250,2.05249599,0.00477976,0.07738959
-4.41520760,2.15447061,0.09661210,0.00000000,0.26090705,2.04123061,0.00461645,0.07832021
-4.40920460,2.14190885,0.09766072,0.00000000,0.26083819,2.02850426,0.00444488,0.07904255
-4.40320160,2.12719538,0.09852160,0.00000000,0.26038371,2.01386233,0.00426943,0.07951497
-4.39719860,2.10997810,0.09914889,0.00000000,0.25939901,1.99703003,0.00409507,0.07970357
-4.39119560,2.09009830,0.09950875,0.00000000,0.25777122,1.97791033,0.00392733,0.07958333
-4.38519260,2.06758386,0.09958042,0.00000000,0.25542196,1.95657531,0.00377212,0.07913884
-4.37918959,2.04263634,0.09935696,0.00000000,0.25230893,1.93325194,0.00363570,0.07836489
-4.37318659,2.01561308,0.09884543,0.00000000,0.24842623,1.90830353,0.00352453,0.07726662
-4.36718359,1.98700559,0.09806662,0.00000000,0.24380344,1.88220821,0.00344518,0.07585945
-4.36118059,1.95741543,0.09705428,0.00000000,0.23850360,1.85553545,0.00340419,0.07416860
-4.35517759,1.92752883,0.09585387,0.00000000,0.23262024,1.82892202,0.00340799,0.07222840
-4.34917459,1.89809105,0.09452098,0.00000000,0.22627344,1.80304821,0.00346276,0.07008133
-4.34317159,1.86988141,0.09311931,0.00000000,0.21960528,1.77861530,0.00357435,0.06777674
-4.33716858,1.84368977,0.09171837,0.00000000,0.21277473,1.75632481,0.00374811,0.06536949
-4.33116558,1.82029504,0.09039099,0.00000000,0.20595219,1.73686013,0.00398883,0.06291837
-4.32516258,1.80044614,0.08921069,0.00000000,0.19931390,1.72087085,0.00430055,0.06048447
-4.31915958,1.78484566,0.08824900,0.00000000,0.19303636,1.70895977,0.00468648,0.05812947
-4.31315658,1.77413623,0.08757285,0.00000000,0.18729102,1.70167276,0.00514887,0.05591403
-4.30715358,1.76888983,0.08724212,0.00000000,0.18223932,1.69949119,0.00568884,0.05389618
