energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.68784392,0.79272357,0.00040478,0.03731366,0.05937377,0.78265642,0.34301123,0.00908620,0.31537142
-5.68184092,0.73009326,0.00035808,0.03794836,0.05415577,0.72379047,0.31634485,0.00823525,0.28618847
-5.67583792,0.67521199,0.00031930,0.03940118,0.04958432,0.67211506,0.29308214,0.00746606,0.25967916
-5.66983492,0.62860687,0.00028854,0.04171866,0.04569124,0.62812566,0.27346394,0.00678299,0.23602004
-5.66383192,0.59074425,0.00026592,0.04494496,0.04250718,0.59224913,0.25770334,0.00618983,0.21536475
-5.65782891,0.56202610,0.00025160,0.04912046,0.04006136,0.56483619,0.24598432,0.00568976,0.19784426
-5.65182591,0.54278687,0.00024586,0.05428010,0.03838113,0.54615439,0.23846071,0.00528540,0.18356725
-5.64582291,0.53329060,0.00024905,0.06045168,0.03749147,0.53638180,0.23525527,0.00497880,0.17262083
-5.63981991,0.53372829,0.00026168,0.06765402,0.03741436,0.53560143,0.23645889,0.00477142,0.16507113
-5.63381691,0.54421533,0.00028436,0.07589527,0.03816800,0.54379635,0.24212991,0.00466415,0.16096398
-5.62781391,0.56478909,0.00031785,0.08517123,0.03976585,0.56084582,0.25229348,0.00465730,0.16032528
-5.62181091,0.59540660,0.00036305,0.09546396,0.04221557,0.58652243,0.26694094,0.00475059,0.16316120
-5.61580790,0.63594260,0.00042103,0.10674074,0.04551788,0.62049043,0.28602944,0.00494310,0.16945804
-5.60980490,0.68618806,0.00049297,0.11895342,0.04966530,0.66230574,0.30948168,0.00523324,0.17918189
-5.60380190,0.74584952,0.00058018,0.13203825,0.05464088,0.71141765,0.33718607,0.00561872,0.19227794
-5.59779890,0.81454951,0.00068407,0.14591638,0.06041700,0.76717280,0.36899723,0.00609649,0.20866981
-5.59179590,0.89182841,0.00080612,0.16049477,0.06695431,0.82882145,0.40473713,0.00666271,0.22825882
-5.58579290,0.97714799,0.00094784,0.17566789,0.07420085,0.89552654,0.44419688,0.00731269,0.25092338
-5.57978989,1.06989687,0.00111072,0.19131980,0.08209153,0.96637551,0.48713913,0.00804091,0.27651874
-5.57378689,1.16939793,0.00129619,0.20732683,0.09054789,1.04039498,0.53330129,0.00884096,0.30487723
-5.56778389,1.27491770,0.00150555,0.22356051,0.09947844,1.11656813,0.58239931,0.00970560,0.33580894
-5.56178089,1.38567742,0.00173988,0.23989081,0.10877942,1.19385443,0.63413200,0.01062676,0.36910321
-5.55577789,1.50086552,0.00200000,0.25618939,0.11833612,1.27121129,0.68818568,0.01159565,0.40453067
-5.54977489,1.61965084,0.00228638,0.27233273,0.12802471,1.34761695,0.74423886,0.01260284,0.44184596
-5.54377189,1.74119608,0.00259906,0.28820491,0.13771460,1.42209370,0.80196674,0.01363837,0.48079098
-5.53776888,1.86467065,0.00293757,0.30370000,0.14727122,1.49373066,0.86104509,0.01469188,0.52109854
-5.53176588,1.98926216,0.00330089,0.31872372,0.15655915,1.56170495,0.92115343,0.01575282,0.56249608
-5.52576288,2.11418593,0.00368736,0.33319440,0.16544545,1.62530038,0.98197692,0.01681056,0.60470945
-5.51975988,2.23869169,0.00409466,0.34704318,0.17380308,1.68392262,1.04320713,0.01785457,0.64746632
-5.51375688,2.36206725,0.00451975,0.36021327,0.18151429,1.73711016,1.10454128,0.01887459,0.69049898
-5.50775388,2.48363869,0.00495892,0.37265861,0.18847374,1.78454025,1.16568017,0.01986078,0.73354648
-5.50175088,2.60276729,0.00540777,0.38434172,0.19459126,1.82602965,1.22632483,0.02080385,0.77635585
-5.49574787,2.71884338,0.00586125,0.39523118,0.19979412,1.86152982,1.28617225,0.02169512,0.81868228
-5.48974487,2.83127781,0.00631378,0.40529879,0.20402869,1.89111702,1.34491053,0.02252668,0.86028844
-5.48374187,2.93949184,0.00675929,0.41451660,0.20726141,1.91497752,1.40221402,0.02329136,0.90094289
-5.47773887,3.04290664,0.00719140,0.42285430,0.20947904,1.93338892,1.45773899,0.02398281,0.94041793
-5.47173587,3.14093340,0.00760354,0.43027693,0.21068820,1.94669841,1.51112040,0.02459545,0.97848696
-5.46573287,3.23296556,0.00798915,0.43674333,0.21091429,1.95529922,1.56197053,0.02512454,1.01492200
-5.45972986,3.31837423,0.00834182,0.44220543,0.21019970,1.95960660,1.60987982,0.02556606,1.04949141
-5.45372686,3.39650780,0.00865553,0.44660851,0.20860172,1.96003457,1.65442041,0.02591676,1.08195855
-5.44772386,3.46669674,0.00892484,0.44989249,0.20618996,1.95697483,1.69515268,0.02617410,1.11208137
-5.44172086,3.52826389,0.00914505,0.45199425,0.20304368,1.95077888,1.73163480,0.02633623,1.13961362
-5.43571786,3.58054038,0.00931241,0.45285079,0.19924909,1.94174444,1.76343516,0.02640201,1.16430758
-5.42971486,3.62288696,0.00942424,0.45240322,0.19489671,1.93010677,1.79014735,0.02637101,1.18591860
-5.42371186,3.65471986,0.00947910,0.45060113,0.19007906,1.91603534,1.81140709,0.02624352,1.20421146
-5.41770885,3.67554012,0.00947686,0.44740728,0.18488870,1.89963591,1.82691031,0.02602062,1.21896819
-5.41170585,3.68496490,0.00941876,0.44280211,0.17941672,1.88095785,1.83643162,0.02570420,1.22999730
-5.40570285,3.68275912,0.00930742,0.43678785,0.17375170,1.86000600,1.83984201,0.02529704,1.23714397
-5.39969985,3.66886552,0.00914687,0.42939200,0.16797923,1.83675639,1.83712490,0.02480287,1.24030051
-5.39369685,3.64343134,0.00894242,0.42066971,0.16218189,1.81117477,1.82838944,0.02422639,1.23941679
-5.38769385,3.60682982,0.00870061,0.41070508,0.15643966,1.78323666,1.81388029,0.02357330,1.23450984
-5.38169085,3.55967494,0.00842908,0.39961110,0.15083060,1.75294776,1.79398306,0.02285034,1.22567213
-5.37568784,3.50282826,0.00813639,0.38752826,0.14543191,1.72036350,1.76922483,0.02206527,1.21307784
-5.36968484,3.43739691,0.00783184,0.37462179,0.14032089,1.68560634,1.74026963,0.02122679,1.19698678
-5.36368184,3.36472240,0.00752531,0.36107770,0.13557606,1.64888007,1.70790865,0.02034448,1.17774543
-5.35767884,3.28636028,0.00722699,0.34709778,0.13127798,1.61048005,1.67304552,0.01942872,1.15578497
-5.35167584,3.20405125,0.00694721,0.33289380,0.12750987,1.57079879,1.63667711,0.01849049,1.13161616
-5.34567284,3.11968466,0.00669618,0.31868122,0.12435782,1.53032673,1.59987054,0.01754124,1.10582102
-5.33966983,3.03525577,0.00648379,0.30467269,0.12191053,1.48964783,1.56373728,0.01659268,1.07904177
-5.33366683,2.95281844,0.00631940,0.29107174,0.12025854,1.44943056,1.52940542,0.01565658,1.05196710
-5.32766383,2.87443516,0.00621164,0.27806680,0.11949293,1.41041430,1.49799117,0.01474454,1.02531650
-5.32166083,2.80212620,0.00616817,0.26582605,0.11970347,1.37339221,1.47057065,0.01386778,0.99982305
-5.31565783,2.73782014,0.00619558,0.25449314,0.12097630,1.33919107,1.44815319,0.01303691,0.97621546
-5.30965483,2.68330726,0.00629916,0.24418398,0.12339118,1.30864922,1.43165695,0.01226172,0.95519994
-5.30365183,2.64019773,0.00648280,0.23498482,0.12701844,1.28259339,1.42188778,0.01155102,0.93744262
-5.29764882,2.60988569,0.00674883,0.22695143,0.13191575,1.26181556,1.41952195,0.01091243,0.92355316
-5.29164582,2.59352038,0.00709800,0.22010958,0.13812485,1.24705057,1.42509312,0.01035228,0.91407006
-5.28564282,2.59198486,0.00752932,0.21445657,0.14566838,1.23895546,1.43898372,0.00987546,0.90944816
-5.27963982,2.60588248,0.00804011,0.20996366,0.15454705,1.23809103,1.46142082,0.00948540,0.91004866
-5.27363682,2.63553108,0.00862596,0.20657933,0.16473716,1.24490626,1.49247599,0.00918399,0.91613178
-5.26763382,2.68096418,0.00928080,0.20423305,0.17618883,1.25972577,1.53206896,0.00897156,0.92785228
-5.26163082,2.74193854,0.00999696,0.20283934,0.18882480,1.28274067,1.57997432,0.00884698,0.94525756
-5.25562781,2.81794691,0.01076536,0.20230196,0.20254017,1.31400255,1.63583049,0.00880763,0.96828825
-5.24962481,2.90823496,0.01157560,0.20251797,0.21720294,1.35342071,1.69915051,0.00884958,0.99678111
-5.24362181,3.01182101,0.01241625,0.20338151,0.23265548,1.40076225,1.76933352,0.00896766,1.03047366
-5.23761881,3.12751754,0.01327507,0.20478711,0.24871690,1.45565472,1.84567664,0.00915559,1.06901035
-5.23161581,3.25395343,0.01413930,0.20663250,0.26518623,1.51759115,1.92738641,0.00940622,1.11194988
-5.22561281,3.38959609,0.01499598,0.20882071,0.28184640,1.58593692,2.01358961,0.00971165,1.15877320
-5.21960980,3.53277301,0.01583222,0.21126166,0.29846877,1.65993840,2.10334320,0.01006343,1.20889208
-5.21360680,3.68169239,0.01663559,0.21387303,0.31481817,1.73873293,2.19564327,0.01045277,1.26165792
-5.20760380,3.83446302,0.01739438,0.21658064,0.33065822,1.82136026,2.28943335,0.01087075,1.31637070
-5.20160080,3.98911353,0.01809789,0.21931827,0.34575673,1.90677506,2.38361239,0.01130849,1.37228816
-5.19559780,4.14361173,0.01873671,0.22202721,0.35989104,1.99386075,2.47704277,0.01175737,1.42863512
-5.18959480,4.29588456,0.01930288,0.22465542,0.37285303,2.08144453,2.56855908,0.01220914,1.48461310
-5.18359180,4.44383943,0.01979010,0.22715670,0.38445377,2.16831376,2.65697811,0.01265616,1.53941051
-5.17758879,4.58538762,0.02019376,0.22948968,0.39452751,2.25323357,2.74111060,0.01309147,1.59221336
-5.17158579,4.71847031,0.02051106,0.23161698,0.40293499,2.33496595,2.81977518,0.01350894,1.64221686
-5.16558279,4.84108745,0.02074092,0.23350447,0.40956605,2.41228994,2.89181469,0.01390335,1.68863778
-5.15957979,4.95132963,0.02088395,0.23512077,0.41434131,2.48402295,2.95611486,0.01427048,1.73072772
-5.15357679,5.04741250,0.02094230,0.23643701,0.41721311,2.54904284,3.01162519,0.01460713,1.76778703
-5.14757379,5.12771312,0.02091954,0.23742677,0.41816564,2.60631029,3.05738151,0.01491116,1.79917933
-5.14157079,5.19080723,0.02082046,0.23806639,0.41721424,2.65489101,3.09252943,0.01518151,1.82434605
-5.13556778,5.23550602,0.02065089,0.23833534,0.41440418,2.69397701,3.11634787,0.01541820,1.84282072
-5.12956478,5.26089092,0.02041748,0.23821692,0.40980869,2.72290646,3.12827149,0.01562228,1.85424240
-5.12356178,5.26634481,0.02012751,0.23769891,0.40352663,2.74118105,3.12791107,0.01579580,1.85836764
-5.11755878,5.25157776,0.01978877,0.23677434,0.39567967,2.74848047,3.11507042,0.01594180,1.85508038
-5.11155578,5.21664592,0.01940937,0.23544220,0.38640930,2.74467311,3.08975903,0.01606420,1.84439919
-5.10555278,5.16196212,0.01899760,0.23370807,0.37587351,2.72982247,3.05219952,0.01616780,1.82648142
-5.09954977,5.08829719,0.01856192,0.23158459,0.36424346,2.70418879,3.00282911,0.01625817,1.80162365
-5.09354677,4.99677122,0.01811080,0.22909171,0.35170004,2.66822578,2.94229491,0.01634158,1.77025848
-5.08754377,4.88883489,0.01765278,0.22625674,0.33843052,2.62257211,2.87144283,0.01642492,1.73294718
-5.08154077,4.76624078,0.01719635,0.22311417,0.32462510,2.56803806,2.79130046,0.01651563,1.69036864
-5.07553777,4.63100575,0.01675003,0.21970520,0.31047379,2.50558739,2.70305442,0.01662154,1.64330453
-5.06953477,4.48536536,0.01632226,0.21607709,0.29616317,2.43631516,2.60802301,0.01675080,1.59262132
-5.06353177,4.33172193,0.01592148,0.21228221,0.28187351,2.36142191,2.50762514,0.01691171,1.53924959
-5.05752876,4.17258798,0.01555600,0.20837696,0.26777593,2.28218524,2.40334691,0.01711262,1.48416130
-5.05152576,4.01052707,0.01523399,0.20442055,0.25402982,2.19992941,2.29670676,0.01736170,1.42834577
-5.04552276,3.84809387,0.01496340,0.20047361,0.24078051,2.11599420,2.18922076,0.01766680,1.37278529
-5.03951976,3.68777558,0.01475182,0.19659672,0.22815714,2.03170356,2.08236907,0.01803525,1.31843092
-5.03351676,3.53193631,0.01460637,0.19284897,0.21627090,1.94833540,1.97756454,0.01847364,1.26617945
-5.02751376,3.38276623,0.01453352,0.18928645,0.20521351,1.86709306,1.87612455,0.01898762,1.21685221
-5.02151076,3.24223648,0.01453893,0.18596082,0.19505615,1.78907935,1.77924647,0.01958163,1.17117620
-5.01550775,3.11206116,0.01462726,0.18291794,0.18584874,1.71527379,1.68798746,0.02025876,1.12976823
-5.00950475,2.99366688,0.01480198,0.18019662,0.17761963,1.64651370,1.60324867,0.02102048,1.09312233
-5.00350175,2.88817035,0.01506521,0.17782750,0.17037579,1.58347928,1.52576390,0.02186648,1.06160077
-4.99749875,2.79636407,0.01541758,0.17583209,0.16410340,1.52668323,1.45609266,0.02279451,1.03542878
-4.99149575,2.71870999,0.01585808,0.17422205,0.15876894,1.47646484,1.39461732,0.02380023,1.01469293
-4.98549275,2.65534088,0.01638398,0.17299866,0.15432074,1.43298869,1.34154397,0.02487715,0.99934322
-4.97948974,2.60606878,0.01699085,0.17215251,0.15069082,1.39624768,1.29690669,0.02601658,0.98919846
-4.97348674,2.57040013,0.01767248,0.17166352,0.14779728,1.36607036,1.26057469,0.02720765,0.98395490
-4.96748374,2.54755669,0.01842103,0.17150116,0.14554686,1.34213206,1.23226206,0.02843740,0.98319758
-4.96148074,2.53650184,0.01922713,0.17162502,0.14383780,1.32396950,1.21153968,0.02969090,0.98641405
-4.95547774,2.53597132,0.02008003,0.17198562,0.14256281,1.31099846,1.19784899,0.03095145,0.99301010
-4.94947474,2.54450782,0.02096787,0.17252550,0.14161217,1.30253376,1.19051742,0.03220090,1.00232696
-4.94347174,2.56049863,0.02187790,0.17318059,0.14087670,1.29781131,1.18877522,0.03341988,1.01365957
-4.93746873,2.58221577,0.02279684,0.17388176,0.14025073,1.29601129,1.19177347,0.03458827,1.02627540
-4.93146573,2.60785765,0.02371116,0.17455663,0.13963473,1.29628203,1.19860314,0.03568554,1.03943335
-4.92546273,2.63559164,0.02460743,0.17513148,0.13893775,1.29776393,1.20831495,0.03669126,1.05240241
-4.91945973,2.66359669,0.02547269,0.17553326,0.13807945,1.29961274,1.21993985,0.03758553,1.06447937
-4.91345673,2.69010507,0.02629476,0.17569162,0.13699169,1.30102158,1.23250974,0.03834950,1.07500551
-4.90745373,2.71344242,0.02706258,0.17554091,0.13561975,1.30124121,1.24507814,0.03896584,1.08338160
-4.90145073,2.73206510,0.02776641,0.17502211,0.13392298,1.29959791,1.25674043,0.03941920,1.08908092
-4.89544772,2.74459384,0.02839815,0.17408447,0.13187503,1.29550859,1.26665309,0.03969662,1.09166012
-4.88944472,2.74984288,0.02895146,0.17268704,0.12946360,1.28849263,1.27405147,0.03978792,1.09076749
-4.88344172,2.74684357,0.02942184,0.17079982,0.12668973,1.27818027,1.27826560,0.03968604,1.08614846
-4.87743872,2.73486188,0.02980670,0.16840456,0.12356678,1.26431726,1.27873343,0.03938720,1.07764835
-4.87143572,2.71340890,0.03010531,0.16549518,0.12011896,1.24676573,1.27501111,0.03889112,1.06521208
-4.86543272,2.68224433,0.03031866,0.16207782,0.11637972,1.22550134,1.26677979,0.03820105,1.04888110
-4.85942971,2.64137244,0.03044930,0.15817041,0.11238985,1.20060691,1.25384883,0.03732369,1.02878751
-4.85342671,2.59103087,0.03050107,0.15380195,0.10819551,1.17226281,1.23615504,0.03626911,1.00514571
-4.84742371,2.53167265,0.03047882,0.14901129,0.10384621,1.14073455,1.21375821,0.03505044,0.97824186
-4.84142071,2.46394206,0.03038808,0.14384573,0.09939284,1.10635824,1.18683287,0.03368358,0.94842157
-4.83541771,2.38864545,0.03023472,0.13835929,0.09488581,1.06952437,1.15565684,0.03218680,0.91607630
-4.82941471,2.30671820,0.03002458,0.13261085,0.09037330,1.03066074,1.12059688,0.03058023,0.88162899
-4.82341171,2.21918911,0.02976317,0.12666217,0.08589983,0.99021528,1.08209223,0.02888538,0.84551956
-4.81740870,2.12714388,0.02945537,0.12057593,0.08150499,0.94863941,1.04063671,0.02712455,0.80819074
-4.81140570,2.03168913,0.02910520,0.11441383,0.07722258,0.90637259,0.99676011,0.02532031,0.77007484
-4.80540270,1.93391837,0.02871566,0.10823490,0.07307995,0.86382882,0.95100975,0.02349494,0.73158198
-4.79939970,1.83488126,0.02828866,0.10209392,0.06909774,0.82138541,0.90393293,0.02166993,0.69309006
-4.79339670,1.73555739,0.02782498,0.09604027,0.06528983,0.77937436,0.85606102,0.01986549,0.65493697
-4.78739370,1.63683518,0.02732439,0.09011696,0.06166373,0.73807677,0.80789557,0.01810015,0.61741500
-4.78139070,1.53949661,0.02678578,0.08436010,0.05822103,0.69772003,0.75989716,0.01639047,0.58076777
-4.77538769,1.44420789,0.02620741,0.07879862,0.05495818,0.65847790,0.71247697,0.01475075,0.54518940
-4.76938469,1.35151597,0.02558714,0.07345436,0.05186740,0.62047310,0.66599131,0.01319287,0.51082590
-4.76338169,1.26185043,0.02492280,0.06834242,0.04893768,0.58378211,0.62073912,0.01172625,0.47777842
-4.75737869,1.17553010,0.02421247,0.06347178,0.04615584,0.54844166,0.57696194,0.01035781,0.44610815
-4.75137569,1.09277354,0.02345479,0.05884603,0.04350757,0.51445643,0.53484639,0.00909208,0.41584218
-4.74537269,1.01371232,0.02264931,0.05446432,0.04097844,0.48180736,0.49452847,0.00793132,0.38698028
-4.73936968,0.93840611,0.02179668,0.05032232,0.03855481,0.45046015,0.45609921,0.00687574,0.35950182
-4.73336668,0.86685853,0.02089886,0.04641317,0.03622459,0.42037328,0.41961138,0.00592371,0.33337264
-4.72736368,0.79903280,0.01995927,0.04272841,0.03397787,0.39150538,0.38508655,0.00507206,0.30855146
-4.72136068,0.73486634,0.01898279,0.03925886,0.03180738,0.36382137,0.35252210,0.00431631,0.28499551
-4.71535768,0.67428370,0.01797579,0.03599526,0.02970875,0.33729738,0.32189796,0.00365100,0.26266527
-4.70935468,0.61720744,0.01694599,0.03292892,0.02768066,0.31192417,0.29318253,0.00306992,0.24152804
-4.70335168,0.56356644,0.01590232,0.03005206,0.02572477,0.28770913,0.26633787,0.00256639,0.22156052
-4.69734867,0.51330199,0.01485473,0.02735817,0.02384556,0.26467695,0.24132371,0.00213350,0.20275020
-4.69134567,0.46637127,0.01381389,0.02484206,0.02205006,0.24286902,0.21810059,0.00176429,0.18509581
-4.68534267,0.42274888,0.01279099,0.02249991,0.02034747,0.22234190,0.19663189,0.00145194,0.16860690
-4.67933967,0.38242641,0.01179738,0.02032914,0.01874879,0.20316489,0.17688504,0.00118990,0.15330272
-4.67333667,0.34541067,0.01084437,0.01832828,0.01726631,0.18541723,0.15883189,0.00097202,0.13921060
-4.66733367,0.31172078,0.00994291,0.01649670,0.01591320,0.16918487,0.14244852,0.00079259,0.12636400
-4.66133067,0.28138463,0.00910339,0.01483438,0.01470307,0.15455717,0.12771464,0.00064643,0.11480037
-4.65532766,0.25443500,0.00833542,0.01334164,0.01364951,0.14162365,0.11461260,0.00052887,0.10455891
-4.64932466,0.23090555,0.00764770,0.01201890,0.01276574,0.13047087,0.10312631,0.00043581,0.09567849
-4.64332166,0.21082701,0.00704784,0.01086642,0.01206420,0.12117963,0.09324007,0.00036365,0.08819560
-4.63731866,0.19422355,0.00654229,0.00988412,0.01155625,0.11382230,0.08493750,0.00030932,0.08214246
-4.63131566,0.18110951,0.00613628,0.00907140,0.01125180,0.10846050,0.07820046,0.00027018,0.07754537
-4.62531266,0.17148652,0.00583374,0.00842697,0.01115907,0.10514293,0.07300818,0.00024405,0.07442310
-4.61930965,0.16534090,0.00563732,0.00794879,0.01128423,0.10390344,0.06933648,0.00022909,0.07278555
-4.61330665,0.16264141,0.00554834,0.00763395,0.01163116,0.10475920,0.06715719,0.00022382,0.07263240
-4.60730365,0.16333731,0.00556676,0.00747861,0.01220111,0.10770905,0.06643770,0.00022702,0.07395196
-4.60130065,0.16735678,0.00569126,0.00747799,0.01299248,0.11273196,0.06714072,0.00023771,0.07672008
-4.59529765,0.17460567,0.00591914,0.00762630,0.01400047,0.11978571,0.06922420,0.00025511,0.08089922
-4.58929465,0.18496676,0.00624639,0.00791680,0.01521690,0.12880578,0.07264159,0.00027860,0.08643767
-4.58329165,0.19829958,0.00666766,0.00834178,0.01662994,0.13970470,0.07734224,0.00030766,0.09326903
-4.57728864,0.21444094,0.00717631,0.00889262,0.01822402,0.15237182,0.08327222,0.00034191,0.10131198
-4.57128564,0.23320643,0.00776444,0.00955992,0.01997971,0.16667376,0.09037555,0.00038102,0.11047047
-4.56528264,0.25439289,0.00842293,0.01033356,0.02187380,0.18245566,0.09859573,0.00042474,0.12063441
-4.55927964,0.27778214,0.00914158,0.01120293,0.02387943,0.19954333,0.10787785,0.00047285,0.13168090
-4.55327664,0.30314589,0.00990920,0.01215714,0.02596641,0.21774641,0.11817105,0.00052520,0.14347612
-4.54727364,0.33025195,0.01071378,0.01318526,0.02810167,0.23686259,0.12943142,0.00058171,0.15587786
-4.54127064,0.35887159,0.01154272,0.01427670,0.03024990,0.25668286,0.14162523,0.00064233,0.16873862
-4.53526763,0.38878791,0.01238304,0.01542155,0.03237430,0.27699773,0.15473235,0.00070709,0.18190945
-4.52926463,0.41980475,0.01322168,0.01661100,0.03443752,0.29760420,0.16874966,0.00077612,0.19524411
-4.52326163,0.45175601,0.01404578,0.01783776,0.03640271,0.31831328,0.18369431,0.00084961,0.20860362
-4.51725863,0.48451460,0.01484298,0.01909650,0.03823464,0.33895780,0.19960649,0.00092791,0.22186096
-4.51125563,0.51800063,0.01560176,0.02038428,0.03990090,0.35940003,0.21655143,0.00101147,0.23490565
-4.50525263,0.55218811,0.01631167,0.02170092,0.04137311,0.37953883,0.23462047,0.00110090,0.24764801
-4.49924962,0.58710978,0.01696367,0.02304932,0.04262806,0.39931592,0.25393070,0.00119695,0.26002284
-4.49324662,0.62285917,0.01755025,0.02443569,0.04364877,0.41872075,0.27462315,0.00130055,0.27199223
