energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.88594297,6.83559985,-6.79764684,0.07578549,-0.07517794,0.88266840,-0.87682102,1.72070823,-1.71424151,0.77524072,-0.76537755,0.12990924,-0.12913816,2.91461361,-2.90249157,1.06398409,-1.06120989,0.30517735,-0.30337498
-5.87993997,6.93533371,-6.89950838,0.07861391,-0.07806486,0.90375843,-0.89831458,1.72949728,-1.72367042,0.79925622,-0.78961010,0.13234142,-0.13156220,2.94284611,-2.93154135,1.06819692,-1.06613707,0.31197194,-0.31024673
-5.87393697,7.02406728,-6.99094733,0.08121395,-0.08073894,0.92285371,-0.91791419,1.73575243,-1.73068353,0.82158469,-0.81227169,0.13479573,-0.13401779,2.96715676,-2.95686149,1.06880457,-1.06750434,0.31842266,-0.31680378
-5.86793397,7.10002909,-7.07018414,0.08352727,-0.08314082,0.93962960,-0.93529291,1.73917111,-1.73497326,0.84186236,-0.83299948,0.13724591,-0.13647992,2.98698044,-2.97788309,1.06573338,-1.06522344,0.32442773,-0.32294477
-5.86193097,7.16151546,-7.13549233,0.08550026,-0.08521550,0.95377665,-0.95013631,1.73947422,-1.73625159,0.85973408,-0.85143652,0.13966022,-0.13891795,3.00177626,-2.99405660,1.05898421,-1.05927926,0.32988384,-0.32856607
-5.85592796,7.20694900,-7.18525657,0.08708542,-0.08691376,0.96501075,-0.96215246,1.73642451,-1.73426846,0.87486283,-0.86724094,0.14200185,-0.14129596,3.01104883,-3.00487300,1.04863886,-1.04973665,0.33468870,-0.33356436
-5.84992496,7.23493825,-7.21803233,0.08824256,-0.08819334,0.97308335,-0.97108225,1.72984479,-1.72883013,0.88693949,-0.88009577,0.14422956,-0.14357334,3.01436957,-3.00988521,1.03486430,-1.03674519,0.33874367,-0.33783921
-5.84392196,7.24433563,-7.23260462,0.08893987,-0.08902013,0.97779143,-0.97670952,1.71963520,-1.71981686,0.89569278,-0.88971888,0.14629852,-0.14570559,3.01139731,-3.00872883,1.01791453,-1.02054146,0.34195652,-0.34129588
-5.83791896,7.23429165,-7.22804337,0.08915484,-0.08936906,0.97898674,-0.97887058,1.70578864,-1.70719875,0.90089867,-0.89587259,0.14816140,-0.14764538,3.00189723,-3.00114164,0.99812973,-1.00144879,0.34424398,-0.34384792
-5.83191596,7.20430265,-7.20375305,0.08887486,-0.08922483,0.97658379,-0.97746262,1.68840356,-1.69104926,0.90238895,-0.89837256,0.14976968,-0.14934379,2.98575761,-2.98698076,0.97593287,-0.97987427,0.34553429,-0.34541976
-5.82591296,7.15425026,-7.15951438,0.08809760,-0.08858234,0.97056627,-0.97245063,1.66769347,-1.67155537,0.90005852,-0.89709550,0.15107510,-0.15075182,2.96300349,-2.96623713,0.95182356,-0.95630313,0.34576949,-0.34594907
-5.81990995,7.08443051,-7.09551613,0.08683106,-0.08744686,0.96099146,-0.96387235,1.64399256,-1.64902412,0.89387096,-0.89198526,0.15203127,-0.15182191,2.93380689,-2.93904650,0.92636945,-0.93129052,0.34490741,-0.34538894
-5.81390695,6.99557120,-7.01237549,0.08509336,-0.08583381,0.94799248,-0.95184113,1.61775716,-1.62388482,0.88386212,-0.88305705,0.15259531,-0.15250965,2.89849290,-2.90569640,0.90019534,-0.90545098,0.34292343,-0.34370964
-5.80790395,6.88883620,-6.91114558,0.08291216,-0.08376839,0.93177799,-0.93654630,1.58956253,-1.59668683,0.87014155,-0.87039947,0.15272951,-0.15277545,2.85754130,-2.86662885,0.87397028,-0.87944583,0.33981176,-0.34090012
-5.80190095,6.76581597,-6.79330931,0.08032382,-0.08128471,0.91262945,-0.91825108,1.56009511,-1.56809262,0.85289152,-0.85417424,0.15240291,-0.15258613,2.81158340,-2.82243819,0.84839296,-0.85396879,0.33558635,-0.33696902
-5.79589795,6.62850411,-6.66075912,0.07737233,-0.07842486,0.89089593,-0.89728786,1.53014011,-1.53886618,0.83236368,-0.83461351,0.15159269,-0.15191645,2.76139394,-2.77386406,0.82417581,-0.82973019,0.33028126,-0.33194517
-5.78989495,6.47925978,-6.51576259,0.07410801,-0.07523760,0.86698637,-0.87405118,1.50056470,-1.50985693,0.80887349,-0.81201486,0.15028540,-0.15075034,2.70787784,-2.72177924,0.80202809,-0.80744016,0.32395064,-0.32587773
-5.78389195,6.32075686,-6.36091441,0.07058603,-0.07177697,0.84135983,-0.84898830,1.47229702,-1.48197945,0.78279244,-0.78673413,0.14847786,-0.14908189,2.65205206,-2.66717248,0.78263851,-0.78779119,0.31666802,-0.31883562
-5.77788894,6.15592086,-6.19907574,0.06686481,-0.06810073,0.81451380,-0.82258788,1.44630175,-1.45618942,0.75453849,-0.75917629,0.14617769,-0.14691599,2.59502262,-2.61112644,0.76665764,-0.77144048,0.30852524,-0.31090654
-5.77188594,5.98785512,-6.03330245,0.06300446,-0.06426872,0.78697095,-0.79536702,1.42355244,-1.43345648,0.72456507,-0.72978474,0.14340351,-0.14426861,2.53795735,-2.55479128,0.75468065,-0.75899249,0.29963072,-0.30219538
-5.76588294,5.81975847,-5.86676410,0.05906514,-0.06034131,0.75926492,-0.76785713,1.40500186,-1.41473460,0.69334886,-0.69902938,0.14018468,-0.14116663,2.48205494,-2.49935432,0.74723064,-0.75098210,0.29010732,-0.29282216
-5.75987994,5.65483670,-5.70265629,0.05510555,-0.05637777,0.73192540,-0.74058901,1.39155070,-1.40093098,0.66137712,-0.66739401,0.13656065,-0.13764728,2.42851115,-2.44600667,0.74474325,-0.74785887,0.28008974,-0.28291946
-5.75387694,5.49621073,-5.54410897,0.05118151,-0.05243491,0.70546320,-0.71407781,1.38401608,-1.39287433,0.62913478,-0.63536335,0.13257992,-0.13375715,2.37848312,-2.39590778,0.74755275,-0.74997282,0.26972149,-0.27262951
-5.74787394,5.34682461,-5.39409386,0.04734477,-0.04856572,0.68035565,-0.68880817,1.38310049,-1.39128360,0.59709182,-0.60341032,0.12829861,-0.12955088,2.33305314,-2.35014917,0.75588014,-0.75756211,0.25915158,-0.26210083
-5.74187094,5.20935662,-5.25533443,0.04364194,-0.04481836,0.65703290,-0.66522024,1.38936263,-1.39673827,0.56569151,-0.57198402,0.12377880,-0.12508946,2.29319304,-2.30971858,0.76982383,-0.77074327,0.24853106,-0.25148479
-5.73586793,5.08613682,-5.13022162,0.04011378,-0.04123528,0.63586563,-0.64369693,1.40319104,-1.40965143,0.53533979,-0.54149867,0.11908656,-0.12043837,2.25973085,-2.27546603,0.78935305,-0.78950414,0.23800936,-0.24093192
-5.72986493,4.97907426,-5.02073874,0.03679458,-0.03785259,0.61715445,-0.62455289,1.42478161,-1.43024661,0.50639610,-0.51232416,0.11428990,-0.11566548,2.23332091,-2.24807319,0.81430472,-0.81370019,0.22773073,-0.23058828
-5.72386193,4.88959696,-4.92839871,0.03371193,-0.03469974,0.60112153,-0.60802560,1.45412029,-1.45853956,0.47916615,-0.48477820,0.10945666,-0.11083899,2.21441913,-2.22802768,0.84438369,-0.84305429,0.21783083,-0.22059197
-5.71785893,4.81860721,-4.85419623,0.03088665,-0.03179939,0.58790456,-0.59426882,1.49097155,-1.49432586,0.45389655,-0.45912057,0.10465243,-0.10602525,2.20326437,-2.21560326,0.87916701,-0.87716039,0.20843351,-0.21106983
-5.71185593,4.76645435,-4.79857726,0.02833293,-0.02916750,0.57755342,-0.58334876,1.53487368,-1.53717524,0.43077165,-0.43554935,0.09993866,-0.10128687,2.19986724,-2.21084736,0.91811193,-0.91549103,0.19964807,-0.20213458
-5.70585293,4.73292637,-4.76142726,0.02605874,-0.02681367,0.57002966,-0.57524296,1.58514130,-1.58643308,0.40991250,-0.41419947,0.09537088,-0.09668089,2.20400693,-2.21357657,0.96056790,-0.95740887,0.19156693,-0.19388236
-5.69984992,4.71726113,-4.74207914,0.02406634,-0.02474162,0.56520871,-0.56984212,1.64087547,-1.64122957,0.39137787,-0.39514321,0.09099737,-0.09225732,2.21523646,-2.22338053,1.00579214,-1.00218188,0.18426386,-0.18639088
-5.69384692,4.71817688,-4.73934067,0.02235290,-0.02294979,0.56288488,-0.56695462,1.70098136,-1.70049644,0.37516727,-0.37839287,0.08685801,-0.08805801,2.23289650,-2.23963452,1.05296861,-1.04900191,0.17779288,-0.17971814
-5.68784392,4.73392119,-4.75154071,0.02091127,-0.02143209,0.56277901,-0.56631380,1.76419324,-1.76299113,0.36122574,-0.36390513,0.08298366,-0.08411582,2.25613720,-2.26152005,1.10122955,-1.09700610,0.17218773,-0.17390184
-5.68184092,4.76233635,-4.77659228,0.01973079,-0.02017866,0.56454841,-0.56758758,1.82910612,-1.82732769,0.34945011,-0.35158712,0.07939578,-0.08045432,2.28394724,-2.28805304,1.14967921,-1.14530042,0.16746202,-0.16895943
-5.67583792,4.80093854,-4.81207005,0.01879804,-0.01917667,0.56779882,-0.57039022,1.89421312,-1.89201356,0.33969651,-0.34130365,0.07610662,-0.07708774,2.31518895,-2.31811816,1.19741858,-1.19298447,0.16361001,-0.16488875
-5.66983492,4.84700763,-4.85529895,0.01809764,-0.01841115,0.57209808,-0.57429580,1.95794735,-1.95549105,0.33178874,-0.33288548,0.07311959,-0.07402140,2.34863793,-2.35050796,1.24357043,-1.23917662,0.16060791,-0.16166936
-5.66383192,4.89768374,-4.90345019,0.01761305,-0.01786569,0.57699082,-0.57885283,2.01872676,-2.01618196,0.32552716,-0.32613816,0.07043009,-0.07125241,2.38302537,-2.38396505,1.28730342,-1.28303847,0.15841573,-0.15926421
-5.65782891,4.95006650,-4.95364059,0.01732716,-0.01752319,0.58201386,-0.58359962,2.07500052,-2.07253387,0.32069782,-0.32085110,0.06802654,-0.06877068,2.41708121,-2.41722529,1.32785449,-1.32379758,0.15697941,-0.15762189
-5.65182591,5.00131285,-5.00303106,0.01722295,-0.01736645,0.58671167,-0.58807987,2.12529480,-2.12306617,0.31708135,-0.31680660,0.06589168,-0.06656017,2.44957617,-2.44906022,1.36454839,-1.36076751,0.15623340,-0.15667908
-5.64582291,5.04872944,-5.04892014,0.01728397,-0.01737871,0.59065137,-0.59185771,2.16825664,-2.16641417,0.31446151,-0.31378843,0.06400390,-0.06460024,2.47936080,-2.47831670,1.39681365,-1.39336442,0.15610320,-0.15636316
-5.63981991,5.08985594,-5.08882883,0.01749478,-0.01754410,0.59343676,-0.59453197,2.20269375,-2.20136945,0.31263289,-0.31158975,0.06233880,-0.06286714,2.50539996,-2.50395209,1.42419433,-1.42111935,0.15650819,-0.15659504
-5.63381691,5.12253613,-5.12057359,0.01784123,-0.01784797,0.59472084,-0.59574892,2.22760901,-2.22691503,0.31140780,-0.31002012,0.06087059,-0.06133547,2.52680129,-2.52506363,1.44635705,-1.44368595,0.15736421,-0.15729177
-5.62781391,5.14497453,-5.14232497,0.01831075,-0.01827719,0.59421647,-0.59521320,2.24222817,-2.24225387,0.31062194,-0.30891138,0.05957354,-0.05997961,2.54283670,-2.54091087,1.46309325,-1.46084329,0.15858615,-0.15836915
-5.62181091,5.15577688,-5.15265017,0.01889252,-0.01882029,0.59170475,-0.59269654,2.24601988,-2.24682965,0.31013890,-0.30812237,0.05842332,-0.05877509,2.55295645,-2.55093064,1.47431661,-1.47249383,0.16009024,-0.15974409
-5.61580790,5.15397388,-5.15053883,0.01957755,-0.01946764,0.58704091,-0.58804398,2.23870720,-2.24033935,0.30985339,-0.30754234,0.05739808,-0.05769971,2.55679545,-2.55474423,1.48005619,-1.47865700,0.16179616,-0.16133670
-5.60980490,5.13902830,-5.13541194,0.02035878,-0.02021153,0.58015757,-0.58117742,2.22027059,-2.22273698,0.30969313,-0.30709308,0.05647949,-0.05673461,2.55417238,-2.55215723,1.48044561,-1.47945870,0.16362877,-0.16307211
-5.60380190,5.11082656,-5.10711507,0.02123110,-0.02104618,0.57106529,-0.57209661,2.19094224,-2.19422892,0.30961963,-0.30672985,0.05565347,-0.05586503,2.54508206,-2.54315243,1.47570929,-1.47511769,0.16551958,-0.16488189
-5.59779890,5.06965637,-5.06589726,0.02219134,-0.02196778,0.55985051,-0.56087735,2.15119248,-2.15526101,0.30962764,-0.30644108,0.05491073,-0.05508091,2.52968228,-2.52787702,1.46614650,-1.46592970,0.16740793,-0.16670527
-5.59179590,5.01617269,-5.01237796,0.02323830,-0.02297449,0.54667101,-0.54766738,2.10170891,-2.10649853,0.30974376,-0.30624711,0.05424713,-0.05437727,2.50827613,-2.50662514,1.45211424,-1.45225019,0.16924184,-0.16848999
-5.58579290,4.95135450,-4.94750445,0.02437266,-0.02406642,0.53174925,-0.53267990,2.04336951,-2.04879981,0.31002397,-0.30619793,0.05366373,-0.05375432,2.48129136,-2.47981713,1.43400997,-1.43447685,0.17097859,-0.17019290
-5.57978989,4.87645523,-4.87250263,0.02559697,-0.02524559,0.51536370,-0.51618532,1.97721108,-1.98318515,0.31055053,-0.30637025,0.05316678,-0.05321745,2.44925795,-2.44797703,1.41225510,-1.41303271,0.17258516,-0.17178032
-5.57378689,4.79294939,-4.78882373,0.02691558,-0.02651587,0.49783884,-0.49850142,1.90439433,-1.91080223,0.31142817,-0.30686389,0.05276733,-0.05277694,2.41278530,-2.41170939,1.38727994,-1.38835073,0.17403830,-0.17322817
-5.56778389,4.70247787,-4.69808955,0.02833448,-0.02788287,0.47953398,-0.47998239,1.82616722,-1.83288962,0.31277982,-0.30779768,0.05248083,-0.05244754,2.37254007,-2.37167678,1.35951090,-1.36086048,0.17532461,-0.17452196
-5.56178089,4.60679407,-4.60203848,0.02986120,-0.02935386,0.46083141,-0.46100723,1.74382807,-1.75073995,0.31474199,-0.30930498,0.05232649,-0.05224787,2.32922552,-2.32857869,1.32936021,-1.33097747,0.17644024,-0.17565660
-5.55577789,4.50771246,-4.50247385,0.03150455,-0.03093749,0.44212443,-0.44196782,1.65868962,-1.66566386,0.31745985,-0.31152901,0.05232647,-0.05219968,2.28356290,-2.28313266,1.29721841,-1.29909516,0.17739063,-0.17663602
-5.54977489,4.40706076,-4.40121596,0.03327435,-0.03264359,0.42380547,-0.42325714,1.57204544,-1.57895622,0.32108215,-0.31461793,0.05250501,-0.05232694,2.23627528,-2.23605775,1.26344960,-1.26557984,0.17818990,-0.17747267
-5.54377189,4.30663631,-4.30005849,0.03518103,-0.03448281,0.40625474,-0.40525804,1.48513941,-1.49186539,0.32575604,-0.31871983,0.05288738,-0.05265488,2.18807369,-2.18806057,1.22838912,-1.23076811,0.17886014,-0.17818682
-5.53776888,4.20816709,-4.20072956,0.03723523,-0.03646617,0.38982978,-0.38833268,1.39913925,-1.40556633,0.33162192,-0.32397769,0.05349880,-0.05320886,2.13964539,-2.13982354,1.19234342,-1.19496658,0.17943047,-0.17880569
-5.53176588,4.11327698,-4.10485720,0.03944718,-0.03860450,0.37485611,-0.37281310,1.31511437,-1.32113816,0.33880828,-0.33052442,0.05436323,-0.05401322,2.09164392,-2.09199509,1.15559150,-1.15845324,0.17993589,-0.17936229
-5.52576288,4.02345511,-4.01393904,0.04182612,-0.04090791,0.36161912,-0.35899310,1.23401838,-1.23954622,0.34742675,-0.33847791,0.05550217,-0.05509006,2.04468035,-2.04518120,1.11838740,-1.12148006,0.18041582,-0.17989419
-5.51975988,3.94002883,-3.92931563,0.04437959,-0.04338501,0.35035758,-0.34712147,1.15667629,-1.16162886,0.35756734,-0.34793632,0.05693338,-0.05645799,1.99931530,-1.99993781,1.08096314,-1.08427610,0.18091252,-0.18044183
-5.51375688,3.86413975,-3.85214679,0.04711271,-0.04604224,0.34125856,-0.33739669,1.08377618,-1.08808872,0.36929404,-0.35897364,0.05866972,-0.05813089,1.95605121,-1.95676357,1.04353159,-1.04705070,0.18146910,-0.18104683
-5.50775388,3.79672267,-3.78339085,0.05002741,-0.04888305,0.33445408,-0.32996334,1.01586504,-1.01948818,0.38264092,-0.37163561,0.06071793,-0.06011677,1.91532459,-1.91609261,1.00628889,-1.00999617,0.18212753,-0.18174992
-5.50175088,3.73848717,-3.72378630,0.05312173,-0.05190720,0.33001925,-0.32490990,0.95334845,-0.95624866,0.39760875,-0.38593616,0.06307763,-0.06241665,1.87749805,-1.87828709,0.96941603,-0.97328974,0.18292636,-0.18258880
-5.49574787,3.68990218,-3.67383616,0.05638915,-0.05511002,0.32797212,-0.32226822,0.89649351,-0.89865322,0.41416241,-0.40185451,0.06574041,-0.06502367,1.84285231,-1.84362956,0.93307944,-0.93709454,0.18389843,-0.18359593
-5.48974487,3.65118372,-3.63379536,0.05981805,-0.05848184,0.32827490,-0.32201436,0.84543465,-0.84685202,0.43222912,-0.41933305,0.06868911,-0.06792231,1.81157828,-1.81231536,0.89743063,-0.90155947,0.18506861,-0.18479626
-5.48374187,3.62228661,-3.60366161,0.06339128,-0.06200749,0.33083660,-0.32407086,0.80018175,-0.80087018,0.45169772,-0.43827611,0.07189743,-0.07108794,1.78376978,-1.78444546,0.86260492,-0.86681826,0.18645170,-0.18620515
-5.47773887,3.60290089,-3.58317072,0.06708597,-0.06566603,0.33551698,-0.32831023,0.76063013,-0.76061746,0.47241888,-0.45854976,0.07532974,-0.07448655,1.75941751,-1.76002028,0.82871949,-0.83298764,0.18805050,-0.18782647
-5.47173587,3.59245374,-3.57179715,0.07087346,-0.06943065,0.34213147,-0.33455956,0.72657206,-0.72589958,0.49420660,-0.47998272,0.07894126,-0.07807495,1.73840484,-1.73893532,0.79587113,-0.80016520,0.18985441,-0.18965105
-5.46573287,3.59011774,-3.56876057,0.07471957,-0.07326878,0.35045706,-0.34260601,0.69770929,-0.69643050,0.51684070,-0.50236841,0.08267861,-0.08180114,1.72050629,-1.72097906,0.76413399,-0.76842707,0.19183835,-0.19165563
-5.45972986,3.59482604,-3.57303926,0.07858499,-0.07714252,0.36023892,-0.35220312,0.67366648,-0.67184565,0.54007050,-0.52546807,0.08648066,-0.08560517,1.70538910,-1.70583394,0.73355762,-0.73782593,0.19396243,-0.19380236
-5.45372686,3.60529489,-3.58339072,0.08242599,-0.08100920,0.37119736,-0.36307763,0.65400501,-0.65171563,0.56361942,-0.54901500,0.09027976,-0.08942031,1.69261866,-1.69308095,0.70416580,-0.70838958,0.19617215,-0.19603890
-5.44772386,3.62005338,-3.59837955,0.08619526,-0.08482225,0.38303525,-0.37493662,0.63823711,-0.63556016,0.58719047,-0.57271962,0.09400330,-0.09317452,1.68166776,-1.68220810,0.67595626,-0.68012045,0.19839937,-0.19829928
-5.44172086,3.63748009,-3.61641246,0.08984301,-0.08853217,0.39544531,-0.38747480,0.62584001,-0.62286217,0.61047236,-0.59627542,0.09757550,-0.09679226,1.67193006,-1.67262294,0.64890150,-0.65299610,0.20056394,-0.20050534
-5.43571786,3.65584574,-3.63577946,0.09331816,-0.09208778,0.40811731,-0.40038170,0.61626985,-0.61308165,0.63314607,-0.61936527,0.10091949,-0.10019646,1.66273730,-1.66366891,0.62295082,-0.62697100,0.20257604,-0.20256898
-5.42971486,3.67336070,-3.65470032,0.09656960,-0.09543745,0.42074489,-0.41334854,0.60897528,-0.60566920,0.65489158,-0.64166821,0.10395948,-0.10331077,1.65337994,-1.65464525,0.59803350,-0.60197935,0.20433900,-0.20439488
-5.42371186,3.68822570,-3.67137454,0.09954755,-0.09853046,0.43303185,-0.42607471,0.60341032,-0.60007900,0.67539453,-0.66286618,0.10662304,-0.10606174,1.64313039,-1.64482960,0.57406300,-0.57793904,0.20575270,-0.20588375
-5.41770885,3.69868388,-3.68403331,0.10220481,-0.10131832,0.44469768,-0.43827350,0.59904660,-0.59578096,0.69435262,-0.68265053,0.10884326,-0.10838112,1.63126806,-1.63350255,0.55094189,-0.55475636,0.20671725,-0.20693597
-5.41170585,3.70307241,-3.69099120,0.10449807,-0.10375605,0.45548242,-0.44967724,0.59538446,-0.59227205,0.71148145,-0.70072824,0.11056093,-0.11020796,1.61710497,-1.61997311,0.52856743,-0.53233138,0.20713678,-0.20745534
-5.40570285,3.69987138,-3.69069579,0.10638893,-0.10580336,0.46515062,-0.46004147,0.59196298,-0.58908633,0.72651982,-0.71682741,0.11172637,-0.11149058,1.60001095,-1.60360382,0.50683721,-0.51056352,0.20692328,-0.20735288
-5.39969985,3.68774835,-3.68177323,0.10784492,-0.10742563,0.47349439,-0.46914839,0.58836870,-0.58580390,0.73923412,-0.73070211,0.11230107,-0.11218823,1.57943719,-1.58383449,0.48565477,-0.48935709,0.20600019,-0.20655050
-5.39369685,3.66559673,-3.66306791,0.10884018,-0.10859472,0.48033572,-0.47680936,0.58424290,-0.58205822,0.74942202,-0.74213636,0.11225892,-0.11227237,1.55493703,-1.56020350,0.46493482,-0.46862655,0.20430565,-0.20498426
-5.38769385,3.63256675,-3.63367495,0.10935607,-0.10928962,0.48552798,-0.48286668,0.57928735,-0.57754215,0.75691530,-0.75094734,0.11158701,-0.11172763,1.52618325,-1.53236550,0.44460771,-0.44830104,0.20179519,-0.20260716
-5.38169085,3.58808788,-3.59296428,0.10938147,-0.10949680,0.48895669,-0.48719463,0.57326859,-0.57201230,0.76158190,-0.75698774,0.11028607,-0.11055221,1.49298082,-1.50010500,0.42462309,-0.42832815,0.19844377,-0.19939129
-5.37568784,3.53188234,-3.54059587,0.10891285,-0.10921035,0.49053981,-0.48969985,0.56602057,-0.56529187,0.76332727,-0.76014735,0.10837031,-0.10875793,1.45527489,-1.46334509,0.40495255,-0.40867670,0.19424711,-0.19532926
-5.36968484,3.46396949,-3.47652568,0.10795422,-0.10843197,0.49022753,-0.49032127,0.55744581,-0.55727204,0.76209515,-0.76035407,0.10586696,-0.10636974,1.41315364,-1.42215111,0.38559115,-0.38933842,0.18922215,-0.19043484
-5.36368184,3.38466135,-3.40100276,0.10651679,-0.10717068,0.48800167,-0.48902968,0.54751519,-0.54791181,0.75786780,-0.75757427,0.10281532,-0.10342488,1.36684594,-1.37672918,0.36655787,-0.37032862,0.18340681,-0.18474276
-5.35767884,3.29454991,-3.31455797,0.10461858,-0.10544242,0.48387489,-0.48582689,0.53626627,-0.53723662,0.75066588,-0.75181282,0.09926538,-0.09997158,1.31671427,-1.32741989,0.34789513,-0.35168578,0.17685886,-0.17830782
-5.35167584,3.19448723,-3.21798522,0.10228379,-0.10326951,0.47788973,-0.48074485,0.52380052,-0.52533566,0.74054797,-0.74311263,0.09527628,-0.09606750,1.26324320,-1.27468748,0.32966725,-0.33347025,0.16965417,-0.17120319
-5.34567284,3.08555928,-3.11231643,0.09954217,-0.10067994,0.47011742,-0.47384451,0.51027941,-0.51235823,0.72760975,-0.73155395,0.09091439,-0.09177787,1.20702413,-1.21910523,0.31195825,-0.31576217,0.16188434,-0.16351813
