energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.54977489,2.14748767,0.48806449,0.00464975,0.03848332,0.73119590,1.68157100,0.11181414
-5.54377189,2.17001625,0.49793260,0.00474265,0.03860114,0.73357912,1.69582402,0.11189029
-5.53776888,2.19238254,0.50629261,0.00482743,0.03889489,0.73757190,1.71032711,0.11222153
-5.53176588,2.21335128,0.51286800,0.00490147,0.03934081,0.74276682,1.72411645,0.11274357
-5.52576288,2.23174278,0.51741787,0.00496240,0.03991341,0.74874614,1.73626639,0.11339074
-5.51975988,2.24647327,0.51974593,0.00500815,0.04058613,0.75509545,1.74592146,0.11409816
-5.51375688,2.25658750,0.51970740,0.00503701,0.04133195,0.76141518,1.75232237,0.11480363
-5.50775388,2.26128285,0.51721367,0.00504768,0.04212385,0.76732969,1.75482535,0.11544911
-5.50175088,2.25992441,0.51223456,0.00503931,0.04293526,0.77249395,1.75291441,0.11598175
-5.49574787,2.25205127,0.50479808,0.00501146,0.04374027,0.77659778,1.74620678,0.11635463
-5.48974487,2.23737476,0.49498789,0.00496417,0.04451391,0.77936811,1.73445206,0.11652707
-5.48374187,2.21576972,0.48293861,0.00489783,0.04523228,0.78056946,1.71752585,0.11646467
-5.47773887,2.18726007,0.46882947,0.00481323,0.04587273,0.78000312,1.69541903,0.11613916
-5.47173587,2.15200055,0.45287646,0.00471144,0.04641397,0.77750555,1.66822399,0.11552807
-5.46573287,2.11025599,0.43532373,0.00459380,0.04683626,0.77294635,1.63611892,0.11461429
-5.45972986,2.06237987,0.41643447,0.00446181,0.04712159,0.76622628,1.59935160,0.11338570
-5.45372686,2.00879356,0.39648187,0.00431711,0.04725386,0.75727560,1.55822363,0.11183475
-5.44772386,1.94996736,0.37574050,0.00416142,0.04721923,0.74605292,1.51307603,0.10995818
-5.44172086,1.88640412,0.35447854,0.00399646,0.04700630,0.73254462,1.46427693,0.10775678
-5.43571786,1.81862610,0.33295105,0.00382395,0.04660646,0.71676494,1.41221156,0.10523528
-5.42971486,1.74716501,0.31139454,0.00364554,0.04601418,0.69875643,1.35727481,0.10240233
-5.42371186,1.67255525,0.29002282,0.00346281,0.04522719,0.67859073,1.29986615,0.09927049
-5.41770885,1.59532974,0.26902438,0.00327724,0.04424673,0.65636924,1.24038650,0.09585626
-5.41170585,1.51601794,0.24856085,0.00309022,0.04307765,0.63222356,1.17923677,0.09218011
-5.40570285,1.43514516,0.22876685,0.00290304,0.04172840,0.60631534,1.11681729,0.08826645
-5.39969985,1.35323253,0.20975067,0.00271686,0.04021091,0.57883530,1.05352772,0.08414344
-5.39369685,1.27079693,0.19159582,0.00253279,0.03854044,0.55000126,0.98976683,0.07984272
-5.38769385,1.18835021,0.17436315,0.00235180,0.03673519,0.52005518,0.92593169,0.07539908
-5.38169085,1.10639746,0.15809325,0.00217482,0.03481587,0.48925898,0.86241612,0.07084980
-5.37568784,1.02543389,0.14280916,0.00200267,0.03280517,0.45788952,0.79960794,0.06623405
-5.36968484,0.94594045,0.12851897,0.00183611,0.03072714,0.42623271,0.73788527,0.06159204
-5.36368184,0.86837827,0.11521834,0.00167582,0.02860658,0.39457700,0.67761190,0.05696420
-5.35767884,0.79318208,0.10289281,0.00152239,0.02646834,0.36320671,0.61913189,0.05239019
-5.35167584,0.72075335,0.09151981,0.00137636,0.02433666,0.33239527,0.56276386,0.04790806
-5.34567284,0.65145315,0.08107042,0.00123814,0.02223460,0.30239884,0.50879529,0.04355335
-5.33966983,0.58559568,0.07151081,0.00110810,0.02018344,0.27345064,0.45747712,0.03935827
-5.33366683,0.52344258,0.06280336,0.00098648,0.01820230,0.24575607,0.40901921,0.03535110
-5.32766383,0.46519861,0.05490765,0.00087345,0.01630768,0.21948895,0.36358673,0.03155565
-5.32166083,0.41100888,0.04778118,0.00076906,0.01451330,0.19478899,0.32129798,0.02799090
-5.31565783,0.36095792,0.04137996,0.00067329,0.01282992,0.17176048,0.28222350,0.02467085
-5.30965483,0.31507055,0.03565908,0.00058602,0.01126533,0.15047227,0.24638670,0.02160449
-5.30365183,0.27331457,0.03057310,0.00050703,0.00982444,0.13095889,0.21376599,0.01879602
-5.29764882,0.23560505,0.02607651,0.00043605,0.00850941,0.11322268,0.18429804,0.01624510
-5.29164582,0.20181004,0.02212415,0.00037270,0.00731992,0.09723683,0.15788232,0.01394730
-5.28564282,0.17175732,0.01867163,0.00031658,0.00625347,0.08294906,0.13438641,0.01189464
-5.27963982,0.14524198,0.01567580,0.00026724,0.00530570,0.07028576,0.11365187,0.01007614
-5.27363682,0.12203433,0.01309516,0.00022418,0.00447073,0.05915630,0.09550056,0.00847845
-5.26763382,0.10188794,0.01089041,0.00018691,0.00374156,0.04945753,0.07974093,0.00708648
-5.26163082,0.08454751,0.00902491,0.00015490,0.00311041,0.04107801,0.06617417,0.00588400
-5.25562781,0.06975626,0.00746516,0.00012765,0.00256902,0.03390208,0.05460013,0.00485420
-5.24962481,0.05726278,0.00618140,0.00010469,0.00210899,0.02781353,0.04482257,0.00398020
-5.24362181,0.04682705,0.00514805,0.00008554,0.00172201,0.02269883,0.03665403,0.00324551
-5.23761881,0.03822584,0.00434434,0.00006978,0.00140014,0.01844996,0.02992000,0.00263441
-5.23161581,0.03125723,0.00375488,0.00005704,0.00113595,0.01496662,0.02446244,0.00213230
-5.22561281,0.02574444,0.00337027,0.00004699,0.00092269,0.01215819,0.02014288,0.00172587
-5.21960980,0.02153907,0.00318779,0.00003935,0.00075446,0.00994514,0.01684483,0.00140337
-5.21360680,0.01852374,0.00321216,0.00003390,0.00062622,0.00826012,0.01447594,0.00115471
-5.20760380,0.01661438,0.00345629,0.00003051,0.00053396,0.00704879,0.01296968,0.00097156
-5.20160080,0.01576213,0.00394215,0.00002908,0.00047466,0.00627038,0.01228684,0.00084743
-5.19559780,0.01595508,0.00470172,0.00002961,0.00044644,0.00589807,0.01241682,0.00077766
-5.18959480,0.01721976,0.00577786,0.00003215,0.00044847,0.00591930,0.01337880,0.00075948
-5.18359180,0.01962254,0.00722531,0.00003686,0.00048113,0.00633586,0.01522267,0.00079196
-5.17758879,0.02327075,0.00911154,0.00004395,0.00054591,0.00716398,0.01802996,0.00087605
-5.17158579,0.02831357,0.01151751,0.00005372,0.00064552,0.00843432,0.02191439,0.00101449
-5.16558279,0.03494254,0.01453831,0.00006657,0.00078386,0.01019179,0.02702220,0.00121182
-5.15957979,0.04339141,0.01828345,0.00008296,0.00096602,0.01249526,0.03353199,0.00147430
-5.15357679,0.05393523,0.02287680,0.00010346,0.00119828,0.01541703,0.04165396,0.00180981
-5.14757379,0.06688837,0.02845608,0.00012869,0.00148808,0.01904202,0.05162824,0.00222777
-5.14157079,0.08260122,0.03517173,0.00015937,0.00184393,0.02346659,0.06372235,0.00273896
-5.13556778,0.10145524,0.04318508,0.00019628,0.00227538,0.02879696,0.07822731,0.00335533
-5.12956478,0.12385625,0.05266585,0.00024025,0.00279282,0.03514704,0.09545241,0.00408972
-5.12356178,0.15022565,0.06378862,0.00029214,0.00340732,0.04263576,0.11571843,0.00495556
-5.11755878,0.18098940,0.07672864,0.00035284,0.00413043,0.05138376,0.13934916,0.00596648
-5.11155578,0.21656492,0.09165658,0.00042322,0.00497384,0.06150937,0.16666131,0.00713581
-5.10555278,0.25734575,0.10873256,0.00050409,0.00594905,0.07312410,0.19795281,0.00847609
-5.09954977,0.30368443,0.12809945,0.00059620,0.00706697,0.08632751,0.23348969,0.00999847
-5.09354677,0.35587378,0.14987557,0.00070019,0.00833747,0.10120158,0.27349182,0.01171204
-5.08754377,0.41412724,0.17414714,0.00081651,0.00976886,0.11780493,0.31811801,0.01362321
-5.08154077,0.47855895,0.20096060,0.00094544,0.01136742,0.13616682,0.36745088,0.01573500
-5.07553777,0.54916430,0.23031524,0.00108699,0.01313681,0.15628141,0.42148214,0.01804642
-5.06953477,0.62580204,0.26215644,0.00124089,0.01507759,0.17810233,0.48009920,0.02055185
-5.06353177,0.70817879,0.29636995,0.00140658,0.01718673,0.20153819,0.54307351,0.02324052
-5.05752876,0.79583716,0.33277754,0.00158312,0.01945719,0.22644893,0.61005179,0.02609614
-5.05152576,0.88814826,0.37113440,0.00176921,0.02187761,0.25264368,0.68055059,0.02909668
-5.04552276,0.98430972,0.41112855,0.00196319,0.02443205,0.27988017,0.75395503,0.03221429
-5.03951976,1.08334971,0.45238267,0.00216304,0.02709995,0.30786604,0.82952219,0.03541551
-5.03351676,1.18413766,0.49445820,0.00236638,0.02985620,0.33626212,0.90638943,0.03866163
-5.02751376,1.28540165,0.53686208,0.00257053,0.03267135,0.36468778,0.98358800,0.04190931
-5.02151076,1.38575265,0.57905582,0.00277254,0.03551208,0.39272838,1.06006149,0.04511148
-5.01550775,1.48371481,0.62046680,0.00296929,0.03834175,0.41994449,1.13468914,0.04821837
-5.00950475,1.57776130,0.66050145,0.00315752,0.04112116,0.44588292,1.20631302,0.05117877
-5.00350175,1.66635427,0.69855992,0.00333395,0.04380945,0.47008893,1.27376846,0.05394141
-4.99749875,1.74798776,0.73405161,0.00349537,0.04636510,0.49211931,1.33591650,0.05645646
-4.99149575,1.82123170,0.76641113,0.00363871,0.04874700,0.51155585,1.39167716,0.05867702
-4.98549275,1.88477530,0.79511392,0.00376119,0.05091560,0.52801850,1.44006215,0.06056062
-4.97948974,1.93746800,0.81969096,0.00386035,0.05283400,0.54117780,1.48020566,0.06207060
-4.97348674,1.97835619,0.83974201,0.00393420,0.05446903,0.55076588,1.51139186,0.06317732
-4.96748374,2.00671396,0.85494672,0.00398122,0.05579223,0.55658560,1.53307790,0.06385919
-4.96148074,2.02206673,0.86507338,0.00400046,0.05678066,0.55851740,1.54491148,0.06410339
-4.95547774,2.02420649,0.86998477,0.00399157,0.05741757,0.55652348,1.54674206,0.06390637
-4.94947474,2.01319810,0.86964106,0.00395479,0.05769290,0.55064912,1.53862534,0.06327390
-4.94347174,1.98937645,0.86409971,0.00389097,0.05760348,0.54102114,1.52082089,0.06222096
-4.93746873,1.95333458,0.85351234,0.00380153,0.05715311,0.52784351,1.49378297,0.06077112
-4.93146573,1.90590347,0.83811898,0.00368841,0.05635233,0.51139036,1.45814514,0.05895583
-4.92546273,1.84812450,0.81823984,0.00355400,0.05521802,0.49199673,1.41469939,0.05681331
-4.91945973,1.78121577,0.79426515,0.00340107,0.05377283,0.47004749,1.36437073,0.05438729
-4.91345673,1.70653400,0.76664348,0.00323268,0.05204444,0.44596499,1.30818840,0.05172559
-4.90745373,1.62553350,0.73586907,0.00305207,0.05006465,0.42019594,1.24725502,0.04887866
-4.90145073,1.53972403,0.70246864,0.00286258,0.04786847,0.39319814,1.18271489,0.04589805
-4.89544772,1.45062917,0.66698826,0.00266752,0.04549307,0.36542758,1.11572263,0.04283494
-4.88944472,1.35974677,0.62998059,0.00247013,0.04297686,0.33732646,1.04741345,0.03973877
-4.88344172,1.26851273,0.59199294,0.00227344,0.04035842,0.30931249,0.97887583,0.03665604
-4.87743872,1.17826931,0.55355648,0.00208024,0.03767568,0.28176986,0.91112756,0.03362921
-4.87143572,1.09023861,0.51517667,0.00189300,0.03496508,0.25504201,0.84509568,0.03069596
-4.86543272,1.00550186,0.47732524,0.00171382,0.03226088,0.22942652,0.78160061,0.02788851
-4.85942971,0.92498460,0.44043363,0.00154446,0.02959463,0.20517189,0.72134478,0.02523329
-4.85342671,0.84944778,0.40488797,0.00138624,0.02699473,0.18247631,0.66490550,0.02275079
-4.84742371,0.77948445,0.37102545,0.00124013,0.02448622,0.16148818,0.61273208,0.02045560
-4.84142071,0.71552155,0.33913207,0.00110669,0.02209060,0.14230816,0.56514670,0.01835669
-4.83541771,0.65782612,0.30944162,0.00098616,0.01982593,0.12499252,0.52234859,0.01645778
-4.82941471,0.60651539,0.28213568,0.00087843,0.01770693,0.10955744,0.48442112,0.01475791
-4.82341171,0.56156974,0.25734452,0.00078316,0.01574525,0.09598401,0.45134105,0.01325203
-4.81740870,0.52284805,0.23514883,0.00069975,0.01394985,0.08422363,0.42298962,0.01193168
-4.81140570,0.49010441,0.21558207,0.00062743,0.01232742,0.07420357,0.39916475,0.01078575
-4.80540270,0.46300585,0.19863331,0.00056529,0.01088289,0.06583237,0.37959402,0.00980112
-4.79939970,0.44115017,0.18425055,0.00051235,0.00961995,0.05900508,0.36394786,0.00896345
-4.79339670,0.42408369,0.17234439,0.00046757,0.00854161,0.05360804,0.35185276,0.00825772
-4.78739370,0.41131816,0.16279206,0.00042992,0.00765075,0.04952321,0.34290399,0.00766891
-4.78139070,0.40234686,0.15544163,0.00039837,0.00695060,0.04663190,0.33667779,0.00718245
-4.77538769,0.39665930,0.15011650,0.00037198,0.00644531,0.04481797,0.33274267,0.00678471
-4.76938469,0.39375459,0.14662010,0.00034985,0.00614027,0.04397048,0.33066982,0.00646330
-4.76338169,0.39315310,0.14474070,0.00033122,0.00604251,0.04398580,0.33004243,0.00620738
-4.75737869,0.39440658,0.14425638,0.00031539,0.00616090,0.04476918,0.33046393,0.00600781
-4.75137569,0.39710637,0.14493995,0.00030181,0.00650627,0.04623587,0.33156505,0.00585724
-4.74537269,0.40088988,0.14656391,0.00029001,0.00709137,0.04831180,0.33300965,0.00575017
-4.73936968,0.40544523,0.14890524,0.00027966,0.00793070,0.05093387,0.33449940,0.00568284
-4.73336668,0.41051396,0.15174997,0.00027050,0.00904018,0.05404981,0.33577723,0.00565312
-4.72736368,0.41589195,0.15489736,0.00026239,0.01043663,0.05761773,0.33662949,0.00566035
-4.72136068,0.42142849,0.15816359,0.00025527,0.01213710,0.06160522,0.33688699,0.00570509
-4.71535768,0.42702352,0.16138493,0.00024913,0.01415803,0.06598823,0.33642481,0.00578888
-4.70935468,0.43262329,0.16442011,0.00024403,0.01651429,0.07074951,0.33516096,0.00591387
-4.70335168,0.43821440,0.16715197,0.00024006,0.01921808,0.07587684,0.33305396,0.00608260
-4.69734867,0.44381657,0.16948824,0.00023734,0.02227775,0.08136096,0.33009943,0.00629757
-4.69134567,0.44947429,0.17136143,0.00023601,0.02569656,0.08719330,0.32632581,0.00656100
-4.68534267,0.45524768,0.17272789,0.00023619,0.02947152,0.09336361,0.32178931,0.00687448
-4.67933967,0.46120304,0.17356609,0.00023801,0.03359222,0.09985758,0.31656831,0.00723870
-4.67333667,0.46740331,0.17387411,0.00024157,0.03803987,0.10665449,0.31075744,0.00765320
-4.66733367,0.47389898,0.17366662,0.00024694,0.04278643,0.11372513,0.30446142,0.00811619
-4.66133067,0.48071992,0.17297146,0.00025418,0.04779419,0.12103001,0.29778910,0.00862440
-4.65532766,0.48786851,0.17182591,0.00026331,0.05301544,0.12851808,0.29084773,0.00917300
-4.64932466,0.49531443,0.17027304,0.00027432,0.05839274,0.13612596,0.28373785,0.00975564
-4.64332166,0.50299148,0.16835806,0.00028718,0.06385944,0.14377794,0.27654889,0.01036448
-4.63731866,0.51079671,0.16612519,0.00030185,0.06934068,0.15138662,0.26935571,0.01099035
-4.63131566,0.51859185,0.16361485,0.00031827,0.07475480,0.15885440,0.26221622,0.01162298
-4.62531266,0.52620713,0.16086161,0.00033640,0.08001517,0.16607567,0.25517012,0.01225125
-4.61930965,0.53344734,0.15789276,0.00035620,0.08503232,0.17293974,0.24823880,0.01286355
-4.61330665,0.54009990,0.15472762,0.00037765,0.08971638,0.17933433,0.24142638,0.01344814
-4.60730365,0.54594439,0.15137761,0.00040076,0.09397967,0.18514956,0.23472184,0.01399356
-4.60130065,0.55076330,0.14784702,0.00042560,0.09773939,0.19028219,0.22810192,0.01448902
-4.59529765,0.55435315,0.14413425,0.00045228,0.10092031,0.19463992,0.22153490,0.01492479
-4.58929465,0.55653564,0.14023366,0.00048095,0.10345722,0.19814559,0.21498477,0.01529259
-4.58329165,0.55716802,0.13613762,0.00051183,0.10529719,0.20074102,0.20841571,0.01558588
-4.57728864,0.55615211,0.13183878,0.00054518,0.10640141,0.20239031,0.20179663,0.01580016
-4.57128564,0.55344167,0.12733231,0.00058128,0.10674658,0.20308233,0.19510554,0.01593309
-4.56528264,0.54904742,0.12261801,0.00062048,0.10632580,0.20283254,0.18833354,0.01598464
-4.55927964,0.54303971,0.11770218,0.00066312,0.10514878,0.20168367,0.18148830,0.01595709
-4.55327664,0.53554852,0.11259911,0.00070953,0.10324161,0.19970559,0.17459692,0.01585492
-4.54727364,0.52676107,0.10733214,0.00076001,0.10064584,0.19699418,0.16770810,0.01568469
-4.54127064,0.51691698,0.10193429,0.00081482,0.09741708,0.19366936,0.16089361,0.01545479
-4.53526763,0.50630161,0.09644845,0.00087413,0.09362317,0.18987240,0.15424907,0.01517511
-4.52926463,0.49523780,0.09092718,0.00093800,0.08934192,0.18576272,0.14789415,0.01485677
-4.52326163,0.48407681,0.08543214,0.00100640,0.08465868,0.18151431,0.14197230,0.01451169
-4.51725863,0.47318883,0.08003331,0.00107913,0.07966368,0.17731200,0.13664998,0.01415223
-4.51125563,0.46295387,0.07480798,0.00115585,0.07444943,0.17334793,0.13211575,0.01379087
-4.50525263,0.45375348,0.06983979,0.00123606,0.06910814,0.16981809,0.12857913,0.01343982
-4.49924962,0.44596382,0.06521766,0.00131913,0.06372940,0.16691952,0.12626936,0.01311081
-4.49324662,0.43995055,0.06103496,0.00140426,0.05839808,0.16484791,0.12543426,0.01281480
-4.48724362,0.43606564,0.05738876,0.00149057,0.05319261,0.16379586,0.12633902,0.01256188
-4.48124062,0.43464634,0.05437928,0.00157707,0.04818366,0.16395189,0.12926504,0.01236117
-4.47523762,0.43601618,0.05210964,0.00166274,0.04343318,0.16549991,0.13450877,0.01222080
-4.46923462,0.44048772,0.05068572,0.00174655,0.03899394,0.16861936,0.14238041,0.01214797
-4.46323162,0.44836692,0.05021622,0.00182755,0.03490938,0.17348567,0.15320244,0.01214904
-4.45722861,0.45995827,0.05081283,0.00190486,0.03121384,0.18027095,0.16730781,0.01222973
-4.45122561,0.47557060,0.05259036,0.00197780,0.02793315,0.18914483,0.18503766,0.01239522
-4.44522261,0.49552246,0.05566684,0.00204590,0.02508540,0.20027507,0.20673847,0.01265042
-4.43921961,0.52014689,0.06016338,0.00210892,0.02268191,0.21382788,0.23275847,0.01300007
-4.43321661,0.54979467,0.06620376,0.00216698,0.02072836,0.22996781,0.26344325,0.01344897
-4.42721361,0.58483563,0.07391357,0.00222049,0.01922591,0.24885698,0.29913052,0.01400205
-4.42121061,0.62565764,0.08341887,0.00227023,0.01817241,0.27065358,0.34014390,0.01466447
-4.41520760,0.67266287,0.09484425,0.00231732,0.01756344,0.29550967,0.38678587,0.01544164
-4.40920460,0.72626112,0.10831024,0.00236322,0.01739339,0.32356817,0.43932983,0.01633916
-4.40320160,0.78686036,0.12393010,0.00240970,0.01765630,0.35495914,0.49801143,0.01736273
-4.39719860,0.85485447,0.14180588,0.00245879,0.01834662,0.38979544,0.56301932,0.01851797
-4.39119560,0.93060849,0.16202397,0.00251271,0.01945980,0.42816788,0.63448551,0.01981021
-4.38519260,1.01444191,0.18465010,0.00257382,0.02099266,0.47013999,0.71247551,0.02124422
-4.37918959,1.10661054,0.20972401,0.00264451,0.02294359,0.51574272,0.79697872,0.02282388
-4.37318659,1.20728761,0.23725395,0.00272716,0.02531262,0.56496900,0.88789909,0.02455193
-4.36718359,1.31654494,0.26721124,0.00282395,0.02810125,0.61776872,0.98504665,0.02642956
-4.36118059,1.43433491,0.29952519,0.00293689,0.03131211,0.67404403,1.08813018,0.02845616
-4.35517759,1.56047418,0.33407859,0.00306763,0.03494847,0.73364526,1.19675131,0.03062896
-4.34917459,1.69462998,0.37070419,0.00321744,0.03901363,0.79636766,1.31040049,0.03294285
-4.34317159,1.83630965,0.40918234,0.00338712,0.04351007,0.86194912,1.42845531,0.03539010
-4.33716858,1.98485424,0.44924020,0.00357694,0.04843860,0.93006895,1.55018119,0.03796028
-4.33116558,2.13943674,0.49055260,0.00378664,0.05379730,1.00034788,1.67473510,0.04064015
-4.32516258,2.29906528,0.53274492,0.00401539,0.05958046,1.07234941,1.80117217,0.04341367
-4.31915958,2.46259167,0.57539794,0.00426180,0.06577744,1.14558253,1.92845566,0.04626213
-4.31315658,2.62872529,0.61805469,0.00452396,0.07237154,1.21950585,2.05547011,0.04916427
-4.30715358,2.79605208,0.66022933,0.00479948,0.07933895,1.29353330,2.18103762,0.05209656
