energy_ev,total_up,Cd_p_up,Cd_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.55577789,0.09321854,0.00714160,0.01307347,0.04642474,0.00000216,0.00277825,0.00144862,0.03708314
-5.54977489,0.09813586,0.00764661,0.01367380,0.04847919,0.00000268,0.00296260,0.00153437,0.03905422
-5.54377189,0.10327080,0.00819888,0.01428336,0.05054800,0.00000331,0.00316245,0.00162572,0.04111543
-5.53776888,0.10871844,0.00880934,0.01491295,0.05266728,0.00000405,0.00338170,0.00172441,0.04330502
-5.53176588,0.11458884,0.00949010,0.01557545,0.05488059,0.00000493,0.00362471,0.00183243,0.04566721
-5.52576288,0.12100413,0.01025411,0.01628550,0.05723776,0.00000595,0.00389617,0.00195194,0.04825100
-5.51975988,0.12809464,0.01111473,0.01705901,0.05979329,0.00000714,0.00420097,0.00208519,0.05110864
-5.51375688,0.13599400,0.01208528,0.01791260,0.06260436,0.00000850,0.00454398,0.00223449,0.05429366
-5.50775388,0.14483340,0.01317843,0.01886287,0.06572834,0.00001005,0.00492986,0.00240206,0.05785856
-5.50175088,0.15473514,0.01440554,0.01992558,0.06922014,0.00001181,0.00536285,0.00258995,0.06185225
-5.49574787,0.16580576,0.01577602,0.02111486,0.07312919,0.00001379,0.00584643,0.00279989,0.06631729
-5.48974487,0.17812896,0.01729659,0.02244227,0.07749650,0.00001598,0.00638318,0.00303318,0.07128704
-5.48374187,0.19175863,0.01897060,0.02391595,0.08235164,0.00001842,0.00697441,0.00329060,0.07678290
-5.47773887,0.20671245,0.02079743,0.02553983,0.08770995,0.00002109,0.00762000,0.00357225,0.08281177
-5.47173587,0.22296627,0.02277198,0.02731290,0.09357015,0.00002401,0.00831818,0.00387749,0.08936374
-5.46573287,0.24044972,0.02488418,0.02922868,0.09991238,0.00002719,0.00906535,0.00420485,0.09641042
-5.45972986,0.25904332,0.02711887,0.03127478,0.10669690,0.00003064,0.00985601,0.00455196,0.10390377
-5.45372686,0.27857747,0.02945564,0.03343282,0.11386354,0.00003436,0.01068271,0.00491559,0.11177567
-5.44772386,0.29883336,0.03186911,0.03567843,0.12133196,0.00003839,0.01153608,0.00529160,0.11993840
-5.44172086,0.31954613,0.03432924,0.03798165,0.12900282,0.00004276,0.01240500,0.00567505,0.12828587
-5.43571786,0.34041018,0.03680207,0.04030751,0.13675983,0.00004751,0.01327678,0.00606026,0.13669578
-5.42971486,0.36108656,0.03925052,0.04261687,0.14447267,0.00005273,0.01413742,0.00644095,0.14503265
-5.42371186,0.38121236,0.04163553,0.04486754,0.15200070,0.00005850,0.01497204,0.00681040,0.15315164
-5.41770885,0.40041166,0.04391728,0.04701549,0.15919731,0.00006496,0.01576523,0.00716164,0.16090293
-5.41170585,0.41830779,0.04605667,0.04901637,0.16591485,0.00007229,0.01650157,0.00748768,0.16813675
-5.40570285,0.43453628,0.04801675,0.05082695,0.17200975,0.00008072,0.01716611,0.00778171,0.17470859
-5.39969985,0.44875814,0.04976428,0.05240667,0.17734787,0.00009054,0.01774488,0.00803734,0.18048462
-5.39369685,0.46067267,0.05127118,0.05371919,0.18180961,0.00010211,0.01822536,0.00824884,0.18534684
-5.38769385,0.47002945,0.05251597,0.05473376,0.18529474,0.00011586,0.01859697,0.00841130,0.18919797
-5.38169085,0.47663878,0.05348490,0.05542643,0.18772654,0.00013231,0.01885143,0.00852088,0.19196573
-5.37568784,0.48038020,0.05417301,0.05578109,0.18905528,0.00015207,0.01898311,0.00857489,0.19360619
-5.36968484,0.48120858,0.05458474,0.05579014,0.18926062,0.00017584,0.01898925,0.00857191,0.19410636
-5.36368184,0.47915751,0.05473438,0.05545497,0.18835305,0.00020442,0.01887008,0.00851188,0.19348549
-5.35767884,0.47433985,0.05464605,0.05478598,0.18637408,0.00023870,0.01862883,0.00839608,0.19179529
-5.35167584,0.46694529,0.05435334,0.05380238,0.18339535,0.00027964,0.01827167,0.00822708,0.18911893
-5.34567284,0.45723515,0.05389862,0.05253162,0.17951657,0.00032827,0.01780749,0.00800869,0.18556886
-5.33966983,0.44553444,0.05333197,0.05100849,0.17486242,0.00038569,0.01724758,0.00774578,0.18128354
-5.33366683,0.43222178,0.05270983,0.04927405,0.16957854,0.00045303,0.01660532,0.00744416,0.17642323
-5.32766383,0.41771734,0.05209331,0.04737429,0.16382680,0.00053139,0.01589569,0.00711033,0.17116497
-5.32166083,0.40246951,0.05154639,0.04535867,0.15777999,0.00062185,0.01513483,0.00675132,0.16569701
-5.31565783,0.38694078,0.05113389,0.04327860,0.15161625,0.00072543,0.01433949,0.00637444,0.16021290
-5.30965483,0.37159339,0.05091945,0.04118586,0.14551337,0.00084301,0.01352659,0.00598702,0.15490539
-5.30365183,0.35687539,0.05096347,0.03913111,0.13964324,0.00097529,0.01271273,0.00559628,0.14996058
-5.29764882,0.34320760,0.05132120,0.03716248,0.13416669,0.00112279,0.01191374,0.00520903,0.14555229
-5.29164582,0.33097195,0.05204096,0.03532432,0.12922878,0.00128573,0.01114433,0.00483159,0.14183711
-5.28564282,0.32050160,0.05316261,0.03365613,0.12495488,0.00146403,0.01041781,0.00446960,0.13895006
-5.27963982,0.31207329,0.05471647,0.03219177,0.12144756,0.00165726,0.00974589,0.00412791,0.13700127
-5.27363682,0.30590191,0.05672244,0.03095880,0.11878433,0.00186460,0.00913853,0.00381057,0.13607353
-5.26763382,0.30213767,0.05918968,0.02997820,0.11701646,0.00208483,0.00860399,0.00352072,0.13622099
-5.26163082,0.30086568,0.06211677,0.02926422,0.11616867,0.00231631,0.00814881,0.00326069,0.13746886
-5.25562781,0.30210804,0.06549226,0.02882451,0.11623987,0.00255701,0.00777809,0.00303198,0.13981427
-5.24962481,0.30582816,0.06929575,0.02866047,0.11720466,0.00280448,0.00749561,0.00283535,0.14322807
-5.24362181,0.31193711,0.07349946,0.02876771,0.11901581,0.00305594,0.00730421,0.00267094,0.14765757
-5.23761881,0.32030168,0.07807011,0.02913672,0.12160720,0.00330829,0.00720612,0.00253838,0.15303009
-5.23161581,0.33075382,0.08297122,0.02975360,0.12489745,0.00355823,0.00720332,0.00243696,0.15925712
-5.22561281,0.34310083,0.08816559,0.03060086,0.12879384,0.00380229,0.00729796,0.00236571,0.16623890
-5.21960980,0.35713623,0.09361794,0.03165827,0.13319646,0.00403695,0.00749273,0.00232361,0.17386937
-5.21360680,0.37265039,0.09929751,0.03290364,0.13800235,0.00425871,0.00779121,0.00230974,0.18204101
-5.20760380,0.38944082,0.10518057,0.03431363,0.14310952,0.00446425,0.00819821,0.00232335,0.19064965
-5.20160080,0.40732148,0.11125260,0.03586442,0.14842061,0.00465046,0.00871994,0.00236408,0.19959880
-5.19559780,0.42613075,0.11751009,0.03753233,0.15384616,0.00481458,0.00936424,0.00243196,0.20880349
-5.18959480,0.44573773,0.12396172,0.03929435,0.15930721,0.00495429,0.01014054,0.00252758,0.21819338
-5.18359180,0.46604655,0.13062893,0.04112844,0.16473727,0.00506774,0.01105983,0.00265208,0.22771495
-5.17758879,0.48699856,0.13754572,0.04301388,0.17008347,0.00515366,0.01213446,0.00280717,0.23733278
-5.17158579,0.50857216,0.14475763,0.04493133,0.17530702,0.00521134,0.01337776,0.00299516,0.24702978
-5.16558279,0.53078051,0.15231989,0.04686293,0.18038280,0.00524071,0.01480364,0.00321887,0.25680644
-5.15957979,0.55366693,0.16029479,0.04879221,0.18529825,0.00524228,0.01642594,0.00348157,0.26667901
-5.15357679,0.57729849,0.16874834,0.05070397,0.19005163,0.00521717,0.01825778,0.00378683,0.27667687
-5.14757379,0.60175784,0.17774630,0.05258412,0.19464971,0.00516701,0.02031075,0.00413845,0.28683910
-5.14157079,0.62713388,0.18734981,0.05441945,0.19910505,0.00509394,0.02259411,0.00454020,0.29721038
-5.13556778,0.65351155,0.19761075,0.05619743,0.20343306,0.00500052,0.02511393,0.00499571,0.30783662
-5.12956478,0.68096138,0.20856711,0.05790602,0.20764902,0.00488964,0.02787224,0.00550821,0.31876028
-5.12356178,0.70952916,0.22023856,0.05953351,0.21176508,0.00476444,0.03086627,0.00608035,0.33001578
-5.11755878,0.73922648,0.23262245,0.06106839,0.21578767,0.00462826,0.03408775,0.00671400,0.34162520
-5.11155578,0.77002233,0.24569064,0.06249931,0.21971525,0.00448451,0.03752243,0.00741002,0.35359438
-5.10555278,0.80183650,0.25938703,0.06381508,0.22353662,0.00433660,0.04114972,0.00816808,0.36590976
-5.09954977,0.83453492,0.27362639,0.06500476,0.22722985,0.00418791,0.04494255,0.00898656,0.37853604
-5.09354677,0.86792743,0.28829419,0.06605778,0.23076201,0.00404165,0.04886753,0.00986236,0.39141477
-5.08754377,0.90176801,0.30324789,0.06696415,0.23408949,0.00390088,0.05288530,0.01079088,0.40446403
-5.08154077,0.93575760,0.31831938,0.06771474,0.23715924,0.00376842,0.05695120,0.01176596,0.41757913
-5.07553777,0.96954964,0.33331876,0.06830154,0.23991053,0.00364683,0.06101615,0.01277994,0.43063451
-5.06953477,1.00275799,0.34803919,0.06871806,0.24227740,0.00353841,0.06502783,0.01382371,0.44348658
-5.06353177,1.03496716,0.36226274,0.06895968,0.24419165,0.00344519,0.06893197,0.01488686,0.45597759
-5.05752876,1.06574462,0.37576695,0.06902404,0.24558613,0.00336892,0.07267390,0.01595792,0.46794039
-5.05152576,1.09465459,0.38833197,0.06891147,0.24639836,0.00331112,0.07620010,0.01702453,0.47920391
-5.04552276,1.12127323,0.39974782,0.06862543,0.24657418,0.00327312,0.07945993,0.01807382,0.48959919
-5.03951976,1.14520452,0.40982170,0.06817295,0.24607142,0.00325609,0.08240721,0.01909272,0.49896590
-5.03351676,1.16609649,0.41838491,0.06756509,0.24486334,0.00326114,0.08500184,0.02006834,0.50715905
-5.02751376,1.18365734,0.42529923,0.06681737,0.24294175,0.00328937,0.08721121,0.02098836,0.51405580
-5.02151076,1.19767094,0.43046245,0.06595022,0.24031979,0.00334200,0.08901147,0.02184149,0.51956217
-5.01550775,1.20801131,0.43381291,0.06498947,0.23703414,0.00342043,0.09038856,0.02261785,0.52361937
-5.00950475,1.21465561,0.43533292,0.06396667,0.23314664,0.00352639,0.09133893,0.02330940,0.52620984
-5.00350175,1.21769527,0.43505083,0.06291959,0.22874534,0.00366202,0.09186997,0.02391033,0.52736244
-4.99749875,1.21734484,0.43304194,0.06189244,0.22394487,0.00383001,0.09200022,0.02441741,0.52715700
-4.99149575,1.21394825,0.42942795,0.06093617,0.21888613,0.00403364,0.09175908,0.02483027,0.52572776
-4.98549275,1.20798212,0.42437520,0.06010863,0.21373529,0.00427694,0.09118637,0.02515168,0.52326572
-4.97948974,1.20005570,0.41809165,0.05947451,0.20868212,0.00456466,0.09033146,0.02538769,0.52001960
-4.97348674,1.19090735,0.41082268,0.05910517,0.20393766,0.00490233,0.08925222,0.02554769,0.51629534
-4.96748374,1.18139712,0.40284591,0.05907828,0.19973120,0.00529623,0.08801359,0.02564445,0.51245388
-4.96148074,1.17249525,0.39446500,0.05947710,0.19630659,0.00575330,0.08668608,0.02569390,0.50890719
-4.95547774,1.16526645,0.38600268,0.06038956,0.19391790,0.00628100,0.08534391,0.02571501,0.50611232
-4.94947474,1.16084996,0.37779317,0.06190692,0.19282445,0.00688711,0.08406313,0.02572934,0.50456341
-4.94347174,1.16043519,0.37017392,0.06412216,0.19328517,0.00757949,0.08291958,0.02576059,0.50478173
-4.93746873,1.16523337,0.36347710,0.06712794,0.19555244,0.00836575,0.08198681,0.02583405,0.50730360
-4.93146573,1.17644536,0.35802081,0.07101420,0.19986530,0.00925285,0.08133392,0.02597587,0.51266645
-4.92546273,1.19522619,0.35410024,0.07586547,0.20644230,0.01024671,0.08102356,0.02621231,0.52139316
-4.91945973,1.22264703,0.35197900,0.08175777,0.21547394,0.01135179,0.08110993,0.02656884,0.53397497
-4.91345673,1.25965558,0.35188079,0.08875541,0.22711499,0.01257057,0.08163692,0.02706924,0.55085336
-4.90745373,1.30703595,0.35398167,0.09690751,0.24147685,0.01390315,0.08263652,0.02773466,0.57240153
-4.90145073,1.36536942,0.35840315,0.10624461,0.25862014,0.01534685,0.08412742,0.02858269,0.59890586
-4.89544772,1.43499759,0.36520635,0.11677528,0.27854791,0.01689582,0.08611395,0.02962643,0.63054840
-4.88944472,1.51598957,0.37438758,0.12848311,0.30119980,0.01854080,0.08858539,0.03087370,0.66739078
-4.88344172,1.60811485,0.38587534,0.14132399,0.32644728,0.02026895,0.09151565,0.03232634,0.70936063
-4.87743872,1.71082344,0.39952926,0.15522412,0.35409066,0.02206385,0.09486340,0.03397961,0.75624121
-4.87143572,1.82323501,0.41514095,0.17007869,0.38385788,0.02390555,0.09857270,0.03582189,0.80766493
-4.86543272,1.94413804,0.43243692,0.18575150,0.41540551,0.02577091,0.10257401,0.03783450,0.86311152
-4.85942971,2.07200023,0.45108362,0.20207562,0.44832214,0.02763393,0.10678575,0.03999182,0.92191135
-4.85342671,2.20499053,0.47069471,0.21885516,0.48213432,0.02946637,0.11111623,0.04226163,0.98325413
-4.84742371,2.34101308,0.49084014,0.23586820,0.51631502,0.03123845,0.11546600,0.04460577,1.04620324
-4.84142071,2.47775251,0.51105716,0.25287090,0.55029453,0.03291962,0.11973049,0.04698100,1.10971543
-4.83541771,2.61272957,0.53086272,0.26960265,0.58347359,0.03447945,0.12380299,0.04934011,1.17266552
-4.82941471,2.74336569,0.54976702,0.28579226,0.61523835,0.03588861,0.12757764,0.05163327,1.23387547
-4.82341171,2.86705427,0.56728766,0.30116482,0.64497679,0.03711975,0.13095262,0.05380952,1.29214681
-4.81740870,2.98123630,0.58296394,0.31544924,0.67209582,0.03814847,0.13383316,0.05581835,1.34629533
-4.81140570,3.08347742,0.59637084,0.32838596,0.69603870,0.03895412,0.13613451,0.05761141,1.39518680
-4.80540270,3.17154349,0.60713197,0.33973473,0.71630175,0.03952052,0.13778454,0.05914409,1.43777219
-4.79939970,3.24347155,0.61493116,0.34928201,0.73244996,0.03983658,0.13872603,0.06037716,1.47312103
-4.79339670,3.29763330,0.61952223,0.35684776,0.74413060,0.03989669,0.13891852,0.06127817,1.50045151
-4.78739370,3.33278850,0.62073640,0.36229125,0.75108432,0.03970093,0.13833960,0.06182270,1.51915607
-4.78139070,3.34812596,0.61848724,0.36551581,0.75315324,0.03925514,0.13698575,0.06199531,1.52882138
-4.77538769,3.34329071,0.61277298,0.36647210,0.75028568,0.03857074,0.13487252,0.06179027,1.52924189
-4.76938469,3.31839612,0.60367599,0.36515996,0.74253726,0.03766441,0.13203420,0.06121194,1.52042658
-4.76338169,3.27402090,0.59135974,0.36162863,0.73006848,0.03655759,0.12852297,0.06027479,1.50259848
-4.75737869,3.21119137,0.57606319,0.35597553,0.71313869,0.03527586,0.12440755,0.05900317,1.47618739
-4.75137569,3.13134993,0.55809313,0.34834345,0.69209705,0.03384823,0.11977145,0.05743071,1.44181609
-4.74537269,3.03631175,0.53781473,0.33891657,0.66737063,0.03230637,0.11471087,0.05559945,1.40028089
-4.73936968,2.92821153,0.51564068,0.32791523,0.63945046,0.03068380,0.10933242,0.05355881,1.35252751
-4.73336668,2.80944305,0.49201958,0.31559001,0.60887602,0.02901515,0.10375064,0.05136425,1.29962340
-4.72736368,2.68259406,0.46742388,0.30221512,0.57621892,0.02733541,0.09808543,0.04907592,1.24272779
-4.72136068,2.55037921,0.44233785,0.28808147,0.54206646,0.02567926,0.09245963,0.04675714,1.18306073
-4.71535768,2.41557365,0.41724603,0.27348986,0.50700566,0.02408052,0.08699655,0.04447289,1.12187227
-4.70935468,2.28094925,0.39262246,0.25874417,0.47160849,0.02257168,0.08181773,0.04228835,1.06041286
-4.70335168,2.14921568,0.36892092,0.24414515,0.43641867,0.02118353,0.07704088,0.04026743,0.99990596
-4.69734867,2.02296733,0.34656644,0.22998466,0.40194038,0.01994486,0.07277801,0.03847147,0.94152331
-4.69134567,1.90463725,0.32594801,0.21654064,0.36862928,0.01888234,0.06913378,0.03695797,0.88636350
-4.68534267,1.79645829,0.30741266,0.20407278,0.33688581,0.01802032,0.06620402,0.03577955,0.83543402
-4.67933967,1.70043147,0.29126076,0.19281894,0.30705086,0.01738074,0.06407453,0.03498297,0.78963668
-4.67333667,1.61830114,0.27774248,0.18299221,0.27940360,0.01698311,0.06281989,0.03460826,0.74975628
-4.66733367,1.55153621,0.26705523,0.17477857,0.25416135,0.01684439,0.06250247,0.03468810,0.71645235
-4.66133067,1.50131656,0.25934203,0.16833512,0.23148119,0.01697887,0.06317154,0.03524717,0.69025332
-4.65532766,1.46852378,0.25469059,0.16378858,0.21146294,0.01739803,0.06486243,0.03630171,0.67155293
-4.64932466,1.45373537,0.25313301,0.16123426,0.19415326,0.01811035,0.06759568,0.03785913,0.66060830
-4.64332166,1.45722173,0.25464610,0.16073509,0.17955045,0.01912102,0.07137637,0.03991777,0.65753954
-4.63731866,1.47894553,0.25915222,0.16232090,0.16760978,0.02043167,0.07619341,0.04246667,0.66233042
-4.63131566,1.51856328,0.26652064,0.16598784,0.15824893,0.02204000,0.08201898,0.04548558,0.67483020
-4.62531266,1.57542917,0.27656962,0.17169798,0.15135344,0.02393946,0.08880814,0.04894492,0.69475649
-4.61930965,1.64860172,0.28906911,0.17937910,0.14678193,0.02611894,0.09649863,0.05280607,0.72169931
-4.61330665,1.73685373,0.30374431,0.18892480,0.14437111,0.02856247,0.10501094,0.05702159,0.75512663
-4.60730365,1.83868625,0.32028010,0.20019503,0.14394035,0.03124904,0.11424871,0.06153581,0.79439149
-4.60130065,1.95234755,0.33832658,0.21301721,0.14529597,0.03415257,0.12409965,0.06628546,0.83874120
-4.59529765,2.07585756,0.35750557,0.22718791,0.14823518,0.03724199,0.13443672,0.07120060,0.88732874
-4.58929465,2.20703862,0.37741825,0.24247545,0.15254970,0.04048150,0.14512008,0.07620567,0.93922671
-4.58329165,2.34355260,0.39765377,0.25862320,0.15802923,0.04383109,0.15599930,0.08122079,0.99344369
-4.57728864,2.48294454,0.41779882,0.27535392,0.16446464,0.04724716,0.16691630,0.08616328,1.04894331
-4.57128564,2.62269229,0.43744783,0.29237491,0.17165110,0.05068344,0.17770864,0.09094924,1.10466547
-4.56528264,2.76026121,0.45621365,0.30938405,0.17939109,0.05409203,0.18821322,0.09549544,1.15954954
-4.55927964,2.89316272,0.47373830,0.32607648,0.18749729,0.05742463,0.19827040,0.09972110,1.21255895
-4.55327664,3.01901499,0.48970354,0.34215190,0.19579536,0.06063385,0.20772813,0.10354989,1.26270635
-4.54727364,3.13560355,0.50384064,0.35732210,0.20412660,0.06367456,0.21644623,0.10691176,1.30907857
-4.54127064,3.24093986,0.51593927,0.37131859,0.21235028,0.06650532,0.22430052,0.10974478,1.35086052
-4.53526763,3.33331514,0.52585475,0.38389984,0.22034583,0.06908966,0.23118657,0.11199682,1.38735684
-4.52926463,3.41134734,0.53351365,0.39485809,0.22801453,0.07139724,0.23702308,0.11362687,1.41801062
-4.52326163,3.47401900,0.53891713,0.40402515,0.23528082,0.07340491,0.24175451,0.11460630,1.44241811
-4.51725863,3.52070395,0.54214206,0.41127705,0.24209302,0.07509738,0.24535302,0.11491957,1.46033877
-4.51125563,3.55118169,0.54333959,0.41653730,0.24842353,0.07646771,0.24781945,0.11456470,1.47170015
-4.50525263,3.56563818,0.54273124,0.41977858,0.25426823,0.07751750,0.24918342,0.11355327,1.47659713
-4.49924962,3.56465293,0.54060248,0.42102268,0.25964543,0.07825663,0.24950231,0.11191005,1.47528554
-4.49324662,3.54917250,0.53729403,0.42033874,0.26459389,0.07870281,0.24885940,0.10967216,1.46817030
