energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.47173587,10.93367367,0.02941028,1.20919901,2.73621009,5.16966963,1.60574185,0.99065901,3.61721389,0.00000000
-5.46573287,11.21251821,0.03171813,1.21877989,2.77272822,5.31598906,1.63260190,1.02302679,3.71955027,0.00000000
-5.45972986,11.48748843,0.03410166,1.22790463,2.80882785,5.45804643,1.65816738,1.05690059,3.82350753,0.00000000
-5.45372686,11.75431383,0.03653524,1.23640997,2.84365403,5.59386063,1.68188561,1.09178194,3.92737660,0.00000000
-5.44772386,12.00847718,0.03898944,1.24410057,2.87630507,5.72136861,1.70318746,1.12711359,4.02930929,0.00000000
-5.44172086,12.24530410,0.04143150,1.25074962,2.90585365,5.83846264,1.72149974,1.16229166,4.12735991,0.00000000
-5.43571786,12.46006576,0.04382592,1.25610134,2.93136967,5.94303335,1.73625889,1.19667976,4.21953247,0.00000000
-5.42971486,12.64809219,0.04613531,1.25987545,2.95194428,6.03301793,1.74692563,1.22962483,4.30383224,0.00000000
-5.42371186,12.80489329,0.04832125,1.26177354,2.96671441,6.10645214,1.75300015,1.26047410,4.37832003,0.00000000
-5.41770885,12.92628387,0.05034532,1.26148730,2.97488694,6.16152469,1.75403743,1.28859270,4.44116768,0.00000000
-5.41170585,13.00850863,0.05217023,1.25870810,2.97576194,6.19663234,1.74966208,1.31338125,4.49071257,0.00000000
-5.40570285,13.04836239,0.05376092,1.25313783,2.96875403,6.21043344,1.73958224,1.33429283,4.52550947,0.00000000
-5.39969985,13.04330102,0.05508563,1.24450035,2.95341120,6.20189796,1.72360190,1.35084863,4.54437755,0.00000000
-5.39369685,12.99153810,0.05611697,1.23255316,2.92943034,6.17035165,1.70163113,1.36265178,4.54644070,0.00000000
-5.38769385,12.89212300,0.05683283,1.21709858,2.89666881,6.11551207,1.67369367,1.36939867,4.53115944,0.00000000
-5.38169085,12.74499615,0.05721711,1.19799404,2.85515154,6.03751465,1.63993149,1.37088741,4.49835282,0.00000000
-5.37568784,12.55101837,0.05726030,1.17516081,2.80507325,5.93692681,1.60060582,1.36702299,4.44820936,0.00000000
-5.36968484,12.31197187,0.05695981,1.14859079,2.74679550,5.81474910,1.55609452,1.35781903,4.38128601,0.00000000
-5.36368184,12.03053181,0.05632007,1.11835089,2.68083861,5.67240242,1.50688575,1.34339602,4.29849521,0.00000000
-5.35767884,11.71020843,0.05535240,1.08458475,2.60786857,5.51170132,1.45356774,1.32397609,4.20108012,0.00000000
-5.35167584,11.35526152,0.05407459,1.04751174,2.52867938,5.33481375,1.39681517,1.29987476,4.09057886,0.00000000
-5.34567284,10.97058972,0.05251034,1.00742307,2.44417130,5.14420868,1.33737241,1.27148989,3.96877917,0.00000000
-5.33966983,10.56159910,0.05068843,0.96467540,2.35532601,4.94259312,1.27603418,1.23928846,3.83766514,0.00000000
-5.33366683,10.13405583,0.04864182,0.91968197,2.26317944,4.73284118,1.21362435,1.20379181,3.69935827,0.00000000
-5.32766383,9.69392911,0.04640658,0.87290186,2.16879349,4.51791786,1.15097363,1.16555994,3.55605525,0.00000000
-5.32166083,9.24723067,0.04402080,0.82482778,2.07322768,4.30080064,1.08889709,1.12517571,3.40996489,0.00000000
-5.31565783,8.79985743,0.04152344,0.77597293,1.97751186,4.08440218,1.02817236,1.08322937,3.26324707,0.00000000
-5.30965483,8.35744368,0.03895333,0.72685752,1.88262119,3.87149731,0.96951930,1.04030432,3.11795585,0.00000000
-5.30365183,7.92522856,0.03634814,0.67799555,1.78945410,3.66465715,0.91358207,0.99696431,2.97598907,0.00000000
-5.29764882,7.50794361,0.03374348,0.62988230,1.69881432,3.46619301,0.86091431,0.95374269,2.83904633,0.00000000
-5.29164582,7.10972440,0.03117223,0.58298305,1.61139722,3.27811203,0.81196775,0.91113381,2.70859653,0.00000000
-5.28564282,6.73404842,0.02866398,0.53772334,1.52778104,3.10208596,0.76708492,0.86958679,2.58585596,0.00000000
-5.27963982,6.38370042,0.02624460,0.49448107,1.44842296,2.93943377,0.72649595,0.82950149,2.47177713,0.00000000
-5.27363682,6.06076486,0.02393606,0.45358057,1.37365989,2.79111801,0.69031944,0.79122673,2.36704815,0.00000000
-5.26763382,5.76664367,0.02175638,0.41528861,1.30371352,2.65775422,0.65856731,0.75506023,2.27210188,0.00000000
-5.26163082,5.50209661,0.01971976,0.37981251,1.23869917,2.53963219,0.63115307,0.72125025,2.18713361,0.00000000
-5.25562781,5.26730040,0.01783675,0.34729986,1.17863750,2.43674689,0.60790311,0.68999831,2.11212582,0.00000000
-5.24962481,5.06192210,0.01611464,0.31784004,1.12346845,2.34883722,0.58857021,0.66146279,2.04687824,0.00000000
-5.24362181,4.88520213,0.01455788,0.29146702,1.07306645,2.27542981,0.57284864,0.63576290,1.99104119,0.00000000
-5.23761881,4.73604195,0.01316844,0.26816323,1.02725600,2.21588544,0.56039005,0.61298283,1.94415056,0.00000000
-5.23161581,4.61309177,0.01194641,0.24786438,0.98582686,2.16944557,0.55081930,0.59317579,1.90566231,0.00000000
-5.22561281,4.51483417,0.01089036,0.23046484,0.94854827,2.13527672,0.54374964,0.57636770,1.87498530,0.00000000
-5.21960980,4.43966022,0.00999781,0.21582334,0.91518146,2.11251073,0.53879662,0.56256049,1.85151075,0.00000000
-5.21360680,4.38593526,0.00926565,0.20376900,0.88549022,2.10027931,0.53559001,0.55173501,1.83463766,0.00000000
-5.20760380,4.35205284,0.00869042,0.19410728,0.85924922,2.09774199,0.53378376,0.54385345,1.82379337,0.00000000
-5.20160080,4.33647575,0.00826858,0.18662595,0.83625013,2.10410665,0.53306328,0.53886153,1.81844910,0.00000000
-5.19559780,4.33776431,0.00799672,0.18110090,0.81630556,2.11864277,0.53315051,0.53669048,1.81813044,0.00000000
-5.18959480,4.35459260,0.00787164,0.17730176,0.79925101,2.14068760,0.53380631,0.53725898,1.82242324,0.00000000
-5.18359180,4.38575410,0.00789037,0.17499719,0.78494530,2.16964606,0.53483084,0.54047508,1.83097537,0.00000000
-5.17758879,4.43015848,0.00805020,0.17395999,0.77326971,2.20498539,0.53606186,0.54623847,1.84349511,0.00000000
-5.17158579,4.48682169,0.00834852,0.17397182,0.76412626,2.24622564,0.53737149,0.55444277,1.85974702,0.00000000
-5.16558279,4.55485145,0.00878272,0.17482745,0.75743555,2.29292745,0.53866189,0.56497828,1.87954596,0.00000000
-5.15957979,4.63343015,0.00935000,0.17633872,0.75313446,2.34467836,0.53986004,0.57773475,1.90275024,0.00000000
-5.15357679,4.72179698,0.01004715,0.17833781,0.75117397,2.40107874,0.54091235,0.59260436,1.92925419,0.00000000
-5.14757379,4.81923069,0.01087036,0.18068000,0.75151722,2.46172848,0.54177922,0.60948457,1.95898092,0.00000000
-5.14157079,4.92503399,0.01181496,0.18324568,0.75413796,2.52621525,0.54242995,0.62828080,1.99187539,0.00000000
-5.13556778,5.03852011,0.01287526,0.18594161,0.75901924,2.59410480,0.54283831,0.64890854,2.02789795,0.00000000
-5.12956478,5.15900175,0.01404429,0.18870130,0.76615235,2.66493372,0.54297884,0.67129485,2.06701824,0.00000000
-5.12356178,5.28578205,0.01531370,0.19148453,0.77553570,2.73820473,0.54282405,0.69537892,2.10920934,0.00000000
-5.11755878,5.41814725,0.01667359,0.19427592,0.78717348,2.81338430,0.54234254,0.72111145,2.15444186,0.00000000
-5.11155578,5.55536035,0.01811247,0.19708263,0.80107377,2.88990252,0.54149797,0.74845297,2.20267769,0.00000000
-5.10555278,5.69665503,0.01961720,0.19993121,0.81724605,2.96715470,0.54024884,0.77737068,2.25386310,0.00000000
-5.09954977,5.84122935,0.02117306,0.20286365,0.83569769,3.04450444,0.53854894,0.80783409,2.30792104,0.00000000
-5.09354677,5.98823871,0.02276380,0.20593291,0.85642954,3.12128762,0.53634837,0.83980952,2.36474258,0.00000000
-5.08754377,6.13678801,0.02437182,0.20919791,0.87943048,3.19681728,0.53359496,0.87325350,2.42417751,0.00000000
-5.08154077,6.28592304,0.02597836,0.21271837,0.90467108,3.27038880,0.53023591,0.90810553,2.48602440,0.00000000
-5.07553777,6.43462173,0.02756374,0.21654959,0.93209659,3.34128552,0.52621964,0.94428047,2.55002057,0.00000000
-5.06953477,6.58178574,0.02910769,0.22073744,0.96161958,3.40878470,0.52149765,0.98166100,2.61583249,0.00000000
-5.06353177,6.72623367,0.03058968,0.22531384,0.99311261,3.47216378,0.51602626,1.02009054,2.68304733,0.00000000
-5.05752876,6.86669679,0.03198928,0.23029288,1.02640142,3.53070730,0.50976835,1.05936722,2.75116643,0.00000000
-5.05152576,7.00181853,0.03328659,0.23566779,1.06125911,3.58371438,0.50269480,1.09923927,2.81960140,0.00000000
-5.04552276,7.13015880,0.03446258,0.24140895,1.09740191,3.63050718,0.49478584,1.13940222,2.88767364,0.00000000
-5.03951976,7.25020417,0.03549956,0.24746295,1.13448677,3.67044028,0.48603210,1.17949838,2.95461778,0.00000000
-5.03351676,7.36038426,0.03638152,0.25375286,1.17211144,3.70291112,0.47643549,1.21911866,3.01958950,0.00000000
-5.02751376,7.45909492,0.03709452,0.26017962,1.20981705,3.72737152,0.46600979,1.25780706,3.08167788,0.00000000
-5.02151076,7.54472775,0.03762699,0.26662454,1.24709352,3.74333983,0.45478109,1.29506768,3.13992224,0.00000000
-5.01550775,7.61570558,0.03797000,0.27295276,1.28338760,3.75041387,0.44278790,1.33037418,3.19333309,0.00000000
-5.00950475,7.67052273,0.03811753,0.27901754,1.31811366,3.74828377,0.43008107,1.36318143,3.24091664,0.00000000
-5.00350175,7.70778862,0.03806656,0.28466508,1.35066657,3.73674468,0.41672356,1.39293892,3.28170197,0.00000000
-4.99749875,7.72627324,0.03781717,0.28973985,1.38043656,3.71570845,0.40278978,1.41910552,3.31476988,0.00000000
-4.99149575,7.72495219,0.03737258,0.29408994,1.40682526,3.68521396,0.38836498,1.44116485,3.33928223,0.00000000
-4.98549275,7.70304972,0.03673904,0.29757237,1.42926243,3.64543542,0.37354418,1.45864088,3.35451056,0.00000000
-4.97948974,7.66007740,0.03592567,0.30005803,1.44722266,3.59668818,0.35843110,1.47111282,3.35986269,0.00000000
-4.97348674,7.59586686,0.03494431,0.30143606,1.46024132,3.53943178,0.34313687,1.47822898,3.35490624,0.00000000
-4.96748374,7.51059500,0.03380918,0.30161756,1.46792915,3.47426968,0.32777857,1.47971876,3.33938799,0.00000000
-4.96148074,7.40480025,0.03253654,0.30053838,1.46998485,3.40194581,0.31247770,1.47540250,3.31324822,0.00000000
-4.95547774,7.27938925,0.03114434,0.29816099,1.46620520,3.32333778,0.29735863,1.46519858,3.27662949,0.00000000
-4.94947474,7.13563339,0.02965177,0.29447537,1.45649229,3.23944671,0.28254698,1.44912771,3.22987941,0.00000000
-4.94347174,6.97515508,0.02807883,0.28949891,1.44085762,3.15138422,0.26816793,1.42731415,3.17354740,0.00000000
-4.93746873,6.79990428,0.02644588,0.28327539,1.41942292,3.06035643,0.25434471,1.39998379,3.10837548,0.00000000
-4.93146573,6.61212569,0.02477321,0.27587313,1.39241768,2.96764569,0.24119695,1.36745941,3.03528347,0.00000000
-4.92546273,6.41431773,0.02308061,0.26738239,1.36017359,2.87459005,0.22883921,1.33015309,2.95534915,0.00000000
-4.91945973,6.20918426,0.02138699,0.25791228,1.32311606,2.78256107,0.21737945,1.28855634,2.86978404,0.00000000
-4.91345673,5.99958033,0.01971007,0.24758715,1.28175322,2.69294017,0.20691760,1.24322804,2.77990555,0.00000000
-4.90745373,5.78845325,0.01806603,0.23654285,1.23666277,2.60709379,0.19754414,1.19478099,2.68710632,0.00000000
-4.90145073,5.57878037,0.01646936,0.22492276,1.18847719,2.52634777,0.18933861,1.14386715,2.59282169,0.00000000
-4.89544772,5.37350479,0.01493264,0.21287401,1.13786782,2.45196119,0.18236829,1.09116240,2.49849598,0.00000000
-4.88944472,5.17547052,0.01346649,0.20054377,1.08552826,2.38509991,0.17668669,1.03735097,2.40554853,0.00000000
-4.88344172,4.98735834,0.01207952,0.18807591,1.03215770,2.32681030,0.17233220,0.98311017,2.31534031,0.00000000
-4.87743872,4.81162371,0.01077835,0.17560796,0.97844461,2.27799352,0.16932672,0.92909576,2.22914169,0.00000000
-4.87143572,4.65043832,0.00956771,0.16326858,0.92505122,2.23938094,0.16767438,0.87592832,2.14810234,0.00000000
-4.86543272,4.50563658,0.00845059,0.15117544,0.87259931,2.21151140,0.16736041,0.82418085,2.07322379,0.00000000
-4.85942971,4.37866863,0.00742839,0.13943368,0.82165760,2.19471102,0.16835023,0.77436798,2.00533539,0.00000000
-4.85342671,4.27056148,0.00650112,0.12813472,0.77273103,2.18907657,0.17058889,0.72693697,1.94507437,0.00000000
-4.84742371,4.18188980,0.00566767,0.11735570,0.72625224,2.19446330,0.17400080,0.68226062,1.89287056,0.00000000
-4.84142071,4.11275767,0.00492602,0.10715926,0.68257539,2.21047821,0.17849008,0.64063224,1.84893638,0.00000000
-4.83541771,4.06279285,0.00427350,0.09759376,0.64197247,2.23647977,0.18394141,0.60226278,1.81326261,0.00000000
-4.82941471,4.03115436,0.00370702,0.08869383,0.60463203,2.27158471,0.19022150,0.56728016,1.78562022,0.00000000
-4.82341171,4.01655411,0.00322333,0.08048125,0.57066051,2.31468267,0.19718129,0.53573070,1.76556865,0.00000000
-4.81740870,4.01729278,0.00281920,0.07296607,0.54008574,2.36445878,0.20465879,0.50758268,1.75247037,0.00000000
-4.81140570,4.03130947,0.00249165,0.06614788,0.51286277,2.41942420,0.21248259,0.48273188,1.74551167,0.00000000
-4.80540270,4.05624410,0.00223806,0.06001727,0.48888150,2.47795401,0.22047589,0.46100888,1.74372925,0.00000000
-4.79939970,4.08951086,0.00205637,0.05455732,0.46797593,2.53833153,0.22846106,0.44218792,1.74604173,0.00000000
-4.79339670,4.12838037,0.00194510,0.04974510,0.44993462,2.59879757,0.23626442,0.42599703,1.75128534,0.00000000
-4.78739370,4.17006754,0.00190347,0.04555319,0.43451196,2.65760299,0.24372119,0.41212912,1.75825237,0.00000000
-4.78139070,4.21182186,0.00193137,0.04195110,0.42143969,2.71306220,0.25068029,0.40025361,1.76573119,0.00000000
-4.77538769,4.25101624,0.00202934,0.03890648,0.41043843,2.76360552,0.25700884,0.39002818,1.77254607,0.00000000
-4.76938469,4.28523073,0.00219850,0.03638633,0.40122851,2.80782777,0.26259608,0.38111040,1.77759543,0.00000000
-4.76338169,4.31232723,0.00244046,0.03435786,0.39353987,2.84453098,0.26735655,0.37316854,1.77988665,0.00000000
-4.75737869,4.33051198,0.00275713,0.03278925,0.38712054,2.87275888,0.27123229,0.36589149,1.77856631,0.00000000
-4.75137569,4.33838282,0.00315055,0.03165009,0.38174353,2.89182161,0.27419397,0.35899725,1.77294418,0.00000000
-4.74537269,4.33495922,0.00362263,0.03091166,0.37721168,2.90130930,0.27624087,0.35223977,1.76251033,0.00000000
-4.73936968,4.31969378,0.00417496,0.03054694,0.37336058,2.90109395,0.27739955,0.34541396,1.74694439,0.00000000
-4.73336668,4.29246508,0.00480849,0.03053046,0.37005941,2.89131951,0.27772152,0.33835875,1.72611684,0.00000000
-4.72736368,4.25355254,0.00552324,0.03083790,0.36720981,2.87238095,0.27727970,0.33095817,1.70008244,0.00000000
-4.72136068,4.20359522,0.00631809,0.03144564,0.36474296,2.84489350,0.27616407,0.32314046,1.66906624,0.00000000
-4.71535768,4.14353713,0.00719045,0.03233014,0.36261522,2.80965407,0.27447666,0.31487551,1.63344327,0.00000000
-4.70935468,4.07456253,0.00813605,0.03346733,0.36080252,2.76759708,0.27232604,0.30617071,1.59371289,0.00000000
-4.70335168,3.99802501,0.00914877,0.03483199,0.35929418,2.71974734,0.26982186,0.29706564,1.55046948,0.00000000
-4.69734867,3.91537465,0.01022052,0.03639719,0.35808632,2.66717273,0.26706936,0.28762589,1.50437104,0.00000000
-4.69134567,3.82808739,0.01134115,0.03813388,0.35717555,2.61093940,0.26416458,0.27793632,1.45610733,0.00000000
-4.68534267,3.73760041,0.01249847,0.04001064,0.35655320,2.55207181,0.26119012,0.26809434,1.40636929,0.00000000
-4.67933967,3.64525699,0.01367842,0.04199357,0.35620055,2.49151990,0.25821200,0.25820328,1.35582117,0.00000000
-4.67333667,3.55226343,0.01486521,0.04404650,0.35608542,2.43013466,0.25527756,0.24836649,1.30507662,0.00000000
-4.66733367,3.45965985,0.01604166,0.04613138,0.35616018,2.36865332,0.25241464,0.23868210,1.25467981,0.00000000
-4.66133067,3.36830555,0.01718953,0.04820888,0.35636145,2.30769410,0.24963196,0.22923895,1.20509208,0.00000000
-4.65532766,3.27887886,0.01829005,0.05023929,0.35661134,2.24776040,0.24692071,0.22011360,1.15668440,0.00000000
-4.64932466,3.19189013,0.01932436,0.05218347,0.35682031,2.18925319,0.24425721,0.21136852,1.10973563,0.00000000
-4.64332166,3.10770604,0.02027410,0.05400404,0.35689116,2.13249020,0.24160640,0.20305146,1.06443597,0.00000000
