energy_ev,total_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.68184092,3.15902128,0.24873696,2.80322413,0.06919306,0.12961438,0.24076748,0.00060807
-5.67583792,3.21108308,0.25280337,2.84898510,0.06952064,0.13403120,0.24258224,0.00063116
-5.66983492,3.26927114,0.25739434,2.90029010,0.06977954,0.13878680,0.24488161,0.00065603
-5.66383192,3.33379038,0.26254324,2.95728648,0.07000307,0.14388714,0.24771378,0.00068264
-5.65782891,3.40476028,0.26826608,3.02005069,0.07022501,0.14933099,0.25111449,0.00071093
-5.65182591,3.48218978,0.27455925,3.08856740,0.07047815,0.15510862,0.25510452,0.00074085
-5.64582291,3.56595230,0.28139783,3.16270836,0.07079266,0.16120071,0.25968732,0.00077230
-5.63981991,3.65576245,0.28873446,3.24221251,0.07119474,0.16757736,0.26484719,0.00080516
-5.63381691,3.75115614,0.29649877,3.32666884,0.07170517,0.17419749,0.27054778,0.00083930
-5.62781391,3.85147577,0.30459771,3.41550329,0.07233826,0.18100853,0.27673133,0.00087452
-5.62181091,3.95586196,0.31291649,3.50797120,0.07310097,0.18794659,0.28331854,0.00091062
-5.61580790,4.06325305,0.32132049,3.60315623,0.07399231,0.19493696,0.29020928,0.00094735
-5.60980490,4.17239322,0.32965783,3.69997670,0.07500316,0.20189523,0.29728402,0.00098443
-5.60380190,4.28184970,0.33776278,3.79719956,0.07611641,0.20872875,0.30440619,0.00102155
-5.59779890,4.39003907,0.34545987,3.89346221,0.07730745,0.21533862,0.31142526,0.00105835
-5.59179590,4.49526205,0.35256858,3.98730169,0.07854505,0.22162199,0.31818055,0.00109447
-5.58579290,4.59574603,0.35890843,4.07719048,0.07979244,0.22747478,0.32450560,0.00112954
-5.57978989,4.68969372,0.36430447,4.16157766,0.08100880,0.23279456,0.33023307,0.00116316
-5.57378689,4.77533631,0.36859276,4.23893410,0.08215082,0.23748357,0.33519982,0.00119495
-5.56778389,4.85098896,0.37162583,4.30779982,0.08317443,0.24145179,0.33925216,0.00122454
-5.56178089,4.91510650,0.37327775,4.36683160,0.08403657,0.24461982,0.34225089,0.00125158
-5.55577789,4.96633691,0.37344876,4.41484893,0.08469696,0.24692167,0.34407605,0.00127577
-5.54977489,5.00357027,0.37206910,4.45087633,0.08511972,0.24830700,0.34463112,0.00129684
-5.54377189,5.02598106,0.36910195,4.47418011,0.08527482,0.24874311,0.34384643,0.00131459
-5.53776888,5.03306190,0.36454538,4.48429790,0.08513931,0.24821623,0.34168179,0.00132888
-5.53176588,5.02464706,0.35843308,4.48105976,0.08469828,0.24673229,0.33812806,0.00133963
-5.52576288,5.00092465,0.35083399,4.46459957,0.08394541,0.24431702,0.33320762,0.00134685
-5.51975988,4.96243682,0.34185063,4.43535626,0.08288334,0.24101541,0.32697380,0.00135062
-5.51375688,4.91006773,0.33161636,4.39406468,0.08152350,0.23689047,0.31950922,0.00135110
-5.50775388,4.84501970,0.32029155,4.34173617,0.07988577,0.23202149,0.31092307,0.00134853
-5.50175088,4.76877837,0.30805894,4.27962974,0.07799777,0.22650168,0.30134761,0.00134320
-5.49574787,4.68306828,0.29511818,4.20921478,0.07589387,0.22043543,0.29093382,0.00133548
-5.48974487,4.58980048,0.28167999,4.13212684,0.07361401,0.21393522,0.27984658,0.00132578
-5.48374187,4.49101447,0.26796003,4.05011816,0.07120234,0.20711838,0.26825953,0.00131455
-5.47773887,4.38881658,0.25417276,3.96500492,0.06870577,0.20010368,0.25634973,0.00130228
-5.47173587,4.28531744,0.24052562,3.87861339,0.06617251,0.19300810,0.24429244,0.00128944
-5.46573287,4.18257085,0.22721354,3.79272697,0.06365052,0.18594367,0.23225628,0.00127655
-5.45972986,4.08251655,0.21441422,3.70903619,0.06118620,0.17901473,0.22039873,0.00126408
-5.45372686,3.98692893,0.20228419,3.62909374,0.05882306,0.17231547,0.20886237,0.00125248
-5.44772386,3.89737359,0.19095571,3.55427583,0.05660060,0.16592803,0.19777181,0.00124216
-5.44172086,3.81517317,0.18053483,3.48575154,0.05455342,0.15992107,0.18723150,0.00123350
-5.43571786,3.74138342,0.17110028,3.42446081,0.05271047,0.15434892,0.17732432,0.00122681
-5.42971486,3.67678000,0.16270346,3.37110169,0.05109459,0.14925132,0.16811110,0.00122235
-5.42371186,3.62185601,0.15536932,3.32612689,0.04972218,0.14465363,0.15963092,0.00122029
-5.41770885,3.57682969,0.14909803,3.28974929,0.04860321,0.14056756,0.15190216,0.00122077
-5.41170585,3.54166141,0.14386735,3.26195551,0.04774124,0.13699238,0.14492415,0.00122386
-5.40570285,3.51607860,0.13963557,3.24252671,0.04713380,0.13391639,0.13867941,0.00122955
-5.39969985,3.49960700,0.13634474,3.23106498,0.04677277,0.13131876,0.13313615,0.00123778
-5.39369685,3.49160653,0.13392419,3.22702402,0.04664492,0.12917143,0.12825108,0.00124846
-5.38769385,3.49130979,0.13229407,3.22974234,0.04673256,0.12744118,0.12397235,0.00126143
-5.38169085,3.49786149,0.13136880,3.23847754,0.04701418,0.12609162,0.12024232,0.00127651
-5.37568784,3.51035699,0.13106028,3.25243995,0.04746518,0.12508514,0.11700036,0.00129347
-5.36968484,3.52787853,0.13128085,3.27082458,0.04805858,0.12438463,0.11418526,0.00131208
-5.36368184,3.54952788,0.13194579,3.29283994,0.04876573,0.12395500,0.11173745,0.00133206
-5.35767884,3.57445451,0.13297542,3.31773321,0.04955695,0.12376450,0.10960072,0.00135316
-5.35167584,3.60187863,0.13429671,3.34481098,0.05040224,0.12378562,0.10772371,0.00137508
-5.34567284,3.63110885,0.13584444,3.37345536,0.05127183,0.12399580,0.10606083,0.00139756
-5.33966983,3.66155455,0.13756194,3.40313539,0.05213678,0.12437783,0.10457295,0.00142030
-5.33366683,3.69273309,0.13940141,3.43341409,0.05296952,0.12491993,0.10322763,0.00144304
-5.32766383,3.72427236,0.14132393,3.46395124,0.05374430,0.12561560,0.10199905,0.00146554
-5.32166083,3.75590936,0.14329921,3.49450268,0.05443769,0.12646334,0.10086769,0.00148754
-5.31565783,3.78748527,0.14530508,3.52491643,0.05502896,0.12746609,0.09981981,0.00150884
-5.30965483,3.81893781,0.14732691,3.55512632,0.05550044,0.12863061,0.09884668,0.00152925
-5.30365183,3.85029151,0.14935699,3.58514362,0.05583793,0.12996677,0.09794383,0.00154863
-5.29764882,3.88164638,0.15139378,3.61504721,0.05603089,0.13148681,0.09711014,0.00156687
-5.29164582,3.91316548,0.15344134,3.64497249,0.05607273,0.13320452,0.09634694,0.00158390
-5.28564282,3.94506177,0.15550872,3.67509968,0.05596096,0.13513457,0.09565719,0.00159970
-5.27963982,3.97758449,0.15760944,3.70564144,0.05569732,0.13729173,0.09504468,0.00161430
-5.27363682,4.01100528,0.15976107,3.73683018,0.05528776,0.13969023,0.09451326,0.00162778
-5.26763382,4.04560415,0.16198480,3.76890516,0.05474243,0.14234318,0.09406632,0.00164028
-5.26163082,4.08165547,0.16430512,3.80209952,0.05407549,0.14526199,0.09370622,0.00165196
-5.25562781,4.11941404,0.16674936,3.83662732,0.05330491,0.14845591,0.09343396,0.00166307
-5.24962481,4.15910135,0.16934726,3.87267088,0.05245206,0.15193159,0.09324892,0.00167384
-5.24362181,4.20089222,0.17213036,3.91036840,0.05154137,0.15569265,0.09314875,0.00168457
-5.23761881,4.24490209,0.17513123,3.94980237,0.05059970,0.15973935,0.09312933,0.00169555
-5.23161581,4.29117501,0.17838258,3.99098872,0.04965584,0.16406822,0.09318486,0.00170709
-5.22561281,4.33967281,0.18191601,4.03386727,0.04873974,0.16867171,0.09330800,0.00171950
-5.21960980,4.39026572,0.18576067,4.07829363,0.04788186,0.17353785,0.09349015,0.00173303
-5.21360680,4.44272464,0.18994169,4.12403295,0.04711233,0.17864997,0.09372166,0.00174793
-5.20760380,4.49671558,0.19447833,4.17075574,0.04646018,0.18398632,0.09399212,0.00176438
-5.20160080,4.55179639,0.19938222,4.21803606,0.04595255,0.18951980,0.09429070,0.00178250
-5.19559780,4.60741621,0.20465541,4.26535227,0.04561387,0.19521774,0.09460636,0.00180234
-5.18959480,4.66291771,0.21028861,4.31209051,0.04546511,0.20104163,0.09492808,0.00182388
-5.18359180,4.71754237,0.21625956,4.35755092,0.04552307,0.20694706,0.09524508,0.00184698
-5.17758879,4.77043895,0.22253174,4.40095674,0.04579975,0.21288370,0.09554683,0.00187144
-5.17158579,4.82067499,0.22905350,4.44146603,0.04630178,0.21879545,0.09582319,0.00189694
-5.16558279,4.86725146,0.23575774,4.47818610,0.04703003,0.22462075,0.09606430,0.00192311
-5.15957979,4.90912040,0.24256214,4.51019030,0.04797931,0.23029315,0.09626052,0.00194947
-5.15357679,4.94520526,0.24937019,4.53653689,0.04913815,0.23574201,0.09640227,0.00197548
-5.14757379,4.97442370,0.25607278,4.55628985,0.05048893,0.24089358,0.09647989,0.00200054
-5.14157079,4.99571252,0.26255058,4.56854097,0.05200796,0.24567223,0.09648347,0.00202403
-5.13556778,5.00805407,0.26867705,4.57243302,0.05366594,0.25000196,0.09640271,0.00204528
-5.12956478,5.01050377,0.27432195,4.56718332,0.05542849,0.25380817,0.09622681,0.00206364
-5.12356178,5.00221784,0.27935535,4.55210719,0.05725693,0.25701957,0.09594447,0.00207849
-5.11755878,4.98248065,0.28365187,4.52664064,0.05910915,0.25957025,0.09554393,0.00208923
-5.11155578,4.95073079,0.28709496,4.49036165,0.06094078,0.26140186,0.09501320,0.00209534
-5.10555278,4.90658488,0.28958118,4.44300930,0.06270633,0.26246570,0.09434024,0.00209639
-5.09954977,4.84985829,0.29102407,4.38449992,0.06436051,0.26272481,0.09351342,0.00209204
-5.09354677,4.78058180,0.29135756,4.31493983,0.06585962,0.26215578,0.09252193,0.00208208
-5.08754377,4.69901339,0.29053878,4.23463361,0.06716288,0.26075036,0.09135628,0.00206643
-5.08154077,4.60564435,0.28854993,4.14408770,0.06823376,0.25851664,0.09000890,0.00204513
-5.07553777,4.50119909,0.28539941,4.04400856,0.06904116,0.25547984,0.08847464,0.00201840
-5.06953477,4.38662834,0.28112184,3.93529541,0.06956053,0.25168251,0.08675133,0.00198655
-5.06353177,4.26309551,0.27577727,3.81902708,0.06977469,0.24718429,0.08484013,0.00195008
-5.05752876,4.13195636,0.26944936,3.69644342,0.06967443,0.24206103,0.08274596,0.00190956
-5.05152576,3.99473230,0.26224279,3.56892141,0.06925894,0.23640336,0.08047761,0.00186571
-5.04552276,3.85307812,0.25427994,3.43794666,0.06853580,0.23031476,0.07804782,0.00181930
-5.03951976,3.70874497,0.24569705,3.30508102,0.06752074,0.22390917,0.07547316,0.00177121
-5.03351676,3.56353984,0.23663998,3.17192726,0.06623716,0.21730818,0.07277371,0.00172233
-5.02751376,3.41928287,0.22725987,3.04009212,0.06471530,0.21063794,0.06997268,0.00167359
-5.02151076,3.27776384,0.21770874,2.91114871,0.06299118,0.20402594,0.06709582,0.00162590
-5.01550775,3.14069954,0.20813535,2.78659965,0.06110540,0.19759766,0.06417075,0.00158015
-5.00950475,3.00969323,0.19868135,2.66784229,0.05910172,0.19147335,0.06122620,0.00153717
-5.00350175,2.88619773,0.18947798,2.55613684,0.05702563,0.18576489,0.05829130,0.00149770
-4.99749875,2.77148320,0.18064337,2.45257881,0.05492284,0.18057299,0.05539476,0.00146242
-4.99149575,2.66661068,0.17228035,2.35807623,0.05283784,0.17598475,0.05256413,0.00143185
-4.98549275,2.57241193,0.16447513,2.27333255,0.05081252,0.17207157,0.04982518,0.00140644
-4.97948974,2.48947611,0.15729645,2.19883534,0.04888500,0.16888767,0.04720127,0.00138648
-4.97348674,2.41814349,0.15079546,2.13485117,0.04708857,0.16646896,0.04471292,0.00137213
-4.96748374,2.35850586,0.14500612,2.08142635,0.04545092,0.16483256,0.04237747,0.00136343
-4.96148074,2.31041353,0.13994600,2.03839349,0.04399362,0.16397674,0.04020883,0.00136028
-4.95547774,2.27348818,0.13561760,2.00538311,0.04273182,0.16388141,0.03821740,0.00136245
-4.94947474,2.24714103,0.13200976,1.98184007,0.04167427,0.16450901,0.03641009,0.00136962
-4.94347174,2.23059530,0.12909939,1.96704378,0.04082355,0.16580579,0.03479046,0.00138135
-4.93746873,2.22291240,0.12685322,1.96013165,0.04017656,0.16770353,0.03335887,0.00139713
-4.93146573,2.22302064,0.12522958,1.96012500,0.03972524,0.17012141,0.03211280,0.00141635
-4.92546273,2.22974594,0.12418018,1.96595657,0.03945736,0.17296828,0.03104716,0.00143839
-4.91945973,2.24184342,0.12365173,1.97649896,0.03935758,0.17614494,0.03015467,0.00146255
-4.91345673,2.25802929,0.12358753,1.99059330,0.03940845,0.17954667,0.02942622,0.00148813
-4.90745373,2.27701229,0.12392890,2.00707753,0.03959151,0.18306571,0.02885127,0.00151444
-4.90145073,2.29752397,0.12461646,2.02481358,0.03988832,0.18659384,0.02841825,0.00154078
-4.89544772,2.31834737,0.12559135,2.04271309,0.04028146,0.19002485,0.02811491,0.00156649
-4.88944472,2.33834331,0.12679628,2.05976097,0.04075538,0.19325691,0.02792871,0.00159098
-4.88344172,2.35647415,0.12817649,2.07503652,0.04129703,0.19619480,0.02784710,0.00161367
-4.87743872,2.37182417,0.12968059,2.08773157,0.04189643,0.19875194,0.02785784,0.00163408
-4.87143572,2.38361658,0.13126135,2.09716540,0.04254689,0.20085216,0.02794923,0.00165180
-4.86543272,2.39122649,0.13287634,2.10279599,0.04324508,0.20243121,0.02811033,0.00166651
-4.85942971,2.39418983,0.13448845,2.10422765,0.04399080,0.20343788,0.02833112,0.00167795
-4.85342671,2.39220790,0.13606634,2.10121454,0.04478665,0.20383485,0.02860259,0.00168599
-4.84742371,2.38514764,0.13758473,2.09366038,0.04563737,0.20359917,0.02891682,0.00169054
-4.84142071,2.37303752,0.13902457,2.08161426,0.04654910,0.20272230,0.02926695,0.00169161
-4.83541771,2.35605945,0.14037304,2.06526279,0.04752851,0.20120984,0.02964720,0.00168930
-4.82941471,2.33453696,0.14162345,2.04491898,0.04858190,0.19908095,0.03005273,0.00168375
-4.82341171,2.30892015,0.14277494,2.02100827,0.04971423,0.19636736,0.03047957,0.00167516
-4.81740870,2.27976807,0.14383215,1.99405225,0.05092824,0.19311220,0.03092444,0.00166379
-4.81140570,2.24772930,0.14480469,1.96465085,0.05222373,0.18936859,0.03138462,0.00164992
-4.80540270,2.21352128,0.14570661,1.93346351,0.05359689,0.18519801,0.03185779,0.00163383
-4.79939970,2.17790958,0.14655578,1.90119025,0.05504000,0.18066869,0.03234189,0.00161585
-4.79339670,2.14168749,0.14737331,1.86855315,0.05654118,0.17585384,0.03283497,0.00159629
-4.78739370,2.10565694,0.14818292,1.83627906,0.05808460,0.17082998,0.03333512,0.00157546
-4.78139070,2.07061117,0.14901045,1.80508388,0.05965077,0.16567536,0.03384044,0.00155363
-4.77538769,2.03731969,0.14988333,1.77565894,0.06121722,0.16046842,0.03434898,0.00153110
-4.76938469,2.00651576,0.15083020,1.74865961,0.06275934,0.15528654,0.03485884,0.00150811
-4.76338169,1.97888646,0.15188057,1.72469635,0.06425138,0.15020481,0.03536819,0.00148491
-4.75737869,1.95506535,0.15306452,1.70432800,0.06566768,0.14529514,0.03587542,0.00146172
-4.75137569,1.93562730,0.15441248,1.68805708,0.06698382,0.14062543,0.03637929,0.00143877
-4.74537269,1.92108527,0.15595493,1.67632685,0.06817792,0.13625900,0.03687902,0.00141625
-4.73936968,1.91188845,0.15772215,1.66951962,0.06923180,0.13225416,0.03737449,0.00139437
-4.73336668,1.90842124,0.15974385,1.66795591,0.07013201,0.12866383,0.03786633,0.00137336
-4.72736368,1.91100265,0.16204872,1.67189394,0.07087073,0.12553538,0.03835603,0.00135341
-4.72136068,1.91988553,0.16466386,1.68152910,0.07144640,0.12291045,0.03884598,0.00133476
-4.71535768,1.93525538,0.16761404,1.69699311,0.07186410,0.12082489,0.03933946,0.00131764
-4.70935468,1.95722849,0.17092091,1.71835263,0.07213569,0.11930866,0.03984064,0.00130229
-4.70335168,1.98584938,0.17460208,1.74560727,0.07227964,0.11838580,0.04035438,0.00128895
-4.69734867,2.02108752,0.17867003,1.77868711,0.07232055,0.11807441,0.04088618,0.00127788
-4.69134567,2.06283380,0.18313119,1.81744996,0.07228855,0.11838660,0.04144191,0.00126930
-4.68534267,2.11089681,0.18798486,1.86167858,0.07221834,0.11932853,0.04202762,0.00126344
-4.67933967,2.16499973,0.19322239,1.91107845,0.07214816,0.12090041,0.04264931,0.00126048
-4.67333667,2.22477808,0.19882641,1.96527636,0.07211855,0.12309656,0.04331266,0.00126058
-4.66733367,2.28977890,0.20477039,2.02382029,0.07217115,0.12590555,0.04402289,0.00126386
-4.66133067,2.35946190,0.21101840,2.08618116,0.07234733,0.12931039,0.04478446,0.00127038
-4.65532766,2.43320285,0.21752523,2.15175655,0.07268691,0.13328876,0.04560100,0.00128014
-4.64932466,2.51029949,0.22423687,2.21987671,0.07322691,0.13781341,0.04647515,0.00129308
-4.64332166,2.58998009,0.23109130,2.28981301,0.07400039,0.14285251,0.04740850,0.00130906
-4.63731866,2.67141450,0.23801960,2.36078870,0.07503537,0.14837024,0.04840153,0.00132788
-4.63131566,2.75372769,0.24494741,2.43199174,0.07635392,0.15432729,0.04945366,0.00134929
-4.62531266,2.83601508,0.25179653,2.50258950,0.07797134,0.16068154,0.05056322,0.00137293
-4.61930965,2.91735953,0.25848677,2.57174478,0.07989558,0.16738873,0.05172754,0.00139842
-4.61330665,2.99684920,0.26493783,2.63863265,0.08212672,0.17440316,0.05294298,0.00142532
-4.60730365,3.07359564,0.27107125,2.70245746,0.08465678,0.18167842,0.05420498,0.00145313
-4.60130065,3.14675155,0.27681220,2.76246946,0.08746954,0.18916803,0.05550811,0.00148133
-4.59529765,3.21552744,0.28209125,2.81798035,0.09054072,0.19682615,0.05684609,0.00150937
-4.58929465,3.27920670,0.28684584,2.86837711,0.09383825,0.20460814,0.05821180,0.00153671
-4.58329165,3.33715839,0.29102156,2.91313375,0.09732280,0.21247103,0.05959730,0.00156279
-4.57728864,3.38884744,0.29457312,2.95182030,0.10094853,0.22037395,0.06099379,0.00158707
-4.57128564,3.43384188,0.29746508,2.98410892,0.10466404,0.22827837,0.06239168,0.00160903
-4.56528264,3.47181687,0.29967223,3.00977677,0.10841351,0.23614822,0.06378054,0.00162820
-4.55927964,3.50255553,0.30117975,3.02870566,0.11213809,0.24394988,0.06514922,0.00164416
-4.55327664,3.52594661,0.30198314,3.04087844,0.11577739,0.25165195,0.06648594,0.00165653
-4.54727364,3.54197925,0.30208790,3.04637242,0.11927119,0.25922500,0.06777844,0.00166501
-4.54127064,3.55073500,0.30150909,3.04535012,0.12256123,0.26664106,0.06901426,0.00166937
-4.53526763,3.55237781,0.30027079,3.03804777,0.12559300,0.27387311,0.07018103,0.00166945
-4.52926463,3.54714222,0.29840545,3.02476209,0.12831762,0.28089444,0.07126688,0.00166520
-4.52326163,3.53532059,0.29595325,3.00583606,0.13069359,0.28767806,0.07226085,0.00165661
-4.51725863,3.51724976,0.29296141,2.98164420,0.13268842,0.29419608,0.07315346,0.00164378
-4.51125563,3.49329801,0.28948355,2.95257821,0.13428008,0.30041922,0.07393720,0.00162690
-4.50525263,3.46385277,0.28557904,2.91903357,0.13545815,0.30631649,0.07460709,0.00160623
-4.49924962,3.42930970,0.28131237,2.88139762,0.13622462,0.31185508,0.07516121,0.00158209
-4.49324662,3.39006354,0.27675251,2.84003986,0.13659439,0.31700039,0.07560113,0.00155489
-4.48724362,3.34650125,0.27197227,2.79530475,0.13659525,0.32171654,0.07593225,0.00152507
-4.48124062,3.29899746,0.26704758,2.74750725,0.13626746,0.32596695,0.07616409,0.00149315
-4.47523762,3.24791240,0.26205674,2.69693143,0.13566287,0.32971537,0.07631031,0.00145967
-4.46923462,3.19359220,0.25707955,2.64383181,0.13484361,0.33292705,0.07638862,0.00142519
-4.46323162,3.13637134,0.25219635,2.58843746,0.13388035,0.33557016,0.07642046,0.00139029
-4.45722861,3.07657684,0.24748689,2.53095832,0.13285019,0.33761726,0.07643053,0.00135555
-4.45122561,3.01453367,0.24302918,2.47159333,0.13183427,0.33904683,0.07644604,0.00132155
-4.44522261,2.95057089,0.23889811,2.41053968,0.13091516,0.33984473,0.07649591,0.00128885
-4.43921961,2.88502784,0.23516410,2.34800254,0.13017412,0.34000546,0.07660967,0.00125794
-4.43321661,2.81825982,0.23189168,2.28420456,0.12968836,0.33953310,0.07681642,0.00122932
-4.42721361,2.75064262,0.22913801,2.21939441,0.12952837,0.33844197,0.07714358,0.00120340
-4.42121061,2.68257557,0.22695159,2.15385379,0.12975542,0.33675679,0.07761576,0.00118053
-4.41520760,2.61448255,0.22537101,2.08790234,0.13041941,0.33451243,0.07825360,0.00116102
-4.40920460,2.54681093,0.22442389,2.02190010,0.13155708,0.33175318,0.07907277,0.00114508
-4.40320160,2.48002826,0.22412617,1.95624724,0.13319065,0.32853159,0.08008313,0.00113285
-4.39719860,2.41461678,0.22448158,1.89138095,0.13532701,0.32490692,0.08128808,0.00112441
-4.39119560,2.35106607,0.22548151,1.82776975,0.13795751,0.32094330,0.08268419,0.00111975
-4.38519260,2.28986410,0.22710527,1.76590518,0.14105819,0.31670768,0.08426112,0.00111879
-4.37918959,2.23148713,0.22932068,1.70629152,0.14459072,0.31226773,0.08600177,0.00112137
-4.37318659,2.17638900,0.23208502,1.64943387,0.14850376,0.30768972,0.08788280,0.00112728
-4.36718359,2.12499029,0.23534628,1.59582513,0.15273480,0.30303657,0.08987537,0.00113625
-4.36118059,2.07766783,0.23904471,1.54593265,0.15721234,0.29836610,0.09194606,0.00114796
-4.35517759,2.03474511,0.24311450,1.50018495,0.16185838,0.29372960,0.09405808,0.00116206
-4.34917459,1.99648389,0.24748560,1.45895926,0.16659101,0.28917075,0.09617254,0.00117815
-4.34317159,1.96307747,0.25208548,1.42257035,0.17132707,0.28472488,0.09824977,0.00119583
-4.33716858,1.93464567,0.25684085,1.39126115,0.17598466,0.28041863,0.10025068,0.00121469
-4.33116558,1.91123181,0.26167920,1.36519554,0.18048545,0.27626990,0.10213801,0.00123431
-4.32516258,1.89280178,0.26653007,1.34445360,0.18475674,0.27228814,0.10387748,0.00125428
-4.31915958,1.87924501,0.27132604,1.32902952,0.18873299,0.26847482,0.10543872,0.00127421
-4.31315658,1.87037753,0.27600337,1.31883223,0.19235706,0.26482414,0.10679605,0.00129372
-4.30715358,1.86594686,0.28050236,1.31368875,0.19558086,0.26132371,0.10792892,0.00131245
