energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-2.90845423,2.08088763,2.07972915,1.15258359,0.00054557,0.14282156,0.37317854,0.18114213,0.51441319,0.00000000
-2.90245123,2.10303552,2.07247645,1.17104022,0.00055280,0.14925981,0.35860899,0.18429352,0.52338032,0.00000000
-2.89644822,2.13182310,2.07189541,1.19232692,0.00056235,0.15622621,0.34533619,0.18817886,0.53432180,0.00000000
-2.89044522,2.16698681,2.07767405,1.21614034,0.00057398,0.16364702,0.33353583,0.19277821,0.54737393,0.00000000
-2.88444222,2.20807146,2.08930153,1.24208733,0.00058742,0.17143044,0.32334994,0.19805104,0.56262969,0.00000000
-2.87843922,2.25444125,2.10609003,1.26969563,0.00060240,0.17946799,0.31488472,0.20393684,0.58013285,0.00000000
-2.87243622,2.30529605,2.12720141,1.29842681,0.00061863,0.18763656,0.30820903,0.21035617,0.59987315,0.00000000
-2.86643322,2.35969220,2.15167728,1.32769118,0.00063583,0.19580113,0.30335376,0.21721245,0.62178281,0.00000000
-2.86043022,2.41656695,2.17847129,1.35686394,0.00065373,0.20381796,0.30031190,0.22439407,0.64573456,0.00000000
-2.85442721,2.47476574,2.20648220,1.38530193,0.00067209,0.21153833,0.29903935,0.23177703,0.67154109,0.00000000
-2.84842421,2.53307116,2.23458653,1.41236059,0.00069067,0.21881252,0.29945646,0.23922785,0.69895614,0.00000000
-2.84242121,2.59023259,2.26166965,1.43741020,0.00070929,0.22549399,0.30145007,0.24660671,0.72767708,0.00000000
-2.83641821,2.64499570,2.28665420,1.45985120,0.00072777,0.23144350,0.30487622,0.25377072,0.75734906,0.00000000
-2.83041521,2.69613067,2.30852520,1.47912785,0.00074595,0.23653316,0.30956330,0.26057720,0.78757058,0.00000000
-2.82441221,2.74245850,2.32635114,1.49474001,0.00076370,0.24065002,0.31531563,0.26688683,0.81790037,0.00000000
-2.81840920,2.78287476,2.33930078,1.50625271,0.00078087,0.24369929,0.32191737,0.27256674,0.84786556,0.00000000
-2.81240620,2.81637027,2.34665564,1.51330336,0.00079733,0.24560685,0.32913683,0.27749323,0.87697072,0.00000000
-2.80640320,2.84204836,2.34781820,1.51560660,0.00081293,0.24632112,0.33673089,0.28155431,0.90470793,0.00000000
-2.80040020,2.85913879,2.34231619,1.51295682,0.00082752,0.24581416,0.34444967,0.28465179,0.93056738,0.00000000
-2.79439720,2.86700812,2.32980351,1.50522855,0.00084091,0.24408192,0.35204136,0.28670310,0.95404839,0.00000000
-2.78839420,2.86516690,2.31005825,1.49237498,0.00085289,0.24114375,0.35925699,0.28764259,0.97467056,0.00000000
-2.78239120,2.85327377,2.28297854,1.47442495,0.00086324,0.23704119,0.36585526,0.28742257,0.99198491,0.00000000
-2.77638819,2.83113697,2.24857678,1.45147868,0.00087169,0.23183609,0.37160735,0.28601384,1.00558449,0.00000000
-2.77038519,2.79871347,2.20697289,1.42370264,0.00087800,0.22560818,0.37630141,0.28340594,1.01511440,0.00000000
-2.76438219,2.75610609,2.15838699,1.39132393,0.00088187,0.21845225,0.37974688,0.27960697,1.02028085,0.00000000
-2.75837919,2.70355900,2.10313194,1.35462437,0.00088304,0.21047503,0.38177850,0.27464314,1.02085895,0.00000000
-2.75237619,2.64145166,2.04160598,1.31393466,0.00088125,0.20179194,0.38225971,0.26855789,1.01669905,0.00000000
-2.74637319,2.57029160,1.97428551,1.26962868,0.00087626,0.19252383,0.38108559,0.26141090,1.00773130,0.00000000
-2.74037019,2.49070593,1.90171812,1.22211807,0.00086789,0.18279385,0.37818513,0.25327665,0.99396839,0.00000000
-2.73436718,2.40343178,1.82451562,1.17184722,0.00085599,0.17272455,0.37352263,0.24424286,0.97550618,0.00000000
-2.72836418,2.30930565,1.74334712,1.11928852,0.00084049,0.16243521,0.36709840,0.23440868,0.95252225,0.00000000
-2.72236118,2.20925157,1.65893170,1.06493796,0.00082138,0.15203966,0.35894842,0.22388273,0.92527229,0.00000000
-2.71635818,2.10426827,1.57203075,1.00931085,0.00079871,0.14164437,0.34914322,0.21278093,0.89408451,0.00000000
-2.71035518,1.99541512,1.48343967,0.95293772,0.00077265,0.13134704,0.33778574,0.20122430,0.85935208,0.00000000
-2.70435218,1.88379722,1.39397887,0.89636017,0.00074340,0.12123555,0.32500838,0.18933665,0.82152390,0.00000000
-2.69834917,1.77054956,1.30448409,0.84012664,0.00071126,0.11138730,0.31096926,0.17724229,0.78109397,0.00000000
-2.69234617,1.65682059,1.21579611,0.78478808,0.00067660,0.10186893,0.29584783,0.16506374,0.73858976,0.00000000
-2.68634317,1.54375537,1.12874997,0.73089333,0.00063981,0.09273625,0.27983991,0.15291958,0.69455977,0.00000000
-2.68034017,1.43247877,1.04416386,0.67898437,0.00060135,0.08403454,0.26315239,0.14092241,0.64956098,0.00000000
-2.67433717,1.32407897,0.96282801,0.62959125,0.00056170,0.07579895,0.24599787,0.12917699,0.60414631,0.00000000
-2.66833417,1.21959159,0.88549387,0.58322693,0.00052135,0.06805512,0.22858915,0.11777868,0.55885271,0.00000000
-2.66233117,1.11998496,0.81286363,0.54038177,0.00048080,0.06081987,0.21113408,0.10681213,0.51419018,0.00000000
-2.65632816,1.02614671,0.74558061,0.50151797,0.00044052,0.05410199,0.19383074,0.09635025,0.47063189,0.00000000
-2.65032516,0.93887192,0.68422042,0.46706381,0.00040095,0.04790308,0.17686319,0.08645356,0.42860596,0.00000000
-2.64432216,0.85885311,0.62928320,0.43740776,0.00036251,0.04221836,0.16039785,0.07716987,0.38848879,0.00000000
-2.63831916,0.78667208,0.58118693,0.41289246,0.00032556,0.03703752,0.14458071,0.06853425,0.35060023,0.00000000
-2.63231616,0.72279366,0.54026183,0.39380864,0.00029039,0.03234555,0.12953531,0.06056935,0.31520048,0.00000000
-2.62631316,0.66756125,0.50674577,0.38038897,0.00025726,0.02812351,0.11536157,0.05328596,0.28248889,0.00000000
-2.62031016,0.62119419,0.48078070,0.37280190,0.00022635,0.02434928,0.10213538,0.04668391,0.25260424,0.00000000
-2.61430715,0.58378673,0.46241003,0.37114566,0.00019779,0.02099830,0.08990903,0.04075304,0.22562667,0.00000000
-2.60830415,0.55530843,0.45157687,0.37544245,0.00017165,0.01804417,0.07871224,0.03547439,0.20158077,0.00000000
-2.60230115,0.53560603,0.44812311,0.38563314,0.00014794,0.01545932,0.06855379,0.03082155,0.18043982,0.00000000
-2.59629815,0.52440655,0.45178956,0.40157264,0.00012664,0.01321552,0.05942360,0.02676194,0.16213083,0.00000000
-2.59029515,0.52132177,0.46221697,0.42302632,0.00010769,0.01128438,0.05129510,0.02325819,0.14654012,0.00000000
-2.58429215,0.52585395,0.47894836,0.44966775,0.00009098,0.00963783,0.04412787,0.02026947,0.13351931,0.00000000
-2.57828914,0.53740297,0.50143279,0.48107828,0.00007639,0.00824847,0.03787029,0.01775272,0.12289148,0.00000000
-2.57228614,0.55527507,0.52903074,0.51674864,0.00006377,0.00708992,0.03246224,0.01566388,0.11445731,0.00000000
-2.56628314,0.57869316,0.56102142,0.55608309,0.00005299,0.00613709,0.02783766,0.01395887,0.10800107,0.00000000
-2.56028014,0.60680907,0.59661228,0.59840629,0.00004387,0.00536639,0.02392691,0.01259459,0.10329638,0.00000000
-2.55427714,0.63871755,0.63495074,0.64297314,0.00003627,0.00475593,0.02065896,0.01152972,0.10011167,0.00000000
-2.54827414,0.67347231,0.67513829,0.68898163,0.00003004,0.00428567,0.01796324,0.01072537,0.09821516,0.00000000
-2.54227114,0.71010377,0.71624686,0.73558861,0.00002505,0.00393745,0.01577130,0.01014570,0.09737957,0.00000000
-2.53626813,0.74763854,0.75733725,0.78192818,0.00002115,0.00369510,0.01401808,0.00975831,0.09738627,0.00000000
-2.53026513,0.78512002,0.79747919,0.82713240,0.00001826,0.00354444,0.01264300,0.00953460,0.09802903,0.00000000
-2.52426213,0.82162981,0.83577262,0.87035345,0.00001626,0.00347330,0.01159075,0.00944999,0.09911729,0.00000000
-2.51825913,0.85630929,0.87136935,0.91078672,0.00001509,0.00347146,0.01081183,0.00948406,0.10047894,0.00000000
-2.51225613,0.88838047,0.90349448,0.94769382,0.00001469,0.00353063,0.01026297,0.00962060,0.10196260,0.00000000
-2.50625313,0.91716554,0.93146660,0.98042445,0.00001501,0.00364438,0.00990727,0.00984754,0.10343941,0.00000000
-2.50025013,0.94210401,0.95471592,1.00843636,0.00001602,0.00380803,0.00971430,0.01015686,0.10480419,0.00000000
-2.49424712,0.96276689,0.97279952,1.03131211,0.00001772,0.00401859,0.00965999,0.01054439,0.10597613,0.00000000
-2.48824412,0.97886699,0.98541290,1.04877208,0.00002009,0.00427457,0.00972653,0.01100955,0.10689885,0.00000000
-2.48224112,0.99026478,0.99239714,1.06068272,0.00002315,0.00457591,0.00990207,0.01155498,0.10753985,0.00000000
-2.47623812,0.99696940,0.99374139,1.06705967,0.00002691,0.00492375,0.01018049,0.01218616,0.10788945,0.00000000
-2.47023512,0.99913456,0.98958025,1.06806542,0.00003139,0.00532029,0.01056097,0.01291094,0.10795910,0.00000000
-2.46423212,0.99704939,0.98018619,1.06400144,0.00003662,0.00576857,0.01104762,0.01373901,0.10777919,0.00000000
-2.45822911,0.99112451,0.96595718,1.05529515,0.00004262,0.00627224,0.01164903,0.01468135,0.10739648,0.00000000
-2.45222611,0.98187375,0.94740007,1.04248210,0.00004941,0.00683533,0.01237775,0.01574959,0.10687098,0.00000000
-2.44622311,0.96989237,0.92511045,1.02618426,0.00005701,0.00746200,0.01324972,0.01695545,0.10627275,0.00000000
-2.44022011,0.95583260,0.89974973,1.00708533,0.00006542,0.00815627,0.01428364,0.01831002,0.10567834,0.00000000
-2.43421711,0.94037757,0.87202066,0.98590422,0.00007465,0.00892177,0.01550034,0.01982326,0.10516725,0.00000000
-2.42821411,0.92421483,0.84264220,0.96336790,0.00008468,0.00976148,0.01692198,0.02150328,0.10481847,0.00000000
-2.42221111,0.90801043,0.81232493,0.94018481,0.00009549,0.01067746,0.01857126,0.02335591,0.10470706,0.00000000
-2.41620810,0.89238488,0.78174801,0.91702012,0.00010703,0.01167064,0.02047055,0.02538411,0.10490114,0.00000000
-2.41020510,0.87789176,0.75153854,0.89447376,0.00011926,0.01274063,0.02264097,0.02758764,0.10545914,0.00000000
-2.40420210,0.86499995,0.72225434,0.87306229,0.00013209,0.01388548,0.02510140,0.02996268,0.10642752,0.00000000
-2.39819910,0.85408012,0.69437044,0.85320508,0.00014545,0.01510160,0.02786750,0.03250162,0.10783897,0.00000000
-2.39219610,0.84539579,0.66826995,0.83521550,0.00015923,0.01638363,0.03095067,0.03519296,0.10971116,0.00000000
-2.38619310,0.83909931,0.64423929,0.81929709,0.00017333,0.01772438,0.03435710,0.03802128,0.11204602,0.00000000
-2.38019010,0.83523260,0.62246784,0.80554482,0.00018761,0.01911482,0.03808680,0.04096738,0.11482952,0.00000000
-2.37418709,0.83373249,0.60305173,0.79395100,0.00020195,0.02054412,0.04213280,0.04400847,0.11803204,0.00000000
-2.36818409,0.83444020,0.58600143,0.78441553,0.00021621,0.02199973,0.04648044,0.04711856,0.12160914,0.00000000
-2.36218109,0.83711440,0.57125251,0.77675968,0.00023025,0.02346751,0.05110689,0.05026889,0.12550284,0.00000000
-2.35617809,0.84144717,0.55867899,0.77074271,0.00024394,0.02493192,0.05598082,0.05342852,0.12964318,0.00000000
-2.35017509,0.84708215,0.54810861,0.76608050,0.00025715,0.02637625,0.06106248,0.05656499,0.13395020,0.00000000
-2.34417209,0.85363403,0.53933926,0.76246529,0.00026976,0.02778286,0.06630396,0.05964508,0.13833612,0.00000000
-2.33816908,0.86070881,0.53215590,0.75958580,0.00028165,0.02913352,0.07164989,0.06263565,0.14270769,0.00000000
-2.33216608,0.86792385,0.52634736,0.75714674,0.00029275,0.03040975,0.07703844,0.06550460,0.14696877,0.00000000
-2.32616308,0.87492733,0.52172238,0.75488734,0.00030299,0.03159318,0.08240270,0.06822175,0.15102286,0.00000000
-2.32016008,0.88141637,0.51812439,0.75259799,0.00031232,0.03266597,0.08767238,0.07075993,0.15477580,0.00000000
-2.31415708,0.88715332,0.51544467,0.75013474,0.00032074,0.03361118,0.09277582,0.07309589,0.15813825,0.00000000
-2.30815408,0.89197993,0.51363342,0.74743117,0.00032826,0.03441323,0.09764223,0.07521133,0.16102828,0.00000000
-2.30215108,0.89582886,0.51270858,0.74450735,0.00033495,0.03505830,0.10220409,0.07709376,0.16337364,0.00000000
-2.29614807,0.89873237,0.51276217,0.74147585,0.00034087,0.03553469,0.10639961,0.07873736,0.16511395,0.00000000
-2.29014507,0.90082791,0.51396393,0.73854449,0.00034616,0.03583323,0.11017510,0.08014359,0.16620251,0.00000000
-2.28414207,0.90236037,0.51656221,0.73601595,0.00035098,0.03594753,0.11348729,0.08132171,0.16660792,0.00000000
-2.27813907,0.90368096,0.52088205,0.73428410,0.00035550,0.03587431,0.11630525,0.08228902,0.16631519,0.00000000
-2.27213607,0.90524248,0.52732036,0.73382725,0.00035994,0.03561350,0.11861194,0.08307085,0.16532655,0.00000000
-2.26613307,0.90759097,0.53633832,0.73519828,0.00036455,0.03516839,0.12040539,0.08370027,0.16366167,0.00000000
-2.26013007,0.91135390,0.54845092,0.73901178,0.00036957,0.03454560,0.12169910,0.08421743,0.16135750,0.00000000
-2.25412706,0.91722471,0.56421386,0.74592850,0.00037527,0.03375503,0.12252199,0.08466869,0.15846751,0.00000000
-2.24812406,0.92594421,0.58420789,0.75663718,0.00038192,0.03280961,0.12291763,0.08510526,0.15506047,0.00000000
-2.24212106,0.93827890,0.60902101,0.77183422,0.00038977,0.03172505,0.12294279,0.08558173,0.15121876,0.00000000
-2.23611806,0.95499684,0.63922868,0.79220146,0.00039907,0.03051945,0.12266542,0.08615417,0.14703617,0.00000000
-2.23011506,0.97684150,0.67537265,0.81838270,0.00041003,0.02921287,0.12216213,0.08687813,0.14261541,0.00000000
-2.22411206,1.00450444,0.71793889,0.85095940,0.00042282,0.02782676,0.12151514,0.08780652,0.13806529,0.00000000
-2.21810905,1.03859754,0.76733529,0.89042643,0.00043756,0.02638347,0.12080908,0.08898734,0.13349770,0.00000000
-2.21210605,1.07962577,0.82386987,0.93716840,0.00045430,0.02490562,0.12012748,0.09046158,0.12902452,0.00000000
-2.20610305,1.12796158,0.88773024,0.99143769,0.00047306,0.02341558,0.11954939,0.09226119,0.12475465,0.00000000
-2.20010005,1.18382184,0.95896527,1.05333477,0.00049375,0.02193484,0.11914616,0.09440735,0.12079108,0.00000000
-2.19409705,1.24724849,1.03746965,1.12279190,0.00051622,0.02048360,0.11897847,0.09690907,0.11722835,0.00000000
-2.18809405,1.31809376,1.12297217,1.19956086,0.00054023,0.01908023,0.11909395,0.09976222,0.11415038,0.00000000
-2.18209105,1.39601091,1.21502848,1.28320555,0.00056548,0.01774097,0.11952531,0.10294905,0.11162877,0.00000000
-2.17608804,1.48045109,1.31301881,1.37309996,0.00059159,0.01647963,0.12028920,0.10643829,0.10972167,0.00000000
-2.17008504,1.57066684,1.41615107,1.46843205,0.00061813,0.01530739,0.12138577,0.11018581,0.10847324,0.00000000
-2.16408204,1.66572238,1.52346956,1.56821361,0.00064460,0.01423276,0.12279905,0.11413577,0.10791377,0.00000000
-2.15807904,1.76451069,1.63386915,1.67129611,0.00067048,0.01326154,0.12449800,0.11822245,0.10806040,0.00000000
-2.15207604,1.86577685,1.74611486,1.77639237,0.00069521,0.01239695,0.12643827,0.12237238,0.10891835,0.00000000
-2.14607304,1.96814723,1.85886616,1.88210333,0.00071823,0.01163983,0.12856459,0.12650699,0.11048277,0.00000000
-2.14007004,2.07016341,1.97070537,1.98694933,0.00073901,0.01098881,0.13081358,0.13054545,0.11274094,0.00000000
-2.13406703,2.17031977,2.08016928,2.08940483,0.00075702,0.01044071,0.13311690,0.13440767,0.11567476,0.00000000
-2.12806403,2.26710342,2.18578295,2.18793545,0.00077181,0.00999079,0.13540461,0.13801743,0.11926346,0.00000000
-2.12206103,2.35903508,2.28609451,2.28103617,0.00078297,0.00963316,0.13760852,0.14130524,0.12348636,0.00000000
-2.11605803,2.44470934,2.37970985,2.36726925,0.00079016,0.00936113,0.13966536,0.14421109,0.12832544,0.00000000
-2.11005503,2.52283291,2.46532605,2.44530065,0.00079315,0.00916756,0.14151973,0.14668677,0.13376775,0.00000000
-2.10405203,2.59225948,2.54176235,2.51393372,0.00079179,0.00904522,0.14312651,0.14869780,0.13980736,0.00000000
-2.09804902,2.65201995,2.60798790,2.57213903,0.00078604,0.00898711,0.14445284,0.15022477,0.14644680,0.00000000
-2.09204602,2.70134699,2.66314525,2.61907929,0.00077595,0.00898675,0.14547936,0.15126410,0.15369791,0.00000000
-2.08604302,2.73969330,2.70656917,2.65412885,0.00076168,0.00903841,0.14620087,0.15182823,0.16158191,0.00000000
-2.08004002,2.76674293,2.73780032,2.67688700,0.00074348,0.00913737,0.14662625,0.15194516,0.17012873,0.00000000
-2.07403702,2.78241562,2.75659350,2.68718507,0.00072168,0.00928002,0.14677774,0.15165743,0.17937560,0.00000000
-2.06803402,2.78686421,2.76292075,2.68508717,0.00069669,0.00946407,0.14668959,0.15102058,0.18936487,0.00000000
-2.06203102,2.78046545,2.75696925,2.67088492,0.00066900,0.00968859,0.14640620,0.15010120,0.20014104,0.00000000
-2.05602801,2.76380511,2.73913467,2.64508660,0.00063911,0.00995408,0.14597981,0.14897459,0.21174739,0.00000000
-2.05002501,2.73765788,2.71001042,2.60840136,0.00060761,0.01026251,0.14546795,0.14772220,0.22422200,0.00000000
-2.04402201,2.70296344,2.67037333,2.56171945,0.00057506,0.01061723,0.14493073,0.14642903,0.23759367,0.00000000
-2.03801901,2.66079963,2.62116674,2.50608916,0.00054206,0.01102299,0.14442808,0.14518087,0.25187765,0.00000000
-2.03201601,2.61235394,2.56348147,2.44269165,0.00050921,0.01148580,0.14401724,0.14406185,0.26707171,0.00000000
-2.02601301,2.55889457,2.49853553,2.37281458,0.00047708,0.01201278,0.14375043,0.14315199,0.28315257,0.00000000
-2.02001001,2.50174204,2.42765317,2.29782545,0.00044624,0.01261203,0.14367298,0.14252524,0.30007303,0.00000000
-2.01400700,2.44224248,2.35224390,2.21914557,0.00041719,0.01329237,0.14382199,0.14224773,0.31776000,0.00000000
-2.00800400,2.38174330,2.27378193,2.13822536,0.00039044,0.01406309,0.14422547,0.14237653,0.33611366,0.00000000
-2.00200100,2.32157199,2.19378634,2.05652162,0.00036644,0.01493368,0.14490217,0.14295882,0.35500775,0.00000000
-1.99599800,2.26301830,2.11380233,1.97547705,0.00034560,0.01591346,0.14586199,0.14403148,0.37429130,0.00000000
-1.98999500,2.20732007,2.03538349,1.89650249,0.00032828,0.01701122,0.14710691,0.14562117,0.39379159,0.00000000
-1.98399200,2.15565264,1.96007513,1.82096165,0.00031479,0.01823482,0.14863255,0.14774475,0.41331841,0.00000000
-1.97798899,2.10912137,1.88939860,1.75015842,0.00030543,0.01959079,0.15042998,0.15041012,0.43266947,0.00000000
-1.97198599,2.06875705,1.82483613,1.68532630,0.00030043,0.02108393,0.15248799,0.15361724,0.45163666,0.00000000
-1.96598299,2.03551323,1.76781614,1.62761972,0.00029998,0.02271685,0.15479532,0.15735950,0.47001304,0.00000000
-1.95997999,2.01026496,1.71969849,1.57810655,0.00030424,0.02448969,0.15734303,0.16162514,0.48760014,0.00000000
-1.95397699,1.99380804,1.68175943,1.53776146,0.00031333,0.02639972,0.16012664,0.16639875,0.50421515,0.00000000
-1.94797399,1.98685791,1.65517595,1.50745944,0.00032734,0.02844113,0.16314791,0.17166280,0.51969788,0.00000000
-1.94197099,1.99004766,1.64100928,1.48796917,0.00034632,0.03060489,0.16641627,0.17739901,0.53391685,0.00000000
-1.93596798,2.00392443,1.64018759,1.47994571,0.00037029,0.03287867,0.16994958,0.18358969,0.54677439,0.00000000
-1.92996498,2.02894391,1.65348784,1.48392250,0.00039923,0.03524691,0.17377435,0.19021879,0.55821039,0.00000000
-1.92396198,2.06546284,1.68151719,1.50030247,0.00043311,0.03769104,0.17792520,0.19727277,0.56820452,0.00000000
-1.91795898,2.11372951,1.72469438,1.52934856,0.00047185,0.04018982,0.18244365,0.20474115,0.57677686,0.00000000
-1.91195598,2.17387276,1.78323176,1.57117395,0.00051534,0.04271979,0.18737634,0.21261690,0.58398676,0.00000000
-1.90595298,2.24589002,1.85711882,1.62573262,0.00056344,0.04525584,0.19277254,0.22089639,0.58993016,0.00000000
-1.89994997,2.32963526,1.94610821,1.69281092,0.00061598,0.04777192,0.19868135,0.22957914,0.59473540,0.00000000
-1.89394697,2.42480770,2.04970522,1.77202089,0.00067277,0.05024177,0.20514850,0.23866727,0.59855774,0.00000000
-1.88794397,2.53094245,2.16716195,1.86279635,0.00073357,0.05263975,0.21221304,0.24816468,0.60157288,0.00000000
-1.88194097,2.64740398,2.29747692,1.96439240,0.00079809,0.05494158,0.21990399,0.25807591,0.60396982,0.00000000
-1.87593797,2.77338341,2.43940115,2.07588913,0.00086604,0.05712512,0.22823732,0.26840488,0.60594323,0.00000000
-1.86993497,2.90790031,2.59145120,2.19620004,0.00093705,0.05917109,0.23721310,0.27915327,0.60768588,0.00000000
-1.86393197,3.04980956,2.75192951,2.32408548,0.00101075,0.06106355,0.24681336,0.29031887,0.60938124,0.00000000
-1.85792896,3.19781351,2.91895195,2.45817099,0.00108667,0.06279038,0.25700043,0.30189361,0.61119663,0.00000000
-1.85192596,3.35047914,3.09048202,2.59697040,0.00116434,0.06434348,0.26771602,0.31386170,0.61327708,0.00000000
-1.84592296,3.50626006,3.26437105,2.73891288,0.00124322,0.06571882,0.27888115,0.32619750,0.61574013,0.00000000
-1.83991996,3.66352232,3.43840287,2.88237309,0.00132272,0.06691630,0.29039675,0.33886362,0.61867173,0.00000000
-1.83391696,3.82057323,3.61034161,3.02570320,0.00140219,0.06793935,0.30214507,0.35180904,0.62212319,0.00000000
-1.82791396,3.97569185,3.77798065,3.16726562,0.00148094,0.06879445,0.31399177,0.36496739,0.62610935,0.00000000
-1.82191096,4.12716000,3.93919094,3.30546468,0.00155823,0.06949045,0.32578862,0.37825565,0.63060790,0.00000000
-1.81590795,4.27329240,4.09196647,3.43877629,0.00163328,0.07003777,0.33737672,0.39157323,0.63555978,0.00000000
-1.80990495,4.41246485,4.23446534,3.56577402,0.00170526,0.07044757,0.34859012,0.40480153,0.64087073,0.00000000
-1.80390195,4.54313939,4.36504455,3.68515070,0.00177332,0.07073092,0.35925961,0.41780420,0.64641378,0.00000000
-1.79789895,4.66388580,4.48228741,3.79573484,0.00183659,0.07089795,0.36921678,0.43042815,0.65203261,0.00000000
-1.79189595,4.77339893,4.58502257,3.89650145,0.00189423,0.07095716,0.37829796,0.44250523,0.65754585,0.00000000
-1.78589295,4.87051182,4.67233439,3.98657728,0.00194537,0.07091484,0.38634811,0.45385490,0.66275196,0.00000000
-1.77988994,4.95420477,4.74356481,4.06524099,0.00198922,0.07077463,0.39322448,0.46428757,0.66743485,0.00000000
-1.77388694,5.02361091,4.79830717,4.13191878,0.00202501,0.07053739,0.39879997,0.47360884,0.67136988,0.00000000
-1.76788394,5.07801892,4.83639316,4.18617670,0.00205208,0.07020110,0.40296616,0.48162430,0.67433028,0.00000000
-1.76188094,5.11687367,4.85787412,4.22771068,0.00206984,0.06976118,0.40563578,0.48814501,0.67609377,0.00000000
-1.75587794,5.13977563,4.86299837,4.25633546,0.00207784,0.06921082,0.40674482,0.49299322,0.67644920,0.00000000
-1.74987494,5.14647979,4.85218616,4.27197378,0.00207575,0.06854163,0.40625407,0.49600825,0.67520304,0.00000000
-1.74387194,5.13689471,4.82600381,4.27464673,0.00206341,0.06774434,0.40415007,0.49705234,0.67218556,0.00000000
-1.73786893,5.11108200,4.78513866,4.26446599,0.00204081,0.06680962,0.40044555,0.49601601,0.66725644,0.00000000
-1.73186593,5.06925635,4.73037588,4.24162864,0.00200810,0.06572894,0.39517924,0.49282288,0.66030962,0.00000000
-1.72586293,5.01178593,4.66257806,4.20641437,0.00196563,0.06449542,0.38841512,0.48743364,0.65127729,0.00000000
-1.71985993,4.93919281,4.58266808,4.15918516,0.00191391,0.06310460,0.38024111,0.47984881,0.64013272,0.00000000
-1.71385693,4.85215254,4.49161539,4.10038664,0.00185361,0.06155513,0.37076719,0.47011046,0.62689194,0.00000000
-1.70785393,4.75149235,4.39042545,4.03055053,0.00178557,0.05984933,0.36012304,0.45830239,0.61161407,0.00000000
-1.70185093,4.63818704,4.28013180,3.95029701,0.00171074,0.05799350,0.34845526,0.44454907,0.59440044,0.00000000
-1.69584792,4.51335173,4.16179010,3.86033624,0.00163021,0.05599812,0.33592413,0.42901309,0.57539228,0.00000000
-1.68984492,4.37823100,4.03647313,3.76146776,0.00154517,0.05387783,0.32270015,0.41189143,0.55476736,0.00000000
-1.68384192,4.23418394,3.90526619,3.65457722,0.00145687,0.05165121,0.30896038,0.39341057,0.53273553,0.00000000
-1.67783892,4.08266496,3.76926184,3.54062966,0.00136662,0.04934037,0.29488468,0.37382066,0.50953331,0.00000000
-1.67183592,3.92520072,3.62955362,3.42065906,0.00127577,0.04697044,0.28065197,0.35338909,0.48541800,0.00000000
-1.66583292,3.76336362,3.48722822,3.29575427,0.00118564,0.04456892,0.26643667,0.33239359,0.46066123,0.00000000
-1.65982991,3.59874281,3.34335611,3.16704163,0.00109756,0.04216490,0.25240538,0.31111531,0.43554247,0.00000000
-1.65382691,3.43291365,3.19898066,3.03566487,0.00101283,0.03978834,0.23871392,0.28983197,0.41034257,0.00000000
-1.64782391,3.26740718,3.05510625,2.90276340,0.00093270,0.03746924,0.22550476,0.26881152,0.38533762,0.00000000
-1.64182091,3.10368063,2.91268583,2.76944993,0.00085837,0.03523692,0.21290502,0.24830643,0.36079336,0.00000000
-1.63581791,2.94309062,2.77260874,2.63678870,0.00079098,0.03311926,0.20102490,0.22854874,0.33696014,0.00000000
-1.62981491,2.78686999,2.63568945,2.50577544,0.00073163,0.03114213,0.18995675,0.20974620,0.31406869,0.00000000
-1.62381191,2.63610953,2.50265803,2.37732020,0.00068135,0.02932883,0.17977457,0.19207925,0.29232670,0.00000000
-1.61780890,2.49174508,2.37415291,2.25223392,0.00064113,0.02769964,0.17053402,0.17569922,0.27191616,0.00000000
-1.61180590,2.35455067,2.25071651,2.13121939,0.00061190,0.02627150,0.16227285,0.16072746,0.25299153,0.00000000
-1.60580290,2.22513761,2.13279398,2.01486687,0.00059458,0.02505777,0.15501168,0.14725537,0.23567858,0.00000000
-1.59979990,2.10395925,2.02073507,1.90365461,0.00059006,0.02406806,0.14875504,0.13534537,0.22007395,0.00000000
-1.59379690,1.99132102,1.91479916,1.79795384,0.00059919,0.02330820,0.14349257,0.12503247,0.20624518,0.00000000
-1.58779390,1.88739471,1.81516288,1.69803775,0.00062282,0.02278022,0.13920038,0.11632649,0.19423126,0.00000000
-1.58179090,1.79223613,1.72192998,1.60409378,0.00066178,0.02248241,0.13584238,0.10921463,0.18404359,0.00000000
-1.57578789,1.70580499,1.63514272,1.51623827,0.00071686,0.02240946,0.13337169,0.10366438,0.17566723,0.00000000
-1.56978489,1.62798587,1.55479415,1.43453245,0.00078882,0.02255259,0.13173191,0.09962650,0.16906240,0.00000000
-1.56378189,1.55860919,1.48084044,1.35899891,0.00087839,0.02289975,0.13085845,0.09703812,0.16416631,0.00000000
-1.55777889,1.49747116,1.41321279,1.28963744,0.00098618,0.02343587,0.13067967,0.09582571,0.16089515,0.00000000
-1.55177589,1.44435199,1.35182816,1.22643953,0.00111272,0.02414317,0.13111813,0.09590801,0.15914637,0.00000000
-1.54577289,1.39903156,1.29659844,1.16940079,0.00125840,0.02500140,0.13209176,0.09719869,0.15880121,0.00000000
