energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,1.80085779,0.67321173,0.00000000,0.04712448,0.08730830,0.80008748,0.98163517
-5.99399700,1.87986563,0.71235141,0.00000000,0.04842467,0.08449601,0.82729341,1.03857692
-5.98799400,1.96489984,0.75369127,0.00000000,0.04967455,0.08263456,0.85517676,1.09938720
-5.98199100,2.05626095,0.79719977,0.00000000,0.05087725,0.08190316,0.88386112,1.16405636
-5.97598799,2.15418882,0.84280425,0.00000000,0.05203695,0.08248379,0.91347712,1.23251194
-5.96998499,2.25883317,0.89037885,0.00000000,0.05315817,0.08456075,0.94415037,1.30460098
-5.96398199,2.37022541,0.93973342,0.00000000,0.05424509,0.08831990,0.97598913,1.38007389
-5.95797899,2.48825318,0.99060431,0.00000000,0.05530083,0.09394761,1.00907260,1.45857099
-5.95197599,2.61263949,1.04264797,0.00000000,0.05632684,0.10162904,1.04344056,1.53961296
-5.94597299,2.74292781,1.09543788,0.00000000,0.05732245,0.11154584,1.07908492,1.62259610
-5.93996998,2.87847399,1.14846552,0.00000000,0.05828443,0.12387297,1.11594381,1.70679323
-5.93396698,3.01844598,1.20114544,0.00000000,0.05920688,0.13877469,1.15389843,1.79136047
-5.92796398,3.16183141,1.25282476,0.00000000,0.06008120,0.15639971,1.19277291,1.87535026
-5.92196098,3.30745287,1.30279669,0.00000000,0.06089623,0.17687549,1.23233699,1.95773016
-5.91595798,3.45399026,1.35031787,0.00000000,0.06163864,0.20030192,1.27231156,2.03740692
-5.90995498,3.60000929,1.39462858,0.00000000,0.06229337,0.22674449,1.31237628,2.11325498
-5.90395198,3.74399460,1.43497526,0.00000000,0.06284422,0.25622725,1.35217917,2.18414797
-5.89794897,3.88438613,1.47063414,0.00000000,0.06327455,0.28872593,1.39134719,2.24899215
-5.89194597,4.01961707,1.50093496,0.00000000,0.06356797,0.32416151,1.42949741,2.30675999
-5.88594297,4.14815159,1.52528364,0.00000000,0.06370905,0.36239483,1.46624805,2.35652245
-5.87993997,4.26852106,1.54318291,0.00000000,0.06368396,0.40322239,1.50122876,2.39747850
-5.87393697,4.37935718,1.55424972,0.00000000,0.06348112,0.44637402,1.53408982,2.42898046
-5.86793397,4.47942115,1.55822893,0.00000000,0.06309166,0.49151265,1.56450973,2.45055409
-5.86193097,4.56762794,1.55500229,0.00000000,0.06250980,0.53823646,1.59220112,2.46191245
-5.85592796,4.64306545,1.54459272,0.00000000,0.06173315,0.58608370,1.61691496,2.46296329
-5.84992496,4.70500830,1.52716344,0.00000000,0.06076283,0.63454015,1.63844303,2.45380941
-5.84392196,4.75292659,1.50301233,0.00000000,0.05960348,0.68304932,1.65661901,2.43474255
-5.83791896,4.78648988,1.47256169,0.00000000,0.05826319,0.73102503,1.67131847,2.40623102
-5.83191596,4.80556722,1.43634415,0.00000000,0.05675330,0.77786614,1.68245798,2.36890197
-5.82591296,4.81022367,1.39498527,0.00000000,0.05508810,0.82297293,1.68999391,2.32351938
-5.81990995,4.80071407,1.34918392,0.00000000,0.05328457,0.86576447,1.69392112,2.27095866
-5.81390695,4.77747465,1.29969113,0.00000000,0.05136195,0.90569635,1.69427180,2.21217944
-5.80790395,4.74111291,1.24728851,0.00000000,0.04934137,0.94227797,1.69111460,2.14819742
-5.80190095,4.69239605,1.19276703,0.00000000,0.04724540,0.97508853,1.68455426,2.08005673
-5.79589795,4.63223805,1.13690696,0.00000000,0.04509765,1.00379109,1.67473138,2.00880362
-5.78989495,4.56168538,1.08045973,0.00000000,0.04292230,1.02814384,1.66182241,1.93546244
-5.78389195,4.48190103,1.02413203,0.00000000,0.04074371,1.04800796,1.64603941,1.86101452
-5.77788894,4.39414669,0.96857282,0.00000000,0.03858596,1.06335172,1.62762933,1.78638024
-5.77188594,4.29976267,0.91436303,0.00000000,0.03647244,1.07425037,1.60687236,1.71240473
-5.76588294,4.20014533,0.86200837,0.00000000,0.03442543,1.08088176,1.58407910,1.63984688
-5.75987994,4.09672180,0.81193483,0.00000000,0.03246571,1.08351779,1.55958614,1.56937173
-5.75387694,3.99092225,0.76448688,0.00000000,0.03061214,1.08251198,1.53374996,1.50154571
-5.74787394,3.88414960,0.71992783,0.00000000,0.02888131,1.07828366,1.50693902,1.43683453
-5.74187094,3.77774771,0.67844223,0.00000000,0.02728717,1.07129950,1.47952414,1.37560309
-5.73586793,3.67296841,0.64013972,0.00000000,0.02584077,1.06205310,1.45186742,1.31811714
-5.72986493,3.57093880,0.60506006,0.00000000,0.02454994,1.05104374,1.42431017,1.26454620
-5.72386193,3.47262996,0.57317901,0.00000000,0.02341913,1.03875518,1.39716026,1.21496752
-5.71785893,3.37882862,0.54441475,0.00000000,0.02244927,1.02563552,1.37067968,1.16937084
-5.71185593,3.29011321,0.51863454,0.00000000,0.02163774,1.01207909,1.34507302,1.12766383
-5.70585293,3.20683587,0.49566165,0.00000000,0.02097842,0.99841131,1.32047758,1.08967818
-5.69984992,3.12911172,0.47528217,0.00000000,0.02046184,0.98487713,1.29695579,1.05517646
-5.69384692,3.05681641,0.45725196,0.00000000,0.02007542,0.97163370,1.27449075,1.02385975
-5.68784392,2.98959278,0.44130343,0.00000000,0.01980383,0.95874750,1.25298508,0.99537618
-5.68184092,2.92686677,0.42715234,0.00000000,0.01962944,0.94619613,1.23226371,0.96933049
-5.67583792,2.86787253,0.41450452,0.00000000,0.01953279,0.93387453,1.21208041,0.94529462
-5.66983492,2.81168588,0.40306256,0.00000000,0.01949326,0.92160538,1.19212811,0.92281924
-5.66383192,2.75726509,0.39253234,0.00000000,0.01948960,0.90915290,1.17205254,0.90144613
-5.65782891,2.70349711,0.38262948,0.00000000,0.01950062,0.89623956,1.15146859,0.88072116
-5.65182591,2.64924745,0.37308541,0.00000000,0.01950584,0.88256451,1.12997871,0.86020745
-5.64582291,2.59341133,0.36365319,0.00000000,0.01948608,0.86782304,1.10719230,0.83949836
-5.63981991,2.53496366,0.35411260,0.00000000,0.01942402,0.85172576,1.08274522,0.81822987
-5.63381691,2.47300565,0.34427470,0.00000000,0.01930468,0.83401682,1.05631828,0.79609163
-5.62781391,2.40680555,0.33398536,0.00000000,0.01911582,0.81449000,1.02765392,0.77283643
-5.62181091,2.33583186,0.32312788,0.00000000,0.01884823,0.79300202,0.99657000,0.74828745
-5.61580790,2.25977732,0.31162439,0.00000000,0.01849584,0.76948256,0.96297021,0.72234305
-5.60980490,2.17857269,0.29943609,0.00000000,0.01805585,0.74394031,0.92685046,0.69497872
-5.60380190,2.09238981,0.28656222,0.00000000,0.01752857,0.71646522,0.88830105,0.66624621
-5.59779890,2.00163421,0.27303789,0.00000000,0.01691728,0.68722663,0.84750460,0.63626975
-5.59179590,1.90692761,0.25893077,0.00000000,0.01622797,0.65646784,0.80472992,0.60523961
-5.58579290,1.80908178,0.24433682,0.00000000,0.01546888,0.62449729,0.76032222,0.57340326
-5.57978989,1.70906514,0.22937528,0.00000000,0.01465019,0.59167706,0.71469045,0.54105469
-5.57378689,1.60796397,0.21418314,0.00000000,0.01378346,0.55840941,0.66829217,0.50852221
-5.56778389,1.50694046,0.19890932,0.00000000,0.01288120,0.52512203,0.62161714,0.47615555
-5.56178089,1.40718948,0.18370875,0.00000000,0.01195633,0.49225273,0.57517023,0.44431269
-5.55577789,1.30989634,0.16873683,0.00000000,0.01102179,0.46023454,0.52945459,0.41334713
-5.54977489,1.21619730,0.15414410,0.00000000,0.01009007,0.42948163,0.48495584,0.38359612
-5.54377189,1.12714440,0.14007174,0.00000000,0.00917284,0.40037678,0.44212783,0.35537021
-5.53776888,1.04367599,0.12664768,0.00000000,0.00828072,0.37326093,0.40138065,0.32894472
-5.53176588,0.96659375,0.11398364,0.00000000,0.00742295,0.34842486,0.36307101,0.30455314
-5.52576288,0.89654667,0.10217303,0.00000000,0.00660733,0.32610351,0.32749547,0.28238273
-5.51975988,0.83402211,0.09128980,0.00000000,0.00584010,0.30647274,0.29488627,0.26257238
-5.51375688,0.77934366,0.08138805,0.00000000,0.00512593,0.28964852,0.26540986,0.24521239
-5.50775388,0.73267521,0.07250246,0.00000000,0.00446797,0.27568838,0.23916782,0.23034631
-5.50175088,0.69403035,0.06464935,0.00000000,0.00386796,0.26459478,0.21619990,0.21797429
-5.49574787,0.66328631,0.05782828,0.00000000,0.00332637,0.25632009,0.19648878,0.20805772
-5.48974487,0.64020098,0.05202393,0.00000000,0.00284257,0.25077276,0.17996613,0.20052481
-5.48374187,0.62443234,0.04720840,0.00000000,0.00241506,0.24782432,0.16651968,0.19527673
-5.47773887,0.61555872,0.04334336,0.00000000,0.00204161,0.24731680,0.15600079,0.19219385
-5.47173587,0.61309934,0.04038242,0.00000000,0.00171953,0.24907024,0.14823220,0.19114188
-5.46573287,0.61653388,0.03827325,0.00000000,0.00144585,0.25288986,0.14301572,0.19197753
-5.45972986,0.62532055,0.03695949,0.00000000,0.00121750,0.25857286,0.14013959,0.19455349
-5.45372686,0.63891209,0.03638252,0.00000000,0.00103150,0.26591435,0.13938525,0.19872253
-5.44772386,0.65676919,0.03648282,0.00000000,0.00088508,0.27471247,0.14053355,0.20434058
-5.44172086,0.67837127,0.03720115,0.00000000,0.00077585,0.28477259,0.14337019,0.21126885
-5.43571786,0.70322452,0.03847931,0.00000000,0.00070190,0.29591048,0.14769038,0.21937491
-5.42971486,0.73086729,0.04026079,0.00000000,0.00066184,0.30795453,0.15330272,0.22853287
-5.42371186,0.76087294,0.04249104,0.00000000,0.00065491,0.32074707,0.16003238,0.23862268
-5.41770885,0.79285071,0.04511765,0.00000000,0.00068098,0.33414490,0.16772344,0.24952895
-5.41170585,0.82644468,0.04809036,0.00000000,0.00074057,0.34801913,0.17624054,0.26113917
-5.40570285,0.86133140,0.05136091,0.00000000,0.00083483,0.36225444,0.18546991,0.27334182
-5.39969985,0.89721654,0.05488292,0.00000000,0.00096552,0.37674793,0.19531955,0.28602438
-5.39369685,0.93383091,0.05861171,0.00000000,0.00113494,0.39140774,0.20571894,0.29907162
-5.38769385,0.97092628,0.06250411,0.00000000,0.00134583,0.40615142,0.21661790,0.31236409
-5.38169085,1.00827122,0.06651833,0.00000000,0.00160131,0.42090425,0.22798496,0.32577730
-5.37568784,1.04564720,0.07061393,0.00000000,0.00190474,0.43559763,0.23980499,0.33918133
-5.36968484,1.08284519,0.07475173,0.00000000,0.00225957,0.45016753,0.25207627,0.35244122
-5.36368184,1.11966283,0.07889387,0.00000000,0.00266923,0.46455303,0.26480703,0.36541796
-5.35767884,1.15590207,0.08300392,0.00000000,0.00313694,0.47869508,0.27801151,0.37797011
-5.35167584,1.19136763,0.08704701,0.00000000,0.00366558,0.49253538,0.29170564,0.38995603
-5.34567284,1.22586586,0.09098996,0.00000000,0.00425750,0.50601549,0.30590256,0.40123641
-5.33966983,1.25920420,0.09480153,0.00000000,0.00491443,0.51907609,0.32060802,0.41167726
-5.33366683,1.29119122,0.09845255,0.00000000,0.00563734,0.53165645,0.33581610,0.42115283
-5.32766383,1.32163696,0.10191614,0.00000000,0.00642632,0.54369411,0.35150512,0.42954864
-5.32166083,1.35035392,0.10516792,0.00000000,0.00728059,0.55512481,0.36763440,0.43676428
-5.31565783,1.37715839,0.10818615,0.00000000,0.00819843,0.56588268,0.38414172,0.44271581
-5.30965483,1.40187242,0.11095194,0.00000000,0.00917726,0.57590075,0.40094193,0.44733785
-5.30365183,1.42432624,0.11344939,0.00000000,0.01021373,0.58511178,0.41792684,0.45058505
-5.29764882,1.44436147,0.11566579,0.00000000,0.01130383,0.59344956,0.43496635,0.45243307
-5.29164582,1.46183479,0.11759181,0.00000000,0.01244312,0.60085047,0.45191112,0.45287897
-5.28564282,1.47662236,0.11922166,0.00000000,0.01362694,0.60725552,0.46859656,0.45194107
-5.27963982,1.48862470,0.12055332,0.00000000,0.01485066,0.61261275,0.48484795,0.44965828
-5.27363682,1.49777198,0.12158871,0.00000000,0.01610995,0.61687975,0.50048679,0.44608902
-5.26763382,1.50402930,0.12233387,0.00000000,0.01740104,0.62002648,0.51533759,0.44130977
-5.26163082,1.50740184,0.12279911,0.00000000,0.01872091,0.62203790,0.52923525,0.43541324
-5.25562781,1.50793929,0.12299902,0.00000000,0.02006752,0.62291649,0.54203211,0.42850636
-5.24962481,1.50573913,0.12295246,0.00000000,0.02143987,0.62268419,0.55360458,0.42070799
-5.24362181,1.50094835,0.12268239,0.00000000,0.02283804,0.62138379,0.56385872,0.41214651
-5.23761881,1.49376306,0.12221548,0.00000000,0.02426308,0.61907929,0.57273440,0.40295721
-5.23161581,1.48442574,0.12158161,0.00000000,0.02571683,0.61585530,0.58020771,0.39327957
-5.22561281,1.47321976,0.12081312,0.00000000,0.02720162,0.61181522,0.58629137,0.38325437
-5.21960980,1.46046116,0.11994389,0.00000000,0.02871982,0.60707810,0.59103302,0.37302073
-5.21360680,1.44648774,0.11900821,0.00000000,0.03027342,0.60177443,0.59451143,0.36271309
-5.20760380,1.43164593,0.11803954,0.00000000,0.03186337,0.59604072,0.59683080,0.35245809
-5.20160080,1.41627572,0.11706913,0.00000000,0.03348908,0.59001333,0.59811337,0.34237156
-5.19559780,1.40069462,0.11612463,0.00000000,0.03514778,0.58382168,0.59849095,0.33255563
-5.18959480,1.38518144,0.11522878,0.00000000,0.03683402,0.57758135,0.59809569,0.32309609
-5.18359180,1.36996087,0.11439820,0.00000000,0.03853917,0.57138740,0.59705083,0.31406014
-5.17758879,1.35518988,0.11364239,0.00000000,0.04025117,0.56530839,0.59546200,0.30549462
-5.17158579,1.34094709,0.11296308,0.00000000,0.04195429,0.55938154,0.59340970,0.29742501
-5.16558279,1.32722579,0.11235398,0.00000000,0.04362924,0.55360944,0.59094338,0.28985510
-5.15957979,1.31393144,0.11180088,0.00000000,0.04525334,0.54795844,0.58807779,0.28276765
-5.15357679,1.30088414,0.11128233,0.00000000,0.04680104,0.54235926,0.58479171,0.27612590
-5.14757379,1.28782621,0.11077074,0.00000000,0.04824453,0.53670951,0.58102928,0.26987619
-5.14157079,1.27443475,0.11023401,0.00000000,0.04955463,0.53087840,0.57670403,0.26395140
-5.13556778,1.26033878,0.10963756,0.00000000,0.05070174,0.52471323,0.57170524,0.25827540
-5.12956478,1.24514031,0.10894676,0.00000000,0.05165702,0.51804756,0.56590659,0.25276816
-5.12356178,1.22843822,0.10812964,0.00000000,0.05239349,0.51071042,0.55917639,0.24735153
-5.11755878,1.20985401,0.10715983,0.00000000,0.05288727,0.50253632,0.55138903,0.24195543
-5.11155578,1.18905808,0.10601956,0.00000000,0.05311862,0.49337539,0.54243706,0.23652415
-5.10555278,1.16579534,0.10470269,0.00000000,0.05307299,0.48310311,0.53224316,0.23102279
-5.09954977,1.13990888,0.10321759,0.00000000,0.05274182,0.47162929,0.52077164,0.22544333
-5.09354677,1.11136077,0.10158988,0.00000000,0.05212317,0.45890561,0.50803874,0.21981036
