energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.68784392,2.31897972,0.13049165,0.00719656,2.38396628,0.50185106,0.00257891,0.82709762
-5.68184092,2.36910185,0.13540473,0.00737639,2.44219345,0.52432350,0.00274942,0.83211023
-5.67583792,2.41146761,0.13998942,0.00752773,2.49156379,0.54498092,0.00291197,0.83515841
-5.66983492,2.44516041,0.14415452,0.00764768,2.53108473,0.56345697,0.00306393,0.83606333
-5.66383192,2.46937813,0.14781264,0.00773385,2.55990463,0.57941951,0.00320286,0.83465521
-5.65782891,2.48346477,0.15088375,0.00778444,2.57734414,0.59258207,0.00332660,0.83078317
-5.65182591,2.48694014,0.15329865,0.00779829,2.58292462,0.60271467,0.00343331,0.82432552
-5.64582291,2.47952601,0.15500214,0.00777498,2.57639227,0.60965325,0.00352161,0.81519979
-5.63981991,2.46116706,0.15595589,0.00771485,2.55773662,0.61330725,0.00359061,0.80337196
-5.63381691,2.43204531,0.15614059,0.00761901,2.52720198,0.61366504,0.00363996,0.78886422
-5.62781391,2.39258689,0.15555754,0.00748936,2.48529107,0.61079659,0.00366993,0.77176068
-5.62181091,2.34346025,0.15422935,0.00732854,2.43275989,0.60485340,0.00368137,0.75221064
-5.61580790,2.28556537,0.15219981,0.00713992,2.37060385,0.59606530,0.00367571,0.73042901
-5.60980490,2.22001396,0.14953290,0.00692746,2.30003484,0.58473443,0.00365495,0.70669379
-5.60380190,2.14810107,0.14631089,0.00669565,2.22245020,0.57122620,0.00362155,0.68134051
-5.59779890,2.07126890,0.14263169,0.00644937,2.13939415,0.55595789,0.00357840,0.65475388
-5.59179590,1.99106415,0.13860551,0.00619377,2.05251321,0.53938497,0.00352867,0.62735686
-5.58579290,1.90909048,0.13435095,0.00593410,1.96350716,0.52198594,0.00347573,0.59959770
-5.57978989,1.82695794,0.12999077,0.00567556,1.87407743,0.50424607,0.00342301,0.57193542
-5.57378689,1.74623148,0.12564735,0.00542313,1.78587492,0.48664084,0.00337386,0.54482452
-5.56778389,1.66838058,0.12143829,0.00518145,1.70044936,0.46961970,0.00333145,0.51869940
-5.56178089,1.59473216,0.11747208,0.00495464,1.61920221,0.45359083,0.00329859,0.49395946
-5.55577789,1.52642867,0.11384421,0.00474621,1.54334501,0.43890745,0.00327766,0.47095531
-5.54977489,1.46439315,0.11063377,0.00455893,1.47386479,0.42585636,0.00327051,0.44997689
-5.54377189,1.40930261,0.10790072,0.00439478,1.41149794,0.41464906,0.00327834,0.43124384
-5.53776888,1.36157072,0.10568399,0.00425488,1.35671339,0.40541579,0.00330169,0.41489871
-5.53176588,1.32134059,0.10400037,0.00413950,1.30970574,0.39820281,0.00334038,0.40100315
-5.52576288,1.28848757,0.10284427,0.00404803,1.27039848,0.39297279,0.00339355,0.38953722
-5.51975988,1.26263209,0.10218844,0.00397908,1.23845685,0.38960848,0.00345961,0.38040188
-5.51375688,1.24316160,0.10198543,0.00393051,1.21330987,0.38791930,0.00353640,0.37342440
-5.50775388,1.22926068,0.10216985,0.00389957,1.19418022,0.38765054,0.00362115,0.36836655
-5.50175088,1.21994792,0.10266131,0.00388296,1.18012079,0.38849492,0.00371069,0.36493494
-5.49574787,1.21411792,0.10336779,0.00387702,1.17005615,0.39010570,0.00380149,0.36279340
-5.48974487,1.21058656,0.10418951,0.00387785,1.16282725,0.39211107,0.00388983,0.36157642
-5.48374187,1.20813767,0.10502287,0.00388144,1.15723745,0.39412902,0.00397192,0.36090340
-5.47773887,1.20556912,0.10576453,0.00388386,1.15209796,0.39578217,0.00404405,0.36039298
-5.47173587,1.20173661,0.10631526,0.00388137,1.14627103,0.39671184,0.00410273,0.35967682
-5.46573287,1.19559335,0.10658363,0.00387056,1.13870914,0.39659104,0.00414480,0.35841242
-5.45972986,1.18622422,0.10648915,0.00384844,1.12848888,0.39513558,0.00416754,0.35629432
-5.45372686,1.17287333,0.10596492,0.00381256,1.11483835,0.39211320,0.00416880,0.35306346
-5.44772386,1.15496405,0.10495968,0.00376104,1.09715732,0.38735022,0.00414702,0.34851432
-5.44172086,1.13211109,0.10343911,0.00369264,1.07502964,0.38073566,0.00410129,0.34249958
-5.43571786,1.10412461,0.10138642,0.00360674,1.04822794,0.37222272,0.00403139,0.33493238
-5.42971486,1.07100646,0.09880227,0.00350338,1.01671068,0.36182769,0.00393775,0.32578610
-5.42371186,1.03293935,0.09570400,0.00338317,0.98061234,0.34962647,0.00382144,0.31509183
-5.41770885,0.99026969,0.09212422,0.00324726,0.94022736,0.33574905,0.00368409,0.30293377
-5.41170585,0.94348529,0.08810897,0.00309727,0.89598920,0.32037215,0.00352785,0.28944298
-5.40570285,0.89318921,0.08371540,0.00293521,0.84844545,0.30371061,0.00335526,0.27478966
-5.39969985,0.84007114,0.07900923,0.00276336,0.79823054,0.28600787,0.00316917,0.25917454
-5.39369685,0.78487762,0.07406202,0.00258421,0.74603727,0.26752608,0.00297264,0.24281979
-5.38769385,0.72838263,0.06894847,0.00240032,0.69258851,0.24853620,0.00276883,0.22595978
-5.38169085,0.67135951,0.06374374,0.00221428,0.63861018,0.22930860,0.00256089,0.20883228
-5.37568784,0.61455553,0.05852105,0.00202857,0.58480668,0.21010445,0.00235186,0.19167012
-5.36968484,0.55866979,0.05334952,0.00184553,0.53183937,0.19116826,0.00214461,0.17469404
-5.36368184,0.50433501,0.04829235,0.00166729,0.48030889,0.17272168,0.00194173,0.15810650
-5.35767884,0.45210377,0.04340542,0.00149570,0.43074153,0.15495876,0.00174555,0.14208690
-5.35167584,0.40243911,0.03873628,0.00133233,0.38357993,0.13804277,0.00155800,0.12678820
-5.34567284,0.35570950,0.03432360,0.00117843,0.33917781,0.12210441,0.00138067,0.11233476
-5.33966983,0.31218782,0.03019691,0.00103493,0.29779872,0.10724141,0.00121479,0.09882164
-5.33366683,0.27205400,0.02637680,0.00090246,0.25961814,0.09351942,0.00106118,0.08631498
-5.32766383,0.23540059,0.02287536,0.00078136,0.22472860,0.08097385,0.00092037,0.07485337
-5.32166083,0.20224083,0.01969684,0.00067170,0.19314705,0.06961259,0.00079252,0.06445008
-5.31565783,0.17251838,0.01683858,0.00057333,0.16482397,0.05941935,0.00067754,0.05509588
-5.30965483,0.14611812,0.01429199,0.00048587,0.13965356,0.05035731,0.00057509,0.04676228
-5.30365183,0.12287752,0.01204361,0.00040882,0.11748446,0.04237304,0.00048463,0.03940497
-5.29764882,0.10259787,0.01007618,0.00034154,0.09813037,0.03540035,0.00040547,0.03296730
-5.29164582,0.08505504,0.00836969,0.00028329,0.08138027,0.02936398,0.00033681,0.02738366
-5.28564282,0.07000934,0.00690234,0.00023330,0.06700791,0.02418301,0.00027776,0.02258260
-5.27963982,0.05721434,0.00565140,0.00019076,0.05478010,0.01977392,0.00022742,0.01848971
-5.27363682,0.04642433,0.00459397,0.00015486,0.04446399,0.01605319,0.00018487,0.01503001
-5.26763382,0.03740049,0.00370759,0.00012482,0.03583289,0.01293944,0.00014920,0.01213000
-5.26163082,0.02991568,0.00297076,0.00009989,0.02867096,0.01035510,0.00011955,0.00971928
-5.25562781,0.02375799,0.00236327,0.00007937,0.02277659,0.00822768,0.00009511,0.00773177
-5.24962481,0.01873307,0.00186651,0.00006261,0.01796474,0.00649058,0.00007511,0.00610653
-5.24362181,0.01466548,0.00146359,0.00004904,0.01406819,0.00508362,0.00005890,0.00478830
-5.23761881,0.01139911,0.00113940,0.00003813,0.01093805,0.00395317,0.00004585,0.00372768
-5.23161581,0.00879696,0.00088066,0.00002944,0.00844356,0.00305211,0.00003544,0.00288116
-5.22561281,0.00674032,0.00067578,0.00002257,0.00647135,0.00233957,0.00002720,0.00221088
-5.21960980,0.00512761,0.00051485,0.00001717,0.00492434,0.00178055,0.00002072,0.00168436
-5.21360680,0.00387289,0.00038943,0.00001298,0.00372035,0.00134541,0.00001567,0.00127402
-5.20760380,0.00290429,0.00029245,0.00000973,0.00279064,0.00100934,0.00001177,0.00095672
-5.20160080,0.00216239,0.00021805,0.00000725,0.00207829,0.00075180,0.00000877,0.00071329
-5.19559780,0.00159851,0.00016143,0.00000536,0.00153672,0.00055597,0.00000649,0.00052798
-5.18959480,0.00117324,0.00011867,0.00000394,0.00112817,0.00040822,0.00000477,0.00038801
-5.18359180,0.00085500,0.00008664,0.00000287,0.00082234,0.00029760,0.00000348,0.00028310
-5.17758879,0.00061869,0.00006285,0.00000208,0.00059518,0.00021543,0.00000252,0.00020507
-5.17158579,0.00044458,0.00004535,0.00000149,0.00042777,0.00015486,0.00000181,0.00014749
-5.16558279,0.00031734,0.00003260,0.00000106,0.00030538,0.00011058,0.00000130,0.00010532
-5.15957979,0.00022512,0.00002346,0.00000075,0.00021664,0.00007849,0.00000092,0.00007468
-5.15357679,0.00015891,0.00001704,0.00000053,0.00015289,0.00005544,0.00000065,0.00005259
-5.14757379,0.00011191,0.00001271,0.00000037,0.00010758,0.00003908,0.00000045,0.00003680
-5.14157079,0.00007903,0.00001002,0.00000026,0.00007584,0.00002764,0.00000032,0.00002560
-5.13556778,0.00005660,0.00000870,0.00000018,0.00005409,0.00001986,0.00000022,0.00001774
-5.12956478,0.00004195,0.00000862,0.00000012,0.00003977,0.00001480,0.00000015,0.00001230
-5.12356178,0.00003329,0.00000979,0.00000008,0.00003113,0.00001186,0.00000011,0.00000859
-5.11755878,0.00002950,0.00001234,0.00000006,0.00002703,0.00001064,0.00000008,0.00000614
-5.11155578,0.00002999,0.00001659,0.00000004,0.00002687,0.00001096,0.00000006,0.00000462
-5.10555278,0.00003469,0.00002303,0.00000002,0.00003051,0.00001282,0.00000005,0.00000381
-5.09954977,0.00004401,0.00003236,0.00000002,0.00003822,0.00001637,0.00000005,0.00000357
-5.09354677,0.00005881,0.00004557,0.00000001,0.00005074,0.00002196,0.00000006,0.00000383
-5.08754377,0.00008052,0.00006398,0.00000001,0.00006922,0.00003012,0.00000007,0.00000460
-5.08154077,0.00011115,0.00008938,0.00000000,0.00009539,0.00004162,0.00000009,0.00000593
-5.07553777,0.00015345,0.00012409,0.00000000,0.00013158,0.00005748,0.00000013,0.00000791
-5.06953477,0.00021105,0.00017111,0.00000000,0.00018090,0.00007907,0.00000017,0.00001069
-5.06353177,0.00028864,0.00023429,0.00000000,0.00024737,0.00010815,0.00000023,0.00001451
-5.05752876,0.00039222,0.00031854,0.00000000,0.00033611,0.00014696,0.00000032,0.00001965
-5.05152576,0.00052931,0.00042998,0.00000000,0.00045357,0.00019833,0.00000043,0.00002647
-5.04552276,0.00070929,0.00057626,0.00000000,0.00060779,0.00026577,0.00000057,0.00003545
-5.03951976,0.00094372,0.00076677,0.00000000,0.00080867,0.00035362,0.00000076,0.00004715
-5.03351676,0.00124667,0.00101293,0.00000000,0.00106825,0.00046713,0.00000101,0.00006227
-5.02751376,0.00163505,0.00132851,0.00000000,0.00140105,0.00061266,0.00000132,0.00008166
-5.02151076,0.00212906,0.00172991,0.00000000,0.00182435,0.00079777,0.00000172,0.00010633
-5.01550775,0.00275242,0.00223640,0.00000000,0.00235849,0.00103134,0.00000223,0.00013746
-5.00950475,0.00353274,0.00287043,0.00000000,0.00302713,0.00132374,0.00000286,0.00017643
-5.00350175,0.00450174,0.00365776,0.00000000,0.00385743,0.00168684,0.00000364,0.00022482
-4.99749875,0.00569535,0.00462758,0.00000000,0.00488018,0.00213410,0.00000461,0.00028443
-4.99149575,0.00715371,0.00581250,0.00000000,0.00612978,0.00268057,0.00000579,0.00035726
-4.98549275,0.00892100,0.00724842,0.00000000,0.00764406,0.00334282,0.00000722,0.00044552
-4.97948974,0.01104504,0.00897417,0.00000000,0.00946400,0.00413876,0.00000893,0.00055159
-4.97348674,0.01357667,0.01103105,0.00000000,0.01163312,0.00508745,0.00001098,0.00067801
-4.96748374,0.01656883,0.01346205,0.00000001,0.01419676,0.00620875,0.00001340,0.00082742
-4.96148074,0.02007538,0.01631088,0.00000001,0.01720103,0.00752287,0.00001624,0.00100252
-4.95547774,0.02414960,0.01962080,0.00000002,0.02069149,0.00904979,0.00001954,0.00120594
-4.94947474,0.02884241,0.02343309,0.00000002,0.02471168,0.01080865,0.00002334,0.00144024
-4.94347174,0.03420031,0.02778541,0.00000004,0.02930128,0.01281694,0.00002768,0.00170771
-4.93746873,0.04026309,0.03270994,0.00000005,0.03449419,0.01508966,0.00003260,0.00201034
-4.93146573,0.04706145,0.03823138,0.00000008,0.04031638,0.01763846,0.00003812,0.00234963
-4.92546273,0.05461443,0.04436490,0.00000011,0.04678376,0.02047067,0.00004425,0.00272651
-4.91945973,0.06292703,0.05111409,0.00000017,0.05390001,0.02358841,0.00005102,0.00314117
-4.91345673,0.07198789,0.05846912,0.00000024,0.06165458,0.02698780,0.00005840,0.00359300
-4.90745373,0.08176736,0.06640507,0.00000035,0.07002096,0.03065822,0.00006640,0.00408044
-4.90145073,0.09221603,0.07488064,0.00000049,0.07895531,0.03458183,0.00007496,0.00460089
-4.89544772,0.10326383,0.08383743,0.00000070,0.08839560,0.03873327,0.00008406,0.00515074
-4.88944472,0.11481999,0.09319965,0.00000098,0.09826138,0.04307971,0.00009363,0.00572524
-4.88344172,0.12677376,0.10287472,0.00000137,0.10845429,0.04758120,0.00010360,0.00631861
-4.87743872,0.13899625,0.11275449,0.00000190,0.11885934,0.05219146,0.00011391,0.00692410
-4.87143572,0.15134315,0.12271732,0.00000262,0.12934705,0.05685905,0.00012446,0.00753407
-4.86543272,0.16365864,0.13263099,0.00000358,0.13977646,0.06152888,0.00013518,0.00814020
-4.85942971,0.17578020,0.14235637,0.00000486,0.14999888,0.06614428,0.00014600,0.00873370
-4.85342671,0.18754439,0.15175177,0.00000654,0.15986248,0.07064926,0.00015685,0.00930555
-4.84742371,0.19879330,0.16067789,0.00000875,0.16921734,0.07499118,0.00016769,0.00984681
-4.84142071,0.20938165,0.16900319,0.00001162,0.17792106,0.07912361,0.00017853,0.01034894
-4.83541771,0.21918410,0.17660948,0.00001532,0.18584449,0.08300929,0.00018939,0.01080409
-4.82941471,0.22810261,0.18339743,0.00002005,0.19287752,0.08662315,0.00020035,0.01120550
-4.82341171,0.23607345,0.18929191,0.00002606,0.19893454,0.08995515,0.00021156,0.01154774
-4.81740870,0.24307354,0.19424681,0.00003362,0.20395941,0.09301288,0.00022322,0.01182704
-4.81140570,0.24912584,0.19824906,0.00004307,0.20792966,0.09582377,0.00023560,0.01204152
-4.80540270,0.25430344,0.20132170,0.00005478,0.21085967,0.09843676,0.00024906,0.01219133
-4.79939970,0.25873195,0.20352581,0.00006917,0.21280261,0.10092325,0.00026405,0.01227885
-4.79339670,0.26259021,0.20496104,0.00008671,0.21385107,0.10337732,0.00028107,0.01230864
-4.78739370,0.26610881,0.20576473,0.00010792,0.21413616,0.10591507,0.00030072,0.01228745
-4.78139070,0.26956658,0.20610950,0.00013336,0.21382516,0.10867297,0.00032367,0.01222410
-4.77538769,0.27328483,0.20619936,0.00016362,0.21311756,0.11180529,0.00035065,0.01212920
-4.76938469,0.27761945,0.20626436,0.00019930,0.21223974,0.11548045,0.00038241,0.01201495
-4.76338169,0.28295098,0.20655391,0.00024103,0.21143828,0.11987653,0.00041977,0.01189476
-4.75737869,0.28967286,0.20732895,0.00028941,0.21097220,0.12517584,0.00046351,0.01178278
-4.75137569,0.29817818,0.20885324,0.00034502,0.21110429,0.13155868,0.00051440,0.01169355
-4.74537269,0.30884524,0.21138391,0.00040838,0.21209180,0.13919667,0.00057315,0.01164142
-4.73936968,0.32202247,0.21516179,0.00047993,0.21417688,0.14824548,0.00064039,0.01164011
-4.73336668,0.33801312,0.22040166,0.00055999,0.21757707,0.15883756,0.00071661,0.01170224
-4.72736368,0.35706034,0.22728287,0.00064877,0.22247615,0.17107491,0.00080214,0.01183881
-4.72136068,0.37933334,0.23594079,0.00074628,0.22901578,0.18502230,0.00089713,0.01205888
-4.71535768,0.40491503,0.24645920,0.00085237,0.23728815,0.20070117,0.00100149,0.01236914
-4.70935468,0.43379194,0.25886422,0.00096667,0.24733015,0.21808467,0.00111488,0.01277372
-4.70335168,0.46584698,0.27311999,0.00108857,0.25911918,0.23709394,0.00123669,0.01327396
-4.69734867,0.50085539,0.28912629,0.00121723,0.27257090,0.25759614,0.00136604,0.01386836
-4.69134567,0.53848451,0.30671849,0.00135159,0.28753908,0.27940422,0.00150175,0.01455264
-4.68534267,0.57829746,0.32566972,0.00149034,0.30381776,0.30227888,0.00164238,0.01531987
-4.67933967,0.61976111,0.34569557,0.00163196,0.32114556,0.32593252,0.00178622,0.01616074
-4.67333667,0.66225800,0.36646102,0.00177478,0.33921229,0.35003544,0.00193134,0.01706393
-4.66733367,0.70510230,0.38758967,0.00191694,0.35766750,0.37422400,0.00207564,0.01801654
-4.66133067,0.74755918,0.40867478,0.00205654,0.37613093,0.39811069,0.00221688,0.01900467
-4.65532766,0.78886702,0.42929201,0.00219159,0.39420435,0.42129565,0.00235276,0.02001395
-4.64932466,0.82826185,0.44901322,0.00232015,0.41148448,0.44337934,0.00248099,0.02103019
-4.64332166,0.86500280,0.46742096,0.00244038,0.42757650,0.46397591,0.00259936,0.02203998
-4.63731866,0.89839780,0.48412293,0.00255058,0.44210756,0.48272652,0.00270579,0.02303125
-4.63131566,0.92782825,0.49876600,0.00264926,0.45473985,0.49931227,0.00279844,0.02399382
-4.62531266,0.95277174,0.51104903,0.00273521,0.46518259,0.51346603,0.00287577,0.02491981
-4.61930965,0.97282162,0.52073406,0.00280754,0.47320255,0.52498263,0.00293657,0.02580398
-4.61330665,0.98770269,0.52765534,0.00286573,0.47863254,0.53372691,0.00298003,0.02664392
-4.60730365,0.99728212,0.53172585,0.00290961,0.48137756,0.53963935,0.00300579,0.02744006
-4.60130065,1.00157526,0.53294089,0.00293944,0.48141844,0.54273879,0.00301392,0.02819564
-4.59529765,1.00074596,0.53137891,0.00295583,0.47881273,0.54312238,0.00300494,0.02891639
-4.58929465,0.99510144,0.52719922,0.00295977,0.47369288,0.54096251,0.00297981,0.02961017
-4.58329165,0.98508208,0.52063700,0.00295257,0.46626186,0.53650110,0.00293990,0.03028649
-4.57728864,0.97124660,0.51199576,0.00293582,0.45678648,0.53004134,0.00288695,0.03095590
-4.57128564,0.95425332,0.50163772,0.00291132,0.44558870,0.52193748,0.00282301,0.03162936
-4.56528264,0.93483861,0.48997239,0.00288102,0.43303538,0.51258306,0.00275037,0.03231758
-4.55927964,0.91379336,0.47744419,0.00284697,0.41952699,0.50239817,0.00267148,0.03303038
-4.55327664,0.89193856,0.46451934,0.00281120,0.40548574,0.49181631,0.00258893,0.03377614
-4.54727364,0.87010117,0.45167273,0.00277571,0.39134355,0.48127146,0.00250532,0.03456128
-4.54127064,0.84909102,0.43937522,0.00274234,0.37753045,0.47118579,0.00242319,0.03538992
-4.53526763,0.82967963,0.42808173,0.00271279,0.36446365,0.46195853,0.00234500,0.03626366
-4.52926463,0.81258160,0.41822049,0.00268850,0.35253765,0.45395623,0.00227304,0.03718150
-4.52326163,0.79843886,0.41018358,0.00267069,0.34211555,0.44750476,0.00220938,0.03813995
-4.51725863,0.78780807,0.40431901,0.00266026,0.33352174,0.44288301,0.00215584,0.03913318
-4.51125563,0.78115112,0.40092416,0.00265784,0.32703594,0.44031830,0.00211396,0.04015344
-4.50525263,0.77882849,0.40024070,0.00266376,0.32288849,0.43998354,0.00208498,0.04119144
-4.49924962,0.78109527,0.40245065,0.00267807,0.32125691,0.44199565,0.00206981,0.04223682
-4.49324662,0.78809936,0.40767368,0.00270053,0.32226351,0.44641530,0.00206904,0.04327866
-4.48724362,0.79988139,0.41596516,0.00273068,0.32597380,0.45324752,0.00208294,0.04430599
-4.48124062,0.81637604,0.42731509,0.00276782,0.33239580,0.46244304,0.00211146,0.04530814
-4.47523762,0.83741439,0.44164768,0.00281107,0.34147988,0.47390008,0.00215424,0.04627510
-4.46923462,0.86272699,0.45882149,0.00285937,0.35311924,0.48746649,0.00221060,0.04719776
-4.46323162,0.89194769,0.47863026,0.00291154,0.36715095,0.50294213,0.00227960,0.04806798
-4.45722861,0.92461812,0.50080446,0.00296628,0.38335756,0.52008153,0.00236000,0.04887858
-4.45122561,0.96019309,0.52501366,0.00302221,0.40146952,0.53859682,0.00245032,0.04962321
-4.44522261,0.99804700,0.55087004,0.00307790,0.42116835,0.55816118,0.00254882,0.05029614
-4.43921961,1.03748184,0.57793309,0.00313188,0.44209088,0.57841281,0.00265356,0.05089197
-4.43321661,1.07773673,0.60571583,0.00318265,0.46383456,0.59895984,0.00276243,0.05140534
-4.42721361,1.11799970,0.63369257,0.00322876,0.48596410,0.61938605,0.00287313,0.05183061
-4.42121061,1.15742157,0.66130842,0.00326876,0.50801936,0.63925782,0.00298325,0.05216168
-4.41520760,1.19513225,0.68799040,0.00330128,0.52952462,0.65813213,0.00309035,0.05239175
-4.40920460,1.23025914,0.71316019,0.00332502,0.54999898,0.67556579,0.00319191,0.05251336
-4.40320160,1.26194762,0.73624810,0.00333880,0.56896788,0.69112564,0.00328548,0.05251842
-4.39719860,1.28938288,0.75670800,0.00334158,0.58597527,0.70439955,0.00336870,0.05239845
-4.39119560,1.31181266,0.77403278,0.00333251,0.60059621,0.71500787,0.00343936,0.05214494
-4.38519260,1.32857004,0.78776962,0.00331090,0.61244935,0.72261510,0.00349546,0.05174986
-4.37918959,1.33909536,0.79753470,0.00327631,0.62120896,0.72694101,0.00353530,0.05120620
-4.37318659,1.34295639,0.80302655,0.00322855,0.62661582,0.72777108,0.00355747,0.05050861
-4.36718359,1.33986582,0.80403746,0.00316769,0.62848667,0.72496559,0.00356099,0.04965412
-4.36118059,1.32969528,0.80046258,0.00309408,0.62672166,0.71846690,0.00354528,0.04864277
-4.35517759,1.31248512,0.79230605,0.00300835,0.62130960,0.70830471,0.00351019,0.04747821
-4.34917459,1.28844947,0.77968403,0.00291144,0.61233054,0.69459886,0.00345608,0.04616823
-4.34317159,1.25797638,0.76282437,0.00280452,0.59995580,0.67755958,0.00338373,0.04472518
-4.33716858,1.22162278,0.74206294,0.00268908,0.58444524,0.65748521,0.00329441,0.04316618
-4.33116558,1.18010474,0.71783683,0.00256679,0.56614197,0.63475724,0.00318980,0.04151326
-4.32516258,1.13428305,0.69067464,0.00243958,0.54546475,0.60983321,0.00307200,0.03979324
-4.31915958,1.08514507,0.66118425,0.00230953,0.52289830,0.58323736,0.00294343,0.03803754
-4.31315658,1.03378327,0.63003867,0.00217885,0.49898208,0.55554976,0.00280681,0.03628174
-4.30715358,0.98137146,0.59796042,0.00204985,0.47429771,0.52739395,0.00266509,0.03456508
