energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,W_p_up,W_d_up
-6.00000000,0.81966214,0.00059735,0.16204868,0.34829102,0.00478656,0.36607258,0.28058653
-5.99399700,0.78988549,0.00059354,0.15305648,0.33473185,0.00477393,0.35294184,0.27168288
-5.98799400,0.76618145,0.00059183,0.14440592,0.32447867,0.00478015,0.34177035,0.26513579
-5.98199100,0.74849853,0.00059226,0.13610578,0.31749811,0.00480558,0.33254802,0.26091951
-5.97598799,0.73672331,0.00059487,0.12816614,0.31371764,0.00485044,0.32525062,0.25898326
-5.96998499,0.73067812,0.00059966,0.12059817,0.31302521,0.00491472,0.31983837,0.25925027
-5.96398199,0.73011753,0.00060660,0.11341367,0.31526858,0.00499815,0.31625383,0.26161647
-5.95797899,0.73472447,0.00061565,0.10662417,0.32025466,0.00510007,0.31441932,0.26594918
-5.95197599,0.74410675,0.00062669,0.10023986,0.32774929,0.00521937,0.31423434,0.27208590
-5.94597299,0.75779493,0.00063955,0.09426839,0.33747767,0.00535442,0.31557338,0.27983380
-5.93996998,0.77524229,0.00065400,0.08871375,0.34912591,0.00550302,0.31828448,0.28896997
-5.93396698,0.79582762,0.00066975,0.08357526,0.36234380,0.00566240,0.32218878,0.29924282
-5.92796398,0.81886135,0.00068642,0.07884679,0.37674921,0.00582920,0.32708148,0.31037478
-5.92196098,0.84359520,0.00070361,0.07451626,0.39193398,0.00599954,0.33273413,0.32206632
-5.91595798,0.86923548,0.00072081,0.07056549,0.40747142,0.00616907,0.33889850,0.33400138
-5.90995498,0.89495974,0.00073751,0.06697044,0.42292521,0.00633308,0.34531178,0.34585406
-5.90395198,0.91993622,0.00075316,0.06370171,0.43785951,0.00648665,0.35170309,0.35729636
-5.89794897,0.94334536,0.00076719,0.06072542,0.45184976,0.00662478,0.35780083,0.36800666
-5.89194597,0.96440253,0.00077905,0.05800432,0.46449398,0.00674258,0.36334070,0.37767859
-5.88594297,0.98238073,0.00078820,0.05549905,0.47542379,0.00683540,0.36807390,0.38602988
-5.87993997,0.99663234,0.00079417,0.05316958,0.48431481,0.00689906,0.37177499,0.39281075
-5.87393697,1.00660866,0.00079654,0.05097658,0.49089591,0.00692994,0.37424915,0.39781139
-5.86793397,1.01187625,0.00079499,0.04888280,0.49495675,0.00692519,0.37533834,0.40086814
-5.86193097,1.01212931,0.00078926,0.04685432,0.49635329,0.00688279,0.37492600,0.40186811
-5.85592796,1.00719725,0.00077923,0.04486157,0.49501096,0.00680162,0.37294013,0.40075187
-5.84992496,0.99704727,0.00076487,0.04288015,0.49092532,0.00668157,0.36935450,0.39751414
-5.84392196,0.98178171,0.00074627,0.04089141,0.48416022,0.00652347,0.36418801,0.39220248
-5.83791896,0.96163035,0.00072361,0.03888268,0.47484350,0.00632910,0.35750225,0.38491399
-5.83191596,0.93693825,0.00069719,0.03684733,0.46316048,0.00610109,0.34939742,0.37579022
-5.82591296,0.90814962,0.00066739,0.03478455,0.44934567,0.00584287,0.34000688,0.36501066
-5.81990995,0.87578887,0.00063466,0.03269885,0.43367307,0.00555849,0.32949069,0.35278501
-5.81390695,0.84043960,0.00059950,0.03059954,0.41644559,0.00525249,0.31802844,0.33934482
-5.80790395,0.80272293,0.00056245,0.02849995,0.39798419,0.00492978,0.30581192,0.32493482
-5.80190095,0.76327596,0.00052410,0.02641670,0.37861716,0.00459542,0.29303793,0.30980442
-5.79589795,0.72273173,0.00048500,0.02436887,0.35867022,0.00425450,0.27990161,0.29419975
-5.78989495,0.68170124,0.00044570,0.02237727,0.33845769,0.00391201,0.26659065,0.27835667
-5.78389195,0.64075858,0.00040673,0.02046380,0.31827525,0.00357264,0.25328068,0.26249493
-5.77788894,0.60042941,0.00036857,0.01865084,0.29839440,0.00324077,0.24013186,0.24681376
-5.77188594,0.56118325,0.00033164,0.01696090,0.27905886,0.00292027,0.22728690,0.23148897
-5.76588294,0.52342960,0.00029630,0.01541630,0.26048287,0.00261454,0.21487045,0.21667148
-5.75987994,0.48751758,0.00026286,0.01403909,0.24285125,0.00232643,0.20298971,0.20248738
-5.75387694,0.45373890,0.00023153,0.01285103,0.22632112,0.00205820,0.19173623,0.18903920
-5.74787394,0.42233343,0.00020249,0.01187376,0.21102489,0.00181159,0.18118842,0.17640825
-5.74187094,0.39349685,0.00017583,0.01112898,0.19707425,0.00158782,0.17141485,0.16465768
-5.73586793,0.36738953,0.00015159,0.01063875,0.18456472,0.00138764,0.16247767,0.15383615
-5.72986493,0.34414590,0.00012976,0.01042573,0.17358045,0.00121138,0.15443613,0.14398161
-5.72386193,0.32388356,0.00011029,0.01051343,0.16419871,0.00105901,0.14734976,0.13512493
-5.71785893,0.30671147,0.00009306,0.01092632,0.15649391,0.00093025,0.14128096,0.12729332
-5.71185593,0.29273647,0.00007797,0.01168987,0.15054070,0.00082456,0.13629691,0.12051303
-5.70585293,0.28206787,0.00006485,0.01283040,0.14641591,0.00074127,0.13247036,0.11481132
-5.69984992,0.27481957,0.00005356,0.01437468,0.14419920,0.00067959,0.12987953,0.11021765
-5.69384692,0.27110966,0.00004392,0.01634938,0.14397230,0.00063866,0.12860677,0.10676380
-5.68784392,0.27105733,0.00003577,0.01878027,0.14581679,0.00061760,0.12873621,0.10448317
-5.68184092,0.27477742,0.00002893,0.02169115,0.14981053,0.00061552,0.13035036,0.10340916
-5.67583792,0.28237264,0.00002324,0.02510261,0.15602287,0.00063151,0.13352587,0.10357276
-5.66983492,0.29392409,0.00001856,0.02903060,0.16450886,0.00066468,0.13832855,0.10499961
-5.66383192,0.30948044,0.00001474,0.03348487,0.17530276,0.00071411,0.14480808,0.10770653
-5.65782891,0.32904652,0.00001167,0.03846739,0.18841121,0.00077888,0.15299244,0.11169792
-5.65182591,0.35257189,0.00000922,0.04397071,0.20380638,0.00085798,0.16288255,0.11696214
-5.64582291,0.37994021,0.00000732,0.04997653,0.22141967,0.00095039,0.17444738,0.12346821
-5.63981991,0.41096017,0.00000588,0.05645440,0.24113617,0.00105496,0.18761977,0.13116295
-5.63381691,0.44535854,0.00000484,0.06336074,0.26279051,0.00117045,0.20229349,0.13996891
-5.62781391,0.48277620,0.00000415,0.07063832,0.28616432,0.00129553,0.21832144,0.14978317
-5.62181091,0.52276756,0.00000379,0.07821615,0.31098569,0.00142873,0.23551565,0.16047738
-5.61580790,0.56480393,0.00000374,0.08600995,0.33693095,0.00156850,0.25364890,0.17189885
-5.60980490,0.60828088,0.00000400,0.09392327,0.36362877,0.00171322,0.27245831,0.18387310
-5.60380190,0.65253000,0.00000460,0.10184914,0.39066678,0.00186122,0.29165071,0.19620766
-5.59779890,0.69683462,0.00000556,0.10967240,0.41760063,0.00201088,0.31090988,0.20869714
-5.59179590,0.74044934,0.00000694,0.11727256,0.44396513,0.00216063,0.32990548,0.22112952
-5.58579290,0.78262280,0.00000882,0.12452719,0.46928742,0.00230907,0.34830326,0.23329334
-5.57978989,0.82262280,0.00001129,0.13131559,0.49310148,0.00245504,0.36577639,0.24498570
-5.57378689,0.85976301,0.00001447,0.13752279,0.51496361,0.00259772,0.38201738,0.25602073
-5.56778389,0.89343020,0.00001850,0.14304354,0.53446823,0.00273670,0.39675016,0.26623810
-5.56178089,0.92311065,0.00002355,0.14778627,0.55126329,0.00287209,0.40974178,0.27551138
-5.55577789,0.94841480,0.00002979,0.15167670,0.56506471,0.00300456,0.42081318,0.28375575
-5.54977489,0.96909888,0.00003747,0.15466101,0.57566907,0.00313547,0.42984860,0.29093477
-5.54377189,0.98508238,0.00004680,0.15670838,0.58296411,0.00326688,0.43680305,0.29706579
-5.53776888,0.99646062,0.00005807,0.15781278,0.58693641,0.00340155,0.44170751,0.30222380
