energy_ev,total_up,Ag_p_up,Ag_d_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up
-6.00000000,5.89482930,0.53470276,5.03910069,0.46635001,0.00000000,0.02570801,0.18211271
-5.99399700,5.88499317,0.53439431,5.04066349,0.46392378,0.00000000,0.02603189,0.17979483
-5.98799400,5.87689907,0.53460087,5.04351318,0.46131719,0.00000000,0.02636413,0.17791991
-5.98199100,5.87090587,0.53541200,5.04786260,0.45863661,0.00000000,0.02670097,0.17647652
-5.97598799,5.86714777,0.53689126,5.05373114,0.45597159,0.00000000,0.02703790,0.17544768
-5.96998499,5.86553469,0.53907413,5.06094800,0.45339214,0.00000000,0.02736978,0.17481092
-5.96398199,5.86576431,0.54196723,5.06916573,0.45094706,0.00000000,0.02769106,0.17453865
-5.95797899,5.86734525,0.54554872,5.07788305,0.44866344,0.00000000,0.02799603,0.17459865
-5.95197599,5.86962993,0.54977001,5.08647570,0.44654718,0.00000000,0.02827906,0.17495480
-5.94597299,5.87185491,0.55455853,5.09423350,0.44458461,0.00000000,0.02853495,0.17556795
-5.93996998,5.87318661,0.55982153,5.10040127,0.44274506,0.00000000,0.02875913,0.17639688
-5.93396698,5.87276944,0.56545071,5.10422142,0.44098406,0.00000000,0.02894803,0.17739934
-5.92796398,5.86977373,0.57132725,5.10497577,0.43924726,0.00000000,0.02909925,0.17853311
-5.92196098,5.86344087,0.57732729,5.10202417,0.43747447,0.00000000,0.02921174,0.17975695
-5.91595798,5.85312304,0.58332723,5.09483802,0.43560397,0.00000000,0.02928597,0.18103159
-5.90995498,5.83831587,0.58920888,5.08302709,0.43357647,0.00000000,0.02932395,0.18232045
-5.90395198,5.81868237,0.59486405,5.06635835,0.43133889,0.00000000,0.02932919,0.18359032
-5.89794897,5.79406741,0.60019841,5.04476631,0.42884749,0.00000000,0.02930661,0.18481180
-5.89194597,5.76450241,0.60513448,5.01835478,0.42607034,0.00000000,0.02926232,0.18595962
-5.88594297,5.73020082,0.60961366,4.98739043,0.42298905,0.00000000,0.02920339,0.18701276
-5.87993997,5.69154499,0.61359718,4.95228906,0.41959963,0.00000000,0.02913753,0.18795443
-5.87393697,5.64906598,0.61706603,4.91359592,0.41591257,0.00000000,0.02907273,0.18877192
-5.86793397,5.60341787,0.62001996,4.87196144,0.41195212,0.00000000,0.02901686,0.18945636
-5.86193097,5.55534830,0.62247559,4.82811413,0.40775490,0.00000000,0.02897733,0.19000238
-5.85592796,5.50566721,0.62446381,4.78283223,0.40336790,0.00000000,0.02896072,0.19040774
-5.84992496,5.45521546,0.62602666,4.73691568,0.39884608,0.00000000,0.02897244,0.19067294
-5.84392196,5.40483499,0.62721386,4.69115972,0.39424965,0.00000000,0.02901649,0.19080082
-5.83791896,5.35534166,0.62807916,4.64633131,0.38964119,0.00000000,0.02909524,0.19079621
-5.83191596,5.30750197,0.62867676,4.60314908,0.38508282,0.00000000,0.02920932,0.19066551
-5.82591296,5.26201402,0.62905794,4.56226724,0.38063345,0.00000000,0.02935758,0.19041644
-5.81990995,5.21949323,0.62926798,4.52426373,0.37634637,0.00000000,0.02953717,0.19005770
-5.81390695,5.18046253,0.62934364,4.48963239,0.37226709,0.00000000,0.02974360,0.18959872
-5.80790395,5.14534694,0.62931112,4.45877880,0.36843166,0.00000000,0.02997099,0.18904942
-5.80190095,5.11447173,0.62918471,4.43201933,0.36486547,0.00000000,0.03021232,0.18841995
-5.79589795,5.08806387,0.62896596,4.40958269,0.36158245,0.00000000,0.03045970,0.18772054
-5.78989495,5.06625566,0.62864358,4.39161340,0.35858482,0.00000000,0.03070471,0.18696122
-5.78389195,5.04909014,0.62819383,4.37817646,0.35586328,0.00000000,0.03093876,0.18615168
-5.77788894,5.03652745,0.62758145,4.36926277,0.35339759,0.00000000,0.03115337,0.18530103
-5.77188594,5.02845166,0.62676108,4.36479463,0.35115751,0.00000000,0.03134054,0.18441765
-5.76588294,5.02467760,0.62567893,4.36463120,0.34910410,0.00000000,0.03149296,0.18350906
-5.75987994,5.02495748,0.62427480,4.36857358,0.34719114,0.00000000,0.03160428,0.18258171
-5.75387694,5.02898701,0.62248423,4.37636939,0.34536683,0.00000000,0.03166927,0.18164096
-5.74787394,5.03641119,0.62024071,4.38771704,0.34357554,0.00000000,0.03168394,0.18069097
-5.74187094,5.04682955,0.61747789,4.40226958,0.34175956,0.00000000,0.03164561,0.17973469
-5.73586793,5.05980131,0.61413173,4.41963847,0.33986087,0.00000000,0.03155290,0.17877391
-5.72986493,5.07485036,0.61014245,4.43939738,0.33782282,0.00000000,0.03140571,0.17780930
-5.72386193,5.09147036,0.60545629,4.46108630,0.33559168,0.00000000,0.03120513,0.17684054
-5.71785893,5.10913019,0.60002702,4.48421599,0.33311799,0.00000000,0.03095330,0.17586644
-5.71185593,5.12727974,0.59381718,4.50827315,0.33035777,0.00000000,0.03065331,0.17488509
-5.70585293,5.14535635,0.58679898,4.53272619,0.32727345,0.00000000,0.03030906,0.17389403
-5.69984992,5.16279177,0.57895493,4.55703179,0.32383459,0.00000000,0.02992504,0.17289041
-5.69384692,5.17901975,0.57027813,4.58064223,0.32001837,0.00000000,0.02950627,0.17187112
-5.68784392,5.19348423,0.56077230,4.60301339,0.31580980,0.00000000,0.02905812,0.17083293
-5.68184092,5.20564793,0.55045152,4.62361333,0.31120172,0.00000000,0.02858623,0.16977254
-5.67583792,5.21500133,0.53933976,4.64193133,0.30619460,0.00000000,0.02809641,0.16868670
-5.66983492,5.22107190,0.52747024,4.65748726,0.30079613,0.00000000,0.02759460,0.16757216
-5.66383192,5.22343320,0.51488459,4.66984092,0.29502070,0.00000000,0.02708682,0.16642574
-5.65782891,5.22171398,0.50163194,4.67860139,0.28888868,0.00000000,0.02657919,0.16524425
-5.65182591,5.21560672,0.48776801,4.68343584,0.28242570,0.00000000,0.02607795,0.16402453
-5.64582291,5.20487566,0.47335415,4.68407792,0.27566185,0.00000000,0.02558948,0.16276340
-5.63981991,5.18936393,0.45845639,4.68033514,0.26863090,0.00000000,0.02512033,0.16145765
-5.63381691,5.16899959,0.44314463,4.67209524,0.26136949,0.00000000,0.02467731,0.16010410
-5.62781391,5.14380043,0.42749187,4.65933122,0.25391642,0.00000000,0.02426752,0.15869964
-5.62181091,5.11387717,0.41157352,4.64210483,0.24631203,0.00000000,0.02389835,0.15724131
-5.61580790,5.07943494,0.39546686,4.62056834,0.23859759,0.00000000,0.02357757,0.15572651
-5.60980490,5.04077288,0.37925057,4.59496434,0.23081486,0.00000000,0.02331328,0.15415311
-5.60380190,4.99828171,0.36300430,4.56562361,0.22300569,0.00000000,0.02311388,0.15251968
-5.59779890,4.95243908,0.34680835,4.53296083,0.21521175,0.00000000,0.02298805,0.15082574
-5.59179590,4.90380284,0.33074329,4.49746820,0.20747423,0.00000000,0.02294467,0.14907198
-5.58579290,4.85300213,0.31488965,4.45970696,0.19983366,0.00000000,0.02299265,0.14726049
-5.57978989,4.80072644,0.29932754,4.42029707,0.19232976,0.00000000,0.02314084,0.14539493
-5.57378689,4.74771285,0.28413620,4.37990500,0.18500124,0.00000000,0.02339781,0.14348073
-5.56778389,4.69473170,0.26939348,4.33923020,0.17788561,0.00000000,0.02377170,0.14152520
-5.56178089,4.64257104,0.25517531,4.29899040,0.17101895,0.00000000,0.02426993,0.13953755
-5.55577789,4.59202031,0.24155496,4.25990616,0.16443566,0.00000000,0.02489905,0.13752887
-5.54977489,4.54385372,0.22860238,4.22268525,0.15816813,0.00000000,0.02566441,0.13551206
-5.54377189,4.49881390,0.21638335,4.18800732,0.15224637,0.00000000,0.02656996,0.13350167
-5.53776888,4.45759626,0.20495871,4.15650932,0.14669763,0.00000000,0.02761804,0.13151366
-5.53176588,4.42083492,0.19438356,4.12877233,0.14154594,0.00000000,0.02880912,0.12956513
-5.52576288,4.38909036,0.18470647,4.10531022,0.13681169,0.00000000,0.03014165,0.12767403
-5.51975988,4.36283962,0.17596879,4.08656057,0.13251121,0.00000000,0.03161188,0.12585880
-5.51375688,4.34246929,0.16820406,4.07287840,0.12865638,0.00000000,0.03321383,0.12413801
-5.50775388,4.32827168,0.16143755,4.06453274,0.12525426,0.00000000,0.03493918,0.12253008
-5.50175088,4.32044418,0.15568594,4.06170636,0.12230692,0.00000000,0.03677737,0.12105287
-5.49574787,4.31909201,0.15095718,4.06449853,0.11981122,0.00000000,0.03871564,0.11972345
-5.48974487,4.32423404,0.14725053,4.07293076,0.11775882,0.00000000,0.04073924,0.11855782
-5.48374187,4.33581139,0.14455674,4.08695500,0.11613627,0.00000000,0.04283164,0.11757066
-5.47773887,4.35369821,0.14285848,4.10646391,0.11492524,0.00000000,0.04497485,0.11677522
-5.47173587,4.37771400,0.14213078,4.13130250,0.11410284,0.00000000,0.04714980,0.11618308
-5.46573287,4.40763673,0.14234175,4.16128037,0.11364210,0.00000000,0.04933671,0.11580413
