energy_ev,total_up,Ga_p_up,Ga_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.80790395,6.29636232,0.09459335,0.00000000,4.31442811,2.75117373,0.00350992,4.90278455
-5.80190095,6.07430923,0.08964977,0.00000000,4.13865392,2.65920833,0.00335623,4.74066884
-5.79589795,5.84232373,0.08465135,0.00000000,3.96068121,2.56092941,0.00321633,4.56788228
-5.78989495,5.60242392,0.07964166,0.00000000,3.78194763,2.45728218,0.00308850,4.38608091
-5.78389195,5.35657632,0.07466052,0.00000000,3.60375364,2.34922912,0.00297081,4.19693398
-5.77788894,5.10668649,0.06974368,0.00000000,3.42726601,2.23773915,0.00286120,4.00210792
-5.77188594,4.85459275,0.06492273,0.00000000,3.25352550,2.12377752,0.00275765,3.80325194
-5.76588294,4.60206165,0.06022500,0.00000000,3.08345703,2.00829616,0.00265815,3.60198457
-5.75987994,4.35078416,0.05567370,0.00000000,2.91788082,1.89222435,0.00256087,3.39988092
-5.75387694,4.10237110,0.05128809,0.00000000,2.75752293,1.77645973,0.00246421,3.19845997
-5.74787394,3.85834726,0.04708368,0.00000000,2.60302426,1.66185939,0.00236680,2.99917193
-5.74187094,3.62014337,0.04307256,0.00000000,2.45494676,1.54923122,0.00226761,2.80338513
-5.73586793,3.38908591,0.03926366,0.00000000,2.31377681,1.43932545,0.00216590,2.61237281
-5.72986493,3.16638469,0.03566312,0.00000000,2.17992525,1.33282651,0.00206128,2.42729979
-5.72386193,2.95311886,0.03227454,0.00000000,2.05372461,1.23034555,0.00195366,2.24920940
-5.71785893,2.75022204,0.02909930,0.00000000,1.93542405,1.13241369,0.00184326,2.07901126
-5.71185593,2.55846755,0.02613686,0.00000000,1.82518285,1.03947627,0.00173052,1.91747034
-5.70585293,2.37845498,0.02338492,0.00000000,1.72306342,0.95188854,0.00161613,1.76519805
-5.69984992,2.21059907,0.02083974,0.00000000,1.62902512,0.86991290,0.00150091,1.62264579
-5.69384692,2.05512228,0.01849624,0.00000000,1.54291973,0.79371789,0.00138582,1.49010178
-5.68784392,1.91205171,0.01634826,0.00000000,1.46448974,0.72337920,0.00127185,1.36769124
-5.68184092,1.78122133,0.01438864,0.00000000,1.39337001,0.65888274,0.00116001,1.25538054
-5.67583792,1.66227973,0.01260944,0.00000000,1.32909358,0.60012969,0.00105129,1.15298516
-5.66983492,1.55470372,0.01100202,0.00000000,1.27110160,0.54694349,0.00094658,1.06018155
-5.66383192,1.45781731,0.00955719,0.00000000,1.21875739,0.49907865,0.00084668,0.97652243
-5.65782891,1.37081560,0.00826537,0.00000000,1.17136432,0.45623098,0.00075227,0.90145521
-5.65182591,1.29279277,0.00711669,0.00000000,1.12818662,0.41804895,0.00066388,0.83434279
-5.64582291,1.22277294,0.00610115,0.00000000,1.08847248,0.38414581,0.00058191,0.77448602
-5.63981991,1.15974276,0.00520876,0.00000000,1.05147828,0.35411207,0.00050659,0.72114700
-5.63381691,1.10268431,0.00442964,0.00000000,1.01649277,0.32752780,0.00043803,0.67357237
-5.62781391,1.05060697,0.00375423,0.00000000,0.98286029,0.30397448,0.00037621,0.63101566
-5.62181091,1.00257702,0.00317337,0.00000000,0.95000176,0.28304587,0.00032099,0.59275806
-5.61580790,0.95774383,0.00267843,0.00000000,0.91743271,0.26435767,0.00027214,0.55812679
-5.60980490,0.91536174,0.00226151,0.00000000,0.88477763,0.24755574,0.00022937,0.52651067
-5.60380190,0.87480703,0.00191549,0.00000000,0.85177999,0.23232254,0.00019231,0.49737235
-5.59779890,0.83558950,0.00163418,0.00000000,0.81830804,0.21838189,0.00016059,0.47025724
-5.59179590,0.79735876,0.00141245,0.00000000,0.78435613,0.20550190,0.00013381,0.44479876
-5.58579290,0.75990518,0.00124630,0.00000000,0.75004198,0.19349618,0.00011158,0.42072042
-5.57978989,0.72315621,0.00113300,0.00000000,0.71560030,0.18222347,0.00009352,0.39783470
-5.57378689,0.68716847,0.00107112,0.00000000,0.68137344,0.17158587,0.00007930,0.37603926
-5.56778389,0.65211647,0.00106066,0.00000000,0.64779972,0.16152596,0.00006862,0.35531098
-5.56178089,0.61827885,0.00110309,0.00000000,0.61540013,0.15202290,0.00006125,0.33569815
-5.55577789,0.58602281,0.00120141,0.00000000,0.58476428,0.14308801,0.00005700,0.31731159
-5.54977489,0.55578777,0.00136016,0.00000000,0.55653601,0.13475988,0.00005577,0.30031496
-5.54377189,0.52806878,0.00158544,0.00000000,0.53139922,0.12709936,0.00005750,0.28491483
-5.53776888,0.50340024,0.00188486,0.00000000,0.51006433,0.12018455,0.00006222,0.27135083
-5.53176588,0.48234050,0.00226749,0.00000000,0.49325537,0.11410601,0.00006999,0.25988603
-5.52576288,0.46545726,0.00274373,0.00000000,0.48169763,0.10896224,0.00008096,0.25079795
-5.51975988,0.45331408,0.00332512,0.00000000,0.47610590,0.10485552,0.00009533,0.24436994
-5.51375688,0.44645769,0.00402415,0.00000000,0.47717265,0.10188807,0.00011333,0.24088314
-5.50775388,0.44540596,0.00485389,0.00000000,0.48555595,0.10015860,0.00013523,0.24060885
-5.50175088,0.45063624,0.00582767,0.00000000,0.50186662,0.09975913,0.00016132,0.24380103
-5.49574787,0.46257362,0.00695860,0.00000000,0.52665423,0.10077201,0.00019189,0.25068906
-5.48974487,0.48157905,0.00825907,0.00000000,0.56039169,0.10326713,0.00022723,0.26147028
-5.48374187,0.50793694,0.00974019,0.00000000,0.60345829,0.10729924,0.00026759,0.27630254
-5.47773887,0.54184231,0.01141114,0.00000000,0.65612131,0.11290533,0.00031318,0.29529651
-5.47173587,0.58338768,0.01327859,0.00000000,0.71851668,0.12010209,0.00036414,0.31850798
-5.46573287,0.63254983,0.01534601,0.00000000,0.79062912,0.12888357,0.00042051,0.34593026
-5.45972986,0.68917731,0.01761310,0.00000000,0.87227288,0.13921888,0.00048224,0.37748702
-5.45372686,0.75297906,0.02007524,0.00000000,0.96307409,0.15105040,0.00054914,0.41302596
-5.44772386,0.82351526,0.02272304,0.00000000,1.06245605,0.16429226,0.00062088,0.45231371
-5.44172086,0.90019130,0.02554204,0.00000000,1.16962886,0.17882960,0.00069699,0.49503261
-5.43571786,0.98225577,0.02851260,0.00000000,1.28358482,0.19451848,0.00077685,0.54077974
-5.42971486,1.06880340,0.03160988,0.00000000,1.40310075,0.21118685,0.00085965,0.58906875
-5.42371186,1.15878375,0.03480418,0.00000000,1.52674841,0.22863653,0.00094445,0.63933491
-5.41770885,1.25101605,0.03806138,0.00000000,1.65291365,0.24664632,0.00103019,0.69094351
-5.41170585,1.34421048,0.04134367,0.00000000,1.77982454,0.26497637,0.00111564,0.74320185
-5.40570285,1.43699557,0.04461051,0.00000000,1.90558833,0.28337356,0.00119951,0.79537456
-5.39969985,1.52795134,0.04781969,0.00000000,2.02823638,0.30157800,0.00128044,0.84670192
-5.39369685,1.61564695,0.05092863,0.00000000,2.14577574,0.31933022,0.00135701,0.89642070
-5.38769385,1.69868172,0.05389573,0.00000000,2.25624560,0.33637894,0.00142784,0.94378656
-5.38169085,1.77572760,0.05668173,0.00000000,2.35777626,0.35248892,0.00149159,0.98809729
-5.37568784,1.84557134,0.05925113,0.00000000,2.44864804,0.36744871,0.00154700,1.02871545
-5.36968484,1.90715416,0.06157336,0.00000000,2.52734734,0.38107766,0.00159296,1.06508968
-5.36368184,1.95960688,0.06362393,0.00000000,2.59261703,0.39323195,0.00162853,1.09677308
-5.35767884,2.00227862,0.06538524,0.00000000,2.64349854,0.40380921,0.00165294,1.12343799
-5.35167584,2.03475728,0.06684716,0.00000000,2.67936331,0.41275136,0.00166570,1.14488593
-5.34567284,2.05688062,0.06800724,0.00000000,2.69993190,0.42004563,0.00166652,1.16105231
-5.33966983,2.06873707,0.06887058,0.00000000,2.70527931,0.42572333,0.00165540,1.17200516
-5.33366683,2.07065601,0.06944942,0.00000000,2.69582642,0.42985672,0.00163257,1.17793821
-5.32766383,2.06318796,0.06976228,0.00000000,2.67231752,0.43255376,0.00159853,1.17915823
-5.32166083,2.04707546,0.06983290,0.00000000,2.63578510,0.43395129,0.00155401,1.17606738
-5.31565783,2.02321629,0.06968891,0.00000000,2.58750385,0.43420671,0.00149992,1.16914150
-5.30965483,1.99262081,0.06936035,0.00000000,2.52893589,0.43348885,0.00143738,1.15890540
-5.30365183,1.95636575,0.06887808,0.00000000,2.46167039,0.43196839,0.00136761,1.14590658
-5.29764882,1.91554691,0.06827223,0.00000000,2.38736047,0.42980836,0.00129196,1.13068871
-5.29164582,1.87123323,0.06757075,0.00000000,2.30766072,0.42715542,0.00121180,1.11376649
-5.28564282,1.82442472,0.06679804,0.00000000,2.22416826,0.42413224,0.00112855,1.09560305
-5.27963982,1.77601618,0.06597401,0.00000000,2.13837035,0.42083149,0.00104357,1.07659129
-5.27363682,1.72676870,0.06511323,0.00000000,2.05160063,0.41731183,0.00095818,1.05704000
-5.26763382,1.67728990,0.06422461,0.00000000,1.96500597,0.41359599,0.00087359,1.03716537
-5.26163082,1.62802380,0.06331127,0.00000000,1.87952483,0.40967119,0.00079090,1.01708842
-5.25562781,1.57925033,0.06237091,0.00000000,1.79587761,0.40549165,0.00071107,0.99683796
-5.24962481,1.53109393,0.06139638,0.00000000,1.71456860,0.40098317,0.00063493,0.97635909
-5.24362181,1.48354047,0.06037660,0.00000000,1.63589867,0.39604937,0.00056313,0.95552617
-5.23761881,1.43646074,0.05929768,0.00000000,1.55998707,0.39057926,0.00049618,0.93415968
-5.23161581,1.38963910,0.05814417,0.00000000,1.48680052,0.38445557,0.00043445,0.91204546
-5.22561281,1.34280510,0.05690038,0.00000000,1.41618739,0.37756347,0.00037817,0.88895545
-5.21960980,1.29566619,0.05555172,0.00000000,1.34791472,0.36979904,0.00032746,0.86466840
-5.21360680,1.24793959,0.05408590,0.00000000,1.28170564,0.36107709,0.00028233,0.83898950
-5.20760380,1.19938143,0.05249404,0.00000000,1.21727541,0.35133786,0.00024273,0.81176782
-5.20160080,1.14981191,0.05077152,0.00000000,1.15436393,0.34055235,0.00020855,0.78291067
-5.19559780,1.09913515,0.04891860,0.00000000,1.09276356,0.32872586,0.00017964,0.75239421
-5.18959480,1.04735321,0.04694080,0.00000000,1.03234106,0.31589987,0.00015585,0.72027003
-5.18359180,0.99457370,0.04484901,0.00000000,0.97305322,0.30215199,0.00013705,0.68666742
-5.17758879,0.94101138,0.04265925,0.00000000,0.91495583,0.28759423,0.00012313,0.65179167
-5.17158579,0.88698388,0.04039233,0.00000000,0.85820641,0.27236972,0.00011402,0.61591855
-5.16558279,0.83290241,0.03807322,0.00000000,0.80306114,0.25664812,0.00010973,0.57938563
-5.15957979,0.77925830,0.03573026,0.00000000,0.74986678,0.24062006,0.00011034,0.54258112
-5.15357679,0.72660641,0.03339432,0.00000000,0.69904856,0.22449088,0.00011599,0.50593088
-5.14757379,0.67554654,0.03109781,0.00000000,0.65109496,0.20847410,0.00012693,0.46988444
-5.14157079,0.62670379,0.02887378,0.00000000,0.60654049,0.19278492,0.00014349,0.43490076
-5.13556778,0.58070885,0.02675495,0.00000000,0.56594721,0.17763388,0.00016607,0.40143427
-5.12956478,0.53817901,0.02477285,0.00000000,0.52988598,0.16322123,0.00019516,0.36992195
-5.12356178,0.49970054,0.02295700,0.00000000,0.49891780,0.14973182,0.00023131,0.34077161
-5.11755878,0.46581276,0.02133429,0.00000000,0.47357602,0.13733097,0.00027509,0.31435185
-5.11155578,0.43699421,0.01992833,0.00000000,0.45434942,0.12616111,0.00032711,0.29098378
-5.10555278,0.41365076,0.01875899,0.00000000,0.44166650,0.11633929,0.00038797,0.27093443
-5.09954977,0.39610595,0.01784206,0.00000000,0.43588105,0.10795563,0.00045825,0.25441199
-5.09354677,0.38459309,0.01718896,0.00000000,0.43725893,0.10107237,0.00053844,0.24156252
-5.08754377,0.37924923,0.01680655,0.00000000,0.44596620,0.09572369,0.00062892,0.23246813
-5.08154077,0.38011069,0.01669702,0.00000000,0.46205857,0.09191602,0.00072995,0.22714629
-5.07553777,0.38711013,0.01685788,0.00000000,0.48547233,0.08962886,0.00084160,0.22555024
-5.06953477,0.40007502,0.01728193,0.00000000,0.51601699,0.08881587,0.00096370,0.22757029
-5.06353177,0.41872762,0.01795740,0.00000000,0.55336989,0.08940634,0.00109587,0.23303592
-5.05752876,0.44268656,0.01886807,0.00000000,0.59707331,0.09130692,0.00123742,0.24171863
-5.05152576,0.47147018,0.01999351,0.00000000,0.64653433,0.09440355,0.00138739,0.25333573
-5.04552276,0.50450192,0.02130935,0.00000000,0.70102817,0.09856363,0.00154450,0.26755482
-5.03951976,0.54111793,0.02278770,0.00000000,0.75970521,0.10363851,0.00170718,0.28399932
-5.03351676,0.58057718,0.02439766,0.00000000,0.82160235,0.10946617,0.00187355,0.30225505
-5.02751376,0.62207412,0.02610585,0.00000000,0.88565863,0.11587431,0.00204148,0.32187779
-5.02151076,0.66475408,0.02787714,0.00000000,0.95073538,0.12268362,0.00220862,0.34240207
-5.01550775,0.70773107,0.02967544,0.00000000,1.01564058,0.12971144,0.00237243,0.36335090
-5.00950475,0.75010794,0.03146458,0.00000000,1.07915704,0.13677567,0.00253026,0.38424649
-5.00350175,0.79099823,0.03320924,0.00000000,1.14007357,0.14369878,0.00267943,0.40462169
-4.99749875,0.82954923,0.03487592,0.00000000,1.19721824,0.15031207,0.00281727,0.42403175
-4.99149575,0.86496531,0.03643396,0.00000000,1.24949243,0.15645977,0.00294126,0.44206619
-4.98549275,0.89653076,0.03785643,0.00000000,1.29590436,0.16200301,0.00304907,0.45836013
-4.97948974,0.92363107,0.03912106,0.00000000,1.33560056,0.16682347,0.00313864,0.47260482
-4.97348674,0.94577161,0.04021091,0.00000000,1.36789373,0.17082652,0.00320827,0.48455664
-4.96748374,0.96259283,0.04111499,0.00000000,1.39228565,0.17394367,0.00325665,0.49404422
-4.96148074,0.97388114,0.04182862,0.00000000,1.40848381,0.17613425,0.00328297,0.50097327
-4.95547774,0.97957470,0.04235354,0.00000000,1.41641079,0.17738615,0.00328687,0.50532868
-4.94947474,0.97976374,0.04269784,0.00000000,1.41620568,0.17771557,0.00326850,0.50717374
-4.94347174,0.97468522,0.04287552,0.00000000,1.40821725,0.17716569,0.00322852,0.50664638
-4.93746873,0.96471183,0.04290591,0.00000000,1.39298897,0.17580445,0.00316804,0.50395242
-4.93146573,0.95033588,0.04281275,0.00000000,1.37123641,0.17372123,0.00308864,0.49935618
-4.92546273,0.93214842,0.04262316,0.00000000,1.34381801,0.17102288,0.00299224,0.49316863
-4.91945973,0.91081486,0.04236638,0.00000000,1.31170037,0.16782894,0.00288107,0.48573367
-4.91345673,0.88704787,0.04207239,0.00000000,1.27591978,0.16426654,0.00275761,0.47741315
-4.90745373,0.86157894,0.04177058,0.00000000,1.23754158,0.16046500,0.00262445,0.46857124
-4.90145073,0.83512982,0.04148836,0.00000000,1.19761941,0.15655046,0.00248428,0.45955889
-4.89544772,0.80838525,0.04124984,0.00000000,1.15715604,0.15264083,0.00233971,0.45069914
-4.88944472,0.78196805,0.04107470,0.00000000,1.11706767,0.14884114,0.00219329,0.44227389
-4.88344172,0.75641777,0.04097731,0.00000000,1.07815311,0.14523966,0.00204736,0.43451276
-4.87743872,0.73217375,0.04096596,0.00000000,1.04106932,0.14190487,0.00190405,0.42758459
-4.87143572,0.70956327,0.04104249,0.00000000,1.00631406,0.13888338,0.00176520,0.42159186
-4.86543272,0.68879509,0.04120223,0.00000000,0.97421632,0.13619895,0.00163231,0.41656836
-4.85942971,0.66995865,0.04143412,0.00000000,0.94493465,0.13385259,0.00150659,0.41248005
-4.85342671,0.65302856,0.04172132,0.00000000,0.91846312,0.13182368,0.00138889,0.40922904
-4.84742371,0.63787409,0.04204191,0.00000000,0.89464431,0.13007205,0.00127975,0.40666048
-4.84142071,0.62427289,0.04236994,0.00000000,0.87318841,0.12854086,0.00117938,0.40457185
-4.83541771,0.61192822,0.04267661,0.00000000,0.85369723,0.12716022,0.00108776,0.40272428
-4.82941471,0.60048851,0.04293158,0.00000000,0.83569163,0.12585117,0.00100459,0.40085515
-4.82341171,0.58956840,0.04310437,0.00000000,0.81864104,0.12452995,0.00092942,0.39869137
-4.81740870,0.57877002,0.04316569,0.00000000,0.80199342,0.12311232,0.00086162,0.39596281
-4.81140570,0.56770359,0.04308873,0.00000000,0.78520425,0.12151765,0.00080048,0.39241497
-4.80540270,0.55600631,0.04285032,0.00000000,0.76776326,0.11967274,0.00074522,0.38782058
-4.79939970,0.54335881,0.04243191,0.00000000,0.74921767,0.11751497,0.00069507,0.38198941
-4.79339670,0.52949847,0.04182029,0.00000000,0.72919118,0.11499496,0.00064925,0.37477610
-4.78739370,0.51422922,0.04100809,0.00000000,0.70739800,0.11207835,0.00060702,0.36608548
-4.78139070,0.49742756,0.03999399,0.00000000,0.68365164,0.10874691,0.00056775,0.35587554
-4.77538769,0.47904481,0.03878271,0.00000000,0.65786845,0.10499872,0.00053085,0.34415780
-4.76938469,0.45910572,0.03738468,0.00000000,0.63006603,0.10084776,0.00049585,0.33099534
-4.76338169,0.43770382,0.03581553,0.00000000,0.60035717,0.09632272,0.00046237,0.31649868
-4.75737869,0.41499396,0.03409537,0.00000000,0.56893978,0.09146521,0.00043014,0.30081982
-4.75137569,0.39118267,0.03224795,0.00000000,0.53608383,0.08632766,0.00039896,0.28414493
-4.74537269,0.36651692,0.03029971,0.00000000,0.50211599,0.08097070,0.00036873,0.26668599
-4.73936968,0.34127202,0.02827872,0.00000000,0.46740305,0.07546057,0.00033939,0.24867200
-4.73336668,0.31573924,0.02621375,0.00000000,0.43233496,0.06986635,0.00031097,0.23034001
-4.72736368,0.29021383,0.02413325,0.00000000,0.39730833,0.06425740,0.00028352,0.21192664
-4.72136068,0.26498394,0.02206450,0.00000000,0.36271119,0.05870087,0.00025712,0.19366016
-4.71535768,0.24032081,0.02003287,0.00000000,0.32890943,0.05325966,0.00023188,0.17575367
-4.70935468,0.21647066,0.01806114,0.00000000,0.29623563,0.04799064,0.00020789,0.15839948
-4.70335168,0.19364838,0.01616910,0.00000000,0.26498024,0.04294334,0.00018525,0.14176476
-4.69734867,0.17203310,0.01437318,0.00000000,0.23538552,0.03815898,0.00016404,0.12598864
-4.69134567,0.15176576,0.01268635,0.00000000,0.20764198,0.03367002,0.00014433,0.11118068
-4.68534267,0.13294833,0.01111806,0.00000000,0.18188734,0.02950003,0.00012615,0.09742060
-4.67933967,0.11564470,0.00967437,0.00000000,0.15820762,0.02566393,0.00010953,0.08475911
-4.67333667,0.09988292,0.00835821,0.00000000,0.13664007,0.02216850,0.00009446,0.07321977
-4.66733367,0.08565844,0.00716960,0.00000000,0.11717764,0.01901317,0.00008091,0.06280155
-4.66133067,0.07293817,0.00610610,0.00000000,0.09977446,0.01619093,0.00006882,0.05348193
-4.65532766,0.06166504,0.00516319,0.00000000,0.08435198,0.01368934,0.00005813,0.04522037
-4.64932466,0.05176278,0.00433465,0.00000000,0.07080549,0.01149167,0.00004876,0.03796191
-4.64332166,0.04314060,0.00361302,0.00000000,0.05901058,0.00957789,0.00004062,0.03164068
-4.63731866,0.03569778,0.00298996,0.00000000,0.04882928,0.00792574,0.00003359,0.02618333
-4.63131566,0.02932783,0.00245661,0.00000000,0.04011577,0.00651165,0.00002759,0.02151213
-4.62531266,0.02392213,0.00200393,0.00000000,0.03272140,0.00531155,0.00002250,0.01754768
-4.61930965,0.01937309,0.00162294,0.00000000,0.02649893,0.00430159,0.00001821,0.01421125
-4.61330665,0.01557671,0.00130496,0.00000000,0.02130605,0.00345869,0.00001464,0.01142668
-4.60730365,0.01243451,0.00104176,0.00000000,0.01700804,0.00276103,0.00001169,0.00912183
-4.60130065,0.00985500,0.00082567,0.00000000,0.01347972,0.00218828,0.00000926,0.00722966
-4.59529765,0.00775460,0.00064971,0.00000000,0.01060674,0.00172191,0.00000729,0.00568887
-4.58929465,0.00605808,0.00050758,0.00000000,0.00828623,0.00134521,0.00000569,0.00444434
-4.58329165,0.00469876,0.00039369,0.00000000,0.00642695,0.00104337,0.00000441,0.00344715
-4.57728864,0.00361830,0.00030317,0.00000000,0.00494909,0.00080346,0.00000340,0.00265451
-4.57128564,0.00276629,0.00023178,0.00000000,0.00378371,0.00061427,0.00000260,0.00202946
-4.56528264,0.00209972,0.00017593,0.00000000,0.00287198,0.00046626,0.00000197,0.00154045
-4.55927964,0.00158233,0.00013258,0.00000000,0.00216430,0.00035137,0.00000149,0.00116087
-4.55327664,0.00118387,0.00009920,0.00000000,0.00161929,0.00026289,0.00000111,0.00086855
-4.54727364,0.00087939,0.00007369,0.00000000,0.00120282,0.00019528,0.00000083,0.00064517
-4.54127064,0.00064853,0.00005434,0.00000000,0.00088705,0.00014401,0.00000061,0.00047580
-4.53526763,0.00047484,0.00003979,0.00000000,0.00064948,0.00010544,0.00000045,0.00034837
-4.52926463,0.00034518,0.00002892,0.00000000,0.00047213,0.00007665,0.00000032,0.00025324
-4.52326163,0.00024911,0.00002087,0.00000000,0.00034074,0.00005532,0.00000023,0.00018276
-4.51725863,0.00017850,0.00001496,0.00000000,0.00024414,0.00003964,0.00000017,0.00013096
-4.51125563,0.00012698,0.00001064,0.00000000,0.00017368,0.00002820,0.00000012,0.00009316
-4.50525263,0.00008968,0.00000751,0.00000000,0.00012266,0.00001991,0.00000008,0.00006580
-4.49924962,0.00006288,0.00000527,0.00000000,0.00008601,0.00001396,0.00000006,0.00004614
-4.49324662,0.00004378,0.00000367,0.00000000,0.00005988,0.00000972,0.00000004,0.00003212
-4.48724362,0.00003026,0.00000254,0.00000000,0.00004139,0.00000672,0.00000003,0.00002220
-4.48124062,0.00002076,0.00000174,0.00000000,0.00002840,0.00000461,0.00000002,0.00001523
-4.47523762,0.00001415,0.00000119,0.00000000,0.00001935,0.00000314,0.00000001,0.00001038
-4.46923462,0.00000957,0.00000080,0.00000000,0.00001309,0.00000212,0.00000001,0.00000702
-4.46323162,0.00000642,0.00000054,0.00000000,0.00000879,0.00000143,0.00000001,0.00000471
-4.45722861,0.00000428,0.00000036,0.00000000,0.00000586,0.00000095,0.00000000,0.00000314
-4.45122561,0.00000284,0.00000024,0.00000000,0.00000388,0.00000063,0.00000000,0.00000208
-4.44522261,0.00000186,0.00000016,0.00000000,0.00000255,0.00000041,0.00000000,0.00000137
-4.43921961,0.00000122,0.00000010,0.00000000,0.00000166,0.00000027,0.00000000,0.00000089
-4.43321661,0.00000079,0.00000007,0.00000000,0.00000108,0.00000017,0.00000000,0.00000058
-4.42721361,0.00000051,0.00000004,0.00000000,0.00000069,0.00000011,0.00000000,0.00000037
-4.42121061,0.00000032,0.00000003,0.00000000,0.00000044,0.00000007,0.00000000,0.00000024
-4.41520760,0.00000020,0.00000002,0.00000000,0.00000028,0.00000005,0.00000000,0.00000015
-4.40920460,0.00000013,0.00000001,0.00000000,0.00000018,0.00000003,0.00000000,0.00000009
-4.40320160,0.00000008,0.00000001,0.00000000,0.00000011,0.00000002,0.00000000,0.00000006
-4.39719860,0.00000005,0.00000000,0.00000000,0.00000007,0.00000001,0.00000000,0.00000004
-4.39119560,0.00000003,0.00000000,0.00000000,0.00000004,0.00000001,0.00000000,0.00000002
-4.38519260,0.00000002,0.00000000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000001
-4.37918959,0.00000001,0.00000000,0.00000000,0.00000002,0.00000000,0.00000000,0.00000001
-4.37318659,0.00000001,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000001
-4.36718359,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000
-4.36118059,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.35517759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.34917459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.34317159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.33716858,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.33116558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.32516258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.31915958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.31315658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
-4.30715358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
