energy_ev,total_up,As_p_up,As_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,4.79900456,2.24437393,0.00000000,3.34889297,2.78964727,0.00922775,1.00839598
-5.99399700,4.93300059,2.32288664,0.00000000,3.48511486,2.86740162,0.00985105,1.02150089
-5.98799400,5.06535567,2.40245494,0.00000000,3.62091052,2.94548349,0.01048478,1.03242072
-5.98199100,5.19515734,2.48253008,0.00000000,3.75546112,3.02340855,0.01112457,1.04105433
-5.97598799,5.32141824,2.56249174,0.00000000,3.88798056,3.10060154,0.01176584,1.04731580
-5.96998499,5.44309229,2.64165695,0.00000000,4.01772637,3.17640517,0.01240387,1.05113665
-5.96398199,5.55909660,2.71929243,0.00000000,4.14401151,3.25009385,0.01303389,1.05246846
-5.95797899,5.66833854,2.79463011,0.00000000,4.26621674,3.32089157,0.01365110,1.05128610
-5.95197599,5.76974671,2.86688511,0.00000000,4.38380310,3.38799327,0.01425087,1.04759106
-5.94597299,5.86230455,2.93527559,0.00000000,4.49632413,3.45058870,0.01482878,1.04141485
-5.93996998,5.94508489,2.99904346,0.00000000,4.60343690,3.50788774,0.01538079,1.03282225
-5.93396698,6.01728373,3.05747517,0.00000000,4.70491147,3.55914607,0.01590339,1.02191409
-5.92796398,6.07825178,3.10992144,0.00000000,4.80063781,3.60368995,0.01639369,1.00882936
-5.92196098,6.12752195,3.15581526,0.00000000,4.89062976,3.64093923,0.01684960,0.99374663
-5.91595798,6.16483171,3.19468724,0.00000000,4.97502556,3.67042746,0.01726996,0.97688436
-5.90995498,6.19013919,3.22617770,0.00000000,5.05408452,3.69181860,0.01765462,0.95850023
-5.90395198,6.20363250,3.25004515,0.00000000,5.12818004,3.70491957,0.01800452,0.93888945
-5.89794897,6.20573187,3.26617087,0.00000000,5.19778902,3.70968858,0.01832180,0.91838188
-5.89194597,6.19708500,3.27455963,0.00000000,5.26347825,3.70623904,0.01860977,0.89733825
-5.88594297,6.17855579,3.27533680,0.00000000,5.32588839,3.69483925,0.01887292,0.87614551
-5.87993997,6.15120760,3.26874214,0.00000000,5.38571656,3.67590818,0.01911689,0.85521142
-5.87393697,6.11628164,3.25512093,0.00000000,5.44369842,3.65000772,0.01934836,0.83495858
-5.86793397,6.07517195,3.23491300,0.00000000,5.50059077,3.61783205,0.01957493,0.81581816
-5.86193097,6.02939776,3.20864027,0.00000000,5.55715559,3.58019445,0.01980494,0.79822329
-5.85592796,5.98057446,3.17689354,0.00000000,5.61414627,3.53801216,0.02004732,0.78260245
-5.84992496,5.93038387,3.14031900,0.00000000,5.67229651,3.49228974,0.02031132,0.76937293
-5.84392196,5.88054449,3.09960501,0.00000000,5.73231187,3.44410103,0.02060627,0.75893432
-5.83791896,5.83278192,3.05546936,0.00000000,5.79486395,3.39457018,0.02094126,0.75166219
-5.83191596,5.78879973,3.00864721,0.00000000,5.86058640,3.34485154,0.02132492,0.74790188
-5.82591296,5.75025030,2.95987977,0.00000000,5.93007183,3.29610869,0.02176500,0.74796245
-5.81990995,5.71870542,2.90990350,0.00000000,6.00386841,3.24949230,0.02226813,0.75211061
-5.81390695,5.69562624,2.85943966,0.00000000,6.08247480,3.20611686,0.02283948,0.76056461
-5.80790395,5.68233190,2.80918396,0.00000000,6.16633198,3.16703641,0.02348241,0.77348819
-5.80190095,5.67996680,2.75979592,0.00000000,6.25581079,3.13321901,0.02419825,0.79098427
-5.79589795,5.68946627,2.71188787,0.00000000,6.35119423,3.10552062,0.02498600,0.81308880
-5.78989495,5.71152104,2.66601326,0.00000000,6.45265412,3.08465849,0.02584210,0.83976451
-5.78389195,5.74654116,2.62265453,0.00000000,6.56022224,3.07118491,0.02676037,0.87089503
-5.77788894,5.79462062,2.58221051,0.00000000,6.67375680,3.06546211,0.02773184,0.90627947
-5.77188594,5.85550426,2.54498387,0.00000000,6.79290565,3.06763944,0.02874479,0.94562788
-5.76588294,5.92855896,2.51116902,0.00000000,6.91706861,3.07763399,0.02978486,0.98855802
-5.75987994,6.01275144,2.48084136,0.00000000,7.04536140,3.09511601,0.03083524,1.03459373
-5.75387694,6.10663501,2.45394847,0.00000000,7.17658454,3.11950040,0.03187696,1.08316561
-5.74787394,6.20834782,2.43030419,0.00000000,7.30920038,3.14994554,0.03288932,1.13361423
-5.74187094,6.31562450,2.40958642,0.00000000,7.44132164,3.18536041,0.03385033,1.18519638
-5.73586793,6.42582311,2.39133938,0.00000000,7.57071435,3.22442082,0.03473738,1.23709457
-5.72986493,6.53596821,2.37498076,0.00000000,7.69481741,3.26559496,0.03552780,1.28842995
-5.72386193,6.64281052,2.35981428,0.00000000,7.81078054,3.30717829,0.03619959,1.33827866
-5.71785893,6.74290226,2.34504754,0.00000000,7.91552076,3.34733704,0.03673210,1.38569129
-5.71185593,6.83268672,2.32981495,0.00000000,8.00579695,3.38415937,0.03710676,1.42971521
-5.70585293,6.90859933,2.31320511,0.00000000,8.07830037,3.41571236,0.03730767,1.46941896
-5.69984992,6.96717679,2.29429171,0.00000000,8.12975824,3.44010303,0.03732224,1.50391810
-5.69384692,7.00517008,2.27216681,0.00000000,8.15704609,3.45554083,0.03714159,1.53240141
-5.68784392,7.01965661,2.24597498,0.00000000,8.15730400,3.46039921,0.03676099,1.55415655
-5.68184092,7.00814649,2.21494688,0.00000000,8.12805124,3.45327346,0.03617997,1.56859398
-5.67583792,6.96867810,2.17843063,0.00000000,8.06729351,3.43303226,0.03540249,1.57526817
-5.66983492,6.89989823,2.13591945,0.00000000,7.97361726,3.39886069,0.03443674,1.57389492
-5.66383192,6.80112280,2.08707420,0.00000000,7.84626600,3.35029246,0.03329496,1.56436408
-5.65782891,6.67237514,2.03173972,0.00000000,7.68519427,3.28723009,0.03199303,1.54674693
-5.65182591,6.51439953,1.96995408,0.00000000,7.49109627,3.20995182,0.03054993,1.52129768
-5.64582291,6.32864934,1.90195031,0.00000000,7.26540712,3.11910522,0.02898719,1.48844908
-5.63981991,6.11724985,1.82815054,0.00000000,7.01027648,3.01568743,0.02732815,1.44880194
-5.63381691,5.88293763,1.74915286,0.00000000,6.72851545,2.90101337,0.02559729,1.40310923
-5.62781391,5.62897889,1.66571154,0.00000000,6.42351918,2.77667309,0.02381947,1.35225512
-5.62181091,5.35907062,1.57871170,0.00000000,6.09916885,2.64448039,0.02201925,1.29722994
-5.61580790,5.07722885,1.48913949,0.00000000,5.75971749,2.50641503,0.02022019,1.23910192
-5.60980490,4.78766886,1.39804945,0.00000000,5.40966492,2.36456098,0.01844436,1.17898701
-5.60380190,4.49468241,1.30653034,0.00000000,5.05362755,2.22104336,0.01671177,1.11801775
-5.59779890,4.20251693,1.21567109,0.00000000,4.69620847,2.07796663,0.01504002,1.05731255
-5.59179590,3.91526132,1.12652816,0.00000000,4.34187336,1.93735631,0.01344406,0.99794632
-5.58579290,3.63674233,1.04009573,0.00000000,3.99483696,1.80110630,0.01193599,0.94092352
-5.57978989,3.37043493,0.95727967,0.00000000,3.65896405,1.67093346,0.01052504,0.88715455
-5.57378689,3.11938911,0.87887605,0.00000000,3.33768807,1.54834063,0.00921765,0.83743587
-5.56778389,2.88617461,0.80555496,0.00000000,3.03394934,1.43458888,0.00801755,0.79243462
-5.56178089,2.67284427,0.73784954,0.00000000,2.75015384,1.33067919,0.00692603,0.75267773
-5.55577789,2.48091595,0.67615055,0.00000000,2.48815256,1.23734353,0.00594219,0.71854578
-5.54977489,2.31137181,0.62070608,0.00000000,2.24924035,1.15504482,0.00506325,0.69027124
-5.54377189,2.16467371,0.57162595,0.00000000,2.03417262,1.08398486,0.00428486,0.66794113
