energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.49574787,13.51701551,0.05246953,1.27523357,3.77191441,6.04131332,5.36978696,0.00000000,2.63988474,1.26771441
-5.48974487,13.44769193,0.05317791,1.24964620,3.77906281,5.98812486,5.37464028,0.00000000,2.63623526,1.27119824
-5.48374187,13.33809933,0.05373293,1.22061828,3.77620331,5.91604137,5.36240682,0.00000000,2.62487190,1.27104769
-5.47773887,13.19099242,0.05414188,1.18834047,3.76373889,5.82664968,5.33392132,0.00000000,2.60627100,1.26742861
-5.47173587,13.00981185,0.05441526,1.15307328,3.74222468,5.72187554,5.29030837,0.00000000,2.58103866,1.26055485
-5.46573287,12.79853159,0.05456609,1.11513691,3.71233600,5.60390708,5.23292805,0.00000000,2.54988049,1.25067587
-5.45972986,12.56149373,0.05460909,1.07489935,3.67483298,5.47511263,5.16331507,0.00000000,2.51356810,1.23806397
-5.45372686,12.30323920,0.05455974,1.03276360,3.63052376,5.33795657,5.08311489,0.00000000,2.47290429,1.22300183
-5.44772386,12.02834271,0.05443347,0.98915439,3.58022805,5.19491749,4.99401971,0.00000000,2.42868855,1.20577096
-5.44172086,11.74125962,0.05424477,0.94450511,3.52474326,5.04841209,4.89770787,0.00000000,2.38168475,1.18664175
-5.43571786,11.44619174,0.05400644,0.89924544,3.46481466,4.90072797,4.79578931,0.00000000,2.33259250,1.16586553
-5.42971486,11.14697739,0.05372900,0.85379021,3.40111132,4.75396798,4.68975966,0.00000000,2.28202375,1.14366899
-5.42371186,10.84700965,0.05342020,0.80852972,3.33420877,4.61000755,4.58096493,0.00000000,2.23048551,1.12025113
-5.41770885,10.54918492,0.05308479,0.76382198,3.26457922,4.47046617,4.47057784,0.00000000,2.17836952,1.09578278
-5.41170585,10.25588197,0.05272442,0.71998675,3.19258943,4.33669292,4.35958643,0.00000000,2.12594910,1.07040836
-5.40570285,9.96896997,0.05233782,0.67730180,3.11850608,4.20976527,4.24879454,0.00000000,2.07338299,1.04424988
-5.39969985,9.68984222,0.05192107,0.63600090,3.04250786,4.09049976,4.13883324,0.00000000,2.02072572,1.01741240
-5.39369685,9.41947122,0.05146809,0.59627378,2.96470310,3.97947249,4.03018147,0.00000000,1.96794348,0.98999077
-5.38769385,9.15847936,0.05097129,0.55826763,2.88515166,3.87704685,3.92319386,0.00000000,1.91493431,0.96207679
-5.38169085,8.90721916,0.05042220,0.52208982,2.80388912,3.78340607,3.81813308,0.00000000,1.86155121,0.93376643
-5.37568784,8.66585684,0.04981224,0.48781179,2.72095175,3.69858749,3.71520423,0.00000000,1.80762649,0.90516645
-5.36968484,8.43445292,0.04913348,0.45547346,2.63640030,3.62251639,3.61458848,0.00000000,1.75299596,0.87639986
-5.36368184,8.21303477,0.04837927,0.42508810,2.55034111,3.55503679,3.51647348,0.00000000,1.69752137,0.84761006
-5.35767884,8.00165628,0.04754487,0.39664724,2.46294300,3.49593762,3.42107860,0.00000000,1.64110979,0.81896298
-5.35167584,7.80044178,0.04662794,0.37012544,2.37444901,3.44497295,3.32867317,0.00000000,1.58372906,0.79064751
-5.34567284,7.60961201,0.04562882,0.34548466,2.28518222,3.40187549,3.23958673,0.00000000,1.52541837,0.76287373
-5.33966983,7.42949199,0.04455073,0.32267809,2.19554549,3.36636353,3.15421091,0.00000000,1.46629375,0.73586947
-5.33366683,7.26050136,0.04339976,0.30165346,2.10601509,3.33814155,3.07299302,0.00000000,1.40654836,0.70987507
-5.32766383,7.10312960,0.04218467,0.28235557,2.01712911,3.31689568,2.99642215,0.00000000,1.34644793,0.68513688
-5.32166083,6.95789896,0.04091657,0.26472830,1.92947112,3.30228521,2.92500905,0.00000000,1.28632181,0.66189978
-5.31565783,6.82531909,0.03960852,0.24871595,1.84365069,3.29393177,2.85926146,0.00000000,1.22655057,0.64039923
-5.30965483,6.70583739,0.03827490,0.23426408,1.76028167,3.29140801,2.79965666,0.00000000,1.16755098,0.62085321
-5.30365183,6.59978953,0.03693088,0.22131989,1.67995998,3.29422719,2.74661346,0.00000000,1.10975953,0.60345464
-5.29764882,6.50735402,0.03559172,0.20983232,1.60324204,3.30183550,2.70046555,0.00000000,1.05361539,0.58836457
-5.29164582,6.42851447,0.03427220,0.19975186,1.53062530,3.31360807,2.66143800,0.00000000,0.99954391,0.57570649
-5.28564282,6.36303247,0.03298602,0.19103019,1.46253182,3.32884984,2.62962863,0.00000000,0.94794144,0.56556214
-5.27963982,6.31043291,0.03174533,0.18361974,1.39929578,3.34680161,2.60499536,0.00000000,0.89916225,0.55796892
-5.27363682,6.27000315,0.03056031,0.17747329,1.34115552,3.36665152,2.58735048,0.00000000,0.85350788,0.55291903
-5.26763382,6.24080586,0.02943894,0.17254346,1.28825036,3.38755166,2.57636216,0.00000000,0.81121943,0.55036032
-5.26163082,6.22170515,0.02838686,0.16878232,1.24062214,3.40863912,2.57156317,0.00000000,0.77247275,0.55019890
-5.25562781,6.21140428,0.02740739,0.16614106,1.19822119,3.42906058,2.57236632,0.00000000,0.73737647,0.55230317
-5.24962481,6.20849295,0.02650165,0.16456966,1.16091625,3.44799933,2.57808592,0.00000000,0.70597264,0.55650925
-5.24362181,6.21150158,0.02566883,0.16401673,1.12850756,3.46470332,2.58796392,0.00000000,0.67823969,0.56262743
-5.23761881,6.21895972,0.02490656,0.16442931,1.10074226,3.47851293,2.60119968,0.00000000,0.65409720,0.57044949
-5.23161581,6.22945556,0.02421130,0.16575288,1.07733135,3.48888708,2.61698164,0.00000000,0.63341208,0.57975642
-5.22561281,6.24169372,0.02357888,0.16793134,1.05796694,3.49542636,2.63451947,0.00000000,0.61600572,0.59032638
-5.21960980,6.25454841,0.02300493,0.17090719,1.04233920,3.49789219,2.65307526,0.00000000,0.60166160,0.60194252
-5.21360680,6.26710970,0.02248539,0.17462173,1.03015204,3.49622077,2.67199217,0.00000000,0.59013311,0.61440037
-5.20760380,6.27872058,0.02201693,0.17901540,1.02113666,3.49053132,2.69071930,0.00000000,0.58115121,0.62751456
-5.20160080,6.28900335,0.02159732,0.18402826,1.01506264,3.48112794,2.70883177,0.00000000,0.57443168,0.64112457
-5.19559780,6.29787401,0.02122573,0.18960044,1.01174584,3.46849487,2.72604500,0.00000000,0.56968191,0.65509934
-5.18959480,6.30554395,0.02090281,0.19567278,1.01105301,3.45328499,2.74222264,0.00000000,0.56660702,0.66934048
-5.18359180,6.31250871,0.02063085,0.20218741,1.01290292,3.43630185,2.75737771,0.00000000,0.56491534,0.68378399
-5.17758879,6.31952401,0.02041362,0.20908826,1.01726392,3.41847556,2.77166692,0.00000000,0.56432321,0.69840036
-5.17158579,6.32756972,0.02025620,0.21632158,1.02414836,3.40083320,2.78537834,0.00000000,0.56455922,0.71319298
-5.16558279,6.33780285,0.02016467,0.22383625,1.03360389,3.38446443,2.79891278,0.00000000,0.56536775,0.72819483
-5.15957979,6.35150108,0.02014570,0.23158384,1.04570228,3.37048354,2.81275962,0.00000000,0.56651196,0.74346365
-5.15357679,6.36999878,0.02020609,0.23951850,1.06052622,3.35998884,2.82746808,0.00000000,0.56777629,0.75907544
-5.14757379,6.39461771,0.02035220,0.24759648,1.07815475,3.35402093,2.84361491,0.00000000,0.56896830,0.77511686
-5.14157079,6.42659496,0.02058939,0.25577535,1.09864798,3.35352103,2.86176995,0.00000000,0.56992005,0.79167646
-5.13556778,6.46701095,0.02092149,0.26401299,1.12203192,3.35929112,2.88246087,0.00000000,0.57048886,0.80883535
-5.12956478,6.51672029,0.02135022,0.27226630,1.14828406,3.37195722,2.90613867,0.00000000,0.57055751,0.82665750
-5.12356178,6.57628863,0.02187478,0.28048970,1.17732044,3.39193728,2.93314544,0.00000000,0.57003386,0.84518034
-5.11755878,6.64593820,0.02249144,0.28863364,1.20898503,3.41941529,2.96368578,0.00000000,0.56884991,0.86440589
-5.11155578,6.72550481,0.02319330,0.29664313,1.24304180,3.45432249,2.99780337,0.00000000,0.56696023,0.88429322
-5.10555278,6.81440855,0.02397013,0.30445650,1.27917013,3.49632695,3.03536368,0.00000000,0.56433997,0.90475232
-5.09954977,6.91163994,0.02480841,0.31200440,1.31696380,3.54483212,3.07604384,0.00000000,0.56098238,0.92564011
-5.09354677,7.01576278,0.02569148,0.31920935,1.35593381,3.59898457,3.11933029,0.00000000,0.55689599,0.94675878
-5.08754377,7.12493415,0.02659990,0.32598583,1.39551502,3.65769109,3.16452428,0.00000000,0.55210154,0.96785660
-5.08154077,7.23694105,0.02751183,0.33224094,1.43507630,3.71964448,3.21075544,0.00000000,0.54662881,0.98863151
-5.07553777,7.34925282,0.02840372,0.33787580,1.47393408,3.78335736,3.25700253,0.00000000,0.54051347,1.00873718
-5.06953477,7.45908722,0.02925092,0.34278756,1.51136851,3.84720260,3.30212089,0.00000000,0.53379410,1.02779159
-5.06353177,7.56348763,0.03002851,0.34687199,1.54664171,3.90945893,3.34487518,0.00000000,0.52650939,1.04538759
-5.05752876,7.65940829,0.03071209,0.35002656,1.57901731,3.96835995,3.38397615,0.00000000,0.51869586,1.06110524
-5.05152576,7.74380394,0.03127862,0.35215388,1.60778045,4.02214452,3.41811976,0.00000000,0.51038589,1.07452508
-5.04552276,7.81372020,0.03170719,0.35316522,1.63225733,4.06910661,3.44602715,0.00000000,0.50160636,1.08524202
-5.03951976,7.86638091,0.03197982,0.35298408,1.65183362,4.10764270,3.46648353,0.00000000,0.49237780,1.09287895
-5.03351676,7.89926908,0.03208203,0.35154946,1.66597088,4.13629503,3.47837474,0.00000000,0.48271411,1.09709967
-5.02751376,7.91019821,0.03200337,0.34881876,1.67422043,4.15378910,3.48071985,0.00000000,0.47262279,1.09762035
-5.02151076,7.89737165,0.03173780,0.34477004,1.67623423,4.15906451,3.47269884,0.00000000,0.46210562,1.09421919
-5.01550775,7.85942827,0.03128388,0.33940359,1.67177238,4.15129818,3.45367439,0.00000000,0.45115983,1.08674375
-5.00950475,7.79547320,0.03064479,0.33274268,1.66070722,4.12991977,3.42320744,0.00000000,0.43977958,1.07511580
-5.00350175,7.70509379,0.02982818,0.32483350,1.64302404,4.09461928,3.38106610,0.00000000,0.42795768,1.05933353
-4.99749875,7.58836082,0.02884586,0.31574420,1.61881861,4.04534728,3.32722831,0.00000000,0.41568748,1.03947109
-4.99149575,7.44581653,0.02771339,0.30556325,1.58829185,3.98230847,3.26187836,0.00000000,0.40296488,1.01567570
-4.98549275,7.27845071,0.02644948,0.29439701,1.55174209,3.90594948,3.18539807,0.00000000,0.38979026,0.98816253
-4.97948974,7.08766698,0.02507533,0.28236686,1.50955539,3.81694199,3.09835339,0.00000000,0.37617036,0.95720770
-4.97348674,6.87524141,0.02361397,0.26960589,1.46219450,3.71616228,3.00147713,0.00000000,0.36211993,0.92313985
-4.96748374,6.64327541,0.02208948,0.25625534,1.41018684,3.60466818,2.89564883,0.00000000,0.34766321,0.88633066
-4.96148074,6.39414519,0.02052630,0.24246108,1.35411209,3.48367443,2.78187265,0.00000000,0.33283497,0.84718481
-4.95547774,6.13044924,0.01894853,0.22837005,1.29458970,3.35452723,2.66125400,0.00000000,0.31768137,0.80612979
-4.94947474,5.85495564,0.01737935,0.21412705,1.23226671,3.21867850,2.53497564,0.00000000,0.30226027,0.76360587
-4.94347174,5.57055007,0.01584048,0.19987184,1.16780607,3.07766031,2.40427390,0.00000000,0.28664122,0.72005658
-4.93746873,5.28018549,0.01435179,0.18573660,1.10187575,2.93305966,2.27041546,0.00000000,0.27090500,0.67592005
-4.93146573,4.98683393,0.01293096,0.17184397,1.03513858,2.78649368,2.13467506,0.00000000,0.25514282,0.63162114
-4.92546273,4.69344075,0.01159333,0.15830549,0.96824302,2.63958526,1.99831443,0.00000000,0.23945503,0.58756472
-4.91945973,4.40288133,0.01035181,0.14522057,0.90181478,2.49393900,1.86256275,0.00000000,0.22394961,0.54413000
-4.91345673,4.11792048,0.00921689,0.13267590,0.83644942,2.35111748,1.72859858,0.00000000,0.20874032,0.50166595
-4.90745373,3.84117430,0.00819676,0.12074527,0.77270564,2.21261774,1.59753374,0.00000000,0.19394458,0.46048776
-4.90145073,3.57507489,0.00729748,0.10948971,0.71109958,2.07984824,1.47039886,0.00000000,0.17968129,0.42087435
-4.89544772,3.32183777,0.00652321,0.09895795,0.65209985,1.95410638,1.34813104,0.00000000,0.16606845,0.38306673
-4.88944472,3.08343259,0.00587641,0.08918701,0.59612336,1.83655700,1.23156352,0.00000000,0.15322084,0.34726718
-4.88344172,2.86155733,0.00535817,0.08020302,0.54353201,1.72821229,1.12141745,0.00000000,0.14124768,0.31363918
-4.87743872,2.65761659,0.00496835,0.07202207,0.49463019,1.62991374,1.01829594,0.00000000,0.13025041,0.28230799
-4.87143572,2.47270453,0.00470590,0.06465106,0.44966305,1.54231675,0.92268032,0.00000000,0.12032065,0.25336176
-4.86543272,2.30759296,0.00456891,0.05808858,0.40881569,1.46587855,0.83492858,0.00000000,0.11153824,0.22685314
-4.85942971,2.16272528,0.00455485,0.05232574,0.37221304,1.40085002,0.75527610,0.00000000,0.10396966,0.20280128
-4.85342671,2.03821645,0.00466053,0.04734693,0.33992067,1.34727218,0.68383839,0.00000000,0.09766654,0.18119421
-4.84742371,1.93385958,0.00488218,0.04313047,0.31194630,1.30497746,0.62061585,0.00000000,0.09266453,0.16199147
-4.84142071,1.84913902,0.00521539,0.03964923,0.28824205,1.27359639,0.56550024,0.00000000,0.08898239,0.14512692
-4.83541771,1.78325015,0.00565503,0.03687115,0.26870739,1.25256958,0.51828281,0.00000000,0.08662142,0.13051183
-4.82941471,1.73512525,0.00619515,0.03475971,0.25319268,1.24116491,0.47866362,0.00000000,0.08556511,0.11803793
-4.82341171,1.70346531,0.00682885,0.03327436,0.24150336,1.23849976,0.44626200,0.00000000,0.08577918,0.10758062
-4.81740870,1.68677678,0.00754816,0.03237091,0.23340450,1.24356742,0.42062776,0.00000000,0.08721188,0.09900210
-4.81140570,1.68341255,0.00834391,0.03200194,0.22862590,1.25526734,0.40125292,0.00000000,0.08979470,0.09215452
-4.80540270,1.69161597,0.00920570,0.03211723,0.22686755,1.27243790,0.38758379,0.00000000,0.09344332,0.08688300
-4.79939970,1.70956681,0.01012177,0.03266420,0.22780536,1.29389091,0.37903301,0.00000000,0.09805902,0.08302857
-4.79339670,1.73542782,0.01107914,0.03358847,0.23109722,1.31844653,0.37499158,0.00000000,0.10353044,0.08043094
-4.78739370,1.76739059,0.01206359,0.03483438,0.23638916,1.34496746,0.37484050,0.00000000,0.10973559,0.07893110
-4.78139070,1.80371928,0.01305989,0.03634571,0.24332171,1.37239116,0.37796198,0.00000000,0.11654436,0.07837375
-4.77538769,1.84279099,0.01405198,0.03806637,0.25153628,1.39975883,0.38374999,0.00000000,0.12382113,0.07860953
-4.76938469,1.88313151,0.01502332,0.03994119,0.26068135,1.42624022,0.39162013,0.00000000,0.13142772,0.07949699
-4.76338169,1.92344530,0.01595717,0.04191671,0.27041861,1.45115327,0.40101851,0.00000000,0.13922648,0.08090433
-4.75737869,1.96263881,0.01683709,0.04394206,0.28042865,1.47397784,0.41142970,0.00000000,0.14708331,0.08271097
-4.75137569,1.99983641,0.01764728,0.04596974,0.29041624,1.49436304,0.42238350,0.00000000,0.15487076,0.08480866
-4.74537269,2.03438841,0.01837310,0.04795642,0.30011487,1.51212793,0.43346041,0.00000000,0.16247083,0.08710253
-4.73936968,2.06587106,0.01900145,0.04986358,0.30929058,1.52725566,0.44429580,0.00000000,0.16977748,0.08951159
-4.73336668,2.09407859,0.01952122,0.05165808,0.31774485,1.53988130,0.45458257,0.00000000,0.17669870,0.09196907
-4.72736368,2.11900774,0.01992363,0.05331260,0.32531640,1.55027408,0.46407238,0.00000000,0.18315811,0.09442235
-4.72136068,2.14083551,0.02020250,0.05480583,0.33188199,1.55881469,0.47257529,0.00000000,0.18909586,0.09683253
-4.71535768,2.15989125,0.02035449,0.05612249,0.33735595,1.56596904,0.47995810,0.00000000,0.19446894,0.09917368
-4.70935468,2.17662424,0.02037919,0.05725322,0.34168874,1.57225936,0.48614117,0.00000000,0.19925082,0.10143180
-4.70335168,2.19156844,0.02027913,0.05819416,0.34486438,1.57823433,0.49109425,0.00000000,0.20343038,0.10360338
-4.69734867,2.20530594,0.02005970,0.05894640,0.34689708,1.58443937,0.49483119,0.00000000,0.20701043,0.10569386
-4.69134567,2.21843084,0.01972897,0.05951534,0.34782710,1.59138876,0.49740410,0.00000000,0.21000557,0.10771573
-4.68534267,2.23151538,0.01929743,0.05990979,0.34771618,1.59954066,0.49889703,0.00000000,0.21243985,0.10968668
-4.67933967,2.24507966,0.01877763,0.06014114,0.34664272,1.60927632,0.49941959,0.00000000,0.21434417,0.11162752
-4.67333667,2.25956666,0.01818383,0.06022238,0.34469699,1.62088429,0.49910089,0.00000000,0.21575368,0.11356032
-4.66733367,2.27532335,0.01753155,0.06016724,0.34197665,1.63455046,0.49808389,0.00000000,0.21670529,0.11550651
-4.66133067,2.29258893,0.01683717,0.05998935,0.33858271,1.65035406,0.49652061,0.00000000,0.21723550,0.11748524
-4.65532766,2.31149040,0.01611747,0.05970150,0.33461629,1.66826981,0.49456822,0.00000000,0.21737852,0.11951205
-4.64932466,2.33204557,0.01538927,0.05931505,0.33017607,1.68817585,0.49238627,0.00000000,0.21716503,0.12159778
-4.64332166,2.35417294,0.01466905,0.05883955,0.32535676,1.70986687,0.49013489,0.00000000,0.21662140,0.12374787
