energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.72986493,4.15198112,0.04117887,0.71191709,2.33787316,1.07227187,1.87248543,0.00000000
-5.72386193,4.02040972,0.04194789,0.66295353,2.25369664,1.03086980,1.84058506,0.00000000
-5.71785893,3.89532802,0.04251104,0.61632450,2.17139721,0.99310679,1.80944835,0.00000000
-5.71185593,3.77778424,0.04285874,0.57238285,2.09161747,0.95940323,1.77931791,0.00000000
-5.70585293,3.66870753,0.04298555,0.53142792,2.01494498,0.93011082,1.75043682,0.00000000
-5.69984992,3.56891464,0.04289039,0.49370510,1.94191050,0.90551249,1.72305467,0.00000000
-5.69384692,3.47911848,0.04257662,0.45940662,1.87298766,0.88582388,1.69743265,0.00000000
-5.68784392,3.39993695,0.04205205,0.42867330,1.80859321,0.87119589,1.67384735,0.00000000
-5.68184092,3.33190042,0.04132870,0.40159683,1.74908738,0.86171788,1.65259225,0.00000000
-5.67583792,3.27545664,0.04042249,0.37822250,1.69477372,0.85742083,1.63397683,0.00000000
-5.66983492,3.23097201,0.03935280,0.35855197,1.64589796,0.85828034,1.61832279,0.00000000
-5.66383192,3.19872877,0.03814188,0.34254596,1.60264591,0.86421891,1.60595736,0.00000000
-5.65782891,3.17891804,0.03681416,0.33012693,1.56514012,0.87510755,1.59720396,0.00000000
-5.65182591,3.17162924,0.03539559,0.32118137,1.53343576,0.89076659,1.59237060,0.00000000
-5.64582291,3.17683672,0.03391280,0.31556216,1.50751611,0.91096596,1.59173661,0.00000000
-5.63981991,3.19438511,0.03239239,0.31309072,1.48728811,0.93542515,1.59553855,0.00000000
-5.63381691,3.22397478,0.03086014,0.31355934,1.47257889,0.96381322,1.60395613,0.00000000
-5.62781391,3.26514923,0.02934036,0.31673365,1.46313373,0.99574931,1.61709918,0.00000000
-5.62181091,3.31728613,0.02785525,0.32235552,1.45861634,1.03080411,1.63499657,0.00000000
-5.61580790,3.37959352,0.02642441,0.33014636,1.45861189,1.06850268,1.65758788,0.00000000
-5.60980490,3.45111227,0.02506444,0.33981107,1.46263324,1.10832896,1.68471855,0.00000000
-5.60380190,3.53072580,0.02378872,0.35104246,1.47013052,1.14973213,1.71613893,0.00000000
-5.59779890,3.61717710,0.02260723,0.36352637,1.48050396,1.19213494,1.75150744,0.00000000
-5.59179590,3.70909296,0.02152661,0.37694708,1.49311965,1.23494382,1.79039786,0.00000000
-5.58579290,3.80501436,0.02055028,0.39099323,1.50732767,1.27756061,1.83231031,0.00000000
-5.57978989,3.90343199,0.01967864,0.40536364,1.52248171,1.31939537,1.87668541,0.00000000
-5.57378689,4.00282488,0.01890946,0.41977324,1.53795929,1.35987977,1.92292081,0.00000000
-5.56778389,4.10170035,0.01823825,0.43395843,1.55318150,1.39848044,1.97038922,0.00000000
-5.56178089,4.19863300,0.01765871,0.44768193,1.56763118,1.43471161,2.01845685,0.00000000
-5.55577789,4.29230073,0.01716320,0.46073677,1.58086855,1.46814639,2.06650126,0.00000000
-5.54977489,4.38151583,0.01674321,0.47294917,1.59254335,1.49842603,2.11392766,0.00000000
-5.54377189,4.46524949,0.01638981,0.48418026,1.60240278,1.52526684,2.16018288,0.00000000
-5.53776888,4.54264856,0.01609401,0.49432655,1.61029494,1.54846424,2.20476620,0.00000000
-5.53176588,4.61304401,0.01584718,0.50331901,1.61616734,1.56789396,2.24723676,0.00000000
-5.52576288,4.67595072,0.01564125,0.51112105,1.62006080,1.58351030,2.28721730,0.00000000
-5.51975988,4.73105922,0.01546894,0.51772527,1.62209902,1.59534159,2.32439420,0.00000000
-5.51375688,4.77822024,0.01532387,0.52314935,1.62247445,1.60348342,2.35851427,0.00000000
-5.50775388,4.81742327,0.01520064,0.52743126,1.62143130,1.60808982,2.38937857,0.00000000
-5.50175088,4.84877095,0.01509476,0.53062393,1.61924677,1.60936325,2.41683411,0.00000000
-5.49574787,4.87245093,0.01500262,0.53278989,1.61621136,1.60754376,2.44076401,0.00000000
-5.48974487,4.88870717,0.01492132,0.53399593,1.61260955,1.60289822,2.46107697,0.00000000
-5.48374187,4.89781241,0.01484856,0.53430815,1.60870182,1.59570989,2.47769697,0.00000000
-5.47773887,4.90004348,0.01478244,0.53378757,1.60470883,1.58626911,2.49055371,0.00000000
-5.47173587,4.89566068,0.01472133,0.53248655,1.60079876,1.57486537,2.49957464,0.00000000
-5.46573287,4.88489236,0.01466363,0.53044602,1.59707820,1.56178108,2.50467897,0.00000000
-5.45972986,4.86792512,0.01460771,0.52769376,1.59358698,1.54728710,2.50577412,0.00000000
-5.45372686,4.84489999,0.01455176,0.52424357,1.59029725,1.53164019,2.50275464,0.00000000
-5.44772386,4.81591432,0.01449375,0.52009556,1.58711649,1.51508209,2.49550385,0.00000000
-5.44172086,4.78102897,0.01443134,0.51523713,1.58389438,1.49784014,2.48389780,0.00000000
-5.43571786,4.74027994,0.01436199,0.50964492,1.58043288,1.48012904,2.46781153,0.00000000
-5.42971486,4.69369343,0.01428292,0.50328732,1.57649916,1.46215353,2.44712709,0.00000000
-5.42371186,4.64130327,0.01419127,0.49612749,1.57184031,1.44411140,2.42174287,0.00000000
-5.41770885,4.58316951,0.01408416,0.48812672,1.56619943,1.42619669,2.39158373,0.00000000
-5.41170585,4.51939688,0.01395890,0.47924794,1.55933199,1.40860264,2.35661132,0.00000000
-5.40570285,4.45015209,0.01381308,0.46945926,1.55102179,1.39152403,2.31683404,0.00000000
-5.39969985,4.37567895,0.01364473,0.45873727,1.54109572,1.37515889,2.27231610,0.00000000
-5.39369685,4.29631035,0.01345252,0.44707007,1.52943667,1.35970921,2.22318506,0.00000000
-5.38769385,4.21247668,0.01323582,0.43445986,1.51599398,1.34538078,2.16963760,0.00000000
-5.38169085,4.12470992,0.01299484,0.42092494,1.50079094,1.33238207,2.11194301,0.00000000
-5.37568784,4.03364347,0.01273068,0.40650115,1.48392911,1.32092230,2.05044418,0.00000000
-5.36968484,3.94000758,0.01244537,0.39124254,1.46558922,1.31120874,1.98555602,0.00000000
-5.36368184,3.84462046,0.01214185,0.37522136,1.44602865,1.30344361,1.91776117,0.00000000
-5.35767884,3.74837568,0.01182392,0.35852740,1.42557561,1.29782054,1.84760322,0.00000000
-5.35167584,3.65222616,0.01149612,0.34126656,1.40462032,1.29452104,1.77567751,0.00000000
-5.34567284,3.55716552,0.01116360,0.32355885,1.38360345,1.29371096,1.70261999,0.00000000
-5.33966983,3.46420745,0.01083197,0.30553587,1.36300247,1.29553730,1.62909432,0.00000000
-5.33366683,3.37436387,0.01050703,0.28733786,1.34331636,1.30012532,1.55577793,0.00000000
-5.32766383,3.28862267,0.01019460,0.26911042,1.32504921,1.30757607,1.48334733,0.00000000
-5.32166083,3.20792576,0.00990029,0.25100110,1.30869358,1.31796439,1.41246340,0.00000000
-5.31565783,3.13314801,0.00962922,0.23315597,1.29471393,1.33133731,1.34375696,0.00000000
-5.30965483,3.06507780,0.00938584,0.21571624,1.28353099,1.34771267,1.27781544,0.00000000
-5.30365183,3.00439958,0.00917371,0.19881518,1.27550745,1.36707800,1.21517078,0.00000000
-5.29764882,2.95167876,0.00899537,0.18257539,1.27093550,1.38938942,1.15628909,0.00000000
-5.29164582,2.90734933,0.00885217,0.16710643,1.27002659,1.41457047,1.10156247,0.00000000
-5.28564282,2.87170433,0.00874421,0.15250306,1.27290380,1.44251075,1.05130291,0.00000000
-5.27963982,2.84488920,0.00867035,0.13884399,1.27959693,1.47306442,1.00573867,0.00000000
-5.27363682,2.82689826,0.00862817,0.12619118,1.29004043,1.50604854,0.96501295,0.00000000
-5.26763382,2.81757420,0.00861415,0.11458971,1.30407437,1.54124132,0.92918492,0.00000000
-5.26163082,2.81661067,0.00862370,0.10406819,1.32144809,1.57838054,0.89823291,0.00000000
-5.25562781,2.82355803,0.00865145,0.09463963,1.34182670,1.61716250,0.87205961,0.00000000
-5.24962481,2.83783228,0.00869136,0.08630267,1.36480005,1.65724162,0.85049898,0.00000000
-5.24362181,2.85872716,0.00873706,0.07904321,1.38989385,1.69823129,0.83332474,0.00000000
-5.23761881,2.88542958,0.00878204,0.07283616,1.41658285,1.73970627,0.82026008,0.00000000
-5.23161581,2.91703819,0.00881996,0.06764746,1.44430536,1.78120700,0.81098825,0.00000000
-5.22561281,2.95258520,0.00884486,0.06343602,1.47247904,1.82224618,0.80516391,0.00000000
-5.21960980,2.99106105,0.00885142,0.06015571,1.50051715,1.86231777,0.80242483,0.00000000
-5.21360680,3.03144184,0.00883517,0.05775725,1.52784506,1.90090852,0.80240358,0.00000000
-5.20760380,3.07271877,0.00879261,0.05618988,1.55391633,1.93751198,0.80473920,0.00000000
-5.20160080,3.11392922,0.00872136,0.05540287,1.57822797,1.97164464,0.80908825,0.00000000
-5.19559780,3.15418842,0.00862019,0.05534670,1.60033422,2.00286385,0.81513515,0.00000000
-5.18959480,3.19272086,0.00848904,0.05597403,1.61985858,2.03078683,0.82260149,0.00000000
-5.18359180,3.22889026,0.00832899,0.05724029,1.63650348,2.05511020,0.83125406,0.00000000
-5.17758879,3.26222695,0.00814212,0.05910402,1.65005739,2.07562884,0.84091131,0.00000000
-5.17158579,3.29245146,0.00793144,0.06152687,1.66039894,2.09225353,0.85144813,0.00000000
-5.16558279,3.31949305,0.00770065,0.06447335,1.66749814,2.10502602,0.86279868,0.00000000
-5.15957979,3.34350226,0.00745400,0.06791032,1.67141434,2.11413096,0.87495715,0.00000000
-5.15357679,3.36485649,0.00719606,0.07180628,1.67229132,2.11990357,0.88797654,0.00000000
-5.14757379,3.38415794,0.00693154,0.07613053,1.67034958,2.12283244,0.90196530,0.00000000
-5.14157079,3.40222348,0.00666505,0.08085221,1.66587620,2.12355695,0.91708188,0.00000000
-5.13556778,3.42006652,0.00640093,0.08593931,1.65921272,2.12285888,0.93352759,0.00000000
-5.12956478,3.43887083,0.00614314,0.09135773,1.65074162,2.12164811,0.95153760,0.00000000
-5.12356178,3.45995692,0.00589505,0.09707044,1.64087191,2.12094259,0.97137069,0.00000000
-5.11755878,3.48474186,0.00565943,0.10303675,1.63002449,2.12184277,0.99329775,0.00000000
-5.11155578,3.51469335,0.00543832,0.10921186,1.61861785,2.12550118,1.01758955,0.00000000
-5.10555278,3.55127934,0.00523308,0.11554657,1.60705463,2.13308777,1.04450403,0.00000000
-5.09954977,3.59591467,0.00504437,0.12198728,1.59570949,2.14575209,1.07427338,0.00000000
-5.09354677,3.64990596,0.00487219,0.12847628,1.58491859,2.16458317,1.10709132,0.00000000
-5.08754377,3.71439659,0.00471597,0.13495228,1.57497101,2.19056849,1.14310085,0.00000000
-5.08154077,3.79031300,0.00457466,0.14135112,1.56610204,2.22455312,1.18238267,0.00000000
-5.07553777,3.87831426,0.00444681,0.14760682,1.55848836,2.26720051,1.22494465,0.00000000
-5.06953477,3.97874623,0.00433070,0.15365257,1.55224511,2.31895613,1.27071247,0.00000000
-5.06353177,4.09160189,0.00422444,0.15942201,1.54742443,2.38001545,1.31952178,0.00000000
-5.05752876,4.21648953,0.00412605,0.16485038,1.54401540,2.45029753,1.37111206,0.00000000
-5.05152576,4.35260993,0.00403361,0.16987569,1.54194502,2.52942538,1.42512252,0.00000000
-5.04552276,4.49874421,0.00394526,0.17443986,1.54108017,2.61671436,1.48109015,0.00000000
-5.03951976,4.65325320,0.00385930,0.17848963,1.54123015,2.71116949,1.53845046,0.00000000
-5.03351676,4.81408953,0.00377425,0.18197738,1.54214997,2.81149243,1.59654093,0.00000000
-5.02751376,4.97882303,0.00368885,0.18486172,1.54354419,2.91609864,1.65460759,0.00000000
-5.02151076,5.14467984,0.00360206,0.18710799,1.54507148,3.02314490,1.71181486,0.00000000
-5.01550775,5.30859504,0.00351310,0.18868847,1.54635009,3.13056685,1.76725877,0.00000000
-5.00950475,5.46727831,0.00342141,0.18958256,1.54696421,3.23612607,1.81998361,0.00000000
-5.00350175,5.61729133,0.00332664,0.18977675,1.54647166,3.33746565,1.86900185,0.00000000
-4.99749875,5.75513522,0.00322861,0.18926457,1.54441280,3.43217258,1.91331699,0.00000000
-4.99149575,5.87734565,0.00312730,0.18804648,1.54032092,3.51784541,1.95194890,0.00000000
-4.98549275,5.98059265,0.00302284,0.18612969,1.53373396,3.59216459,1.98396095,0.00000000
-4.97948974,6.06178179,0.00291545,0.18352805,1.52420752,3.65296326,2.00848808,0.00000000
-4.97348674,6.11815299,0.00280544,0.18026188,1.51132865,3.69829576,2.02476486,0.00000000
-4.96748374,6.14737311,0.00269319,0.17635786,1.49473030,3.72650100,2.03215225,0.00000000
-4.96148074,6.14761830,0.00257915,0.17184890,1.47410557,3.73625831,2.03016223,0.00000000
-4.95547774,6.11764277,0.00246382,0.16677398,1.44922137,3.72663321,2.01847878,0.00000000
-4.94947474,6.05683042,0.00234775,0.16117795,1.41993061,3.69711113,1.99697447,0.00000000
-4.94347174,5.96522710,0.00223154,0.15511129,1.38618243,3.64761754,1.96572152,0.00000000
-4.93746873,5.84355154,0.00211586,0.14862971,1.34802963,3.57852360,1.92499679,0.00000000
-4.93146573,5.69318430,0.00200140,0.14179368,1.30563299,3.49063696,1.87528019,0.00000000
-4.92546273,5.51613474,0.00188892,0.13466779,1.25926186,3.38517801,1.81724632,0.00000000
-4.91945973,5.31498734,0.00177921,0.12731994,1.20929102,3.26374284,1.75174968,0.00000000
-4.91345673,5.09282952,0.00167313,0.11982043,1.15619368,3.12825424,1.67980378,0.00000000
-4.90745373,4.85316376,0.00157155,0.11224093,1.10053084,2.98090309,1.60255507,0.00000000
-4.90145073,4.59980795,0.00147536,0.10465329,1.04293739,2.82408265,1.52125255,0.00000000
-4.89544772,4.33678787,0.00138545,0.09712833,0.98410557,2.66031843,1.43721448,0.00000000
-4.88944472,4.06822635,0.00130271,0.08973462,0.92476644,2.49219670,1.35179337,0.00000000
-4.88344172,3.79823344,0.00122798,0.08253729,0.86567023,2.32229437,1.26634074,0.00000000
-4.87743872,3.53080184,0.00116204,0.07559686,0.80756630,2.15311305,1.18217293,0.00000000
-4.87143572,3.26971144,0.00110561,0.06896835,0.75118377,1.98701947,1.10053935,0.00000000
-4.86543272,3.01844608,0.00105929,0.06270039,0.69721341,1.82619438,1.02259425,0.00000000
-4.85942971,2.78012521,0.00102356,0.05683464,0.64629174,1.67259125,0.94937288,0.00000000
-4.85342671,2.55745210,0.00099879,0.05140545,0.59898771,1.52790579,0.88177292,0.00000000
-4.84742371,2.35267968,0.00098516,0.04643968,0.55579254,1.39355666,0.82054141,0.00000000
-4.84142071,2.16759401,0.00098273,0.04195688,0.51711305,1.27067728,0.76626765,0.00000000
-4.83541771,2.00351497,0.00099138,0.03796959,0.48326839,1.16011815,0.71938178,0.00000000
-4.82941471,1.86131283,0.00101085,0.03448394,0.45449041,1.06245870,0.68015904,0.00000000
-4.82341171,1.74143902,0.00104074,0.03150037,0.43092716,0.97802745,0.64872911,0.00000000
-4.81740870,1.64396887,0.00108050,0.02901456,0.41264943,0.90692889,0.62508988,0.00000000
-4.81140570,1.56865383,0.00112950,0.02701836,0.39965971,0.84907547,0.60912514,0.00000000
-4.80540270,1.51498046,0.00118704,0.02550091,0.39190324,0.80422291,0.60062514,0.00000000
-4.79939970,1.48223354,0.00125235,0.02444961,0.38928022,0.77200715,0.59930914,0.00000000
-4.79339670,1.46956049,0.00132468,0.02385119,0.39165900,0.75198133,0.60484918,0.00000000
-4.78739370,1.47603448,0.00140331,0.02369259,0.39888918,0.74365122,0.61689398,0.00000000
-4.78139070,1.50071387,0.00148761,0.02396176,0.41081432,0.74650774,0.63509199,0.00000000
-4.77538769,1.54269572,0.00157705,0.02464830,0.42728350,0.76005555,0.65911293,0.00000000
-4.76938469,1.60116141,0.00167127,0.02574388,0.44816126,0.78383664,0.68866663,0.00000000
-4.76338169,1.67541289,0.00177010,0.02724248,0.47333548,0.81744830,0.72351876,0.00000000
-4.75737869,1.76489824,0.00187357,0.02914037,0.50272272,0.86055509,0.76350247,0.00000000
-4.75137569,1.86922565,0.00198198,0.03143589,0.53627090,0.91289447,0.80852551,0.00000000
-4.74537269,1.98816550,0.00209583,0.03412899,0.57395902,0.97427632,0.85857253,0.00000000
-4.73936968,2.12164049,0.00221589,0.03722058,0.61579392,1.04457644,0.91370200,0.00000000
-4.73336668,2.26970412,0.00234316,0.04071165,0.66180418,1.12372470,0.97403796,0.00000000
-4.72736368,2.43250868,0.00247882,0.04460231,0.71203134,1.21168848,1.03975661,0.00000000
-4.72136068,2.61026384,0.00262423,0.04889066,0.76651876,1.30845231,1.11106809,0.00000000
-4.71535768,2.80318771,0.00278086,0.05357169,0.82529862,1.41399470,1.18819397,0.00000000
-4.70935468,3.01145246,0.00295024,0.05863606,0.88837763,1.52826349,1.27134145,0.00000000
-4.70335168,3.23512696,0.00313387,0.06406906,0.95572201,1.65115079,1.36067493,0.00000000
-4.69734867,3.47411909,0.00333321,0.06984963,1.02724269,1.78246885,1.45628656,0.00000000
-4.69134567,3.72812058,0.00354952,0.07594959,1.10278125,1.92192827,1.55816663,0.00000000
-4.68534267,3.99655717,0.00378385,0.08233311,1.18209768,2.06911942,1.66617575,0.00000000
-4.67933967,4.27854685,0.00403697,0.08895647,1.26486043,2.22349848,1.78001982,0.00000000
-4.67333667,4.57286878,0.00430924,0.09576815,1.35063981,2.38437870,1.89922959,0.00000000
-4.66733367,4.87794489,0.00460064,0.10270930,1.43890494,2.55092776,2.02314599,0.00000000
-4.66133067,5.19183593,0.00491067,0.10971456,1.52902516,2.72217145,2.15091238,0.00000000
-4.65532766,5.51225311,0.00523834,0.11671325,1.62027577,2.89700389,2.28147478,0.00000000
-4.64932466,5.83658557,0.00558216,0.12363091,1.71184856,3.07420410,2.41359059,0.00000000
-4.64332166,6.16194361,0.00594015,0.13039111,1.80286671,3.25245834,2.54584601,0.00000000
-4.63731866,6.48521635,0.00630983,0.13691757,1.89240392,3.43038749,2.67668214,0.00000000
-4.63131566,6.80314228,0.00668833,0.14313638,1.97950710,3.60657844,2.80442903,0.00000000
-4.62531266,7.11239014,0.00707235,0.14897829,2.06322186,3.77961815,2.92734691,0.00000000
-4.61930965,7.40964705,0.00745835,0.15438111,2.14261984,3.94812903,3.04367300,0.00000000
-4.61330665,7.69171061,0.00784253,0.15929182,2.21682689,4.11080403,3.15167242,0.00000000
-4.60730365,7.95558102,0.00822103,0.16366860,2.28505079,4.26643992,3.24969123,0.00000000
-4.60130065,8.19854952,0.00858997,0.16748250,2.34660751,4.41396734,3.33620939,0.00000000
-4.59529765,8.41827936,0.00894559,0.17071877,2.40094466,4.55247605,3.40989174,0.00000000
-4.58929465,8.61287582,0.00928436,0.17337763,2.44766131,4.68123445,3.46963457,0.00000000
-4.58329165,8.78094221,0.00960310,0.17547468,2.48652305,4.79970230,3.51460619,0.00000000
-4.57728864,8.92161955,0.00989909,0.17704064,2.51747178,4.90753615,3.54427939,0.00000000
-4.57128564,9.03460817,0.01017013,0.17812064,2.54062960,5.00458724,3.55845479,0.00000000
-4.56528264,9.12017038,0.01041464,0.17877295,2.55629666,5.09089196,3.55727371,0.00000000
-4.55927964,9.17911414,0.01063174,0.17906725,2.56494306,5.16665555,3.54122029,0.00000000
-4.55327664,9.21275861,0.01082121,0.17908245,2.56719489,5.23222970,3.51111246,0.00000000
-4.54727364,9.22288314,0.01098358,0.17890422,2.56381514,5.28808541,3.46808222,0.00000000
-4.54127064,9.21166184,0.01112006,0.17862223,2.55568005,5.33478241,3.41354587,0.00000000
-4.53526763,9.18158674,0.01123250,0.17832728,2.54375184,5.37293670,3.34916522,0.00000000
-4.52926463,9.13538241,0.01132336,0.17810839,2.52904871,5.40318796,3.27680115,0.00000000
-4.52326163,9.07591578,0.01139556,0.17804993,2.51261322,5.42616829,3.19846115,0.00000000
-4.51725863,9.00610426,0.01145242,0.17822898,2.49548008,5.44247386,3.11624249,0.00000000
-4.51125563,8.92882563,0.01149749,0.17871289,2.47864433,5.45264072,3.03227300,0.00000000
-4.50525263,8.84683268,0.01153442,0.17955721,2.46303089,5.45712579,2.94865113,0.00000000
-4.49924962,8.76267529,0.01156682,0.18080398,2.44946644,5.45629360,2.86738723,0.00000000
-4.49324662,8.67863196,0.01159810,0.18248050,2.43865428,5.45040918,2.79034783,0.00000000
-4.48724362,8.59665266,0.01163133,0.18459849,2.43115291,5.43963693,2.71920433,0.00000000
-4.48124062,8.51831399,0.01166911,0.18715378,2.42735883,5.42404498,2.65538774,0.00000000
-4.47523762,8.44478723,0.01171344,0.19012636,2.42749411,5.40361444,2.60005067,0.00000000
-4.46923462,8.37681959,0.01176563,0.19348098,2.43159887,5.37825235,2.55403751,0.00000000
-4.46323162,8.31472818,0.01182624,0.19716797,2.43952893,5.34780727,2.51786378,0.00000000
-4.45722861,8.25840632,0.01189502,0.20112457,2.45095883,5.31208632,2.49170514,0.00000000
-4.45122561,8.20734125,0.01197093,0.20527641,2.46538996,5.27087233,2.47539637,0.00000000
-4.44522261,8.16064213,0.01205213,0.20953933,2.48216386,5.22394025,2.46844036,0.00000000
-4.43921961,8.11707738,0.01213605,0.21382139,2.50048020,5.17107169,2.47002696,0.00000000
-4.43321661,8.07512000,0.01221949,0.21802490,2.51941920,5.11206720,2.47906102,0.00000000
-4.42721361,8.03299955,0.01229867,0.22204872,2.53796777,5.04675574,2.49419891,0.00000000
-4.42121061,7.98875965,0.01236944,0.22579048,2.55504883,4.97500141,2.51389236,0.00000000
-4.41520760,7.94031940,0.01242735,0.22914886,2.56955283,4.89670761,2.53643828,0.00000000
-4.40920460,7.88553762,0.01246786,0.23202581,2.58037073,4.81181903,2.56003298,0.00000000
-4.40320160,7.82227816,0.01248648,0.23432878,2.58642720,4.72032201,2.58282900,0.00000000
-4.39719860,7.74847504,0.01247893,0.23597269,2.58671318,4.62224410,2.60299266,0.00000000
-4.39119560,7.66219572,0.01244129,0.23688193,2.58031666,4.51765324,2.61876044,0.00000000
-4.38519260,7.56170093,0.01237013,0.23699206,2.56645051,4.40665736,2.62849222,0.00000000
-4.37918959,7.44549954,0.01226266,0.23625131,2.54447660,4.28940487,2.63071961,0.00000000
-4.37318659,7.31239690,0.01211678,0.23462188,2.51392522,4.16608611,2.62418772,0.00000000
-4.36718359,7.16153510,0.01193117,0.23208087,2.47450920,4.03693616,2.60788907,0.00000000
-4.36118059,6.99242407,0.01170533,0.22862096,2.42613231,3.90223868,2.58108859,0.00000000
-4.35517759,6.80496228,0.01143960,0.22425066,2.36889158,3.76233046,2.54333897,0.00000000
-4.34917459,6.59944648,0.01113513,0.21899429,2.30307375,3.61760636,2.49448625,0.00000000
-4.34317159,6.37656989,0.01079385,0.21289151,2.22914597,3.46852389,2.43466566,0.00000000
-4.33716858,6.13740915,0.01041840,0.20599649,2.14774130,3.31560690,2.36428833,0.00000000
-4.33116558,5.88340016,0.01001203,0.19837679,2.05963972,3.15944771,2.28401969,0.00000000
-4.32516258,5.61630394,0.00957854,0.19011180,1.96574546,3.00070720,2.19475079,0.00000000
-4.31915958,5.33816361,0.00912216,0.18129099,1.86706168,2.84011236,2.09756405,0.00000000
-4.31315658,5.05125420,0.00864739,0.17201191,1.76466352,2.67845117,1.99369483,0.00000000
-4.30715358,4.75802704,0.00815894,0.16237794,1.65967048,2.51656462,1.88449065,0.00000000
