energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.65182591,1.90440847,0.06011471,0.25481663,0.10991507,0.35388395,0.50006921,0.46465337
-5.64582291,1.94897095,0.06254744,0.26445934,0.11130682,0.36320432,0.52541263,0.47088293
-5.63981991,1.99070200,0.06510388,0.27439020,0.11221424,0.37137537,0.55092307,0.47643677
-5.63381691,2.02861897,0.06773247,0.28445968,0.11260479,0.37820951,0.57625138,0.48109042
-5.62781391,2.06181966,0.07037854,0.29451061,0.11245751,0.38355050,0.60104342,0.48464134
-5.62181091,2.08949732,0.07298510,0.30438112,0.11176352,0.38727518,0.62494418,0.48691266
-5.61580790,2.11095349,0.07549388,0.31390786,0.11052615,0.38929428,0.64760242,0.48775629
-5.60980490,2.12560858,0.07784647,0.32292947,0.10876067,0.38955258,0.66867605,0.48705520
-5.60380190,2.13301021,0.07998561,0.33129013,0.10649355,0.38802841,0.68783803,0.48472507
-5.59779890,2.13283931,0.08185657,0.33884313,0.10376150,0.38473256,0.70478280,0.48071515
-5.59179590,2.12491393,0.08340862,0.34545441,0.10061012,0.37970671,0.71923305,0.47500845
-5.58579290,2.10919084,0.08459645,0.35100591,0.09709232,0.37302143,0.73094654,0.46762127
-5.57978989,2.08576506,0.08538154,0.35539867,0.09326661,0.36477389,0.73972284,0.45860209
-5.57378689,2.05486715,0.08573347,0.35855553,0.08919536,0.35508522,0.74540945,0.44802996
-5.56778389,2.01685844,0.08563098,0.36042337,0.08494291,0.34409781,0.74790726,0.43601235
-5.56178089,1.97222433,0.08506280,0.36097478,0.08057397,0.33197231,0.74717488,0.42268258
-5.55577789,1.92156543,0.08402824,0.36020909,0.07615196,0.31888458,0.74323155,0.40819689
-5.54977489,1.86558701,0.08253744,0.35815277,0.07173773,0.30502260,0.73615848,0.39273122
-5.54377189,1.80508653,0.08061126,0.35485900,0.06738838,0.29058328,0.72609846,0.37647764
-5.53776888,1.74093961,0.07828086,0.35040660,0.06315646,0.27576929,0.71325355,0.35964076
-5.53176588,1.67408455,0.07558695,0.34489827,0.05908938,0.26078588,0.69788097,0.34243388
-5.52576288,1.60550556,0.07257869,0.33845803,0.05522914,0.24583777,0.68028721,0.32507515
-5.51975988,1.53621515,0.06931240,0.33122818,0.05161227,0.23112613,0.66082050,0.30778371
-5.51375688,1.46723571,0.06584998,0.32336566,0.04827002,0.21684561,0.63986203,0.29077592
-5.50775388,1.39958090,0.06225723,0.31503802,0.04522869,0.20318155,0.61781601,0.27426165
-5.50175088,1.33423689,0.05860210,0.30641904,0.04251010,0.19030743,0.59509910,0.25844076
-5.49574787,1.27214407,0.05495285,0.29768418,0.04013211,0.17838238,0.57212953,0.24349987
-5.48974487,1.21417941,0.05137630,0.28900597,0.03810909,0.16754911,0.54931628,0.22960928
-5.48374187,1.16113988,0.04793622,0.28054947,0.03645245,0.15793199,0.52704873,0.21692027
-5.47773887,1.11372729,0.04469176,0.27246794,0.03517095,0.14963551,0.50568714,0.20556270
-5.47173587,1.07253483,0.04169617,0.26489884,0.03427100,0.14274300,0.48555422,0.19564301
-5.46573287,1.03803560,0.03899573,0.25796028,0.03375669,0.13731576,0.46692816,0.18724258
-5.45972986,1.01057347,0.03662881,0.25174803,0.03362978,0.13339254,0.45003724,0.18041653
-5.45372686,0.99035649,0.03462535,0.24633319,0.03388944,0.13098934,0.43505617,0.17519297
-5.44772386,0.97745304,0.03300648,0.24176059,0.03453196,0.13009965,0.42210428,0.17157269
-5.44172086,0.97179102,0.03178436,0.23804798,0.03555030,0.13069508,0.41124553,0.16952938
-5.43571786,0.97316013,0.03096240,0.23518603,0.03693361,0.13272634,0.40249031,0.16901032
-5.42971486,0.98121740,0.03053556,0.23313921,0.03866678,0.13612463,0.39579887,0.16993762
-5.42371186,0.99549604,0.03049093,0.23184744,0.04073000,0.14080346,0.39108630,0.17220999
-5.41770885,1.01541752,0.03080854,0.23122861,0.04309852,0.14666073,0.38822879,0.17570510
-5.41170585,1.04030686,0.03146227,0.23118174,0.04574246,0.15358129,0.38707088,0.18028241
-5.40570285,1.06941081,0.03242103,0.23159086,0.04862696,0.16143969,0.38743353,0.18578658
-5.39969985,1.10191869,0.03365000,0.23232937,0.05171247,0.17010326,0.38912271,0.19205133
-5.39369685,1.13698539,0.03511201,0.23326484,0.05495533,0.17943536,0.39193803,0.19890371
-5.38769385,1.17375599,0.03676911,0.23426401,0.05830863,0.18929876,0.39568133,0.20616871
-5.38169085,1.21139133,0.03858407,0.23519795,0.06172327,0.19955903,0.40016489,0.21367410
-5.37568784,1.24909375,0.04052203,0.23594708,0.06514924,0.21008789,0.40521880,0.22125530
-5.36968484,1.28613214,0.04255207,0.23640601,0.06853710,0.22076628,0.41069753,0.22876023
-5.36368184,1.32186553,0.04464875,0.23648790,0.07183948,0.23148726,0.41648528,0.23605393
-5.35767884,1.35576413,0.04679351,0.23612835,0.07501264,0.24215836,0.42250004,0.24302268
-5.35167584,1.38742716,0.04897589,0.23528850,0.07801796,0.25270349,0.42869622,0.24957766
-5.34567284,1.41659646,0.05119457,0.23395735,0.08082332,0.26306426,0.43506579,0.25565773
-5.33966983,1.44316550,0.05345801,0.23215320,0.08340425,0.27320050,0.44163794,0.26123139
-5.33366683,1.46718295,0.05578483,0.22992402,0.08574477,0.28309027,0.44847721,0.26629767
-5.32766383,1.48885066,0.05820373,0.22734687,0.08783796,0.29272896,0.45568028,0.27088591
-5.32166083,1.50851590,0.06075295,0.22452626,0.08968609,0.30212780,0.46337151,0.27505446
-5.31565783,1.52665784,0.06347936,0.22159150,0.09130043,0.31131173,0.47169729,0.27888810
-5.30965483,1.54386864,0.06643695,0.21869306,0.09270059,0.32031664,0.48081955,0.28249443
-5.30365183,1.56082968,0.06968500,0.21599811,0.09391357,0.32918621,0.49090844,0.28599930
-5.29764882,1.57828354,0.07328570,0.21368520,0.09497239,0.33796845,0.50213455,0.28954125
-5.29164582,1.59700275,0.07730148,0.21193837,0.09591451,0.34671195,0.51466078,0.29326539
-5.28564282,1.61775620,0.08179208,0.21094075,0.09678001,0.35546216,0.52863409,0.29731671
-5.27963982,1.64127442,0.08681132,0.21086780,0.09760961,0.36425776,0.54417741,0.30183323
-5.27363682,1.66821489,0.09240393,0.21188054,0.09844271,0.37312720,0.56138182,0.30693916
-5.26763382,1.69912871,0.09860232,0.21411878,0.09931537,0.38208566,0.58029929,0.31273830
-5.26163082,1.73442964,0.10542358,0.21769472,0.10025852,0.39113237,0.60093614,0.31930807
-5.25562781,1.77436702,0.11286686,0.22268707,0.10129626,0.40024857,0.62324747,0.32669423
-5.24962481,1.81900334,0.12091110,0.22913603,0.10244452,0.40939601,0.64713281,0.33490674
-5.24362181,1.86819773,0.12951347,0.23703915,0.10371000,0.41851617,0.67243302,0.34391666
-5.23761881,1.92159598,0.13860841,0.24634850,0.10508946,0.42753020,0.69892896,0.35365459
-5.23161581,1.97862796,0.14810759,0.25696920,0.10656948,0.43633952,0.72634182,0.36401043
-5.22561281,2.03851268,0.15790057,0.26875947,0.10812656,0.44482727,0.75433548,0.37483475
-5.21960980,2.10027136,0.16785650,0.28153235,0.10972770,0.45286046,0.78252097,0.38594164
-5.21360680,2.16274832,0.17782660,0.29505908,0.11133131,0.46029281,0.81046303,0.39711312
-5.20760380,2.22463931,0.18764749,0.30907419,0.11288855,0.46696830,0.83768890,0.40810478
-5.20160080,2.28452663,0.19714529,0.32328205,0.11434491,0.47272533,0.86369916,0.41865278
-5.19559780,2.34092013,0.20614032,0.33736498,0.11564211,0.47740142,0.88798044,0.42848168
-5.18959480,2.39230261,0.21445227,0.35099242,0.11672016,0.48083823,0.91001966,0.43731313
-5.18359180,2.43717825,0.22190560,0.36383096,0.11751953,0.48288691,0.92931950,0.44487483
-5.17758879,2.47412228,0.22833504,0.37555495,0.11798335,0.48341357,0.94541439,0.45090963
-5.17158579,2.50182987,0.23359092,0.38585707,0.11805951,0.48230447,0.95788660,0.45518437
-5.16558279,2.51916242,0.23754409,0.39445871,0.11770270,0.47947108,0.96638162,0.45749800
-5.15957979,2.52518922,0.24009028,0.40111939,0.11687613,0.47485449,0.97062217,0.45768882
-5.15357679,2.51922260,0.24115362,0.40564510,0.11555301,0.46842901,0.97042020,0.45564035
-5.14757379,2.50084509,0.24068929,0.40789501,0.11371764,0.46020494,0.96568611,0.45128579
-5.14157079,2.46992718,0.23868504,0.40778627,0.11136615,0.45023006,0.95643485,0.44461064
-5.13556778,2.42663487,0.23516162,0.40529670,0.10850674,0.43858995,0.94278815,0.43565354
-5.12956478,2.37142654,0.23017207,0.40046524,0.10515957,0.42540688,0.92497304,0.42450520
-5.12356178,2.30503924,0.22379991,0.39339006,0.10135613,0.41083746,0.90331619,0.41130556
-5.11755878,2.22846490,0.21615627,0.38422456,0.09713830,0.39506881,0.87823449,0.39623915
-5.11155578,2.14291759,0.20737620,0.37317134,0.09255705,0.37831370,0.85022207,0.37952906
-5.10555278,2.04979328,0.19761423,0.36047445,0.08767082,0.36080462,0.81983427,0.36142962
-5.09954977,1.95062395,0.18703948,0.34641035,0.08254376,0.34278703,0.78766933,0.34221827
-5.09354677,1.84702809,0.17583041,0.33127798,0.07724381,0.32451226,0.75434854,0.32218681
-5.08754377,1.74065985,0.16416957,0.31538838,0.07184079,0.30623011,0.72049576,0.30163263
-5.08154077,1.63315913,0.15223851,0.29905441,0.06640451,0.28818172,0.68671726,0.28085004
-5.07553777,1.52610464,0.14021299,0.28258096,0.06100304,0.27059283,0.65358279,0.26012227
-5.06953477,1.42097196,0.12825874,0.26625613,0.05570116,0.25366791,0.62160873,0.23971433
-5.06353177,1.31909815,0.11652793,0.25034369,0.05055914,0.23758524,0.59124404,0.21986693
-5.05752876,1.22165416,0.10515635,0.23507711,0.04563174,0.22249327,0.56285961,0.20079186
-5.05152576,1.12962583,0.09426136,0.22065542,0.04096758,0.20850836,0.53674146,0.18266859
-5.04552276,1.04380376,0.08394075,0.20724087,0.03660880,0.19571389,0.51308785,0.16564254
-5.03951976,0.96478208,0.07427232,0.19495841,0.03259112,0.18416092,0.49201050,0.14982461
-5.03351676,0.89296527,0.06531419,0.18389701,0.02894406,0.17387004,0.47353958,0.13529211
-5.02751376,0.82858244,0.05710579,0.17411239,0.02569153,0.16483456,0.45763202,0.12209080
-5.02151076,0.77170751,0.04966932,0.16563120,0.02285251,0.15702460,0.44418281,0.11023798
-5.01550775,0.72228402,0.04301163,0.15845597,0.02044193,0.15039196,0.43303832,0.09972618
-5.00950475,0.68015278,0.03712636,0.15257089,0.01847154,0.14487543,0.42401106,0.09052746
-5.00350175,0.64508083,0.03199622,0.14794763,0.01695084,0.14040631,0.41689497,0.08259787
-4.99749875,0.61678988,0.02759529,0.14455118,0.01588794,0.13691371,0.41148037,0.07588191
-4.99149575,0.59498284,0.02389122,0.14234515,0.01529019,0.13432950,0.40756785,0.07031677
-4.98549275,0.57936695,0.02084728,0.14129629,0.01516477,0.13259255,0.40498032,0.06583620
-4.97948974,0.56967252,0.01842414,0.14137799,0.01551893,0.13165208,0.40357262,0.06237373
-4.97348674,0.56566631,0.01658137,0.14257255,0.01636005,0.13147000,0.40323823,0.05986528
-4.96748374,0.56715926,0.01527862,0.14487209,0.01769542,0.13202200,0.40391285,0.05825097
-4.96148074,0.57400819,0.01447646,0.14827815,0.01953166,0.13329757,0.40557467,0.05747626
-4.95547774,0.58611180,0.01413696,0.15279989,0.02187403,0.13529879,0.40824137,0.05749221
-4.94947474,0.60340147,0.01422390,0.15845116,0.02472536,0.13803808,0.41196428,0.05825520
-4.94347174,0.62582768,0.01470283,0.16524657,0.02808491,0.14153504,0.41681993,0.05972591
-4.93746873,0.65334303,0.01554082,0.17319681,0.03194702,0.14581266,0.42289975,0.06186800
-4.93146573,0.68588332,0.01670620,0.18230362,0.03629979,0.15089296,0.43029844,0.06464633
-4.92546273,0.72334795,0.01816814,0.19255472,0.04112371,0.15679264,0.43910188,0.06802507
-4.91945973,0.76558121,0.01989621,0.20391899,0.04639046,0.16351876,0.44937537,0.07196584
-4.91345673,0.81235580,0.02186002,0.21634242,0.05206191,0.17106490,0.46115299,0.07642597
-4.90745373,0.86336011,0.02402892,0.22974509,0.05808941,0.17940805,0.47442871,0.08135705
-4.90145073,0.91819029,0.02637182,0.24401942,0.06441346,0.18850645,0.48915007,0.08670402
-4.89544772,0.97634799,0.02885723,0.25902998,0.07096384,0.19829856,0.50521471,0.09240465
-4.88944472,1.03724451,0.03145340,0.27461504,0.07766016,0.20870335,0.52247026,0.09838974
-4.88344172,1.10021141,0.03412868,0.29058973,0.08441305,0.21962185,0.54071752,0.10458392
-4.87743872,1.16451739,0.03685206,0.30675102,0.09112576,0.23094009,0.55971703,0.11090705
-4.87143572,1.22939094,0.03959384,0.32288399,0.09769630,0.24253311,0.57919857,0.11727619
-4.86543272,1.29404753,0.04232645,0.33876950,0.10401998,0.25427002,0.59887319,0.12360811
-4.85942971,1.35772014,0.04502522,0.35419260,0.10999232,0.26601972,0.61844703,0.12982205
-4.85342671,1.41969132,0.04766933,0.36895135,0.11551216,0.27765709,0.63763623,0.13584269
-4.84742371,1.47932496,0.05024249,0.38286563,0.12048490,0.28906903,0.65618186,0.14160320
-4.84142071,1.53609571,0.05273369,0.39578522,0.12482564,0.30016032,0.67386411,0.14704799
-4.83541771,1.58961422,0.05513762,0.40759690,0.12846214,0.31085846,0.69051459,0.15213513
-4.82941471,1.63964619,0.05745493,0.41822989,0.13133746,0.32111762,0.70602620,0.15683825
-4.82341171,1.68612390,0.05969213,0.42765931,0.13341207,0.33092094,0.72035945,0.16114769
-4.81740870,1.72914884,0.06186127,0.43590742,0.13466532,0.34028125,0.73354506,0.16507083
-4.81140570,1.76898499,0.06397922,0.44304238,0.13509630,0.34923995,0.74568232,0.16863150
-4.80540270,1.80604246,0.06606665,0.44917443,0.13472384,0.35786400,0.75693308,0.17186856
-4.79939970,1.84085190,0.06814672,0.45444987,0.13358584,0.36624115,0.76751177,0.17483352
-4.79339670,1.87403095,0.07024359,0.45904267,0.13173772,0.37447360,0.77767166,0.17758736
-4.78739370,1.90624393,0.07238070,0.46314455,0.12925032,0.38267035,0.78768821,0.18019679
-4.78139070,1.93815716,0.07457896,0.46695363,0.12620708,0.39093869,0.79784021,0.18272995
-4.77538769,1.97039204,0.07685501,0.47066253,0.12270084,0.39937527,0.80838998,0.18525194
-4.76938469,2.00347861,0.07921955,0.47444644,0.11883027,0.40805727,0.81956347,0.18782032
-4.76338169,2.03781224,0.08167587,0.47845175,0.11469620,0.41703418,0.83153169,0.19048089
-4.75737869,2.07361612,0.08421873,0.48278609,0.11039794,0.42632079,0.84439434,0.19326395
-4.75137569,2.11091162,0.08683353,0.48751017,0.10602982,0.43589164,0.85816687,0.19618136
-4.74537269,2.14949890,0.08949603,0.49263195,0.10167805,0.44567766,0.87277161,0.19922440
-4.73936968,2.18894863,0.09217246,0.49810359,0.09741811,0.45556486,0.88803371,0.20236278
-4.73336668,2.22860615,0.09482018,0.50382127,0.09331266,0.46539566,0.90368224,0.20554482
-4.72736368,2.26760776,0.09738881,0.50962799,0.08941018,0.47497246,0.91935644,0.20869865
-4.72136068,2.30490877,0.09982179,0.51531925,0.08574429,0.48406368,0.93461700,0.21173466
-4.71535768,2.33932208,0.10205833,0.52065128,0.08233369,0.49241183,0.94896179,0.21454893
-4.70935468,2.36956533,0.10403568,0.52535150,0.07918284,0.49974327,0.96184536,0.21702743
-4.70335168,2.39431441,0.10569152,0.52913053,0.07628324,0.50577919,0.97270118,0.21905095
-4.69734867,2.41226063,0.10696654,0.53169530,0.07361509,0.51024735,0.98096562,0.22050034
-4.69134567,2.42216863,0.10780685,0.53276248,0.07114946,0.51289383,0.98610235,0.22126191
-4.68534267,2.42293221,0.10816635,0.53207157,0.06885067,0.51349440,0.98762602,0.22123268
-4.67933967,2.41362524,0.10800877,0.52939706,0.06667871,0.51186476,0.98512408,0.22032520
-4.67333667,2.39354530,0.10730931,0.52455902,0.06459180,0.50786931,0.97827559,0.21847172
-4.66733367,2.36224792,0.10605597,0.51743160,0.06254873,0.50142789,0.96686632,0.21562757
-4.66133067,2.31956988,0.10425027,0.50794922,0.06051095,0.49252040,0.95079923,0.21177350
-4.65532766,2.26564087,0.10190749,0.49610997,0.05844444,0.48118878,0.93010016,0.20691693
-4.64932466,2.20088300,0.09905645,0.48197647,0.05632108,0.46753670,0.90491848,0.20109219
-4.64332166,2.12599876,0.09573875,0.46567390,0.05411974,0.45172670,0.87552273,0.19435953
-4.63731866,2.04194813,0.09200756,0.44738561,0.05182682,0.43397519,0.84229177,0.18680324
-4.63131566,1.94991653,0.08792613,0.42734662,0.04943641,0.41454549,0.80570188,0.17852879
-4.62531266,1.85127523,0.08356588,0.40583524,0.04695015,0.39373935,0.76631057,0.16965936
-4.61930965,1.74753652,0.07900441,0.38316353,0.04437659,0.37188741,0.72473801,0.16033172
-4.61330665,1.64030572,0.07432338,0.35966682,0.04173044,0.34933899,0.68164695,0.15069187
-4.60730365,1.53123242,0.06960636,0.33569308,0.03903151,0.32645171,0.63772213,0.14089053
-4.60130065,1.42196297,0.06493679,0.31159236,0.03630358,0.30358149,0.59364998,0.13107871
-4.59529765,1.31409631,0.06039608,0.28770700,0.03357317,0.28107312,0.55009958,0.12140353
-4.58929465,1.20914448,0.05606195,0.26436273,0.03086840,0.25925203,0.50770546,0.11200447
-4.58329165,1.10849938,0.05200702,0.24186112,0.02821784,0.23841718,0.46705284,0.10301013
-4.57728864,1.01340629,0.04829766,0.22047350,0.02564959,0.21883567,0.42866575,0.09453556
-4.57128564,0.92494483,0.04499318,0.20043649,0.02319044,0.20073872,0.39299819,0.08668035
-4.56528264,0.84401726,0.04214528,0.18194910,0.02086527,0.18431947,0.36042843,0.07952725
-4.55927964,0.77134384,0.03979775,0.16517140,0.01869670,0.16973223,0.33125643,0.07314156
-4.55327664,0.70746466,0.03798642,0.15022457,0.01670483,0.15709328,0.30570408,0.06757102
-4.54727364,0.65274708,0.03673926,0.13719220,0.01490727,0.14648284,0.28391806,0.06284627
-4.54127064,0.60739777,0.03607665,0.12612252,0.01331931,0.13794830,0.26597482,0.05898174
-4.53526763,0.57147822,0.03601168,0.11703146,0.01195420,0.13150815,0.25188737,0.05597692
-4.52926463,0.54492273,0.03655060,0.10990613,0.01082359,0.12715658,0.24161335,0.05381787
-4.52326163,0.52755752,0.03769309,0.10470861,0.00993793,0.12486849,0.23506391,0.05247885
-4.51725863,0.51912023,0.03943269,0.10137977,0.00930699,0.12460444,0.23211297,0.05192410
-4.51125563,0.51927868,0.04175704,0.09984294,0.00894027,0.12631565,0.23260643,0.05210960
-4.50525263,0.52764822,0.04464807,0.10000730,0.00884743,0.12994851,0.23637098,0.05298474
-4.49924962,0.54380710,0.04808220,0.10177082,0.00903855,0.13544858,0.24322208,0.05449395
-4.49324662,0.56730928,0.05203034,0.10502283,0.00952431,0.14276388,0.25297089,0.05657809
-4.48724362,0.59769454,0.05645800,0.10964595,0.01031601,0.15184729,0.26543003,0.05917574
-4.48124062,0.63449579,0.06132526,0.11551764,0.01142546,0.16265801,0.28041773,0.06222431
-4.47523762,0.67724341,0.06658682,0.12251125,0.01286465,0.17516200,0.29776058,0.06566092
-4.46923462,0.72546716,0.07219212,0.13049667,0.01464536,0.18933142,0.31729470,0.06942312
-4.46323162,0.77869560,0.07808555,0.13934068,0.01677858,0.20514302,0.33886536,0.07344948
-4.45722861,0.83645370,0.08420674,0.14890711,0.01927377,0.22257567,0.36232522,0.07767999
-4.45122561,0.89825903,0.09049114,0.15905691,0.02213811,0.24160710,0.38753138,0.08205641
-4.44522261,0.96361704,0.09687064,0.16964816,0.02537569,0.26221001,0.41434137,0.08652246
-4.43921961,1.03201619,0.10327453,0.18053625,0.02898663,0.28434788,0.44260859,0.09102401
-4.43321661,1.10292334,0.10963060,0.19157424,0.03296630,0.30797054,0.47217729,0.09550923
-4.42721361,1.17578003,0.11586640,0.20261343,0.03730463,0.33300993,0.50287765,0.09992868
-4.42121061,1.25000027,0.12191076,0.21350429,0.04198547,0.35937625,0.53452128,0.10423552
-4.41520760,1.32497004,0.12769529,0.22409776,0.04698618,0.38695479,0.56689747,0.10838564
-4.40920460,1.40004902,0.13315605,0.23424679,0.05227741,0.41560360,0.59977053,0.11233789
-4.40320160,1.47457455,0.13823514,0.24380831,0.05782310,0.44515230,0.63287864,0.11605436
-4.39719860,1.54786791,0.14288220,0.25264542,0.06358070,0.47540207,0.66593410,0.11950064
-4.39119560,1.61924272,0.14705577,0.26062980,0.06950167,0.50612688,0.69862548,0.12264612
-4.38519260,1.68801519,0.15072435,0.26764425,0.07553216,0.53707605,0.73062131,0.12546437
-4.37918959,1.75351572,0.15386719,0.27358519,0.08161394,0.56797789,0.76157543,0.12793335
-4.37318659,1.81510139,0.15647465,0.27836521,0.08768556,0.59854441,0.79113375,0.13003571
-4.36718359,1.87216856,0.15854816,0.28191521,0.09368351,0.62847671,0.81894200,0.13175895
-4.36118059,1.92416503,0.16009973,0.28418646,0.09954365,0.65747100,0.84465426,0.13309550
-4.35517759,1.97060115,0.16115101,0.28515206,0.10520257,0.68522473,0.86794177,0.13404266
-4.34917459,2.01105915,0.16173197,0.28480803,0.11059899,0.71144268,0.88850143,0.13460251
-4.34317159,2.04520044,0.16187915,0.28317383,0.11567513,0.73584275,0.90606391,0.13478151
-4.33716858,2.07277040,0.16163376,0.28029226,0.12037801,0.75816105,0.92040054,0.13459021
-4.33116558,2.09360056,0.16103946,0.27622885,0.12466052,0.77815633,0.93132902,0.13404261
-4.32516258,2.10760830,0.16014012,0.27107061,0.12848252,0.79561347,0.93871751,0.13315563
-4.31915958,2.11479417,0.15897770,0.26492428,0.13181160,0.81034613,0.94248705,0.13194842
-4.31315658,2.11523723,0.15759017,0.25791418,0.13462379,0.82219845,0.94261226,0.13044171
-4.30715358,2.10908898,0.15600983,0.25017964,0.13690403,0.83104608,0.93912048,0.12865712
