energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.69384692,5.27259177,0.02231140,0.77890655,0.34668507,0.40232240,0.07216924,2.47148780,2.74751157,1.19977785
-5.68784392,5.28815242,0.02100459,0.78026462,0.34271997,0.39995893,0.07201261,2.47539160,2.74993323,1.21149651
-5.68184092,5.29610346,0.01974809,0.78257588,0.33807866,0.39702317,0.07169946,2.47366447,2.75078107,1.22112859
-5.67583792,5.29609428,0.01854886,0.78597718,0.33276224,0.39353863,0.07122553,2.46598222,2.75007718,1.22871243
-5.66983492,5.28798488,0.01741176,0.79062069,0.32678669,0.38953217,0.07058733,2.45213462,2.74792694,1.23437094
-5.66383192,5.27185650,0.01633973,0.79666674,0.32018437,0.38503531,0.06978265,2.43203921,2.74451988,1.23830551
-5.65782891,5.24801218,0.01533397,0.80427463,0.31300479,0.38008572,0.06881094,2.40575101,2.74012381,1.24078567
-5.65182591,5.21696665,0.01439411,0.81359162,0.30531478,0.37472856,0.06767379,2.37346728,2.73507210,1.24213489
-5.64582291,5.17942583,0.01351852,0.82474067,0.29719781,0.36901771,0.06637530,2.33552722,2.72974447,1.24271291
-5.63981991,5.13625639,0.01270454,0.83780741,0.28875260,0.36301668,0.06492241,2.29240600,2.72454209,1.24289553
-5.63381691,5.08844699,0.01194873,0.85282718,0.28009098,0.35679913,0.06332513,2.24470365,2.71985844,1.24305274
-5.62781391,5.03706295,0.01124712,0.86977288,0.27133510,0.35044884,0.06159666,2.19312885,2.71604755,1.24352634
-5.62181091,4.98319690,0.01059544,0.88854449,0.26261399,0.34405918,0.05975338,2.13847844,2.71339170,1.24460832
-5.61580790,4.92791790,0.00998931,0.90896116,0.25405971,0.33773179,0.05781471,2.08161337,2.71207076,1.24652122
-5.60980490,4.87222202,0.00942437,0.93075646,0.24580323,0.33157483,0.05580284,2.02343223,2.71213532,1.24940156
-5.60380190,4.81698710,0.00889647,0.95357755,0.23797007,0.32570040,0.05374237,1.96484331,2.71348568,1.25328756
-5.59779890,4.76293412,0.00840172,0.97698868,0.23067605,0.32022158,0.05165979,1.90673652,2.71585855,1.25811177
-5.59179590,4.71059755,0.00793660,1.00047909,0.22402325,0.31524895,0.04958293,1.84995629,2.71882260,1.26369937
-5.58579290,4.66030614,0.00749796,1.02347547,0.21809636,0.31088677,0.04754029,1.79527648,2.72178389,1.26977232
-5.57978989,4.61217526,0.00708306,1.04535855,0.21295952,0.30722912,0.04556039,1.74337842,2.72400130,1.27595926
-5.57378689,4.56611106,0.00668955,1.06548322,0.20865397,0.30435599,0.04367097,1.69483283,2.72461149,1.28181090
-5.56778389,4.52182623,0.00631548,1.08320155,0.20519641,0.30232968,0.04189838,1.65008627,2.72266258,1.28682017
-5.56178089,4.47886613,0.00595924,1.09788758,0.20257828,0.30119154,0.04026683,1.60945243,2.71715477,1.29044606
-5.55577789,4.43664401,0.00561955,1.10896281,0.20076599,0.30095947,0.03879779,1.57310868,2.70708608,1.29214026
-5.54977489,4.39448300,0.00529536,1.11592118,0.19970202,0.30162600,0.03750944,1.54109759,2.69150073,1.29137494
-5.54377189,4.35166276,0.00498591,1.11835240,0.19930697,0.30315748,0.03641617,1.51333330,2.66953771,1.28767065
-5.53776888,4.30746804,0.00469056,1.11596237,0.19948241,0.30549406,0.03552829,1.48961228,2.64047698,1.28062268
-5.53176588,4.26123674,0.00440888,1.10858984,0.20011443,0.30855083,0.03485171,1.46962792,2.60378093,1.26992484
-5.52576288,4.21240507,0.00414051,1.09621826,0.20107770,0.31221990,0.03438792,1.45298809,2.55912882,1.25538934
-5.51975988,4.16054758,0.00388520,1.07898248,0.20224004,0.31637348,0.03413396,1.43923513,2.50644267,1.23696200
-5.51375688,4.10541024,0.00364278,1.05716981,0.20346707,0.32086779,0.03408261,1.42786710,2.44590313,1.21473199
-5.50775388,4.04693545,0.00341313,1.03121531,0.20462696,0.32554765,0.03422270,1.41835980,2.37795478,1.18893587
-5.50175088,3.98527776,0.00319617,1.00169171,0.20559499,0.33025168,0.03453951,1.41018840,2.30330061,1.15995559
-5.49574787,3.92081027,0.00299189,0.96929418,0.20625776,0.33481771,0.03501531,1.40284817,2.22288611,1.12831082
-5.48974487,3.85412145,0.00280033,0.93482072,0.20651688,0.33908835,0.03563000,1.39587350,2.13787387,1.09464582
-5.48374187,3.78600309,0.00262157,0.89914892,0.20629212,0.34291644,0.03636181,1.38885473,2.04960990,1.05971163
-5.47773887,3.71743008,0.00245577,0.86321005,0.20552369,0.34617013,0.03718801,1.38145222,1.95958339,1.02434414
-5.47173587,3.64953309,0.00230318,0.82796137,0.20417386,0.34873740,0.03808576,1.37340742,1.86938173,0.98943915
-5.46573287,3.58356552,0.00216410,0.79435776,0.20222772,0.35052994,0.03903277,1.36455073,1.78064265,0.95592521
-5.45972986,3.52086592,0.00203895,0.76332357,0.19969309,0.35148606,0.04000813,1.35480597,1.69500547,0.92473544
-5.45372686,3.46281755,0.00192823,0.73572559,0.19659977,0.35157270,0.04099291,1.34419167,1.61406333,0.89677901
-5.44772386,3.41080632,0.00183253,0.71234798,0.19299800,0.35078640,0.04197074,1.33281912,1.53931806,0.87291365
-5.44172086,3.36617854,0.00175252,0.69386977,0.18895637,0.34915318,0.04292829,1.32088752,1.47213915,0.85391965
-5.43571786,3.33019996,0.00168896,0.68084568,0.18455928,0.34672740,0.04385557,1.30867660,1.41372804,0.84047655
-5.42971486,3.30401714,0.00164268,0.67369054,0.17990395,0.34358961,0.04474614,1.29653694,1.36508869,0.83314288
-5.42371186,3.28862245,0.00161456,0.67266779,0.17509725,0.33984356,0.04559715,1.28487858,1.32700507,0.83233987
-5.41770885,3.28482375,0.00160553,0.67788224,0.17025235,0.33561232,0.04640920,1.27415820,1.30002601,0.83833933
-5.41170585,3.29321967,0.00161651,0.68927737,0.16548542,0.33103390,0.04718613,1.26486557,1.28445746,0.85125635
-5.40570285,3.31418136,0.00164846,0.70663702,0.16091228,0.32625631,0.04793464,1.25750955,1.28036226,0.87104679
-5.39969985,3.34784141,0.00170230,0.72959160,0.15664538,0.32143240,0.04866384,1.25260423,1.28756694,0.89750989
-5.39369685,3.39409036,0.00177892,0.75762867,0.15279087,0.31671456,0.04938470,1.25065558,1.30567519,0.93029583
-5.38769385,3.45258125,0.00187917,0.79010757,0.14944603,0.31224962,0.05010948,1.25214903,1.33408745,0.96891809
-5.38169085,3.52274213,0.00200387,0.82627779,0.14669706,0.30817392,0.05085112,1.25753830,1.37202556,1.01277016
-5.37568784,3.60379625,0.00215376,0.86530069,0.14461721,0.30460902,0.05162270,1.26723568,1.41856190,1.06114628
-5.36968484,3.69478950,0.00232954,0.90627391,0.14326536,0.30165797,0.05243690,1.28160408,1.47265174,1.11326521
-5.36368184,3.79462400,0.00253187,0.94825775,0.14268501,0.29940241,0.05330549,1.30095077,1.53316772,1.16829650
-5.35767884,3.90209676,0.00276139,0.99030282,0.14290376,0.29790058,0.05423905,1.32552297,1.59893536,1.22538808
-5.35167584,4.01594174,0.00301873,1.03147802,0.14393320,0.29718641,0.05524657,1.35550512,1.66876831,1.28369407
-5.34567284,4.13487361,0.00330453,1.07089779,0.14576937,0.29726962,0.05633536,1.39101776,1.74150204,1.34240196
-5.33966983,4.25763128,0.00361951,1.10774790,0.14839361,0.29813690,0.05751091,1.43211782,1.81602498,1.40075762
-5.33366683,4.38301910,0.00396446,1.14130853,0.15177391,0.29975418,0.05877689,1.47879999,1.89130592,1.45808743
-5.32766383,4.50994388,0.00434033,1.17097407,0.15586673,0.30206980,0.06013519,1.53099912,1.96641677,1.51381631
-5.32166083,4.63744604,0.00474823,1.19626861,0.16061916,0.30501857,0.06158610,1.58859315,2.04055014,1.56748112
-5.31565783,4.76472326,0.00518951,1.21685667,0.16597148,0.30852651,0.06312838,1.65140661,2.11303114,1.61873851
-5.30965483,4.89114588,0.00566578,1.23254883,0.17186002,0.31251603,0.06475945,1.71921426,2.18332345,1.66736743
-5.30365183,5.01626326,0.00617899,1.24330195,0.17822013,0.31691140,0.06647552,1.79174503,2.25102963,1.71326578
-5.29764882,5.13980145,0.00673145,1.24921435,0.18498934,0.32164427,0.06827177,1.86868589,2.31588644,1.75644199
-5.29164582,5.26165248,0.00732588,1.25051598,0.19211041,0.32665883,0.07014242,1.94968607,2.37775563,1.79700186
-5.28564282,5.38185665,0.00796546,1.24755459,0.19953432,0.33191662,0.07208085,2.03436133,2.43661145,1.83513158
-5.27963982,5.50057935,0.00865384,1.24077831,0.20722290,0.33740052,0.07407967,2.12229873,2.49252593,1.87107817
-5.27363682,5.61808427,0.00939518,1.23071587,0.21515110,0.34311790,0.07613080,2.21306193,2.54565320,1.90512832
-5.26763382,5.73470534,0.01019415,1.21795550,0.22330874,0.34910254,0.07822554,2.30619724,2.59621417,1.93758716
-5.26163082,5.85081938,0.01105591,1.20312341,0.23170161,0.35541549,0.08035470,2.40124057,2.64448271,1.96875811
-5.25562781,5.96682168,0.01198613,1.18686312,0.24035192,0.36214452,0.08250876,2.49772533,2.69077426,1.99892490
-5.24962481,6.08310611,0.01299088,1.16981652,0.24929792,0.36940232,0.08467803,2.59519138,2.73543774,2.02833694
-5.24362181,6.20005109,0.01407663,1.15260738,0.25859283,0.37732337,0.08685299,2.69319474,2.77885094,2.05719865
-5.23761881,6.31801220,0.01525010,1.13582797,0.26830290,0.38605976,0.08902460,2.79131802,2.82141962,2.08566313
-5.23161581,6.43732131,0.01651815,1.12002916,0.27850480,0.39577582,0.09118464,2.88918096,2.86357980,2.11383046
-5.22561281,6.55829191,0.01788764,1.10571393,0.28928238,0.40664206,0.09332622,2.98645074,2.90580260,2.14175031
-5.21960980,6.68122918,0.01936521,1.09333439,0.30072284,0.41882841,0.09544415,3.08285131,2.94860055,2.16942837
-5.21360680,6.80644316,0.02095709,1.08329164,0.31291254,0.43249713,0.09753538,3.17817117,2.99253415,2.19683588
-5.20760380,6.93426291,0.02266884,1.07593808,0.32593252,0.44779559,0.09959932,3.27226867,3.03821702,2.22392117
-5.20160080,7.06504901,0.02450505,1.07158138,0.33985400,0.46484924,0.10163810,3.36507437,3.08631848,2.25062233
-5.19559780,7.19920228,0.02646911,1.07048923,0.35473392,0.48375496,0.10365666,3.45658968,3.13756179,2.27687953
-5.18959480,7.33716605,0.02856288,1.07289414,0.37061080,0.50457503,0.10566263,3.54688132,3.19271706,2.30264620
-5.18359180,7.47942027,0.03078640,1.07899737,0.38750104,0.52733196,0.10766606,3.63607137,3.25258781,2.32789773
-5.17758879,7.62646594,0.03313761,1.08897137,0.40539575,0.55200437,0.10967891,3.72432280,3.31799055,2.35263716
-5.17158579,7.77879915,0.03561209,1.10296012,0.42425835,0.57852391,0.11171424,3.81182079,3.38972750,2.37689699
-5.16558279,7.93687473,0.03820286,1.12107702,0.44402298,0.60677354,0.11378534,3.89875022,3.46855272,2.40073695
-5.15957979,8.10106060,0.04090019,1.14340024,0.46459375,0.63658699,0.11590452,3.98527030,3.55513262,2.42423774
-5.15357679,8.27158444,0.04369152,1.16996557,0.48584490,0.66774959,0.11808195,4.07148727,3.65000246,2.44749082
-5.14757379,8.44847527,0.04656140,1.20075716,0.50762191,0.70000036,0.12032425,4.15742656,3.75352059,2.47058518
-5.14157079,8.63150335,0.04949154,1.23569675,0.52974345,0.73303536,0.12263331,4.24300578,3.86582275,2.49359151
-5.13556778,8.82012190,0.05246094,1.27463203,0.55200417,0.76651215,0.12500502,4.32801024,3.98677899,2.51654523
-5.12956478,9.01341493,0.05544611,1.31732525,0.57417825,0.80005531,0.12742827,4.41207240,4.11595589,2.53942920
-5.12356178,9.21005510,0.05842131,1.36344279,0.59602356,0.83326297,0.12988426,4.49465693,4.25258661,2.56215759
-5.11755878,9.40827554,0.06135896,1.41254703,0.61728643,0.86571400,0.13234601,4.57505251,4.39555122,2.58456207
-5.11155578,9.60585916,0.06423005,1.46409121,0.63770674,0.89697599,0.13477838,4.65237164,4.54336944,2.60638143
-5.10555278,9.80014788,0.06700460,1.51741834,0.65702344,0.92661359,0.13713847,4.72555900,4.69420741,2.62725561
-5.09954977,9.98807379,0.06965221,1.57176472,0.67498013,0.95419728,0.13937641,4.79340886,4.84589939,2.64672505
-5.09354677,10.16621278,0.07214258,1.62626861,0.69133077,0.97931218,0.14143665,4.85459126,4.99598478,2.66423556
-5.08754377,10.33086005,0.07444609,1.67998412,0.70584535,1.00156692,0.14325958,4.90768658,5.14175995,2.67914914
-5.08154077,10.47812575,0.07653432,1.73190033,0.71831533,1.02060218,0.14478351,4.95122728,5.28034368,2.69076038
-5.07553777,10.60404779,0.07838061,1.78096504,0.72855887,1.03609886,0.14594689,4.98374558,5.40875419,2.69831800
-5.06953477,10.70471754,0.07996057,1.82611246,0.73642566,1.04778561,0.14669063,5.00382500,5.52399512,2.70105066
-5.06353177,10.77641356,0.08125251,1.86629386,0.74180122,1.05544555,0.14696050,5.01015398,5.62314713,2.69819603
-5.05752876,10.81573753,0.08223790,1.90050979,0.74461072,1.05892199,0.14670947,5.00157891,5.70346162,2.68903156
-5.05152576,10.81974627,0.08290167,1.92784266,0.74482196,1.05812292,0.14589976,4.97715463,5.76245260,2.67290575
-5.04552276,10.78607382,0.08323259,1.94748796,0.74244769,1.05302426,0.14450471,4.93618974,5.79798267,2.64926810
-5.03951976,10.71303751,0.08322343,1.95878275,0.73754698,1.04367157,0.14251013,4.87828474,5.80833958,2.61769646
-5.03351676,10.59972297,0.08287119,1.96123007,0.73022561,1.03018024,0.13991532,4.80336115,5.79229978,2.57792016
-5.02751376,10.44604357,0.08217715,1.95451790,0.72063544,1.01273402,0.13673346,4.71168006,5.74917624,2.52983782
-5.02151076,10.25277125,0.08114696,1.93853185,0.70897268,0.99158196,0.13299156,4.60384915,5.67884836,2.47352881
-5.01550775,10.02153678,0.07979053,1.91336077,0.69547505,0.96703372,0.12872979,4.48081772,5.58177278,2.40925782
-5.00950475,9.75479931,0.07812199,1.87929509,0.68041781,0.93945345,0.12400044,4.34385972,5.45897451,2.33747212
-5.00350175,9.45578622,0.07615948,1.83681796,0.66410872,0.90925218,0.11886631,4.19454553,5.31201911,2.25879176
-4.99749875,9.12840579,0.07392486,1.78658944,0.64688212,0.87687921,0.11339885,4.03470344,5.14296714,2.17399307
-4.99149575,8.77713681,0.07144343,1.72942475,0.62909202,0.84281241,0.10767597,3.86637269,4.95431311,2.08398635
-4.98549275,8.40689971,0.06874351,1.66626745,0.61110462,0.80754805,0.10177967,3.69174974,4.74891170,1.98978870
-4.97948974,8.02291515,0.06585599,1.59815887,0.59329035,0.77159018,0.09579368,3.51313030,4.52989459,1.89249354
-4.97348674,7.63055614,0.06281380,1.52620528,0.57601564,0.73544009,0.08980111,3.33284921,4.30058151,1.79323800
-4.96748374,7.23519992,0.05965134,1.45154425,0.55963474,0.69958607,0.08388216,3.15322088,4.06438900,1.69316993
-4.96148074,6.84208572,0.05640389,1.37531158,0.54448180,0.66449387,0.07811219,2.97648232,3.82474076,1.59341585
-4.95547774,6.45618389,0.05310701,1.29861031,0.53086352,0.63059811,0.07256000,2.80474102,3.58498260,1.49505127
-4.94947474,6.08208118,0.04979587,1.22248289,0.51905256,0.59829494,0.06728646,2.63992952,3.34830507,1.39907454
-4.94347174,5.72388584,0.04650466,1.14788753,0.50928193,0.56793614,0.06234354,2.48376784,3.11767592,1.30638519
-4.93746873,5.38515522,0.04326601,1.07567934,0.50174058,0.53982476,0.05777369,2.33773500,2.89578427,1.21776738
-4.93146573,5.06884710,0.04011046,1.00659683,0.49657016,0.51421250,0.05360966,2.20305002,2.68499731,1.13387884
-4.92546273,4.77729507,0.03706595,0.94125366,0.49386325,0.49129872,0.04987459,2.08066242,2.48733014,1.05524536
-4.91945973,4.51220692,0.03415744,0.88013569,0.49366286,0.47123107,0.04658253,1.97125188,2.30442839,0.98226052
-4.91345673,4.27468405,0.03140661,0.82360283,0.49596325,0.45410762,0.04373911,1.87523635,2.13756289,0.91519032
-4.90745373,4.06525918,0.02883159,0.77189518,0.50071197,0.43998024,0.04134255,1.79278734,1.98763531,0.85418192
-4.90145073,3.88394902,0.02644682,0.72514262,0.50781295,0.42885907,0.03938469,1.72385137,1.85519318,0.79927568
-4.89544772,3.73031809,0.02426303,0.68337717,0.51713060,0.42071771,0.03785225,1.66817584,1.74045265,0.75041964
-4.88944472,3.60354995,0.02228723,0.64654718,0.52849457,0.41549892,0.03672802,1.62533795,1.64332727,0.70748546
-4.88344172,3.50252198,0.02052284,0.61453257,0.54170510,0.41312054,0.03599210,1.59477527,1.56346089,0.67028499
-4.87743872,3.42588030,0.01896984,0.58716030,0.55653879,0.41348127,0.03562301,1.57581635,1.50026332,0.63858655
-4.87143572,3.37211175,0.01762501,0.56421939,0.57275449,0.41646610,0.03559877,1.56771042,1.45294695,0.61213027
-4.86543272,3.33961041,0.01648218,0.54547502,0.59009939,0.42195122,0.03589777,1.56965499,1.42056341,0.59064198
-4.85942971,3.32673667,0.01553255,0.53068109,0.60831494,0.42980818,0.03649954,1.58082066,1.40203904,0.57384511
-4.85342671,3.33186763,0.01476502,0.51959113,0.62714260,0.43990724,0.03738524,1.60037266,1.39620852,0.56147050
-4.84742371,3.35343796,0.01416648,0.51196716,0.64632939,0.45211980,0.03853814,1.62748865,1.40184609,0.55326386
-4.84142071,3.38997108,0.01372224,0.50758658,0.66563304,0.46631996,0.03994374,1.66137291,1.41769402,0.54899098
-4.83541771,3.44010075,0.01341628,0.50624707,0.68482668,0.48238523,0.04158978,1.70126682,1.44248817,0.54844079
-4.82941471,3.50258372,0.01323171,0.50776945,0.70370317,0.50019648,0.04346615,1.74645594,1.47498047,0.55142647
-4.82341171,3.57630412,0.01315101,0.51199881,0.72207871,0.51963725,0.04556451,1.79627402,1.51395846,0.55778477
-4.81740870,3.66027068,0.01315644,0.51880395,0.73979593,0.54059255,0.04787791,1.85010419,1.55826184,0.56737390
-4.81140570,3.75360758,0.01323033,0.52807540,0.75672623,0.56294732,0.05040023,1.90737789,1.60679607,0.58007021
-4.80540270,3.85554026,0.01335544,0.53972214,0.77277133,0.58658472,0.05312550,1.96757182,1.65854316,0.59576388
-4.79939970,3.96537696,0.01351522,0.55366729,0.78786396,0.61138426,0.05604729,2.03020329,1.71256963,0.61435394
-4.79339670,4.08248721,0.01369411,0.56984301,0.80196764,0.63722020,0.05915794,2.09482445,1.76803172,0.63574271
-4.78739370,4.20627822,0.01387785,0.58818468,0.81507553,0.66396001,0.06244784,2.16101558,1.82417787,0.65983002
-4.78139070,4.33617004,0.01405364,0.60862476,0.82720832,0.69146323,0.06590480,2.22837784,1.88034858,0.68650722
-4.77538769,4.47157063,0.01421043,0.63108649,0.83841125,0.71958067,0.06951341,2.29652583,1.93597376,0.71565129
-4.76938469,4.61185174,0.01433899,0.65547763,0.84875024,0.74815414,0.07325459,2.36508019,1.99056770,0.74711915
-4.76338169,4.75632654,0.01443213,0.68168460,0.85830741,0.77701661,0.07710519,2.43366065,2.04372195,0.78074244
-4.75737869,4.90423014,0.01448469,0.70956715,0.86717602,0.80599287,0.08103785,2.50187975,2.09509641,0.81632292
-4.75137569,5.05470378,0.01449357,0.73895397,0.87545513,0.83490077,0.08502099,2.56933766,2.14440903,0.85362861
-4.74537269,5.20678369,0.01445772,0.76963937,0.88324416,0.86355281,0.08901904,2.63561834,2.19142452,0.89239112
-4.73936968,5.35939534,0.01437801,0.80138125,0.89063758,0.89175821,0.09299291,2.70028731,2.23594271,0.93230410
-4.73336668,5.51135361,0.01425707,0.83390062,0.89772000,0.91932534,0.09690058,2.76289126,2.27778690,0.97302319
-4.72736368,5.66136925,0.01409911,0.86688273,0.90456185,0.94606428,0.10069804,2.82295967,2.31679292,1.01416740
-4.72136068,5.80806157,0.01390963,0.89997984,0.91121584,0.97178962,0.10434025,2.88000836,2.35279927,1.05532230
-4.71535768,5.94997725,0.01369518,0.93281566,0.91771421,0.99632319,0.10778232,2.93354502,2.38563888,1.09604467
-4.70935468,6.08561433,0.01346302,0.96499135,0.92406705,1.01949668,0.11098078,2.98307644,2.41513269,1.13586889
-4.70335168,6.21345085,0.01322078,0.99609287,0.93026152,1.04115402,0.11389481,3.02811711,2.44108560,1.17431463
-4.69734867,6.33197650,0.01297617,1.02569940,0.93626197,1.06115335,0.11648748,3.06819889,2.46328461,1.21089590
-4.69134567,6.43972626,0.01273662,1.05339268,0.94201090,1.07936853,0.11872684,3.10288105,2.48149945,1.24513090
-4.68534267,6.53531422,0.01250900,1.07876669,0.94743065,1.09569008,0.12058696,3.13176047,2.49548544,1.27655259
-4.67933967,6.61746633,0.01229935,1.10143749,0.95242560,1.11002561,0.12204858,3.15448110,2.50498859,1.30471934
-4.67333667,6.68505053,0.01211264,1.12105276,0.95688476,1.12229958,0.12309964,3.17074256,2.50975247,1.32922553
-4.66733367,6.73710305,0.01195262,1.13730073,0.96068467,1.13245259,0.12373548,3.18030728,2.50952673,1.34971145
-4.66133067,6.77285023,0.01182164,1.14991820,0.96369245,1.14044029,0.12395873,3.18300592,2.50407669,1.36587246
-4.65532766,6.79172498,0.01172066,1.15869739,0.96576882,1.14623193,0.12377893,3.17874109,2.49319387,1.37746675
-4.64932466,6.79337803,0.01164917,1.16349150,0.96677129,1.14980889,0.12321192,3.16748918,2.47670676,1.38432186
-4.64332166,6.77768391,0.01160529,1.16421879,0.96655721,1.15116323,0.12227894,3.14930062,2.45449166,1.38633950
