energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.88594297,0.79511176,-0.83338403,0.43884940,-0.48166272,0.08958339,-0.09465877,0.00114811,-0.00091625,0.05074943,-0.05156129,0.23130372,-0.23807397,0.08137094,-0.08542641,0.00954686,-0.00893058,0.43108656,-0.45399081
-5.87993997,0.81119009,-0.85338843,0.45228748,-0.49613635,0.09113452,-0.09819500,0.00099619,-0.00078789,0.05099618,-0.05140604,0.23716846,-0.24387496,0.08469151,-0.08868281,0.00891960,-0.00843891,0.44204813,-0.46775565
-5.87393697,0.83463913,-0.88119924,0.47032588,-0.51549505,0.09358876,-0.10282144,0.00085927,-0.00067480,0.05125980,-0.05124436,0.24364839,-0.25036755,0.08912770,-0.09304064,0.00842840,-0.00807981,0.45755517,-0.48636728
-5.86793397,0.86586419,-0.91727123,0.49319416,-0.54002912,0.09701216,-0.10860239,0.00073718,-0.00057637,0.05155482,-0.05109499,0.25084237,-0.25766678,0.09473462,-0.09856211,0.00807394,-0.00785310,0.47784615,-0.51009104
-5.86193097,0.90520099,-0.96197309,0.52107028,-0.56996448,0.10146623,-0.11559525,0.00062948,-0.00049180,0.05189784,-0.05097839,0.25885262,-0.26588663,0.10155510,-0.10529505,0.00785503,-0.00775686,0.50311389,-0.53913636
-5.85592796,0.95290239,-1.01557024,0.55407203,-0.60545144,0.10700634,-0.12384796,0.00053555,-0.00042020,0.05230690,-0.05091619,0.26778042,-0.27513512,0.10961767,-0.11327060,0.00776866,-0.00778765,0.53349765,-0.57364631
-5.84992496,1.00912336,-1.07820615,0.59224786,-0.64655320,0.11367980,-0.13339596,0.00045458,-0.00036058,0.05280075,-0.05093047,0.27772103,-0.28550865,0.11893447,-0.12250091,0.00781019,-0.00794052,0.56907434,-0.61368656
-5.84392196,1.07390461,-1.14988309,0.63556745,-0.69323452,0.12152361,-0.14425891,0.00038567,-0.00031190,0.05339785,-0.05104297,0.28875794,-0.29708596,0.12949912,-0.13297688,0.00797343,-0.00820917,0.60984913,-0.65923409
-5.83791896,1.14715594,-1.23044319,0.68391265,-0.74535115,0.13056191,-0.15643723,0.00032786,-0.00027312,0.05411534,-0.05127408,0.30095681,-0.30992193,0.14128458,-0.14466607,0.00825079,-0.00858595,0.65574607,-0.71016639
-5.83191596,1.22864013,-1.31955110,0.73706926,-0.80264089,0.14080329,-0.16990860,0.00028012,-0.00024322,0.05496786,-0.05164190,0.31435943,-0.32404152,0.15424128,-0.15751092,0.00863336,-0.00906202,0.70659928,-0.76625171
-5.82591296,1.31795853,-1.41667950,0.79472057,-0.86471686,0.15223808,-0.18462480,0.00024144,-0.00022119,0.05596650,-0.05216121,0.32897794,-0.33943425,0.16829560,-0.17142741,0.00911101,-0.00962734,0.76214518,-0.82714123
-5.81990995,1.41453960,-1.52109865,0.85644302,-0.93106374,0.16483568,-0.20050889,0.00021084,-0.00020611,0.05711763,-0.05284255,0.34478971,-0.35604957,0.18334871,-0.18630426,0.00967250,-0.01027079,0.82201660,-0.89236379
-5.81390695,1.51763137,-1.63187127,0.92170476,-1.00103774,0.17854220,-0.21745311,0.00018736,-0.00019706,0.05842209,-0.05369133,0.36173325,-0.37379339,0.19927613,-0.20200286,0.01030558,-0.01098027,0.88573927,-0.96132380
-5.80790395,1.62629883,-1.74785381,0.98986754,-1.07387069,0.19327854,-0.23531756,0.00017012,-0.00019322,0.05987434,-0.05470714,0.37970530,-0.39252607,0.21592793,-0.21835806,0.01099710,-0.01174273,0.95273122,-1.03330311
-5.80190095,1.73942713,-1.86770477,1.06019222,-1.14867865,0.20893896,-0.25393001,0.00015826,-0.00019382,0.06146208,-0.05588328,0.39855950,-0.41206216,0.23312981,-0.23517973,0.01173314,-0.01254440,1.02230563,-1.10746708
-5.79589795,1.85573114,-1.98990066,1.13184815,-1.22447522,0.22539045,-0.27308672,0.00015104,-0.00019814,0.06316594,-0.05720645,0.41810665,-0.43217191,0.25068494,-0.25225534,0.01249918,-0.01337088,1.09367723,-1.18287516
-5.78989495,1.97377140,-2.11275971,1.20392635,-1.30018933,0.24247285,-0.29255464,0.00014775,-0.00020551,0.06495968,-0.05865677,0.43811682,-0.45258474,0.26837671,-0.26935344,0.01328027,-0.01420730,1.16597259,-1.25849599
-5.78389195,2.09197681,-2.23447285,1.27545622,-1.37468738,0.25999996,-0.31207481,0.00014775,-0.00021534,0.06681053,-0.06020800,0.45832306,-0.47299446,0.28597239,-0.28622803,0.01406126,-0.01503862,1.23824404,-1.33322684
-5.77788894,2.20867322,-2.35314159,1.34542537,-1.44679883,0.27776151,-0.33136698,0.00015049,-0.00022704,0.06867995,-0.06182806,0.47842689,-0.49306632,0.30322747,-0.30262362,0.01482701,-0.01584978,1.30948701,-1.40591691
-5.77188594,2.32211752,-2.46682140,1.41280206,-1.51534468,0.29552627,-0.35013547,0.00015543,-0.00024010,0.07052463,-0.06347981,0.49810524,-0.51244543,0.31989069,-0.31828106,0.01556262,-0.01662601,1.37866048,-1.47539372
-5.76588294,2.43053607,-2.57356939,1.47655927,-1.57916772,0.31304594,-0.36807585,0.00016213,-0.00025402,0.07229778,-0.06512201,0.51701865,-0.53076648,0.33570963,-0.33294372,0.01625379,-0.01735306,1.44470971,-1.54049199
-5.75987994,2.53216626,-2.67149442,1.53569972,-1.63716332,0.33006003,-0.38488259,0.00017015,-0.00026835,0.07395052,-0.06671051,0.53482036,-0.54766414,0.35043660,-0.34636395,0.01688700,-0.01801754,1.50659069,-1.60008362
-5.75387694,2.62529972,-2.75880797,1.58928080,-1.68830973,0.34630147,-0.40025706,0.00017913,-0.00028267,0.07543352,-0.06819957,0.55116608,-0.56278395,0.36383464,-0.35830953,0.01744983,-0.01860711,1.56329545,-1.65310793
-5.74787394,2.70832573,-2.83387349,1.63643851,-1.73169645,0.36150276,-0.41391576,0.00018873,-0.00029660,0.07669860,-0.06954329,0.56572395,-0.57579315,0.37568350,-0.36856989,0.01793122,-0.01911082,1.61387717,-1.69860081
-5.74187094,2.77977308,-2.89525255,1.67640940,-1.76654962,0.37540265,-0.42559854,0.00019862,-0.00030978,0.07770043,-0.07069700,0.57818427,-0.58639093,0.38578527,-0.37696185,0.01832171,-0.01951929,1.65747442,-1.73572169
-5.73586793,2.83834890,-2.94174567,1.70854981,-1.79225329,0.38775284,-0.43507621,0.00020854,-0.00032188,0.07839806,-0.07161875,0.58826878,-0.59431789,0.39396954,-0.38333466,0.01861363,-0.01982492,1.69333344,-1.76377718
-5.72986493,2.88297308,-2.97242631,1.73235159,-1.80836580,0.39832479,-0.44215751,0.00021822,-0.00033263,0.07875635,-0.07227063,0.59573893,-0.59936409,0.40009785,-0.38757406,0.01880127,-0.02002207,1.72082770,-1.78224041
-5.72386193,2.91280685,-2.98666662,1.74745377,-1.81463045,0.40691608,-0.44669495,0.00022743,-0.00034179,0.07874722,-0.07262000,0.60040305,-0.60137560,0.40406724,-0.38960536,0.01888102,-0.02010716,1.73947407,-1.79076539
-5.71785893,2.92727462,-2.98415397,1.75364991,-1.81098036,0.41335627,-0.44858937,0.00023597,-0.00034916,0.07835061,-0.07264058,0.60212199,-0.60025908,0.40581290,-0.38939526,0.01885138,-0.02007871,1.74894499,-1.78919571
-5.71185593,2.92607824,-2.96489754,1.75089080,-1.79753715,0.41751199,-0.44779296,0.00024365,-0.00035457,0.07755520,-0.07231324,0.60081306,-0.59598442,0.40530963,-0.38695247,0.01871301,-0.01993736,1.74907625,-1.77756739
-5.70585293,2.90920340,-2.92922513,1.73928278,-1.77460382,0.41929101,-0.44431071,0.00025032,-0.00035793,0.07635874,-0.07162664,0.59645232,-0.58858532,0.40257224,-0.38232699,0.01846864,-0.01968583,1.73987010,-1.75610578
-5.69984992,2.87691777,-2.87777017,1.71908164,-1.74265221,0.41864510,-0.43820009,0.00025583,-0.00035916,0.07476815,-0.07057758,0.58907496,-0.57815774,0.39765482,-0.37560828,0.01812300,-0.01932877,1.72149380,-1.72521679
-5.69384692,2.82976142,-2.81144984,1.69068276,-1.70230579,0.41557167,-0.42956917,0.00026010,-0.00035824,0.07279930,-0.06917103,0.57877392,-0.56485656,0.39064891,-0.36692220,0.01768261,-0.01887267,1.69427355,-1.68547291
-5.68784392,2.76852985,-2.73143539,1.65460779,-1.65431863,0.41011398,-0.41857303,0.00026302,-0.00035521,0.07047638,-0.06742003,0.56569692,-0.54889039,0.38168072,-0.35642702,0.01715561,-0.01832560,1.65868433,-1.63759471
-5.68184092,2.69425048,-2.63911597,1.61148874,-1.59955154,0.40236001,-0.40540892,0.00026456,-0.00035012,0.06783117,-0.06534514,0.55004189,-0.53051503,0.37090745,-0.34430867,0.01655152,-0.01769704,1.61533599,-1.58242872
-5.67583792,2.60815356,-2.53605763,1.56205002,-1.53894662,0.39243996,-0.39031013,0.00026468,-0.00034308,0.06490198,-0.06297387,0.53205115,-0.51002567,0.35851289,-0.33077535,0.01588094,-0.01699757,1.56495626,-1.52092265
-5.66983492,2.51163887,-2.42395931,1.50708930,-1.47350106,0.38052256,-0.37353901,0.00026338,-0.00033424,0.06173241,-0.06033975,0.51200462,-0.48774844,0.34470258,-0.31605178,0.01515532,-0.01623865,1.50837136,-1.45409899
-5.66383192,2.40623932,-2.30460746,1.44745785,-1.40424150,0.36681025,-0.35537937,0.00026069,-0.00032376,0.05837011,-0.05748133,0.49021224,-0.46403142,0.32969852,-0.30037337,0.01438663,-0.01543234,1.44648491,-1.38302812
-5.65782891,2.29358293,-2.17983113,1.38404106,-1.33219969,0.35153351,-0.33612858,0.00025665,-0.00031182,0.05486529,-0.05444103,0.46700596,-0.43923556,0.31373378,-0.28398036,0.01358713,-0.01459099,1.38025603,-1.30880187
-5.65182591,2.17535450,-2.05145908,1.31773980,-1.25839040,0.33494451,-0.31608969,0.00025133,-0.00029864,0.05126942,-0.05126393,0.44273157,-0.41372593,0.29704718,-0.26711237,0.01276906,-0.01372703,1.31067728,-1.23250849
-5.64582291,2.05325818,-1.92128027,1.24945305,-1.18379198,0.31731040,-0.29556385,0.00024481,-0.00028443,0.04763381,-0.04799652,0.41774075,-0.38786342,0.27987812,-0.25000332,0.01194443,-0.01285272,1.23875320,-1.15520980
-5.63981991,1.92898212,-1.79100882,1.18006230,-1.10933022,0.29890638,-0.27484338,0.00023721,-0.00026942,0.04400837,-0.04468550,0.39238333,-0.36199724,0.26246184,-0.23287698,0.01112480,-0.01197995,1.16548002,-1.07792110
-5.63381691,1.80416613,-1.66225428,1.11041779,-1.03586547,0.28000893,-0.25420548,0.00022864,-0.00025382,0.04044051,-0.04137658,0.36700028,-0.33645838,0.24502508,-0.21594322,0.01032113,-0.01112003,1.09182716,-1.00159434
-5.62781391,1.68037306,-1.53649764,1.04132701,-0.96418318,0.26088938,-0.23390706,0.00021922,-0.00023786,0.03697412,-0.03811349,0.34191735,-0.31155411,0.22778239,-0.19939499,0.00954358,-0.01028357,1.01872079,-0.92710470
-5.62181091,1.55906435,-1.41507323,0.97354517,-0.89498758,0.24180800,-0.21418050,0.00020909,-0.00022172,0.03364881,-0.03493698,0.31743962,-0.28756361,0.21093306,-0.18340608,0.00880148,-0.00948040,0.94702978,-0.85524062
-5.61580790,1.44158017,-1.29915642,0.90776775,-0.82889828,0.22300880,-0.19523058,0.00019839,-0.00020561,0.03049930,-0.03188407,0.29384693,-0.26473470,0.19465865,-0.16812968,0.00810321,-0.00871942,0.87755420,-0.78669719
-5.60980490,1.32912403,-1.18975670,0.84462493,-0.76644920,0.20471520,-0.17723249,0.00018726,-0.00018969,0.02755500,-0.02898740,0.27139026,-0.24328169,0.17912122,-0.15369756,0.00745618,-0.00800859,0.81101628,-0.72207263
-5.60380190,1.22275173,-1.08771547,0.78467756,-0.70808957,0.18712656,-0.16033087,0.00017584,-0.00017411,0.02483977,-0.02627480,0.25028904,-0.22338408,0.16446218,-0.14021994,0.00686682,-0.00735494,0.74805382,-0.66186741
-5.59779890,1.12336451,-0.99370800,0.72841446,-0.65418614,0.17041568,-0.14463985,0.00016425,-0.00015902,0.02237188,-0.02376896,0.23072926,-0.20518620,0.15080161,-0.12778583,0.00634055,-0.00676449,0.68921585,-0.60648554
-5.59179590,1.03170558,-0.90824842,0.67625082,-0.60502648,0.15472726,-0.13024382,0.00015262,-0.00014451,0.02016405,-0.02148733,0.21286239,-0.18879748,0.13823815,-0.11646381,0.00588186,-0.00624233,0.63496012,-0.55623762
-5.58579290,0.94835992,-0.83169718,0.62852729,-0.56082253,0.14017713,-0.11719895,0.00014108,-0.00013068,0.01822372,-0.01944211,0.19680499,-0.17429330,0.12684919,-0.10630309,0.00549428,-0.00579259,0.58565242,-0.51134503
-5.57978989,0.87375645,-0.76427002,0.58550969,-0.52171433,0.12685243,-0.10553516,0.00012973,-0.00011760,0.01655330,-0.01764039,0.18263876,-0.16171622,0.11669143,-0.09733475,0.00518042,-0.00541851,0.54156711,-0.47194485
-5.57378689,0.80817224,-0.70604779,0.54738903,-0.48777346,0.11481233,-0.09525851,0.00011866,-0.00010531,0.01515054,-0.01608438,0.17041123,-0.15107747,0.10780158,-0.08957306,0.00494201,-0.00512242,0.50288877,-0.43809511
-5.56778389,0.75173810,-0.65698645,0.51428175,-0.45900607,0.10408944,-0.08635372,0.00010796,-0.00009385,0.01400903,-0.01477174,0.16013667,-0.14235871,0.10019725,-0.08301683,0.00477991,-0.00490580,0.46971460,-0.40978003
-5.56178089,0.70444534,-0.61692693,0.48623031,-0.43535548,0.09469163,-0.07878688,0.00009771,-0.00008323,0.01311859,-0.01369600,0.15179740,-0.13551380,0.09387791,-0.07765061,0.00469412,-0.00476924,0.44205749,-0.38691502
-5.55577789,0.66615322,-0.58560451,0.46320389,-0.41670437,0.08660416,-0.07250805,0.00008795,-0.00007346,0.01246577,-0.01284699,0.14534529,-0.13047068,0.08882583,-0.07344591,0.00468375,-0.00471249,0.41984952,-0.36935139
-5.54977489,0.63659709,-0.56265770,0.44509955,-0.40287669,0.07979215,-0.06745380,0.00007875,-0.00006453,0.01203434,-0.01221130,0.14070357,-0.12713336,0.08500711,-0.07036217,0.00474707,-0.00473443,0.40294583,-0.35688071
-5.54377189,0.61539700,-0.54763654,0.43174394,-0.39363960,0.07420306,-0.06354967,0.00007012,-0.00005640,0.01180576,-0.01177282,0.13776883,-0.12538388,0.08237269,-0.06834775,0.00488143,-0.00483305,0.39112901,-0.34923894
-5.53776888,0.60206709,-0.54001074,0.42289569,-0.38870562,0.06976935,-0.06071240,0.00006210,-0.00004907,0.01175965,-0.01151323,0.13641322,-0.12508454,0.08085940,-0.06734069,0.00508334,-0.00500546,0.38411397,-0.34611046
-5.53176588,0.59602563,-0.53917783,0.41824886,-0.38773533,0.06641116,-0.05885202,0.00005469,-0.00004248,0.01187425,-0.01141253,0.13648705,-0.12608011,0.08039103,-0.06726954,0.00534837,-0.00524788,0.38155341,-0.34713231
-5.52576288,0.59660620,-0.54447162,0.41743743,-0.39034091,0.06403890,-0.05787383,0.00004790,-0.00003660,0.01212688,-0.01144952,0.13782156,-0.12820044,0.08087958,-0.06805419,0.00567126,-0.00555564,0.38304414,-0.35189881
-5.51975988,0.60307002,-0.55517160,0.42004130,-0.39609084,0.06255591,-0.05768030,0.00004172,-0.00003139,0.01249441,-0.01160238,0.14023214,-0.13126321,0.08222665,-0.06960668,0.00604589,-0.00592321,0.38813429,-0.35996684
-5.51375688,0.61461979,-0.57051336,0.42559370,-0.40451582,0.06186101,-0.05817284,0.00003614,-0.00002680,0.01295373,-0.01184914,0.14352184,-0.13507702,0.08432496,-0.07183229,0.00646537,-0.00634423,0.39633168,-0.37086205
-5.50775388,0.63041512,-0.58970047,0.43359013,-0.41511618,0.06185109,-0.05925359,0.00003113,-0.00002278,0.01348219,-0.01216818,0.14748523,-0.13944478,0.08706025,-0.07463072,0.00692214,-0.00681160,0.40711330,-0.38408612
-5.50175088,0.64958957,-0.61191804,0.44349888,-0.42737076,0.06242358,-0.06082727,0.00002668,-0.00001930,0.01405810,-0.01253874,0.15191265,-0.14416741,0.09031330,-0.07789751,0.00740811,-0.00731763,0.41993599,-0.39912527
-5.49574787,0.67126930,-0.63634780,0.45477281,-0.44074710,0.06347897,-0.06280298,0.00002275,-0.00001631,0.01466119,-0.01294140,0.15659461,-0.14904780,0.09396232,-0.08152578,0.00791481,-0.00785413,0.43424827,-0.41545985
-5.48974487,0.69459308,-0.66218485,0.46686239,-0.45471286,0.06492320,-0.06509612,0.00001930,-0.00001376,0.01527313,-0.01335851,0.16132651,-0.15389488,0.09788562,-0.08540815,0.00843365,-0.00841264,0.44950314,-0.43257517
-5.48374187,0.71873321,-0.68865563,0.47922941,-0.46874817,0.06667006,-0.06763028,0.00001632,-0.00001162,0.01587792,-0.01377468,0.16591334,-0.15852784,0.10196435,-0.08943900,0.00895612,-0.00898466,0.46517155,-0.44997316
-5.47773887,0.74291690,-0.71503662,0.49136113,-0.48235844,0.06864347,-0.07033922,0.00001375,-0.00000985,0.01646242,-0.01417711,0.17017432,-0.16278026,0.10608559,-0.09351680,0.00947410,-0.00956190,0.48075623,-0.46718464
-5.47173587,0.76644737,-0.74067342,0.50278418,-0.49508724,0.07077953,-0.07316870,0.00001158,-0.00000844,0.01701667,-0.01455598,0.17394734,-0.16650403,0.11014530,-0.09754671,0.00998011,-0.01013658,0.49580542,-0.48378180
-5.46573287,0.78872396,-0.76499920,0.51307794,-0.50652878,0.07302850,-0.07607827,0.00000977,-0.00000735,0.01753426,-0.01490469,0.17709299,-0.16957295,0.11405136,-0.10144314,0.01046769,-0.01070171,0.50992596,-0.49939044
-5.45972986,0.80926028,-0.78755190,0.52188651,-0.51633934,0.07535637,-0.07904281,0.00000830,-0.00000656,0.01801260,-0.01522012,0.17949802,-0.17188578,0.11772636,-0.10513224,0.01093161,-0.01125140,0.52279523,-0.51370138
-5.45372686,0.82769965,-0.80798933,0.52892892,-0.52424725,0.07774616,-0.08205382,0.00000714,-0.00000608,0.01845308,-0.01550270,0.18107810,-0.17336870,0.12111004,-0.10855423,0.01136820,-0.01178114,0.53417132,-0.52648052
-5.44772386,0.84382696,-0.82610118,0.53400715,-0.53006083,0.08019871,-0.08512032,0.00000627,-0.00000590,0.01886113,-0.01575644,0.18177972,-0.17397694,0.12416135,-0.11166541,0.01177554,-0.01228804,0.54390096,-0.53757696
-5.44172086,0.85757604,-0.84181737,0.53701127,-0.53367397,0.08273302,-0.08826920,0.00000569,-0.00000603,0.01924611,-0.01598886,0.18158115,-0.17369555,0.12685986,-0.11443975,0.01215369,-0.01277106,0.55192460,-0.54692888
-5.43571786,0.86903216,-0.85521187,0.53792169,-0.53506892,0.08538593,-0.09154507,0.00000538,-0.00000648,0.01962117,-0.01621075,0.18049232,-0.17253933,0.12920647,-0.11686994,0.01250475,-0.01323108,0.55827846,-0.55456635
-5.42971486,0.87842902,-0.86650160,0.53680809,-0.53431612,0.08821126,-0.09500948,0.00000536,-0.00000729,0.02000282,-0.01643588,0.17855372,-0.17055165,0.13122343,-0.11896773,0.01283292,-0.01367103,0.56309303,-0.56061120
-5.42371186,0.88614014,-0.87604006,0.53382520,-0.53157100,0.09127817,-0.09873937,0.00000564,-0.00000851,0.02041047,-0.01668055,0.17583428,-0.16780252,0.13295336,-0.12076367,0.01314443,-0.01409582,0.56658803,-0.56527343
-5.41770885,0.89266465,-0.88430557,0.52920534,-0.52706776,0.09466897,-0.10282490,0.00000624,-0.00001020,0.02086579,-0.01696304,0.17242823,-0.16438570,0.13445758,-0.12230605,0.01344738,-0.01451218,0.56906396,-0.56884421
-5.41170585,0.89860773,-0.89188434,0.52324818,-0.52111032,0.09847619,-0.10736660,0.00000720,-0.00001244,0.02139198,-0.01730295,0.16845120,-0.16041504,0.13581354,-0.12365904,0.01375151,-0.01492848,0.57089018,-0.57168565
-5.40570285,0.90465650,-0.89944880,0.51630799,-0.51406083,0.10279912,-0.11247179,0.00000857,-0.00001532,0.02201286,-0.01772052,0.16403565,-0.15602031,0.13711148,-0.12490024,0.01406781,-0.01535438,0.57249013,-0.57421756
-5.39969985,0.91155184,-0.90773182,0.50877899,-0.50632610,0.10773989,-0.11825056,0.00001044,-0.00001898,0.02275197,-0.01823582,0.15932579,-0.15134248,0.13845051,-0.12611745,0.01440811,-0.01580040,0.57432420,-0.57690153
-5.39369685,0.92005767,-0.91749779,0.50107936,-0.49834249,0.11339908,-0.12481133,0.00001288,-0.00002357,0.02363161,-0.01886791,0.15447220,-0.14652878,0.13993418,-0.12740502,0.01478461,-0.01627745,0.57687076,-0.58022317
-5.38769385,0.93092845,-0.92951171,0.49363473,-0.49056003,0.11987128,-0.13225607,0.00001603,-0.00002926,0.02467181,-0.01963408,0.14962648,-0.14172771,0.14166570,-0.12885976,0.01520928,-0.01679625,0.58060629,-0.58467296
-5.38169085,0.94487671,-0.94450743,0.48686175,-0.48342613,0.12724051,-0.14067554,0.00002001,-0.00003628,0.02588942,-0.02054900,0.14493601,-0.13708416,0.14374319,-0.13057663,0.01569327,-0.01736680,0.58598547,-0.59072657
-5.37568784,0.96254177,-0.96315656,0.48115254,-0.47736993,0.13557585,-0.15014464,0.00002501,-0.00004489,0.02729722,-0.02162401,0.14053910,-0.13273486,0.14625490,-0.13264443,0.01624638,-0.01799774,0.59342196,-0.59882562
-5.36968484,0.98446116,-0.98603931,0.47686066,-0.47278758,0.14492745,-0.16071817,0.00003124,-0.00005536,0.02890317,-0.02286647,0.13656075,-0.12880436,0.14927491,-0.13514165,0.01687643,-0.01869581,0.60327092,-0.60935952
-5.36368184,1.01104612,-1.01361866,0.47428931,-0.47002929,0.15532309,-0.17242707,0.00003894,-0.00006805,0.03070978,-0.02427921,0.13310914,-0.12540153,0.15285933,-0.13813268,0.01758875,-0.01946535,0.61581398,-0.62264935
-5.35767884,1.04256234,-1.04621904,0.47368201,-0.46938851,0.16676556,-0.18527551,0.00004841,-0.00008332,0.03271371,-0.02586020,0.13027291,-0.12261696,0.15704330,-0.14166454,0.01838578,-0.02030784,0.63124738,-0.63893452
-5.35167584,1.07911681,-1.08401057,0.47521642,-0.47109378,0.17923090,-0.19923897,0.00005996,-0.00010161,0.03490559,-0.02760230,0.12811944,-0.12052107,0.16183886,-0.14576444,0.01926668,-0.02122161,0.64967387,-0.65836268
-5.34567284,1.12065166,-1.12699963,0.47900118,-0.47530335,0.19266769,-0.21426326,0.00007399,-0.00012338,0.03727001,-0.02949324,0.12669413,-0.11916309,0.16723394,-0.15043799,0.02022711,-0.02220160,0.67109873,-0.68098356
