energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.78989495,10.38502993,0.68005194,0.19316618,0.01982411,1.18238315,6.90889861,5.19607580,0.09561416,2.98783857
-5.78389195,10.50296537,0.69773115,0.19134235,0.02012103,1.19649314,6.97936058,5.27903616,0.09478824,3.00945037
-5.77788894,10.61793359,0.71563223,0.18985028,0.02044887,1.20945188,7.05428351,5.35845874,0.09389878,3.03127247
-5.77188594,10.72797116,0.73358525,0.18870878,0.02080391,1.22098153,7.13409981,5.43283573,0.09294076,3.05297858
-5.76588294,10.83102208,0.75140161,0.18792841,0.02118150,1.23080399,7.21887651,5.50067593,0.09190996,3.07419984
-5.75987994,10.92496092,0.76887830,0.18751056,0.02157598,1.23864419,7.30829802,5.56052547,0.09080298,3.09452872
-5.75387694,11.00762422,0.78580278,0.18744676,0.02198064,1.24423427,7.40166464,5.61099070,0.08961732,3.11352531
-5.74787394,11.07684932,0.80195833,0.18771843,0.02238772,1.24731885,7.49790705,5.65076278,0.08835142,3.13072561
-5.74187094,11.13051938,0.81712946,0.18829698,0.02278849,1.24766086,7.59561590,5.67864323,0.08700479,3.14565157
-5.73586793,11.16661268,0.83110721,0.18914440,0.02317336,1.24504810,7.69308533,5.69356948,0.08557802,3.15782223
-5.72986493,11.18325440,0.84369408,0.19021424,0.02353203,1.23929991,7.78836854,5.69463947,0.08407286,3.16676560
-5.72386193,11.17876837,0.85470834,0.19145295,0.02385374,1.23027378,7.87934316,5.68113421,0.08249221,3.17203055
-5.71785893,11.15172678,0.86398762,0.19280163,0.02412753,1.21787166,7.96378383,5.65253735,0.08084006,3.17319831
-5.71185593,11.10099567,0.87139167,0.19419795,0.02434254,1.20204545,8.03943931,5.60855094,0.07912146,3.16989303
-5.70585293,11.02577436,0.87680425,0.19557838,0.02448836,1.18280158,8.10411119,5.54910655,0.07734228,3.16179119
-5.69984992,10.92562737,0.88013420,0.19688046,0.02455535,1.16020428,8.15573154,5.47437139,0.07550913,3.14862956
-5.69384692,10.80050762,0.88131584,0.19804505,0.02453497,1.13437746,8.19243671,5.38474903,0.07362909,3.13021152
-5.68784392,10.65077032,0.88030872,0.19901861,0.02442013,1.10550499,8.21263499,5.28087482,0.07170946,3.10641187
-5.68184092,10.47717724,0.87709700,0.19975516,0.02420541,1.07382934,8.21506577,5.16360603,0.06975759,3.07718013
-5.67583792,10.28089126,0.87168860,0.20021811,0.02388736,1.03964864,8.19884867,5.03400719,0.06778061,3.04254242
-5.66983492,10.06346192,0.86411418,0.20038164,0.02346460,1.00331212,8.16352082,4.89333112,0.06578528,3.00260215
-5.66383192,9.82680219,0.85442630,0.20023174,0.02293797,0.96521424,8.10906151,4.74299624,0.06377782,2.95753956
-5.65782891,9.57315762,0.84269865,0.19976679,0.02231052,0.92578751,8.03590344,4.58456092,0.06176390,2.90761034
-5.65182591,9.30506856,0.82902547,0.19899762,0.02158743,0.88549440,7.94493025,4.41969559,0.05974855,2.85314338
-5.64582291,9.02532655,0.81352125,0.19794717,0.02077595,0.84481851,7.83746064,4.25015330,0.05773627,2.79453751
-5.63981991,8.73692594,0.79632050,0.19664957,0.01988511,0.80425527,7.71521950,4.07773938,0.05573111,2.73225758
-5.63381691,8.44301171,0.77757763,0.19514888,0.01892552,0.76430256,7.58029714,3.90428104,0.05373687,2.66682934
-5.62781391,8.14682458,0.75746676,0.19349740,0.01790902,0.72545135,7.43509783,3.73159720,0.05175725,2.59883356
-5.62181091,7.85164466,0.73618138,0.19175364,0.01684835,0.68817681,7.28227945,3.56146935,0.04979611,2.52889889
-5.61580790,7.56073449,0.71393369,0.18998017,0.01575676,0.65292990,7.12468601,3.39561376,0.04785766,2.45769379
-5.60980490,7.27728301,0.69095352,0.18824124,0.01464768,0.62012983,6.96527548,3.23565564,0.04594671,2.38591740
-5.60380190,7.00435138,0.66748681,0.18660044,0.01353431,0.59015742,6.80704511,3.08310553,0.04406882,2.31428949
-5.59779890,6.74482216,0.64379351,0.18511850,0.01242931,0.56334950,6.65295671,2.93933849,0.04223046,2.24353977
-5.59179590,6.50135317,0.62014502,0.18385121,0.01134453,0.53999440,6.50586443,2.80557642,0.04043907,2.17439688
-5.58579290,6.27633713,0.59682115,0.18284773,0.01029071,0.52032868,6.36844718,2.68287390,0.03870316,2.10757728
-5.57978989,6.07186855,0.57410666,0.18214924,0.00927733,0.50453491,6.24314806,2.57210803,0.03703222,2.04377468
-5.57378689,5.88971877,0.55228761,0.18178804,0.00831248,0.49274072,6.13212235,2.47397233,0.03543672,1.98365023
-5.56778389,5.73132008,0.53164756,0.18178722,0.00740276,0.48501880,6.03719571,2.38897520,0.03392794,1.92782403
-5.56178089,5.59775937,0.51246378,0.18216073,0.00655330,0.48138813,5.95983342,2.31744285,0.03251787,1.87686816
-5.55577789,5.48978160,0.49500356,0.18291401,0.00576776,0.48181603,5.90112133,2.25952676,0.03121900,1.83130156
-5.54977489,5.40780266,0.47952082,0.18404501,0.00504849,0.48622122,5.86175826,2.21521545,0.03004415,1.79158675
-5.54377189,5.35193104,0.46625294,0.18554564,0.00439657,0.49447775,5.84205968,2.18435018,0.02900628,1.75812839
-5.53776888,5.32199706,0.45541795,0.18740340,0.00381208,0.50641964,5.84197140,2.16664404,0.02811824,1.73127337
-5.53176588,5.31758818,0.44721193,0.18960323,0.00329421,0.52184628,5.86109234,2.16170365,0.02739262,1.71131216
-5.52576288,5.33808840,0.44180670,0.19212932,0.00284147,0.54052846,5.89870443,2.16905261,0.02684156,1.69848081
-5.51975988,5.38271972,0.43934760,0.19496684,0.00245195,0.56221491,5.95380830,2.18815569,0.02647651,1.69296308
-5.51375688,5.45058332,0.43995126,0.19810347,0.00212348,0.58663937,6.02516262,2.21844259,0.02630811,1.69489213
-5.50775388,5.54069827,0.44370335,0.20153046,0.00185384,0.61352790,6.11132557,2.25933030,0.02634595,1.70435115
-5.50175088,5.65203577,0.45065609,0.20524344,0.00164093,0.64260641,6.21069675,2.31024288,0.02659842,1.72137247
-5.49574787,5.78354697,0.46082564,0.20924254,0.00148296,0.67360818,6.32155813,2.37062777,0.02707248,1.74593494
-5.48974487,5.93418309,0.47418919,0.21353217,0.00137855,0.70628118,6.44211280,2.43996769,0.02777348,1.77795916
-5.48374187,6.10290685,0.49068196,0.21812012,0.00132686,0.74039481,6.57052077,2.51778780,0.02870490,1.81730108
-5.47773887,6.28869482,0.51019418,0.22301633,0.00132763,0.77574590,6.70493107,2.60365738,0.02986814,1.86374384
-5.47173587,6.49053067,0.53256823,0.22823117,0.00138126,0.81216363,6.84350978,2.69718624,0.03126230,1.91698863
-5.46573287,6.70739017,0.55759626,0.23377348,0.00148878,0.84951292,6.98446379,2.79801586,0.03288393,1.97664527
-5.45972986,6.93821872,0.58501842,0.23964839,0.00165183,0.88769614,7.12606028,2.90580571,0.03472679,2.04222323
-5.45372686,7.18190323,0.61452222,0.24585513,0.00187258,0.92665263,7.26664181,3.02021542,0.03678169,2.11312408
-5.44772386,7.43723975,0.64574306,0.25238491,0.00215363,0.96635607,7.40463729,3.14088367,0.03903627,2.18863627
-5.44172086,7.70289917,0.67826642,0.25921902,0.00249787,1.00680932,7.53856890,3.26740486,0.04147494,2.26793311
-5.43571786,7.97739287,0.71163176,0.26632731,0.00290827,1.04803684,7.66705512,3.39930474,0.04407878,2.35007458
-5.42971486,8.25904053,0.74533826,0.27366701,0.00338771,1.09007477,7.78881007,3.53601625,0.04682555,2.43401353
-5.42371186,8.54594218,0.77885249,0.28118213,0.00393873,1.13295899,7.90263957,3.67685692,0.04968975,2.51860653
-5.41770885,8.83595641,0.81161790,0.28880340,0.00456330,1.17671153,8.00743409,3.82100916,0.05264282,2.60262928
-5.41170585,9.12668657,0.84306580,0.29644871,0.00526252,1.22132607,8.10215936,3.96750462,0.05565335,2.68479643
-5.40570285,9.41547649,0.87262773,0.30402416,0.00603641,1.26675307,8.18584510,4.11521400,0.05868740,2.76378516
-5.39969985,9.69941715,0.89974862,0.31142559,0.00688363,1.31288571,8.25757301,4.26284313,0.06170891,2.83826185
-5.39369685,9.97536527,0.92390040,0.31854059,0.00780129,1.35954723,8.31646485,4.40893644,0.06468018,2.90691089
-5.38769385,10.23997453,0.94459540,0.32525091,0.00878471,1.40648089,8.36167193,4.55188831,0.06756242,2.96846458
-5.38169085,10.48973989,0.96139915,0.33143516,0.00982736,1.45334327,8.39236743,4.68996287,0.07031634,3.02173309
-5.37568784,10.72105488,0.97394191,0.33697176,0.01092072,1.49970179,8.40774260,4.82132228,0.07290279,3.06563347
-5.36968484,10.93028130,0.98192856,0.34174209,0.01205430,1.54503701,8.40700836,4.94406327,0.07528350,3.09921667
-5.36368184,11.11383036,0.98514639,0.34563361,0.01321576,1.58875005,8.38940310,5.05626143,0.07742177,3.12169172
-5.35767884,11.26825356,0.98347047,0.34854312,0.01439101,1.63017520,8.35420742,5.15602217,0.07928319,3.13244660
-5.35167584,11.39034114,0.97686647,0.35037983,0.01556451,1.66859756,8.30076613,5.24153714,0.08083642,3.13106496
-5.34567284,11.47722534,0.96539085,0.35106835,0.01671958,1.70327498,8.22851714,5.31114418,0.08205384,3.11733873
-5.33966983,11.52648508,0.94918836,0.35055144,0.01783882,1.73346366,8.13702643,5.36338895,0.08291228,3.09127623
-5.33366683,11.53624827,0.92848720,0.34879246,0.01890460,1.75844603,8.02602786,5.39708571,0.08339364,3.05310585
-5.32766383,11.50528777,0.90359198,0.34577759,0.01989956,1.77755978,7.89546565,5.41137499,0.08348541,3.00327558
-5.32166083,11.43310654,0.87487490,0.34151747,0.02080719,1.79022645,7.74553748,5.40577531,0.08318116,2.94244828
-5.31565783,11.32000797,0.84276549,0.33604848,0.02161236,1.79597812,7.57673538,5.38022669,0.08248090,2.87149334
-5.30965483,11.16714728,0.80773942,0.32943348,0.02230185,1.79448066,7.38988172,5.33512349,0.08139123,2.79147474
-5.30365183,10.97656077,0.77030682,0.32176193,0.02286489,1.78555244,7.18615758,5.27133472,0.07992549,2.70363598
-5.29764882,10.75117003,0.73100049,0.31314937,0.02329351,1.76917712,6.96712106,5.19021018,0.07810361,2.60938212
-5.29164582,10.49475953,0.69036454,0.30373623,0.02358296,1.74551005,6.73471340,5.09357160,0.07595186,2.51025925
-5.28564282,10.21192691,0.64894353,0.29368603,0.02373183,1.71487770,6.49125144,4.98368827,0.07350245,2.40793165
-5.27963982,9.90800638,0.60727281,0.28318279,0.02374225,1.67777013,6.23940572,4.86323775,0.07079291,2.30415701
-5.27363682,9.58896708,0.56586983,0.27242784,0.02361981,1.63482690,5.98216406,4.73525238,0.06786533,2.20075977
-5.26763382,9.26128915,0.52522687,0.26163606,0.02337343,1.58681710,5.72278139,4.60305339,0.06476555,2.09960326
-5.26163082,8.93182147,0.48580515,0.25103154,0.02301507,1.53461451,5.46471738,4.47017483,0.06154210,2.00256055
-5.25562781,8.60762562,0.44803030,0.24084283,0.02255937,1.47916918,5.21156375,4.34027967,0.05824517,1.91148477
-5.24962481,8.29581146,0.41228914,0.23129793,0.02202316,1.42147680,4.96696424,4.21707132,0.05492552,1.82817907
-5.24362181,8.00336990,0.37892771,0.22261902,0.02142493,1.36254741,4.73452980,4.10420333,0.05163333,1.75436687
-5.23761881,7.73700845,0.34825041,0.21501727,0.02078423,1.30337478,4.51775255,4.00519053,0.04841716,1.69166281
-5.23161581,7.50299505,0.32051992,0.20868777,0.02012106,1.24490782,4.31992134,3.92332436,0.04532292,1.64154502
-5.22561281,7.30701499,0.29595805,0.20380471,0.01945532,1.18802522,4.14404213,3.86159516,0.04239297,1.60532927
-5.21960980,7.15404536,0.27474695,0.20051709,0.01880623,1.13351416,3.99276580,3.82262358,0.03966536,1.58414557
-5.21360680,7.04825029,0.25703079,0.19894507,0.01819183,1.08205369,3.86832560,3.80860290,0.03717322,1.57891787
-5.20760380,6.99289960,0.24291769,0.19917700,0.01762866,1.03420315,3.77248612,3.82125370,0.03494431,1.59034727
-5.20160080,6.99031245,0.23248158,0.20126736,0.01713136,0.99039566,3.70650502,3.86179145,0.03300078,1.61889937
-5.19559780,7.04182650,0.22576421,0.20523574,0.01671261,0.95093646,3.67110811,3.93090756,0.03135911,1.66479600
-5.18959480,7.14779247,0.22277690,0.21106675,0.01638297,0.91600578,3.66647826,4.02876358,0.03003026,1.72801179
-5.18359180,7.30759304,0.22350224,0.21871105,0.01615101,0.88566543,3.69225768,4.15499805,0.02901992,1.80827575
-5.17758879,7.51968422,0.22789557,0.22808752,0.01602344,0.85986865,3.74756311,4.30874512,0.02832898,1.90507780
-5.17158579,7.78165720,0.23588631,0.23908640,0.01600540,0.83847236,3.83101308,4.48866369,0.02795414,2.01768036
-5.16558279,8.09031775,0.24737921,0.25157336,0.01610081,0.82125105,3.94076590,4.69297581,0.02788855,2.14513456
-5.15957979,8.44178020,0.26225555,0.26539455,0.01631278,0.80791161,4.07456733,4.91951267,0.02812262,2.28630087
-5.15357679,8.83157279,0.28037433,0.28038219,0.01664402,0.79810850,4.22980634,5.16576665,0.02864477,2.43987348
-5.14757379,9.25475083,0.30157359,0.29636075,0.01709737,0.79145865,4.40357737,5.42894759,0.02944229,2.60440769
-5.14157079,9.70601435,0.32567188,0.31315331,0.01767614,0.78755570,4.59274768,5.70604184,0.03050209,2.77834960
-5.13556778,10.17982659,0.35246992,0.33058800,0.01838455,0.78598322,4.79402792,5.99387204,0.03181141,2.96006700
-5.12956478,10.67052995,0.38175254,0.34850403,0.01922802,0.78632663,5.00404420,6.28915638,0.03335846,3.14788057
-5.12356178,11.17245619,0.41329082,0.36675728,0.02021338,0.78818375,5.21940997,6.58856563,0.03513293,3.34009416
-5.11755878,11.68002770,0.44684444,0.38522489,0.02134895,0.79117377,5.43679574,6.88877655,0.03712629,3.53502319
-5.11155578,12.18784725,0.48216415,0.40380884,0.02264451,0.79494463,5.65299484,7.18652067,0.03933197,3.73102017
-5.10555278,12.69077374,0.51899432,0.42243811,0.02411110,0.79917885,5.86498347,7.47862734,0.04174539,3.92649638
-5.09954977,13.18398241,0.55707532,0.44106927,0.02576066,0.80359764,6.06997320,7.76206042,0.04436367,4.11993906
-5.09354677,13.66300809,0.59614577,0.45968549,0.02760559,0.80796350,6.26545445,8.03394821,0.04718526,4.30992356
-5.08754377,14.12377129,0.63594440,0.47829380,0.02965806,0.81208118,6.44922961,8.29160657,0.05020932,4.49512015
-5.08154077,14.56258727,0.67621137,0.49692070,0.03192933,0.81579715,6.61943486,8.53255545,0.05343493,4.67429572
-5.07553777,14.97615934,0.71668910,0.51560633,0.03442885,0.81899758,6.77455000,8.75452940,0.05686019,4.84631040
-5.06953477,15.36155818,0.75712243,0.53439729,0.03716342,0.82160494,6.91339639,8.95548289,0.06048118,5.01010997
-5.06353177,15.71618979,0.79725809,0.55333858,0.04013620,0.82357341,7.03512324,9.13359144,0.06429090,5.16471482
-5.05752876,16.03775526,0.83684366,0.57246491,0.04334586,0.82488327,7.13918329,9.28724981,0.06827817,5.30920655
-5.05152576,16.32420602,0.87562596,0.59179199,0.04678569,0.82553445,7.22529948,9.41506850,0.07242665,5.44271358
-5.04552276,16.57369829,0.91334918,0.61130818,0.05044291,0.82553965,7.29342427,9.51586973,0.07671392,5.56439702
-5.03951976,16.78455069,0.94975297,0.63096699,0.05429803,0.82491722,7.34369426,9.58868404,0.08111079,5.67343830
-5.03351676,16.95520862,0.98457061,0.65068103,0.05832452,0.82368425,7.37638242,9.63274841,0.08558088,5.76902974
-5.02751376,17.08421844,1.01752774,0.67031775,0.06248867,0.82185019,7.39185082,9.64750651,0.09008043,5.85036931
-5.02151076,17.17021410,1.04834181,0.68969735,0.06674967,0.81941136,7.39050639,9.63261133,0.09455851,5.91666042
-5.01550775,17.21191771,1.07672257,0.70859315,0.07106002,0.81634663,7.37276217,9.58793020,0.09895762,5.96711728
-5.00950475,17.20815471,1.10237378,0.72673457,0.07536627,0.81261460,7.33900611,9.51355171,0.10321456,6.00097618
-5.00350175,17.15788323,1.12499630,0.74381267,0.07960993,0.80815231,7.28957907,9.40979384,0.10726177,6.01751234
-4.99749875,17.06023620,1.14429262,0.75948816,0.08372875,0.80287584,7.22476290,9.27721231,0.11102892,6.01606192
-4.99149575,16.91457375,1.15997278,0.77340164,0.08765815,0.79668240,7.14477897,9.11660796,0.11444483,5.99604807
-4.98549275,16.72054272,1.17176148,0.78518552,0.09133287,0.78945422,7.04979677,8.92903203,0.11743956,5.95700985
-4.97948974,16.47813941,1.17940622,0.79447728,0.09468875,0.78106372,6.93995160,8.71578785,0.11994664,5.89863241
-4.97348674,16.18777124,1.18268602,0.80093335,0.09766453,0.77137977,6.81536972,8.47842823,0.12190530,5.82077669
-4.96748374,15.85031320,1.18142035,0.80424291,0.10020364,0.76027474,6.67619897,8.21874729,0.12326266,5.72350689
-4.96148074,15.46715475,1.17547781,0.80414112,0.10225596,0.74763182,6.52264240,7.93876640,0.12397568,5.60711381
-4.95547774,15.04023353,1.16478401,0.80042091,0.10377931,0.73335228,6.35499252,7.64071385,0.12401289,5.47213271
-4.94947474,14.57205292,1.14932820,0.79294287,0.10474086,0.71736221,6.17366355,7.32699844,0.12335577,5.31935402
-4.94347174,14.06568132,1.12916826,0.78164275,0.10511810,0.69961831,5.97921942,7.00017751,0.12199961,5.14982610
-4.93746873,13.52473194,1.10443364,0.76653608,0.10489963,0.68011259,5.77239550,6.66292018,0.11995402,4.96484942
-4.93146573,12.95332326,1.07532604,0.74771989,0.10408550,0.65887545,5.55411251,6.31796704,0.11724283,4.76596191
-4.92546273,12.35602105,1.04211763,0.72537119,0.10268725,0.63597731,5.32548171,5.96808761,0.11390357,4.55491583
-4.91945973,11.73776419,1.00514693,0.69974260,0.10072752,0.61152842,5.08780081,5.61603713,0.10998647,4.33364704
-4.91345673,11.10377700,0.96481230,0.67115508,0.09823943,0.58567714,4.84254081,5.26451416,0.10555300,4.10423756
-4.90745373,10.45947192,0.92156349,0.63998840,0.09526549,0.55860671,4.59132457,4.91612058,0.10067408,3.86887323
-4.90145073,9.81034630,0.87589140,0.60666964,0.09185646,0.53053063,4.33589811,4.57332531,0.09542806,3.62979789
-4.89544772,9.16187779,0.82831669,0.57166035,0.08806982,0.50168711,4.07809635,4.23843289,0.08989847,3.38926618
-4.88944472,8.51942226,0.77937749,0.53544298,0.08396821,0.47233273,3.81980497,3.91355791,0.08417175,3.14949670
-4.88344172,7.88811821,0.72961698,0.49850723,0.07961777,0.44273569,3.56292030,3.60060563,0.07833493,2.91262742
-4.87743872,7.27280101,0.67957113,0.46133679,0.07508650,0.41316902,3.30930919,3.30125934,0.07247355,2.68067494
-4.87143572,6.67792947,0.62975719,0.42439708,0.07044260,0.38390387,3.06077056,3.01697399,0.06666963,2.45549899
-4.86543272,6.10752683,0.58066332,0.38812440,0.06575300,0.35520342,2.81900032,2.74897600,0.06100002,2.23877315
-4.85942971,5.56513697,0.53273962,0.35291687,0.06108200,0.32731733,2.58556063,2.49826833,0.05553497,2.03196264
-4.85342671,5.05379608,0.48639092,0.31912730,0.05649006,0.30047706,2.36185476,2.26563995,0.05033708,1.83630922
-4.84742371,4.57601914,0.44197130,0.28705814,0.05203289,0.27489209,2.14910778,2.05167874,0.04546053,1.65282346
-4.84142071,4.13379989,0.39978064,0.25695854,0.04776064,0.25074710,1.94835346,1.85678645,0.04095072,1.48228368
-4.83541771,3.72862240,0.36006278,0.22902333,0.04371736,0.22820001,1.76042714,1.68119476,0.03684410,1.32524112
-4.82941471,3.36148194,0.32300556,0.20339383,0.03994066,0.20738089,1.58596425,1.52498118,0.03316835,1.18203026
-4.82341171,3.03291275,0.28874226,0.18016016,0.03646154,0.18839166,1.42540364,1.38808374,0.02994271,1.05278341
-4.81740870,2.74302021,0.25735433,0.15936474,0.03330435,0.17130630,1.27899523,1.27031383,0.02717849,0.93744834
-4.81140570,2.49151501,0.22887517,0.14100682,0.03048696,0.15617163,1.14681090,1.17136633,0.02487963,0.83580784
-4.80540270,2.27774740,0.20329458,0.12504744,0.02802095,0.14300838,1.02875783,1.09082687,0.02304344,0.74750030
-4.79939970,2.10073980,0.18056377,0.11141487,0.02591193,0.13181252,0.92459344,1.02817601,0.02166117,0.67204022
-4.79339670,1.95921668,0.16060060,0.10001000,0.02415991,0.12255668,0.83394136,0.98279049,0.02071872,0.60883808
-4.78739370,1.85163119,0.14329480,0.09071157,0.02275967,0.11519163,0.75630761,0.95394218,0.02019715,0.55721886
-4.78139070,1.77618849,0.12851318,0.08338116,0.02170127,0.10964776,0.69109672,0.94079515,0.02007324,0.51643902
-4.77538769,1.73086618,0.11610450,0.07786768,0.02097041,0.10583653,0.63762744,0.94240191,0.02031990,0.48570166
-4.76938469,1.71343287,0.10590406,0.07401139,0.02054894,0.10365196,0.59514800,0.95769975,0.02090657,0.46416999
-4.76338169,1.72146605,0.09773795,0.07164749,0.02041537,0.10297202,0.56285069,0.98550836,0.02179955,0.45097928
-4.75737869,1.75237079,0.09142682,0.07060918,0.02054529,0.10366026,0.53988612,1.02452964,0.02296230,0.44524756
-4.75137569,1.80340063,0.08678940,0.07073042,0.02091200,0.10556747,0.52537714,1.07335098,0.02435574,0.44608547
-4.74537269,1.87168226,0.08364558,0.07184832,0.02148696,0.10853354,0.51843261,1.13045274,0.02593861,0.45260562
-4.73936968,1.95424501,0.08181928,0.07380528,0.02224048,0.11238960,0.51816122,1.19422057,0.02766784,0.46393189
-4.73336668,2.04805613,0.08114094,0.07645102,0.02314226,0.11696044,0.52368550,1.26296322,0.02949900,0.47920889
-4.72736368,2.15006207,0.08144991,0.07964454,0.02416213,0.12206722,0.53415598,1.33493562,0.03138690,0.49761178
-4.72136068,2.25723571,0.08259653,0.08325594,0.02527067,0.12753049,0.54876545,1.40836721,0.03328615,0.51835666
-4.71535768,2.36662868,0.08444398,0.08716832,0.02643995,0.13317344,0.56676313,1.48149479,0.03515194,0.54071123
-4.70935468,2.47542756,0.08687002,0.09127962,0.02764417,0.13882540,0.58746852,1.55259891,0.03694085,0.56400578
-4.70335168,2.58101206,0.08976832,0.09550431,0.02886038,0.14432539,0.61028435,1.62004259,0.03861165,0.58764390
-4.69734867,2.68101287,0.09304961,0.09977506,0.03006905,0.14952562,0.63470830,1.68231071,0.04012622,0.61111270
-4.69134567,2.77336668,0.09664236,0.10404413,0.03125455,0.15429493,0.66034275,1.73804845,0.04145042,0.63399184
-4.68534267,2.85636565,0.10049311,0.10828446,0.03240561,0.15852182,0.68690216,1.78609699,0.04255489,0.65596091
-4.67933967,2.92869855,0.10456636,0.11249038,0.03351556,0.16211711,0.71421734,1.82552459,0.04341577,0.67680450
-4.67333667,2.98948115,0.10884378,0.11667775,0.03458238,0.16501601,0.74223619,1.85565140,0.04401534,0.69641452
-4.66733367,3.03827370,0.11332311,0.12088362,0.03560865,0.16717944,0.77102063,1.87606679,0.04434240,0.71478926
-4.66133067,3.07508399,0.11801628,0.12516514,0.03660126,0.16859463,0.80073930,1.88663778,0.04439258,0.73202900
-4.65532766,3.10035501,0.12294723,0.12959781,0.03757086,0.16927491,0.83165621,1.88750815,0.04416835,0.74832793
-4.64932466,3.11493717,0.12814911,0.13427311,0.03853126,0.16925857,0.86411550,1.87908792,0.04367884,0.76396254
-4.64332166,3.12004572,0.13366123,0.13929541,0.03949852,0.16860700,0.89852271,1.86203335,0.04293949,0.77927675
