energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.59332220,-0.58782795,0.02278152,-0.02223896,0.03676075,-0.03626404,0.06217430,-0.06222938,0.07209413,-0.07057513,0.09434017,-0.09460329,0.14243091,-0.14047519,0.01208199,-0.01206054,0.28035557,-0.27837916
-5.99399700,0.60947874,-0.60333246,0.02511131,-0.02455700,0.03787458,-0.03731476,0.06036536,-0.06030464,0.07636205,-0.07473494,0.09291293,-0.09305834,0.15128662,-0.14925737,0.01201184,-0.01198090,0.28634666,-0.28408476
-5.98799400,0.63142248,-0.62474778,0.02751180,-0.02695412,0.03931743,-0.03870760,0.05954054,-0.05937790,0.08105640,-0.07934336,0.09272566,-0.09276104,0.16132281,-0.15925160,0.01210683,-0.01206664,0.29526118,-0.29276183
-5.98199100,0.65847530,-0.65140698,0.02995041,-0.02939845,0.04103198,-0.04038598,0.05961168,-0.05936097,0.08608788,-0.08431354,0.09369936,-0.09363371,0.17236306,-0.17028378,0.01235570,-0.01230666,0.30680708,-0.30412324
-5.97598799,0.68989727,-0.68257805,0.03239157,-0.03185492,0.04296028,-0.04229247,0.06049600,-0.06017064,0.09136001,-0.08955091,0.09574373,-0.09558686,0.18421206,-0.18216022,0.01274476,-0.01268737,0.32065992,-0.31784795
-5.96998499,0.72490466,-0.71748126,0.03479734,-0.03428591,0.04504471,-0.04436965,0.06211766,-0.06173028,0.09677143,-0.09495540,0.09876021,-0.09852226,0.19665938,-0.19467132,0.01325820,-0.01319309,0.33647162,-0.33358955
-5.96398199,0.76269001,-0.75530883,0.03712820,-0.03665195,0.04722900,-0.04656117,0.06440926,-0.06397131,0.10221851,-0.10042390,0.10264529,-0.10233616,0.20948397,-0.20759589,0.01387856,-0.01380646,0.35388008,-0.35098569
-5.95797899,0.80244378,-0.79524623,0.03934391,-0.03891260,0.04945943,-0.04881286,0.06731349,-0.06683481,0.10759823,-0.10585310,0.10729397,-0.10692276,0.22245935,-0.22070626,0.01458711,-0.01450882,0.37251949,-0.36966828
-5.95197599,0.84337692,-0.83649459,0.04140464,-0.04102752,0.05168599,-0.05107389,0.07078451,-0.07027292,0.11281118,-0.11114246,0.11260325,-0.11217770,0.23535924,-0.23377385,0.01536432,-0.01528071,0.39203107,-0.38927416
-5.94597299,0.88474359,-0.87829357,0.04327196,-0.04295752,0.05386357,-0.05329798,0.07478931,-0.07425027,0.11776463,-0.11619726,0.11847556,-0.11800154,0.24796354,-0.24657516,0.01619030,-0.01610226,0.41207379,-0.40945586
-5.93996998,0.92586338,-0.91994372,0.04491004,-0.04466571,0.05595313,-0.05544457,0.07930885,-0.07874506,0.12237549,-0.12093160,0.12482211,-0.12430311,0.26006445,-0.25889789,0.01704527,-0.01695370,0.43233477,-0.42989215
-5.93396698,0.96614180,-0.96082753,0.04628670,-0.04611859,0.05792270,-0.05747987,0.08433878,-0.08374996,0.12657306,-0.12527119,0.13156586,-0.13100262,0.27147233,-0.27054694,0.01790996,-0.01781575,0.45253899,-0.45029793
-5.92796398,1.00508851,-1.00042832,0.04737446,-0.04728716,0.05974821,-0.05937770,0.08988989,-0.08927257,0.13030141,-0.12915590,0.13864418,-0.13803434,0.28202136,-0.28135020,0.01876609,-0.01867009,0.47245780,-0.47043310
-5.92196098,1.04233212,-1.03834588,0.04815139,-0.04814784,0.06141412,-0.06112026,0.09598802,-0.09533546,0.13352130,-0.13254170,0.14601091,-0.14534882,0.29157440,-0.29116361,0.01959672,-0.01949973,0.49191596,-0.49010991
-5.91595798,1.07763091,-1.07430822,0.04860192,-0.04868324,0.06291372,-0.06269846,0.10267340,-0.10197564,0.13621147,-0.13540225,0.15363786,-0.15291451,0.30002703,-0.29987543,0.02038662,-0.02028935,0.51079664,-0.50919846
-5.90995498,1.11087875,-1.10817862,0.04871732,-0.04888278,0.06424919,-0.06411203,0.10999939,-0.10924341,0.13836934,-0.13772967,0.16151545,-0.16071854,0.30731050,-0.30740949,0.02112256,-0.02102562,0.52904432,-0.52763010
-5.90395198,1.14210573,-1.13995743,0.04849599,-0.04874305,0.06543126,-0.06536933,0.11803060,-0.11720064,0.14001096,-0.13953475,0.16965265,-0.16876682,0.31339343,-0.31372705,0.02179350,-0.02169741,0.54666515,-0.54539827
-5.89794897,1.17147319,-1.16977836,0.04794359,-0.04826795,0.06647854,-0.06648675,0.12684027,-0.12591828,0.14117019,-0.14084632,0.17807588,-0.17708311,0.31828204,-0.31882748,0.02239079,-0.02229595,0.56372470,-0.56255688
-5.89194597,1.19926318,-1.19789907,0.04707277,-0.04746853,0.06741653,-0.06748781,0.13650703,-0.13547329,0.14189727,-0.14170995,0.18682714,-0.18570728,0.32201907,-0.32274733,0.02290819,-0.02281489,0.58034315,-0.57921591
-5.88594297,1.22586251,-1.22468634,0.04590284,-0.04636267,0.06827634,-0.06840191,0.14711112,-0.14594493,0.14225659,-0.14218597,0.19596109,-0.19469260,0.32468121,-0.32555803,0.02334186,-0.02325029,0.59668783,-0.59553455
-5.87993997,1.25174192,-1.25059620,0.04445903,-0.04497446,0.06909311,-0.06926289,0.15872996,-0.15741053,0.14232396,-0.14234690,0.20554138,-0.20410215,0.32637522,-0.32736226,0.02369026,-0.02360052,0.61296360,-0.61171192
-5.87393697,1.27743113,-1.27614969,0.04277177,-0.04333338,0.06990427,-0.07010727,0.17143348,-0.16994085,0.14218342,-0.14227429,0.21563622,-0.21400457,0.32723290,-0.32828904,0.02395396,-0.02386606,0.62940108,-0.62797572
-5.86793397,1.30349066,-1.30190527,0.04087560,-0.04147340,0.07074766,-0.07097246,0.18527908,-0.18359512,0.14192364,-0.14205532,0.22631335,-0.22446906,0.32740509,-0.32848788,0.02413540,-0.02404929,0.64624354,-0.64456930
-5.86193097,1.33048174,-1.32842897,0.03880817,-0.03943185,0.07165957,-0.07189476,0.20030663,-0.19841606,0.14163420,-0.14177904,0.23763458,-0.23556001,0.32705501,-0.32812216,0.02423856,-0.02415417,0.66373264,-0.66173759
-5.85592796,1.35893536,-1.35626351,0.03660906,-0.03724830,0.07267283,-0.07290749,0.21653352,-0.21442495,0.14140177,-0.14153264,0.24965020,-0.24733144,0.32635114,-0.32736198,0.02426864,-0.02418588,0.68209393,-0.67971260
-5.84992496,1.38932203,-1.38589775,0.03431860,-0.03496336,0.07381508,-0.07403921,0.23395017,-0.23161705,0.14130656,-0.14139780,0.26239346,-0.25982142,0.32546011,-0.32637705,0.02423168,-0.02415049,0.70152251,-0.69869895
-5.84392196,1.42202348,-1.41773788,0.03197682,-0.03261758,0.07510713,-0.07531202,0.25251601,-0.24995752,0.14141887,-0.14144723,0.27587535,-0.27304676,0.32453977,-0.32532955,0.02413421,-0.02405455,0.72216967,-0.71886029
-5.83791896,1.45730761,-1.45208160,0.02962231,-0.03025031,0.07656165,-0.07674024,0.27215635,-0.26937811,0.14179625,-0.14174166,0.29008001,-0.28699835,0.32373280,-0.32436765,0.02398287,-0.02390479,0.74413099,-0.74030706
-5.83191596,1.49530787,-1.48909644,0.02729136,-0.02789877,0.07818220,-0.07832933,0.29276020,-0.28977484,0.14248108,-0.14232734,0.30496105,-0.30163722,0.32316115,-0.32361968,0.02378414,-0.02370775,0.76743661,-0.76308627
-5.82591296,1.53600799,-1.52880340,0.02501714,-0.02559718,0.07996263,-0.08007520,0.31417924,-0.31100677,0.14349883,-0.14323415,0.32043889,-0.31689170,0.32292144,-0.32318934,0.02354403,-0.02346955,0.79204404,-0.78717373
-5.81990995,1.57923294,-1.57106644,0.02282904,-0.02337608,0.08188687,-0.08196395,0.33622816,-0.33289601,0.14485707,-0.14447440,0.33639941,-0.33265582,0.32308166,-0.32315208,0.02326788,-0.02319563,0.81783387,-0.81246919
-5.81390695,1.62464636,-1.61558862,0.02075222,-0.02126183,0.08392915,-0.08397198,0.35868632,-0.35522921,0.14654512,-0.14604231,0.35269412,-0.34878915,0.32367905,-0.32355275,0.02296022,-0.02289065,0.84460876,-0.83879462
